,unnamed: 0,unnamed: 0,mth_day,stanley kubrick,stanley kubrick_norm,stanley kubrick_ravg
74,74,74,03-15,1.7494075942597909,1.3643816738184311,-0.1598935531799848
75,75,75,03-16,1.4275952402141725,0.2135391337428664,-0.17254956469385746
76,76,76,03-17,1.4328859642868574,0.2324594463228631,-0.1326078384065904
77,77,77,03-18,1.1499932339234025,-0.7792014930027915,0.08020406697151862
78,78,78,03-19,1.136365257115285,-0.8279368981194077,-0.13471849241897338
79,79,79,03-20,1.4456156758932026,0.2779825390671491,-0.07671443730175881
80,80,80,03-21,1.3888122962944132,0.07484631747547928,-0.03361391552859487
81,81,81,03-22,1.5249139656076758,0.5615634644461538,0.009346700523797602
82,82,82,03-23,1.5051996643252947,0.4910625769618467,0.07705563098150954
83,83,83,03-24,1.2220722012971457,-0.5214377966884367,0.05243998714530403
84,84,84,03-25,1.249966742331898,-0.4216833153731361,0.22430820585723574
85,85,85,03-26,1.4043157516372344,0.13028867604991606,0.4366494748511259
86,86,86,03-27,1.6771713764810854,1.1060556297470694,0.4450601651574864
87,87,87,03-28,1.8811783958300976,1.8356110784094948,0.6931561744452107
88,88,88,03-29,1.5193110511695498,0.5415267188000096,0.643041208045953
89,89,89,03-30,1.6383256399628583,0.9671382590379096,0.5139629334497545
90,90,90,03-31,1.1658842649385794,-0.7223731137686822,0.17907987841352566
91,91,91,04-01,1.1877492868562824,-0.6441809715272746,-0.0965317229955243
92,92,92,04-02,1.1153073480756652,-0.9032427004703036,-0.4274789404392457
93,93,93,04-03,1.4187595235876522,0.18194146995519508,-0.6432207007733678
94,94,94,04-04,0.9640505386232298,-1.4441565858623198,-0.2845637190630101
95,95,95,04-05,1.2763558934091168,-0.3273123029668219,-0.3437445562251696
96,96,96,04-06,1.7676359914859554,1.4295687764934637,-0.02409882555696008
97,97,97,04-07,1.0884561662511243,-0.9992659945002312,-0.2159863272940044
98,98,98,04-08,1.6516063192983348,1.0146316835389535,0.14752608291637573
99,99,99,04-09,1.0968122554137998,-0.9693835404670706,0.17639233630406292
100,100,100,04-10,1.573948663071694,0.7369178753999609,-0.03300010680476969
101,101,101,04-11,1.3247874553214474,-0.1541147826406989,0.17429532721748014
102,102,102,04-12,1.4163190770184448,0.17321411784046806,-0.20806380316678105
103,103,103,04-13,1.4362547361644062,0.244506609633268,-0.10406445341839313
104,104,104,04-14,1.0100873231459233,-1.2795230987666135,-0.3644038053356876
105,105,105,04-15,1.271301506877574,-0.34538744197674315,-0.4637283220529578
106,106,106,04-16,1.1371534450966223,-0.8251182361038057,-0.4781583603848936
107,107,107,04-17,1.1581416001701632,-0.7500618829443199,-0.7307838604610467
108,108,108,04-18,1.392108477690423,0.08663388784885262,-0.3040246225784798
109,109,109,04-19,1.0124017552025433,-1.2712463908236509,-0.16485846124705558
110,110,110,04-20,1.7261004535504632,1.2810323285287877,0.034166340673955214
111,111,111,04-21,1.5047933448415267,0.4896095260118023,0.18158164911271213
112,112,112,04-22,1.4710756166673291,0.3690305754222589,-0.1391849334511551
113,113,113,04-23,1.4054737891310736,0.13442996768822169,-0.05559720241206715
114,114,114,04-24,0.8539289503993909,-1.8379656075343507,-0.219253446116118
115,115,115,04-25,1.1526445611032774,-0.7697200045891238,-0.160948241526536
116,116,116,04-26,1.4515193573187968,0.29909486630448257,-0.4816892750724791
117,117,117,04-27,1.6026173363365896,0.8394407535492944,-0.5882477817043199
118,118,118,04-28,0.9329389553079016,-1.555415625853399,-0.39055783658434
119,119,119,04-29,1.226690805350199,-0.5049210721028238,-0.2721634246450599
120,120,120,04-30,1.185611510236113,-0.6518259368144713,-0.5540672412011971
121,121,121,05-01,1.3512857292140323,-0.05935353295344276,-0.9057918461425096
122,122,122,05-02,0.9785434583860833,-1.3923280330323402,-0.6029625259370294
123,123,123,05-03,1.012496694370243,-1.2709068760985809,-0.6339220858500153
124,124,124,05-04,1.441023491718735,0.26156029537948144,-0.5444183195745967
125,125,125,05-05,1.1747471110104322,-0.690678431580739,-0.6364532618581092
126,126,126,05-06,1.3357801912747027,-0.1148033391619596,-0.36640487620472495
127,127,127,05-07,1.1968702619402989,-0.6115631866545178,-0.2463726739812009
128,128,128,05-08,1.4316284131061008,0.2279622808879654,-0.1356413629524916
129,129,129,05-09,1.213885733515228,-0.550713662757436,-0.23435228454558835
130,130,130,05-10,1.626807572309117,0.9259481615517368,-0.0708887210787408
131,131,131,05-11,1.0091307406989851,-1.2829439611393196,-0.28547215329486897
132,132,132,05-12,1.6100380101931666,0.8659780416391257,-0.32500753403853805
133,133,133,05-13,0.8368439487517386,-1.8990637799512868,-0.11359944184866047
134,134,134,05-14,1.3652962772899817,-0.009250003574049356,-0.16709285863944068
135,135,135,05-15,1.5685844873905437,0.7177348903818295,0.3970254837438723
136,136,136,05-16,1.537056758706481,0.6049876608070556,0.3119095548768899
137,137,137,05-17,1.9556038440173555,2.1017660931605584,1.1026717313120484
138,138,138,05-18,1.4672312065778024,0.35528246843723105,1.4520585507757588
139,139,139,05-19,2.1635782080125714,2.8455092786596645,1.4971318287550448
140,140,140,05-20,1.95149460205861,2.087070913208214,1.6225052964349411
141,141,141,05-21,1.64420806152492,0.9881745582575432,1.5689301142824732
142,142,142,05-22,1.7474073289918677,1.3572284668864334,1.4778475686901968
143,143,143,05-23,1.8657158451650893,1.7803150002457495,1.114311605749114
144,144,144,05-24,1.3144136626194791,-0.19121280511642444,0.6139085058658843
145,145,145,05-25,1.5536405669867417,0.6642935010131653,0.4571955799210313
146,146,146,05-26,1.1119224072321665,-0.9153476860911652,0.031122209417261775
147,147,147,05-27,1.3812764065773453,0.04789700258842533,-0.33080791240966484
148,148,148,05-28,1.0325449412200396,-1.1992117561361837,-0.3315064573157325
149,149,149,05-29,1.2584724711193596,-0.39126573071581,-0.4711843017030624
150,150,150,05-30,1.3132416497360475,-0.19540407455283024,-0.2586179601518446
151,151,151,05-31,1.3192902314107589,-0.17377356531081387,-0.33653209822652097
152,152,152,06-01,1.468564462335399,0.3600503632161413,-0.1874729482544559
153,153,153,06-02,1.250552708169739,-0.4195878258596331,-0.08221535308691763
154,154,154,06-03,1.2826351539509635,-0.3048568563037931,0.007229475596065053
155,155,155,06-04,1.4350727963723109,0.2402798402894197,-0.025618031659221743
156,156,156,06-05,1.4633114457680283,0.3412648975450657,-0.15373150860658
157,157,157,06-06,1.2641789545874658,-0.3708586088425346,0.08292544745326272
158,158,158,06-07,1.2536167270942704,-0.40863049846800814,0.3337845435988598
159,159,159,06-08,1.6476137976523426,1.0003539104994232,0.2315927563371545
160,160,160,06-09,1.703524476963319,1.2002977205697891,0.5910825772391423
161,161,161,06-10,1.2636162583441333,-0.3728708832808116,0.7290209804879765
162,162,162,06-11,2.066460503043806,2.4982038229569916,0.8762987210022241
163,163,163,06-12,1.4956108701641342,0.4567718106504711,1.0207302117699908
164,164,164,06-13,1.5007181057257781,0.4750359446174765,0.8927574081079488
165,165,165,06-14,1.8899397619284344,1.8669428551060243,0.9973790659379932
166,166,166,06-15,1.488812762200349,0.432460898597538,0.6103710579483411
167,167,167,06-16,1.439149613175965,0.2548590636994542,0.5473424562376518
168,168,168,06-17,1.4171416583781693,0.17615577501907936,0.521719133907813
169,169,169,06-18,1.38986200192684,0.07860020038633447,0.26719936271696026
170,170,170,06-19,1.4577275068021742,0.32129601063844393,0.2359519931340917
171,171,171,06-20,1.4629085885098592,0.3398242279609087,0.14180742288762252
172,172,172,06-21,1.4363861831696358,0.24497668110032644,0.2627806299572009
173,173,173,06-22,1.2811946295012735,-0.3100083577793609,0.3512945557716281
174,174,174,06-23,1.6201095076946508,0.9019950174365496,0.4705017266862853
175,175,175,06-24,1.5383699368018735,0.6096837552728982,0.2936906896401758
176,176,176,06-25,1.6577323152200758,1.0365390361263866,0.3853264427100543
177,177,177,06-26,1.16625648847894,-0.7210419943157481,0.5923553696426258
178,178,178,06-27,1.5901318940723157,0.7947911995195973,0.610459151106893
179,179,179,06-28,1.6285460560170222,0.932165203816068,0.9026434148207554
180,180,180,06-29,1.6504838829576338,1.0106177062221526,0.722321564727692
181,181,181,06-30,2.0285942852066685,2.362789337556072,0.997489647481932
182,182,182,07-01,1.3551898020079751,-0.04539206443199385,0.9084133402778124
183,183,183,07-02,1.627931228779453,0.9299665022096916,0.7336156086378945
184,184,184,07-03,1.4406804003388662,0.2603333562948799,0.5198184442400828
185,185,185,07-04,1.3352718631955645,-0.11662118602343925,-0.01449913935126834
186,186,186,07-05,1.2917767634313422,-0.27216528016471714,0.1715860298304831
187,187,187,07-06,1.1321206492622993,-0.8431161639920348,-0.20805656846431345
188,188,188,07-07,1.6674019644646632,1.0711189506585148,-0.4195131272292691
189,189,189,07-08,0.9909700077671246,-1.3478890875590874,-0.0921390377880058
190,190,190,07-09,1.085900329643524,-1.0084059962948546,-0.01523975244410424
191,191,191,07-10,1.884537411042186,1.8476233506241408,0.21694487825404346
192,192,192,07-11,1.4207977502953926,0.18923043189869224,0.2181246425359772
193,193,193,07-12,1.5216781081303594,0.5499916201968513,0.3043351141268221
194,194,194,07-13,1.6693813632489474,1.078197536350117,0.3962823191930116
195,195,195,07-14,1.13561322613935,-0.8306262580140177,0.32604293102335996
196,196,196,07-15,1.2401685921374848,-0.4567227658977175,0.38444382744449096
197,197,197,07-16,1.7666903447417934,1.4261870216062311,0.18227823921018074
198,198,198,07-17,1.5187822927563852,0.5396358104254777,-0.0004284763566616927
199,199,199,07-18,1.1824863511810793,-0.6630019092090099,0.012472355981122266
200,200,200,07-19,1.3628375424097483,-0.0180427570509376,-0.036712148892716095
201,201,201,07-20,1.1572581362597083,-0.7532212639873139,-0.3090603105421115
202,202,202,07-21,1.1576472354192382,-0.7518297951407477,-0.5049449880335407
203,203,203,07-22,1.3097468448188567,-0.20790194829014114,-0.5924116142347029
204,204,204,07-23,1.1901285960612085,-0.6356722545230974,-0.4972829528867319
205,205,205,07-24,1.0357355669614972,-1.1878016664159832,-0.4987904002868169
206,206,206,07-25,1.5224436260200511,0.5527292110368885,-0.3776101714778029
207,207,207,07-26,1.1547289534417555,-0.7622659483878246,-0.5833841814909891
208,208,208,07-27,1.3609624241031126,-0.0247484222866634,-0.3701461960414055
209,209,209,07-28,0.9645009075628248,-1.442546008369259,0.08490091533603172
210,210,210,07-29,1.5478975297589672,0.6437556581744047,-0.09860849295488301
211,211,211,07-30,1.7992098582633278,1.54248100184864,-0.0912940449120171
212,212,212,07-31,1.214553053947141,-0.5483272387085999,-0.1889841219677442
213,213,213,08-01,1.1670010740555687,-0.7183792601306291,0.19653721514786512
214,214,214,08-02,1.1970588183389193,-0.610888884621026,-0.05314616831486205
215,215,215,08-03,1.6113254280945866,0.8705820143243971,-0.12319184680931378
216,216,216,08-04,1.1289808077913948,-0.8543446426019583,0.07738944657071006
217,217,217,08-05,1.68168779645872,1.1222069308819298,0.3167297236239757
218,218,218,08-06,1.5510866940534682,0.6551605215715431,0.12800541674452312
219,219,219,08-07,1.5685642173751644,0.7176624021889649,-0.1428334847250566
220,220,220,08-08,0.8804187324144807,-1.7432347258977416,-0.241280940498776
221,221,221,08-09,1.1569141524564868,-0.7544513944930813,-0.7553188389270203
222,222,222,08-10,0.9638064782592471,-1.4450293772442748,-1.0076761010468531
223,223,223,08-11,0.8192392490614681,-1.9620204596875357,-1.1060266742326503
224,224,224,08-12,1.1276837605229193,-0.8589830511474512,-0.8187020705899517
225,225,225,08-13,1.4035524366501697,0.12755896307417824,-0.6754817657803028
226,226,226,08-14,1.362489583223019,-0.019287104041548642,-0.3143480913823038
227,227,227,08-15,1.3972079989190849,0.10487043436481144,-0.04683738209767408
228,228,228,08-16,1.5697135793759631,0.7217726691437197,-0.11319481209611255
229,229,229,08-17,1.2680665112948253,-0.35695620397975786,-0.3201561312643658
230,230,230,08-18,1.0163498116328509,-1.257127631138082,-0.3382382530802093
231,231,231,08-19,1.0563144418839234,-1.1142089519353413,-0.4738117509555864
232,232,232,08-20,1.3321515483395632,-0.1277798349366099,-0.8463586162571332
233,233,233,08-21,1.1697439020777796,-0.7085705528874507,-0.9682250468327944
234,234,234,08-22,0.9446575206706532,-1.5135085226655614,-0.6737587529191681
235,235,235,08-23,1.0636000189450618,-1.0881547874337254,-0.5154181027387378
236,236,236,08-24,1.5104029314899476,0.509670132343676,-0.5135242309973653
237,237,237,08-25,1.3219770791322771,-0.1641650508527595,-0.3253825808920495
238,238,238,08-26,1.335329070731001,-0.11641660448837494,-0.13993944372564573
239,239,239,08-27,1.4854064112709655,0.42027934774444414,0.28615721933901833
240,240,240,08-28,1.2557924871059734,-0.4008496996671389,0.14566682860661734
241,241,241,08-29,1.7785014867834958,1.4684251909542592,0.08374069060636546
242,242,242,08-30,1.2746893123561915,-0.33327221205073,-0.06172268376196659
243,243,243,08-31,1.2180779154178052,-0.535721878854271,0.13886754222843942
244,244,244,09-01,1.09127182065845,-0.9891968506983672,-0.06304944769937823
245,245,245,09-02,1.8219550384373369,1.62382070368688,-0.30059465258647183
246,246,246,09-03,0.9170178263454676,-1.612351639234045,-0.3934387241512553
247,247,247,09-04,1.3799501007427355,0.043153961631697435,-0.3480495196436397
248,248,248,09-05,1.1189162946461528,-0.8903366414394306,-0.28824791870913896
249,249,249,09-06,1.2942315484763884,-0.2633866518085779,-0.6017392441484641
250,250,250,09-07,1.1916064536022306,-0.6303872450913629,-0.1940262943782264
251,251,251,09-08,1.2959818775605094,-0.2571272489490705,-0.09479395296221414
252,252,252,09-09,1.6010752516045026,0.8339260593873815,0.1104523730309282
253,253,253,09-10,1.546441304933616,0.6385480101277712,0.23876046376417995
254,254,254,09-11,1.4632768880044618,0.3411413145194236,0.3194860745457559
255,255,255,09-12,1.5095058051227686,0.5064618925909324,0.4670618367755057
256,256,256,09-13,1.3270472177350034,-0.14603358040190753,0.3816039744858004
257,257,257,09-14,1.543583274568899,0.6283273244294286,0.21900631459499426
258,258,258,09-15,1.4576947549119632,0.32117888564914937,0.4556545485524263
259,259,259,09-16,1.2736362918950814,-0.3370379492170655,0.30951103205644565
260,260,260,09-17,1.8603233436155608,1.761030718264016,0.32746823924738044
261,261,261,09-18,1.2643074181966747,-0.3703992063849512,0.3488727236328513
262,262,262,09-19,1.357175671890792,-0.038290337256298726,0.12504230963069007
263,263,263,09-20,1.5794955419765782,0.7567542307422537,0.1753660343401211
264,264,264,09-21,1.082153931930335,-1.0218035983638178,-0.2042722612279877
265,265,265,09-22,1.3580690222598573,-0.03509560096047936,-0.05689822083235459
266,266,266,09-23,1.2233693416825902,-0.5167990551446366,-0.20921355562514604
267,267,267,09-24,1.5115703679751145,0.5138450359888475,-0.4983438217753074
268,268,268,09-25,1.1016222591170712,-0.952182346013047,-0.4859102889545895
269,269,269,09-26,1.094395165501912,-0.9780273661587148,-0.5864242641892768
270,270,270,09-27,1.1030148107741564,-0.9472024014395108,-0.5158005663795499
271,271,271,09-28,1.1894275034159305,-0.6381794523686031,-0.38805715409502334
272,272,272,09-29,1.3418611995282117,-0.0930568682862751,-0.4594406288936249
273,273,273,09-30,1.7258972117763742,1.2803055096960063,-0.43914314794638737
274,274,274,10-01,0.9818556537043844,-1.3804831948046563,-0.7024567695331917
275,275,275,10-02,1.1284501116689056,-0.8562424804752895,-0.45028087061981664
276,276,276,10-03,0.6612293876724202,-2.5270841309603376,-0.3164765378213898
277,277,277,10-04,1.612526147254146,0.8748759411116477,-0.7421791835947996
278,278,278,10-05,1.5663570057913572,0.709769128504286,-0.8035803360092482
279,279,279,10-06,1.0116568229002707,-1.2739103649444528,-0.4238320624293707
280,280,280,10-07,0.8788373064769174,-1.7488901092913474,-0.2923775379876851
281,281,281,10-08,1.7655886338031794,1.4222471610039753,-0.5160017234776796
282,282,282,10-09,0.8817827048503641,-1.7383569843102242,-0.436866869620501
283,283,283,10-10,1.2373313327697393,-0.4668691718283193,-0.17332652578150762
284,284,284,10-11,1.699128811073229,1.1845782516473573,0.2711591788662144
285,285,285,10-12,1.453822638727253,0.30733169808950744,-0.008029634734390409
286,286,286,10-13,1.6245917566534809,0.9180241185949846,0.4283271179419967
287,287,287,10-14,1.2971679444422457,-0.2528857205996534,0.9796837189262652
288,288,288,10-15,1.6138984664380585,0.8797835317480981,0.6707676708728769
289,289,289,10-16,2.1623928915978707,2.841270434077292,0.5384569058492531
290,290,290,10-17,1.18083201286831,-0.6689180366729721,0.8928275157495628
291,291,291,10-18,1.2318327281612085,-0.4865328920522352,0.8244714150463995
292,292,292,10-19,2.219151843921956,3.0442477779968424,0.6708208474659992
293,293,293,10-20,1.1824806423241652,-0.6630223248186334,0.18687282191086974
294,294,294,10-21,1.3561048111031733,-0.04211987373430374,0.18702744397879564
295,295,295,10-22,1.3504288847960406,-0.06241771925348572,0.44959931133307424
296,296,296,10-23,1.181091436498914,-0.6679903042654166,0.1334264150475916
297,297,297,10-24,1.6723736421278717,1.0888983120734366,0.4810535451559889
298,298,298,10-25,1.6886795655907876,1.1472104002839465,0.7018785390145107
299,299,299,10-26,1.765726574802262,1.4227404558317505,0.9436463062732446
300,300,300,10-27,1.7266031649494988,1.2828300894168272,1.2692682640916493
301,301,301,10-28,1.7560648511660932,1.388188884298917,1.2707803984640933
302,302,302,10-29,1.7274172723561982,1.285741442645011,1.1979641398957
303,303,303,10-30,1.6749106887094007,1.0979711183081005,0.9504889394956624
304,304,304,10-31,1.5665090473834034,0.7103128488735877,1.0021791445710366
305,305,305,11-01,1.3505147241693265,-0.062110746568476385,0.9734995707823656
306,306,306,11-02,1.8133285648047115,1.5929713198690734,0.5677399192329696
307,307,307,11-03,1.7079464987456945,1.2161114415668908,0.3898718417772167
308,308,308,11-04,1.0466370747458429,-1.1488164666513647,0.3723958176926103
309,309,309,11-05,1.376485094995186,0.030762653573582495,0.14207500239159618
310,310,310,11-06,1.5371879182757366,0.605456704365949,-0.07211066674110896
311,311,311,11-07,0.9640843594061748,-1.4440356383745607,-0.3687906254843497
312,312,312,11-08,1.4539696152376962,0.3078573050728424,-0.21889778001712687
313,313,313,11-09,1.2101793102906149,-0.5639683108925537,-0.20352959439876028
314,314,314,11-10,1.2981260549041669,-0.24945939384802795,-0.20329230258530406
315,315,315,11-11,1.4022697101047308,0.12297176728378205,-0.04941759206721933
316,316,316,11-12,1.537586044523724,0.6068804552466859,-0.01559082410216869
317,317,317,11-13,1.2222540799136987,-0.5207873752660519,0.14702530057558147
318,318,318,11-14,1.5107238876051727,0.5108179128631463,0.5316178876070873
319,319,319,11-15,1.48301530339643,0.4117284371739472,0.3887305469453211
320,320,320,11-16,1.9433923262029842,2.058096128341007,0.6606709793055315
321,321,321,11-17,1.1625345081439382,-0.7343522766868149,0.6723309998453146
322,322,322,11-18,1.9938454596072663,2.238523049407949,0.624003775149788
323,323,323,11-19,1.241817166230693,-0.4508272520273534,0.9603223922915924
324,324,324,11-20,1.4296408685012505,0.22085456468998688,0.4881341616566137
325,325,325,11-21,2.0472879060654168,2.4296401400247736,0.4754813136728819
326,326,326,11-22,1.1511588063508225,-0.7750332554688654,0.2936183381290997
327,327,327,11-23,1.141305664128012,-0.810269364589206,0.3300765532797317
328,328,328,11-24,1.6887172588215582,1.1473451961452563,0.09763681375763338
329,329,329,11-25,1.302986458988099,-0.2320779611235613,-0.3626023315650481
330,330,330,11-26,1.0396553901519083,-1.173783872442603,-0.17299096579435105
331,331,331,11-27,1.2751024630220416,-0.33179473191131514,-0.11114810268856166
332,332,332,11-28,1.4692871923685982,0.3626349391553169,-0.4776729429096887
333,333,333,11-29,1.2450651099112109,-0.4392121859544695,-0.5768373605338931
334,334,334,11-30,1.0737649041405597,-1.0518038451815053,-0.6351644986271411
335,335,335,12-01,1.1366092167750366,-0.8270644668687883,-0.492309749587515
336,336,336,12-02,0.9417945988052508,-1.5237467010020915,-0.5569974106755999
337,337,337,12-03,1.5147829830279471,0.525333762326442,-0.4564983284401992
338,338,338,12-04,1.3607547679879617,-0.02549102737319361,-0.16313347542430953
339,339,339,12-05,1.4136816414037383,0.1637823074579357,0.0681430334686996
340,340,340,12-06,1.5659700355415491,0.7083852729138325,0.2025518802842842
341,341,341,12-07,1.5246430363665058,0.5605945864892664,-0.0725225466669821
342,342,342,12-08,1.1673046537017622,-0.7172936201085842,0.14846662773462282
343,343,343,12-09,1.0532653776614092,-1.1251127993811558,-0.06913003578585616
344,344,344,12-10,1.731528582595694,1.300444019036436,-0.4599280734275377
345,345,345,12-11,1.048599753578842,-1.1417976736649382,-0.6579195714208786
346,346,346,12-12,0.910292310377062,-1.6364029529362565,-0.37319369982215456
347,347,347,12-13,1.1924545336053631,-0.6273544014707799,0.023490302012584247
348,348,348,12-14,1.6450153733152004,0.9910616094837608,-0.20842943636290265
349,349,349,12-15,1.7188185250153032,1.2549912116272772,0.0758003358029387
350,350,350,12-16,1.34241555788238,-0.09107441121648543,0.44443999468987255
351,351,351,12-17,1.5254781216544606,0.5635809593301098,0.6288379895928564
352,352,352,12-18,1.5287928903774597,0.5754350003853469,0.4020840544090191
353,353,353,12-19,1.5018359689690128,0.4790335679471234,0.16172224806688434
354,354,354,12-20,1.26456949060134,-0.3694620016192632,0.08796924269586824
355,355,355,12-21,1.3155414682780342,-0.18717962642553154,-0.16547953100138196
356,356,356,12-22,1.2186733736136577,-0.5335924434425822,-0.5364380971379401
357,357,357,12-23,1.1002438589995618,-0.9571116828533914,-0.8202301379713228
358,358,358,12-24,0.9064016669145808,-1.6503163964340015,-0.7703423154654749
359,359,359,12-25,1.0256920229136062,-1.2237186770531732,-0.9192751064572624
360,360,360,12-26,1.3482708678432491,-0.07013506658417631,-0.9894240771393568
361,361,361,12-27,1.0656632596023057,-1.0807763723762571,-1.1577263544727219
362,362,362,12-28,1.1009780090283363,-0.9544862675351468,-1.042463271644901
363,363,363,12-29,0.8178676858542809,-1.9669253468535823,
364,364,364,12-30,1.0997891168620288,-0.9587378994670755,
365,365,365,12-31,,,
