,unnamed: 0,unnamed: 0,mth_day,treasure,treasure_norm,treasure_ravg
330,330,330,11-26,0.6065721804274059,-0.8212284229232405,-0.2835253133266725
331,331,331,11-27,0.6993442860773926,-0.4085842319675407,-0.2652871868871985
332,332,332,11-28,0.8274125466368152,0.16105492190730974,-0.2490482712343296
333,333,333,11-29,0.8197200298653914,0.12683911601051026,-0.2679397285590606
334,334,334,11-30,0.7111593343523159,-0.35603167856423273,0.12649574230671148
335,335,335,12-01,0.7215784646938681,-0.3096880758171672,0.6872298884194331
336,336,336,12-02,1.1386423267272259,1.5453844022713925,0.5571152918575798
337,337,337,12-03,1.4557415200853605,2.955820644708788,0.4569360906757985
338,338,338,12-04,0.6518956432598199,-0.6196326574638106,0.9079706070820488
339,339,339,12-05,0.6845842062235861,-0.4742360910801775,1.1346477446248266
340,340,340,12-06,1.3195782491212893,2.3501754198732683,0.8795426868538999
341,341,341,12-07,1.0273525307799622,1.0503747494395004,0.576221918669486
342,342,342,12-08,0.7945206758217683,0.0147540556458319,0.3754171171032316
343,343,343,12-09,1.0465797244957955,1.1358960356023058,0.3151102818425617
344,344,344,12-10,0.38102182982577865,-1.8244614668613373,-0.16712070999646486
345,345,345,12-11,0.6032338484842252,-0.8360771026441967,-0.1477103797980026
346,346,346,12-12,0.6690771321327171,-0.5432105311608912,-0.21007328526542945
347,347,347,12-13,1.0535359194233689,1.1668367306302738,-0.3551476452081503
348,348,348,12-14,0.7103968008495111,-0.3594233771587291,-0.014264753815883916
349,349,349,12-15,0.8508829841655016,0.2654498759459807,0.061056921373852185
350,350,350,12-16,0.8408527103905515,0.22083588149226074,0.2422871415489617
351,351,351,12-17,0.7048383381863914,-0.38414705150578,0.08417244868153455
352,352,352,12-18,0.913545991768654,0.5441707898897655,0.15362903415919915
353,353,353,12-19,0.840248540422021,0.2181485734257111,0.09288377476115683
354,354,354,12-20,0.8040896310492655,0.05731613570725853,0.04080571748659454
355,355,355,12-21,0.7689412181676465,-0.09902168044227316,0.2771096629531035
356,356,356,12-22,0.7706024879846759,-0.09163246215511313,0.24756733404381345
357,357,357,12-23,1.0235983993939104,1.0336766212932738,0.009824580387481545
358,358,358,12-24,0.8736951354795336,0.3669168164340249,0.04468996248580282
359,359,359,12-25,0.5195476119735916,-1.2083079485122803,0.09383387689601633
360,360,360,12-26,0.8511209715956278,0.2665084282971862,0.02941261927174173
361,361,361,12-27,0.8352334552035149,0.19584180601900786,-0.3102913651727504
362,362,362,12-28,0.683702017563671,-0.4781600079007606,-0.5678703012800592
363,363,363,12-29,0.5653577946499183,-1.0045472853736792,
364,364,364,12-30,0.5262363688591086,-1.1785568002098277,
365,365,365,12-31,,,
