,unnamed: 0,unnamed: 0,mth_day,slapstick,slapstick_norm,slapstick_ravg
37,37,37,02-07,1.1369918781344528,-1.1071698261680154,-0.7445484439277559
38,38,38,02-08,1.2107998230851786,-0.8977302592751778,-0.7890702730097466
39,39,39,02-09,1.2019555900849583,-0.9228269115434682,-0.8793906372933818
40,40,40,02-10,1.069508218968212,-1.2986634161542567,-0.8905564224388427
41,41,41,02-11,1.09453288204512,-1.2276527058578808,-1.029369016128999
42,42,42,02-12,1.5661792030660693,0.11070458436574228,-0.9676572641868356
43,43,43,02-13,0.8434807973330082,-1.9400453883089543,-0.7812044931875688
44,44,44,02-14,1.3412856999727272,-0.527459747622197,-0.7055326416675821
45,45,45,02-15,1.596199029239859,0.19588971445213327,-0.5046830522757169
46,46,46,02-16,1.2295119069293623,-0.8446323070343358,-0.4764716540317006
47,47,47,02-17,1.5192175485712605,-0.0225551695066905,-0.16296480848950132
48,48,48,02-18,1.6258305485917046,0.2799729738298396,-0.042678675395703414
49,49,49,02-19,1.5063726187994038,-0.05900431505575818,-0.16661825647238582
50,50,50,02-20,1.5956236673807278,0.19425705094059026,-0.012889217720923385
51,51,51,02-21,1.3341360605362131,-0.5477477720079611,0.13056000325297307
52,52,52,02-22,1.554562935189982,0.07774192547443885,0.17601173791641436
53,53,53,02-23,1.8225325055855628,0.8381401563366883,0.2515722487276759
54,54,54,02-24,1.72193557343653,0.5526833818104874,0.2785433575315297
55,55,55,02-25,1.6661408833678606,0.39435874981181096,0.10537650090405236
56,56,56,02-26,1.6526524936924276,0.3560837037637131,0.2357291473049789
57,57,57,02-27,0.967984907412677,-1.5867489117728248,0.04954789190717074
58,58,58,02-28,1.8301859540629275,0.8598578038799979,-0.05949993265369419
59,59,59,02-29,1.4288631702314782,-0.2789473760501607,-0.22404005447641612
60,60,60,03-01,1.491360349711887,-0.1016035655547022,-0.30103683745663096
61,61,61,03-02,1.318230454583666,-0.592881981124521,-0.4108811320999572
62,62,62,03-03,1.4898473159345558,-0.10589699411757576,-0.5084853090989089
63,63,63,03-04,0.7357255944529388,-2.2458146796327823,-0.5761985034070739
64,64,64,03-05,1.6238076513446391,0.2742327418862879,-0.746619331592893
65,65,65,03-06,1.2856875957568032,-0.6852265418991517,-0.8068004089233529
66,66,66,03-07,1.1310155125312809,-1.1241285346696166,-0.7898621551031223
67,67,67,03-08,1.1909810993091292,-0.9539684451072812,-0.5796288947845869
68,68,68,03-09,1.5256622593305575,-0.004267471196191487,-0.6317438610299261
69,69,69,03-10,1.1802514823146577,-0.98441511772157,-0.6231877196617795
70,70,70,03-11,1.5136136144639278,-0.03845705558574738,-0.4329865995859741
71,71,71,03-12,1.3037790544184014,-0.6338896936902717,-0.3063633160891469
72,72,72,03-13,1.5331846157734874,0.017078185785215694,-0.5942464610551978
73,73,73,03-14,1.4587185992418676,-0.1942287441263176,-0.3359020032616993
74,74,74,03-15,0.9169502485737376,-1.7315663409924968,-0.1843278990942568
75,75,75,03-16,1.7265056730207708,0.5656516290394216,-0.24791803940551746
76,76,76,03-17,1.834108160045289,0.8709875694189079,-0.3687560864127057
77,77,77,03-18,1.1693214355892734,-1.0154305355578364,-0.2449678342570449
78,78,78,03-19,1.277679658793992,-0.7079500962579136,-0.07281118393743903
79,79,79,03-20,1.7204615918253008,0.5485007688076466,-0.1697104208503679
80,80,80,03-21,1.2809653797602614,-0.6986264390748613,-0.06479380686321584
81,81,81,03-22,1.5216179247330894,-0.015743792438151636,0.1566444023029413
82,82,82,03-23,2.0559481815215297,1.50048725334182,0.4344177957303046
83,83,83,03-24,1.6375395300380344,0.31319871943910643,0.3980427909867821
84,84,84,03-25,1.8650151933834,0.9586902643062662,0.4316514353517785
85,85,85,03-26,1.6435487795752834,0.3302507403465121,0.3886829266047705
86,86,86,03-27,1.352028885380364,-0.4969745728848836,0.15394162875661266
87,87,87,03-28,1.4307635353186008,-0.2735548449201993,0.08408601512287232
88,88,88,03-29,1.559601486970627,0.09203946625287314,0.2356597504659096
89,89,89,03-30,1.4898339356634138,-0.10593496236333567,0.32294520987813385
90,90,90,03-31,2.1855089591072066,1.8681326763644897,0.5941300176551093
91,91,91,04-01,1.8281087596842733,0.8539634968198575,0.7404005926307591
92,92,92,04-02,1.9254332423742089,1.1301342737769695,0.7562550651958796
93,93,93,04-03,1.7400440797509042,0.6040686049336987,0.7895397544087354
94,94,94,04-04,1.5931248385226655,0.1871663016435968,0.6018271323096845
95,95,95,04-05,1.5602124571310827,0.09377317291379868,0.6446315625647476
96,96,96,04-06,1.788601638757407,0.7418569437701853,0.4042215685603962
97,97,97,04-07,1.918616214759256,1.1107900783502358,0.3053437521121717
98,98,98,04-08,1.4171004225640007,-0.3123256902491391,0.2590237805873123
99,99,99,04-09,1.5309727411821241,0.010801706244352324,-0.019813272087405014
100,100,100,04-10,1.4951839778014837,-0.09075352750555997,-0.2856622152583463
101,101,101,04-11,0.9706278775019128,-1.5792491431345048,-0.4551708012930165
102,102,102,04-12,1.2264796542478842,-0.8532367152554622,-0.10782097537250017
103,103,103,04-13,1.5602002600569496,0.09373856214221428,-0.2915736243876325
104,104,104,04-14,2.151551239394708,1.771773265273959,-0.3256779125840563
105,105,105,04-15,1.1424385514605142,-1.0917141878464414,-0.2839624178885053
106,106,106,04-16,1.4230724623950384,-0.29537925668410314,-0.27954358083698155
107,107,107,04-17,1.0588328422588416,-1.328956174961199,-0.2304837229958611
108,108,108,04-18,1.2358230257994105,-0.8267236929463199,-0.5895519363189581
109,109,109,04-19,1.6639344495574633,0.3880977091889372,-0.6576530579287422
110,110,110,04-20,1.3923225802922925,-0.3826360146646223,-0.5390574555496044
111,111,111,04-21,0.9984427274786168,-1.5003209175051468,-0.49747787612184996
112,112,112,04-22,1.6738359018441749,0.4161943575907238,-0.5415824832310813
113,113,113,04-23,1.1467504221604925,-1.0794786983946727,-0.6077511410468818
114,114,114,04-24,1.142566423089079,-1.0913513356017082,-0.5464485645456986
115,115,115,04-25,1.52402470682874,-0.008914237705866147,-0.2684616354556774
116,116,116,04-26,1.5219432797292445,-0.014820555657523491,-0.2533821347303621
117,117,117,04-27,1.586229770691776,0.16760065703498045,-0.2906395735420106
118,118,118,04-28,1.7057206209332276,0.5066713619426155,-0.3235109969592822
119,119,119,04-29,1.0679717548739371,-1.3030233312645634,-0.3589532624374571
120,120,120,04-30,1.073061727886705,-1.2885798761053382,0.10989895268422062
121,121,121,05-01,1.4490841170017774,-0.22156783057491525,0.13419133946107986
122,122,122,05-02,2.5133037661104853,2.798292735072543,0.07332911100331839
123,123,123,05-03,1.637594596523341,0.31335497769613563,0.4169180095584812
124,124,124,05-04,1.577031011584845,0.14149799119604686,0.7381599887768818
125,125,125,05-05,1.7944703115640068,0.7585100600664132,0.6923620433046177
126,126,126,05-06,1.7523090354447528,0.638871999205066,0.1908005259021827
127,127,127,05-07,1.352247049724912,-0.4963555034084999,0.2486970976331314
128,128,128,05-08,1.4527813801532188,-0.21107636934206714,0.128169423748232
129,129,129,05-09,1.7600134988124216,0.6607344080818278,-0.09281435163406393
130,130,130,05-10,1.3221823203529521,-0.5816680521133493,-0.14570257419751145
131,131,131,05-11,1.3272130906751154,-0.5673925922273624,-0.009408170384732543
132,132,132,05-12,1.6404799934709795,0.32154266382438074,-0.07704454395734459
133,133,133,05-13,1.6404335658530524,0.3214109194681736,-0.3844811547803184
134,134,134,05-14,1.3097682386143514,-0.6168946107777393,-0.1779646598350202
135,135,135,05-15,1.1099568323258056,-1.1838852568560152,0.07484314479225505
136,136,136,05-16,1.7588493260139733,0.65743091755844,0.21946330560124724
137,137,137,05-17,1.861760353273047,0.949454235536289,0.002897260486387313
138,138,138,05-18,1.9462708340302544,1.1892636286783338,0.03378908936962929
139,139,139,05-19,1.1825173762857042,-0.977985351220986,0.1473121104699318
140,140,140,05-20,1.375087197380386,-0.4315436374782875,-0.051161855921040916
141,141,141,05-21,1.3499945964307625,-0.5027471302542,-0.2327736208859417
142,142,142,05-22,1.339187774869749,-0.5334128807873965,-0.3112996386312504
143,143,143,05-23,1.477752937201792,-0.14021635425311554,-0.2753042058384681
144,144,144,05-24,1.7802321791305051,0.7181075222064814,-0.315511147100399
145,145,145,05-25,1.258627605927458,-0.7620127544642923,-0.18588910740467912
146,146,146,05-26,1.2900719803039655,-0.6727852850498729,0.2990066153469504
147,147,147,05-27,1.6240727903135157,0.2749851079201194,0.432127101206413
148,148,148,05-28,2.3644713163509046,2.3759614557223805,0.29402481394056257
149,149,149,05-29,1.7592283901325083,0.6585065609036604,0.3574412412546983
150,150,150,05-30,1.4882229995669525,-0.11050620138862148,0.7024930246452032
151,151,151,05-31,1.3927179188214398,-0.3815141905794782,0.8323863109896217
152,152,152,06-01,2.019663721104317,1.3975254152931569,0.5852323476115849
153,153,153,06-02,1.8987245193122608,1.0543448259866302,0.9340244161287522
154,154,154,06-03,1.841878769183534,0.8930376754541601,0.9245204768807764
155,155,155,06-04,2.496728744271522,2.7512589720066645,1.0636881458197192
156,156,156,06-05,1.4681274779259468,-0.16752983687647674,0.8180871201059897
157,157,157,06-06,1.6869797853928683,0.45349182305417896,0.8971933477262066
158,158,158,06-07,1.5003547694678059,-0.07608073898922008,0.7779899577032058
159,159,159,06-08,2.0659899939331092,1.5289821917079325,0.3887459680067053
160,160,160,06-09,1.5898301984397096,0.17781733531615435,0.8465852631111992
161,161,161,06-10,1.6736951774015163,0.4157950338276618,1.0489720730261556
162,162,162,06-11,2.4362017914096583,2.5795059337504864,1.0863730529570828
163,163,163,06-12,2.1149148144773933,1.6678126825439177,0.9110967203229716
164,164,164,06-13,1.5794369460249464,0.14832514059634275,0.9776061074012206
165,165,165,06-14,1.6953784776236946,0.4773241959032643,1.0089357400651653
166,166,166,06-15,1.7304603931924414,0.5768736577856488,0.6542306588694433
167,167,167,06-16,1.739939846561954,0.6037728298113298,0.6339707960094306
168,168,168,06-17,1.6861987190666392,0.4512754465761548,0.5551070700244664
169,169,169,06-18,2.0720765237513765,1.5462535053838418,0.5948584847746105
170,170,170,06-19,1.4126842268765447,-0.3248572153134432,0.5210313888924545
171,171,171,06-20,1.7794305106311916,0.7158326844041291,0.5484899973289803
172,172,172,06-21,1.5743573327369107,0.13391108249271247,0.3223505564490909
173,173,173,06-22,1.7979994622298074,0.7685244804304852,0.17226759593267452
174,174,174,06-23,1.2080401461302015,-0.9055611987031814,0.14109600374770578
175,175,175,06-24,1.7547349138872157,0.6457557422853434,0.2556405148184306
176,176,176,06-25,1.3467737250316332,-0.5118867684232556,0.3041247677847546
177,177,177,06-26,2.0216281553152533,1.4030997508284777,0.288469798658883
178,178,178,06-27,1.6768744395187398,0.4248166002906569,0.46338254355129294
179,179,179,06-28,1.7648979489888394,0.6745946656752555,0.6410488879829644
180,180,180,06-29,1.5778828775030629,0.14391527065127896,0.9243485574647152
181,181,181,06-30,2.130399969844451,1.7117538088753723,0.6957848841514066
182,182,182,07-01,1.9457942459354016,1.1879112484672492,0.5804584209021626
183,183,183,07-02,1.5383436852052847,0.03171771094862544,0.27565562300788266
184,184,184,07-03,1.433023402855241,-0.26714217920480704,0.18121740789690208
185,185,185,07-04,1.1204103253302486,-1.1542221216904245,-0.09255603838011807
186,186,186,07-05,1.378198815349062,-0.4227140200146044,-0.3138986981143452
187,187,187,07-06,1.5515220887001364,0.06911313121325166,-0.35957741673190063
188,188,188,07-07,1.4777781851515281,-0.14014470993811368,-0.3997388788238856
189,189,189,07-08,1.4417587161138634,-0.2423546007567076,-0.2088131335122211
190,190,190,07-09,1.3481043488139604,-0.5081109517567165,-0.3226708777447617
191,191,191,07-10,1.5241116060968354,-0.008667649820438017,-0.41101285571099
192,192,192,07-11,1.1374532988298556,-1.1058604854098482,-0.35719647072089583
193,193,193,07-12,1.3647281621283012,-0.4609387365841182,-0.12655452810103193
194,194,194,07-13,1.5915697720915916,0.1827536000024516,0.023684313005188844
195,195,195,07-14,1.9294375646742845,1.1414970549624757,0.05217408547010294
196,196,196,07-15,1.6657755590347834,0.3933220948806082,0.25907714680308114
197,197,197,07-16,1.5843515575714766,0.16227098496904654,0.34631642603257423
198,198,198,07-17,1.5749376764254632,0.13555788258802107,0.2004569529531807
199,199,199,07-18,1.5491904969517685,0.06249693879284076,0.16844081311469594
200,200,200,07-19,1.2831584784864796,-0.6924032384739095,0.055216601571576734
201,201,201,07-20,1.8617413163925247,0.9494002159315672,0.0007044453457997112
202,202,202,07-21,1.4263696101978158,-0.286023174378107,-0.15297959190680402
203,203,203,07-22,1.4690888031966225,-0.16480195238561565,-0.18743226806433885
204,204,204,07-23,1.249981801192509,-0.7865463409276013,-0.12614093133459464
205,205,205,07-24,1.4763423356525731,-0.14421911815236824,-0.5186946682487109
206,206,206,07-25,1.4127554120865191,-0.32465521809544434,-0.5175871371273476
207,207,207,07-26,1.0317094833191636,-1.4059222055531302,-0.7048363185356923
208,208,208,07-27,1.42871141973981,-0.2793779876499278,-0.5649979249985212
209,209,209,07-28,1.0731614009824937,-1.2882970408356833,-0.5937776220514572
210,210,210,07-29,1.5456618755541152,0.05248402029542582,-0.6234530414881061
211,211,211,07-30,1.4154893556556691,-0.31689730046998466,-0.3468913289357096
212,212,212,07-31,1.3500084796898182,-0.5027077347153371,-0.19825663212680986
213,213,213,08-01,1.6164829898263662,0.2534480697612489,-0.02311806687543294
214,214,214,08-02,1.7429907610101896,0.6124301932034707,0.06929951537170972
215,215,215,08-03,1.4434816162483166,-0.2374656493274219,-0.20205837448020347
216,216,216,08-04,1.7410734281324227,0.6069895137782818,-0.14836477094794254
217,217,217,08-05,0.8417190267746062,-1.9450446395814642,-0.03846003049089389
218,218,218,08-06,1.4635404524447926,-0.18054611352177166,-0.3255779552096462
219,219,219,08-07,1.8488701119109392,0.9128765125035408,-0.2480569619382833
220,220,220,08-08,1.1358967635464363,-1.110277355109043,-0.2944482371347114
221,221,221,08-09,1.6073952058947056,0.2276603103007553,0.07552128500367435
222,222,222,08-10,1.6429817999833665,0.3286418625997133,0.3630099216102196
223,223,223,08-11,1.6239978634399284,0.2747724932488506,0.5053513616578801
224,224,224,08-12,2.071418298433809,1.5443857061174997,0.7855668679008474
225,225,225,08-13,2.149842731185508,1.7669251527895042,0.7702633141203433
226,226,226,08-14,1.7283960023278933,0.5710156823487613,0.5582798443981966
227,227,227,08-15,1.5750367397727854,0.13583898761773025,0.5064356458923325
228,228,228,08-16,1.1947551970782455,-0.9432589557331672,0.3396267721264629
229,229,229,08-17,1.5143763490497693,-0.0362926977863335,-0.04665385672680137
230,230,230,08-18,1.7187107268457709,0.5435324635222821,-0.2682991151397625
231,231,231,08-19,1.3330750168637548,-0.5507586203300815,-0.5016166633037854
232,232,232,08-20,1.2597401144009397,-0.7588558681290056,-0.5171281125814716
233,233,233,08-21,1.0817004803522423,-1.2640663013664064,-0.4331476421781508
234,234,234,08-22,1.1619571481313846,-1.036327651399285,-0.5312465289138112
235,235,235,08-23,1.6919481239084098,0.4675901246335908,-0.6141529411906109
236,236,236,08-24,1.5112863894295905,-0.04506085689167972,-0.6563641047193493
237,237,237,08-25,1.1577742748644413,-1.04819709399088,-0.4016074080366853
238,238,238,08-26,1.1704870869929147,-1.012122849301436,-0.2439884068647706
239,239,239,08-27,1.6203685607977194,0.2644738787295773,-0.039768824082934036
240,240,240,08-28,1.4952332735820504,-0.09061364436779656,0.16089405179040606
241,241,241,08-29,2.12375844363279,1.6929076213246101,0.3406481157028825
242,242,242,08-30,1.9355762611812388,1.1589163983483606,0.6590138943226561
243,243,243,08-31,1.5378536911108385,0.030327289483979118,0.8669282061888138
244,244,244,09-01,1.8436528372234688,0.8980718224172054,0.8347043591379877
245,245,245,09-02,2.059991168283456,1.5119597499265247,0.3899037210638496
246,246,246,09-03,1.427097840592593,-0.2839567266727537,0.18326464825360933
247,247,247,09-04,1.1832536050464448,-0.9758962071202186,0.2306494098626693
248,248,248,09-05,1.4986500718203457,-0.08091803851308098,0.11581974038305246
249,249,249,09-06,1.638045987959912,0.3146358591383396,-0.19907598201997945
250,250,250,09-07,1.6008522418231317,0.20909380553950369,-0.2885800112385287
251,251,251,09-08,1.3941626482244742,-0.3774145844916664,-0.1937435848984444
252,252,252,09-09,1.2378468248622858,-0.8209809019840496,-0.2993235877345548
253,253,253,09-10,1.3837796614686486,-0.4068776490797125,-0.2827125210786469
254,254,254,09-11,1.275407353565137,-0.7143980555297436,-0.3197929937103405
255,255,255,09-12,1.6731691133034456,0.4143022590737869,-0.2889667501619984
256,256,256,09-13,1.5224477591358485,-0.013389030250657862,-0.2973389690932469
257,257,257,09-14,1.4593429306498438,-0.19245712320161346,-0.2280227694977797
258,258,258,09-15,1.2201442593969214,-0.8712142155715404,-0.10844309375050447
259,259,259,09-16,1.5303446965239438,0.00901954849309039,-0.12075810518079975
260,260,260,09-17,1.5282515583842704,0.0030799989539081448,-0.10631763800331218
261,261,261,09-18,1.6471297445480702,0.3404121904920149,-0.165562864154125
262,262,262,09-19,1.5529812793004725,0.07325377281426779,-0.15417920353978734
263,263,263,09-20,1.3340723777584729,-0.5479284801064904,0.0230900664088096
264,264,264,09-21,1.2442143415239728,-0.8029122518855145,-0.005550116952335056
265,265,265,09-22,1.9051701617957255,1.072635168184672,0.03593684624202345
266,266,266,09-23,1.4676935718989474,-0.1687611012129598,0.16016708504113347
267,267,267,09-24,1.7348514928609495,0.589333969658166,0.3255221834541386
268,268,268,09-25,1.8156588266960445,0.8186352056089279,0.5749459015204673
269,269,269,09-26,1.6837060267021855,0.4442021103715401,0.5846898122183785
270,270,270,09-27,1.7716061517409332,0.6936300565124581,0.7808722713473625
271,271,271,09-28,1.9257730889808509,1.131098632372138,0.4966076702926805
272,272,272,09-29,1.8825098654534176,1.0083336535609444,0.21899725167381967
273,273,273,09-30,1.1337906807894884,-1.116253636669926,0.133803096160466
274,274,274,10-01,1.2286678927722918,-0.847027306104237,0.10937956487439196
275,275,275,10-02,1.5035679859239448,-0.06696282270858182,-0.18436459596420016
276,276,276,10-03,1.7199640285430589,0.5470888687960137,-0.5239503902365398
277,277,277,10-04,1.3046683042140317,-0.6313663326594146,-0.5754527700643247
278,278,278,10-05,1.1644756377797405,-1.0291811120730934,-0.7090319493826307
279,279,279,10-06,1.024891921928738,-1.4252679156366357,-0.7172713884664218
280,280,280,10-07,0.9462225594490068,-1.6485023820140725,-0.7574601931812796
281,281,281,10-08,1.4861461756516061,-0.11639945721132748,-0.6329054912788757
282,282,282,10-09,1.634987160130776,0.3059560405068668,-0.40387455004496015
283,283,283,10-10,1.5680319097949331,0.1159618787550087,-0.16972304488316114
284,284,284,10-11,1.6487481184783392,0.3450045353303999,0.2815729695902153
285,285,285,10-12,1.5199915344662582,-0.020358884665841463,0.4406156087400373
286,286,286,10-13,1.9004614901409147,1.0592737048261862,0.35976672258278164
287,287,287,10-14,1.8224325000363701,0.8378563776876041,0.09411168550161082
288,288,288,10-15,1.4640369363306438,-0.1791372764366669,-0.0850717972263737
289,289,289,10-16,1.0063199283295832,-1.4779683437320157,1.6701410262552845
290,290,290,10-17,1.269875162652378,-0.7300963610375073,1.5482285474301227
291,291,291,10-18,5.2312860154740655,10.510918056224103,1.3440494396498437
292,292,292,10-19,1.6426847101534534,0.32779883187521885,1.2837048775595477
293,293,293,10-20,1.3907077623268254,-0.3872182689940708,1.3584245798115309
294,294,294,10-21,1.3364419021282916,-0.5412046489784442,1.3867220591624188
295,295,295,10-22,1.1643103525564658,-1.0296501302201169,-0.3215136656196857
296,296,296,10-23,1.3297085216253732,-0.5603114849321803,-0.4596507820993931
297,297,297,10-24,1.6193218520237476,0.2615037075314773,-0.21265948764368647
298,298,298,10-25,1.3506018862617395,-0.5010238670030255,-0.13046429429537326
299,299,299,10-26,1.9129563556068967,1.0947294977401687,0.04317373183310493
300,300,300,10-27,1.5102388134531888,-0.0480334888885649,-0.13025739214457102
301,301,301,10-28,1.5314577659313455,0.012178026550752251,-0.1636112157626258
302,302,302,10-29,0.9629985907028248,-1.6008982287982358,-0.0453475462322274
303,303,303,10-30,1.548797149914603,0.06138076582314856,-0.3219007942206911
304,304,304,10-31,1.6006634731872895,0.20855815017936485,-0.4271944769031549
305,305,305,11-01,1.3282007469232444,-0.5645899901906136,-0.3811674181325702
306,306,306,11-02,1.2876015023553429,-0.6797955849833476,0.01698683087780099
307,307,307,11-03,1.6287792798281353,0.2883403791742605,0.1290589637453494
308,308,308,11-04,1.8048723778432827,0.7880272652639914,-0.10649997235155534
309,309,309,11-05,1.7857670960212282,0.7338135630284389,0.13863296672862907
310,310,310,11-06,1.1025879305562916,-1.2047954664020637,0.03710071278252125
311,311,311,11-07,1.8465199568506767,0.9062076442904928,0.08653485877993096
312,312,312,11-08,1.0729175115176863,-1.2889891086599945,-0.08289170983579683
313,313,313,11-09,1.7333048796637145,0.5849452551587188,-0.3667030397887112
314,314,314,11-10,1.4466298441587555,-0.2285321464303754,-0.2529412748740199
315,315,315,11-11,1.1856646990866009,-0.9690544166890476,-0.4745920343416354
316,316,316,11-12,1.3431305044420694,-0.5222248769139156,-0.19184570483644026
317,317,317,11-13,1.3778524372665788,-0.4236969125152004,-0.19610371308678287
318,318,318,11-14,1.6707680275231105,0.4074888683711767,0.02510283160434761
319,319,319,11-15,1.7243015711713368,0.559397205656663,-0.09505915487212573
320,320,320,11-16,1.9143580976742067,1.0987071217164075,-0.19606889593064653
321,321,321,11-17,0.931589232413297,-1.6900263355478875,-0.3368512435636565
322,322,322,11-18,1.1295513364327414,-1.1282833232650404,-0.20680706666186
323,323,323,11-19,1.0801764273811756,-1.2683909983132602,-0.4345778755909057
324,324,324,11-20,1.945738805747876,1.1877539297819562,-0.7883332868975746
325,325,325,11-21,1.2426935662592848,-0.8072276479176114,-0.4234914995614623
326,326,326,11-22,1.1663630465642083,-1.0238253461236062,-0.2307131987299961
327,327,327,11-23,1.7030257748467437,0.4990243884687862,-0.04991522875678911
328,328,328,11-24,1.5371697370975084,0.02838648172375683,-0.06863935897130195
329,329,329,11-25,1.4624631217137676,-0.1836031784740184,0.007054806051981925
330,330,330,11-26,1.9061477315504176,1.075409148494879,0.30537309970600096
331,331,331,11-27,1.4027444348133131,-0.3530626577779081,0.12706189325566608
332,332,332,11-28,1.7971395666591787,0.7660844158005082,0.29191632595327466
333,333,333,11-29,1.3259971960056394,-0.5708428502332231,0.4128912178966048
334,334,334,11-30,1.88574475777602,1.0175130779094084,0.34996452071045503
335,335,335,12-01,1.7182574292776838,0.5422461731859624,0.507193197160806
336,336,336,12-02,1.7730929242639963,0.69784896537798,0.4955002633307098
337,337,337,12-03,1.7351952415530163,0.5903094009241978,0.5796867859415035
338,338,338,12-04,1.7724155444723166,0.6959268128199313,0.39483813553984703
339,339,339,12-05,1.5040046561613352,-0.06572371456846107,0.5030177348200061
340,340,340,12-06,1.4948931374599164,-0.09157882450053048,0.3462625005203466
341,341,341,12-07,1.9469968416127064,1.1913237688669172,0.334549155042108
342,342,342,12-08,1.441643183159999,-0.2426824404199765,0.09836638576101576
343,343,343,12-09,1.7104280601343589,0.5200293280547658,-0.1077900466476682
344,344,344,12-10,1.2730209431935176,-0.7211698028666218,-0.10596337406634383
345,345,345,12-11,1.068098981597647,-1.302662309020565,-0.22523710507548064
346,346,346,12-12,1.4987555294040624,-0.08061878901258425,-0.15791184207955208
347,347,347,12-13,1.694799538982844,0.4756813828120962,-0.1905237306633708
348,348,348,12-14,1.5839984996472365,0.1612691375555948,-0.10105750673766674
349,349,349,12-15,1.6414721361021454,0.3243579965518537,0.12468963126638305
350,350,350,12-16,1.4621920218513438,-0.1843724593123977,0.13795356867056066
351,351,351,12-17,1.5454280531320272,0.05182051900373397,0.1927441995522296
352,352,352,12-18,1.5268013464274997,-0.0010351645875188947,0.3670960293241974
353,353,353,12-19,1.810651111670604,0.8044251681021097,0.6683094026566664
354,354,354,12-20,1.952655208924679,1.2073801161874016,0.6901933646902424
355,355,355,12-21,2.2783701322306578,2.131638236546668,0.8357016690859455
356,356,356,12-22,1.5084643749422304,-0.053068687110941176,0.8918183153224525
357,357,357,12-23,1.8530968211697283,0.9248703453779524,0.7430658007849381
358,358,358,12-24,1.6454567007435077,0.33566471283152416,0.6722663937547795
359,359,359,12-25,1.4961226517291877,-0.08808991912297713,0.30313656669099265
360,360,360,12-26,1.8029540188157525,0.7825836740064496,0.2967565197071213
361,361,361,12-27,1.4978667815089186,-0.08314072583605371,0.017985731075566613
362,362,362,12-28,1.494974140115411,-0.0913489690141691,-0.11322352036786465
363,363,363,12-29,1.263652352970004,-0.7477543864113758,
364,364,364,12-30,1.3680224407924886,-0.4515907958290634,
365,365,365,12-31,,,
