,unnamed: 0,unnamed: 0,mth_day,surrealism,surrealism_norm,surrealism_ravg
29,29,29,01-30,1.5392780818816776,1.3107696692292128,-0.786970388584328
30,30,30,01-31,0.9518422324684201,-0.9475563967945041,-0.5296788496866981
31,31,31,02-01,0.9060548072875292,-1.1235806143927272,-0.110217914028269
32,32,32,02-02,1.264952169880652,0.25615688337960857,0.02990628915407023
33,33,33,02-03,1.4341423500609791,0.9065880656067706,-0.12691426335706069
34,34,34,02-04,1.1403295063322705,-0.22293987210393948,-0.12956528962573224
35,35,35,02-05,1.2945250787016709,0.3698463541624276,0.10375869799109563
36,36,36,02-06,0.9477047222353756,-0.9634625544065334,0.2040975991657332
37,37,37,02-07,1.2702082665676833,0.27636331130824016,0.1940969500800277
38,38,38,02-08,1.4215531192143267,0.8581902904274341,0.3546768172985233
39,39,39,02-09,1.4185341350771552,0.8465841710925376,0.022899241134118297
40,40,40,02-10,1.3909497478926611,0.7405393312070343,0.04204647468365005
41,41,41,02-11,0.7767131155773991,-1.6208191028240024,-0.2991024110171345
42,42,42,02-12,0.9775881963004492,-0.8485791531093428,-0.4740220451156862
43,43,43,02-13,0.7377703114032707,-1.7705300028964668,-0.6052522918422424
44,44,44,02-14,1.1485525139031718,-0.19132751416387647,-1.010693794157056
45,45,45,02-15,1.2137204389125649,0.05920269073320021,-0.8405580513954423
46,46,46,02-16,0.7581690076365588,-1.6921096826818476,-0.6998977609252472
47,47,47,02-17,1.0422474050718225,-0.6000046462543208,-0.4209780062783978
48,48,48,02-18,1.197119552168544,-0.004617410288173075,-0.5421649846708788
49,49,49,02-19,1.173086005060208,-0.09701147501537008,-0.4730853882390194
50,50,50,02-20,0.9594135494440008,-0.9184493845187628,0.19379572415637256
51,51,51,02-21,1.3215343600754843,0.4736802693243571,0.3951336253448496
52,52,52,02-22,1.7989838269263374,2.3091769916905043,0.5680684334184797
53,53,53,02-23,1.3564795333277253,0.6080227608765412,0.6487940483226748
54,54,54,02-24,1.4670223994204998,1.0329914381536076,0.8399096661019422
55,55,55,02-25,1.2990761024356914,0.3873422144098012,0.7295054798182434
56,56,56,02-26,1.2576915535516444,0.2282443221568421,0.3902746652702195
57,57,57,02-27,1.1492243170110574,-0.188744848377835,0.6237314111985485
58,58,58,02-28,1.2695394441440764,0.2737921044023606,0.4369329286387753
59,59,59,02-29,1.720840191185596,2.0087632364465158,0.4365440990777839
60,60,60,03-01,1.1754822354312962,-0.08779945720503146,0.5089610725345136
61,61,61,03-02,1.2984692482877247,0.3850092370438528,0.5492687138453726
62,62,62,03-03,1.3707141864331571,0.6627461628972208,0.4316683928877561
63,63,63,03-04,1.2121332667881284,0.05310099948731901,0.23115031835279085
64,64,64,03-05,1.0859982483734112,-0.4318098213433386,0.1077515599428857
65,65,65,03-06,1.4078875829436261,0.8056547892367246,0.0012573425330623296
66,66,66,03-07,0.9828913012336584,-0.8281920076644623,-0.2802663406889794
67,67,67,03-08,1.1322615726037049,-0.25395606741508736,-0.2858246917169215
68,68,68,03-09,0.9313344888644918,-1.0263959364350292,-0.4186877419007695
69,69,69,03-10,1.2034582360920023,0.01975089331966632,-0.458966992185002
70,70,70,03-11,0.8786362028797592,-1.2289881224464263,-0.3706120006265852
71,71,71,03-12,1.3450229436151468,0.5639792875313295,-0.3250870471216432
72,72,72,03-13,1.1207887208230438,-0.2980620583139613,-0.1760746123378691
73,73,73,03-14,1.2033132868818692,0.019193653614564817,-0.22598186072488505
74,74,74,03-15,1.1639012050282098,-0.13232132773238506,0.09578274122432248
75,75,75,03-16,1.1255669856941586,-0.27969259700242904,-0.03759214627768463
76,76,76,03-17,1.3808207149417115,0.7015994892488184,-0.26123048210662514
77,77,77,03-18,1.1368620632828654,-0.23627003748071304,-0.5266009696869561
78,78,78,03-19,0.7717518538828699,-1.6398920732876043,-0.5676914895437587
79,79,79,03-20,0.7891442079531448,-1.5730292718674217,-0.20209342901384109
80,80,80,03-21,1.0997704008948277,-0.3788644468732004,-0.24351959954029986
81,81,81,03-22,1.6961632617475288,1.9138957661770768,-0.18054613843896453
82,82,82,03-23,1.316166054029978,0.4530424660900658,0.1502127620882037
83,83,83,03-24,1.235146015726517,0.14157072912729876,0.2372040807258285
84,84,84,03-25,1.2879739493687,0.3446613298754054,0.5063540203619074
85,85,85,03-26,0.9249133156766768,-1.0510813600416726,0.2870765771996243
86,86,86,03-27,1.5198381469702158,1.2360351909432723,0.15603549954274784
87,87,87,03-28,1.353932528057232,0.5982311072033787,0.13508106780549456
88,88,88,03-29,1.1116475978525675,-0.33320399985119314,0.5642932253901429
89,89,89,03-30,1.2024420109548264,0.015844138703779046,1.1668606799329675
90,90,90,03-31,1.9578540313353592,2.9199342753832966,0.9502910952596132
91,91,91,04-01,1.8653525103888664,2.564323367215273,0.6578495058701911
92,92,92,04-02,1.1818336227068038,-0.06338231709685306,0.7584179208078171
93,93,93,04-03,0.8975130338540397,-1.1564184291331547,0.8112809228514329
94,94,94,04-04,1.2686067539510002,0.27020648977456346,0.2331046511059032
95,95,95,04-05,1.2849463657737998,0.3330221509654736,0.1133902011652436
96,96,96,04-06,1.0554826481769302,-0.549123355089882,0.4989597989639458
97,97,97,04-07,1.6785117508210838,1.846036667571316,0.7041367444273776
98,98,98,04-08,1.7835998802860935,2.2500352696953603,0.7166892386708971
99,99,99,04-09,1.217736836036544,0.07464324364743623,0.6151830939520383
100,100,100,04-10,1.2881976852052637,0.3455214552356804,0.8297785013231406
101,101,101,04-11,1.1265236758690331,-0.2760147173476788,0.5184078795975393
102,102,102,04-12,1.3904060340576572,0.7384490891367316,0.1386046767884991
103,103,103,04-13,1.1925493335929107,-0.02218706278229205,0.1123563848173566
104,104,104,04-14,1.1908333518152812,-0.02878394715888092,-0.15334168342786345
105,105,105,04-15,1.1767705966922029,-0.0828465081794189,-0.1276471140049649
106,106,106,04-16,0.8735173445175958,-1.24866695423564,-0.1793766674030033
107,107,107,04-17,1.1666257092503096,-0.12184730081028758,-0.08759845045979396
108,108,108,04-18,1.309670675428999,0.4280717687485012,-0.17117492852192526
109,109,109,04-19,1.3357894501698644,0.5284822388769639,-0.05668023051803709
110,110,110,04-20,1.0603938547381189,-0.5302428155316686,0.1228990107839459
111,111,111,04-21,1.3554647840032097,0.6041216798439101,0.3105034206175878
112,112,112,04-22,1.153790292888491,-0.17119150642374198,0.2626856714699954
113,113,113,04-23,1.4594237002109496,1.0037791581915636,0.4143385071820263
114,114,114,04-24,1.2350405486900262,0.14116527386294705,0.3716740368433425
115,115,115,04-25,1.5724770933832706,1.4383992531491496,0.4296416555043407
116,116,116,04-26,0.9938065543028908,-0.7862296375637715,0.481300192555369
117,117,117,04-27,1.4459360170609157,0.951927391809899,0.30444044398563985
118,118,118,04-28,1.2344148148702474,0.13875971588242791,0.24255102780489565
119,119,119,04-29,1.1833951190654413,-0.0573793332268113,-0.12504235074997405
120,120,120,04-30,1.1384484870454321,-0.2301712232215183,0.0784858363477275
121,121,121,05-01,0.9987666841943756,-0.7671610181800685,-0.15719952161239029
122,122,122,05-02,1.3114571060085356,0.4349394850224378,-0.03950747168422148
123,123,123,05-03,1.0780971193998492,-0.4621847559508077,0.15750588970655852
124,124,124,05-04,1.4180991738976527,0.8449120154514408,0.041502922792587035
125,125,125,05-05,1.4908778507281732,1.1247008351178691,-0.061211063600299924
126,126,126,05-06,0.9574003139880756,-0.9261890247053473,-0.14250733829167353
127,127,127,05-07,0.8384588913974774,-1.3834449365373904,0.0438729323976036
128,128,128,05-08,1.1845763683791477,-0.05283816312580386,0.0014281317584254698
129,129,129,05-09,1.3689845716772882,0.6560968681848551,-0.13608098155535067
130,130,130,05-10,1.3518547163985108,0.590243211616372,-0.06462283163242145
131,131,131,05-11,1.2762646006838096,0.2996461552352118,0.2375085161743428
132,132,132,05-12,1.0689264916176482,-0.4974401251677718,0.15272245441928334
133,133,133,05-13,1.3100013872401703,0.4293431503031952,-0.14695873826618674
134,134,134,05-14,1.052249049605778,-0.5615545336561605,-0.3320468897393993
135,135,135,05-15,0.901266082411482,-1.1419902879279655,-0.3408611249096205
136,136,136,05-16,1.0629839006749826,-0.5202856972229036,-0.08737284346613805
137,137,137,05-17,1.2625080458566396,0.24676074421388464,-0.07464975234712377
138,138,138,05-18,1.4645507714761667,1.023489563493123,0.1326731773955709
139,139,139,05-19,1.329858572483097,0.5056816970172808,0.42157662950473823
140,140,140,05-20,1.3758221327895046,0.6823830448000076,0.31830200655791113
141,141,141,05-21,1.3521635343112968,0.5914304247270387,0.3072326282598617
142,142,142,05-22,0.9018011110867068,-1.139933434903866,0.2403665968500195
143,143,143,05-23,1.2452318436089087,0.18034447442558801,0.4673858512884071
144,144,144,05-24,1.36019160594443,0.6222933750340699,0.43373692779763867
145,145,145,05-25,1.6841721073722031,1.8677972236476064,0.3922394711620083
146,146,146,05-26,1.323305578382165,0.4804895038553969,0.6720679067776602
147,147,147,05-27,1.2873976157294085,0.34244568491325644,0.3587385512782685
148,148,148,05-28,1.3385350014817985,0.5390371787900444,0.4139759538796207
149,149,149,05-29,0.7562123910247911,-1.6996316585707614,-0.035330383057121516
150,150,150,05-30,1.4464017356631382,0.9537177906421832,-0.243337361072008
151,151,151,05-31,0.9829306339035372,-0.8280407979728467,-0.2884251396408987
152,152,152,06-01,0.9986648872461764,-0.7675523642339217,-0.3799503156230832
153,153,153,06-02,1.217028209202366,0.07191901349991191,-0.1369074880850407
154,154,154,06-03,1.1956898110426926,-0.010113877103062741,-0.22609329585895524
155,155,155,06-04,1.1355342400348194,-0.2413746933425059,-0.2714591512233067
156,156,156,06-05,1.307207644428502,0.4186029439986957,-0.15369086659538753
157,157,157,06-06,0.9121272273062626,-1.1002359301589557,-0.1373155279685304
158,158,158,06-07,1.182468227308986,-0.06094265646640644,0.02495940566995182
159,159,159,06-08,1.2425855308852392,0.1701710452610548,0.013445675346850164
160,160,160,06-09,1.4489555769953777,0.9635357247278304,-0.1815921797695832
161,161,161,06-10,1.1175645286082267,-0.3104570752811158,-0.14017914718371907
162,162,162,06-11,1.0028081253020409,-0.7516241866999043,-0.2319077673976264
163,163,163,06-12,0.9767613835687988,-0.8517577346437711,-0.2420202709613315
164,164,164,06-13,1.0393055173490235,-0.6113143777498499,-0.07830018565827841
165,165,165,06-14,1.226802742358782,0.10949602387882396,0.3964659938965868
166,166,166,06-15,1.7044768203347351,1.9458562365461491,0.9538024270411246
167,167,167,06-16,1.8585416925938203,2.538140002048076,1.2318787691634523
168,168,168,06-17,1.8726543515106664,2.5923944121673217,1.5367653005616202
169,169,169,06-18,1.4107607462666183,0.8167003180901949,1.5633633599406451
170,170,170,06-19,1.5151480838617295,1.2180048106391592,1.4694898510391319
171,171,171,06-20,1.2683148707599008,0.2690843801529735,0.9060400008911792
172,172,172,06-21,1.5579665392855742,1.3826151831370692,0.9105982792857056
173,173,173,06-22,0.9791541330119988,-0.8425590988396406,0.7755880421380282
174,174,174,06-23,1.879768548652088,2.6197440825344787,0.9999159012298884
175,175,175,06-24,1.2000475427176545,0.006638895204131655,0.8060284357560926
176,176,176,06-25,1.8652611036827584,2.563971965190321,0.5518510752534641
177,177,177,06-26,0.9657107879799784,-0.8942404126898018,0.9621607947099304
178,178,178,06-27,1.161266799824001,-0.14244897987870153,0.7565185003679392
179,179,179,06-28,1.6195327980711485,1.6192992178991572,0.8031267397790313
180,180,180,06-29,1.5588184670774363,1.3858903164825307,0.41164736006964425
181,181,181,06-30,1.2727899631857107,0.2862883316706849,0.4726017715567334
182,182,182,07-01,1.2542713301317572,0.2150956869339986,0.5111422252036265
183,183,183,07-02,1.060843568917452,-0.5285139437672668,0.1023443400334653
184,184,184,07-03,1.2214176641268633,0.08879374200265687,-0.2865929363672077
185,185,185,07-04,0.9815136833130184,-0.8334880931218102,-0.20213437992921726
186,186,186,07-05,0.9517962054962548,-0.9477333419215074,-0.19745085595864129
187,187,187,07-06,1.4046061377970012,0.7930396702986278,0.04687426870666315
188,188,188,07-07,1.261581000572962,0.24319683075745435,0.03947993899134082
189,189,189,07-08,1.4421667249490466,0.9374368042245598,0.23403800719255805
190,190,190,07-09,1.2098771844171017,0.0444277637107229,0.5659110545467911
191,191,191,07-10,1.285164389311957,0.3338603160854932,0.4056971428862166
192,192,192,07-11,1.4697571724344616,1.0435049422038911,0.3682081083373793
193,193,193,07-12,1.1545570504660616,-0.1682437996648198,0.056270738934065284
194,194,194,07-13,1.203071107289072,0.01826262346443081,0.006671829471327279
195,195,195,07-14,0.9553197731752141,-0.9341874121953244,-0.04139204256107048
196,196,196,07-15,1.1324671648050566,-0.2531656930657051,-0.3986966926097775
197,197,197,07-16,1.2101501336163976,0.045477083891106634,-0.3015626442992657
198,198,198,07-17,0.9121045895984504,-1.1003229580883511,-0.3708342056070682
199,199,199,07-18,1.3061561212150454,0.4145604901982516,-0.2252527780182356
200,200,200,07-19,1.0949575826676785,-0.3973667443823848,-0.1564922978524292
201,201,201,07-20,1.1825316471231166,-0.06069884666232855,-0.2112861358305781
202,202,202,07-21,1.239783034767228,0.15939718792913304,-0.15716293937987832
203,203,203,07-22,1.1246322841625849,-0.28328594397778656,-0.10466025090732484
204,204,204,07-23,0.9965757552772604,-0.7755837793841528,-0.19295344314477572
205,205,205,07-24,1.388098127367394,0.7295766210335725,-0.22276113895411606
206,206,206,07-25,0.9571566145265163,-0.9271258978070906,-0.09974265244001042
207,207,207,07-26,1.136010174328954,-0.23954502151837034,-0.20004252168783526
208,208,208,07-27,1.4317804709377802,0.8975081070137668,-0.011776385272386985
209,209,209,07-28,0.9680922527453076,-0.8850851594647361,-0.18741066579346974
210,210,210,07-29,1.290406516277208,0.3540130391085372,0.09960788180225204
211,211,211,07-30,1.1139821589528354,-0.3242290620929241,0.5141215804255767
212,212,212,07-31,1.4051122578879345,0.7949853877672399,0.4244127118238685
213,213,213,08-01,1.7829500745700908,2.2475371702215767,0.5624252649417146
214,214,214,08-02,1.2917700281063769,0.3592548954035178,0.7389540571279661
215,215,215,08-03,1.1834912314584805,-0.05700984075765893,0.9766409572334118
216,216,216,08-04,1.5659185671116016,1.4131857922260458,0.8844956033950098
217,217,217,08-05,1.4849449038597886,1.1018923385397497,0.2963340198604494
218,218,218,08-06,1.2612991433445933,0.24211326473682754,0.2745571168266667
219,219,219,08-07,0.8649944136564839,-1.2814323309857851,0.44198657045530026
220,220,220,08-08,1.2577823757729891,0.2285934772008214,0.12405937331867015
221,221,221,08-09,1.4448017608515404,0.9475668810141424,-0.18494792219494727
222,222,222,08-10,1.0697231702342107,-0.4943773905937347,-0.5022777079461768
223,223,223,08-11,1.0026709775762959,-0.752151434541955,-0.34639259478431444
224,224,224,08-12,0.7660361384806813,-1.6618654497705492,-0.2709575784531409
225,225,225,08-13,1.1082874577535766,-0.3461216520146114,-0.6034548461949544
226,226,226,08-14,1.375515329115805,0.6812035751878628,-0.5172305748168861
227,227,227,08-15,0.9258665605487646,-1.0474167254367384,-0.6223779784234756
228,228,228,08-16,1.2042951318097972,0.022968237674675568,-0.19794644671150607
229,229,229,08-17,0.8385653013928986,-1.3830358561814924,-0.245870078551255
230,230,230,08-18,1.4284550011066215,0.8847237405012679,-0.5019899440736048
231,231,231,08-19,1.0334920777587318,-0.6336634430531052,-0.08058760738207409
232,232,232,08-20,0.9757838828424904,-0.8555156179462361,-0.14687913163784386
233,233,233,08-21,1.5835576973339374,1.480997294712446,-0.11521154654698347
234,234,234,08-22,1.1008326111951712,-0.374780907859943,-0.2538833895091898
235,235,235,08-23,0.8879895409478279,-1.19303034563633,-0.16627232496683444
236,236,236,08-24,1.212027055419482,0.05269268272803018,0.1243495391495898
237,237,237,08-25,1.1702284354310903,-0.10799705579897324,-0.24063680309559965
238,238,238,08-26,1.4293632950640995,0.8882155667523094,-0.4318515741514285
239,239,239,08-27,1.013916142360744,-0.7089207587586908,-0.09695940952824562
240,240,240,08-28,0.8023998565664707,-1.5220695341949158,0.02743412199885721
241,241,241,08-29,1.4106625051765405,0.8163226421027668,-0.21119837601066327
242,242,242,08-30,1.4061705521098429,0.7990538718906472,-0.3778344229570369
243,243,243,08-31,0.7977898767795921,-1.5397920438560966,-0.09359223213401358
244,244,244,09-01,1.1692910515023078,-0.1116007149259318,0.21610071464709105
245,245,245,09-02,1.4575386696405253,0.9965323861794492,0.01212559818875597
246,246,246,09-03,1.2857438926293543,0.3360881464917119,-0.3828030279967834
247,247,247,09-04,1.0923144217923446,-0.4075280566472435,0.1027282245026897
248,248,248,09-05,0.7897974699285112,-1.5705178852225892,0.17112936918530974
249,249,249,09-06,1.5555683075025777,1.373395471140742,0.14680674976632407
250,250,250,09-07,1.2760460993193543,0.2988061531697887,-0.0518210976206727
251,251,251,09-08,1.4195778663358782,0.8505966696655346,-0.07292241469513765
252,252,252,09-09,0.975741400068968,-0.8556789378302687,0.2047228525442529
253,253,253,09-10,1.0593811701086262,-0.5341359590940332,0.1938838955125216
254,254,254,09-11,1.2231240453512902,0.09535371821375424,0.13217186349712864
255,255,255,09-12,1.5386517283783776,1.3083617289503544,-0.3695534491383644
256,256,256,09-13,1.179730884723767,-0.07146603892256909,-0.6608097840225858
257,257,257,09-14,0.6365250389314555,-2.159755206147424,-0.7435388374896427
258,258,258,09-15,0.5211717565073869,-2.6032169471355964,-0.8848966080716355
259,259,259,09-16,0.930264265710114,-1.0305102798963748,-1.079203505756002
260,260,260,09-17,1.002504118187614,-0.7527929052782021,-0.8017937781996475
261,261,261,09-18,1.2353930292772917,0.14252034284415405,0.026616364963752748
262,262,262,09-19,1.612689848606681,1.5929923264155588,0.05971530909496056
263,263,263,09-20,1.9294414785010097,2.810705652832978,-0.021392724451207032
264,264,264,09-21,0.5728299470218311,-2.40462328234835,0.2068712304018552
265,265,265,09-22,0.8036773198374406,-1.5171584811733805,0.3213644899375736
266,266,266,09-23,1.3587602821497136,0.6167908238401713,0.09733127701969907
267,267,267,09-24,1.414084971541977,0.8294799000584647,-0.3104403467999437
268,268,268,09-25,1.263036689019555,0.2487930489083115,0.1614165880312427
269,269,269,09-26,1.2930240705572282,0.3640759099151212,0.5236820483271155
270,270,270,09-27,1.3092665940171186,0.4265183266387684,0.32003717610254784
271,271,271,09-28,1.3690723394061228,0.6564342806018559,0.4233516940791228
272,272,272,09-29,1.0409276176101985,-0.6050784095072347,0.4057171370951694
273,273,273,09-30,1.5753300261088312,1.4493670079179144,0.2094667646986736
274,274,274,10-01,1.235514079817772,0.1429857070045912,0.27996777342405105
275,275,275,10-02,0.986732151225878,-0.8134263244638535,0.13248686852177874
276,276,276,10-03,1.4192989420509088,0.8495243789910334,-0.04793106552814611
277,277,277,10-04,1.1388959128565856,-0.22845114881177794,-0.4340450339552429
278,278,278,10-05,0.759345704530806,-1.6875860138067835,-0.4809833455962136
279,279,279,10-06,0.9727141582966408,-0.8673168026446663,-0.4575015131453935
280,280,280,10-07,1.162256508954978,-0.1386441628412337,-0.8690808010691551
281,281,281,10-08,1.0233807213302335,-0.6725353297589325,-1.0256928690230784
282,282,282,10-09,0.7769388358468488,-1.6199513485515364,-0.8013640629494393
283,283,283,10-10,0.8944682957352049,-1.168123556535318,-0.6008011935771376
284,284,284,10-11,1.1094602023254203,-0.3416131773649493,-0.6465039666281636
285,285,285,10-12,1.2857366787458406,0.3360604135891441,-0.4949470787213956
286,286,286,10-13,1.0909272681203053,-0.4128608011473892,-0.24396886569985746
287,287,287,10-14,1.2599186168663703,0.2368059976816753,0.07048127795349482
288,288,288,10-15,1.1686456012302504,-0.1140820704223078,0.2366650370307959
289,289,289,10-16,1.3852369850247028,0.7185773053847957,0.17819227315931682
290,290,290,10-17,1.3688265510763291,0.6554893770988574,0.13160187342118074
291,291,291,10-18,1.1944770553571007,-0.014776169639730618,0.10469107483043773
292,292,292,10-19,1.0182126903900908,-0.6924031995762057,-0.04247959343497881
293,293,293,10-20,1.2179183900619843,0.07534120613721723,-0.19957795734946768
294,294,294,10-21,0.9389533672648552,-0.9971060800148068,-0.010096219858114468
295,295,295,10-22,1.140050395977278,-0.22401287810213746,-0.09942286981836812
296,296,296,10-23,1.6645545252236125,1.7923798020469766,0.2705422042084264
297,297,297,10-24,1.0550631488780406,-0.5507360694012525,0.2711045041823714
298,298,298,10-25,1.595624652596667,1.527387244584561,0.22290702360040884
299,299,299,10-26,1.2187959829865551,0.07871500598088739,0.4054367045403284
300,300,300,10-27,0.8637305860078632,-1.2862909635065825,0.3582717696751215
301,301,301,10-28,1.4249281550730624,0.8711652075373796,0.6042424883015526
302,302,302,10-29,1.5909432589182635,1.5093901928557358,0.17047221143331368
303,303,303,10-30,1.4389546166363272,0.9250882423573342,0.13497329619954315
304,304,304,10-31,0.9186306218162372,-1.0752344166248724,0.16358700476445626
305,305,305,11-01,1.163392109106688,-0.1342784854217356,-0.1597008300678016
306,306,306,11-02,0.9083885787979528,-1.114608712117104,-0.2915664202284349
307,307,307,11-03,0.9203663026899642,-1.0685618014561673,-0.4104900539790226
308,308,308,11-04,1.3851379694258157,0.7181966518919358,-0.3550297832565845
309,309,309,11-05,1.253348099866342,0.2115464398538083,-0.3258066481157232
310,310,310,11-06,1.005188586312182,-0.7424727922902439,-0.16395884245390838
311,311,311,11-07,1.2090012462607822,0.04106032542343272,0.142657943689233
312,312,312,11-08,1.1609877174919174,-0.14352187814621514,0.14001392604439558
313,313,313,11-09,1.3989093127243737,0.771138915402681,0.21857371905651904
314,314,314,11-10,1.3810113976935232,0.7023325460229114,0.5831937360336592
315,315,315,11-11,1.3759579552776866,0.6829051979265489,0.4744909005740803
316,316,316,11-12,1.5742584100418613,1.4452473095725968,0.4009205409380654
317,317,317,11-13,1.0393465357850893,-0.6111566873340413,0.04754124127702637
318,318,318,11-14,1.046164971508608,-0.5849440359623045,-0.2137991153953193
319,319,319,11-15,0.8473831035079642,-1.3491368825635532,-0.4344143956788365
320,320,320,11-16,0.9731322254584254,-0.8657095940111627,-0.6615037689714395
321,321,321,11-17,1.0316392321756416,-0.6407864837745539,-0.628156861462584
322,322,322,11-18,1.2198354392409825,0.0827110698169792,-0.5867801817531983
323,323,323,11-19,1.0913917277504663,-0.4110752422809085,-0.4827378666668487
324,324,324,11-20,1.1107423911027048,-0.33668395770599113,-0.4465492895147536
325,325,325,11-21,1.009764045721372,-0.7248829920454555,-0.4625649852481336
326,326,326,11-22,1.0296124686214378,-0.6485781310985925,-0.5719612339924386
327,327,327,11-23,1.0066432124193423,-0.7368806581748335,-0.6371518902954519
328,328,328,11-24,1.0490985046488457,-0.5736664226488508,-0.5462045718472316
329,329,329,11-25,0.9896473539809268,-0.8022191800989894,-0.3924624700714527
330,330,330,11-26,1.2526857076191442,0.20899995298333066,-0.1090963657884506
331,331,331,11-27,1.249712448671663,0.19756961860921807,0.17815486116521065
332,332,332,11-28,1.4718676699462838,1.0516184945994198,0.1573711426405822
333,333,333,11-29,1.4549620031534851,0.9866267035471341,0.2445689866936507
334,334,334,11-30,1.0166609354355265,-0.6983687337966217,0.2844237000225563
335,335,335,12-01,1.1257387900909712,-0.27903211578057824,0.2494529078674889
336,336,336,12-02,1.3148877635482326,0.4481282329567643,0.09881597589986336
337,337,337,12-03,1.1951328271457855,-0.012255134321186295,0.07051019705881119
338,338,338,12-04,1.2367655682222012,0.14779690279366656,0.34538088324255384
339,339,339,12-05,1.41078460250184,0.8167920305008208,0.30085922241240765
340,340,340,12-06,1.445657166174129,0.9508553833058344,0.18037682086350829
341,341,341,12-07,1.0562529349511194,-0.5461620807614556,0.4242474830409119
342,342,342,12-08,1.1268484463972517,-0.2747661763366317,0.3942785139151793
343,343,343,12-09,1.5757466943949772,1.4509688387432356,0.19566001165569305
344,344,344,12-10,1.1899923929063487,-0.032016911960729304,0.26061377497359905
345,345,345,12-11,1.1007966950706771,-0.3749189830560967,0.437971317027928
346,346,346,12-12,1.5470318162779315,1.3405779632132704,1.1646071075091096
347,347,347,12-13,1.3330584324406165,0.5179831715645183,1.0679505359347998
348,348,348,12-14,2.26092359847736,4.085048566550457,0.9462639094146282
349,349,349,12-15,1.4248928312304765,0.8710294092973778,0.9732379840405908
350,350,350,12-16,1.0000736175242642,-0.7621366710817588,0.4426364710322425
351,351,351,12-17,1.1428956780610435,-0.21307453530032128,0.4502162514981975
352,352,352,12-18,0.7189113198179342,-1.8430311148368204,-0.3680507134485698
353,353,353,12-19,1.344888348881932,0.5634618543602479,-0.3082636340355497
354,354,354,12-20,0.9838378219845396,-0.824553223130147,-0.19770878017487148
355,355,355,12-21,1.5182037334265364,1.2297518857754983,-0.029992194107194205
356,356,356,12-22,1.172618810518704,-0.09880754791768928,0.6617407734092717
357,357,357,12-23,1.4046543408501475,0.7932249811057424,0.4616628367698468
358,358,358,12-24,1.7985129312601351,2.307366690261975,0.5214784337193011
359,359,359,12-25,1.0326226727417935,-0.6370057654763016,0.2072620236572408
360,360,360,12-26,1.0771932320756032,-0.4656596414334208,-0.10637808334444304
361,361,361,12-27,1.027799836873046,-0.6555465745968637,-0.5337062092372534
362,362,362,12-28,0.6831143617895605,-1.9806481899277923,-1.2109818851898926
363,363,363,12-29,0.7377147051915769,-1.7707437742511198,
364,364,364,12-30,0.7414751067159838,-1.7562873654538602,
365,365,365,12-31,,,
