,unnamed: 0,unnamed: 0,mth_day,david fincher,david fincher_norm,david fincher_ravg
37,37,37,02-07,0.5982287707387112,-0.0917154893767646,0.7798031449176536
38,38,38,02-08,0.932546224088017,1.82883478822436,0.8966586474887229
39,39,39,02-09,1.0049079615887062,2.2445305697408666,1.0070098891551758
40,40,40,02-10,0.960963156904885,1.992081270462262,1.2153690308552998
41,41,41,02-11,0.861431097435087,1.4203004001252115,1.2086939027660182
42,42,42,02-12,0.5964703009349978,-0.10181735404413617,1.2566621236990778
43,43,43,02-13,0.5912569819250079,-0.13176625791245433,1.130183420994035
44,44,44,02-14,0.9826462823402844,2.116644113822718,0.605646196777474
45,45,45,02-15,0.8728082036669634,1.485658353510607,0.06425979723819952
46,46,46,02-16,0.4131140814637629,-1.1551420748371009,-0.17348387289944212
47,47,47,02-17,0.2959840238036912,-1.8280179971104351,-0.013624439280268982
48,48,48,02-18,0.3481606598577193,-1.5282793748699859,0.008002446422758306
49,49,49,02-19,0.7582210006171257,0.8273903438025845,-0.29572539626442845
50,50,50,02-20,1.0052343252666385,2.2464054280408816,-0.24800076257301096
51,51,51,02-21,0.5555818751629579,-0.33670870261251384,0.27177114963273513
52,52,52,02-22,0.46295972679934494,-0.8687942726885958,0.4108441794445179
53,53,53,02-23,0.838856003895265,1.2906134761240415,0.15449605883587345
54,54,54,02-24,0.4934144708050327,-0.6938411959992894,-0.1009486975019488
55,55,55,02-25,0.4904800770320095,-0.7106983798492823,-0.006459099596034644
56,56,56,02-26,0.7384369139008803,0.7137368900139482,0.3794536828526391
57,57,57,02-27,0.6542708460532036,0.23022888482297105,0.389087328352348
58,58,58,02-28,0.8660235158015323,1.4466824220034464,0.5347362767622842
59,59,59,02-29,0.8489177946252288,1.3484153491222952,0.5944954864130917
60,60,60,03-01,0.6455364519371317,0.18005249446032784,0.26089050174371325
61,61,61,03-02,0.5528951473927174,-0.3521431219444375,0.24480824283347266
62,62,62,03-03,0.3900056225151383,-1.2878930180023225,0.0264339484471251
63,63,63,03-04,0.6374738481125151,0.1337353313615274,-0.11516320719106965
64,64,64,03-05,0.6379440778582016,0.13643665568536112,-0.16197988168932967
65,65,65,03-06,0.7010276788811257,0.4988324152931267,-0.13881829332665782
66,66,66,03-07,0.5966391179540044,-0.10084755252923233,0.1713099381869934
67,67,67,03-08,0.5770860993107434,-0.21317359176840625,0.13830955730957936
68,68,68,03-09,0.7139167904150121,0.572876371079585,0.11660049586689455
69,69,69,03-10,0.6030068411619617,-0.06426695390295685,0.3737153203251447
70,70,70,03-11,0.6152702070803308,0.006182287029252446,0.1808052796369368
71,71,71,03-12,0.9695693807060912,2.0415213620426282,0.3380616456358061
72,72,72,03-13,0.39515563393207626,-1.2583077966584792,0.4504370257738646
73,73,73,03-14,0.7413313630256065,0.7303646042248099,0.4237944402277753
74,74,74,03-15,0.8312864360162979,1.247128651907936,0.15921989058319616
75,75,75,03-16,0.575180187142151,-0.2241224671794932,-0.23525244810829274
76,76,76,03-17,0.3389372497301178,-1.5812650108382222,-0.0448095194538464
77,77,77,03-18,0.5575656256589461,-0.32531267010630605,-0.3952764718382018
78,78,78,03-19,0.5940623607968272,-0.1156502247318011,-0.5131605752349233
79,79,79,03-20,0.3752887125288584,-1.3724371100813226,-0.4120731206209473
80,80,80,03-21,0.7081632446135161,0.5398240315276067,-0.24675536528444555
81,81,81,03-22,0.6807602413159587,0.3824022605043629,-0.4045081356235511
82,82,82,03-23,0.511602172701746,-0.5893584788192117,-0.466541076985332
83,83,83,03-24,0.3928018960539841,-1.2718292921409389,-0.32023245026957137
84,84,84,03-25,0.5292725079456706,-0.4878478729024873,-0.4748219978001644
85,85,85,03-26,0.5280996898527421,-0.4945853497867585,-0.6255443549797995
86,86,86,03-27,0.5467033199837801,-0.3877132536559517,-0.7026863645172122
87,87,87,03-28,0.5233393754231722,-0.5219318825734475,-0.4951451989153196
88,88,88,03-29,0.43103176386972497,-1.0522105360436875,-0.6104597705103111
89,89,89,03-30,0.6095667517051571,-0.026582298529583454,-0.597109420772199
90,90,90,03-31,0.4088330452791988,-1.1797353024724366,-0.6938108348847134
91,91,91,04-01,0.5420433651977368,-0.4144832513580855,-0.7651890571539894
92,92,92,04-02,0.4457042337997313,-0.9679217383310385,-0.4419788404843019
93,93,93,04-03,0.4487889121357295,-0.950201216189104,-0.6586572607824012
94,94,94,04-04,0.7686063156855324,0.8870507639744378,-0.2956037742125298
95,95,95,04-05,0.3832585570757763,-1.3266528203181789,-0.3342929344358352
96,96,96,04-06,0.7880216095418231,0.9985856169467914,-0.20780602109923207
97,97,97,04-07,0.5016347541795407,-0.6466182126979176,-0.1805583448360973
98,98,98,04-08,0.5778125672556804,-0.2090002583114199,-0.5894377218920861
99,99,99,04-09,0.4772475487386378,-0.7867151586102957,-0.5810582514739123
100,100,100,04-10,0.3415552345699185,-1.5662254983614945,-0.7773465314631598
101,101,101,04-11,0.3920104337955635,-1.2763759978091362,-0.7969383326617511
102,102,102,04-12,0.5830097481383704,-0.17914406298869326,-0.8128804781126706
103,103,103,04-13,0.4811722404105596,-0.7641690198894657,-0.7820937213962816
104,104,104,04-14,0.5611619097949465,-0.3046531310169368,-0.5968403972489871
105,105,105,04-15,0.5094025520905848,-0.6019946183119618,-0.5080676775904326
106,106,106,04-16,0.5350417168840665,-0.4547055534777266,-0.4826765159122555
107,107,107,04-17,0.4847284529256109,-0.7437396798578092,-0.4735516357714902
108,108,108,04-18,0.6095293616329929,-0.02679709291963114,-0.4810478570377981
109,109,109,04-19,0.4907026548746538,-0.7094197390448739,-0.4352030818267217
110,110,110,04-20,0.5533325362053357,-0.3496304586147845,-0.3713107113826588
111,111,111,04-21,0.5572847929567257,-0.326925967045503,-0.3482858290697348
112,112,112,04-22,0.6017736368689676,-0.07135133081334846,-0.37109933752064544
113,113,113,04-23,0.5087766232077415,-0.6055903859802659,-0.3174610554592112
114,114,114,04-24,0.5857019592383069,-0.1636781436250947,-0.34688588148590355
115,115,115,04-25,0.5467247670888953,-0.3875900466762679,-0.32918919011780795
116,116,116,04-26,0.5225999914220434,-0.526179414774939,-0.355069541138935
117,117,117,04-27,0.5757679730949105,-0.2207458188369292,-0.11247489057662884
118,118,118,04-28,0.5747430931355024,-0.2266334369401107,0.06392947932828229
119,119,119,04-29,0.7621528353841537,0.849977517393571,0.09395429653665244
120,120,120,04-30,0.7699462158790505,0.8947480758043721,0.06583518694452016
121,121,121,05-01,0.5780839682827902,-0.2074411434260469,0.08009803606920991
122,122,122,05-02,0.4932311926389142,-0.6948940723277327,0.4178580481939485
123,123,123,05-03,0.5906647017642402,-0.1351687240887906,0.11905447019605987
124,124,124,05-04,0.9275140726210764,1.7999266358083208,-0.31002962256623073
125,125,125,05-05,0.4500696191946053,-0.9428439505937608,-0.4040683834400807
126,126,126,05-06,0.3217924669103002,-1.6797564807693717,-0.304741892423026
127,127,127,05-07,0.4798658708402009,-0.7716737086691465,-0.3701982187724008
128,128,128,05-08,0.5969720212365014,-0.0989351262254044,-0.5355490090265168
129,129,129,05-09,0.5222993194487383,-0.5279066821850391,-0.16004853570161212
130,130,130,05-10,0.754814646570855,0.8078218942836248,0.13572074213899685
131,131,131,05-11,0.8422583479278403,1.310158889355667,0.029534509660512725
132,132,132,05-12,0.6307065304467471,0.09485918627428228,-0.11454385707608522
133,133,133,05-13,0.3689604353397914,-1.4087911035400509,0.11463056879565785
134,134,134,05-14,0.4464904226700597,-0.963405326644992,-0.08073357803153779
135,135,135,05-15,0.7616588758960584,0.8471398730454194,-0.2360484328019901
136,136,136,05-16,0.550767989303621,-0.3643629866795491,-0.22155692780244365
137,137,137,05-17,0.6800408814451671,0.3782697607329536,-0.31542210021534245
138,138,138,05-18,0.6458420770757011,0.18180821627156085,-0.3016464222464884
139,139,139,05-19,0.27092364109828826,-1.9719821380174445,-0.4717556393729665
140,140,140,05-20,0.4608783289813484,-0.8807512588318678,-0.4784537861853064
141,141,141,05-21,0.5839895456288934,-0.17351542971344888,-0.6322886981022946
142,142,142,05-22,0.5437721587526242,-0.4045518675535881,-0.4745908182241016
143,143,143,05-23,0.5193691304742706,-0.5447397107689758,-0.033642111861258726
144,144,144,05-24,0.8105484767393868,1.1279954955407188,0.010177047497381722
145,145,145,05-25,0.7314692991469652,0.6737101001596129,-0.15231004053538366
146,146,146,05-26,0.5066449301545897,-0.6178363026800251,-0.08761995223339063
147,147,147,05-27,0.4142810924627201,-1.1484379579100412,0.2745306045454804
148,148,148,05-28,0.6113372493320098,-0.01641133774163006,0.02349170898808502
149,149,149,05-29,0.8976146363068157,1.6281636299042503,-0.2652132545965094
150,150,150,05-30,0.5483527345090924,-0.37823787780365337,0.1169123921748116
151,151,151,05-31,0.4299335070755485,-1.0585196813479538,0.3748178448350041
152,152,152,06-01,0.9057532729393868,1.6749175779479009,0.8633594519627396
153,153,153,06-02,0.6836485601427186,0.3989947580511135,0.4778172471064116
154,154,154,06-03,1.1215909652226268,2.9148383050247824,0.6407914623244398
155,155,155,06-04,0.4949378943662532,-0.685089599233717,0.788984736625414
156,156,156,06-05,0.7185699641085629,0.5996074135045167,0.4649906884611197
157,157,157,06-06,0.5847128908145035,-0.16936003554210882,0.7463677800529173
158,158,158,06-07,0.5673600540399166,-0.2690467110378649,0.41569620999620027
159,159,159,06-08,0.9775308097945278,2.087257307601899,0.5702473359939427
160,160,160,06-09,0.776223457319234,0.93080888468448,0.5754483533737998
161,161,161,06-10,0.6563576899064271,0.2422171567527375,0.7451109450858079
162,162,162,06-11,0.724002128750765,0.6308135177836599,0.6938628746495494
163,163,163,06-12,0.7619157464272693,0.8486155147299391,0.26173060737083403
164,164,164,06-13,0.5138343809123711,-0.576535133655416,0.5360174451003662
165,165,165,06-14,0.5261934171995301,-0.5055362960703935,0.3927896453811337
166,166,166,06-15,1.0627003430735875,2.576529911061673,0.4128360695927346
167,167,167,06-16,0.5067644598533171,-0.617149641562657,0.2471031006216169
168,168,168,06-17,0.7449394702075686,0.7510920630532653,0.5038055838608592
169,169,169,06-18,0.5888171566054483,-0.14578229909676685,0.7458314857671741
170,170,170,06-19,0.7819454159606609,0.9636797657800372,0.06460152199267366
171,171,171,06-20,0.7789756039932659,0.946619115367496,0.32270641775170844
172,172,172,06-21,0.35119467944014243,-1.5108498715853291,0.1666435064778595
173,173,173,06-22,0.7763402344222444,0.931479732991552,0.14911204824778665
174,174,174,06-23,0.5819407015696941,-0.18528540458982848,-0.15704417744085675
175,175,175,06-24,0.5705065530122995,-0.2509710484772041,-0.3227653019067464
176,176,176,06-25,0.4621827805546009,-0.8732575883518234,0.07965841029153617
177,177,177,06-26,0.6058893850784819,-0.047707631427842005,-0.1730511767641857
178,178,178,06-27,0.7715031885124959,0.9036924016043668,-0.02673216439684108
179,179,179,06-28,0.5123995506502461,-0.5847777893427791,-0.1408705386928465
180,180,180,06-29,0.7347625261115739,0.6926286696142392,0.160873464847223
181,181,181,06-30,0.4512955610301501,-0.9358012942532364,0.2725345878541274
182,182,182,07-01,0.7773371027406651,0.9372064328885936,0.07351725879779604
183,183,183,07-02,0.7225130300322171,0.6222591066135842,0.2852830379208305
184,184,184,07-03,0.5636409917291882,-0.2904115727336209,0.28830845356742474
185,185,185,07-04,0.7335767730597753,0.6858168853954275,0.4645365587609319
186,186,186,07-05,0.7379223994023347,0.7107811634938045,0.5279615765113654
187,187,187,07-06,0.6353557192795549,0.12156733690780624,0.4935573351125392
188,188,188,07-07,0.8435808996157292,1.317756539391195,0.6247699648893441
189,189,189,07-08,0.6865797712063032,0.415833658220627,0.5338543939682724
190,190,190,07-09,0.7006850652299518,0.4968642059272084,0.4498600480896521
191,191,191,07-10,0.6386206685684244,0.1403234598689972,0.3397161308286085
192,192,192,07-11,0.6501951178912599,0.2068150882220826,0.05657636934591615
193,193,193,07-12,0.5203167087935933,-0.5392961666584547,0.0956591561869308
194,194,194,07-13,0.5478576422614125,-0.3810820295049593,-0.12696356392497285
195,195,195,07-14,0.7273995026724391,0.650330379266715,-0.19038642851534213
196,196,196,07-15,0.4681683900451604,-0.8388721147442134,-0.2179400852641088
197,197,197,07-16,0.5723791205456743,-0.2402137276732187,-0.2901959560060925
198,198,198,07-17,0.6214169022033652,0.04149314772948337,-0.3676044166089767
199,199,199,07-18,0.4448495919644436,-0.9728313911103575,-0.21633783951794272
200,200,200,07-19,0.46700894055878206,-0.8455327931222637,0.05065593016242431
201,201,201,07-20,0.8853887750796381,1.5579298418129188,0.022563511844259518
202,202,202,07-21,0.747028084104812,0.7630905033379888,0.1973712017909556
203,203,203,07-22,0.5430381992688313,-0.4087682375822075,0.10194390577750374
204,204,204,07-23,0.8039935181152931,1.0903392874096596,0.2874516178144196
205,205,205,07-24,0.3451812491296715,-1.5453951671910686,-0.21790223413707388
206,206,206,07-25,0.6607611164475673,0.2675134790992315,0.008754958270431101
207,207,207,07-26,0.35757563278884064,-1.474193269896042,0.2815216657512145
208,208,208,07-27,0.9837585344327104,2.1230336577830187,0.4256381149263837
209,209,209,07-28,0.8279273960797148,1.2278320073024929,0.8697039426490148
210,210,210,07-29,0.9545148916067516,1.9550379824606747,0.7259161379391973
211,211,211,07-30,0.8089825618319308,1.1189997991447187,0.7560900579523612
212,212,212,07-31,0.5105829932692978,-0.5952133491596742,0.37501808951733
213,213,213,08-01,0.38909056331895936,-1.2931497498170588,0.07461849315569576
214,214,214,08-02,0.5857506982958653,-0.16339815282716874,-0.3116637244654599
215,215,215,08-03,0.5141772301588655,-0.5745655708673123,-0.5239450347611027
216,216,216,08-04,0.5510652487350283,-0.3626553232662596,-0.4696619072331396
217,217,217,08-05,0.5872668966518312,-0.1546880626291375,-0.1878665400684857
218,218,218,08-06,0.5672786096245805,-0.26951458399189626,-0.12877527438513395
219,219,219,08-07,0.6834096778400086,0.3976224531708647,-0.2220214972795874
220,220,220,08-08,0.6474681394548257,0.191149441272942,-0.02522002126349088
221,221,221,08-09,0.4167868932244324,-1.134042908234033,-0.16358296649060275
222,222,222,08-10,0.7566131139831066,0.8181535328303194,-0.0908940792319884
223,223,223,08-11,0.442754728366348,-0.9848657339918088,-0.062418690627343724
224,224,224,08-12,0.6431979873941069,0.16661873955978984,0.002204352249221058
225,225,225,08-13,0.7131505896374153,0.5684747847987328,0.4303044267596414
226,226,226,08-14,0.7149632049289611,0.5788876985323307,0.2951526387427712
227,227,227,08-15,0.8639128915119808,1.4345575388284888,0.2386429304625072
228,228,228,08-16,0.6154548154088808,0.007242804729098152,0.09975862725998956
229,229,229,08-17,0.3837335759952657,-1.3239239836733927,-0.12853141629662548
230,230,230,08-18,0.4981412905763989,-0.6666870796553162,-0.2733533401989374
231,231,231,08-19,0.4747147198443704,-0.8012654765409575,-0.25628680609445675
232,232,232,08-20,0.5637050035077221,-0.2900438448815409,-0.6092289595977098
233,233,233,08-21,0.8817379084954541,1.5369567434553728,-0.28970298888188245
234,234,234,08-22,0.2468269591690241,-2.1104101162904203,-0.17523276820371134
235,235,235,08-23,0.7174601440144328,0.5932318406215719,0.3439385670539289
236,236,236,08-24,0.6176988770903844,0.02013424441371049,0.4192176103204483
237,237,237,08-25,1.0169594317258712,2.3137625350048845,-0.009188711445303902
238,238,238,08-26,0.64232965081517,0.16163041471757447,0.2900751608463272
239,239,239,08-27,0.4342920524972531,-1.0334811871391405,0.6124838045851076
240,240,240,08-28,0.5593909263741639,-0.314826882540634,0.6951974074812296
241,241,241,08-29,1.0541974988329217,2.5276837030542554,0.32078010282886416
242,242,242,08-30,0.7040884959410304,0.516415861790442,0.1721388294619418
243,243,243,08-31,0.6259020106070456,0.06725870709069189,0.3155437390541694
244,244,244,09-01,0.4870823577215553,-0.7302172254839595,0.2322228061067061
245,245,245,09-02,0.5840702636645573,-0.17305172958577492,-0.2467217986286706
246,246,246,09-03,0.4723669860840586,-0.8147524802254139,-0.1207531211121246
247,247,247,09-04,0.5539673020462399,-0.3459839253580046,0.047047242452223234
248,248,248,09-05,0.8356555617771213,1.272227926889718,0.1882378459950879
249,249,249,09-06,0.8011598756226621,1.0740608884767788,0.4975150323999382
250,250,250,09-07,0.6345478530969554,0.1169263957732284,0.7025164072546539
251,251,251,09-08,0.9070925637119892,1.6826113888433272,0.8791863286886872
252,252,252,09-09,0.6864791758262812,0.41525576890288063,1.0719802714997304
253,253,253,09-10,0.7384889120434184,0.7140356032461944,0.6071673627451539
254,254,254,09-11,1.0370177882185978,2.4289915837559772,0.305573242381354
255,255,255,09-12,0.3156894255614103,-1.7148165640506805,-0.3392727475056508
256,256,256,09-13,0.3195500753004073,-1.6926383264095708,-0.6537850050260047
257,257,257,09-14,0.2335878760529561,-2.1864645504787017,-0.944206266541154
258,258,258,09-15,0.3579891439609964,-1.4718177762192428,-1.2938012256124438
259,259,259,09-16,0.4351605451250202,-1.0284919658447025,-1.064213550515518
260,260,260,09-17,0.6718858847733433,0.3314218293282391,-0.5146488383500039
261,261,261,09-18,0.5554805971458284,-0.3372905134691239,-0.005695922606946624
262,262,262,09-19,0.8935389278639765,1.6047499465835129,0.30035059254412644
263,263,263,09-20,0.7651600342526946,0.8672529439796418,0.6005756237468217
264,264,264,09-21,0.6776371929968253,0.3644613146871956,0.527616842373692
265,265,265,09-22,0.7487283877396984,0.7728582213714691,0.5920290168033919
266,266,266,09-23,0.5956846180657629,-0.1063308589105389,0.4370987204250443
267,267,267,09-24,0.6227554226096821,0.049182533109075575,0.28418722547671177
268,268,268,09-25,0.7317231105871956,0.6751681683134269,0.6934143664092526
269,269,269,09-26,0.6054527393950517,-0.05021602571035327,0.4817727339344754
270,270,270,09-27,1.1050514935551117,2.8198241602824403,0.4998204336352031
271,271,271,09-28,0.5276808293908437,-0.4969915734771939,0.23818135663839865
272,272,272,09-29,0.6145344062950927,0.0019553392938269657,-0.016737429949733762
273,273,273,09-30,0.34948839824157163,-1.5206519288717508,-0.143113366613449
274,274,274,10-01,0.4654750444876537,-0.8543445512153676,-0.6414549952295093
275,275,275,10-02,0.473460314715125,-0.8084716456926447,-0.5367890272825495
276,276,276,10-03,0.5845622167475343,-0.17022561141392153,-0.7373394208873026
277,277,277,10-04,0.6369984356971182,0.13100423420456436,-0.2955644035465373
278,278,278,10-05,0.4050710114334241,-1.201347022334691,-0.2143466225599839
279,279,279,10-06,0.8108970907602193,1.1299981751728407,-0.03791710408026666
280,280,280,10-07,0.5503023630622694,-0.3670378652960473,-0.2556601040023261
281,281,281,10-08,0.6577308376012753,0.2501054651856586,-0.27458507843397123
282,282,282,10-09,0.3571421296998582,-1.4766836109462782,-0.2434482364514422
283,283,283,10-10,0.6172323842779665,0.017454387614693367,-0.7257136713585433
284,284,284,10-11,0.4375916587864557,-1.0145259704395166,-0.7546587755859594
285,285,285,10-12,0.3071984771381197,-1.7635944342697656,-0.9284153608942701
286,286,286,10-13,0.5200708602109296,-0.5407084906605437,-0.5348375147679105
287,287,287,10-14,0.4762520402573078,-0.7924340466642049,-0.677385354290148
288,288,288,10-15,0.7682116385159052,0.8847834658118789,-0.33118028634319435
289,289,289,10-16,0.4683493336898445,-0.8378326495187316,0.41219084154813695
290,290,290,10-17,0.7991830151883856,1.062704437242205,0.750272183533184
291,291,291,10-18,1.0836070260893578,2.6966323330782216,1.1401358533682748
292,292,292,10-19,0.8731774503238421,1.4877795612497389,1.0072911684429728
293,293,293,10-20,0.883442304754258,1.5467479723463398,1.3672186538013422
294,294,294,10-21,0.6294629769270254,0.08771535626006581,1.2528177073854427
295,295,295,10-22,0.8442729688025749,1.3217322626314854,0.4588438546826987
296,296,296,10-23,0.6796977816720241,0.3762987587468087,0.3534628834449929
297,297,297,10-24,0.2543468305383192,-2.067210783138242,0.26944833796148715
298,298,298,10-25,0.7631130640490771,0.8554937338235045,0.2206434029405437
299,299,299,10-26,0.7956939259132897,1.0426606994453056,0.07445550982477632
300,300,300,10-27,0.5784890187525165,-0.2051142538655953,0.1112427908994394
301,301,301,10-28,0.6915880908060169,0.4446049039368815,0.5657099340025573
302,302,302,10-29,0.7181199888944921,0.5970224451947872,0.6274056446515864
303,303,303,10-30,0.7290117211745986,0.6595920754804654,0.25252356886696353
304,304,304,10-31,0.8275506987436148,1.2256679977176792,0.14272515309730102
305,305,305,11-01,0.4041510779775603,-1.2066317552624322,0.1493895997015912
306,306,306,11-02,0.4638108647775475,-0.8639047484835706,0.18950989178591068
307,307,307,11-03,0.6985487234206809,0.4845915835626224,0.12028055906804262
308,308,308,11-04,0.7600233351396531,0.8377441977007041,-0.09188021171196692
309,309,309,11-05,0.6567056498952203,0.2442160791732569,0.03326775442656157
310,310,310,11-06,0.6059609301808474,-0.04729662696237811,0.15960609643007034
311,311,311,11-07,0.5348609578049319,-0.455743958431261,0.15653781005486792
312,312,312,11-08,0.5957640239890103,-0.10587469646251788,0.07266144143904359
313,313,313,11-09,0.6953440741103218,0.4661818653114079,0.1776140409004178
314,314,314,11-10,0.6724192741196358,0.3344859860057581,0.3231080595404611
315,315,315,11-11,0.7663226263947138,0.8739316759415025,0.4285694623445522
316,316,316,11-12,0.7579210960455536,0.8256674848778818,0.39891005823251663
317,317,317,11-13,0.6450093502421697,0.1770244583932856,0.1498984950367084
318,318,318,11-14,0.5647864758365749,-0.2838311211347312,0.19521632127411886
319,319,319,11-15,0.4352657643683818,-1.0278875138634411,-0.04491128368286618
320,320,320,11-16,0.7197511469762256,0.6063929434302212,-0.29417144193087075
321,321,321,11-17,0.5155231019947791,-0.5668339538004081,-0.2799266808339235
322,322,322,11-18,0.497583143015745,-0.6698934646101458,-0.12026074386758336
323,323,323,11-19,0.6598871870029412,0.2624930249749693,0.1856533483869764
324,324,324,11-20,0.7315483983618977,0.6741645006633095,0.08686549927730368
325,325,325,11-21,0.7547755052764503,0.8075970396639172,0.3973849915712022
326,326,326,11-22,0.6165728989874671,0.013665848772185072,0.6176591786011919
327,327,327,11-23,0.839842919360923,1.2962829999629837,0.4957530371232892
328,328,328,11-24,0.7276469099641549,0.6517516575697926,0.3107880183067303
329,329,329,11-25,0.532563207281551,-0.4689438238924473,0.002945186534680825
330,330,330,11-26,0.5383630344462088,-0.4356256122360437,-0.033301168169019464
331,331,331,11-27,0.4332513064564544,-1.0394599509683795,-0.4792631042204928
332,332,332,11-28,0.5787156583651414,-0.20381227945001668,-0.5621179789188139
333,333,333,11-29,0.37406123015355697,-1.3794886163458566,-0.3993030047145851
334,334,334,11-30,0.6411097408107896,0.15462240937986574,-0.2857835277705699
335,335,335,12-01,0.7026141187663966,0.5079460213329257,-0.03273298129085537
336,336,336,12-02,0.6569276236061615,0.24549124942804745,0.23002159366600164
337,337,337,12-03,0.6975481028103124,0.4788433279099072,0.3036172006442855
338,338,338,12-04,0.8531477564360458,1.3727151702911249,0.09716856865587953
339,339,339,12-05,0.4509276247164999,-0.9379149744761536,0.0481019496352203
340,340,340,12-06,0.4254859739182477,-1.0840693825505698,0.11911821013584308
341,341,341,12-07,0.6513668466483137,0.21354630720897025,-0.03177325997050889
342,342,342,12-08,0.7311000385661516,0.6715888124317841,-0.3115366411256983
343,343,343,12-09,0.5399506081555056,-0.4265054927282046,-0.03709752847469938
344,344,344,12-10,0.5609509348719113,-0.30586511664001115,-0.055022911971562914
345,345,345,12-11,0.7375635529011842,0.7087197014298402,0.03917543849262824
346,346,346,12-12,0.4067639379553056,-1.1916216835317512,0.07018523939249972
347,347,347,12-13,0.7497516262737529,0.7787364099941172,0.14789300605794356
348,348,348,12-14,0.7634879987876246,0.857647617831013,0.11419705447355888
349,349,349,12-15,0.6211119178906589,0.03974110726445836,0.3745872769128453
350,350,350,12-16,0.5257574441731607,-0.5080408261463192,0.669731054412499
351,351,351,12-17,1.0095262202415956,2.2710610360655585,0.787190106488496
352,352,352,12-18,0.7150247022259238,0.5792409814661714,0.8220914678089164
353,353,353,12-19,0.8724308759268872,1.4834907224500984,0.8211937974135215
354,354,354,12-20,0.7999404708873641,1.0670557857535363,0.9450006971089528
355,355,355,12-21,0.6201743525979335,0.034355084892089036,0.6107163836855242
356,356,356,12-22,0.6550666569419585,0.2348005720262692,0.3110425163471869
357,357,357,12-23,0.6603854088968405,0.265355155524987,-0.04197220499746997
358,358,358,12-24,0.402032518686645,-1.2188022225638524,-0.4436051296860976
359,359,359,12-25,0.5037272267347205,-0.6345976056178431,-0.6073702639193799
360,360,360,12-26,0.3804578940578213,-1.3427417623782294,-0.8065594320027093
361,361,361,12-27,0.4491310534055892,-0.9482357205076049,-1.0777854583358135
362,362,362,12-28,0.4470249841410885,-0.9603344364737074,-1.0621954022810178
363,363,363,12-29,0.3771053652658217,-1.3620010024736395,
364,364,364,12-30,0.4183154389473601,-1.1252618862350785,
365,365,365,12-31,,,
