,unnamed: 0,unnamed: 0,mth_day,tim burton,tim burton_norm,tim burton_ravg
29,29,29,01-30,1.8268387465617568,0.4602152027026333,-1.095089267134318
30,30,30,01-31,1.3280224183674665,-1.0988694042189782,-0.9150415710314184
31,31,31,02-01,1.2721979924130211,-1.273352471986381,-0.5596001545077273
32,32,32,02-02,1.4361405710087458,-0.7609387111279473,-0.7531988690878362
33,33,33,02-03,1.7381710997239692,0.18307839802507744,-1.1353927132501862
34,34,34,02-04,1.030330391724355,-2.0293262279214184,-0.6529495540854485
35,35,35,02-05,1.0931600385924094,-1.8329478622714672,-0.3274907804618735
36,36,36,02-06,2.254144801265604,1.7957895507694486,-0.04765186937863741
37,37,37,02-07,1.8969651784276704,0.6794001697550687,-0.34369378083724217
38,38,38,02-08,1.973333552682947,0.9180947553714692,-0.025450819028237055
39,39,39,02-09,1.1698740158717709,-1.5931730707265508,0.572133488353809
40,40,40,02-10,1.6412457390191353,-0.119868457067388,0.1908047868851823
41,41,41,02-11,2.240313215545664,1.7525579820208086,-0.15780691518212986
42,42,42,02-12,1.5221268651360838,-0.4921826580423114,-0.304680122565318
43,43,43,02-13,1.227752455453791,-1.412270042648804,-0.16097099712609805
44,44,44,02-14,1.6913882867554355,0.03685551107234003,-0.11778316491676982
45,45,45,02-15,1.4457453494531252,-0.7309183180912309,-0.4958624251590098
46,46,46,02-16,1.7241512944573258,0.13925853618858108,-0.5692336066604121
47,47,47,02-17,1.5145330717746854,-0.5159175794326315,-0.4428378370656256
48,48,48,02-18,1.3812798199302307,-0.9324097470507244,-0.5297484915776377
49,49,49,02-19,1.4703881921238515,-0.6538954250800855,-0.3184255152434058
50,50,50,02-20,1.5245501817333749,-0.4846084159997321,-0.29528640225457137
51,51,51,02-21,1.8514116640975764,0.5370195399141604,-0.2659275067653726
52,52,52,02-22,1.7685703105678872,0.2780932141215876,-0.3216181037906332
53,53,53,02-23,1.5708918981632458,-0.3397642064974388,0.07291369293538053
54,54,54,02-24,1.2743733223620006,-1.2665533292022881,0.08216419727176118
55,55,55,02-25,2.2277514602559494,1.7132953552759966,0.14013888639461325
56,56,56,02-26,1.5423079195233578,-0.42910538998144815,0.15721295008795674
57,57,57,02-27,1.9627028208240844,0.8848676746512728,-0.009644714754032826
58,58,58,02-28,1.801346550116626,0.38053759628164857,0.06451517712329506
59,59,59,02-29,1.2505834530485431,-1.3409101955493763,-0.29764213318522603
60,60,60,03-01,1.4167344160498208,-0.8215939779383208,-0.3009303925186254
61,61,61,03-02,1.5325358999657068,-0.4596485065751294,-0.2237760834205246
62,62,62,03-03,1.5359956099557242,-0.4488349459818449,-0.3678777492512564
63,63,63,03-04,2.110812149841212,1.3477935292398775,-0.22180406386208187
64,64,64,03-05,1.5247216760696964,-0.484072398702742,0.041386295814839116
65,65,65,03-06,1.530993915963079,-0.4644680832143295,-0.17243986476740325
66,66,66,03-07,1.9219679931655385,0.7575481801232052,-0.06416638236409497
67,67,67,03-08,1.1220643457473043,-1.7426054700685838,-0.4983762632170438
68,68,68,03-09,1.7438428840297069,0.20080594843800464,-0.3620701677347526
69,69,69,03-10,1.2772808168865346,-1.2574657558778155,-0.2041540515259384
70,70,70,03-11,1.7863817774796849,0.333764174191005,-0.3490455513457346
71,71,71,03-12,1.8341377103419456,0.4830286140385555,-0.015809915232801064
72,72,72,03-13,1.6438269136918124,-0.11180081879557224,0.07670470791727367
73,73,73,03-14,1.761760391842767,0.25680834660901736,0.3745555731661334
74,74,74,03-15,1.9214386517736408,0.755893687338453,0.2660789285944589
75,75,75,03-16,1.849050460278564,0.5296394356153429,0.08204930166669093
76,76,76,03-17,1.5781445029923729,-0.31709569323904224,0.4022397045452975
77,77,77,03-18,1.4808650949538968,-0.6211491475280521,0.44230819529975024
78,78,78,03-19,2.2584806677391223,1.809341598476068,0.6064035880981473
79,79,79,03-20,1.8386779010492242,0.4972192911357337,0.6525982311137329
80,80,80,03-21,2.236444499227608,1.7404660441288362,0.7741874570098218
81,81,81,03-22,1.937728042402004,0.8068072937088574,1.0999770864725924
82,82,82,03-23,1.8115533543409608,0.4124396621374901,0.7242224600164691
83,83,83,03-24,2.1062674086356523,1.3335886292485717,0.7048980509703378
84,84,84,03-25,1.537163009010094,-0.4451861602606726,0.26425433352242417
85,85,85,03-26,1.801581784306919,0.3812728368589469,0.3271450590110745
86,86,86,03-27,1.3905624468869997,-0.9033962605586452,0.4686081671732423
87,87,87,03-28,2.058456272132904,1.184151646640759,0.3572147965577653
88,88,88,03-29,2.0831131191226766,1.261218311110497,0.5657958662511784
89,89,89,03-30,1.892431038746876,0.6652284055557097,0.6332101537533862
90,90,90,03-31,1.9375658204549648,0.8063002578998061,0.6736471972718632
91,91,91,04-01,1.9309936733489728,0.7857585618721941,0.3450845005930507
92,92,92,04-02,1.4681874486914086,-0.6607739994477829,0.19830642855442002
93,93,93,04-03,1.4277306378292867,-0.7872245334321161,0.10408487046068583
94,94,94,04-04,1.8013504798327822,0.3805498788787132,0.0494181165630446
95,95,95,04-05,1.7115585520207286,0.09989905699330474,-0.1510120141722676
96,96,96,04-06,1.8326247441369945,0.4782997345139586,0.08988317003353935
97,97,97,04-07,1.5462378181668937,-0.4168222225396791,-0.02761077846614001
98,98,98,04-08,1.9306220750039087,0.7845971057870585,0.22451099858997808
99,99,99,04-09,1.202183288895943,-1.4921882244301925,0.4718084354728347
100,100,100,04-10,2.285336243776414,1.8932805412154217,0.5026027195992918
101,101,101,04-11,2.186283267626755,1.5836836782904449,0.5258616669363403
102,102,102,04-12,1.8917390154310731,0.6630654392727008,0.5032882553542016
103,103,103,04-13,1.5908868743765066,-0.2772685385173884,0.5997253650230859
104,104,104,04-14,1.8872890080353883,0.6491566362942268,0.34730191137051586
105,105,105,04-15,1.387308860913555,-0.9135655664168868,-0.04295109783813896
106,106,106,04-16,1.8007713661215332,0.3787398193000015,-0.2696827016245416
107,107,107,04-17,1.4371337772552373,-0.7578343769614841,-0.1661749374780495
108,108,108,04-18,1.4564935172038336,-0.6973241834457151,-0.145349430796569
109,109,109,04-19,1.7895856337200389,0.3437780463615642,-0.16724730265341814
110,110,110,04-20,1.927266708012118,0.7741096763831099,-0.13032103375763468
111,111,111,04-21,1.3452725943001484,-1.0449527975579818,-0.0986439522113048
112,112,112,04-22,1.8716569067114512,0.6002974326747026,0.234316473708804
113,113,113,04-23,1.497942711297824,-0.567771887683505,0.2832620019435765
114,114,114,04-24,2.0956612558402,1.3004383720749375,0.15855329457454204
115,115,115,04-25,1.8835439547779549,0.6374512157701994,0.6263550734198632
116,116,116,04-26,1.687869541645999,0.025857432168903096,0.4978945199896345
117,117,117,04-27,2.243288640166144,1.7618578755139451,0.5378420816446553
118,118,118,04-28,1.6250575061578356,-0.17046588790666942,0.3861727029643613
119,119,119,04-29,1.5746280788652085,-0.3280865177533799,0.3677819338190508
120,120,120,04-30,1.8045090159799384,0.3904220999931732,0.2720871529870057
121,121,121,05-01,1.848240100591956,0.5271066008983367,-0.13579155036722065
122,122,122,05-02,1.5041689817530437,-0.5483112528233672,-0.04318427761912682
123,123,123,05-03,1.460303972422452,-0.6854143446114134,-0.14383147931334905
124,124,124,05-04,1.8028311287741248,0.3851777485818935,-0.19834297537502432
125,125,125,05-05,1.3814206004413017,-0.9319697279187128,-0.05262345381569855
126,126,126,05-06,1.6998659804866267,0.06335312362312145,0.08692504440933918
127,127,127,05-07,2.1279706926371365,1.4014237302542911,0.04461053770104414
128,128,128,05-08,1.7720533640910212,0.2889797365268591,0.06195396923415925
129,129,129,05-09,1.3790748969564572,-0.9393013848611836,0.2589334538044106
130,130,130,05-10,1.8361244605044118,0.4892383377805843,0.3673971717663833
131,131,131,05-11,1.7595524200489987,0.2499071795027949,0.1119530921052262
132,132,132,05-12,1.9080784403976463,0.7141354313949577,0.158247030311764
133,133,133,05-13,1.6376072679331888,-0.13124074771265135,0.4635234240590291
134,134,134,05-14,1.8609215583044207,0.5667433657660861,0.4704920225963226
135,135,135,05-15,1.9650989618623649,0.8923569776224072,0.4702281286310812
136,136,136,05-16,1.849501736065728,0.5310499290043452,0.5652276046507443
137,137,137,05-17,1.759045835794918,0.2483238157113462,0.6169524343004932
138,138,138,05-18,2.0904442578707934,1.2841322875129364,0.7295172882308213
139,139,139,05-19,1.7369008770977623,0.17910823018584215,0.7902936237587918
140,140,140,05-20,2.077006767042843,1.242132489348054,0.7655757797541504
141,141,141,05-21,2.0817683012731054,1.2570149907902304,0.8596229745827461
142,142,142,05-22,1.802052107742019,0.3827428649764973,0.7678038274046805
143,143,143,05-23,1.939583605944548,0.8126069846829205,1.153500176441823
144,144,144,05-24,1.9141835611133784,0.7332174044445422,0.9030469969169592
145,145,145,05-25,2.47730317125366,2.4932863244086976,0.6941749099327595
146,146,146,05-26,1.5962241276381062,-0.26058658780113003,0.6381277043452479
147,147,147,05-27,1.6808068382613344,0.0037824688850331173,0.3594413158273421
148,148,148,05-28,1.6944610462719905,0.04645963145142749,0.3317824955366642
149,149,149,05-29,1.404603065102538,-0.8595113464245138,-0.05308549456238317
150,150,150,05-30,1.8610882853919808,0.5672644827004749,0.023475240704502867
151,151,151,05-31,1.7384910369727038,0.1840783838144132,0.019358990737041608
152,152,152,06-01,1.7431940021919508,0.19877782380018624,0.1884667624069236
153,153,153,06-02,1.6729050758338817,-0.0209150309197344,0.5634231341924144
154,154,154,06-03,2.0190889106957592,1.0611062614707192,0.4128920842554961
155,155,155,06-04,2.1243883536368977,1.3902268842884316,0.4249059489383096
156,156,156,06-05,1.5721212391826394,-0.3359218169210357,0.416212238718414
157,157,157,06-06,1.76155346158481,0.2561615719112951,0.8878059175167664
158,158,158,06-07,1.7265051146574788,0.14661556248081228,0.5566773809458302
159,159,159,06-08,2.578200245371756,2.80864704187038,0.22537605330793084
160,160,160,06-09,1.3834377598626042,-0.9256649579548992,0.5904235914804962
161,161,161,06-10,1.488405504298666,-0.5975810815389646,0.7587056831639227
162,162,162,06-11,2.2728850276231194,1.8543634121143568,0.6485198106550759
163,163,163,06-12,2.084596308785221,1.2658541220118542,0.3219075197256873
164,164,164,06-13,1.5149867194411866,-0.5144996725722684,0.6014859750042341
165,165,165,06-14,1.9512187089705784,0.8489732962940483,0.9107312524760158
166,166,166,06-15,1.9201307573502824,0.7518057737163815,0.7953992637588154
167,167,167,06-16,2.0820484399100034,1.257890583291727,0.4890861935392977
168,168,168,06-17,2.0514878864550705,1.1623714798111533,0.7479783693679947
169,169,169,06-18,1.4965821870891225,-0.5720242993052524,0.9530545969735196
170,170,170,06-19,2.0119692846148065,1.0388533823999129,0.8025537393459358
171,171,171,06-20,2.3448934475959766,2.0794306619271983,1.0352470817109527
172,172,172,06-21,1.6312216698308608,-0.15119937204912112,0.932170311111635
173,173,173,06-22,2.528738394201665,2.6540506374818285,0.8230609304780678
174,174,174,06-23,1.853616484207064,0.5439108562152473,0.3809412129443981
175,175,175,06-24,1.2871302803321762,-1.2266805831066554,0.1400104763956822
176,176,176,06-25,1.1632538275702218,-1.6138649228021056,0.3605564947600189
177,177,177,06-26,1.882390573200968,0.6338462426349024,-0.119914669506013
178,178,178,06-27,2.054593004227854,1.1720767381368993,-0.09591580896016833
179,179,179,06-28,1.6064015528330502,-0.22877634811436295,0.0672040869396396
180,180,180,06-29,1.8996859153790968,0.6879040194903153,0.1520292416896133
181,181,181,06-30,1.6002635144117612,-0.2479612077078078,-0.05706163557909163
182,182,182,07-01,1.3260885013642467,-1.1049139943022634,-0.31002593519385163
183,183,183,07-02,1.481009109250657,-0.6206990209773271,-0.1281681264137881
184,184,184,07-03,1.5689898912041649,-0.3457090595516607,-0.31702637391476146
185,185,185,07-04,1.9555050358373884,0.8623705045660179,-0.30313222233017456
186,186,186,07-05,1.5371440347803846,-0.4452454655155251,-0.3551378975317658
187,187,187,07-06,1.6269354332262878,-0.16459629820028604,-0.41043136019538745
188,188,188,07-07,1.2262557668192886,-1.4169480455118106,-0.3470965704940374
189,189,189,07-08,1.374864970966303,-0.9524597969590572,-0.6079167801399014
190,190,190,07-09,1.6905705691437554,0.034299678656439264,-0.3138089080595445
191,191,191,07-10,1.4548213190583559,-0.7025507533091653,-0.3086006753879514
192,192,192,07-11,2.1017284384472057,1.3194017669666158,-0.009159733701468423
193,193,193,07-12,1.636933421094651,-0.13334690217072678,0.1902306175410088
194,194,194,07-13,1.801077801672213,0.3796976046070871,-0.13285225800304035
195,195,195,07-14,1.7576248126423348,0.2438823104958061,-0.2253636820239801
196,196,196,07-15,1.070364277711471,-1.9041975746078559,-0.6896475174820179
197,197,197,07-16,1.2772316925251357,-1.2576192974348035,-0.5759674999574266
198,198,198,07-17,1.2104656153201807,-1.4663012457816111,-0.6290228779873073
199,199,199,07-18,1.8551593544876173,0.5487332029768204,-0.8343923246999783
200,200,200,07-19,1.6992300042826425,0.06136533642780316,-0.15628084864166122
201,201,201,07-20,1.363387195731562,-0.9883343697802194,-0.11685546933867495
202,202,202,07-21,2.3721014961746656,2.1644712817420464,0.5498234853408116
203,203,203,07-22,1.352914652337354,-1.021067021616886,0.4410454069480467
204,204,204,07-23,2.490256385293511,2.5337724822953085,0.2649215061236156
205,205,205,07-24,1.6463434323329662,-0.10393526737976948,0.21069464028152365
206,206,206,07-25,1.3611336221114525,-0.9953780685187836,-0.3944048120522455
207,207,207,07-26,1.2592905508589851,-1.3136955648327708,-0.33395865644680794
208,208,208,07-27,1.2105218654137446,-1.4661254322605684,-0.9039598829431741
209,209,209,07-28,1.4689501616049319,-0.6583900879842608,-1.0617173990964228
210,210,210,07-29,1.396053090854385,-0.8862348766828885,-0.7623182374998952
211,211,211,07-30,1.3435040946731922,-1.0504803642992622,-0.8204134918524231
212,212,212,07-31,1.935875453782444,0.8010169010603825,-0.2899975381761669
213,213,213,08-01,1.1477679509962633,-1.6622670909479378,-0.0008804031501155053
214,214,214,08-02,2.2287352603270807,1.7163702897969686,-0.00909299762665866
215,215,215,08-03,2.0239540930330056,1.0763127221720477,0.1616894503579395
216,216,216,08-04,1.3802877775280225,-0.9355104435421474,-0.1791400402250796
217,217,217,08-05,1.671346752777222,-0.0257856763916732,0.06703982143864506
218,218,218,08-06,1.2816018590916325,-1.2439600424377322,-0.28477353225397345
219,219,219,08-07,1.6203473124702041,-0.1851879209655897,-0.6531060010510857
220,220,220,08-08,1.5533764843392632,-0.3945098323587426,-0.6754894429073787
221,221,221,08-09,1.3168843849834104,-1.1336820906106255,-0.7381046907387631
222,222,222,08-10,1.3373193860903618,-1.069811094679906,-0.5559850735045219
223,223,223,08-11,1.5511473439437395,-0.4014771633799799,-0.5925830094384558
224,224,224,08-12,1.6312079228971281,-0.15124233903228493,-0.2686361673712609
225,225,225,08-13,1.5500920565039469,-0.404775536569193,-0.1800878986547716
226,226,226,08-14,2.175241289774617,1.5491712200444263,-0.041909003174849135
227,227,227,08-15,1.4868661373772034,-0.6023924783116895,-0.2475100750089343
228,228,228,08-16,1.6025746094614552,-0.24073772180037115,-0.36302915195428903
229,229,229,08-17,1.156465087689848,-1.6350835943844906,-0.5011271432661542
230,230,230,08-18,1.4094516376674855,-0.8443568007044134,-0.7728826171354205
231,231,231,08-19,1.2849921408815168,-1.2333634844403836,-0.6774068399211172
232,232,232,08-20,1.6535656845879798,-0.08136162317117193,-0.5789133691857692
233,233,233,08-21,1.670146286806308,-0.029537815025868983,-0.2918762174958064
234,234,234,08-22,1.7916476765876508,0.3502231026117164,-0.051507783562472785
235,235,235,08-23,1.7074761775012182,0.0871393157552861,0.08822353892647987
236,236,236,08-24,1.870875087412824,0.5978538028955882,0.3139099876100725
237,237,237,08-25,1.5532274819588443,-0.3949755495066677,0.3105500333368089
238,238,238,08-26,2.086804850015334,1.272757068930384,0.03877196534834226
239,239,239,08-27,1.6636963479920213,-0.049697540665451005,-0.2087923761762478
240,240,240,08-28,1.2699286985826506,-1.2804453053190832,-0.3539024356546692
241,241,241,08-29,1.2322390981936593,-1.3982467333922544,-0.2973579073937133
242,242,242,08-30,1.5923144497217074,-0.2728065539749406,-0.4946055188530392
243,243,243,08-31,1.6617732292828438,-0.055708379940932265,-0.5739930922784652
244,244,244,09-01,1.7081583204180526,0.08927140017442912,-0.5372552766881481
245,245,245,09-02,1.5112999313850422,-0.5260229812180077,-0.2860865897734726
246,246,246,09-03,1.3404524746392592,-1.060018411777181,-0.4575747389749966
247,247,247,09-04,1.714395261911562,0.10876538809579858,-0.15978976884305082
248,248,248,09-05,1.2631170917318608,-1.3017354491840842,-0.24774654362895066
249,249,249,09-06,2.233416377062824,1.7310014408507424,-0.05276887116002624
250,250,250,09-07,1.5393120298047018,-0.4384692485409696,-0.16006900631179755
251,251,251,09-08,1.885588970847188,0.6438430535955385,-0.3745829901570488
252,252,252,09-09,1.1344736873680354,-1.7038192226878088,-0.0029262903649336
253,253,253,09-10,1.3026033272353799,-1.178318514975709,-0.20214538365141216
254,254,254,09-11,1.9765681623770541,0.9282047495686072,-0.3991653523079186
255,255,255,09-12,1.8509852908542217,0.5356868811318709,-0.4896842638553898
256,256,256,09-13,1.1611024948895747,-1.6205890604800082,-0.264120542212813
257,257,257,09-14,1.711824272421722,0.10072958431071168,-0.012578432539676979
258,258,258,09-15,1.5674772597363678,-0.3504368928323484,-0.11067137456161867
259,259,259,09-16,1.7854763322398142,0.3309341430631072,-0.26675235944522724
260,260,260,09-17,1.7882639705047247,0.3396470974369569,0.14929751518717754
261,261,261,09-18,1.5513643077403605,-0.4007990281697804,0.1495615698327751
262,262,262,09-19,1.959772957884912,0.8757101873144205,0.28850155115788745
263,263,263,09-20,1.7123311651259725,0.102313912184297,0.2461222443682169
264,264,264,09-21,1.8341935021376767,0.4832029951183258,0.1600842448478802
265,265,265,09-22,1.704122863247586,0.07665830232508343,0.09686880442376447
266,266,266,09-23,1.6231010583110534,-0.17658089968506274,0.16418129852431204
267,267,267,09-24,1.4300127387329409,-0.7800916707144747,-0.19106487698956967
268,268,268,09-25,2.0889894391448918,1.279585151917706,-0.06588022141644381
269,269,269,09-26,1.030382570079103,-2.0291631408989934,-0.2590556772151453
270,270,270,09-27,2.0745043228411744,1.234310928557081,-0.07726505491344128
271,271,271,09-28,1.3332934504076008,-1.082394432467125,0.1904551593198284
272,272,272,09-29,1.9720755667403465,0.9141628341251612,-0.08172425226492129
273,273,273,09-30,1.9439420546444384,0.8262296146851432,0.3464383395647522
274,274,274,10-01,1.5665000215954814,-0.35349131759079205,0.02974491136396185
275,275,275,10-02,1.8523052199922256,0.5398124100790476,0.319699923319107
276,276,276,10-03,1.4665635389335194,-0.6658496406476611,0.07103633559736666
277,277,277,10-04,1.8899058129293835,0.6573356392637459,-0.04392542764230016
278,278,278,10-05,1.4947283186218976,-0.5778186922052811,0.051597102919670734
279,279,279,10-06,1.7232556171001219,0.1364590352471423,0.053764960126834106
280,280,280,10-07,1.7498699211245257,0.2196438657810334,-0.0127544573294223
281,281,281,10-08,1.8564667487533697,0.5528195533220278,-0.06959187033985144
282,282,282,10-09,1.3388694878659446,-1.0649661453851995,-0.3405364591330595
283,283,283,10-10,1.7807978291699742,0.31631116120117114,-0.6022889302289607
284,284,284,10-11,0.9746093295974544,-2.203486224964529,-0.6036025163672211
285,285,285,10-12,1.2207822839088938,-1.4340557913282652,-0.9421469151146612
286,286,286,10-13,1.7473482944802308,0.2117623489514715,-0.7030658786908432
287,287,287,10-14,1.2065797323686362,-1.4784468391626129,-0.7880619643450281
288,288,288,10-15,1.7978215839883729,0.3695200731577073,-0.6103948355883059
289,289,289,10-16,1.6176350277337357,-0.1936653527239376,-0.46084024194668105
290,290,290,10-17,1.3156681704601156,-1.1374834524241964,-0.3849408053514876
291,291,291,10-18,1.5078748750372286,-0.5367282294785164,-0.3002291242134193
292,292,292,10-19,1.8930487065284909,0.6671589685226319,-0.11618346566829618
293,293,293,10-20,1.3691965764559744,-0.9701767523342032,-0.09145423002417974
294,294,294,10-21,2.1511249744830527,1.4737940244284462,0.16495142410239858
295,295,295,10-22,1.6651065240269565,-0.045289938859238925,0.3275658663238222
296,296,296,10-23,1.8078774823288681,0.4009504723352734,0.3135307703143113
297,297,297,10-24,1.8200378145729328,0.4389584238500253,0.37948834510760737
298,298,298,10-25,1.8661062236398607,0.5829483924655662,0.26486901600924817
299,299,299,10-26,1.4958120858218995,-0.5744313035744267,0.4338541835814461
300,300,300,10-27,1.931095890902429,0.786078049838291,0.2038335689230416
301,301,301,10-28,1.9894990313999656,0.9686210665739484,0.3811727755384932
302,302,302,10-29,1.3663182318423366,-0.9791732156151534,0.3074176094660895
303,303,303,10-30,2.1604671594439746,1.5029936635427348,0.4278057435692644
304,304,304,10-31,1.7245220621558797,0.14041739603114392,0.4811940041189049
305,305,305,11-01,1.7269152603830744,0.14789750104462318,0.3937633279205841
306,306,306,11-02,2.0335827064780148,1.106407613136134,0.4538431864720061
307,307,307,11-03,1.8216626663463669,0.4440370093840235,0.2974235382649813
308,308,308,11-04,1.4816505786874217,-0.6186940643066206,0.5662636618216008
309,309,309,11-05,1.860196061019896,0.5644757743005856,0.5357911975065357
310,310,310,11-06,2.240601212864427,1.7534581373708615,0.3794870948980627
311,311,311,11-07,1.668418770738353,-0.03493728484576779,0.3863266433630244
312,312,312,11-08,1.733533415251389,0.16858299748529634,0.4538236835399634
313,313,313,11-09,1.8347922108367152,0.4850743001737936,0.07767415872596307
314,314,314,11-10,1.6112213239654014,-0.21371182324498653,-0.235879598840017
315,315,315,11-11,1.1381203353533396,-1.6924213745834162,-0.3789867945386589
316,316,316,11-12,1.63868750011446,-0.12786440802501906,-0.3279868760483226
317,317,317,11-13,1.3937029320481416,-0.8935804590376186,-0.4615746108838341
318,318,318,11-14,1.8314354481492228,0.4745825084273138,-0.55400598829701
319,319,319,11-15,1.5783504125406742,-0.31645210883927544,-0.4969462881533857
320,320,320,11-16,1.4337853589645646,-0.7683000877240419,-0.5060276857069231
321,321,321,11-17,1.2476550327795748,-1.3500631737216702,0.2157821700624584
322,322,322,11-18,1.621254388290699,-0.18235279334624413,0.18681227864546002
323,323,323,11-19,2.7793257788553367,3.4372786755786717,0.27765793507949765
324,324,324,11-20,1.7758233737281417,0.30076315992532343,0.5929639556618754
325,325,325,11-21,1.7527423470398584,0.2286218297649503,0.9569193523622062
326,326,326,11-22,2.0390628047665658,1.123536035770225,0.8357266521850629
327,327,327,11-23,1.9463222909998328,0.8336692064803137,0.07762278789115712
328,328,328,11-24,1.3886067278445704,-0.9095089944091036,0.03565134677630285
329,329,329,11-25,1.3240311105679654,-1.1113445101847648,-0.07425132929447059
330,330,330,11-26,1.6952528643934146,0.04893451323619764,0.14310169090557548
331,331,331,11-27,1.5417675900845187,-0.4307942266596903,0.017404677527726637
332,332,332,11-28,2.4563046977727394,2.427654156970501,0.6072244976332817
333,333,333,11-29,1.7050279222410007,0.07948712621322065,0.9060864271166142
334,334,334,11-30,2.5208548008039457,2.629409926224227,0.8096159383298897
335,335,335,12-01,1.8977416441981607,0.6818270667152309,1.1821846229912252
336,336,336,12-02,1.5100632161264742,-0.5298884194841499,0.8862310662438931
337,337,337,12-03,2.2569693531878903,1.8046178813083216,0.9920045846869786
338,338,338,12-04,1.8881772241102388,0.6519328164865106,0.6668572268547047
339,339,339,12-05,1.9080761385689693,0.7141282368717337,0.4991128081530238
340,340,340,12-06,1.896685424353456,0.6785257792305837,0.5272476586614443
341,341,341,12-07,1.5757309413521987,-0.32463944549485513,0.10205270179140387
342,342,342,12-08,1.5640723036228188,-0.3610793164336265,-0.13358496777997605
343,343,343,12-09,1.4407435260158032,-0.7465518599119206,-0.18304427527418432
344,344,344,12-10,1.4358351898240969,-0.7618932009417688,-0.2358131855976052
345,345,345,12-11,1.8131315407590816,0.4173723919064839,-0.13482937772569714
346,346,346,12-12,1.7953875449177208,0.36191231729005857,0.04335966287466154
347,347,347,12-13,1.7695845860849333,0.2812634017365932,0.3130252988470157
348,348,348,12-14,1.906133032958991,0.7080549271685256,0.5855142829399785
349,349,349,12-15,1.958407372270445,0.8714419559222047,0.4990825611576362
350,350,350,12-16,1.958918878477864,0.8730407036160083,0.2912927839704989
351,351,351,12-17,1.6472128193212288,-0.10121793878757043,0.4866639453902357
352,352,352,12-18,1.3965037387433368,-0.884826345832765,0.3187097969170691
353,353,353,12-19,2.144628986915248,1.4534903702550137,0.10313111605110067
354,354,354,12-20,1.5837197221953017,-0.2996699636704737,0.1658539413210993
355,355,355,12-21,1.5445715911365818,-0.4220301292736056,0.4005116048914603
356,356,356,12-22,2.079324798424424,1.249377655236,0.5365579791052519
357,357,357,12-23,2.0976735843310284,1.3067280426345955,0.4506579956229825
358,358,358,12-24,1.6576652660197664,-0.06854810055001544,0.5537271072665471
359,359,359,12-25,1.97973101731559,0.9380904693613974,0.4633063137211499
360,360,360,12-26,1.7815764219229844,0.3187447061909135,-0.033734084415197284
361,361,361,12-27,1.3709952450095366,-0.9645548905459886,-0.10396833861200584
362,362,362,12-28,1.1251808144665345,-1.7328647335820828,-0.29921895711954644
363,363,363,12-29,1.962848344046896,0.8853225174537444,
364,364,364,12-30,1.2828522654838983,-1.2400518115952592,
365,365,365,12-31,,,
