,unnamed: 0,unnamed: 0,mth_day,time travel,time travel_norm,time travel_ravg
96,96,96,04-06,4.269084325053163,0.04394918339837413,-0.11423658659229664
97,97,97,04-07,4.887155338127437,0.982838499677376,0.2362566517219652
98,98,98,04-08,4.145443813820873,-0.14386864432641755,0.4113930992480897
99,99,99,04-09,5.060630450310558,1.2463582668622253,0.6319114860645546
100,100,100,04-10,4.422586301809318,0.27712848311541666,0.5932434948332284
101,101,101,04-11,5.151939886199754,1.3850631276603558,0.4980057358282786
102,102,102,04-12,4.116353449755032,-0.18805876398958304,0.5430893078246943
103,103,103,04-13,4.510985130390486,0.4114119456476776,0.2350172501982577
104,104,104,04-14,4.323514957247654,0.12663278765207667,-0.13280603553015974
105,105,105,04-15,3.8438070902684176,-0.6020740788963947,-0.15934913806007595
106,106,106,04-16,2.9697574737417063,-1.929811231255088,-0.20598641998533812
107,107,107,04-17,5.047099909944718,1.2258045124808588,-0.2625738698764831
108,108,108,04-18,3.9321454611021176,-0.4678824555411562,-0.2188448829802858
109,109,109,04-19,4.287475957103974,0.07188724630080813,-0.03831361600271466
110,110,110,04-20,4.496235758920591,0.3890067090292605,0.3730611181310277
111,111,111,04-21,4.5568696918195375,0.4811135229690321,0.18381111756749333
112,112,112,04-22,4.594605861751135,0.5384371735473661,0.29963960748770097
113,113,113,04-23,4.2996000446601625,0.0903045090996528,0.23554336220614985
114,114,114,04-24,4.389644960989314,0.22708848398008946,0.2608294733950643
115,115,115,04-25,4.034308535330991,-0.31269022538849833,0.19540507696786216
116,116,116,04-26,4.5961108693618105,0.5407233761627475,0.3999686036378429
117,117,117,04-27,4.298456337156223,0.08856714440581924,0.6181173424776484
118,118,118,04-28,5.402591109690985,1.7658183335672502,0.7718244474451074
119,119,119,04-29,5.161244178922695,1.3991969421384864,0.9011500096555768
120,120,120,04-30,4.996757457234101,1.149331113784843,0.8595949226852678
121,121,121,05-01,4.545118786545345,0.4632631478743187,1.1246525384377033
122,122,122,05-02,4.431976540063535,0.2913928543408934,0.8131145744499529
123,123,123,05-03,5.345381206258536,1.6789128389204315,1.1107885075131672
124,124,124,05-04,4.17207810880099,-0.10340945035925032,1.3577069199288598
125,125,125,05-05,6.3369970148587536,3.185240540517772,1.5515232437815738
126,126,126,05-06,5.972036080575732,2.630841588279,1.6673217264896467
127,127,127,05-07,5.3106547206982935,1.6261610909906012,1.7234517646322989
128,128,128,05-08,4.889357517430461,0.986183750589332,1.9749560366792736
129,129,129,05-09,5.567083694105893,2.0156930677763443,1.578825391430468
130,130,130,05-10,5.165469965677046,1.4056161819225987,1.0774585669892438
131,131,131,05-11,4.77235974628893,0.8084566690249382,0.9284198372924308
132,132,132,05-12,3.9917368329562137,-0.3773593583683447,0.7598983130148916
133,133,133,05-13,4.7219813783531865,0.7319287128097222,0.407691498584197
134,134,134,05-14,4.223731011116564,-0.024945395075902446,0.1413731698272266
135,135,135,05-15,4.1759368219511375,-0.09754781880782368,0.13931315210545006
136,136,136,05-16,4.113565530930102,-0.1922937906192239,0.5127469571615071
137,137,137,05-17,4.764223085972279,0.7960965626942791,0.4365998419576505
138,138,138,05-18,5.4667260965804925,1.8632434719679976,0.5050772474436797
139,139,139,05-19,4.421215416994147,0.2750460215865823,0.6299385256316359
140,140,140,05-20,4.494203144397527,0.3859190378402731,0.8014929235942806
141,141,141,05-21,4.669114039107451,0.6516198503199133,1.0930728564618752
142,142,142,05-22,4.791171285139856,0.8370325971566439,0.8044053054317143
143,143,143,05-23,5.915905833075019,2.5455761598998468,0.9340202322459358
144,144,144,05-24,4.326546678538022,0.1312381657870321,0.8139292782004874
145,145,145,05-25,4.933168600846166,1.0527355824719105,0.9300425458209646
146,146,146,05-26,4.019867758909749,-0.3346266864324169,0.6217122250322992
147,147,147,05-27,5.1277383542757775,1.348299456042776,0.23142657671258784
148,148,148,05-28,3.5733278369687875,-1.0129493275753485,0.2609272698121493
149,149,149,05-29,4.374355139956061,0.2038622699815789,0.09368831775501887
150,150,150,05-30,4.443068549354714,0.30824232438440113,0.2058092496511271
151,151,151,05-31,4.272607999732366,0.049301870129127935,0.07183222428854896
152,152,152,06-01,4.462723141939368,0.33809890494423217,0.3767858654976101
153,153,153,06-02,4.598555748666582,0.5444373038673073,0.9186192523044854
154,154,154,06-03,4.77783407233485,0.8167725196790185,1.1489740084584597
155,155,155,06-04,6.5144892611649095,3.4548625908228305,1.3256115019656751
156,156,156,06-05,5.352924024546351,1.6903708613082464,1.2093271538657446
157,157,157,06-06,4.97029097044664,1.109126831172417,1.2963070891324733
158,158,158,06-07,4.003423092900697,-0.3596071836553485,1.5221360007334679
159,159,159,06-08,4.942109194905607,1.0663169154676806,1.1863098288940288
160,160,160,06-09,5.6698133616159065,2.171745989284984,1.0955259597871054
161,161,161,06-10,5.188042669558515,1.4399055597861972,1.1725432944538652
162,162,162,06-11,4.994345796142839,1.145667646666705,1.4731970607326852
163,163,163,06-12,5.2744941256199525,1.5712308391729746,1.4888906512977949
164,164,164,06-13,5.190945677426468,1.4443154140175711,1.2581292972164153
165,165,165,06-14,5.004095756587606,1.160478458858339,1.132132715725198
166,166,166,06-15,4.7583519054728525,0.7871778647967068,0.9211305086033303
167,167,167,06-16,4.6903812301368495,0.6839260708388933,0.6737191374949515
168,168,168,06-17,4.160929040905423,-0.12034559606449988,0.35414086754254565
169,169,169,06-18,4.297268413478974,0.08676261252270034,0.32318516042102424
170,170,170,06-19,3.928675066985453,-0.473154205696864,0.562661721255531
171,171,171,06-20,4.881826869748914,0.9747442161292106,0.8406540086250622
172,172,172,06-21,5.704236695061038,2.224037229803748,1.0552654629766676
173,173,173,06-22,5.788395479754295,2.351879795056081,1.2720813739799737
174,174,174,06-23,5.008601604914168,1.1673231300451323,1.4436257358038809
175,175,175,06-24,5.1536481428523935,1.3876580785425352,1.5657690424033237
176,176,176,06-25,4.606241180443125,0.5561119652465818,1.286807277095668
177,177,177,06-26,5.36426863966501,1.7076040557258674,0.9557035029114304
178,178,178,06-27,4.602393200392147,0.5502666379578142,0.9487894106222524
179,179,179,06-28,4.480601419722914,0.3652571499506558,1.039583310257848
180,180,180,06-29,4.98129231540645,1.1258385763100658,0.9967082467869992
181,181,181,06-30,5.5122659898493485,1.9324214763561087,0.832789121929351
182,182,182,07-01,4.436893206476982,0.29886158442148925,1.0026100983565414
183,183,183,07-02,4.716820695761204,0.7240893065799763,0.8894432452979575
184,184,184,07-03,5.273152284269666,1.5691924965209567,0.6360712740146985
185,185,185,07-04,4.033614856108246,-0.313743968400847,0.2577916007266424
186,186,186,07-05,3.9805234179842537,-0.3943932513894878,0.600959732246467
187,187,187,07-06,4.0181365104268165,-0.33725656337222754,0.7951878637631568
188,188,188,07-07,5.792339078694582,2.3578703735404374,0.3747546897467449
189,189,189,07-08,5.48398318828894,1.8894580956801152,0.4208168368293061
190,190,190,07-09,3.612524860213627,-0.9534065475775148,0.3913026766035617
191,191,191,07-10,4.215551176511966,-0.03737108590548,0.4083637413260166
192,192,192,07-11,3.8639483546974014,-0.5714782127439538,0.06788949898776624
193,193,193,07-12,4.085524323075012,-0.2348901750374984,-0.3188392214533875
194,194,194,07-13,4.447533532999159,0.31502491951093514,-0.2527395041366229
195,195,195,07-14,3.956481652909118,-0.4309142269668071,-0.28714806395204234
196,196,196,07-15,3.8736055980868147,-0.5568082436769273,-0.007319119004683498
197,197,197,07-16,4.079644208215675,-0.2438224447979964,0.1525539000497629
198,198,198,07-17,4.969217036483469,1.1074954569401991,-0.28762250032895426
199,199,199,07-18,4.716990953722201,0.7243479392891801,-0.07166340294679859
200,200,200,07-19,2.7089242912302516,-2.326033482761368,-0.019415454418252192
201,201,201,07-20,4.8094771388771145,0.8648403573261271,0.1056356290286914
202,202,202,07-21,4.0799746040059,-0.2433205525056489,0.19508116158078487
203,203,203,07-22,4.573571118397621,0.5064840558836652,-0.07464490664422564
204,204,204,07-23,5.322509101656006,1.6441686522527603,0.4354283948099733
205,205,205,07-24,3.65162662578794,-0.8940084700608836,0.14279212205552774
206,206,206,07-25,4.723612391557418,0.7344063259638253,0.06541093291748258
207,207,207,07-26,3.653622059300056,-0.8909772792005459,-0.2045643229008023
208,208,208,07-27,3.774334296032274,-0.7076076873339198,-0.6504822020914649
209,209,209,07-28,3.5072225490269084,-1.1133674790260442,-0.5904737292228923
210,210,210,07-29,3.5612221604118903,-1.0313386228912154,-0.7528291237340724
211,211,211,07-30,3.8886481594821016,-0.5339576328494476,-0.6850360258197221
212,212,212,07-31,4.082340871536549,-0.2397260411032549,-0.5540202397848345
213,213,213,08-01,3.921391313764005,-0.484218691714443,-0.5586388723655875
214,214,214,08-02,4.291820595211176,0.07848702887540478,-0.5061845233896621
215,215,215,08-03,3.4889798688597677,-1.1410792745105625,-0.5851220150481934
216,216,216,08-04,3.7684064070503998,-0.7166125290356626,-0.5269610249293049
217,217,217,08-05,3.5768607660609666,-1.0075825828006348,-0.3877285836612388
218,218,218,08-06,4.3120652157861015,0.10923989961007624,-0.3440564242353977
219,219,219,08-07,4.4713317670332735,0.35117595589395345,-0.10240339631929757
220,220,220,08-08,4.4643169396777225,0.3405199854304517,0.08239877480636297
221,221,221,08-09,4.443461270577108,0.3088388929860382,0.15754640739719605
222,222,222,08-10,4.49833823061385,0.3922004977183008,-0.0011494459159824718
223,223,223,08-11,3.873678969869864,-0.5566967872556365,-0.2349474557448573
224,224,224,08-12,3.685248155709032,-0.8429352202689948,-0.35585582477527583
225,225,225,08-13,3.547876124600078,-1.051612103079295,-0.22443942948151202
226,226,226,08-14,3.986752927562061,-0.38493022875205934,-0.4366337058770857
227,227,227,08-15,4.9625298966577285,1.0973372647486213,-0.3806041369267266
228,228,228,08-16,3.660213038817112,-0.8809651606551419,-0.5004459218679679
229,229,229,08-17,4.094984624388394,-0.2205193735534817,-0.4578935386842826
230,230,230,08-18,3.2118969386295664,-1.5619859299164425,-0.4771673568719992
231,231,231,08-19,3.715949575604709,-0.796297803977183,-0.9115763264183014
232,232,232,08-20,3.910625178785645,-0.5005731378783596,-0.8017039795896151
233,233,233,08-21,3.2467008596837004,-1.5091165525291923,-0.5182133725373985
234,234,234,08-22,4.09418695801596,-0.2217310796830235,-0.3324213951067027
235,235,235,08-23,5.2147161432785465,1.480424268759818,-0.2632555038263433
236,236,236,08-24,3.9457383002509747,-0.4472340653322673,-0.3322461483124989
237,237,237,08-25,3.9891410908512186,-0.3813024562950269,0.12424678413279824
238,238,238,08-26,3.638125853524176,-0.9145170047952929,0.1706196309888256
239,239,239,08-27,5.049757158178426,1.2298410421425905,-0.15425651990028152
240,240,240,08-28,4.277350480734706,0.05650600145314079,0.04802556506169183
241,241,241,08-29,3.931519956749367,-0.4688326365748248,-0.11183163098679212
242,242,242,08-30,4.744712307164078,0.7664584444395728,0.007125324424327765
243,243,243,08-31,3.357736957930793,-1.3404456325859306,-0.059024486120143486
244,244,244,09-01,4.107982169929421,-0.2007752723285736,0.0005966799049002894
245,245,245,09-02,4.788478562018049,0.8329421788757629,0.04787984797995413
246,246,246,09-03,4.512842229422263,0.4142329976034035,-0.06489603650799537
247,247,247,09-04,4.1182790672438685,-0.1851336281245018,0.22159976025714448
248,248,248,09-05,4.2992699916498545,0.0898031375118758,0.1502414284528162
249,249,249,09-06,4.4893383785323095,0.37852914800490856,-0.04726177456010189
250,250,250,09-07,3.8261309506330763,-0.6289252631545432,-0.16327005215941515
251,251,251,09-08,4.008380188407416,-0.3520770392017456,-0.13577949704257586
252,252,252,09-09,4.054632603957732,-0.2818166679924763,-0.1530045902508075
253,253,253,09-10,4.226861292793382,-0.02019029742346565,0.05156802193687784
254,254,254,09-11,4.231234299103875,-0.013547421737514468,-0.17213851014415624
255,255,255,09-12,5.2973595124602175,1.6059648211310211,-0.10244004829028824
256,256,256,09-13,2.9425346383693447,-1.9711644556407482,-0.1963891193049074
257,257,257,09-14,4.283675251504741,0.06611373192146243,-0.2760795877909682
258,258,258,09-15,3.683552457495799,-0.8455110940801912,-0.16095683603819766
259,259,259,09-16,3.9120997906511654,-0.4983331083398305,-0.5155656502184192
260,260,260,09-17,4.685946273582805,0.677189088779109,-0.03856550856706183
261,261,261,09-18,3.8967252189905968,-0.5216880639503088,-0.0670165843384452
262,262,262,09-19,4.826590334873299,0.8908363942673962,-0.09647357336188588
263,263,263,09-20,4.171299160392551,-0.1045927227068378,0.08830058066623843
264,264,264,09-21,3.5672032090881705,-1.0222530282208353,0.15486097173066204
265,265,265,09-22,4.641920952251224,0.6103118158289152,0.4292464474466798
266,266,266,09-23,4.948846581143125,1.0765514351656509,0.3170943211874511
267,267,267,09-24,4.9804932798784245,1.1246247903457975,0.4838472698593865
268,268,268,09-25,4.383611740313108,0.2179236367120244,0.37601052821078
269,269,269,09-26,4.829940144788362,0.8959249693247744,0.3222367873268807
270,270,270,09-27,3.1412695255212983,-1.6692734781124745,0.2212702887737924
271,271,271,09-28,4.429525369969222,0.28766937052551994,-0.12323240073726224
272,272,272,09-29,4.550048991489488,0.4707524438471208,-0.5931825692288399
273,273,273,09-30,3.619776169004609,-0.94239134672053,-0.9223381930824164
274,274,274,10-01,2.5274020357325493,-2.6017773742374435,-0.530602918149908
275,275,275,10-02,3.5298408911262675,-1.0790087737966827,-0.6544263197578523
276,276,276,10-03,4.6885459554674815,0.6811381714825752,-0.9820594586195524
277,277,277,10-04,3.9404475588970858,-0.4552710391221462,-0.9606968631722332
278,278,278,10-05,3.255963250762328,-1.4950463893230803,-0.7602928604611471
279,279,279,10-06,3.70415417255256,-0.8142157740366144,-0.6132734369974852
280,280,280,10-07,3.3189579912567417,-1.399353357970927,-0.8553073324991142
281,281,281,10-08,4.1105383754383285,-0.1968922330147109,-0.8316331255843065
282,282,282,10-09,3.7325602025320346,-0.7710652015271985,-0.6796608064100838
283,283,283,10-10,4.033955968021748,-0.3132257976332996,-0.483224087244001
284,284,284,10-11,3.856223688127959,-0.5832124742777435,-0.006880801495188178
285,285,285,10-12,4.480040147064308,0.3644045409598817,0.03145873666750399
286,286,286,10-13,5.200419237577335,1.4587063565219505,0.15392702512474074
287,287,287,10-14,4.2619719264361935,0.03314499596144211,0.2572927858656599
288,288,288,10-15,4.216285586155911,-0.036255470783777916,0.183783798363592
289,289,289,10-16,4.442230166165981,0.30696876681221513,-0.02852919082798978
290,290,290,10-17,3.565877806535463,-1.0242663992901506,-0.12543982312376845
291,291,291,10-18,3.6414460633322494,-0.909473394189609,-0.220914513649226
292,292,292,10-19,4.817641513032936,0.8772425627472784,-0.2370222960878503
293,293,293,10-20,3.884865886312803,-0.5397031471913033,-0.3519299102448357
294,294,294,10-21,4.152663048945602,-0.13290216541552366,-0.10147452180868123
295,295,295,10-22,3.988367942405086,-0.3824769181296973,0.29701440017960784
296,296,296,10-23,4.5551267817446615,0.478465931326776,0.19067552757874412
297,297,297,10-24,5.215398056022648,1.4814601377401253,0.4131466944599437
298,298,298,10-25,4.397624114317149,0.2392093271420963,0.4102343381036593
299,299,299,10-26,4.763582751719447,0.7951238540958938,0.6236038654117677
300,300,300,10-27,4.1411598205308024,-0.15037630355323028,0.4616938680987932
301,301,301,10-28,4.831135141579258,0.8977402457189532,0.31589234234965485
302,302,302,10-29,3.915614492078695,-0.4929940525510708,0.4679716774052112
303,303,303,10-30,4.639511025474531,0.6066509832452953,0.21144732288468598
304,304,304,10-31,4.998307243131348,1.1516853374754343,0.2847414457099595
305,305,305,11-01,3.7503625674377257,-0.7440222730272575,0.18578031108840995
306,306,306,11-02,4.430657029381001,0.28938843339841114,0.04111635218575743
307,307,307,11-03,4.440258340640063,0.30397343798965576,-0.18585951627275848
308,308,308,11-04,3.344220624341505,-1.360977805966986,-0.38132198358896136
309,309,309,11-05,3.743001484706384,-0.7552042275057999,-0.027429945333532952
310,310,310,11-06,4.226269369673075,-0.021089466421783137,0.13179650230217513
311,311,311,11-07,5.14816573855265,1.3793299565053128,0.25984615584032233
312,312,312,11-08,5.059569831510545,1.2447471192126598,0.3532772096171956
313,313,313,11-09,4.946029006344053,1.0722713592185389,0.3536394440859377
314,314,314,11-10,3.713254705734601,-0.8003914833057466,0.3425029328287646
315,315,315,11-11,3.744432238818826,-0.7530308206933471,-0.2068309106504428
316,316,316,11-12,4.182282364971947,-0.08790853396482165,-0.4594810045907576
317,317,317,11-13,2.978406305135368,-1.9166731043699319,-0.4649240378556778
318,318,318,11-14,4.061652206030202,-0.2711534444292294,-0.11704120687879553
319,319,319,11-15,4.924530107426474,1.039613159629018,-0.06547567360306633
320,320,320,11-16,5.087322703175524,1.2869055025555467,-0.14530875558354114
321,321,321,11-17,3.9481058402040663,-0.4436376210389721,-0.041847677554976426
322,322,322,11-18,3.866957567888937,-0.5669070258476704,-0.14685042354155362
323,323,323,11-19,3.3870569876096517,-1.2959066361985436,-0.29733356990887644
324,324,324,11-20,3.646912241719742,-0.9011699203486924,-0.6452324845020132
325,325,325,11-21,4.330151606490055,0.13671428142508096,-0.3826919766944297
326,326,326,11-22,3.7131911786490117,-0.8004879850032741,-0.12169408149523453
327,327,327,11-23,4.9850886335120315,1.131605425806528,0.06737047972804916
328,328,328,11-24,4.8978473481796065,0.9990803453475012,0.31887909355207616
329,329,329,11-25,4.133824404379316,-0.1615192688588416,0.4199555513913595
330,330,330,11-26,4.640321247751687,0.6078817625954698,0.5040668556143657
331,331,331,11-27,4.7293835134560975,0.7431730284607811,0.1456254781376081
332,332,332,11-28,4.045414102762018,-0.29582015966523684,0.14279021444544818
333,333,333,11-29,3.5693164772190284,-1.0190428390540176,0.16335233174047192
334,334,334,11-30,4.8866486204563575,0.9820687631945416,0.20266007801418207
335,335,335,12-01,4.215040678420148,-0.03814656508869907,0.3579556846929364
336,336,336,12-02,4.7955790282364665,0.8437282402377306,0.5293954744861399
337,337,337,12-03,5.342770275548503,1.6749466685333074,0.5592741192068261
338,338,338,12-04,4.722567177495085,0.7328185790939833,0.44302111054787535
339,339,339,12-05,3.6873311817743395,-0.8397709707299004,0.34407426306544786
340,340,340,12-06,4.427472355976947,0.28455071124083703,0.29270547833166066
341,341,341,12-07,3.824220308839142,-0.6318276499832639,0.11085844042924996
342,342,342,12-08,4.592682544463688,0.5355155318350074,-0.038435858254914634
343,343,343,12-09,4.62451064051715,0.5838644411188434,0.004849483361810829
344,344,344,12-10,4.1328843884760165,-0.1629472130110043,0.13168135390742675
345,345,345,12-11,3.858299672822961,-0.5800589210295476,0.1727000922191996
346,346,346,12-12,4.928433021046049,1.0455419345145327,0.15801807307334675
347,347,347,12-13,3.9862361676021063,-0.3857152201126269,-0.007328841235127595
348,348,348,12-14,4.5346914887123,0.4474234169598904,0.07674300192538397
349,349,349,12-15,3.971423212233059,-0.4082170447320027,0.2805235804274473
350,350,350,12-16,4.4649514492399565,0.34148384595206505,0.11496317248540075
351,351,351,12-17,4.663192431207722,0.6426245499828326,-0.12471904606573415
352,352,352,12-18,4.274502335367722,0.05217948686225344,-0.2527918697351515
353,353,353,12-19,3.0395390709332544,-1.8238085314194363,-0.3885731198023404
354,354,354,12-20,4.028829305597736,-0.32101352505661385,-0.6088210265233004
355,355,355,12-21,3.4351142778543866,-1.222904545135136,-0.7377165373029825
356,356,356,12-22,3.5950160193171845,-0.9800035943736948,-0.9971037756657928
357,357,357,12-23,4.15408079761885,-0.13074851469526055,-0.8047074370550344
358,358,358,12-24,3.2499743292626926,-1.504143943314608,-0.6901552344818893
359,359,359,12-25,3.7994663457789,-0.6694304997548866,-0.6092394377776419
360,360,360,12-26,4.481287724284653,0.36629969038225696,-0.5670439518951642
361,361,361,12-27,3.754715582772279,-0.7374097649096514,-0.6626701905016612
362,362,362,12-28,3.761679796959709,-0.7268306790788287,-0.5545003540601297
363,363,363,12-29,3.7763761727143534,-0.7045059463342426,
364,364,364,12-30,3.67722367101766,-0.8551249246654182,
365,365,365,12-31,,,
