,unnamed: 0,unnamed: 0,mth_day,feel-good,feel-good_norm,feel-good_ravg
64,64,64,03-05,6.011884649749532,0.3468532453470828,-0.2714280637455561
65,65,65,03-06,4.8902411297889286,-1.180619413622163,-0.3718949502802578
66,66,66,03-07,5.718079924802822,-0.053254878531564784,-0.16829479766337582
67,67,67,03-08,4.825412839287941,-1.2689036496613042,-0.4794222483663157
68,68,68,03-09,6.236564925059122,0.6528265527639873,-0.5076641216377491
69,69,69,03-10,4.748653821904333,-1.3734353464939366,-0.4840758322329625
70,70,70,03-11,5.8874543473394265,0.1774020057184822,-0.5549576603220814
71,71,71,03-12,4.9941683004750015,-1.0390896771934433,-0.36038935134560135
72,72,72,03-13,5.4057831015807105,-0.4785458470662781,-0.4552539443950466
73,73,73,03-14,5.682657445291282,-0.10149379580242404,-0.3440282315297171
74,74,74,03-15,5.8186029192210125,0.08363899446731568,-0.36951853335762297
75,75,75,03-16,5.238700957042902,-0.7060810693019592,-0.47516331821806795
76,76,76,03-17,5.7751471383066795,0.024460194751046216,-0.1721916617928021
77,77,77,03-18,4.528710063980038,-1.6729583863561128,0.02522121110980772
78,78,78,03-19,6.740639839600937,1.3392840914853172,0.20282860839294176
79,79,79,03-20,6.552434858383987,1.0829834416132351,0.4267227940689913
80,80,80,03-21,6.601119784933523,1.14928337816612,0.371738430771368
81,81,81,03-22,6.2251518543958975,0.6372840447543384,0.6936548667413452
82,82,82,03-23,5.532892636022273,-0.3054459850346945,0.4947415800385455
83,83,83,03-24,5.947035225825598,0.2585402294637512,0.5761300895519875
84,84,84,03-25,5.86425178347108,0.14580437126851892,0.3579683813893985
85,85,85,03-26,6.9110228583418,1.571314498693887,0.52539644029284
86,86,86,03-27,5.639925495161178,-0.15968687080941402,0.6608372070411099
87,87,87,03-28,6.962819777520701,1.6418523981749875,0.7164267319691676
88,88,88,03-29,6.12962839087712,0.5071986154549252,0.7535872324553629
89,89,89,03-30,6.191955997587179,0.5920773790320973,0.5032648469880412
90,90,90,03-31,6.027976486459718,0.3687673741856909,0.5526547366455049
91,91,91,04-01,5.808132486150253,0.06938018588995748,0.20272096824375727
92,92,92,04-02,5.857531418359487,0.13665246713536822,0.07160257419445433
93,93,93,04-03,5.421053613242208,-0.4577502122354986,-0.06782417378827628
94,94,94,04-04,5.551936491112639,-0.2795117488408925,0.009674265817773956
95,95,95,04-05,5.577658488041413,-0.2444831088642861,-0.01813212549684813
96,96,96,04-06,6.369425305516847,0.8337580118219923,-0.019034281140604167
97,97,97,04-07,5.6856208649501125,-0.09745816199777506,-0.2204939576593556
98,98,98,04-08,5.853556628922021,0.13123953327283194,0.06020728152308996
99,99,99,04-09,4.533446469348319,-1.6665082713480068,0.1768002887243202
100,100,100,04-10,6.788672444945145,1.4046956862537807,0.06799016596943258
101,101,101,04-11,6.091353277530719,0.4550749343430953,0.11557050501705295
102,102,102,04-12,5.890020970345984,0.1808972752926664,0.06367165576876559
103,103,103,04-13,5.895254125448427,0.1880238722879473,0.2965296984139668
104,104,104,04-14,5.6248965310370505,-0.1801535622168923,0.18405430020534794
105,105,105,04-15,5.559391044146594,-0.2693600154768001,-0.01589625461597825
106,106,106,04-16,6.29311934624359,0.7298432970020677,-0.0005820869198551412
107,107,107,04-17,5.210395142623574,-0.7446283945848617,-0.14064203214385226
108,108,108,04-18,5.9574933543225495,0.272782281469405,-0.1614238251846609
109,109,109,04-19,5.278166824890613,-0.6523357990560353,-0.22589183102355626
110,110,110,04-20,5.533334446332577,-0.3048443204617442,-0.2521845617112385
111,111,111,04-21,5.275352751600886,-0.6561680505101724,-0.21513251517363
112,112,112,04-22,6.177276732008614,0.5720869128759744,-0.16220012620976892
113,113,113,04-23,5.373642010537656,-0.5223161153592111,-0.006320184307673153
114,114,114,04-24,6.1907071040890935,0.5903766152525715,-0.05017004159365252
115,115,115,04-25,5.964955131180713,0.2829438523565393,0.265653089548028
116,116,116,04-26,5.340137240527771,-0.5679434641776203,-0.0654417421295377
117,117,117,04-27,6.666831544044,1.2387707363399107,0.2186172837951549
118,118,118,04-28,4.718512660797577,-1.4144820771894198,0.3031090197411148
119,119,119,04-29,6.6251719695606415,1.1820380401889448,0.28042494021312153
120,120,120,04-30,6.5629675470797775,1.0973270309283305,0.3602978031531408
121,121,121,05-01,5.865011800636202,0.14683937518857995,0.18167022285632728
122,122,122,05-02,5.692047483678688,-0.08870628653750473,0.5621961770125625
123,123,123,05-03,5.879819874474614,0.16700525455902998,0.16629965376439926
124,124,124,05-04,6.395064322066008,0.8686736477479917,-0.009191196791488276
125,125,125,05-05,4.880899426538288,-1.1933410993000348,0.04809045970522965
126,126,126,05-06,5.789775932097102,0.04438192759300552,0.25286694161799744
127,127,127,05-07,6.1173879009017575,0.4905293141688874,0.2835279523491301
128,128,128,05-08,6.594268073863704,1.1399526049391018,0.26415396776242817
129,129,129,05-09,6.014908606047294,0.3509713189458263,0.4247539033958758
130,130,130,05-10,6.309704872363692,0.7524297402277796,0.5543231019814255
131,131,131,05-11,5.5884834584419565,-0.2297414854993491,0.3864925390518783
132,132,132,05-12,6.3606422626723695,0.8217971191063035,0.11344753227665652
133,133,133,05-13,5.377946593369757,-0.5164540634083961,0.07742097182656017
134,134,134,05-14,5.391264560673388,-0.4983174357122289,0.16263975926542204
135,135,135,05-15,5.856179906696613,0.13481195624524814,0.4372685938042755
136,136,136,05-16,6.685168616929313,1.2637424648609508,0.4843070241043834
137,137,137,05-17,6.798465126576178,1.4180315217337718,0.5832109481105414
138,138,138,05-18,6.567887938300387,1.1040277009069508,0.8088380033341046
139,139,139,05-19,5.81370540636891,0.07696948062855273,1.4738060293431978
140,140,140,05-20,6.385350273173455,0.8554448956291503,1.4746782139068983
141,141,141,05-21,8.785949181352185,4.124620112299806,1.2977268543013336
142,142,142,05-22,6.6890113573869145,1.2689755722431535,1.3197036950823582
143,143,143,05-23,6.018838684095432,0.3563233641003841,1.4070363617912949
144,144,144,05-24,6.664715259849474,1.2358887455930976,1.3330406474863656
145,145,145,05-25,6.198482649168372,0.6009654808821756,0.7099158858758581
146,146,146,05-26,6.059334041193288,0.4114706097995727,0.4730363848803134
147,147,147,05-27,6.040536305186947,0.3858715426367597,0.25529597331803816
148,148,148,05-28,5.645348719985157,-0.1523014337301144,0.14386065647245266
149,149,149,05-29,5.059500576555672,-0.9501191052732674,-0.007038783171201102
150,150,150,05-30,6.173744634742694,0.5672768445195844,0.019240007861388568
151,151,151,05-31,5.533637837780892,-0.3044311569797469,-0.010808507583622349
152,152,152,06-01,6.175115238981769,0.5691433559951108,0.08550459270554704
153,153,153,06-02,5.908146154297794,0.2055804499666941,0.4351823645064592
154,154,154,06-03,6.069692674787839,0.42557716800490186,0.6537978018961402
155,155,155,06-04,6.600138850550407,1.1479475255322056,0.8533508358324967
156,156,156,06-05,7.136938001006771,1.8789694688576704,0.8930248086008777
157,157,157,06-06,6.412844543402319,0.8928870466383917,1.2940504309396357
158,158,158,06-07,6.349913999033332,0.8071871926053976,1.4463544686946823
159,159,159,06-08,7.675016892022043,2.611734183999243,1.2774683339380648
160,160,160,06-09,6.7407259767929695,1.3394013945351797,1.4364458314822246
161,161,161,06-10,5.856046820299149,0.13463071699250134,1.5319810367497535
162,162,162,06-11,7.83737376550794,2.832834454122632,1.4395101234001262
163,163,163,06-12,6.833761186147624,1.4660982782435663,1.3051497448236529
164,164,164,06-13,5.942498258524673,0.25236171250763023,1.3150782301267292
165,165,165,06-14,7.083041197721427,1.805571912540404,1.4965713784324377
166,166,166,06-15,6.784469690847013,1.3989723063536377,1.2757034723770129
167,167,167,06-16,6.655683838424437,1.2235896068267516,1.0295511168222848
168,168,168,06-17,6.864256292774223,1.507627017790082,0.965216596136691
169,169,169,06-18,5.749243465022677,-0.010815855084801386,0.8874007390886853
170,170,170,06-19,5.659048085535799,-0.13364541160593302,0.8156490643576553
171,171,171,06-20,6.740193875529848,1.3386767702523703,0.7931918533128043
172,172,172,06-21,6.468340427769967,0.9684622579674566,0.5589136900269943
173,173,173,06-22,6.55674006317477,1.0888463405576465,0.7075486448691355
174,174,174,06-23,5.832054836958478,0.10195803807522157,0.6426400152294057
175,175,175,06-24,6.404111228289191,0.8809938739680458,0.3519258567168573
176,176,176,06-25,5.373068457432781,-0.5230971894443115,0.3920060150395543
177,177,177,06-26,5.459342201458881,-0.4056081808229203,0.16552446885602645
178,178,178,06-27,6.6449287925999485,1.2089432079036384,0.2747802319032809
179,179,179,06-28,5.558889566110549,-0.2700429365435204,0.16051877734718753
180,180,180,06-29,6.313422609745978,0.7574926163587483,0.19025428107168832
181,181,181,06-30,5.900688979786496,0.19542514663148589,0.2774635833038886
182,182,182,07-01,5.504079516267147,-0.3446841670973068,0.03619057257862834
183,183,183,07-02,5.8435759151871824,0.11764763257028135,-0.08457462547214795
184,184,184,07-03,5.581908878892331,-0.2386948564479232,-0.3059506602750354
185,185,185,07-04,5.026812604725911,-0.994634124848178,-0.23041274453085425
186,186,186,07-05,5.338066382765953,-0.5707635924585767,-0.2393993331242473
187,187,187,07-06,6.233499966123753,0.6486526410965731,-0.30759116103407386
188,188,188,07-07,5.464485686015023,-0.3986036986576654,-0.2714275915081483
189,189,189,07-08,5.543130909745556,-0.2915033348886779,0.02077235663942784
190,190,190,07-09,5.741241223779359,-0.02171343929237007,0.1197672849393092
191,191,191,07-10,6.3142104895183655,0.7585655640372788,0.022633487940603842
192,192,192,07-11,5.774226149755648,0.023205977340711538,0.32938658616391964
193,193,193,07-12,5.805540120166365,0.0658498591043409,0.4189088129225795
194,194,194,07-13,6.816003002530005,1.4419148906822294,0.20800028232838616
195,195,195,07-14,5.937555091206401,0.24563002566328115,-0.1847415383395604
196,196,196,07-15,4.812003563427291,-1.28716462285753,-0.4476887476278788
197,197,197,07-16,4.583837187254499,-1.5978853599704002,-0.3285445473614547
198,198,198,07-17,4.6157123197706715,-1.5544772783891991,-0.7989422818112422
199,199,199,07-18,6.330475159959098,0.7807150607028849,-0.8942680277245056
200,200,200,07-19,4.743487068899637,-1.3804715160164949,-0.2929769833315893
201,201,201,07-20,5.517561301224559,-0.32632444981629954,-0.3556697327628813
202,202,202,07-21,7.4612197032779575,2.320581643499968,0.05863283393029165
203,203,203,07-22,4.307620461271695,-1.974041856558152,-0.19023428124443784
204,204,204,07-23,6.441079680053347,0.9313381217698384,0.12530898415876265
205,205,205,07-24,5.233996533930963,-0.7124876303454921,-0.09919286687208596
206,206,206,07-25,6.133732806504687,0.5127880764027078,-0.5270508356980547
207,207,207,07-26,4.528433103285477,-1.6733355560013907,-0.2523340413923995
208,208,208,07-27,5.5761288689019235,-0.24656616945584425,-0.4364529141788888
209,209,209,07-28,5.517989669576423,-0.325741090724221,-0.31900843253878536
210,210,210,07-29,5.629874035157124,-0.17337511494909724,-0.6494068484234328
211,211,211,07-30,5.751442817554712,-0.007820740504871523,-0.6321699685116687
212,212,212,07-31,4.678037059653128,-1.4696024189051766,-0.4931402652621926
213,213,213,08-01,4.6043767264089785,-1.5699142765308067,-0.3728118051870644
214,214,214,08-02,6.1886770470292545,0.5876120500410129,-0.4297677232711734
215,215,215,08-03,6.0481424158829205,0.3962296697265485,-0.4242408760975612
216,216,216,08-04,5.378933099223549,-0.5151106234537517,-0.30781775636950226
217,217,217,08-05,5.7757934425496416,0.025340342536801768,-0.17320194879275388
218,218,218,08-06,5.190983345335365,-0.7710637005368229,-0.3292916455136745
219,219,219,08-07,5.197477810213439,-0.7622194310703165,-0.4040462197615333
220,220,220,08-08,5.500964586194323,-0.34892613028451064,-0.535635562728033
221,221,221,08-09,5.718782738116487,-0.052297775760604466,-0.6954259427925086
222,222,222,08-10,4.799166255080441,-1.3046466812527502,-0.4463032644951497
223,223,223,08-11,5.07177621527316,-0.9334019378500514,-0.17607890187978906
224,224,224,08-12,6.288587951794332,0.7236723692473298,0.09934682101234
225,225,225,08-13,6.388053903932332,0.8591267446218475,0.007355984210834814
226,226,226,08-14,6.7144572487244245,1.303628207068264,0.2603781616891241
227,227,227,08-15,5.313482157232287,-0.6042427965696356,0.17388419567191912
228,228,228,08-16,5.913951586687054,0.21348638361698552,-0.025355012617526502
229,229,229,08-17,4.690694187012082,-1.4523657339532814,-0.3918164114802545
230,230,230,08-18,5.410763924289682,-0.4717628804893439,-0.5541671282026982
231,231,231,08-19,4.773468984445331,-1.3396416485545206,-0.17931144695935505
232,232,232,08-20,5.999159485572694,0.32952390673360216,-0.3032432606613269
233,233,233,08-21,6.965051276920778,1.6448912908904234,0.16025004001744747
234,234,234,08-22,5.367922896983692,-0.5301044985948461,0.4562323564533946
235,235,235,08-23,6.732790014517031,1.328594070119365,0.7590833029303141
236,236,236,08-24,6.714826469581992,1.3041310181263392,1.01362647444481
237,237,237,08-25,6.107793888927739,0.4774640303069961,1.0015376226769053
238,238,238,08-26,7.120646134265118,1.8567829358205776,1.4539827217619032
239,239,239,08-27,6.911789247634893,1.5723581802829942,1.190143689540645
240,240,240,08-28,7.361341674910912,2.184566095915142,1.0211606128613009
241,241,241,08-29,5.5703469197777125,-0.2544401232081847,0.9695457154960292
242,242,242,08-30,5.970307324859776,0.29023255805027376,0.6786355860968609
243,243,243,08-31,5.8803848489430015,0.16777464611536685,0.5209118616162276
244,244,244,09-01,5.838931035999467,0.11132215942556856,0.027536477443307856
245,245,245,09-02,6.216877456701231,0.626015833399194,-0.06955476917619609
246,246,246,09-03,5.187588975707533,-0.7756862091223766,-0.005637244287227024
247,247,247,09-04,5.142574545681732,-0.8369876029252084,0.360012682958327
248,248,248,09-05,6.251920264440685,0.6737377073840881,0.21860590123760504
249,249,249,09-06,7.491394521924512,2.361674209588691,0.3171244711487741
250,250,250,09-07,5.215909735562335,-0.7371185308987634,0.13118759747162825
251,251,251,09-08,6.6509384458303575,1.2171272528662087,0.13298019896946942
252,252,252,09-09,4.368373437188741,-1.891307451185252,-0.028710059203525817
253,253,253,09-10,5.1504725326294585,-0.8262319939381612,-0.1934597977329152
254,254,254,09-11,5.539532402351371,-0.2964038416538833,-0.13591091129187075
255,255,255,09-12,6.7655269567607945,1.3731757784123548,-0.3150871975798559
256,256,256,09-13,5.46946321887419,-0.3918252122524969,0.016799393480725268
257,257,257,09-14,5.861509243551312,0.1420695351382977,0.11166343725302548
258,258,258,09-15,5.830625905168568,0.10001209517823532,0.20027564879654994
259,259,259,09-16,5.568432118418424,-0.2570477313043599,-0.03608328664864702
260,260,260,09-17,5.929947166047014,0.2352694276072635,0.3816750048212663
261,261,261,09-18,5.724157868665468,-0.04497783425882705,0.7119352649791028
262,262,262,09-19,7.3100560875671325,2.114724536566983,1.0274845424335894
263,263,263,09-20,7.3165962928599875,2.123631096085316,1.1810949071764112
264,264,264,09-21,7.220898131149672,1.993307759905155,1.2492466974051355
265,265,265,09-22,6.245220940270741,0.6646144571525706,0.9806047444277902
266,266,266,09-23,6.230215770273343,0.6441801689796082,0.5724086912649817
267,267,267,09-24,4.540553681799301,-1.6568295521228982,-0.002020067417469148
268,268,268,09-25,5.5115932926421385,-0.33445178240986817,-0.3322485074398236
269,269,269,09-26,4.7857321582837296,-1.322941456009389,-0.5685614315986468
270,270,270,09-27,5.765951277537036,0.011937119771028277,-0.6362465553638118
271,271,271,09-28,5.204054572378241,-0.7532630878003683,-0.5503423805742529
272,272,272,09-29,5.932003242449143,0.2380694263886176,-0.6243192519159103
273,273,273,09-30,4.919037160732241,-1.1414045033855444,-0.5330442688014874
274,274,274,10-01,5.185660080495525,-0.7783130104598126,-0.658824210324617
275,275,275,10-02,5.1878787737808265,-0.7752915573228509,-0.5666940712570878
276,276,276,10-03,5.2117799585728966,-0.7427425293677496,-0.5529275096891236
277,277,277,10-04,5.609968902319424,-0.2004822533951932,-0.4519312920514465
278,278,278,10-05,5.992657059658279,0.32066879579640256,-0.2412752504540439
279,279,279,10-06,5.364014368233716,-0.5354271975594813,-0.1929313760038041
280,280,280,10-07,6.113785304646072,0.4856232391246031,-0.36739509995730896
281,281,281,10-08,5.400876079579381,-0.4852283106214124,-0.19151620766750774
282,282,282,10-09,4.44311374006515,-1.7895248730887785,-0.4034146490326045
283,283,283,10-10,6.384870182586499,0.8547911003436138,-0.4608961091603835
284,284,284,10-11,5.059057971315982,-0.950721852394178,-0.5014921412894667
285,285,285,10-12,5.110757957161699,-0.8803159583261554,-0.5496710266285344
286,286,286,10-13,5.9349240617701735,0.2420470463501037,-0.2844018779921724
287,287,287,10-14,5.188605695993112,-0.7743016226558178,-0.6638112844121792
288,288,288,10-15,5.611857756004088,-0.19790998127060627,-0.530666400652482
289,289,289,10-16,4.713237896571225,-1.4216653381764273,-0.4529406910366221
290,290,290,10-17,5.645678341407902,-0.15185254983599505,-0.2546841002101456
291,291,291,10-18,5.453208100591954,-0.4139617006309955,-0.29637059390911186
292,292,292,10-19,6.808418794723593,1.431586591308963,0.010760335933569893
293,293,293,10-20,5.004940010380607,-1.0244205848496155,0.1747257682824577
294,294,294,10-21,6.965039753264782,1.644875597785484,0.20231918944104849
295,295,295,10-22,5.435649902881464,-0.4378727440831004,0.10722782290208528
296,296,296,10-23,5.767251641673568,0.013707977115549585,0.16655159198876288
297,297,297,10-24,5.034246957989504,-0.9845098998647746,0.31055071197195944
298,298,298,10-25,7.06979219784799,1.7875292058290286,0.11924506937329953
299,299,299,10-26,5.639382841919758,-0.16042586495043634,0.3633151584468293
300,300,300,10-27,6.122170063548107,0.4970417421935245,0.24179251260589965
301,301,301,10-28,6.5109934079243645,1.026547790358078,0.411889142849224
302,302,302,10-29,5.231837456278226,-0.7154278979300281,0.09184089793706662
303,303,303,10-30,5.783672286001482,0.036069881595171084,0.10967117985433802
304,304,304,10-31,5.659698061474796,-0.1327602636439153,0.0440433654075374
305,305,305,11-01,5.717940923025083,-0.053444173446807984,0.07176393929661617
306,306,306,11-02,5.833021793543312,0.10327485551272086,-0.006714225155491138
307,307,307,11-03,6.633126927852333,1.1928712336925509,0.06876013600969483
308,308,308,11-04,4.886072087192637,-1.186296884642672,0.3011172527395257
309,309,309,11-05,6.116203258495183,0.4889160485862869,0.3013196698042318
310,310,310,11-06,6.683435616840062,1.2613824367350697,0.3095873843867672
311,311,311,11-07,5.718832748306369,-0.05222967105857145,0.189416087681314
312,312,312,11-08,5.869448351224451,0.15288114300793326,0.3493751434515609
313,313,313,11-09,6.103666624480781,0.4718434534598314,0.06768027591811697
314,314,314,11-10,5.590832479374528,-0.2265425500211906,-0.0851454663683255
315,315,315,11-11,4.875089497460947,-1.2012531566143767,-0.17265603620734285
316,316,316,11-12,6.010103747314764,0.3444279830164147,-0.14246045718268016
317,317,317,11-13,5.333271685678001,-0.5772930900926756,-0.28924023078447525
318,318,318,11-14,6.0024864465864685,0.3340546171559093,-0.24129833396503586
319,319,319,11-15,5.4569725669930325,-0.4088351881509391,-0.30327509589797674
320,320,320,11-16,5.80205872000039,0.061108830895445776,-0.2139223215030905
321,321,321,11-17,4.602027326421628,-1.5731137282120218,0.1885149637688611
322,322,322,11-18,6.4037813420082985,0.8805446293857316,0.20757441957634096
323,323,323,11-19,7.106362040776429,1.8373306215390344,0.3418511078546269
324,324,324,11-20,6.086460120255475,0.4484113520007885,0.41427310823340696
325,325,325,11-21,6.048579531889184,0.3968249415187761,0.7298847063012378
326,326,326,11-22,6.12114135739015,0.4956408331681262,0.5879364366225136
327,327,327,11-23,5.9925741295418,0.32055586019496385,0.3765595123398118
328,328,328,11-24,5.778374310648927,0.028855011313386095,0.5135475790861115
329,329,329,11-25,6.1750606940765085,0.5690690758428234,0.4116624356316328
330,330,330,11-26,6.690013093105161,1.2703397524785869,0.4578642821158517
331,331,331,11-27,5.599685823979198,-0.21448591920809665,0.5181928827760763
332,332,332,11-28,6.324701145180559,0.7728519120734398,0.7855304914034839
333,333,333,11-29,6.258374699921218,0.6825274641563114,0.8549292996758737
334,334,334,11-30,6.956231712932153,1.6328806630778314,0.5325998631151662
335,335,335,12-01,6.480823510063964,0.9854619254771624,0.7736500368767235
336,336,336,12-02,5.269868300249075,-0.6636368668856585,0.6555105064209039
337,337,337,12-03,6.661723944782528,1.231815123361247,0.6221151613334289
338,338,338,12-04,5.804192559934743,0.06401472933852267,0.4384597758594466
339,339,339,12-05,6.1112388195075225,0.4821553936314612,0.250881084304138
340,340,340,12-06,6.14706813748027,0.530948350233938,0.2216736133600489
341,341,341,12-07,5.654374319119973,-0.1400102238546893,-0.13176726211705375
342,342,342,12-08,5.141183690440156,-0.8388816925501931,-0.25708064845591555
343,343,343,12-09,5.104505887855949,-0.8888301295013686,-0.4673766826806635
344,344,344,12-10,5.252076827089536,-0.6878655886946479,-0.5183185482466497
345,345,345,12-11,5.184699744611974,-0.7796208117170265,-0.621907147509957
346,346,346,12-12,5.922624394786964,0.22529715683802104,-0.3018896108543383
347,347,347,12-13,5.197975389463622,-0.7615418194345329,-0.027551266593555567
348,348,348,12-14,6.551142529922424,1.0812235273835191,0.15029884344431585
349,349,349,12-15,6.3132076907064425,0.7571999360633277,0.2763689754923633
350,350,350,12-16,6.035663056054993,0.3792350715325806,0.3152023718021357
351,351,351,12-17,5.740149608183445,-0.023200019428741968,0.3987284372511235
352,352,352,12-18,6.093719675896523,0.4582975346966554,0.1796115803700361
353,353,353,12-19,5.5659812042002965,-0.26038542674060583,-0.11616133253748345
354,354,354,12-20,5.585739969588592,-0.2334776139030049,-0.1721886088608937
355,355,355,12-21,5.010067752215655,-1.0174375413817895,-0.09436515719245088
356,356,356,12-22,5.7888136042097385,0.043071413592119086,0.007264695913371209
357,357,357,12-23,6.083030391360722,0.44374069058191495,0.0964563865669026
358,358,358,12-24,6.541488605185049,1.068076653331588,0.0845766215502015
359,359,359,12-25,5.9589490832720164,0.2747647171805825,0.10025350836119552
360,360,360,12-26,5.53339915142182,-0.30475620400321163,-0.24800377245849706
361,361,361,12-27,5.0791382330578045,-0.9233762205158256,-0.41785446106519264
362,362,362,12-28,4.254433842908733,-2.0464722713260364,-0.8012272388946574
363,363,363,12-29,5.3346886526675865,-0.5753634410582587,
364,364,364,12-30,4.852394180652877,-1.2321600136452004,
365,365,365,12-31,,,
