,unnamed: 0,unnamed: 0,mth_day,ridley scott,ridley scott_norm,ridley scott_ravg
270,270,270,09-27,0.9920501562694364,0.4224090462801657,0.12918426194075294
271,271,271,09-28,1.1712423969543675,1.1906644271786404,0.049393128058917685
272,272,272,09-29,0.7772245421079009,-0.4986181890709777,0.1864478053877894
273,273,273,09-30,1.1800720329669503,1.2285199467709689,0.390618407021248
274,274,274,10-01,0.8649719137590821,-0.1224166851830528,0.33076874707981274
275,275,275,10-02,0.9222497219271676,0.12315189615174513,0.014643269547969387
276,276,276,10-03,0.9082921122456284,0.06331108663155427,0.5119453484260175
277,277,277,10-04,0.7288330049867434,-0.7060884380124198,0.3846830934298458
278,278,278,10-05,1.4731858801766151,2.485194284197311,0.7267582657930957
279,279,279,10-06,1.0019718137348144,0.4649464167939394,0.7708599926719595
280,280,280,10-07,1.3436972293964509,1.9300343489964464,1.1365596955538166
281,281,281,10-08,0.9839689428059564,0.38776225742492815,1.4540015355547249
282,282,282,10-09,1.4200793445113549,2.2575093039226966,1.1146067713734482
283,283,283,10-10,1.1730846120269858,1.198562601993027,1.1277638582733955
284,284,284,10-11,0.998211726145297,0.44882569910965386,0.9601336261002574
285,285,285,10-12,1.0203848149927863,0.5438889381936224,0.9947885597550812
286,286,286,10-13,1.1091030749799051,0.9242529559576184,1.209079283387564
287,287,287,10-14,1.0324676220222322,0.5956918593538695,1.2419158974402809
288,288,288,10-15,1.7199736443530986,3.5432536457175954,1.2561496372076952
289,289,289,10-16,1.2190386002052231,1.3955822863093268,1.3687666696381795
290,290,290,10-17,1.0181314751167885,0.5342281377141402,1.7876884664783732
291,291,291,10-18,1.1779894257687409,1.2195911327765292,1.4646116732663457
292,292,292,10-19,1.6953732448790892,3.43778373699878,1.1810676208133275
293,293,293,10-20,0.5803300443751241,-1.3427688999182938,1.027190193446773
294,294,294,10-21,1.3231611102252852,1.841989330999486,0.8128672028112249
295,295,295,10-22,1.0036911387785423,0.4723177221100002,1.0769092821693638
296,296,296,10-23,0.7181920184426437,-0.7517098060991483,0.7832620969009539
297,297,297,10-24,1.5475094552669468,2.8038436089253613,1.221606147113086
298,298,298,10-25,1.2844216388842342,1.6759006253883202,0.9110900230336896
299,299,299,10-26,1.1937811532230052,1.2872954013544995,0.9432583253743092
300,300,300,10-27,0.8886018626674184,-0.02110741347689266,0.9252916500574948
301,301,301,10-28,1.0487098420803374,0.6653275361537182,0.8291892916834229
302,302,302,10-29,0.6930481231620396,-0.8595098580000354,0.7358066815174858
303,303,303,10-30,1.4130167017347832,2.227229458680931,0.5875174504689898
304,304,304,10-31,1.1537351023025677,1.1156049643926975,0.6060499489966709
305,305,305,11-01,0.9862542273462278,0.39756001506352295,0.5581124611338208
306,306,306,11-02,0.9145376128299352,0.09008757768919336,0.6984544747259319
307,307,307,11-03,0.98162257336843,0.3777026089766185,0.33311937981761536
308,308,308,11-04,0.8894531246998979,-0.017457776447368883,-0.01738306512031255
309,309,309,11-05,0.9017397288544754,0.03521888923103173,-0.014638128721318968
310,310,310,11-06,0.6632160376614251,-0.9874097052348698,-0.1069536765210843
311,311,311,11-07,0.9900956945153718,0.4140296334574845,-0.0949285646221406
312,312,312,11-08,0.7853444023044142,-0.4638057091093986,-0.01097169310752779
313,313,313,11-09,0.9984514050244246,0.4498532803702806,-0.1191389628062254
314,314,314,11-10,1.0069485849465096,0.486283452640308,0.06854511197779434
315,315,315,11-11,0.7503624454041768,-0.6137847289611539,-0.08109969837188195
316,316,316,11-12,0.9258750237560854,0.13869474346924854,0.3095101977022263
317,317,317,11-13,0.7806716706283949,-0.4838392286405733,0.3901100721718844
318,318,318,11-14,1.3319928027050938,1.879853667335251,0.3501668469366763
319,319,319,11-15,1.1112488351309444,0.9334525271882292,0.3770361970805598
320,320,320,11-16,0.951049079068328,0.2466241012290595,0.3139396542385736
321,321,321,11-17,0.7879654027884746,-0.4525686280978531,0.5509842713349021
322,322,322,11-18,0.8375730514762003,-0.23988451358266874,0.1961477621738756
323,323,323,11-19,1.112409453161982,0.9384284739373984,-0.0016939747219020251
324,324,324,11-20,0.8354083277950283,-0.24916538763090884,-0.13390961450209485
325,325,325,11-21,0.8343744648358041,-0.2535978941864361,-0.1357801379714291
326,326,326,11-22,0.7660167265339659,-0.5466697374520973,0.1410084069530115
327,327,327,11-23,0.7853476537946562,-0.4637917689138586,0.03218363376848273
328,328,328,11-24,1.2249314283450512,1.4208467559639752,0.4703681610583674
329,329,329,11-25,0.9601120106670716,0.28547983483022576,0.6749790470881815
330,330,330,11-26,1.4486361884580825,2.379941776108399,0.5817080141871876
331,331,331,11-27,1.1207220834622993,0.9740674219924488,0.7883298305310515
332,332,332,11-28,0.6354863394354935,-1.1062959348580608,0.9004970896934484
333,333,333,11-29,1.0745095171459804,0.7759391291493253,0.8951693691531221
334,334,334,11-30,1.3819065931187045,2.093850310938356,0.4250564622141955
335,335,335,12-01,0.9526560042002036,0.253513511588268,0.15889352207802598
336,336,336,12-02,0.7907253900662233,-0.4407356655251601,0.2908385388583104
337,337,337,12-03,0.7482339644112282,-0.6229102188245685,0.03734966207085538
338,338,338,12-04,0.8201399621130381,-0.3146258341763544,-0.4154986491070568
339,339,339,12-05,0.7197584204432557,-0.7449941315754048,-0.59912454957667
340,340,340,12-06,0.7481571479111289,-0.6232395561291167,-0.6164891937195451
341,341,341,12-07,0.6956763276156551,-0.8482418912294113,-0.6919918598059027
342,342,342,12-08,0.7664240217710668,-0.5449235303824107,-0.5550132477746813
343,343,343,12-09,0.6425699449971798,-1.075926215342714,-0.4415972894877353
344,344,344,12-10,1.0118379705571612,0.5072458380109739,-0.16096708136647314
345,345,345,12-11,0.8784811071969642,-0.06449838185372844,-0.1934923508417353
346,346,346,12-12,1.140891832606605,1.060541692598456,-0.17194853039212268
347,347,347,12-13,0.6501580580839487,-1.0433935080809842,0.0123415253306313
348,348,348,12-14,0.7965740387206267,-0.4156606076847351,-0.10882506922002544
349,349,349,12-15,0.9004790896018582,0.02981411899380992,-0.03833752804059108
350,350,350,12-16,0.8422684697359436,-0.21975372929296666,-0.015085461066499162
351,351,351,12-17,0.9771265896109692,0.3584268652228778,0.1079006326961634
352,352,352,12-18,1.1734324961820752,1.2000540944430074,0.1944974982580548
353,353,353,12-19,0.8222739007766087,-0.3054769455050088,0.09228722507478472
354,354,354,12-20,0.9177641020418577,0.10392058568661322,-0.03053406566582247
355,355,355,12-21,0.757438467995204,-0.5834475201058104,-0.34056250125895066
356,356,356,12-22,0.6703832645905993,-0.9566814737366098,-0.7656605480718349
357,357,357,12-23,0.5432498494181022,-1.5017437483358915,-0.7816009589547487
358,358,358,12-24,0.5785188249226344,-1.350534186434298,-0.8855791078272883
359,359,359,12-25,0.7999657099231408,-0.4011194108024923,-0.8801863626796651
360,360,360,12-26,0.7722493843425047,-0.5199483075486241,-0.9082503124709967
361,361,361,12-27,0.7649854747104602,-0.5510910492200702,-0.9044338293226534
362,362,362,12-28,0.6311084960387908,-1.1250651724846008,-0.5918003654624494
363,363,363,12-29,0.5485909184211321,-1.4788448494458304,
364,364,364,12-30,1.016041234489237,0.5252665967269261,
365,365,365,12-31,,,
