,unnamed: 0,unnamed: 0,mth_day,steven spielberg,steven spielberg_norm,steven spielberg_ravg
257,257,257,09-14,1.9832717037805383,0.2782821183372515,-0.5382321471994413
258,258,258,09-15,1.5134047606177818,-0.8892018612314483,-0.4155320603761972
259,259,259,09-16,1.6854902677068215,-0.4616189559730596,-0.3511768707854693
260,260,260,09-17,1.9382111942516649,0.1663197346205912,-0.10251421921433844
261,261,261,09-18,2.1057584740572897,0.5826264525963332,0.3005970559511116
262,262,262,09-19,1.7539594343503988,-0.2914928036357011,0.3803343856142682
263,263,263,09-20,2.9566914642113584,2.696949769329952,0.7424327011470478
264,264,264,09-21,1.7059518242201244,-0.4107778832525088,0.7424215671954806
265,265,265,09-22,2.559873291137896,1.710970937223618,0.5800960957109034
266,266,266,09-23,1.9381843083540609,0.16625293091118842,0.6257510065287042
267,267,267,09-24,1.7137803000419776,-0.39132637631113054,0.06498911984141054
268,268,268,09-25,1.8642054013790164,-0.017563338728895823,0.06174714846027335
269,269,269,09-26,1.6025822268206589,-0.6676215507938102,-0.3157229351820956
270,270,270,09-27,1.6981232190692144,-0.4302297115393319,-0.4307678880500451
271,271,271,09-28,1.6483710310283308,-0.5538495646305954,-0.3138631563703191
272,272,272,09-29,1.6603775652568074,-0.5240167862965084,-0.21331980095757186
273,273,273,09-30,1.9960779754374427,0.3101020137672258,0.007031972045214292
274,274,274,10-01,2.106994167083021,0.5856967937475874,0.1281438231490744
275,275,275,10-02,2.134680392516577,0.6544890872229067,0.18976204810028272
276,276,276,10-03,1.9905801071541869,0.29644139508382883,0.6225670646043964
277,277,277,10-04,1.7971646804879242,-0.1841402149233456,0.6138610340327121
278,278,278,10-05,2.7055007891253924,2.0728133127281736,0.7147291761511863
279,279,279,10-06,1.975054941065819,0.25786583033711985,0.4934521227584182
280,280,280,10-07,2.3505672169704703,1.1909056464584329,0.20339110725674728
281,281,281,10-08,1.6003478903705608,-0.673173233133702,0.1746049836703102
282,282,282,10-09,1.2901503707146131,-1.4439246979261964,-0.06779529330432084
283,283,283,10-10,1.7276529023474072,-0.3568569564419681,-0.22959241258012875
284,284,284,10-11,2.1201606260546244,0.6184116508803874,-0.27716334363219464
285,285,285,10-12,1.5843526144707316,-0.7129168853177277,-0.26539653806630953
286,286,286,10-13,2.2356945077187445,0.9054800601460375,0.08313811851001594
287,287,287,10-14,1.6287619828572542,-0.6025723997383915,-0.02126157339186632
288,288,288,10-15,2.1317803195844807,0.6472832415317565,0.033476267803940564
289,289,289,10-16,1.47555198297106,-0.9832551078532616,-0.10499043438076196
290,290,290,10-17,2.252339752628183,0.9468386980552288,-0.31024678995637434
291,291,291,10-18,1.2499878066072994,-1.5437170984259432,0.0028085909075648194
292,292,292,10-19,1.7400482562232706,-0.3260580733076365,-0.06012798154598883
293,293,293,10-20,2.384717751440214,1.2757598854452434,-0.08456975950904026
294,294,294,10-21,1.979803168226136,0.2696638068104347,-0.2189131947424833
295,295,295,10-22,1.416530786802504,-1.1299057756315702,-0.08254132950276928
296,296,296,10-23,1.92793167327908,0.14077808665457034,0.3102611835149328
297,297,297,10-24,1.5792940715751118,-0.7254859069876587,0.3091276558081491
298,298,298,10-25,2.6885747591383327,2.030757004798576,0.414282518063194
299,299,299,10-26,2.3819805462644807,1.2689587192045415,0.6246095189298012
300,300,300,10-27,2.2337276479679384,0.9005929803407041,0.5638595838581412
301,301,301,10-28,1.924421464659816,0.13205622956807306,0.7035738036850402
302,302,302,10-29,1.78123474147192,-0.22372152377538976,0.5341362265798051
303,303,303,10-30,1.9166713437361544,0.1127994119737344,0.3198683801051902
304,304,304,10-31,2.2794225079489747,1.0141315421671648,0.214034479432988
305,305,305,11-01,1.864573644912634,-0.016648359643147616,0.2216151501785081
306,306,306,11-02,1.97816344873905,0.2655895763074905,0.06743934362246644
307,307,307,11-03,1.942727017383392,0.1775402540411937,0.12449393870680625
308,308,308,11-04,1.4089361084941805,-1.1487763631116399,-0.01863347891859129
309,309,309,11-05,2.05444489089303,0.4551269824797735,-0.2086964158100368
310,310,310,11-06,1.9338031587536104,0.15536703641477945,-0.13325800062478724
311,311,311,11-07,1.4056159578082126,-1.1570259809918206,-0.186394615003825
312,312,312,11-08,2.1603296359953283,0.7182200674189876,-0.0682181215559251
313,313,313,11-09,1.8144144803110451,-0.14127943223303285,-0.29861866588261377
314,314,314,11-10,1.6943047920999534,-0.4397174024242406,-0.4509759286773399
315,315,315,11-11,1.498081284914593,-0.9272762834803584,-0.15089789969629586
316,316,316,11-12,1.5658958850395033,-0.7587765403535773,-0.1382332937429863
317,317,317,11-13,2.130234446738825,0.6434421928944439,-0.09384279505992622
318,318,318,11-14,2.190911707131794,0.7942077031388447,-0.08467590954221361
319,319,319,11-15,1.9216071867808249,0.12506355986532758,-0.19801799232909434
320,320,320,11-16,1.7164406837365398,-0.3847160893179651,0.037809435808396206
321,321,321,11-17,1.224386576107818,-1.6073287802016425,0.06731330652755918
322,322,322,11-18,2.135364150362506,0.6561880284713659,-0.1155002015132619
323,323,323,11-19,2.2014794168911536,0.8204654172094218,-0.2402392358749061
324,324,324,11-20,1.7494597007904291,-0.30267334510608185,-0.2083747906136044
325,325,325,11-21,1.620391496659413,-0.6233706463045372,0.033988024704277864
326,326,326,11-22,1.7933858911356295,-0.1935294177501556,-0.16856558414757958
327,327,327,11-23,1.8096362780102084,-0.15315188829434873,-0.4291283609291897
328,328,328,11-24,1.6462444021687892,-0.5591336246397788,-0.21300808763596088
329,329,329,11-25,1.5722810506389482,-0.7429112434802391,-0.1919837798623618
330,330,330,11-26,2.27133978109082,0.9940482946532908,-0.09105709370556987
331,331,331,11-27,1.6711602989654288,-0.4972247996629426,0.036856505636400964
332,332,332,11-28,2.03710031122844,0.4120306991905959,0.2918496615480965
333,333,333,11-29,2.11851780253765,0.6143297077574763,0.3452432799624378
334,334,334,11-30,2.2619934323520448,0.9708253108303944,0.17982266807187494
335,335,335,12-01,1.7012141925464543,-0.4225495329941912,0.5212063997170338
336,336,336,12-02,1.8718875645018849,0.0015246233099137428,0.28243025205189354
337,337,337,12-03,2.4955224310755244,1.55107759020801,0.16193279728311075
338,338,338,12-04,1.4605115756208875,-1.0206261868002455,0.1666240782590537
339,339,339,12-05,1.827544538380227,-0.1086550208552204,0.43327321040364136
340,340,340,12-06,2.2733217823264824,0.9989729966860519,0.31516881279408243
341,341,341,12-07,2.3451096882126032,1.1773452598733347,0.10180920210870643
342,342,342,12-08,1.5866929755394754,-0.7071017623474398,0.21882546155993074
343,343,343,12-09,1.98030870743624,0.27091992609575416,0.10033963724463543
344,344,344,12-10,1.743078564586331,-0.3185286300928997,-0.097558345146494
345,345,345,12-11,1.5414288928376776,-0.8195699667469921,-0.3661437213932669
346,346,346,12-12,1.7954442867643674,-0.1884148976607245,-0.2059133001686861
347,347,347,12-13,1.6965386143966965,-0.4341669976073023,-0.18351548384215588
348,348,348,12-14,1.9736120915531488,0.254280765000045,-0.2768812115571128
349,349,349,12-15,2.034394212719604,0.4053068240549354,-0.31256880260822995
350,350,350,12-16,1.5176220965988236,-0.8787229963826412,-0.3794827116232549
351,351,351,12-17,1.4552516795680324,-1.0336955130536956,-0.5431907121538203
352,352,352,12-18,1.6338627947652624,-0.5898983517508736,-0.8004911179731838
353,353,353,12-19,1.3012219550160664,-1.416415000790695,-1.039546099912262
354,354,354,12-20,1.3522915906848962,-1.2895216699161365,-0.8293862296149644
355,355,355,12-21,1.4571321573394276,-1.029023067579534,-0.682872751567792
356,356,356,12-22,2.025109193090987,0.3822362254011446,-0.4992529109638322
357,357,357,12-23,1.809047575358914,-0.15461464477066011,-0.3441121394545449
358,358,358,12-24,2.077261906282774,0.5118206918728854,-0.30132149574360384
359,359,359,12-25,1.6758507534133342,-0.4855703717349718,-0.27632461158236715
360,360,360,12-26,1.455621020338505,-1.0327778076504897,-0.6040970903615016
361,361,361,12-27,1.5174938055760372,-0.8790417626121134,-0.8058429979860351
362,362,362,12-28,1.233615063739114,-1.5843986472736622,-0.9818139361222872
363,363,363,12-29,1.3218782373463032,-1.365090090517861,
364,364,364,12-30,1.6523331111924544,-0.5440049369446275,
365,365,365,12-31,,,
