,unnamed: 0,unnamed: 0,mth_day,atmospheric,atmospheric_norm,atmospheric_ravg
47,47,47,17-Feb,20.44426715,-1.693392094,-0.672270257
48,48,48,18-Feb,21.96925775,-1.010665116,-0.7616613959999999
49,49,49,19-Feb,22.17511728,-0.918503329,-0.645575629
50,50,50,20-Feb,25.60490868,0.616988836,-0.104894876
51,51,51,21-Feb,23.97085105,-0.114566646,0.252331033
52,52,52,22-Feb,29.79032595,2.490769095,0.411175099
53,53,53,23-Feb,25.23182795,0.449963359,0.779906257
54,54,54,24-Feb,24.09809444,-0.05760072,1.034854822
55,55,55,25-Feb,27.11687205,1.293883621,1.051979538
56,56,56,26-Feb,29.02174303,2.146680226,0.675855225
57,57,57,27-Feb,24.2003574,-0.011818354,0.537602603
58,58,58,28-Feb,24.74948773,0.234023221,0.431951352
59,59,59,29-Feb,23.37895889,-0.379552373,0.011476935
60,60,60,1-Mar,22.6821507,-0.6915082290000001,-0.47155285
61,61,61,2-Mar,21.48165135,-1.228962884,-0.5615314370000001
62,62,62,3-Mar,22.54815194,-0.7514984809999999,-0.634765945
63,63,63,4-Mar,22.99445954,-0.551689879,-0.735371999
64,64,64,5-Mar,23.76799493,-0.205383823,-0.6580808020000001
65,65,65,6-Mar,22.03063115,-0.983188698,-0.755952152
66,66,66,7-Mar,23.71801147,-0.227761048,-0.720847938
67,67,67,8-Mar,20.16997426,-1.816190986,-0.934144853
68,68,68,9-Mar,23.01862051,-0.5408731920000001,-0.995902947
69,69,69,10-Mar,20.13584283,-1.831471373,-0.938407024
70,70,70,11-Mar,22.94030964,-0.575932387,-1.183720002
71,71,71,12-Mar,22.8011946,-0.63821316,-1.010041391
72,72,72,13-Mar,20.43031378,-1.699638914,-0.962234948
73,73,73,14-Mar,22.49762433,-0.774119317,-0.7505516329999999
74,74,74,15-Mar,23.65932502,-0.25403453600000003,-0.643046916
75,75,75,16-Mar,22.97283398,-0.561371481,-1.055830113
76,76,76,17-Mar,24.38109362,0.069095912,-0.5383480970000001
77,77,77,18-Mar,17.26905203,-3.114912345,-0.479180407
78,78,78,19-Mar,27.36563553,1.405253185,-0.36667435
79,79,79,20-Mar,23.29059288,-0.419113178,-0.148108973
80,80,80,21-Mar,25.16713723,0.421001805,-0.092190453
81,81,81,22-Mar,25.9020589,0.750020783,0.595300029
82,82,82,23-Mar,25.13051663,0.404607032,0.32303389
83,83,83,24-Mar,26.48283637,1.010030547,0.4246037070000001
84,84,84,25-Mar,23.71671013,-0.228343647,0.214326908
85,85,85,26-Mar,24.65183701,0.190305718,0.117950795
86,86,86,27-Mar,22.348996300000003,-0.840658985,-0.01009497
87,87,87,28-Mar,24.61042106,0.17176410399999995,-0.096772078
88,88,88,29-Mar,23.41444041,-0.363667558,-0.19494113
89,89,89,30-Mar,25.32118512,0.4899679,-0.353262216
90,90,90,31-Mar,22.40104323,-0.8173579590000001,-0.377380519
91,91,91,1-Apr,22.53000932,-0.7596207970000001,-0.541747049
92,92,92,2-Apr,22.0257615,-0.985368806,-0.60173964
93,93,93,3-Apr,22.407572,-0.814435076,-0.7650856779999999
94,94,94,4-Apr,22.61041649,-0.723623102,-0.516166374
95,95,95,5-Apr,23.13201274,-0.49010833,-0.615609727
96,96,96,6-Apr,25.73707311,0.676157868,-0.334459092
97,97,97,7-Apr,21.19726417,-1.3562809130000002,-0.443792084
98,98,98,8-Apr,25.79375739,0.701534999,-0.265013672
99,99,99,9-Apr,20.94228538,-1.4704330280000002,-0.212661059
100,100,100,10-Apr,25.00641437,0.349047371,-0.530504155
101,101,101,11-Apr,23.83364527,-0.17599265100000006,-0.452239977
102,102,102,12-Apr,21.47732288,-1.230900709,-0.523575847
103,103,103,13-Apr,22.24616488,-0.886695846,-0.26451086
104,104,104,14-Apr,24.83771024,0.273519783,-0.377177887
105,105,105,15-Apr,24.41428823,0.08395689199999999,-0.386022433
106,106,106,16-Apr,23.49644482,-0.326954795,-0.129113326
107,107,107,17-Apr,23.7151102,-0.229059927,-0.00504944
108,108,108,18-Apr,24.92043251,0.310553933,0.004185298
109,109,109,19-Apr,23.90887574,-0.142312529,-0.049366389
110,110,110,20-Apr,24.96147469,0.328928213,0.042247382
111,111,111,21-Apr,23.69658564,-0.237353232,0.122013849
112,112,112,22-Apr,24.7242575,0.222727833,-0.030933718
113,113,113,23-Apr,24.78414466,0.249538873,0.107884542
114,114,114,24-Apr,22.87062102,-0.607131465,0.06219235400000001
115,115,115,25-Apr,25.76932551,0.690597028,0.234730627
116,116,116,26-Apr,24.34910554,0.054775088,0.337503868
117,117,117,27-Apr,26.00895283,0.797876404,0.253580737
118,118,118,28-Apr,26.10162998,0.839367278,0.375296791
119,119,119,29-Apr,23.65940236,-0.25399991,0.357278183
120,120,120,30-Apr,24.5018661,0.123164856,0.183942405
121,121,121,1-May,25.52783916,0.582485383,-0.004236399
122,122,122,2-May,22.02605015,-0.985239579,-0.088578095
123,123,123,3-May,23.4869704,-0.33119642,-0.109943304
124,124,124,4-May,24.97127804,0.33331709800000003,-0.091614324
125,125,125,5-May,23.37306469,-0.382191161,-0.217334725
126,126,126,6-May,24.74751207,0.233138733,-0.105011597
127,127,127,7-May,23.84292761,-0.17183701899999998,-0.238901546
128,128,128,8-May,23.53141073,-0.31130081600000004,-0.124409194
129,129,129,9-May,21.69257013,-1.134536109,-0.08706687199999999
130,130,130,10-May,26.50571067,1.020271205,0.018688638
131,131,131,11-May,23.8735285,-0.15813722800000002,0.065464913
132,132,132,12-May,26.16485308,0.8676717909999999,0.065203817
133,133,133,13-May,24.46982577,0.108820635,0.393976485
134,134,134,14-May,23.5279115,-0.312867395,0.455305279
135,135,135,15-May,26.09879907,0.838099899,0.753529805
136,136,136,16-May,27.32764247,1.388243974,0.768197618
137,137,137,17-May,27.87034959,1.631209926,0.764880215
138,138,138,18-May,26.36143191,0.955678671,1.094347313
139,139,139,19-May,24.42536575,0.088916218,1.177454904
140,140,140,20-May,27.94344723,1.663935194,0.973706408
141,141,141,21-May,27.21261145,1.33674544,1.021715268
142,142,142,22-May,24.5969942,0.16575299999999998,0.976629791
143,143,143,23-May,28.51376691,1.919263083,1.10644076
144,144,144,24-May,25.75719393,0.6851658140000001,0.841477115
145,145,145,25-May,26.16509932,0.867782029,0.550802749
146,146,146,26-May,24.39239024,0.07415332599999999,0.65876137
147,147,147,27-May,23.316978,-0.407300757,0.427056896
148,148,148,28-May,26.04386143,0.813504723,0.48994186
149,149,149,29-May,25.40845112,0.529036243,0.494828148
150,150,150,30-May,26.59998159,1.062475595,0.6034253829999999
151,151,151,31-May,26.23058562,0.897099761,0.639630224
152,152,152,1-Jun,25.84781621,0.725736735,0.551753258
153,153,153,2-Jun,23.80219722,-0.190071713,0.70294332
154,154,154,3-Jun,24.86612962,0.28624293,0.600543329
155,155,155,4-Jun,27.43470844,1.436176615,0.66407989
156,156,156,5-Jun,25.22761141,0.448075648,0.566075188
157,157,157,6-Jun,27.08210602,1.278319124,0.725312324
158,158,158,7-Jun,24.53435194,0.137708527,0.8739077590000001
159,159,159,8-Jun,25.93630186,0.765351103,0.7902954879999999
160,160,160,9-Jun,26.85761361,1.17781554,0.970132519
161,161,161,10-Jun,26.314132300000004,0.934502989,0.989416825
162,162,162,11-Jun,27.63779695,1.527097832,1.161487038
163,163,163,12-Jun,27.34055532,1.394024961,1.184937155
164,164,164,13-Jun,26.84044617,1.170129804,1.120958246
165,165,165,14-Jun,26.25058159,0.906051805,1.184689528
166,166,166,15-Jun,26.00016483,0.793942083,1.23065605
167,167,167,16-Jun,27.16826237,1.316890686,1.217098375
168,168,168,17-Jun,28.25384274,1.80289696,1.177992782
169,169,169,18-Jun,27.15885464,1.312678914,1.221831631
170,170,170,19-Jun,26.31635092,0.935496246,1.2972772609999998
171,171,171,20-Jun,26.83811219,1.169084897,1.516314748
172,172,172,21-Jun,27.01129121,1.246615861,1.32626783
173,173,173,22-Jun,30.10381453,2.631115608,1.190066141
174,174,174,23-Jun,25.70682374,0.662615452,1.262658006
175,175,175,24-Jun,25.3334723,0.495468781,1.249098709
176,176,176,25-Jun,27.28923099,1.371047436,1.266999033
177,177,177,26-Jun,26.65638977,1.087729117,0.87723221
178,178,178,27-Jun,27.25119231,1.3540178019999998,0.98562626
179,179,179,28-Jun,24.88013865,0.292514671,1.117119186
180,180,180,29-Jun,27.15952662,1.312979752,0.962603999
181,181,181,30-Jun,27.09574756,1.284426339,0.712149895
182,182,182,1-Jul,25.21841016,0.443956313,0.58559497
183,183,183,2-Jul,23.29979043,-0.414995506,0.608607154
184,184,184,3-Jul,25.55509641,0.594688251,0.29906908
185,185,185,4-Jul,25.18854917,0.430587772,0.122666468
186,186,186,5-Jul,23.01108075,-0.544248689,0.08908861400000001
187,187,187,6-Jul,24.73159028,0.226010667,0.071243995
188,188,188,7-Jul,24.76839796,0.242489191,0.103877409
189,189,189,8-Jul,23.06063587,-0.522063226,0.27757441
190,190,190,9-Jul,25.99245118,0.790488735,0.520243409
191,191,191,10-Jul,27.51644571,1.47276978,0.434257986
192,192,192,11-Jul,26.26334369,0.911765306,0.570185854
193,193,193,12-Jul,23.57920902,-0.289901874,0.504689728
194,194,194,13-Jul,26.59011055,1.058056403,0.149894779
195,195,195,14-Jul,22.18285327,-0.915039984,-0.191881339
196,196,196,15-Jul,21.23747023,-1.338280957,-0.165702056
197,197,197,16-Jul,22.93594383,-0.5778869289999999,0.04206839
198,198,198,17-Jul,26.61419985,1.068841004,-0.15295128800000002
199,199,199,18-Jul,26.36375969,0.956720804,0.035805596
200,200,200,19-Jul,23.97644636,-0.112061664,0.238411932
201,201,201,20-Jul,24.71258316,0.21750132100000005,0.405417988
202,202,202,21-Jul,23.95281121,-0.122642946,0.321086745
203,203,203,22-Jul,25.17416796,0.424149408,-0.160280045
204,204,204,23-Jul,25.48398801,0.56285355,-0.186342735
205,205,205,24-Jul,19.91245613,-1.931479942,-0.543339799
206,206,206,25-Jul,23.6271528,-0.268437802,-0.59621389
207,207,207,26-Jul,19.92808936,-1.924481063,-0.864948671
208,208,208,27-Jul,23.24418981,-0.4398874920000001,-0.998931364
209,209,209,28-Jul,21.57257001,-1.188259276,-0.509591621
210,210,210,29-Jul,23.68834477,-0.24104261,-0.508250585
211,211,211,30-Jul,26.47061363,1.004558518,-0.44971241
212,212,212,31-Jul,23.64512543,-0.260391586,-0.348256003
213,213,213,1-Aug,20.71262112,-1.573252013,-0.200619176
214,214,214,2-Aug,24.60391401,0.168850945,-0.320592483
215,215,215,3-Aug,23.55120669,-0.302438312,-0.315821333
216,216,216,4-Aug,22.08045607,-0.960882451,-0.25116708600000004
217,217,217,5-Aug,26.53455683,1.033185417,0.098902878
218,218,218,6-Aug,24.51162513,0.127533898,0.015392919
219,219,219,7-Aug,25.40427756,0.527167772,-0.08580552699999999
220,220,220,8-Aug,23.48470905,-0.332208808,0.021427125
221,221,221,9-Aug,22.19493968,-0.909628988,-0.256906206
222,222,222,10-Aug,23.51759382,-0.317486542,-0.283986624
223,223,223,11-Aug,22.8043186,-0.636814569,-0.4202672770000001
224,224,224,12-Aug,24.14869191,-0.034948612000000004,-0.421148548
225,225,225,13-Aug,23.57783694,-0.290516144,-0.058280737
226,226,226,14-Aug,23.47289822,-0.337496432,-0.000576162
227,227,227,15-Aug,27.05811355,1.267577876,-0.068150538
228,228,228,16-Aug,24.29095364,0.028740911,-0.259886969
229,229,229,17-Aug,21.89868317,-1.04226083,-0.559226129
230,230,230,18-Aug,21.57902998,-1.185367192,-0.558992165
231,231,231,19-Aug,19.56607745,-2.086551109,-0.706982137
232,232,232,20-Aug,23.47603383,-0.336092644,-0.6393049820000001
233,233,233,21-Aug,25.074744,0.37963804,-0.35891123700000005
234,234,234,22-Aug,25.1979665,0.4348038420000001,0.033872437000000005
235,235,235,23-Aug,25.6565352,0.6401016429999999,0.482070361
236,236,236,24-Aug,26.84313785,1.171334849,0.6960682979999999
237,237,237,25-Aug,25.57285007,0.602636435,0.649162487
238,238,238,26-Aug,26.34404567,0.947894981,0.394611104
239,239,239,27-Aug,24.4461098,0.098203174,0.205011957
240,240,240,28-Aug,21.7864552,-1.092504458,0.19561922
241,241,241,29-Aug,23.11551725,-0.497493241,0.179963729
242,242,242,30-Aug,26.71725589,1.114978429,0.21417195100000005
243,243,243,31-Aug,25.36303435,0.50870349,0.176139149
244,244,244,1-Sep,26.80250609,1.153144312,0.14937251
245,245,245,2-Sep,23.93639215,-0.129993638,0.477794767
246,246,246,3-Sep,21.42772728,-1.25310429,0.311497668
247,247,247,4-Sep,27.51704995,1.4730402969999998,0.34829969200000005
248,248,248,5-Sep,24.48853325,0.117195835,0.22909261
249,249,249,6-Sep,25.85625705,0.729515637,0.409511826
250,250,250,7-Sep,25.20488637,0.437901816,0.620303087
251,251,251,8-Sep,26.35438017,0.952521663,0.321718455
252,252,252,9-Sep,24.25276306,0.011643272,0.624739252
253,253,253,10-Sep,23.5154027,-0.318467491,0.7064863509999999
254,254,254,11-Sep,28.54963422,1.935320615,0.465995358
255,255,255,12-Sep,26.95183607,1.219998234,0.135647059
256,256,256,13-Sep,21.98181318,-1.005044144,0.28572842600000004
257,257,257,14-Sep,21.92703454,-1.029568133,0.245529886
258,258,258,15-Sep,26.264161600000005,0.912131478,-0.163933633
259,259,259,16-Sep,22.9766597,-0.559658737,-0.447958638
260,260,260,17-Sep,23.06198217,-0.5214604979999999,-0.129213289
261,261,261,18-Sep,23.14531771,-0.484151795,0.364843855
262,262,262,19-Sep,26.25365544,0.907427948,0.426714776
263,263,263,20-Sep,28.5484149,1.934774734,0.7492470859999999
264,264,264,21-Sep,27.09335901,1.283357005,0.8644637009999999
265,265,265,22-Sep,27.29925502,1.375535123,0.979308015
266,266,266,23-Sep,24.60612143,0.169839192,0.628724388
267,267,267,24-Sep,24.68446737,0.204914091,0.152340921
268,268,268,25-Sep,21.55511486,-1.196073814,-0.119279418
269,269,269,26-Sep,22.163898100000004,-0.923526072,-0.477132617
270,270,270,27-Sep,23.45308866,-0.346365025,-0.664480623
271,271,271,28-Sep,22.50328724,-0.771584072,-0.865574086
272,272,272,29-Sep,22.0952734,-0.954248845,-1.032251759
273,273,273,30-Sep,21.98940199,-1.001646686,-1.189625116
274,274,274,1-Oct,19.32129174,-2.196139851,-1.345416818
275,275,275,2-Oct,20.05477192,-1.867766218,-1.297488292
276,276,276,3-Oct,21.36515991,-1.281115237,-1.278069974
277,277,277,4-Oct,23.14562792,-0.484012916,-1.192320528
278,278,278,5-Oct,22.35551874,-0.837738933,-0.7927659159999999
279,279,279,6-Oct,23.13862067,-0.487150013,-0.510739657
280,280,280,7-Oct,24.6761441,0.201187821,-0.478426976
281,281,281,8-Oct,23.83450298,-0.175608663,-0.465481631
282,282,282,9-Oct,21.7982162,-1.08723915,-0.289385936
283,283,283,10-Oct,23.31912212,-0.406340851,-0.248017908
284,284,284,11-Oct,24.71556271,0.21883524,-0.112558602
285,285,285,12-Oct,23.6930372,-0.238941845,-0.295173699
286,286,286,13-Oct,26.49157699,1.013943658,-0.07651359
287,287,287,14-Oct,21.38708565,-1.271299247,0.144386929
288,288,288,15-Oct,24.72871071,0.224721504,0.106072538
289,289,289,16-Oct,26.27964274,0.919062267,0.082328203
290,290,290,17-Oct,24.20207117,-0.011051109,0.000947585
291,291,291,18-Oct,23.37481435,-0.3814078520000001,0.083041071
292,292,292,19-Oct,25.40090957,0.5256599479999999,0.188422377
293,293,293,20-Oct,22.48730695,-0.778738333,0.221727008
294,294,294,21-Oct,26.14103663,0.8570093409999999,0.364895303
295,295,295,22-Oct,26.7259932,1.118890057,0.416059544
296,296,296,23-Oct,26.12082034,0.8479586590000001,0.493056559
297,297,297,24-Oct,24.06052026,-0.074422406,0.603940563
298,298,298,25-Oct,26.4328277,0.987642039,0.571093383
299,299,299,26-Oct,23.97338031,-0.113434313,0.702417147
300,300,300,27-Oct,25.70081696,0.65992626,0.6872816740000001
301,301,301,28-Oct,28.48600134,1.906832646,0.919548098
302,302,302,29-Oct,25.91797392,0.7571458190000001,0.994952357
303,303,303,30-Oct,27.17336733,1.3191761359999998,0.994193592
304,304,304,31-Oct,27.44339964,1.4400675980000002,0.878636975
305,305,305,1-Nov,23.9632113,-0.117986904,0.659277758
306,306,306,2-Nov,24.15212097,-0.033413446,0.560829149
307,307,307,3-Nov,25.54613735,0.590677346,0.534543677
308,308,308,4-Nov,24.59856038,0.166454166,0.475299307
309,309,309,5-Nov,26.82108802,1.161463302,0.554263651
310,310,310,6-Nov,26.64940341,1.084601377,0.585619191
311,311,311,7-Nov,25.02149568,0.355799162,0.641155106
312,312,312,8-Nov,24.57234959,0.15471979,0.8147105609999999
313,313,313,9-Nov,26.29043267,0.923892839,0.458726613
314,314,314,10-Nov,26.92455989,1.207786893,0.47813832
315,315,315,11-Nov,22.05017205,-0.974440384,0.61513452
316,316,316,12-Nov,26.90956015,1.201071619,0.852634887
317,317,317,13-Nov,26.85752611,1.177776364,0.690582756
318,318,318,14-Nov,27.75534225,1.57972199,0.66917607
319,319,319,15-Nov,24.11860131,-0.048419947000000005,0.6823221420000001
320,320,320,16-Nov,26.63766634,1.079346778,0.786158074
321,321,321,17-Nov,22.22635641,-0.895563953,0.823565214
322,322,322,18-Nov,28.30117489,1.824087213,0.705644087
323,323,323,19-Nov,27.3588586,1.402219203,0.7604054929999999
324,324,324,20-Nov,26.17495697,0.8721952270000001,0.51515571
325,325,325,21-Nov,24.85251661,0.280148489,0.682882158
326,326,326,22-Nov,23.35081559,-0.392151919,0.503603957
327,327,327,23-Nov,24.47423527,0.110794737,0.208843451
328,328,328,24-Nov,25.89847881,0.748418004,0.11050233
329,329,329,25-Nov,23.40846248,-0.366343833,0.248209931
330,330,330,26-Nov,24.85698399,0.282148499,0.34488371
331,331,331,27-Nov,26.69808128,1.106394098,0.438589042
332,332,332,28-Nov,24.64644276,0.187890754,0.512412926
333,333,333,29-Nov,25.73007915,0.673026727,0.587575041
334,334,334,30-Nov,26.88787047,1.191361309,0.431006419
335,335,335,1-Dec,24.41578919,0.08462886,0.390232164
336,336,336,2-Dec,22.75864292,-0.657263232,0.281533233
337,337,337,3-Dec,26.15162252,0.861748568,0.033753815
338,338,338,4-Dec,23.18965385,-0.464302834,-0.099106766
339,339,339,5-Dec,22.4093261,-0.81364978,-0.124024864
340,340,340,6-Dec,25.10726583,0.394197821,-0.107601892
341,341,341,7-Dec,24.08183551,-0.064879724,-0.280549104
342,342,342,8-Dec,22.97874447,-0.5587254,-0.29472076
343,343,343,9-Dec,23.83377471,-0.17593470600000002,-0.266747387
344,344,344,10-Dec,22.99972455,-0.549332774,-0.409032865
345,345,345,11-Dec,22.78422675,-0.645809541,-0.381800468
346,346,346,12-Dec,23.20034822,-0.459515046,-0.070105944
347,347,347,13-Dec,24.44680556,0.09851466,0.104717289
348,348,348,14-Dec,27.15609121,1.311441744,0.13221576
349,349,349,15-Dec,26.17676506,0.8730046920000001,0.436545335
350,350,350,16-Dec,23.36826054,-0.384341946,0.582806195
351,351,351,17-Dec,26.86286804,1.180167907,0.674786225
352,352,352,18-Dec,25.160544100000006,0.418050111,0.25941778600000004
353,353,353,19-Dec,25.67952686,0.6503948420000001,0.099172926
354,354,354,20-Dec,21.589301100000004,-1.180768889,0.126101861
355,355,355,21-Dec,24.02915484,-0.088464469,-0.138791293
356,356,356,22-Dec,23.72916357,-0.222768338,-0.527444687
357,357,357,23-Dec,23.31275577,-0.4091910170000001,-0.8931885829999999
358,358,358,24-Dec,19.95179047,-1.91387025,-0.8596047179999999
359,359,359,25-Dec,20.77780755,-1.5440685319999998,-1.042896103
360,360,360,26-Dec,22.03939386,-0.979265701,-1.3185643809999998
361,361,361,27-Dec,21.57267386,-1.188212779,-1.632307339
362,362,362,28-Dec,20.0346425,-1.876778009,-1.574008291
363,363,363,29-Dec,19.10795582,-2.291648761,
364,364,364,30-Dec,20.73311743,-1.564075965,
365,365,365,31-Dec,,,
