,unnamed: 0,unnamed: 0,mth_day,vampires,vampires_norm,vampires_ravg
44,44,44,02-14,0.8022527652032382,1.502504846342012,-0.2335460555553349
45,45,45,02-15,0.4147372295438357,-0.9040474550973734,-0.5205266437328343
46,46,46,02-16,0.5748893797604354,0.09053080104504654,-0.3602664552992476
47,47,47,02-17,0.378085231221498,-1.1316640092695391,-0.15065722204131354
48,48,48,02-18,0.4930634843696004,-0.4176250759446931,-0.6460498059080563
49,49,49,02-19,0.5532841085675289,-0.043642439323335516,-0.5744566259040546
50,50,50,02-20,0.3236286628706302,-1.4698506568584442,-0.3534480513527294
51,51,51,02-21,0.4839070609633742,-0.4744883750733626,-0.011731962808959715
52,52,52,02-22,0.7884170627483007,1.416582248352998,0.2922144502597898
53,53,53,02-23,0.7082346146766741,0.9186325219930788,0.3327248350562685
54,54,54,02-24,0.7867216533650782,1.4060534024678042,0.4865902009843776
55,55,55,02-25,0.5924232624220781,0.1994198694555365,0.5839163594469604
56,56,56,02-26,0.4722858592957368,-0.5466584612897896,0.2423575903728317
57,57,57,02-27,0.5779388384761462,0.10946857570213396,0.054649148706179686
58,58,58,02-28,0.4584196736757386,-0.6327703660917741,0.07486096983465848
59,59,59,02-29,0.5268798925455878,-0.20761812800683324,-0.037723916614518384
60,60,60,03-01,0.8062493270912711,1.527324329238677,-0.08913382198030935
61,61,61,03-02,0.4836492476955056,-0.4760894492395246,-0.12857860608756064
62,62,62,03-03,0.4226161213786975,-0.8551178934845354,-0.047421758206389775
63,63,63,03-04,0.5398292159265381,-0.1272001289413737,-0.05292207212765136
64,64,64,03-05,0.5368294535761137,-0.1458292788047489,-0.17245614611526286
65,65,65,03-06,0.5215657580614521,-0.24062001153440274,-0.2557414507253315
66,66,66,03-07,0.6907613470050175,0.8101198853130079,-0.13996822965272782
67,67,67,03-08,0.4031830569315061,-0.9758012768999366,-0.08491341199311918
68,68,68,03-09,0.5344705491892981,-0.16047856704891328,-0.18808998605981328
69,69,69,03-10,0.5930204899576078,0.20312877701627813,-0.3038349354113599
70,70,70,03-11,0.4371452904443762,-0.7648887232049135,-0.5466713072021882
71,71,71,03-12,0.4097386450059627,-0.9350897076436824,-0.564209268267124
72,72,72,03-13,0.4561447131529511,-0.6468983454319618,-0.6459002968113303
73,73,73,03-14,0.3862387361144083,-1.0810290432895515,-0.8282010449669075
74,74,74,03-15,0.4555446700402562,-0.6506247383141509,-0.5682793490910624
75,75,75,03-16,0.41689041699713625,-0.8906757119171844,-0.39734769126415503
76,76,76,03-17,0.6882689293860716,0.7946414520501568,-0.5702117007015717
77,77,77,03-18,0.574884458552568,0.09050023931776227,-0.35338959279643906
78,78,78,03-19,0.28913195592351576,-1.6840824020564615,-0.3257992235178176
79,79,79,03-20,0.5957216596413238,0.2199036041412442,-0.09419463861360453
80,80,80,03-21,0.4822011363642606,-0.4850825226424221,-0.4025272709795589
81,81,81,03-22,0.6406554473103748,0.4989517975080941,-0.5680632593840225
82,82,82,03-23,0.3903730096811015,-1.0553543421455691,-0.2873972891251121
83,83,83,03-24,0.4149516770898168,-0.9027156911090196,0.13256085169452378
84,84,84,03-25,0.5602976989024543,-8.65805029994728e-05,0.5702023610369472
85,85,85,03-26,1.0014646899429995,2.73965244905906,0.3528551531599491
86,86,86,03-27,0.9050289730620541,2.140766533412118,0.5491036459824202
87,87,87,03-28,0.4306651978547841,-0.8051314497538946,0.6392950163457148
88,88,88,03-29,0.5799787118458897,0.12213661478925758,0.4470878512343757
89,89,89,03-30,0.5020901710521962,-0.3615674689292513,0.299431187838068
90,90,90,03-31,0.3745965300531925,-1.153329571171034,-0.2876666931045899
91,91,91,04-01,0.8588060384552006,1.8537124686812128,-0.07269782092178816
92,92,92,04-02,0.3378036947701553,-1.3818207522438288,-0.017840147191086547
93,93,93,04-03,0.6383576156032563,0.4846817833429154,-0.06930344217907576
94,94,94,04-04,0.6329795150482139,0.4512826571734672,0.02481105709774416
95,95,95,04-05,0.4523688506915946,-0.6703472388571866,-0.34142864026777314
96,96,96,04-06,0.4655253594297901,-0.5886425755101146,0.04145426992558938
97,97,97,04-07,0.5049631427422344,-0.3437257155118903,-0.0726542526056005
98,98,98,04-08,0.7077264492841583,0.9154767089163466,-0.32844218690288324
99,99,99,04-09,0.5281115381616085,-0.19996935184422387,-0.2248649885625158
100,100,100,04-10,0.38584971450707206,-1.083444948610229,-0.13879162742387605
101,101,101,04-11,0.5524400774161353,-0.0488840488149816,0.14584431534606376
102,102,102,04-12,0.5486852341460686,-0.0722024086782759,-0.3353539143652566
103,103,103,04-13,0.7799644791298295,1.3640899411077485,-0.29467369841942165
104,104,104,04-14,0.2428162381907006,-1.971712669351576,-0.3090413404724181
105,105,105,04-15,0.5674147745722071,0.044111943830785816,-0.17973097644965508
106,106,106,04-16,0.37196840097069206,-1.1696508009282085,-0.4338667707053716
107,107,107,04-17,0.6773734311204088,0.7269781353215968,-0.8070967906744736
108,108,108,04-18,0.30315165056512056,-1.5970171742125754,-0.5585918194159268
109,109,109,04-19,0.4193678753677009,-0.8752901787068643,-0.592664817992098
110,110,110,04-20,0.4829095957969719,-0.4806828418002939,-0.4896541617802943
111,111,111,04-21,0.5344951086579371,-0.16032604762624106,-0.4376653644789134
112,112,112,04-22,0.4714922623802317,-0.5515868636573856,-0.3709060863839609
113,113,113,04-23,0.7276024661324039,1.0389109191298818,-0.2836650517629654
114,114,114,04-24,0.3676512022159878,-1.1964615056428607,-0.3083957190218773
115,115,115,04-25,0.5036558991328567,-0.35184397098089154,-0.4194084717518522
116,116,116,04-26,0.4590160337971274,-0.6290668453537653,-0.3909831871156732
117,117,117,04-27,0.427240012693181,-0.8264025640060901,-0.4910172566692138
118,118,118,04-28,0.4989553831164107,-0.3810351558403116,-0.5309955464734347
119,119,119,04-29,0.6309544372720847,0.4387065018086381,-0.4987194167716431
120,120,120,04-30,0.32902613253693674,-1.4363312444681862,-0.544719105869941
121,121,121,05-01,0.5348395181622573,-0.15818719277014126,-0.1890247240617721
122,122,122,05-02,0.4145733824146551,-0.9050649799435524,-0.13583572987786674
123,123,123,05-03,0.7708945399145276,1.3077637268429232,-0.19083082543306126
124,124,124,05-04,0.5503439896969523,-0.061901190736879476,0.054960379637278615
125,125,125,05-05,0.5778208638193956,0.10873592847747043,-0.14087364613516226
126,126,126,05-06,0.5664975818868653,0.038415985953853565,0.13225784058795462
127,127,127,05-07,0.3456342538042258,-1.3331913474047865,-0.15426277144443176
128,128,128,05-08,0.6784596756474727,0.7337239403951489,-0.1660644260146669
129,129,129,05-09,0.4940723281983366,-0.4113599453513952,-0.000805154339385448
130,130,130,05-10,0.538941807854364,-0.1327111181582901,-0.008835771144664788
131,131,131,05-11,0.7374862951028779,1.100291558529159,0.12645729234869366
132,132,132,05-12,0.5587387924241674,-0.009767714877822487,-0.1599602533626347
133,133,133,05-13,0.4763477993339178,-0.5214329664446358,-0.2627694907934842
134,134,134,05-14,0.401737041573345,-0.9847813338728212,-0.4333676599208958
135,135,135,05-15,0.3947430677706579,-1.0282153699364924,-0.5358319212818475
136,136,136,05-16,0.3741181947900275,-1.1563001329227602,-0.5245774503362398
137,137,137,05-17,0.638490333693308,0.4855059903634495,-0.7246772263563122
138,138,138,05-18,0.5696123121921155,0.05775911079582415,-0.5854713629776863
139,139,139,05-19,0.2830211755741944,-1.7220316225650694,-0.3841584707352712
140,140,140,05-20,0.5362309431149813,-0.14954615360106566,0.18018126777149826
141,141,141,05-21,0.5892417451336306,0.17966198351799814,0.5780719077447475
142,142,142,05-22,0.9193556681593869,2.2297382981178564,0.517556138656191
143,143,143,05-23,1.0229128232212708,2.872849830202945,0.6354369685647504
144,144,144,05-24,0.5111449337931507,-0.3053355037355148,0.4769082716661498
145,145,145,05-25,0.39691187203319467,-1.0147466431137135,0.243741215102056
146,146,146,05-26,0.3830682642254225,-1.1007183349926686,-0.22875153932552605
147,147,147,05-27,0.3639671310680608,-1.2193403558665652,-0.7763664479573388
148,148,148,05-28,0.4628562618069602,-0.6052182284476353,-0.938678209537468
149,149,149,05-29,0.4938340630548526,-0.41283962158793214,-0.9163862164155466
150,150,150,05-30,0.35432724270472143,-1.2792060732162904,-0.8692546513021501
151,151,151,05-31,0.4184493062715204,-0.880994684382186,-0.9514440987866014
152,152,152,06-01,0.4286044788935014,-0.8179289443122894,-1.001542977323316
153,153,153,06-02,0.28455970389906593,-1.7124770407732737,-1.2311945577145231
154,154,154,06-03,0.4144531739360376,-0.905811499667922,-1.1660942336312534
155,155,155,06-04,0.2719559302494305,-1.7907491039351762,-0.8955031424263512
156,156,156,06-05,0.4172239940704993,-0.8886041287166727,-0.7191982471628031
157,157,157,06-06,0.6798811935158899,0.7425518628472279,-0.14997689151645086
158,158,158,06-07,0.5989416518356359,0.2399004272689996,0.19110981179377806
159,159,159,06-08,0.834513557160767,1.7028510931048404,0.6777740306489836
160,160,160,06-09,0.7439944761396263,1.1407087201934518,0.9854432898736679
161,161,161,06-10,0.7421471129047383,1.1292362091960562,0.9264824334871488
162,162,162,06-11,0.7144789950685855,0.9574114266314344,0.8080954477198251
163,163,163,06-12,0.6229160957736303,0.388786724528112,0.2379526413009237
164,164,164,06-13,0.4845619323241496,-0.4704214873349418,-0.07280547544493353
165,165,165,06-14,0.28366944319832504,-1.7180057454085689,-0.30920804005388325
166,166,166,06-15,0.4437551719717893,-0.7238399802816914,-0.329472894025983
167,167,167,06-16,0.5137465091009459,-0.2891791784576423,-0.4338056037518278
168,168,168,06-17,0.6949000836008541,0.8358223027988355,-0.3224834534602323
169,169,169,06-18,0.5221149308738878,-0.23720953382695675,0.032637876081092775
170,170,170,06-19,0.5921159530912085,0.1975114144146317,0.2915843775561143
171,171,171,06-20,0.6267703153272458,0.4127222318393815,0.6189815535133177
172,172,172,06-21,0.6939366257458127,0.8298390285684378,0.4379887974711994
173,173,173,06-22,0.8300616590485654,1.6752038772855786,0.6700373261252346
174,174,174,06-23,0.5200337286925905,-0.2501342334538744,0.5081249755059427
175,175,175,06-24,0.7463088779405551,1.1550816380972544,0.3747594101418525
176,176,176,06-25,0.4356841533520207,-0.7739626893011198,0.2412627609412469
177,177,177,06-26,0.4979190242840218,-0.3874711603451597,-0.19866850218658205
178,178,178,06-27,0.5649586879064401,0.0288591333648042,-0.3509146204619842
179,179,179,06-28,0.4050215741545066,-0.9643837014813952,-0.7084592395852115
180,180,180,06-29,0.37294097020917,-1.163610943106287,-0.338531942157259
181,181,181,06-30,0.4008667418553254,-0.9901860766421098,-0.3432671124972637
182,182,182,07-01,0.7930898280147006,1.445601095266595,-0.4995582782960433
183,183,183,07-02,0.4933441341318787,-0.4158821823851871,-0.5353284823800694
184,184,184,07-03,0.4139578022067065,-0.9088878614278736,-0.14380816485324285
185,185,185,07-04,0.3704621512290789,-1.1790049259855513,0.13445809470770462
186,186,186,07-05,0.7512087655374544,1.1855109620546722,-0.13217579629250115
187,187,187,07-06,0.6697140016432047,0.6794114807235749,-0.012477284868247951
188,188,188,07-07,0.5354811942008522,-0.15420225073463978,0.0784958229323934
189,189,189,07-08,0.6089909856325734,0.3023088861603322,0.16727663771409454
190,190,190,07-09,0.5018515726738115,-0.3630492146240253,0.1706278776709921
191,191,191,07-10,0.4562378353291047,-0.6463200372953444,0.16005440789598951
192,192,192,07-11,0.7544465697927211,1.2056184017960578,0.2762874117792589
193,193,193,07-12,0.6594984319225186,0.6159706620735594,0.5249607052840469
194,194,194,07-13,0.6477798416913381,0.5431957725649761,0.3251665581835001
195,195,195,07-14,0.8492469679664514,1.7943486471890604,0.5407764186926218
196,196,196,07-15,0.30882023263859004,-1.5618140972273058,0.26193949878636025
197,197,197,07-16,0.6645495446703092,0.6473391257593858,0.2278617829094109
198,198,198,07-17,0.4850479658700934,-0.4674031176415115,0.2675248021844675
199,199,199,07-18,0.6265742083827937,0.4115043668118633,0.06054262573394645
200,200,200,07-19,0.6861003123938857,0.7811738882153156,0.18745824987528384
201,201,201,07-20,0.6492709052865782,0.5524555884859342,-0.07184591068136928
202,202,202,07-21,0.43143990571179497,-0.8003203523792816,0.004827825202030474
203,203,203,07-22,0.4140225381721193,-0.9084858375805328,-0.21056769769338413
204,204,204,07-23,0.5591263820692974,-0.007360702341113002,-0.27269728465704124
205,205,205,07-24,0.41846958156825104,-0.8808687705606244,-0.5339397285649468
206,206,206,07-25,0.6260737420389789,0.40839636643337296,-0.3559290235544812
207,207,207,07-26,0.3968712241475645,-1.0149990749614988,-0.14084352271000422
208,208,208,07-27,0.6034251486603391,0.2677438776835121,0.02442652027819504
209,209,209,07-28,0.621827636833303,0.3820271674863289,0.4598086394359371
210,210,210,07-29,0.7188022200688755,0.9842595555880824,0.16514206519509647
211,211,211,07-30,0.8391145058967849,1.7314239443858286,0.26501016128863153
212,212,212,07-31,0.3413812997690226,-1.3596030790116709,0.2337235597239692
213,213,213,08-01,0.4933588975627413,-0.4157904984002884,0.5654823770424072
214,214,214,08-02,0.5731975633540711,0.08002426829553792,0.3438292777593505
215,215,215,08-03,0.9423567914899216,2.3725800713969574,0.2616783684651597
216,216,216,08-04,0.5046518287862103,-0.3456590401102583,0.692506258805973
217,217,217,08-05,0.7597443124436746,1.2385184886206837,0.5150475802380544
218,218,218,08-06,0.7576261508015337,1.2253642630332096,0.5254365527032858
219,219,219,08-07,0.3219069955828196,-1.4805425698078003,0.35885819111587697
220,220,220,08-08,0.5832348807913204,0.1423581030869269,0.5683038933363821
221,221,221,08-09,0.7814169200035601,1.3731099018725041,0.5201294004182376
222,222,222,08-10,0.7070080296607826,0.9110151732127726,0.13815301221655008
223,223,223,08-11,0.7132004719035065,0.9494715311118168,0.2035271678747118
224,224,224,08-12,0.3885792335298317,-1.0664940661769162,-0.014534003271279947
225,225,225,08-13,0.3850683096328025,-1.08829763585883,-0.28178680773539216
226,226,226,08-14,0.3725548349200197,-1.1660089237890237,-0.4277252452675421
227,227,227,08-15,0.5232103222501395,-0.2304069249121691,-0.4966631240532586
228,228,228,08-16,0.5660094440250361,0.03538454801987275,-0.1406076714789958
229,229,229,08-17,0.6465960627438344,0.5358442583975175,-0.0824029922318031
230,230,230,08-18,0.7325826096781269,1.069838649268661,0.01977821234396471
231,231,231,08-19,0.4413028259810301,-0.7390695603756738,-0.058334247586501034
232,232,232,08-20,0.4712773206980808,-0.5529216963344168,-0.2418416791654557
233,233,233,08-21,0.4477418811939696,-0.6990816844949636,-0.053398990357441715
234,234,234,08-22,0.38871353251727386,-1.0656600414538555,-0.22204138502108425
235,235,235,08-23,0.8286601785767433,1.6665003912456016,-0.13273515523265042
236,236,236,08-24,0.5696485703126538,0.057984281286805536,0.16039410002913654
237,237,237,08-25,0.5275861403810224,-0.20323218164507093,0.3923092073063263
238,238,238,08-26,0.7544844805065896,1.2058538352363048,0.5108824710707158
239,239,239,08-27,0.6718069230472682,0.692408959168175,0.3284563638532744
240,240,240,08-28,0.5032732247252307,-0.3542204588675182,0.5466066799742837
241,241,241,08-29,0.652408989817594,0.571943747940953,0.6474478641945351
242,242,242,08-30,0.7804147437018761,1.3668861780128616,0.3589785767478897
243,243,243,08-31,0.6250139639847725,0.4018149236764378,0.3230051625153582
244,244,244,09-01,0.4757795538462074,-0.5249618894435679,0.3724497585548283
245,245,245,09-02,0.6370511684082042,0.4765684737729861,0.3673776175630275
246,246,246,09-03,0.5510441768252234,-0.05755288263069775,0.25296922706203484
247,247,247,09-04,0.6475085350910491,0.5415109019901485,0.1336796963022509
248,248,248,09-05,0.6698789484837834,0.6804358350069053,0.19762102038180546
249,249,249,09-06,0.5097622496132515,-0.3139222608822659,0.0639620376225588
250,250,250,09-07,0.5375565360542564,-0.14131394496624072,0.2654647649879653
251,251,251,09-08,0.5079163918184882,-0.3253854227824937,0.1128853440950704
252,252,252,09-09,0.7457262636058821,1.1514634815617415,-0.20157784125499345
253,253,253,09-10,0.5000937559086964,-0.3739656233672211,-0.0973636345202945
254,254,254,09-11,0.3660599881149441,-1.2063432770934777,-0.07552554509968186
255,255,255,09-12,0.6104489227147554,0.3113629795259275,-0.15278693087831688
256,256,256,09-13,0.5586554307208175,-0.010285408442564859,-0.4395441839908911
257,257,257,09-14,0.4332702170117623,-0.7889537374543037,-0.4045210393982688
258,258,258,09-15,0.4686754208437924,-0.5690800371137039,0.05969943838653236
259,259,259,09-16,0.5339314064658919,-0.1638267558114873,-0.2723887593940599
260,260,260,09-17,0.8145671250807484,1.5789795896153296,-0.03835439064625207
261,261,261,09-18,0.28960153675399825,-1.6811662071576259,0.14548932842721266
262,262,262,09-19,0.7847679994286066,1.3939208040442819,0.27723660772360176
263,263,263,09-20,0.6108910330607455,0.3141085769864845,0.26105633303158626
264,264,264,09-21,0.5959632029817657,0.22140363866463106,-0.2057813591658304
265,265,265,09-22,0.5182988158656981,-0.2609084039635802,0.3067411856532549
266,266,266,09-23,0.3635313634652319,-1.2220465635691704,0.2582049106717681
267,267,267,09-24,0.7847757701358289,1.3939690617568858,0.27094695355994003
268,268,268,09-25,0.737874622740853,1.1027031541553611,0.5639242181209804
269,269,269,09-26,0.62320177213486,0.39056083431551575,0.7191399261333106
270,270,270,09-27,0.8790235168037239,1.979267226030873,1.4404462760637051
271,271,271,09-28,0.668260646814918,0.6703858441104007,1.2387890982019716
272,272,272,09-29,1.0604223050848,3.1057915360131982,0.7795639315500161
273,273,273,09-30,0.5899444608343516,0.18402599458648364,0.7712388282689928
274,274,274,10-01,0.2941937112469131,-1.6526478457563718,0.4633010022848543
275,275,275,10-02,0.6151584642322576,0.3406102146293761,0.7766743475046317
276,276,276,10-03,0.5815090397287924,0.13164027012604232,0.4907093217564169
277,277,277,10-04,0.9710266569155622,2.5506259154290656,0.4260409538885244
278,278,278,10-05,0.7841368736822228,1.3900013815239096,0.4966265786681728
279,279,279,10-06,0.5274650444521096,-0.20398421262087169,0.411187984784156
280,280,280,10-07,0.36239009205271294,-1.229134097078481,0.4592549937709133
281,281,281,10-08,0.5326118706132911,-0.17202134867472493,0.06353563583539637
282,282,282,10-09,0.6279490345477068,0.4200423240465864,0.045159535428932175
283,283,283,10-10,0.5887019539715426,0.17630976781596416,0.0213557938896402
284,284,284,10-11,0.7663827835972092,1.2797447790851244,0.09774730786970612
285,285,285,10-12,0.5044670327792791,-0.3468066618566236,0.2023286026413695
286,286,286,10-13,0.43619583924244704,-0.7707850131980855,0.1030776856504006
287,287,287,10-14,0.6336532062347661,0.4554664199552553,0.0961867460365613
288,288,288,10-15,0.5320576494169417,-0.1754631778992271,-0.06980006541203583
289,289,289,10-16,0.5820442649097515,0.13496413013292838,-0.06649206078725227
290,290,290,10-17,0.6060144389430896,0.28382391039354155,0.10929641619133694
291,291,291,10-18,0.5076630651697741,-0.3269586341079223,0.2486048622177605
292,292,292,10-19,0.6060340740774799,0.2839458486734498,0.5807368779235355
293,293,293,10-20,0.7682462181170009,1.2913170961137963,0.5657853915391807
294,294,294,10-21,0.8529473701154193,1.8173289163354232,0.7637001773312599
295,295,295,10-22,0.5675988695156715,0.045255211826799716,0.6103757016821999
296,296,296,10-23,0.7972300319354247,1.4713126251460171,0.5998031120629154
297,297,297,10-24,0.35952845049639576,-1.246905488002283,0.3883258226868167
298,298,298,10-25,0.5958193547202312,0.22051031095774304,0.2763254044605477
299,299,299,10-26,0.5639271970260524,0.022453359857203488,0.6102288046860265
300,300,300,10-27,0.7447380400200695,1.1453264069778095,0.33496379639927243
301,301,301,10-28,0.8902000153610731,2.0486756131796726,0.8359058184585663
302,302,302,10-29,0.5312824344432003,-0.18027742457450674,1.2178314212684886
303,303,303,10-30,0.8435141487831219,1.7587466443534805,1.2005962688502487
304,304,304,10-31,0.964817205628534,2.5120639278172767,0.9699519304312912
305,305,305,11-01,0.5472754351236887,-0.08095755465223596,0.9016298466211342
306,306,306,11-02,0.5219007529290571,-0.2385396235359353,1.006127939675544
307,307,307,11-03,0.8241905572099475,1.6387431103187298,0.509642469625733
308,308,308,11-04,0.6322433846319301,0.4467111337519534,0.1459081064983696
309,309,309,11-05,0.36383415323499607,-1.2201661759453863,0.29689497423219513
310,310,310,11-06,0.613394841408833,0.32965774905309586,0.5647417154672586
311,311,311,11-07,0.6931515672794206,0.8249636517507174,0.28086214708050605
312,312,312,11-08,0.7806811833620467,1.3685408238744454,-0.08463399324458243
313,313,313,11-09,0.5499199927837627,-0.06453430000178517,0.05435109688751344
314,314,314,11-10,0.27911887739024555,-1.7462657081985775,-0.17759124219421438
315,315,315,11-11,0.498114754456077,-0.3862556351528112,-0.19026070956608696
316,316,316,11-12,0.3893034895169381,-1.0619962854372709,-0.3028288275189656
317,317,317,11-13,0.6809109471220427,0.7489468475194818,-0.4634323584487133
318,318,318,11-14,0.6719233695370411,0.6931321161571735,0.135466883188797
319,319,319,11-15,0.394752710660349,-1.0281554855802717,0.3634358033953168
320,320,320,11-16,0.8577460535967011,1.847129741626484,0.9154207202529159
321,321,321,11-17,0.7183671832306864,0.9815578860863076,1.0610179665755994
322,322,322,11-18,0.9226043380479566,2.2499132157083244,0.991605613493396
323,323,323,11-19,0.8215798904868449,1.6225303254555816,1.2799889244059608
324,324,324,11-20,0.6048605465019266,0.2766579976639545,0.9172177763570531
325,325,325,11-21,0.6733745709955861,0.7021443798951177,0.4756992829186674
326,326,326,11-22,0.5072543007088869,-0.329497146666963,0.23593255931542706
327,327,327,11-23,0.2917935939860867,-1.6675530745440064,0.09150426511541117
328,328,328,11-24,0.6909534482463834,0.8113128740888822,0.03687425975591487
329,329,329,11-25,0.6820403315306959,0.7559605602554866,-0.016086580073201
330,330,330,11-26,0.5520797053526212,-0.05112203449302331,0.15085556500038513
331,331,331,11-27,0.6222063960016501,0.3843793409204225,0.36383745201288203
332,332,332,11-28,0.6685456420197581,0.6721557237745539,0.2561117312224752
333,333,333,11-29,0.497566283776457,-0.389661752469025,0.3565708678131489
334,334,334,11-30,0.5868741218887022,0.16495854934644116,0.2948912450720461
335,335,335,12-01,0.7790990393872387,1.3587153797995288,0.1415798205699699
336,336,336,12-02,0.4924878684376477,-0.4211997709396407,-0.2368995922474468
337,337,337,12-03,0.4740843907086157,-0.5354892060920342,-0.4452025476398512
338,338,338,12-04,0.302877331450465,-1.5987207531299463,-0.551059521967849
339,339,339,12-05,0.2963141490357053,-1.6394794848234515,-0.5735308167558801
340,340,340,12-06,0.484600287028444,-0.4701832966215458,-0.4292557126873043
341,341,341,12-07,0.7573883726424455,1.2238876110713417,0.19461668215481376
342,342,342,12-08,0.6318794225759321,0.4444508534718142,0.5525647002040271
343,343,343,12-09,1.0768394069842018,3.2077451629606744,0.6599455272209326
344,344,344,12-10,0.6487092118619521,0.5489673551653342,0.7337554086511912
345,345,345,12-11,0.4000602558860337,-0.9951945227220196,0.3578799013575111
346,346,346,12-12,0.5559117870252558,-0.027324008039993464,0.27725157845580456
347,347,347,12-13,0.3942358283248987,-1.0313654326907395,-0.4704222456986967
348,348,348,12-14,0.5539802776791777,-0.03931908393842518,-0.2685234021576009
349,349,349,12-15,0.35447350047358506,-1.278297781966333,-0.1899137195126196
350,350,350,12-16,0.8437740067314741,1.7603604164119089,-0.374297909551044
351,351,351,12-17,0.4760090892273219,-0.5235364268521314,-0.17440071310943528
352,352,352,12-18,0.3777687943453235,-1.13362914827054,-0.1879722682490734
353,353,353,12-19,0.5873667295969413,0.1680177459589127,0.16431493074051146
354,354,354,12-20,0.5408681044099184,-0.12074841477625398,-0.16232256157662844
355,355,355,12-21,0.6948361741808979,0.8354254119711758,-0.1049929753267026
356,356,356,12-22,0.5281928259875195,-0.19946453749093032,-0.016844531861217853
357,357,357,12-23,0.5313981334915606,-0.17955890935257635,-0.2390119150628414
358,358,358,12-24,0.4629335121866247,-0.6047384874776315,-0.5743768578114941
359,359,359,12-25,0.372719462327666,-1.1649865532508286,-0.8665166684714944
360,360,360,12-26,0.21685488761118354,-2.13293807126817,-0.8127454154073664
361,361,361,12-27,0.4125849673877564,-0.9174134519888268,-0.8091160232125727
362,362,362,12-28,0.5801439826403623,0.12316298089383695,-0.904696345765633
363,363,363,12-29,0.5349046748444555,-0.15778255618381345,
364,364,364,12-30,0.3705884760023017,-1.1782204227959934,
365,365,365,12-31,,,
