,unnamed: 0,unnamed: 0,mth_day,period piece,period piece_norm,period piece_ravg
51,51,51,02-21,6.467275445305401,-0.5508130901406045,-0.0442462138322598
52,52,52,02-22,7.149729566145438,0.3186424145145758,-0.24111387748233826
53,53,53,02-23,7.0038157876217175,0.1327463460926776,0.19248050903632405
54,54,54,02-24,6.231317932498291,-0.8514260575329956,0.3908470150906676
55,55,55,02-25,8.564913976602638,2.121605922537149,0.8249384318283166
56,56,56,02-26,7.821374250358797,1.1743265550732032,0.7124061774174598
57,57,57,02-27,8.511640967780668,2.0537354102852894,0.5600615929576775
58,58,58,02-28,6.619755804367488,-0.3565511119505649,0.4277183750861711
59,59,59,02-29,6.286344757334956,-0.7813211606660159,-0.2399435037330204
60,60,60,03-01,5.608043890861441,-1.6454853647620342,-0.4807355544050448
61,61,61,03-02,5.420541908647323,-1.884365350378,-0.7542584101960296
62,62,62,03-03,6.687357433856032,-0.2704257489589435,-0.4387978399765416
63,63,63,03-04,7.223477520112191,0.4125982755393805,-0.48242461943354903
64,64,64,03-05,8.10542607701164,1.5362123093663629,-0.06516256458841717
65,65,65,03-06,6.080883233933212,-1.0430818374080604,0.00501921005699076
66,66,66,03-07,7.573151068454218,0.8580869643087571,0.004715202493943101
67,67,67,03-08,5.751064915689208,-1.4632747025055524,-0.2615030742638645
68,68,68,03-09,6.6859257018371485,-0.27224979433722946,-0.3151899384886934
69,69,69,03-10,5.969715189249596,-1.1847113850074655,-0.22067944209850496
70,70,70,03-11,7.8525863064031745,1.2140911240173893,-0.4741809672224069
71,71,71,03-12,6.525983028313384,-0.4760188590669296,-0.2294268863402477
72,72,72,03-13,6.379278630816464,-0.6629221864346552,-0.31623833149473984
73,73,73,03-14,6.9037410229503084,0.00524978278740325,-0.29379971831468915
74,74,74,03-15,6.277084802001167,-0.7931184652641827,-0.5072662776256566
75,75,75,03-16,6.075390458072474,-1.0500797059271612,-0.8009811532404202
76,76,76,03-17,6.847259646556977,-0.06670823184841485,-0.6471411263849691
77,77,77,03-18,5.14272470531403,-2.2383081127555107,-0.7667109575229372
78,78,78,03-19,7.103792488389535,0.2601179746980514,-0.6738807121128727
79,79,79,03-20,6.340623599105031,-0.7121692040404053,-0.4652461519496307
80,80,80,03-21,6.714271407959679,-0.2361369928037956,-0.4884274422191034
81,81,81,03-22,7.057960684408697,0.20172765505229087,0.07085337666031317
82,82,82,03-23,6.7380867194589005,-0.2057959734652509,-0.03306282977664162
83,83,83,03-24,7.776673176563883,1.117376800520988,0.17785353412330895
84,84,84,03-25,6.61439624263394,-0.36337926392367736,-0.015960308339621688
85,85,85,03-26,7.333940043192898,0.5533289793592981,0.03198963499113379
86,86,86,03-27,5.8014997611774195,-1.3990200475813794,0.2195729594694937
87,87,87,03-28,7.283782267536853,0.4894273150368237,0.22389384262679315
88,88,88,03-29,7.621515569623468,0.9197039734049088,0.46095715138085497
89,89,89,03-30,7.797022495193156,1.1433020994647851,0.4738401177916927
90,90,90,03-31,7.730852446036866,1.0590005886006932,0.52251246266595
91,91,91,04-01,7.394612729502753,0.6306267778243249,0.43344106526055104
92,92,92,04-02,6.030723514336983,-1.1069859783358362,0.2832749293639371
93,93,93,04-03,6.864298060125438,-0.04500106939556989,0.2250352035073692
94,94,94,04-04,6.914304003042528,0.01870715802522519,0.26249277482515665
95,95,95,04-05,7.522740896919728,0.7938637443253774,0.12034517856957712
96,96,96,04-06,7.907259913231788,1.2837460165074186,0.4739607431638708
97,97,97,04-07,6.725164696939437,-0.22225879970915227,0.3834179251460717
98,98,98,04-08,7.696085787335137,1.014707409229926,0.4215757329729693
99,99,99,04-09,6.437884156679816,-0.5882579775023647,0.4412224937505975
100,100,100,04-10,7.0940092534269,0.2476540049866111,0.15541838938342908
101,101,101,04-11,7.6152678597054875,0.9117443089911472,0.2339919966560177
102,102,102,04-12,6.561257586023169,-0.4310786096955921,0.07060347790071997
103,103,103,04-13,7.095209271632498,0.2491828439263796,0.2420880380277019
104,104,104,04-14,6.926603043304036,0.03437629669813928,0.4892087212917639
105,105,105,04-15,7.245495431270663,0.4406493832595268,0.44561079134964027
106,106,106,04-16,8.257830940002446,1.730378104570983,0.5772064693150973
107,107,107,04-17,7.409942203891298,0.6501567293384051,0.4800363378459165
108,108,108,04-18,7.1810110678155326,0.3584954580971505,0.5173561525425856
109,109,109,04-19,6.637583852353499,-0.3338379448887053,0.3797175444160771
110,110,110,04-20,7.1023617418851375,0.25829518487815417,0.379101031721971
111,111,111,04-21,6.597282602899128,-0.3851822654995245,0.11988605797338645
112,112,112,04-22,8.254927456433315,1.7266790284063471,0.2107292386708449
113,113,113,04-23,6.189162122074543,-0.9051331131531026,0.17534932705495473
114,114,114,04-24,7.608839537601002,0.9035545422819012,0.04925745098952048
115,115,115,04-25,6.4709611809371195,-0.5461174145840462,0.3873984248636433
116,116,116,04-26,6.5085285672287725,-0.4982560715144512,0.10021755765566223
117,117,117,04-27,8.189766863287662,1.6436635777452122,0.3122236443713433
118,118,118,04-28,6.90244122658148,0.0035938251584605274,0.2014925227154692
119,119,119,04-29,7.187610645875658,0.3669034071409836,0.3896451930443818
120,120,120,04-30,7.087348260303767,0.23916781234665674,0.3587260599936364
121,121,121,05-01,7.357071381117732,0.5827986073894295,0.1306464445070318
122,122,122,05-02,6.362914055730674,-0.6837708698189235,0.2116193594399368
123,123,123,05-03,7.115619611576316,0.2751858848255848,0.04092214629000016
124,124,124,05-04,7.28378540700143,0.4894313147558902,0.0005687554191181747
125,125,125,05-05,6.383707403630147,-0.6572798717586359,-0.028716698559842487
126,126,126,05-06,6.897302850902691,-0.002952532878635132,0.13678016159593612
127,127,127,05-07,7.219150726352041,0.4070858835156655,-0.017938765480161673
128,128,128,05-08,7.142326091847629,0.3092102911157481,-0.12364167253020568
129,129,129,05-09,6.386966549127256,-0.6531276776310021,-0.04835663122731452
130,130,130,05-10,6.785974645336178,-0.14478612754437395,-0.03079231435311712
131,131,131,05-11,6.738264386015211,-0.2055696239412889,0.036218530131117394
132,132,132,05-12,6.9800224865805856,0.10243336836654923,-0.010050545781500322
133,133,133,05-13,7.534740150176829,0.8091509504210725,0.07411227866274485
134,134,134,05-14,6.924420600272995,0.03159583564004182,0.1960038718325996
135,135,135,05-15,6.783333696538374,-0.148150730965531,0.25584522109178504
136,136,136,05-16,7.360026471628416,0.5865634314747548,0.4884298346458818
137,137,137,05-17,7.020088873961297,0.15347847161382386,0.4206526387985205
138,138,138,05-18,8.075386151178447,1.4979410496911294,0.5656360417384542
139,139,139,05-19,7.215541573430629,0.4024877753369047,0.7123599764538572
140,140,140,05-20,7.607223942778781,0.9014962532796441,0.49311621017671897
141,141,141,05-21,7.4743341215372565,0.7321928773268875,0.6643226666193033
142,142,142,05-22,6.327491895932133,-0.7288991661880749,0.5845922569300863
143,143,143,05-23,7.826390411565567,1.1807172102693293,0.710075251322007
144,144,144,05-24,7.699893583538084,1.0195585915558285,0.7983565833017053
145,145,145,05-25,7.806507203020215,1.1553857416884288,0.773887604978268
146,146,146,05-26,8.022987315235799,1.431184245157835,0.8057154341128706
147,147,147,05-27,7.359096791966047,0.5853790073862637,0.5831958698928905
148,148,148,05-28,6.477385936747365,-0.5379321913804593,0.7823746417867398
149,149,149,05-29,6.778428374936584,-0.15440017505055126,0.7179940542706995
150,150,150,05-30,8.637931513725599,2.214631222918924,0.7669805417077175
151,151,151,05-31,7.5033050470696425,0.7691022165921874,0.6880943483596919
152,152,152,06-01,8.253690531475463,1.7251031697799433,0.8054023748230302
153,153,153,06-02,6.9875800845129525,0.11206184729811068,1.1013482541386674
154,154,154,06-03,7.0298513289764974,0.1659159673995706,0.8515898628632925
155,155,155,06-04,8.172193671515048,1.6212751008432726,0.9463755352744726
156,156,156,06-05,7.461687468382375,0.7160808752666731,1.0045103067547976
157,157,157,06-06,7.949700790524672,1.3378162510592675,1.1740453034511589
158,158,158,06-07,8.527477844213744,2.073911798661892,1.1114650305525158
159,159,159,06-08,7.786009836254548,1.129271827476279,1.1800828090969937
160,160,160,06-09,6.73512780446507,-0.2095656699922865,1.2569468779216797
161,161,161,06-10,8.495350995701335,2.0329817721101384,1.2463378516562322
162,162,162,06-11,7.823680924514966,1.1772652882147905,1.0637149896494724
163,163,163,06-12,7.899737288165853,1.2741620934665825,0.811370588502538
164,164,164,06-13,7.667410429132793,0.9781746266213336,0.8828317676186132
165,165,165,06-14,6.5975869059614,-0.3847945794053281,0.6532778575875727
166,166,166,06-15,7.071676202215648,0.2192014047041649,0.5572667621808394
167,167,167,06-16,7.414260513093443,0.6556583119238958,0.3676495098738593
168,168,168,06-17,7.371514017599975,0.6011987157743902,0.3896583949891685
169,169,169,06-18,7.0067295986883975,0.13645857962470126,1.005834194352694
170,170,170,06-19,7.7710618817599935,1.110227937313189,1.1990437128915905
171,171,171,06-20,9.499483859993422,3.3122602167758246,1.3537433838454964
172,172,172,06-21,7.9816017687782415,1.3784585159375424,1.5440488322474433
173,173,173,06-22,8.142822888302934,1.5838563376473331,1.6972618390401806
174,174,174,06-23,8.267762785603761,1.7430314061860712,1.5588519619161427
175,175,175,06-24,7.728290487949524,1.0557366203811251,1.2238315485067266
176,176,176,06-25,7.119216740731938,0.27976867456896115,1.3465588654453189
177,177,177,06-26,7.921695965344597,1.3021377363193274,1.3032878882990808
178,178,178,06-27,8.5595894592531,2.114822417569095,1.3646409475756365
179,179,179,06-28,7.939037025715728,1.3242304747699052,1.2333455931407904
180,180,180,06-29,8.556706713650089,2.1111497618454047,1.4031253329440658
181,181,181,06-30,7.109951388123482,0.2679644937720501,1.3067739126518925
182,182,182,07-01,7.91879911689859,1.2984471133886148,0.9550460832926436
183,183,183,07-02,7.467926288977349,0.7240292145662869,0.7405083267061694
184,184,184,07-03,6.903117527508619,0.0044554414136020815,0.2273414177170299
185,185,185,07-04,6.92866553269989,0.03700393525106021,0.21849947432460973
186,186,186,07-05,6.139932975304919,-0.9678516920894324,-0.15033090326008886
187,187,187,07-06,7.068310011385398,0.21491283341752931,-0.4187116714791357
188,188,188,07-07,6.181782261687652,-0.9145351521195768,-0.536644476691993
189,189,189,07-08,6.203979644821419,-0.8862553947479945,-0.5021143589333051
190,190,190,07-09,6.3477097224939705,-0.7031413898635411,-0.20230929699774847
191,191,191,07-10,7.0912860764632235,0.24418464180318705,-0.5298511529476065
192,192,192,07-11,7.551873199073584,0.8309786795239072,-0.39671122142836696
193,193,193,07-12,5.525742589749084,-1.750338302281619,-0.3534232120297875
194,194,194,07-13,6.8088084482642754,-0.11569556300413936,-0.4995981244305585
195,195,195,07-14,6.407845721271683,-0.6265273383565177,-0.7141575347077435
196,196,196,07-15,5.6592949332571125,-1.580190864268167,-1.0726890010092591
197,197,197,07-16,6.080812604792622,-1.0431718198599218,-0.5944561385396262
198,198,198,07-17,5.863359351143013,-1.320210118285184,-0.4402758389793184
199,199,199,07-18,7.777993470669985,1.119058872536176,-0.4278013083342354
200,200,200,07-19,7.534924829543702,0.8093862343577073,0.1929499497745137
201,201,201,07-20,6.466594868056314,-0.5516801544860201,0.0472491242489694
202,202,202,07-21,8.582740136684482,2.144316684384328,0.34343751459006433
203,203,203,07-22,5.394630540795196,-1.9173767730131883,0.2559082093684701
204,204,204,07-23,7.258266760097232,0.4569202237613856,0.1090019092342799
205,205,205,07-24,7.365771789011192,0.5938830412066105,0.04709826312959068
206,206,206,07-25,6.843065549565697,-0.07205156644743378,-0.41533909919759066
207,207,207,07-26,6.175057936128397,-0.9231020311141556,-0.07727133512989955
208,208,208,07-27,6.404878600165192,-0.6303074895787604,-0.13528840985018778
209,209,209,07-28,6.986770017577318,0.11102981139295896,-0.0731908595963406
210,210,210,07-29,6.985033743502688,0.10881777543965622,-0.28342621446169186
211,211,211,07-30,7.658221917887768,0.9664683427296936,-0.3039745326587253
212,212,212,07-31,5.852956336344758,-1.3334636956395411,-0.1194936796750425
213,213,213,08-01,6.078285063763001,-1.046391940296356,0.002734117523604848
214,214,214,08-02,7.273696275094259,0.4765776283233361,-0.18367191356588453
215,215,215,08-03,7.562405206033559,0.8443965945848431,-0.2190993327102272
216,216,216,08-04,6.107149389085428,-1.00961841109728,-0.034449175676600295
217,217,217,08-05,7.491375508453354,0.753903827863638,0.14914781259042784
218,218,218,08-06,6.722571353375455,-0.22556275343778,0.10249317392843124
219,219,219,08-07,6.942940153384947,0.05518998930581291,-0.00798493943014065
220,220,220,08-08,7.053974965097081,0.1966497963513562,0.041007595299716086
221,221,221,08-09,7.042105478303906,0.18152791443341176,-0.13203909511868608
222,222,222,08-10,6.337881085217822,-0.7156632027181394,-0.24149878043819584
223,223,223,08-11,6.676407338088354,-0.28437631464677504,-0.15347533658529885
224,224,224,08-12,6.207067940638224,-0.8823208653548389,-0.03451394823953771
225,225,225,08-13,7.357488994582506,0.5833306524231949,-0.14753917593687174
226,226,226,08-14,7.614226910799217,0.9104181264259232,-0.01842312419981549
227,227,227,08-15,6.509810045210848,-0.4966234517505926,-0.03440522206093232
228,228,228,08-16,6.945956698767443,0.05903310770419828,-0.022818841437027462
229,229,229,08-17,6.601139206574389,-0.380268901813476,-0.2780760791881759
230,230,230,08-18,6.26163432035566,-0.8128025816114098,-0.6945626693741512
231,231,231,08-19,6.15534797981072,-0.9482127740836956,-0.4644037746863401
232,232,232,08-20,5.652771805447332,-1.5885014146899288,-0.4122019193463151
233,233,233,08-21,7.593749719777483,0.8843299163762746,-0.057544494768132136
234,234,234,08-22,7.191802778997327,0.37224423974434856,0.29793447280166313
235,235,235,08-23,8.271408147956627,1.7476756456556215,0.43806121131627057
236,236,236,08-24,7.935772341158787,1.3200712238073615,0.6799805711746704
237,237,237,08-25,6.815278727000092,-0.10745234299605108,0.7618780311118821
238,238,238,08-26,6.792097715714531,-0.1369852555395302,0.9936175636541328
239,239,239,08-27,7.9794480704433814,1.3757146759995444,0.6392726006106574
240,240,240,08-28,8.283186511217579,1.762681434997852,0.21262224391746598
241,241,241,08-29,6.6026107528064175,-0.3783941326052301,0.1471310860265234
242,242,242,08-30,5.926450696583442,-1.2398309163517869,0.25004487666003045
243,243,243,08-31,6.506846309180268,-0.5003992903417066,-0.09536272989501073
244,244,244,09-01,7.2767730565437985,0.4804974882615123,-0.3168988902775457
245,245,245,09-02,6.352741402643505,-0.6967309633307027,-0.1765205461985783
246,246,246,09-03,7.239855842135669,0.43346447270264216,0.04169676021545926
247,247,247,09-04,7.263726443353819,0.4638759318685742,0.4759234619415933
248,248,248,09-05,6.954151131190046,0.06947292213243868,0.4247881464930092
249,249,249,09-06,8.551848960047165,2.1049609200150976,0.6136164256712663
250,250,250,09-07,7.035949875404601,0.17368559557000776,0.3995460968411532
251,251,251,09-08,7.242033401369362,0.4362387117388399,0.1545066149908507
252,252,252,09-09,6.2316857130549534,-0.8509575002780366,0.02802050289559324
253,253,253,09-10,6.109706232346697,-1.0063609592332408,-0.2241828902759219
254,254,254,09-11,6.3584612910572105,-0.6894437504391061,-0.4569436334682168
255,255,255,09-12,7.3640901107107615,0.5917405609860068,-0.6254822295682855
256,256,256,09-13,5.939756723408612,-1.2228788635837615,-0.5831207752983575
257,257,257,09-14,6.448296225769776,-0.5749928648615726,-0.21786637106824425
258,258,258,09-15,6.431188152523121,-0.5967887746584685,-0.1628881364857356
259,259,259,09-16,7.829881942228511,1.1851654661474391,-0.1201408542251101
260,260,260,09-17,6.617382806049907,-0.3595743429440544,0.035052455885682315
261,261,261,09-18,7.5654096177627945,0.8482242545497599,0.1957223834114448
262,262,262,09-19,6.670643905868305,-0.2917190029190073,0.35855309244412475
263,263,263,09-20,7.204975689281915,0.3890267002930022,0.2258778177443205
264,264,264,09-21,7.198043876251466,0.3801954795376115,0.4471296165460858
265,265,265,09-22,7.205044069782987,0.3891138179486134,0.26048524246375576
266,266,266,09-23,7.659374266409353,0.9679364498665372,0.2788351745028729
267,267,267,09-24,6.686402780434562,-0.27164198994422,0.036009904650623696
268,268,268,09-25,6.757063417874478,-0.18161941068430407,0.08899987494730004
269,269,269,09-26,6.061383370865459,-1.0679249188204931,0.03461719793387322
270,270,270,09-27,7.447601605647867,0.6981353013176694,-0.013446124840017226
271,271,271,09-28,6.9489273496190656,0.0628177558680525,-0.14702716098872315
272,272,272,09-29,7.433018719660712,0.6795565132231945,-0.270550164219912
273,273,273,09-30,6.05729919941632,-1.0731282068364556,-0.1967189581291258
274,274,274,10-01,6.1753284208172525,-0.9227574300714372,-0.5425559722339406
275,275,275,10-02,6.409093476144947,-0.6249376822757766,-0.7518695602140881
276,276,276,10-03,5.818872631126411,-1.3768867833112195,-0.8302456764799736
277,277,277,10-04,5.9631592230153885,-1.1930637720128332,-0.5929698472683526
278,278,278,10-05,7.0639042343210345,0.20929981562788166,-0.4012776789289764
279,279,279,10-06,7.174756273786747,0.35052676843327085,-0.3953763373746426
280,280,280,10-07,7.078107984685914,0.2273955799648198,-0.4225036099910478
281,281,281,10-08,6.436886007268227,-0.5895296329497736,-0.18089225976952816
282,282,282,10-09,5.691115991125202,-1.5396504190096512,-0.301530388296241
283,283,283,10-10,7.101034553386397,0.25660432931628485,-0.6430379865525649
284,284,284,10-11,6.495755634402952,-0.5145289555323953,-0.6945817600931781
285,285,285,10-12,5.5664168028395205,-1.6985188211046736,-0.7459546311442882
286,286,286,10-13,6.835361158875289,-0.08186706127885829,-0.5692780125323113
287,287,287,10-14,6.194944051454505,-0.8977668592564338,-0.7325988975197343
288,288,288,10-15,6.523179408624498,-0.4795907073377888,-0.7687354867082629
289,289,289,10-16,6.331870332454042,-0.7233209806082536,-0.6526090774847796
290,290,290,10-17,6.325569369048785,-0.7313484906635668,-0.5661306215186515
291,291,291,10-18,6.113317336025653,-1.0017603657637737,-0.6280133639115971
292,292,292,10-19,7.2426338369271015,0.4370036745179103,-0.6137856516988445
293,293,293,10-20,5.903505566134681,-1.269063313614108,-0.7639390520049537
294,294,294,10-21,6.590185212448143,-0.39422443406127294,-0.6926921773855937
295,295,295,10-22,5.624718744488512,-1.6242413824449091,-0.44336983731369295
296,296,296,10-23,6.661108493850156,-0.3038672429474063,-0.16297760763826766
297,297,297,10-24,7.28750778617661,0.4941736746676309,-0.04148113288623604
298,298,298,10-25,8.563148790727361,2.119357052570462,-0.011521765815875143
299,299,299,10-26,6.475696571319783,-0.5400844651019185,0.3177420809736373
300,300,300,10-27,6.731279679540181,-0.21446823163910755,0.2562361895521057
301,301,301,10-28,7.175395929568351,0.3513416982921657,0.138601714736465
302,302,302,10-29,6.371444798593818,-0.6729025914765955,-0.16726682695368345
303,303,303,10-30,6.733504976411487,-0.2116331742262134,-0.08079491887495949
304,304,304,10-31,7.122652441500894,0.2841458024295712,0.17395246888538746
305,305,305,11-01,6.8829384119149255,-0.021253016629574784,0.2928289521676936
306,306,306,11-02,7.931019541691485,1.3140160949229742,0.32054824109513663
307,307,307,11-03,7.735248012527945,1.0646005979860025,0.3687461437325348
308,308,308,11-04,6.501989555771184,-0.506586857911937,0.6730291562858208
309,309,309,11-05,6.960494330746193,0.07755424159817523,0.7116255279299728
310,310,310,11-06,8.555681697444012,2.109843877749288,0.5015393019217219
311,311,311,11-07,7.064709090715595,0.2103252132353369,0.5449584692232294
312,312,312,11-08,6.941612654943973,0.05349873887346879,0.7942809909731455
313,313,313,11-09,7.939731780746365,1.3251156017950474,0.5571293835078008
314,314,314,11-10,7.676180861539776,0.9893482725875596,0.1200215618977641
315,315,315,11-11,5.8436222821225,-1.3453554031938928,0.31813205887792145
316,316,316,11-12,6.497110332869216,-0.5128030519109325,0.4434408047853201
317,317,317,11-13,7.997715950677191,1.3989881951162808,0.13339481424651306
318,318,318,11-14,7.531757656480651,0.8053512143178605,-0.11604481691863736
319,319,319,11-15,6.479561620730723,-0.5351603414377948,-0.1815245409797537
320,320,320,11-16,6.501438025744027,-0.507289514403343,-0.04763863580195992
321,321,321,11-17,5.5352437122401925,-1.738233747560591,-0.012931044785286986
322,322,322,11-18,7.127649703004463,0.2905123791558304,0.0691269862954615
323,323,323,11-19,8.161172309653164,1.6072337412163185,0.23914598117597355
324,324,324,11-20,7.918212221384138,1.2976994008023517,0.4154447949627072
325,325,325,11-21,7.280270775295013,0.4849536278452775,0.6538172523382076
326,326,326,11-22,7.331722160978866,0.5505033683170588,0.5537559888540432
327,327,327,11-23,6.657865387251793,-0.30799900330758845,0.3080035288553442
328,328,328,11-24,6.656408417609573,-0.30985520174915565,0.2419482380434433
329,329,329,11-25,7.003794308354277,0.13271898122412448,0.13655900642007468
330,330,330,11-26,7.607123003984243,0.9013676559309459,0.1525883643610875
331,331,331,11-27,6.783937276719555,-0.1473817618949343,0.3785571336578626
332,332,332,11-28,7.40721286514505,0.6466795159631357,0.5524914931274586
333,333,333,11-29,7.7220715505026325,1.047813612473062,0.6586544180059993
334,334,334,11-30,7.475557089900335,0.7337509550684201,0.4864229321625404
335,335,335,12-01,7.5037715366946145,0.7696965304953689,0.6949462712898179
336,336,336,12-02,6.7959940620916734,-0.1320212591298076,0.5819197327634738
337,337,337,12-03,7.765983704513506,1.1037582728687307,0.3706628937392244
338,338,338,12-04,6.874911258666546,-0.03147971519492933,0.3995068619030487
339,339,339,12-05,6.727151629408453,-0.2197274216724345,0.09865102499130088
340,340,340,12-06,7.611398555019963,0.906814764051366,0.08181057752969094
341,341,341,12-07,6.086882659139266,-1.035438490975118,-0.031710189059059236
342,342,342,12-08,6.716683509415213,-0.23306394389946725,-0.2486265492946315
343,343,343,12-09,7.231354517317983,0.4226336733362296,-0.3020398404318965
344,344,344,12-10,5.853337666036771,-1.3329778766083629,-0.3803611277098478
345,345,345,12-11,6.475600258815577,-0.5402071684960247,-0.23967407137295424
346,346,346,12-12,7.242542288314063,0.4368870403836583,-0.05344231185242693
347,347,347,12-13,6.749452238596088,-0.1913161529537564,-0.17581633141547404
348,348,348,12-14,7.593747127062758,0.8843266132236965,0.10326826709332078
349,349,349,12-15,6.655030690596003,-0.3116104440420531,-0.08292039899733371
350,350,350,12-16,7.167694294723708,0.34152971444440605,-0.3675105534564741
351,351,351,12-17,5.598739590866828,-1.6573391650399516,-0.44232308683224897
352,352,352,12-18,5.902257091742662,-1.270653886371184,-0.7346415336209179
353,353,353,12-19,6.397120545350702,-0.6401913532084057,-0.7532742212002524
354,354,354,12-20,6.2170653242077405,-0.8695840675083165,-0.6610542681427128
355,355,355,12-21,6.567279533559728,-0.4234065695180605,-0.4312140588600588
356,356,356,12-22,7.602006711983651,0.8948494327896432,-0.312272676029724
357,357,357,12-23,6.681178407711568,-0.27829790934402704,-0.38485091503476
358,358,358,12-24,6.462414820917082,-0.557005589389175,-0.2081012359990521
359,359,359,12-25,6.055311323185089,-1.075660787238622,-0.34043389035375826
360,360,360,12-26,7.0494728217914915,0.1909140067059314,-0.8766667950168152
361,361,361,12-27,5.9440552410971526,-1.217402495646298,-1.0601719506422267
362,362,362,12-28,5.0766030296241285,-2.322547995188699,-1.1415022862071988
363,363,363,12-29,5.8169558064529525,-1.3793288430964956,
364,364,364,12-30,6.079387358153722,-1.04498760277901,
365,365,365,12-31,,,
