,unnamed: 0,unnamed: 0,mth_day,irreverent,irreverent_norm,irreverent_ravg
39,39,39,02-09,5.833100558989058,0.13568462009178134,0.556177038670573
40,40,40,02-10,5.587374292850663,-0.18864390681223686,0.3104775422597419
41,41,41,02-11,6.02038696492408,0.3828797006203055,-0.11391927222972766
42,42,42,02-12,5.362988717868172,-0.4848053393535821,-0.3663465291189825
43,43,43,02-13,4.314852736791945,-1.8682162545957253,-0.4638869457148258
44,44,44,02-14,5.597728218845117,-0.17497799466443606,-0.5546471121514094
45,45,45,02-15,5.389693820831118,-0.4495578794832787,-0.6931412272324112
46,46,46,02-16,5.174789738069992,-0.7332049054317379,-0.6216770053881714
47,47,47,02-17,5.390809750008287,-0.44808498986570544,-0.40541194277572457
48,48,48,02-18,5.68785628158022,-0.05602000828814318,-0.3876212496815489
49,49,49,02-19,5.297967114781941,-0.5706258789210445,-0.3386524951234917
50,50,50,02-20,5.678602521721464,-0.06823383609938277,0.3049573807450293
51,51,51,02-21,5.612299756791106,-0.15574535213493426,0.4079397205230124
52,52,52,02-22,8.100561081528237,3.128454349779388,0.25240960786793304
53,53,53,02-23,5.858954801695241,0.16980904880219305,0.3911130802745011
54,54,54,02-24,4.9808355168087015,-0.9892006842186194,0.8201211593231839
55,55,55,02-25,5.928496042352638,0.2615949555183644,0.7355068626989634
56,56,56,02-26,7.628820488931647,2.5058146381927138,0.2764239274989841
57,57,57,02-27,5.227653570347888,-0.6634311318802567,0.3093659708495588
58,58,58,02-28,6.013626516911354,0.3739567385795123,0.4850820208273674
59,59,59,02-29,6.008705279498288,0.3674613089056415,0.26925214522297203
60,60,60,03-01,5.779619070148351,0.06509561564823184,-0.17351043194980909
61,61,61,03-02,4.947359970981204,-1.0333842981080077,-0.12901425925683022
62,62,62,03-03,5.616076264800948,-0.15076082484397296,-0.30594803398783976
63,63,63,03-04,5.429927699194976,-0.3964540957223835,-0.6054421499761388
64,64,64,03-05,5.209307336601518,-0.6876459098065452,-0.6131606250151255
65,65,65,03-06,4.647241860512579,-1.429503387024152,-0.7053952145480965
66,66,66,03-07,5.744531831852338,0.01878476541431169,-0.7082575318960741
67,67,67,03-08,4.528072870131422,-1.5867918353058341,-0.8030835227986062
68,68,68,03-09,5.603064522149711,-0.16793472893183767,-0.7473238101324359
69,69,69,03-10,4.9988604064141295,-0.965410041137576,-0.5961769997174472
70,70,70,03-11,5.4627841329573785,-0.35308763380952424,-0.828195515391143
71,71,71,03-12,5.3343366723666295,-0.5226225245342188,-0.7820494148271546
72,72,72,03-13,4.689804193632427,-1.3733263286278634,-0.7773613023139423
73,73,73,03-14,4.737847368169175,-1.3099152319219045,-0.7748045463666685
74,74,74,03-15,5.624376105082702,-0.1398060538525631,-0.9131611016488872
75,75,75,03-16,5.010483104516228,-0.9500695054539341,-1.2601288224709284
76,76,76,03-17,4.8338322479695135,-1.183226965502836,-0.8984675283928723
77,77,77,03-18,3.757064084191607,-2.6044288494664647,-0.608903103947588
78,78,78,03-19,6.3338719587886,0.7966414358404733,-0.5922501272902899
79,79,79,03-20,6.054171630570737,0.4274713147498021,-0.28514017877443804
80,80,80,03-21,5.700078488955313,-0.03988819390877504,0.040713241898143286
81,81,81,03-22,6.406567161564123,0.8925901856411773,0.4413709990748785
82,82,82,03-23,6.315121824337733,0.7718935585326521,0.19734613578847413
83,83,83,03-24,5.578404974742844,-0.2004823064060529,0.03313584102652218
84,84,84,03-25,5.224564940882416,-0.6675077438779538,0.005450390646267854
85,85,85,03-26,5.307691825444975,-0.5577904538219095,-0.05603687374119797
86,86,86,03-27,5.574223836330575,-0.20600089619030107,-0.2576557783012041
87,87,87,03-28,6.127053619467327,0.5236665993163824,-0.04864780591665938
88,88,88,03-29,5.398587079644639,-0.43781986882738455,0.048960193235232964
89,89,89,03-30,6.528529513046127,1.053565527901215,0.06098156978805674
90,90,90,03-31,5.668278901028737,-0.08185974896659963,-0.07610850391491475
91,91,91,04-01,5.362339524844724,-0.4856621945049669,-0.2438577045925522
92,92,92,04-02,4.9510292208479045,-1.02854133840813,-0.27934022658161983
93,93,93,04-03,5.364486383269543,-0.4828286047494425,-0.6445736258268067
94,94,94,04-04,5.237287898383399,-0.6507150007617901,-0.5060107759182445
95,95,95,04-05,4.868223397103764,-1.137834867569906,-0.5988786578363736
96,96,96,04-06,6.2981685760174955,0.7495173504847732,-0.4862235077699726
97,97,97,04-07,4.940173554695392,-1.0428694860137413,-0.45199247882350496
98,98,98,04-08,5.463145678527303,-0.3526104380097238,-0.25708536341208776
99,99,99,04-09,5.520096431069874,-0.2774424310706369,-0.2195291732900747
100,100,100,04-10,6.123311675034282,0.518727691706713,-0.6104270337518571
101,101,101,04-11,5.038949218674131,-0.9124977268378278,-0.5187390056492729
102,102,102,04-12,4.521194975643692,-1.5958698122859214,-0.4018676790559541
103,103,103,04-13,5.356976054499691,-0.4927413173982354,-0.5067594656945414
104,104,104,04-14,5.99442835618549,0.3486175215501889,-0.5104001971642863
105,105,105,04-15,5.043271268781642,-0.9067931509021606,-0.3739382324834705
106,106,106,04-16,6.106761357516186,0.4968833028882434,0.01628384334762034
107,107,107,04-17,5.659288527788001,-0.09372593875293274,0.06016252174426029
108,108,108,04-18,6.295096542195518,0.7454626427006238,-0.05958821566544265
109,109,109,04-19,5.556443130216123,-0.2294692470183958,0.03563444020746892
110,110,110,04-20,5.450056231070873,-0.3698869029080287,0.28212040874477234
111,111,111,04-21,5.4761417517353,-0.3354572156646912,0.33835386795045697
112,112,112,04-22,7.227256257222035,1.9757991141120639,0.14285724439310338
113,113,113,04-23,5.914918917650338,0.2436748164811753,0.2746203562361182
114,114,114,04-24,5.406392934011923,-0.4275170986434978,0.4293217031977658
115,115,115,04-25,6.155422032202284,0.5611094240396929,0.5113632279943334
116,116,116,04-26,6.153309528923067,0.5583211788618571,0.1881842752279774
117,117,117,04-27,5.849092433853875,0.15679193311471454,0.1590008027544789
118,118,118,04-28,5.7581244830448925,0.03672539751392759,0.268600502323858
119,119,119,04-29,5.782254440819024,0.06857398164018441,0.09736323683772637
120,120,120,04-30,5.9046196894963705,0.2300810987727769,-0.20877170160073666
121,121,121,05-01,5.376998482353243,-0.4663141688770971,-0.2296306006059802
122,122,122,05-02,4.761657747778584,-1.2784884517689208,-0.36461251999317307
123,123,123,05-03,5.754270444239007,0.03163853908325314,-0.4412333952148766
124,124,124,05-04,5.1445132778173415,-0.7731661188092293,-0.483951080968302
125,125,125,05-05,5.433945365027052,-0.3911512696900367,-0.2939777049871853
126,126,126,05-06,5.710430343555138,-0.02622501574777573,-0.1306221224566485
127,127,127,05-07,6.240594086313669,0.6735260870096036,-0.1869243445704012
128,128,128,05-08,5.5042521362143,-0.2983549565857002,-0.15036483051825214
129,129,129,05-09,5.498327466653173,-0.3061747935992631,0.0020224786440184907
130,130,130,05-10,5.310708332547028,-0.5538090344963347,0.06693353135600581
131,131,131,05-11,6.126679331627594,0.523172585283587,-0.1864702051282077
132,132,132,05-12,6.005508006311881,0.36324130052414816,-0.22338285043943648
133,133,133,05-13,5.088651864280063,-0.8468963318956775,-0.05978850606665756
134,134,134,05-14,5.3364517902095185,-0.5198308284530727,0.197180591757406
135,135,135,05-15,6.242007237060385,0.6753912726374104,0.41638811005086107
136,136,136,05-16,6.478858248757375,0.9880055524480464,0.4838130787761949
137,137,137,05-17,7.123169751275237,1.8384176950443176,0.7594289260169754
138,138,138,05-18,6.3120136220996175,0.7677911128761509,1.3549214031939891
139,139,139,05-19,6.341567610129764,0.8067987515490064,1.6832707556504891
140,140,140,05-20,8.043487356775916,3.0531240346090107,1.5384385098309992
141,141,141,05-21,7.734643012364348,2.6454873873764098,1.1234185232927636
142,142,142,05-22,5.820468670978539,0.1190120775311072,0.9819022684971994
143,143,143,05-23,5.236539932338078,-0.6517022241850949,0.8306060614370475
144,144,144,05-24,5.668698131709317,-0.08130641589723492,0.27973940470921305
145,145,145,05-25,5.653793659499858,-0.10097849081190427,-0.1629157839535443
146,146,146,05-26,5.5393152818119935,-0.2520759057579964,-0.08930450900020925
147,147,147,05-27,5.722386963193396,-0.0104437446001344,-0.06359302714754288
148,148,148,05-28,6.155096474076282,0.5606797272511175,-0.0011640954508897274
149,149,149,05-29,5.353421166798417,-0.4974333330690968,0.028178799185634363
150,150,150,05-30,5.952492377585826,0.29326717428268395,-0.0019462176652499847
151,151,151,05-31,5.787182849878278,0.07507887700724025,0.1305795853535188
152,152,152,06-01,5.402370660033816,-0.4328260068633025,0.15477993709563412
153,153,153,06-02,6.324832965467472,0.7847110735124783,0.27263963790344165
154,154,154,06-03,6.265108296895412,0.7058818377038093,0.3362340275411729
155,155,155,06-04,5.8891968720837236,0.2097248717777482,0.3804537190770046
156,156,156,06-05,6.2415846519324685,0.6748335121090717,0.4597434207627123
157,157,157,06-06,5.9882001293870974,0.3403970262222303,0.45567054851101396
158,158,158,06-07,5.76281189271432,0.04291220325094384,0.6763518100554621
159,159,159,06-08,6.306318189100027,0.7602738400022886,0.7197658412284413
160,160,160,06-09,7.2682981721186115,2.029969406970498,1.0617608177815907
161,161,161,06-10,6.086551718664503,0.4702090588156245,1.2366618625012584
162,162,162,06-11,7.796251756217682,2.7268033714279687,1.2859472537572445
163,163,163,06-12,6.783278769053974,1.3898032945402363,1.373472754908012
164,164,164,06-13,5.986857220162573,0.3386245507868603,1.3203158565850042
165,165,165,06-14,6.704198353296031,1.2854268469068937,1.4551290036577595
166,166,166,06-15,7.026653449668218,1.7110280170324497,1.2098299521054183
167,167,167,06-16,6.6993957057065305,1.279087941252157,0.9618839743152084
168,168,168,06-17,6.681152435156398,1.255009062113923,0.9663899736429988
169,169,169,06-18,5.6561468468388405,-0.0978725722010235,0.7007624490726875
170,170,170,06-19,6.0073409389512245,0.3656605467536016,0.6954326030436279
171,171,171,06-20,5.496688293925331,-0.30833830051497485,0.6217967774126173
172,172,172,06-21,7.002424625093668,1.6790489408580929,0.4295796387620777
173,173,173,06-22,6.36465629824736,0.8372729874660932,0.5427809550717563
174,174,174,06-23,5.807356962042536,0.10170623021068463,0.7855938868584631
175,175,175,06-24,6.170746109091723,0.5813353256570482,0.7751887126712265
176,176,176,06-25,7.1111386653051865,1.8225381374738423,0.5501626451674879
177,177,177,06-26,5.449387651716218,-0.3707693456383943,0.4452457846840323
178,178,178,06-27,5.97948379631118,0.3288925358356616,0.7252458478112316
179,179,179,06-28,5.887717153343982,0.2077718245653595,1.0973481450365263
180,180,180,06-29,7.080202814133547,1.7817066089738802,0.9129194830526708
181,181,181,06-30,7.86227739050287,2.8139491090088167,1.0402161659049478
182,182,182,07-01,6.272748649277928,0.7159661655707099,0.9461168285678656
183,183,183,07-02,6.028062716799537,0.3930107514752674,0.8268935713685246
184,184,184,07-03,5.551719781273774,-0.2357034881868317,0.4043313557136538
185,185,185,07-04,5.345742888395256,-0.5075677186306862,-0.23080281936277705
186,186,186,07-05,5.159286949188362,-0.7536666849553451,-0.35803248583935865
187,187,187,07-06,4.9750355404893325,-0.9968559414497684,-0.3623603231954597
188,188,188,07-07,5.69437823239673,-0.04741183328877956,-0.10006560765449812
189,189,189,07-08,6.008388900423522,0.3670437273386608,0.2613506996824345
190,190,190,07-09,6.744079300671588,1.338064805058938,0.4645054451189536
191,191,191,07-10,6.988696973955167,1.6609301253909097,0.7739025090460703
192,192,192,07-11,6.0828034376257545,0.4652617876637704,1.002985295930382
193,193,193,07-12,6.381516542923483,0.859526442112932,0.8600206995247771
194,194,194,07-13,6.7357604085810365,1.3270848880170911,0.6137247657607506
195,195,195,07-14,5.358489427193498,-0.4907438510949685,0.5695888384375358
196,196,196,07-15,5.624448275674255,-0.13971079752522111,0.6903531755295997
197,197,197,07-16,6.7880604762554375,1.3961145614516213,0.6611318259382628
198,198,198,07-17,6.631783262242168,1.1898478102161545,0.5311299893489836
199,199,199,07-18,6.2486798813726665,0.6841983445649104,0.6452778054672166
200,200,200,07-19,6.144788047293723,0.5470738684814154,0.5184408824399029
201,201,201,07-20,5.877391361173908,0.1941430456144296,0.3354450784530923
202,202,202,07-21,5.047863222213171,-0.9007323356891024,0.08044178209752878
203,203,203,07-22,5.956184056467428,0.2981397375307572,-0.2725513436607132
204,204,204,07-23,5.472569637750008,-0.3401719679172268,-0.4017027956262579
205,205,205,07-24,4.644016543372247,-1.4337604099845416,-0.6186003736932958
206,206,206,07-25,5.557681429924156,-0.2278348433118529,-0.4249636876363169
207,207,207,07-26,4.89140164571517,-1.1072424227877973,-0.5141415577518303
208,208,208,07-27,5.9281117832583465,0.26108778065277083,-0.5121981884122037
209,209,209,07-28,5.55079242616884,-0.2369274831623237,-0.312653561257224
210,210,210,07-29,5.4814039557690775,-0.32851175187946585,-0.6071979594413391
211,211,211,07-30,5.551121878080263,-0.2364926470546637,-0.6091303609184316
212,212,212,07-31,4.218718819351529,-1.995101232416544,-0.6651679756605006
213,213,213,08-01,4.882617186250337,-1.1188368316503523,-0.5300120478537688
214,214,214,08-02,5.67337167824232,-0.07513790779964287,-0.33963367390459925
215,215,215,08-03,6.165194652271768,0.5740080836780671,-0.2394735247375376
216,216,216,08-04,6.3468406306849285,0.8137584918155514,0.3464899567906019
217,217,217,08-05,6.006437598327782,0.36446824794770616,0.5449285800839846
218,218,218,08-06,6.882436743590278,1.520679656752293,0.3866070621448976
219,219,219,08-07,5.784694763421774,0.07179490810994439,0.3130484002015072
220,220,220,08-08,4.9536615283414855,-1.025067015434165,0.19167457371560465
221,221,221,08-09,5.830806021446795,0.13265611201772484,0.12217681576241204
222,222,222,08-10,5.79509014224017,0.08551553290013593,-0.1222915312484653
223,223,223,08-11,5.690509337625352,-0.052518299771449235,-0.14257261373960506
224,224,224,08-12,5.771113703213023,0.05386957468702902,0.09177257658931276
225,225,225,08-13,5.692499456619163,-0.049891586836893945,0.20082534259623644
226,226,226,08-14,6.01896594340562,0.3810041265393416,0.3234919972437893
227,227,227,08-15,6.326546484219144,0.7869727080592671,0.3017102587129287
228,228,228,08-16,6.352717668513581,0.8215154607854531,0.24343395284024216
229,229,229,08-17,5.591492233019409,-0.18320873095661272,0.2099739175718132
230,230,230,08-18,5.5061967836352625,-0.2957882605490904,0.16530535346735845
231,231,231,08-19,5.54039425126108,-0.2506517984474681,-0.011212698436528298
232,232,232,08-20,5.815908144402955,0.11299274191261365,-0.21759094609045165
233,233,233,08-21,5.5241171287551065,-0.2721356033640533,-0.13805161278696185
234,234,234,08-22,5.414547535427667,-0.4167540251380869,0.0942083127643248
235,235,235,08-23,5.953068260334227,0.294027268864326,0.21070292186619707
236,236,236,08-24,6.562021841469705,1.0977712927586296,0.3846436301350381
237,237,237,08-25,6.06996441753251,0.4483158561637655,0.5127338022265636
238,238,238,08-26,6.6066212126681885,1.1566369915256598,0.4427378204500663
239,239,239,08-27,6.1063992983353925,0.4964054291851001,0.5747527601637229
240,240,240,08-28,5.09635441049691,-0.8367299157970711,0.5966412813395855
241,241,241,08-29,6.553191940850108,1.0861169071462662,0.5101878205959265
242,242,242,08-30,6.661524366847518,1.2291024198138052,0.2784951575755046
243,243,243,08-31,5.676957617185862,-0.07040490829818867,0.4971390090092586
244,244,244,09-01,5.553374860536144,-0.2335189865968716,0.4207358786177464
245,245,245,09-02,7.100327357759545,1.808268537787624,0.18260458643898064
246,246,246,09-03,4.749035175924359,-1.2951486981461444,-0.058778328732312514
247,247,247,09-04,5.470676372397826,-0.34267084592632835,-0.14676978775812685
248,248,248,09-05,5.564227320161345,-0.21919507121395368,-0.13834166432148265
249,249,249,09-06,5.27695926579419,-0.5983536624530748,-0.12874675505755614
250,250,250,09-07,5.5916880731741365,-0.1829502459770065,0.09418219586592948
251,251,251,09-08,7.143944635275052,1.8658379933711835,0.03835257822879699
252,252,252,09-09,5.7624427706399866,0.04242500739476932,0.15503534140374178
253,253,253,09-10,5.216881796641001,-0.6776485517491233,0.2481576498500575
254,254,254,09-11,6.094652811709455,0.4809015078357151,0.13932017633239566
255,255,255,09-12,5.700281827650851,-0.03961981177518027,-0.2582648531690549
256,256,256,09-13,5.0969263035809345,-0.8359750870829777,-0.359342462282735
257,257,257,09-14,5.336571986846369,-0.5196721836375199,-0.27558260356875897
258,258,258,09-15,5.302956390305932,-0.5640406472873111,-0.3585426419411674
259,259,259,09-16,5.59764381342448,-0.17508939946526725,-0.09319816723604417
260,260,260,09-17,5.717526679835474,-0.0168587223987354,0.2082406983372756
261,261,261,09-18,6.9065051771443615,1.5524470364555591,0.7254689078482469
262,262,262,09-19,6.467230315011528,0.9726581063569408,0.8239855268308612
263,263,263,09-20,7.687827817676033,2.583697073428308,0.8881740210402698
264,264,264,09-21,5.750800824459097,0.02705906660837541,0.900046476900874
265,265,265,09-22,5.889436814089974,0.2100415657911837,1.2532705729035614
266,266,266,09-23,5.771497404082912,0.05437601276488985,1.081925016722891
267,267,267,09-24,8.512218477470915,3.6717916124716825,0.7050002034492282
268,268,268,09-25,5.688314488982887,-0.05541523072707915,0.6827614615181394
269,269,269,09-26,5.97437397139025,0.3221481937863292,0.6778739026061965
270,270,270,09-27,5.649706238598772,-0.10637338497815768,0.6007738612157739
271,271,271,09-28,5.867218572356613,0.1807162123195265,-0.14137687693291054
272,272,272,09-29,5.421010097816619,-0.4082242355776449,-0.3968293010048301
273,273,273,09-30,5.138492492810329,-0.7811128164204246,-0.40176765018937455
274,274,274,10-01,4.5270591851266655,-1.5881297751585963,-0.5289253030397585
275,275,275,10-02,5.951924843323915,0.2925180986790625,-0.6428410986902562
276,276,276,10-03,5.071663186805911,-0.8693193020804613,-0.6418752295253148
277,277,277,10-04,5.349371374888253,-0.5027785615834595,-0.6403891463030292
278,278,278,10-05,5.425400820256205,-0.4024290205879971,-0.4396530611386269
279,279,279,10-06,5.14524804437779,-0.7721963170867115,-0.60540263843627
280,280,280,10-07,5.43958074141798,-0.3837132641721825,-0.703051204936771
281,281,281,10-08,5.198447649094491,-0.7019793651067956,-0.945975702441641
282,282,282,10-09,4.627764812481858,-1.4552107010834667,-0.7730094255290211
283,283,283,10-10,4.245066484500066,-1.9603255466126799,-0.5549549005695268
284,284,284,10-11,6.211684243413289,0.6353686408877233,-0.2986953212909241
285,285,285,10-12,6.136497098126331,0.5361308326702533,-0.4657921620321457
286,286,286,10-13,6.60450527357846,1.1538442114994334,-0.5603666257952105
287,287,287,10-14,4.4388459609393145,-1.7045604095541251,-0.10500508163154527
288,288,288,10-15,4.1978409311437925,-2.022657483661856,-0.3930708797150002
289,289,289,10-16,6.3150840631288805,0.7718437183693113,0.2540430118497905
290,290,290,10-17,4.9021725521489765,-1.093026147613006,0.0312996616028219
291,291,291,10-18,9.078197266009992,4.4188141820589975,0.24934003240279
292,292,292,10-19,5.591941396712788,-0.1826158899823781,0.7041500296839339
293,293,293,10-20,5.430030671619353,-0.3963181847543164,0.5479429877579282
294,294,294,10-21,6.26535124547484,0.7062025000250081,0.477988386447429
295,295,295,10-22,5.604986061141646,-0.1653985331867239,-0.2512090077492412
296,296,296,10-23,4.584167537727606,-1.5127537554760009,-0.18303403171088906
297,297,297,10-24,5.763355589930935,0.04362981687897627,-0.05429397974851427
298,298,298,10-25,5.901856453508327,0.2264339662477348,-0.13379522285014606
299,299,299,10-26,6.015267115169183,0.3761221270199321,0.06729522406330407
300,300,300,10-27,5.903948371533269,0.2291950414152174,0.1871057755091952
301,301,301,10-28,6.519118502364117,1.0411441482939767,0.1840013462186965
302,302,302,10-29,5.128811570094704,-0.7938904468006542,0.30486792654076433
303,303,303,10-30,5.749243236164336,0.025003241135984167,0.2813984849175493
304,304,304,10-31,6.451301063274293,0.951633448180142,0.4080924732649061
305,305,305,11-01,5.908577919862004,0.2353054772806422,0.3152934098662736
306,306,306,11-02,6.47988366151762,0.9893589714993579,0.516844521411564
307,307,307,11-03,6.097265372740997,0.4843497679021814,0.5571496261287386
308,308,308,11-04,6.0450381360802,0.4154162224710885,0.4870315170862827
309,309,309,11-05,5.932465285418103,0.26683386943903165,0.5046985752201915
310,310,310,11-06,6.132552762811907,0.5309247939254069,0.35133161092173554
311,311,311,11-07,5.9888901934138135,0.34130782608409393,0.12021830612916234
312,312,312,11-08,5.782696303147639,0.06915718570862292,0.10477694751150037
313,313,313,11-09,5.04665271186229,-0.9023300608532578,-0.038380942194356366
314,314,314,11-10,5.974843618808923,0.3227680707651165,-0.12441654433757672
315,315,315,11-11,5.281687124616675,-0.5921134687961087,-0.16756409089213609
316,316,316,11-12,5.741445496273893,0.014711181066084818,-0.17528046228119684
317,317,317,11-13,5.7927467531356385,0.08242254675673767,0.12806567985140038
318,318,318,11-14,5.7476186277854815,0.02285895737425831,0.12188897736833347
319,319,319,11-15,6.425626967971237,0.9177467919423254,0.189080860984057
320,320,320,11-16,5.946765088942305,0.28570785586671504,0.2581132918578068
321,321,321,11-17,5.587133164161328,-0.18896216710176764,0.1528159622287112
322,322,322,11-18,6.0552584372998925,0.4289057663085835,0.16054270768898926
323,323,323,11-19,5.314078042286928,-0.5493614310178361,0.31261006248663314
324,324,324,11-20,5.782743462399572,0.06921943013592673,0.2475962623075489
325,325,325,11-21,7.116906461378718,1.830150920728189,0.33111134736396125
326,326,326,11-22,5.651220348836199,-0.10437494520779032,0.2687018787050399
327,327,327,11-23,5.9667824700002035,0.31212834323670624,0.5826440055459856
328,328,328,11-24,5.771552667999315,0.05444895435505578,0.654462208464644
329,329,329,11-25,6.741220341767758,1.3342913300278385,0.5101935240948562
330,330,330,11-26,6.10922018054273,0.5001286476478771,0.6216405831247774
331,331,331,11-27,6.4610787646424805,0.9645388145094616,0.6835699084388818
332,332,332,11-28,6.157844973236856,0.5643074089717373,0.5809205009529208
333,333,333,11-29,6.248305566704088,0.6837042951213319,0.33740570203485404
334,334,334,11-30,5.3049210855673135,-0.5614474905607101,0.0150280535471074
335,335,335,12-01,5.6342320137514506,-0.1267974634805622,-0.03983418700136313
336,336,336,12-02,4.64373103707038,-1.4341372432786028,-0.19407376004038826
337,337,337,12-03,6.21168176616103,0.6353653712186383,-0.4462242071578496
338,338,338,12-04,5.456690842847157,-0.3611300292624133,-0.4870609500380476
339,339,339,12-05,5.102060644000077,-0.8291983875834361,-0.2864616835868493
340,340,340,12-06,5.119282274606209,-0.8064679478418979,-0.1542705131920011
341,341,341,12-07,6.546131608998738,1.0767981352266272,-0.4060267176272212
342,342,342,12-08,5.244655840589807,-0.6409902209095136,-0.14630820064336694
343,343,343,12-09,5.06722902220585,-0.8751718553926818,-0.07747659942318037
344,344,344,12-10,6.637339280429655,1.1971810726407115,-0.10317771417958947
345,345,345,12-11,5.414960638119352,-0.4162087802623166,-0.5635434252165914
346,346,346,12-12,5.002448167690493,-0.9606746363803528,-0.4675749716571961
347,347,347,12-13,4.453365703184711,-1.6853961309953842,-0.32708996273013163
348,348,348,12-14,5.680916628106747,-0.0651794995531411,-0.5934783759567449
349,349,349,12-15,5.705856595702324,-0.03226180183029583,-0.4166708488982582
350,350,350,12-16,5.4263703148027895,-0.4011494067189675,-0.28834672087061824
351,351,351,12-17,6.218705912036053,0.6446363820886035,0.141439519906944
352,352,352,12-18,5.585793872184054,-0.19072986821451327,0.21006330526666803
353,353,353,12-19,6.4071210979147235,0.8933213136699897,0.34488570103952393
354,354,354,12-20,5.992871916881907,0.3465632126052025,0.4433211413498379
355,355,355,12-21,6.318742626197588,0.77667257280684,0.30661519201915594
356,356,356,12-22,5.87384572069517,0.1894632351429168,-0.08068485055305834
357,357,357,12-23,5.59725747870954,-0.17559931389548858,-0.720117821708235
358,358,358,12-24,3.8251755094704487,-2.514530123647799,-0.9007763823210224
359,359,359,12-25,3.5003374496004787,-2.9432765132610714,-1.2429471909266443
360,360,360,12-26,5.17162031803403,-0.7373881510715213,-1.56602772820943
361,361,361,12-27,4.7632762110259605,-1.276352278826893,-1.8349067715614784
362,362,362,12-28,4.405161331203038,-1.7490199885537951,-1.604986148357754
363,363,363,12-29,4.374966414834383,-1.7888735740077812,
364,364,364,12-30,4.870366386524267,-1.1350063844254512,
365,365,365,12-31,,,
