,unnamed: 0,unnamed: 0,mth_day,male nudity,male nudity_norm,male nudity_ravg
181,181,181,06-30,2.1316210430524105,2.3745117952107995,0.77072218643351
182,182,182,07-01,1.2477957478960575,-0.5986850674724633,0.6762923238846706
183,183,183,07-02,1.1456841096119263,-0.942189608758668,0.2385690583366101
184,184,184,07-03,1.6489937630765503,0.7509489457047384,0.07147797926646604
185,185,185,07-04,1.0885313834460355,-1.1344519337469576,-0.33484279442048304
186,186,186,07-05,1.4194417490298088,-0.021266255338651983,-0.16211566382810547
187,187,187,07-06,1.4069130718326477,-0.0634128469108944,0.14857859883590718
188,188,188,07-07,1.5558694091326248,0.4376777160818017,-0.11396272110969598
189,189,189,07-08,1.6998339915432252,0.9219759672254078,0.2012775219382922
190,190,190,07-09,1.1807287870757723,-0.8242989739688806,0.3494458619535283
191,191,191,07-10,1.6507894115382642,0.7569895245409717,0.3744909525623559
192,192,192,07-11,1.6837126995822216,0.8677437847527647,0.3824900301804453
193,193,193,07-12,1.4515831403586603,0.08685769674207178,0.3088100982485117
194,194,194,07-13,1.5701364505630515,0.4856721817903374,0.5064627817056655
195,195,195,07-14,1.5684195095676094,0.4798963756338063,0.4137935279420586
196,196,196,07-15,1.5332593110128427,0.361617126774042,0.2479416140417923
197,197,197,07-16,1.4855058443701843,0.2009740019593304,0.2784203322124676
198,198,198,07-17,1.3879015773623649,-0.12736769864883307,0.07477143653314232
199,199,199,07-18,1.5059445499671855,0.2697300057661235,0.13555452560043044
200,200,200,07-19,1.20691116751952,-0.7362211922856141,0.12550224275557506
201,201,201,07-20,1.6768313654584996,0.844594910037535,-0.027651041848024385
202,202,202,07-21,1.5153302018498565,0.3013034297049098,0.1457766187418382
203,203,203,07-22,1.212343817325436,-0.7179457056622662,-0.11952107286146015
204,204,204,07-23,1.6972246939704831,0.9131982648903424,-0.0352862969935279
205,205,205,07-24,1.032763348556985,-1.3220561438536669,0.06702409476703515
206,206,206,07-25,1.3571511194950825,-0.2308125370780205,0.13119803089827814
207,207,207,07-26,1.8593107296679758,1.4584572606009134,0.21576651171811992
208,208,208,07-27,1.6297899244893184,0.6863470464923677,0.08448063819425204
209,209,209,07-28,1.3631789607220277,-0.21053482074321564,0.16255968933005702
210,210,210,07-29,1.4630650712961066,0.12548302374713494,-0.07806648139576228
211,211,211,07-30,1.1720240371748627,-0.8535818370388367,-0.6011837246776118
212,212,212,07-31,0.9279736929344526,-1.6745695614329363,-0.8297535298564309
213,213,213,08-01,0.9262862311938987,-1.6802461990901838,-0.9239982307664842
214,214,214,08-02,1.2221160605857682,-0.6850717845805466,-0.9513002398342216
215,215,215,08-03,1.1950854483598958,-0.7760030262035352,-0.7961564175475657
216,216,216,08-04,1.4143695950048851,-0.03832903065928989,-0.2491462197177583
217,217,217,08-05,1.4487363590096969,0.0772810966811001,-0.08451411333237509
218,218,218,08-06,1.903613326391112,1.6074916255459084,-0.1850213263835654
219,219,219,08-07,1.2199217220243779,-0.6924535607778848,-0.109848405607617
220,220,220,08-08,1.042852820357251,-1.2881150628876883,-0.06849394963802936
221,221,221,08-09,1.3291628040704226,-0.324965501547845,-0.08298486337095486
222,222,222,08-10,1.4881288163576858,0.20979770515823606,-0.47895630688869795
223,223,223,08-11,1.4228905707247004,-0.009664385716452908,-0.2107414674390929
224,224,224,08-12,1.1973642737305736,-0.7683370355605501,-0.186023529852806
225,225,225,08-13,1.6983059069745583,0.916835475919746,-0.17141726287991352
226,226,226,08-14,1.086939383390565,-1.1398074373699671,-0.1539026502340741
227,227,227,08-15,1.3552143347587713,-0.2373278997104903,-0.29485726749055124
228,228,228,08-16,1.519367631154405,0.3148853810332726,-0.2455573153965219
229,229,229,08-17,1.171485913810205,-0.8553920892553157,-0.4514758845057016
230,230,230,08-18,1.2852949693213984,-0.4725373229963738,-0.3105820543474911
231,231,231,08-19,1.331032466580478,-0.3186759387353326,-0.28119997249358386
232,232,232,08-20,1.3382356212984186,-0.2944444564207036,-0.20972733870940707
233,233,233,08-21,1.4076197993805817,-0.061035408587046924,-0.3567836847377221
234,234,234,08-22,1.646845207448279,0.7437211837383334,-0.19065501809954147
235,235,235,08-23,0.9091982999672538,-1.7377301654252058,-0.13839626793075666
236,236,236,08-24,1.5815997038008585,0.5242346768327096,0.15506350200760696
237,237,237,08-25,1.4242404324682358,-0.005123437722623643,0.4979913180363834
238,238,238,08-26,1.86164630635117,1.466314163209478,1.8749621791087792
239,239,239,08-27,2.019260990092908,1.996531487585612,2.0676210200064538
240,240,240,08-28,4.102790912861171,9.005546350172708,2.093848800772412
241,241,241,08-29,1.2528218771168602,-0.5817771200391564,1.8594150616112337
242,242,242,08-30,1.6283792017232026,0.6816013614284556,1.4634681671227143
243,243,243,08-31,1.0061077390513409,-1.4117258726896915,1.197882431116829
244,244,244,09-01,1.1554410389911047,-0.9093672037216372,-0.22289506053200608
245,245,245,09-02,1.5455660367700834,0.4030170715502981,-0.21222671996111345
246,246,246,09-03,1.5687123222331003,0.4808814002796978,-0.11292893383773067
247,247,247,09-04,1.2718497781056728,-0.5177670766138006,-0.057080903521905785
248,248,248,09-05,1.8054853252302767,1.2773880781687523,0.2826041017389985
249,249,249,09-06,1.1057174941213201,-1.0766376907947421,0.2580888232820145
250,250,250,09-07,1.7612983983937247,1.1287428278437883,-0.05804867289210582
251,251,251,09-08,1.5018409336865364,0.2559254008083941,-0.09139966626626736
252,252,252,09-09,1.004853966186164,-1.415943576765024,0.023061071565981615
253,253,253,09-10,1.212365419166708,-0.7178730368587699,0.14391101942253334
254,254,254,09-11,2.0096358744282257,1.9641525051622464,-0.1996233574182755
255,255,255,09-12,1.3212637477337743,-0.3515380036554316,0.003217939727415668
256,256,256,09-13,1.1485753544167467,-0.9324634332010648,0.14678658784490148
257,257,257,09-14,1.8636257954354365,1.472973183682541,0.14086290888853922
258,258,258,09-15,1.2609209714831888,-0.554531688060109,-0.13447806794692804
259,259,259,09-16,1.2018000293647828,-0.7534151105969437,-0.484162427130119
260,260,260,09-17,1.5185416118694606,0.31210664414944256,-0.4086176050979657
261,261,261,09-18,0.6975716824440468,-2.4496441587545776,-0.5331039026552005
262,262,262,09-19,1.283316027935105,-0.4791945010081445,-0.2819591921525605
263,263,263,09-20,1.6415938000522254,0.7260553983391322,0.2480852837928648
264,264,264,09-21,1.7088591164601683,0.9523365749557308,0.32544919351883045
265,265,265,09-22,2.1471798418048027,2.4268517450756075,0.6854627699961959
266,266,266,09-23,1.6565267844078695,0.7762901025052372,0.6971970537926838
267,267,267,09-24,1.339686793254249,-0.2895626998903853,0.6165391643478988
268,268,268,09-25,1.3042451301483764,-0.4087887982292173,0.3956759285834973
269,269,269,09-26,1.497733531988664,0.2421080616704215,0.008814886649435305
270,270,270,09-27,1.3149305805020943,-0.37284283963067816,-0.17037139026954742
271,271,271,09-28,1.4571799722436098,0.10568549347123547,-0.046534201018221484
272,272,272,09-29,1.3369326813595528,-0.2988275590086592,-0.15932088528259486
273,273,273,09-30,1.5605610482659589,0.4534604356175704,-0.18979471353111008
274,274,274,10-01,1.1030803991597196,-1.0855089038154575,0.01659629506338599
275,275,275,10-02,1.4433808439759754,0.059265092179330174,-0.08696482810254337
276,276,276,10-03,1.6830466572640397,0.8655032119362982,-0.2328675587857599
277,277,277,10-04,1.2724698212321226,-0.5156812455243407,-0.4557787498922974
278,278,278,10-05,1.0767026394904098,-1.174243943107958,-0.28302154429711585
279,279,279,10-06,1.1629798081951201,-0.8840067110216554,0.004674223258397632
280,280,280,10-07,1.4112077017448912,-0.04896567024436793,-0.09559424701440428
281,281,281,10-08,1.9565109360994577,1.7854396975124112,-0.15511118740091687
282,282,282,10-09,1.504209235270212,0.26389239029948675,0.04304574330484304
283,283,283,10-10,1.1663162501770807,-0.8727828878434163,0.2534855873373585
284,284,284,10-11,1.4301325316709854,0.014697641126601328,0.3846540874731626
285,285,285,10-12,1.5383173304408015,0.3786323531734377,0.04507672213515268
286,286,286,10-13,1.6451579789084116,0.7380453305704565,0.01116198923779942
287,287,287,10-14,1.3508455617372164,-0.2520244945156486,0.21158749659358053
288,288,288,10-15,1.4437193985102599,0.060403992915367175,0.03604775759860731
289,289,289,10-16,1.5237923435072438,0.32977015629127043,-0.25574210331819763
290,290,290,10-17,1.1170423419641038,-1.038540792843238,-0.20246360876034908
291,291,291,10-18,1.0178850714432923,-1.372106812327392,-0.1283051920085475
292,292,292,10-19,1.7401847464307876,1.0577162979175478,-0.22307368868803867
293,293,293,10-20,1.4831134624536941,0.19292600599516072,-0.1477826950324941
294,294,294,10-21,1.2746916514400222,-0.5082069871615799,0.04905033705187714
295,295,295,10-22,1.6580802923318063,0.7815161182245377,0.3405885029277022
296,296,296,10-23,1.4681109473335197,0.14245739966298954,-0.09422129378058892
297,297,297,10-24,1.5378684107341878,0.3771221829275583,-0.3618926941361597
298,298,298,10-25,0.9646641576613816,-1.5511424823321989,-0.4585778239888956
299,299,299,10-26,1.0056985477668712,-1.4131023961382638,-0.5885607400797768
300,300,300,10-27,1.1022454246155968,-1.0883177662779957,-0.7285239669648046
301,301,301,10-28,1.4262446060618557,0.0016186216792505054,-0.8174849032285946
302,302,302,10-29,1.2184745202298224,-0.6973219616471774,-0.4840301235362621
303,303,303,10-30,1.3791989460830558,-0.15664343465518207,-0.35878940567666445
304,304,304,10-31,1.5594093750706908,0.449586195821796,-0.12508419185927688
305,305,305,11-01,1.2290761165053683,-0.6616580889806777,-0.19003314702656668
306,306,306,11-02,1.519078730558182,0.31391351662632977,-0.07861805853328531
307,307,307,11-03,1.3104025704577529,-0.3880751093244884,-0.09945199013694787
308,308,308,11-04,1.4171928924473485,-0.02883143068748922,-0.11528168481617228
309,309,309,11-05,1.3420398410537513,-0.28164702427715754,0.10434845553904544
310,310,310,11-06,1.5311757560708228,0.3546080277464496,0.029388972815020963
311,311,311,11-07,1.6208053209741826,0.6561227531506287,-0.07126969085427003
312,312,312,11-08,1.3853820599309878,-0.13584337971781713,0.3023424155502562
313,313,313,11-09,1.1308692050540257,-0.9920270913402344,0.3293219736594828
314,314,314,11-10,2.083562148438612,2.212841207739668,0.27006925319408936
315,315,315,11-11,1.3901601983870129,-0.1197696756217981,0.16580939197679093
316,316,316,11-12,1.4254934439210358,-0.0009082950459108898,0.24327302993083202
317,317,317,11-13,1.4348489106808309,0.03056358584683815,0.35878205602694835
318,318,318,11-14,1.5235451063230667,0.3289384480064291,0.2305749609002161
319,319,319,11-15,1.3368894663370041,-0.2989729347635359,0.10189925471050064
320,320,320,11-16,1.85489379126311,1.443598636979275,-0.02036026491440661
321,321,321,11-17,1.1606560331634412,-0.8918239127600909,-0.03360763570381595
322,322,322,11-18,1.2074330980871473,-0.7344654127953545,-0.07256906079723692
323,323,323,11-19,1.4112210879592058,-0.04892063888961785,-0.006314667144150511
324,324,324,11-20,1.4540540609131214,0.09516989744590316,-0.31847863273718896
325,325,325,11-21,1.4550598635161482,0.0985534271549826,-0.11780398608150648
326,326,326,11-22,1.2981225680247317,-0.42938515657895604,0.018052323287437184
327,327,327,11-23,1.5185764878166652,0.3122239671740044,0.249935505764026
328,328,328,11-24,1.4497444853361474,0.08067244341830743,0.10266426721144813
329,329,329,11-25,1.8248046446347093,1.342378455969915,0.29208424323902643
330,330,330,11-26,1.1913831678105948,-0.7884575338695641,0.5377104425478182
331,331,331,11-27,1.7929066472033777,1.2350732833204523,0.6121669284010923
332,332,332,11-28,1.7362179746766246,1.0443720392737947,0.7534082504202938
333,333,333,11-29,1.6513760203565702,0.7589628822936488,0.480316733754981
334,334,334,11-30,1.7016605048006002,0.9281203755335172,0.5380092237172341
335,335,335,12-01,1.3377224873430704,-0.29617064402196186,0.3303487717739909
336,336,336,12-02,1.294282674955592,-0.44230259409604544,0.03188689827971628
337,337,337,12-03,1.422526409282501,-0.010889428339006477,-0.14126942950467328
338,338,338,12-04,1.2038856086402956,-0.7463992016918529,-0.26612487544204394
339,339,339,12-05,1.3425368490933949,-0.2799750844126885,-0.33691537111234543
340,340,340,12-06,1.4789701016002847,0.17898769990929322,-0.3267345479943469
341,341,341,12-07,1.2114615629178975,-0.7209136180437711,-0.4150908602509975
342,342,342,12-08,1.3124410467273402,-0.3812176553880543,-0.12851911892024864
343,343,343,12-09,1.2649353434382742,-0.54102730187891,0.018308772313350347
344,344,344,12-10,1.715010903525489,0.9730312462926404,-0.3208070684883569
345,345,345,12-11,1.6044169942034738,0.6009922629889054,-0.29293705561525346
346,346,346,12-12,0.8741278958575976,-1.8557073449009496,-0.3075233574774816
347,347,347,12-13,1.2611701227433345,-0.5536935408051505,-0.19111188451003333
348,348,348,12-14,1.2864251255273114,-0.4687354665614232,-0.07583419171545276
349,349,349,12-15,1.4725651961662631,0.15744153592577967,-0.09741832662248666
350,350,350,12-16,1.9206185620116416,1.6646974030601236,0.22392314591876594
351,351,351,12-17,1.5659198371984968,0.471487453546702,0.4370097539843145
352,352,352,12-18,1.4472679903720969,0.07234149034656552,0.443384810654884
353,353,353,12-19,1.641228375793084,0.7248261075881407,0.2331667320608249
354,354,354,12-20,1.2977955862207609,-0.4304851265380061,-0.21290187211532066
355,355,355,12-21,1.0976232116124702,-1.1038669356385744,-0.3869335070716726
356,356,356,12-22,1.125016923867514,-1.0117142219967499,-0.5546299262245408
357,357,357,12-23,1.2555194804733265,-0.5727023561914099,-0.8862458010988358
358,358,358,12-24,1.148167034734697,-0.9338370245706432,-0.8961756961952331
359,359,359,12-25,1.0497630029456302,-1.2648691416576292,-0.8958764798706812
360,360,360,12-26,1.2800847661107373,-0.4900644971163898,-0.8866099810135873
361,361,361,12-27,1.0981568896067164,-1.1020716376912632,-0.824165111283011
362,362,362,12-28,1.141544519850605,-0.9561152288541872,-0.7899086249603648
363,363,363,12-29,1.3668952647948898,-0.1980331378079513,
364,364,364,12-30,1.2092664180586952,-0.728298106634767,
365,365,365,12-31,,,
