,unnamed: 0,unnamed: 0,mth_day,love triangle,love triangle_norm,love triangle_ravg
50,50,50,02-20,0.9449512782076258,-0.029154895845127364,0.4056152277765348
51,51,51,02-21,0.9443660593282528,-0.031673495087261284,0.2208682647338849
52,52,52,02-22,1.2119717866161903,1.1200179586476426,0.17341353026351775
53,53,53,02-23,0.7874552194739319,-0.7069687329359816,0.1357836362146422
54,54,54,02-24,0.9236058589891744,-0.1210189121328962,0.0631159536054499
55,55,55,02-25,1.087307054360103,0.5834998946414788,0.3177951796329133
56,56,56,02-26,0.8436413935580621,-0.4651609915002812,-0.04432631063445491
57,57,57,02-27,1.2994279256910952,1.4964018610775192,0.2713623776463304
58,58,58,02-28,0.7071189401945485,-1.0527109829565666,0.2019687606652232
59,59,59,02-29,1.2275736248853182,1.1871633967487305,0.08049197457793776
60,60,60,03-01,0.8268605235203003,-0.5373806140195395,0.18244839606442867
61,61,61,03-02,0.9179498002931372,-0.14536082188223384,-0.19235440604025555
62,62,62,03-03,0.9857842682060568,0.14657753741866436,0.00969627457108374
63,63,63,03-04,0.7768953873718462,-0.7524149515505859,-0.40517196984381504
64,64,64,03-05,0.9888085498135464,0.1595931007114689,-0.2475987771781317
65,65,65,03-06,0.649183720634764,-1.3020460697406624,-0.3182242949239374
66,66,66,03-07,1.0465416995208747,0.4080585419745606,-0.27943610271448266
67,67,67,03-08,0.8194870063903331,-0.5691139283570681,-0.16557645554500192
68,68,68,03-09,1.0398609517799442,0.3793066906753928,-0.22093975324582202
69,69,69,03-10,0.9356331825897846,-0.06925706853370181,-0.2058254945466873
70,70,70,03-11,0.9116236293303378,-0.1725866854934516,-0.31721626733538083
71,71,71,03-12,0.6702553132656718,-1.2113605175458542,-0.3978925471617067
72,72,72,03-13,0.891245893502963,-0.26028609475760073,-0.5089912707006018
73,73,73,03-14,0.7070119100381191,-1.053171607315024,-0.6606302352473209
74,74,74,03-15,0.8849723071678557,-0.28728565055797795,-0.554305839670839
75,75,75,03-16,0.7242252299070598,-0.979090855814016,-0.5112524326553861
76,76,76,03-17,1.0598561291778748,0.4653596879654397,-0.4880765264591125
77,77,77,03-18,0.7302783598510943,-0.9530400754531368,-0.45013515116995534
78,78,78,03-19,0.9235566580559058,-0.1212306575799586,-0.4601971718948537
79,79,79,03-20,0.7599080010647523,-0.8255233555800807,-0.1524279934903576
80,80,80,03-21,0.8709443084429861,-0.34765777490736843,0.005429055467099153
81,81,81,03-22,1.1533026250200602,0.8675242146129608,0.2817171087322127
82,82,82,03-23,1.2799330443453534,1.4125019817101805,0.3157359226886472
83,83,83,03-24,1.1154662425702329,0.7046882441375443,0.3998128377146993
84,84,84,03-25,0.9709840975185948,0.08288222615864864,0.3749952258868513
85,85,85,03-26,0.8771241039751682,-0.32106186542376736,0.1826117816693296
86,86,86,03-27,0.8363447546760286,-0.4965634458744576,0.005315036503846904
87,87,87,03-28,0.8850906242743886,-0.2867764506921696,-0.061539923240190864
88,88,88,03-29,1.032754213859489,0.34872151071728424,-0.05578021691230317
89,89,89,03-30,1.0222601842960848,0.3035584856733177,0.00044895145899157
90,90,90,03-31,0.9790140107171732,0.11744046412597488,0.06432779652753623
91,91,91,04-01,0.9555161808530424,0.016313144804001038,0.12966982353445658
92,92,92,04-02,0.9254016530533408,-0.11329037546318962,0.15464628056280005
93,93,93,04-03,0.976187422481662,0.10527571134935253,0.29455935269354705
94,94,94,04-04,1.0675752221762749,0.498580252887345,0.2161762262233111
95,95,95,04-05,1.2173204461564102,1.1430369184577998,0.2825489650467644
96,96,96,04-06,0.8697359215302854,-0.3528582946954409,0.35733275916205504
97,97,97,04-07,1.048049949271702,0.4145495777447208,0.4020482884830212
98,98,98,04-08,1.0296617214006756,0.33541238922855465,0.2410663145208751
99,99,99,04-09,1.038527722253079,0.3735688872751494,0.10582813408996516
100,100,100,04-10,0.8431416827103967,-0.4673115908855314,0.3645054219738617
101,101,101,04-11,1.028777699673681,0.33160783587234,0.06659177393513327
102,102,102,04-12,1.2303716987563018,1.1992054326079382,0.1363424201850678
103,103,103,04-13,0.6327126736817911,-1.37293231048765,-0.061052334502831776
104,104,104,04-14,1.1269048103789872,0.7539162667281619,-0.04225878841296562
105,105,105,04-15,0.7633291868131956,-0.8107996408522479,0.026043217274930086
106,106,106,04-16,0.8693427657524992,-0.3545503143463345,-0.38066242628821
107,107,107,04-17,1.1240011617288648,0.7414198699997142,-0.12383278052609854
108,108,108,04-18,0.6633617108735155,-1.2410284287709021,0.2660251505083005
109,109,109,04-19,0.9907725546701578,0.1680455640850183,0.4157047960593577
110,110,110,04-20,1.6704265053699363,3.0930638529345567,0.3840373989827337
111,111,111,04-21,0.9720055485834962,0.08727823245409566,0.3923136567429593
112,112,112,04-22,0.8251935617351017,-0.5445546968060793,0.618388152095196
113,113,113,04-23,1.135539533243033,0.7910774165610681,0.8287933797691025
114,114,114,04-24,0.978544199484294,0.11541854334251801,0.23931937694736685
115,115,115,04-25,1.2841096830872982,1.4304769301284566,0.2985097156249558
116,116,116,04-26,0.8486094185232419,-0.4437801639958576,0.2245611226155532
117,117,117,04-27,1.0545259506175717,0.4424202645196294,0.23362808571411606
118,118,118,04-28,0.7220978917098073,-0.9882462548624952,0.3427975969849435
119,119,119,04-29,1.1481802691610523,0.8454791951524451,0.028636797811341836
120,120,120,04-30,1.130743226575571,0.7704356109674828,0.2066607444824909
121,121,121,05-01,0.8461213892144699,-0.4544878649131535,0.0978650450794722
122,122,122,05-02,1.0968020793393272,0.6243635160310365,0.1951750605807484
123,123,123,05-03,0.9028480745503616,-0.21035393189848248,-0.11895536893658455
124,124,124,05-04,0.8577629644313429,-0.4043861618548382,-0.3955760837102266
125,125,125,05-05,0.7102343152426984,-1.0393033819515525,-0.4058804967105583
126,126,126,05-06,0.7450915627387982,-0.8892886776743693,-0.5917845711815667
127,127,127,05-07,0.831755458515133,-0.5163143429151434,-0.5962459247631761
128,128,128,05-08,0.8376233128740356,-0.4910609307950142,-0.40497741392505
129,129,129,05-09,0.896628264030677,-0.2371220533881386,-0.2465727161745549
130,130,130,05-10,1.1244205772014684,0.7432249031739184,-0.2193156238189609
131,131,131,05-11,0.9310747367455802,-0.08887519544858206,-0.10573381408732473
132,132,132,05-12,0.7830921261705324,-0.7257461235408048,0.1798326558661454
133,133,133,05-13,0.9901059057708316,0.16517651547467346,0.08404822027241092
134,134,134,05-14,1.2357467302170495,1.2223378889258063,-0.04291258899157618
135,135,135,05-15,0.7630900834695525,-0.8118286669505455,0.09544978759299627
136,136,136,05-16,0.947417754492454,-0.018539952410004137,0.13072475716439533
137,137,137,05-17,1.1239730913966937,0.7412990640588526,0.15836762170138174
138,138,138,05-18,0.8322708390450674,-0.5140963061124104,0.2593245434853206
139,139,139,05-19,1.0286442947364838,0.33103370269659216,0.36613610899455856
140,140,140,05-20,1.3764961491232754,1.8280794196294392,0.3794691577976417
141,141,141,05-21,0.9120017728538976,-0.17095927389511748,0.4450700786799542
142,142,142,05-22,0.966006067587999,0.061458340408494676,0.5047630574952534
143,143,143,05-23,1.2154308273373675,1.134904589352727,0.527048384374456
144,144,144,05-24,0.9154919984522042,-0.15593843322061546,0.05243219775089469
145,145,145,05-25,1.0597134552552236,0.4647456639718078,-0.12213714180214118
146,146,146,05-26,0.7148084580730264,-1.0196177001119284,-0.09570182284724883
147,147,147,05-27,0.6686253637205287,-1.2183753112133326,-0.4126289002256399
148,148,148,05-28,1.0028609529762909,0.22007025413784867,-0.39261138002164975
149,149,149,05-29,0.7735859177617516,-0.7666578749176194,-0.4229960234457449
150,150,150,05-30,0.9433994889627108,-0.03583331199667452,-0.33192021506311103
151,151,151,05-31,1.0173526063897362,0.28243780342723696,-0.3985899861188427
152,152,152,06-01,0.8417820907844572,-0.4731628498161248,-0.5695646846311594
153,153,153,06-02,0.5756774868549109,-1.618393937547723,-0.6044057467979537
154,154,154,06-03,0.7644960242715796,-0.8057779369360509,-0.7806500991656663
155,155,155,06-04,0.7250121382982008,-0.9757042479183854,-0.8243664591924972
156,156,156,06-05,0.6976878552983209,-1.0932994262029498,-0.4412071848003557
157,157,157,06-06,0.9564053017201252,0.020139643266251263,-0.5813021859339539
158,158,158,06-07,1.375964831960354,1.825792796536724,-0.144383536745785
159,159,159,06-08,0.38036358808707066,-2.4589639443493123,-0.019267580333088383
160,160,160,06-09,1.3736275716273674,1.815733958192962,0.16849500396135372
161,161,161,06-10,0.8994429534400437,-0.2250085094422057,0.2245521670317985
162,162,162,06-11,0.9594576692426512,0.03327607956370241,0.05535376243632747
163,163,163,06-12,1.0345575768517137,0.3564826216889201,0.5716071142202739
164,164,164,06-13,1.1400763291627014,0.8106023689638977,0.2982269832371832
165,165,165,06-14,1.1000998675616855,0.6385561663543662,0.21556396516589132
166,166,166,06-15,0.9924937781592372,0.17545317229441773,0.016780840730999017
167,167,167,06-16,0.7841980395403398,-0.7209866178699564,-0.058072597273781626
168,168,168,06-17,0.6823235336312959,-1.1594226670456518,-0.4342546351181978
169,169,169,06-18,0.9302004142506828,-0.09263800633976367,-0.3962368481609435
170,170,170,06-19,0.6156209248777345,-1.4464898581025991,-0.12201616475733296
171,171,171,06-20,1.1531024881624408,0.8666628880978918,0.07139133736745182
172,172,172,06-21,1.3747994305020028,1.8207772727160807,0.19609468270084748
173,173,173,06-22,1.0538377339282765,0.4394583948787522,0.3919564584775243
174,174,174,06-23,0.8561791057029294,-0.4112025950452779,0.7014905134309458
175,175,175,06-24,1.2032617421852516,1.0825326483202968,0.6541346844380281
176,176,176,06-25,1.0471588283373945,0.4107144716179296,0.1645926357074112
177,177,177,06-26,1.0870812060670894,0.5825279141403862,0.14964513736334506
178,178,178,06-27,0.6923028005387929,-1.1164750196676203,0.5757920310239502
179,179,179,06-28,1.032998630785536,0.3497734048143556,0.7397663228347059
180,180,180,06-29,1.450293175264087,2.145678766918353,0.7446156848277976
181,181,181,06-30,1.4318670312541526,2.0663783991848312,0.7428384107826654
182,182,182,07-01,1.053919582038407,0.4398106435764802,1.1053368078649306
183,183,183,07-02,1.0846034137110108,0.5718642698695933,0.8294880967764809
184,184,184,07-03,1.1976811128149911,1.0585153628259705,0.6244748182184329
185,185,185,07-04,0.6484232583824185,-1.3053188617163436,0.3402240185307641
186,186,186,07-05,1.1644732501393884,0.9155990955700654,0.3372894331206436
187,187,187,07-06,1.035577859865864,0.3608736010588181,0.12256072183109665
188,188,188,07-07,1.0498283203011574,0.4222031311157575,-0.07395812930963068
189,189,189,07-08,0.7852386866329848,-0.7165079978676884,-0.1446548954637081
190,190,190,07-09,0.923703721137258,-0.12059774401839335,-0.6062774542121626
191,191,191,07-10,0.5498611332808709,-1.7294994586408083,-0.7892382320053214
192,192,192,07-11,0.5209006674005733,-1.8541362569206616,-0.9570134509200472
193,193,193,07-12,0.7805024999798912,-0.7368910657001351,-1.01505626429536
194,194,194,07-13,0.8159239564215799,-0.5844481823725968,-0.9016269715685808
195,195,195,07-14,0.7043181107091113,-1.0647648781195649,-0.3969323017934306
196,196,196,07-15,1.0818415363175364,0.5599780123422814,-0.00036838499963283883
197,197,197,07-16,1.2534828388628545,1.298668560010094,0.16809316947738762
198,198,198,07-17,1.0737715341189331,0.5252472438421251,0.3342072529910571
199,199,199,07-18,1.0153637208026152,0.2738782611619877,0.6990728768092906
200,200,200,07-19,1.0475124430112022,0.41223631870941996,0.8396600933852598
201,201,201,07-20,1.2129966997926775,1.1244288647898366,0.4979956308104781
202,202,202,07-21,1.2778416588357269,1.4035013117980966,0.41030125812358814
203,203,203,07-22,0.7771502237379061,-0.7513182154385958,0.3222405572762355
204,204,204,07-23,0.951512140915154,-0.0009189922792146168,0.29984542925266017
205,205,205,07-24,0.8925936100095608,-0.2544859439221285,-0.04972822432948787
206,206,206,07-25,1.0162902028720395,0.2778655505679683,-0.3780439805436611
207,207,207,07-26,0.7256374604538135,-0.9730130567030516,-0.4809028148474904
208,208,208,07-27,0.8201191858407694,-0.5663932254869428,-0.5830943767131354
209,209,209,07-28,0.633749247343052,-1.3684712212615715,-0.5665826604512042
210,210,210,07-29,0.8090414445473353,-0.6140683634730847,-0.6045566704755899
211,211,211,07-30,0.9156134726197244,-0.15541564635054114,-0.5287986087679767
212,212,212,07-31,0.9633486140237768,0.050021490421652964,-0.652690722463959
213,213,213,08-01,0.8312558071148636,-0.518464686457372,-0.4869480488043207
214,214,214,08-02,0.6473945949792073,-1.3097459076628364,-0.4964121826881447
215,215,215,08-03,0.8648199316838812,-0.37401517930374195,-0.3274178664777496
216,216,216,08-04,0.7958469916949618,-0.6708531667760285,-0.18282638845381985
217,217,217,08-05,1.1512174449354906,0.8585502509118296,0.21484748760670813
218,218,218,08-06,1.1649312905857132,0.9175703585652314,0.7245692285385807
219,219,219,08-07,1.3856741271335151,1.8675785699057958,0.8061590163115785
220,220,220,08-08,1.3580248080672257,1.7485845379284,1.055655015374707
221,221,221,08-09,0.978568598093386,0.11552354733424505,1.1172486005541502
222,222,222,08-10,1.143682645427723,0.8261228276027427,0.8656155180359238
223,223,223,08-11,1.2370883408499986,1.2281117619884885,0.2583106338449652
224,224,224,08-12,0.8141162150446793,-0.5922281365441275,0.2063138972545116
225,225,225,08-13,0.5389980593773684,-1.7762507352399561,0.20143084604571407
226,226,226,08-14,1.2855333896403742,1.4366041183856786,0.059396612449027074
227,227,227,08-15,0.9717608764633776,0.08622524008146018,-0.2656713348456269
228,228,228,08-16,0.9456651594517864,-0.026082573977379564,-0.21537740907766248
229,229,229,08-17,0.7838938111605939,-0.7222959217794355,0.05591040699811497
230,230,230,08-18,0.8842336542580451,-0.2904645819363413,-0.15852223952511596
231,231,231,08-19,0.91721484525286,-0.1485238387852915,-0.2602633694877728
232,232,232,08-20,0.9865814222135068,0.15000823924629306,-0.169914607169544
233,233,233,08-21,0.8299181511893894,-0.5242215396944809,-0.027394856683914892
234,234,234,08-22,1.0716251785419333,0.5160099999319929,0.5500561341673281
235,235,235,08-23,0.9825881820769607,0.13282258113433928,0.5209439889050788
236,236,236,08-24,1.6892888200947958,3.1742413631711166,0.4783779964055703
237,237,237,08-25,0.8766280538137899,-0.3231967103587878,0.5611703939264687
238,238,238,08-26,0.9272379061513352,-0.10538771575075737,0.3378221865262821
239,239,239,08-27,0.9453434398670556,-0.02746715456909072,0.2784009199518182
240,240,240,08-28,0.7602435530937947,-0.8240792444691266,-0.12869190956664753
241,241,241,08-29,0.8997458311688503,-0.223705018312444,-0.2302287523449966
242,242,242,08-30,1.1217390356605916,0.7316843860603219,-0.2754130660211766
243,243,243,08-31,0.7350701361782799,-0.9324177670288822,-0.1685864360264779
244,244,244,09-01,0.8642440491554821,-0.3764935978078376,-0.13455970469871398
245,245,245,09-02,1.0942761314525102,0.6134926253991017,0.17284260019747588
246,246,246,09-03,0.8076820305853197,-0.6199188565025431,0.07007241629792216
247,247,247,09-04,1.3283117483941165,1.6207088110646952,0.2733950221417537
248,248,248,09-05,0.9784616515134716,0.1150632826629996,0.4576905579407433
249,249,249,09-06,1.0185330044723846,0.28751786803410706,0.2867719943539344
250,250,250,09-07,1.1211802662306547,0.7292796169860999,0.21635459928329406
251,251,251,09-08,0.8559894634356837,-0.4120187561217514,-0.1950116587731392
252,252,252,09-09,0.7095093915829733,-1.0424232269263851,-0.053343201579808916
253,253,253,09-10,0.754804149747396,-0.8474887372739048,-0.19998183498893812
254,254,254,09-11,1.1759691891340864,0.9650740258229812,-0.11825141685374968
255,255,255,09-12,0.8140962796115687,-0.5923139324206684,-0.11524545554391916
256,256,256,09-13,1.2351249929142758,1.2196621257972309,0.5591226353309207
257,257,257,09-14,0.8601802341142777,-0.3939829882627686,0.3319449279888884
258,258,258,09-15,1.6496818457577287,3.0037853183226537,0.23676752813786425
259,259,259,09-16,0.4380836145742784,-2.2105549813260987,0.7162721559232718
260,260,260,09-17,1.0432773094162529,0.3940096267168368,0.6063785965895749
261,261,261,09-18,1.4825992067122953,2.2847138342917765,1.3274286959488608
262,262,262,09-19,1.081916531875249,0.5603007697950498,0.630300171522761
263,263,263,09-20,1.8654345613439882,3.9323176078929465,1.2230461488622901
264,264,264,09-21,0.6777778595613296,-1.1789858282339456,1.1865557471123893
265,265,265,09-22,1.2644623352734887,1.3459208827110758,1.01745333932276
266,266,266,09-23,0.992404097840478,0.17506721621743201,0.6142658465936907
267,267,267,09-24,1.246844538171872,1.270099387554002,-0.13621241777049484
268,268,268,09-25,0.5198113853522224,-1.8588241865793669,0.1878032870898878
269,269,269,09-26,0.8191528627292767,-0.5705519782921666,0.15297514630667827
270,270,270,09-27,1.129505402059018,0.7651084009283505,0.2126241911479952
271,271,271,09-28,1.2159065701986385,1.1369520380118183,-0.05035317786651953
272,272,272,09-29,1.0755640065557457,0.5329614852653335,0.028858164486213294
273,273,273,09-30,0.8802137889351259,-0.3077648265330861,-0.3306584764041463
274,274,274,10-01,0.630244134389376,-1.3835561324629702,-0.3748715572702103
275,275,275,10-02,0.31793157548826084,-2.727651823634324,-0.5307626684267036
276,276,276,10-03,1.0678655924254552,0.4998299157319663,-0.4801983653047986
277,277,277,10-04,0.9985704735723944,0.2016053710728583,-0.3024771787626477
278,278,278,10-05,1.1460583932312576,0.8363473039967637,-0.14138055334931196
279,279,279,10-06,1.1279843557385223,0.7585622927198191,0.08691166766478557
280,280,280,10-07,0.8548375155466071,-0.4169763799829552,-0.20515633031548086
281,281,281,10-08,0.6362059135005927,-1.3578984975497388,-0.3806816105331457
282,282,282,10-09,0.660678048763965,-1.2525780721496331,-0.30638339616760585
283,283,283,10-10,0.7538613366708067,-0.8515463102331302,-0.5122919859048624
284,284,284,10-11,1.2496414890005625,1.2821365901900028,-0.3557799285496916
285,285,285,10-12,0.8409162296387235,-0.4768892457037199,-0.14529523425845978
286,286,286,10-13,1.073039306323302,0.5220959641480689,-0.19513775051188267
287,287,287,10-14,0.9296538305591988,-0.09499033180234807,-0.1100553726683861
288,288,288,10-15,0.5911899435847374,-1.5516331696701702,-0.3953983405111559
289,289,289,10-16,0.8724792088188977,-0.3410520431721508,-0.5275566768003255
290,290,290,10-17,0.8518296678477797,-0.429921216866616,-0.756634561392532
291,291,291,10-18,0.6566672578235642,-1.2698392634387372,-0.9291441467911205
292,292,292,10-19,0.7536696328934412,-0.8523713434051703,-0.2921571714483357
293,293,293,10-20,0.6891490343395893,-1.1300478441938788,-0.30944406775451044
294,294,294,10-21,1.4792473946845843,2.2702886823865382,-0.14796274555751374
295,295,295,10-22,0.8483786264438381,-0.4447734210091989,0.2326453011703391
296,296,296,10-23,1.0769593752697046,0.5389667163153643,0.3385132745392215
297,297,297,10-24,1.1872931967029865,1.0138090169283798,0.6466531090025606
298,298,298,10-25,0.9012658102446068,-0.2171635031918759,0.4252653306107577
299,299,299,10-26,1.1187431807953836,0.7187911625861555,0.5975203933736772
300,300,300,10-27,1.1705989076766952,0.9419620120357212,0.3425816086423273
301,301,301,10-28,1.0885285791080392,0.5887569555683176,-0.10292452671899023
302,302,302,10-29,0.7215356443006665,-0.9906659920727354,-0.3131231395357359
303,303,303,10-30,0.5661893777349294,-1.6592277952395251,-0.7675696967249933
304,304,304,10-31,0.608216734598578,-1.4783551800923502,-0.430866520175117
305,305,305,11-01,0.4851750438308635,-2.007888180549389,-0.4429969141656412
306,306,306,11-02,1.6400147298498196,2.9621810713349794,-0.48167202501526796
307,307,307,11-03,1.0716169511076947,0.5159745916251726,-0.3586231019497466
308,308,308,11-04,0.6676166134701838,-1.222716657170496,-0.10092525420698144
309,309,309,11-05,0.7377384316529372,-0.9209342568463972,0.23456765516528585
310,310,310,11-06,0.9674870221852342,0.06783190636424116,-0.08328342582747135
311,311,311,11-07,0.9529035681054414,0.0050692756842144575,-0.2937371728730397
312,312,312,11-08,1.1968816176478632,1.0550745853784358,-0.13662735696766845
313,313,313,11-09,0.778212179251685,-0.7467478906482379,-0.1551872581116822
314,314,314,11-10,0.8866517712622379,-0.2800577617382681,0.035918539131570185
315,315,315,11-11,0.7118630854674859,-1.0322936637104798,0.3835982740541667
316,316,316,11-12,1.2339177872710014,1.2144666898237555,0.4130654939565021
317,317,317,11-13,1.4376223946219135,2.0911476852197937,0.3382574183837579
318,318,318,11-14,1.2379634375443915,1.2318779047924482,0.7403511502742992
319,319,319,11-15,0.6739182588319377,-1.1955963440847028,0.94832198958529
320,320,320,11-16,1.4472320475760214,2.13250462960498,0.988131837185648
321,321,321,11-17,1.0018063034779112,0.21553137215546506,0.7191065378896383
322,322,322,11-18,1.2894188150112034,1.4533257754259032,0.6888764771251757
323,323,323,11-19,1.062559903829818,0.4769958894437353,0.9088314095900336
324,324,324,11-20,1.195818100593608,1.0504975402056729,0.6500824752767009
325,325,325,11-21,0.9805691390582806,0.1241332507044445,0.6299782623004115
326,326,326,11-22,1.0864963842487685,0.5800110237249836,0.6642441918634833
327,327,327,11-23,0.9737779499586192,0.09490609429772864,0.693624792972904
328,328,328,11-24,1.3371907714958284,1.6589213528043338,0.44945963990985227
329,329,329,11-25,1.1035209638561596,0.6532794961002596,0.3964593668874895
330,330,330,11-26,0.8554144630468706,-0.4144933781726381,0.6058734464809378
331,331,331,11-27,0.9066786370703758,-0.1938683874297324,0.8916520326126501
332,332,332,11-28,1.3784517003650836,1.8364955012856727,0.7998978373254947
333,333,333,11-29,1.3721970897573172,1.8095776110880035,0.7392162885211208
334,334,334,11-30,1.2092713634881842,1.108396181081401,0.922980152192738
335,335,335,12-01,1.018921586402635,0.2891902032740168,0.8562691033611949
336,336,336,12-02,1.111609447706732,0.6880898038570655,0.5572177811223304
337,337,337,12-03,0.8136732126601566,-0.5941346804189905,0.3837312254943905
338,338,338,12-04,0.9615283326108685,0.042187567852486035,0.288048852132474
339,339,339,12-05,1.1303302473338408,0.7686582773203637,0.08791618583818778
340,340,340,12-06,1.0758754733175235,0.5343019409099021,-0.02342372817019724
341,341,341,12-07,0.739905982644838,-0.9116057944917004,0.08653285220186104
342,342,342,12-08,0.9563845466218176,0.020050319806755444,0.09345045363578602
343,343,343,12-09,0.9669695346835668,0.06560480181335918,-0.27149210230072923
344,344,344,12-10,0.9711725290150888,0.0836931764560359,-0.37986349061829855
345,345,345,12-11,0.621544403088845,-1.4209970582987277,-0.4168568314525596
346,346,346,12-12,0.9247891519219216,-0.11592638899551425,-0.42572899892543803
347,347,347,12-13,0.6883315969185634,-1.1335658394972667,-0.6920693705104863
348,348,348,12-14,0.9440153856551348,-0.03318268503051524,-0.9998962932287002
349,349,349,12-15,0.5956502445402768,-1.5324374276969306,-0.6499187644121581
350,350,350,12-16,0.5420146294804272,-1.763268359853248,-0.5835529318419415
351,351,351,12-17,1.1094667063914978,0.6788681146005251,-0.2722321739883648
352,352,352,12-18,1.017313291965303,0.2822686064257857,-0.3948298681781374
353,353,353,12-19,1.1223604380030163,0.7343587076241933,-0.06392069032732539
354,354,354,12-20,0.7730954139331081,-0.7687688501691509,0.14899601558223832
355,355,355,12-21,1.056988344694677,0.4530176394079415,0.060113840798012026
356,356,356,12-22,0.838853143399603,-0.4857681243958658,-0.2005415048779733
357,357,357,12-23,0.9855513350534656,0.14557506589516706,-0.5744004062731283
358,358,358,12-24,0.6539197990732398,-1.281663467630126,-0.5647134304824687
359,359,359,12-25,0.6011438419096579,-1.5087947007467368,-0.8978665295648378
360,360,360,12-26,0.7866005425503608,-0.7106469954251933,-0.9585232913336345
361,361,361,12-27,0.5925218745005393,-1.5459009550862732,-1.138400009389867
362,362,362,12-28,0.7542883228718668,-0.8497086950086454,-1.0797748079200842
363,363,363,12-29,0.7347756270207203,-0.9336852424422284,
364,364,364,12-30,0.7356523132419228,-0.9299122588114268,
365,365,365,12-31,,,
