,unnamed: 0,unnamed: 0,mth_day,london,london_norm,london_ravg
73,73,73,03-14,0.1165708229126588,0.44266836707194335,-0.15443762373336312
74,74,74,03-15,0.05271241149521032,-0.4208161800636801,-0.07243287528794062
75,75,75,03-16,0.05288351295574408,-0.4185025699395976,0.27096275516475443
76,76,76,03-17,0.1081054616553323,0.3282009309210853,0.4529435565549957
77,77,77,03-18,0.19898845971042692,1.5571081754957383,0.2549428614268141
78,78,78,03-19,0.17472363657483592,1.2290026158444862,0.3186565826278997
79,79,79,03-20,0.028712783814824637,-0.7453358036971461,0.2736578119110786
80,80,80,03-21,0.08098384056635377,-0.038533852857166206,0.4427818576359683
81,81,81,03-22,0.03291639236339699,-0.6884951942405247,0.21484587560965465
82,82,82,03-23,0.1831501831501832,1.3429452052704245,-0.13984741654034705
83,83,83,03-24,0.09784735812133072,0.1894922833378564,-0.08050833617775745
84,84,84,03-25,0.017337031900138692,-0.899157137055524,0.07951192790399655
85,85,85,03-26,0.05504307138856705,-0.3893013215216085,0.16345903220464444
86,86,86,03-27,0.15198897824548638,0.9215877316333578,-0.05125112641727906
87,87,87,03-28,0.07016589781094901,-0.18481256843663746,-0.17353801132523486
88,88,88,03-29,0.08787772211819055,0.054684253538882996,-0.06232651171864422
89,89,89,03-30,0.043585498543311806,-0.5442290261098781,-0.08173922597052016
90,90,90,03-31,0.0666844560303377,-0.2318881394159805,-0.04933452397035243
91,91,91,04-01,0.046429147045360816,-0.5057776070328641,0.01934312555957045
92,92,92,04-02,0.16636778420594678,1.1160159436343642,0.10654862330984168
93,93,93,04-03,0.1006399505087999,0.22725332874289986,0.10877755984150003
94,94,94,04-04,0.1265730611720731,0.5779172400405103,-0.02838963258607478
95,95,95,04-05,0.04457453543946136,-0.5308554069199279,0.4068505927154909
96,96,96,04-06,0.005819818421665237,-1.0548912939814294,0.30740850629952304
97,97,97,04-07,0.2395565131222311,2.10566374477653,0.4878535272039236
98,98,98,04-08,0.1222427536819464,0.5193634251385572,0.35384446464338976
99,99,99,04-09,0.18070808204422234,1.3099234541693028,0.38402979156575184
100,100,100,04-10,0.06710976762007125,-0.22613713532269264,0.4460386652578645
101,101,101,04-11,0.05796854716860673,-0.3497434453857551,-0.015084779362161791
102,102,102,04-12,0.03333476247641908,-0.6828380518287539,-0.14006060731893702
103,103,103,04-13,0.034944091937918136,-0.6610769229436273,-0.5104899726991697
104,104,104,04-14,0.06678774039624939,-0.2304915426020941,-0.4407453324726953
105,105,105,04-15,0.016338973918145854,-0.9126527381120936,-0.5536962605266506
106,106,106,04-16,0.0980572717382516,0.1923307060361543,-0.628820929936971
107,107,107,04-17,0.007849293563579258,-1.027449013709487,-0.3117460390427922
108,108,108,04-18,0.0,-1.1335860682906769,-0.22816860390222296
109,109,109,04-19,0.17563843719305894,1.2413724224214453,0.13436902907063156
110,110,110,04-20,0.10387321405846636,0.27097306824132106,-0.08661709998384026
111,111,111,04-21,0.17720631588149136,1.2625730597250335,-0.013413749103578437
112,112,112,04-22,0.0,-1.1335860682906769,0.00046037567827639236
113,113,113,04-23,0.040331517222273454,-0.588228908427916,-0.22502261850763666
114,114,114,04-24,0.00615630867731705,-1.0503413195995477,-0.4415947703479797
115,115,115,04-25,0.07558578987150409,-0.11152554269403288,-0.5954915556501271
116,116,116,04-26,0.007774538386783249,-1.0284598428007368,-0.3963247820351524
117,117,117,04-27,0.10891832441078564,0.3391923479121485,-0.4036887093442053
118,118,118,04-28,0.08837545833829437,0.061414573399171786,0.16717371657586622
119,119,119,04-29,0.03706395185835624,-0.6324124722822334,-0.0021923834123296023
120,120,120,04-30,0.2594627594627594,2.374833235920881,0.08430570758901397
121,121,121,05-01,0.00043366262782204817,-1.1277221426232078,-0.039274024883713315
122,122,122,05-02,0.046155982735573364,-0.5094712967926753,-0.1170764835637208
123,123,123,05-03,0.05408279486751888,-0.4022860469242152,-0.022336678817304074
124,124,124,05-04,0.05385249137501924,-0.4054001786808731,-0.36428590479663536
125,125,125,05-05,0.07910245815826236,-0.06397364380373312,-0.0730939179320446
126,126,126,05-06,0.10773102717708734,0.32313788004489363,-0.03311590023328689
127,127,127,05-07,0.12964309267736282,0.6194297785643368,-0.0007256064186934492
128,128,128,05-08,0.06389526511414031,-0.2696031906001291,-0.0456399759003354
129,129,129,05-09,0.06845520754268958,-0.20794428403665446,-0.19835720017491
130,130,130,05-10,0.03392282179775815,-0.6748863955707248,-0.3473621836074313
131,131,131,05-11,0.011337868480725587,-0.9802769894511804,-0.39702462078803774
132,132,132,05-12,0.041613654954168834,-0.5708920205502341,-0.4668399547281039
133,133,133,05-13,0.10760658242833172,0.3214551554806981,-0.5489276962974344
134,134,134,05-14,0.032916392363396905,-0.6884951942405259,-0.4850293373867522
135,135,135,05-15,0.032030749519538694,-0.7004707334526376,-0.0536021164887901
136,136,136,05-16,0.06227617940505231,-0.29149624210663144,-0.09665718904520704
137,137,137,05-17,0.20277330569969387,1.608286335936592,-0.0038057626314275212
138,138,138,05-18,0.022509003601440505,-0.8292224558887357,0.3898331370921933
139,139,139,05-19,0.1488071663296678,0.8785637139633752,0.4341363706244516
140,140,140,05-20,0.20758417229193246,1.6733382041011993,0.5176277681473122
141,141,141,05-21,0.051689242240070654,-0.4346513322590879,0.529136379409772
142,142,142,05-22,0.0993234759468524,0.20945214303053195,0.7990437338039468
143,143,143,05-23,0.20787997473236766,1.6773380035113508,0.7846483035717787
144,144,144,05-24,0.1422738906883507,0.7902216704763135,0.7695214166627901
145,145,145,05-25,0.14241954091578135,0.7921911325703673,0.9166825705421772
146,146,146,05-26,0.20087198059675665,1.5825768826472673,0.7306658321847901
147,147,147,05-27,0.11698845951224955,0.4483155910172351,0.3582606230717397
148,148,148,05-28,0.016783029001074017,-0.9066482871137914,0.3329200615417576
149,149,149,05-29,0.042634133543224366,-0.5570932511669506,0.011957194731583576
150,150,150,05-30,0.13102962690321127,0.6381783012964205,-0.15832516940461525
151,151,151,05-31,0.0,-1.1335860682906769,-0.17755028738859144
152,152,152,06-01,0.1253132832080199,0.5608826978300744,-0.12847195602691705
153,153,153,06-02,0.10845777649417644,0.3329648831133779,-0.018708772645964208
154,154,154,06-03,0.03856035636267239,-0.6121782989437453,-0.1326419761515431
155,155,155,06-04,0.09133890223478598,0.10148584911876644,-0.002693932860707145
156,156,156,06-05,0.08047451222720263,-0.04542091973705288,-0.019254820759723408
157,157,157,06-06,0.05766131407135815,-0.35389780854566105,0.3972096006428256
158,158,158,06-07,0.11796478811518865,0.4615173704359768,0.4874750646266406
159,159,159,06-08,0.2932538318552679,2.831751411528672,0.32299533866500324
160,160,160,06-09,0.07861348172538933,-0.07058551504085561,1.4158097310238111
161,161,161,06-10,0.01835498576427366,-0.8853925066510575,1.3317233779841062
162,162,162,06-11,0.5653845755397555,6.511465434415793,1.4050421514152358
163,163,163,06-12,0.020350020350020228,-0.8584159267838893,1.361984174854446
164,164,164,06-13,0.15049822775057622,0.9014300110227574,1.6375807986501358
165,165,165,06-14,0.2741478919205494,2.57340355216393,1.659560659034134
166,166,166,06-15,0.2009028450682684,1.5829942277332838,0.9761873046242128
167,167,167,06-16,0.028108019367171472,-0.7535133443470663,1.1850132995935356
168,168,168,06-17,0.2621541103573156,2.4112253079562653,0.8578524970757218
169,169,169,06-18,0.11301152549666316,0.3945400430320473,0.3766479046013402
170,170,170,06-19,0.005328502158043337,-1.0615348040841253,0.0987788038644854
171,171,171,06-20,0.0606249450829039,-0.3138240026823594,0.2919019270951035
172,172,172,06-21,0.07760512482130608,-0.08422037668784453,-0.2372070190708661
173,173,173,06-22,0.1138017534245551,0.4052253950366422,-0.3671773020256535
174,174,174,06-23,0.02737476047084573,-0.7634283690395532,-0.23145559005234714
175,175,175,06-24,0.05534034311012714,-0.385281654696677,-0.08470779578535759
176,176,176,06-25,0.06555174263331656,-0.2472045322442869,0.5879924367912163
177,177,177,06-26,0.1257407439839302,0.5666627629195778,0.7543087275382366
178,178,178,06-27,0.3760996492802897,3.9519810187716,1.0005414301975637
179,179,179,06-28,0.18760060128010844,1.4031231395187649,1.5030001827832151
180,180,180,06-29,0.13663459111640694,0.7139678469164085,1.7456255561266831
181,181,181,06-30,0.278294311535039,2.629470860817235,1.5166404163902405
182,182,182,07-01,0.17321090778693918,1.2085477078165183,0.7476659423103721
183,183,183,07-02,0.02413410393267531,-0.8072480754990785,0.436800481944512
184,184,184,07-03,0.034885749171463316,-0.6618658257076118,0.29423889794609903
185,185,185,07-04,0.04966154125151258,-0.4620696226763956,-0.21801794693081247
186,186,186,07-05,0.07337632218622367,-0.14140165707407001,-0.2285141035188032
187,187,187,07-06,0.05099267566859431,-0.444070208444234,-0.19340191423221093
188,188,188,07-07,0.16855349112843865,1.1455707682885738,0.41885731564177403
189,189,189,07-08,0.03971429215956452,-0.5965749397795251,0.9301528270309792
190,190,190,07-09,0.3065610345610153,3.011689553536298,0.9452467881493416
191,191,191,07-10,0.27653660853902234,2.605703445658836,0.8896455925117271
192,192,192,07-11,0.08007390385491306,-0.05083789036389609,0.9243217206180424
193,193,193,07-12,0.02632098440481669,-0.7776773822699204,1.1911605509634948
194,194,194,07-13,0.18394018771025555,1.3536275369264663,0.6573075838010923
195,195,195,07-14,0.15811759561329214,1.0044580422931892,0.15762510363321938
196,196,196,07-15,0.06967663962954844,-0.19142824943811665,0.09924960154866892
197,197,197,07-16,0.05481454412570783,-0.3923914353484022,0.09821410239758682
198,198,198,07-17,0.05417118093174412,-0.4010909028711989,-0.18548465073750373
199,199,199,07-18,0.025861506599232986,-0.7838903771764131,-0.2648162508215877
200,200,200,07-19,0.058055699634021685,-0.34856498188407725,-0.38506238653455616
201,201,201,07-20,0.12291610898533355,0.528468441788686,-0.4211878392325831
202,202,202,07-21,0.016320313350016154,-0.9129050637159274,-0.14369068208926514
203,203,203,07-22,0.038784744667097436,-0.6091441515365636,-0.11281764093570135
204,204,204,07-23,0.17730386016830998,1.2638920399887088,0.08602510861175056
205,205,205,07-24,0.03956067495307572,-0.5986521302550304,-0.12704032957063402
206,206,206,07-25,0.14628738009732106,0.8444915154006343,-0.1413065763310218
207,207,207,07-26,0.028373453030987133,-0.7499241873056214,0.3904192559335673
208,208,208,07-27,0.009990009990009905,-0.9985025442782542,0.10000172969702796
209,209,209,07-28,0.2747252747252745,2.5812108420509707,0.3666296473544219
210,210,210,07-29,0.04843807836755455,-0.4786131174305273,0.3861606387682752
211,211,211,07-30,0.15787039098186184,1.0011153756893332,0.6172273329067597
212,212,212,07-31,0.15495378708213955,0.9616774638837542,0.9536857919277706
213,213,213,08-01,0.1309037327084588,0.6364759775252854,0.4758305847927273
214,214,214,08-02,0.15928534669742953,1.0202482098478114,0.3666684263160358
215,215,215,08-03,0.06268853695324256,-0.28592040075928904,0.20859794681774105
216,216,216,08-04,0.0,-1.1335860682906769,-0.0917934750225029
217,217,217,08-05,0.08773042324597123,0.052692498699564494,-0.3868038159918299
218,218,218,08-06,0.02166232935463696,-0.8406710671577093,-0.7457761956815779
219,219,219,08-07,0.0,-1.1335860682906769,-0.7379646174271776
220,220,220,08-08,0.0,-1.1335860682906769,-0.6867260393534999
221,221,221,08-09,0.06615473664131236,-0.2390509312328863,-0.869462270858416
222,222,222,08-10,0.02273588480485024,-0.8261545998486103,-0.7372017316900886
223,223,223,08-11,0.006645622196377932,-1.0437248903299312,-0.3666923263310382
224,224,224,08-12,0.08034975776911242,-0.04710783214774458,-0.3666923263310382
225,225,225,08-13,0.16440462393870434,1.089470363863626,-0.4727379245262026
226,226,226,08-14,0.0,-1.1335860682906769,0.010268508017647024
227,227,227,08-15,0.019099556828169,-0.8753245204038725,0.006497668886456716
228,228,228,08-16,0.2370583547712852,2.0718839954144874,-0.02184957521603061
229,229,229,08-17,0.004972403162448353,-1.0663499251170732,-0.3402997646143377
230,230,230,08-18,0.06777135101624795,-0.21719129676266846,-0.31470254214859017
231,231,231,08-19,0.023100023100022897,-0.8212307725262163,-0.12970045720927675
232,232,232,08-20,0.011358150893034498,-0.9800027334961916,-0.4079373163749478
233,233,233,08-21,0.10118977576026204,0.2346879892320079,-0.3752773454946942
234,234,234,08-22,0.11359745057996055,0.4024628404204614,-0.33696841554021945
235,235,235,08-23,0.019464478539627364,-0.8703900998355512,-0.06799579974304283
236,236,236,08-24,0.08477001591263894,0.012662282964180049,-0.029147970480435145
237,237,237,08-25,0.14245014245014226,0.7926049222568431,-0.011440696257886726
238,238,238,08-26,0.02859593937660828,-0.7469157579205453,-0.21475669295312408
239,239,239,08-27,0.10904695217044376,0.3409316345672984,-0.1396863484476838
240,240,240,08-28,0.02338087444470416,-0.8174331397509628,-0.28968026065121005
241,241,241,08-29,0.05277513564806348,-0.4199680328029093,-0.2220283676564024
242,242,242,08-30,0.0182138303685264,-0.8873011902569776,-0.1843484184131664
243,243,243,08-31,0.17246904039356833,1.1985162802256892,-0.3734106980603002
244,244,244,09-01,0.04531550923303478,-0.520836062461129,-0.2344617840441802
245,245,245,09-02,0.02515511963717837,-0.7934420433155048,-0.3533981232921415
246,246,246,09-03,0.08503610809086283,0.0162603443457572,-0.2368481582832644
247,247,247,09-04,0.0,-1.1335860682906769,-0.22053595761433525
248,248,248,09-05,0.06993006993006966,-0.1880014002037147,-0.3226609585859265
249,249,249,09-06,0.17970718651833165,1.296389484239264,0.031010907128462457
250,250,250,09-07,0.0,-1.1335860682906769,-0.030286410404219224
251,251,251,09-08,0.18208849093480325,1.3285891509708292,0.1912585847114245
252,252,252,09-09,0.05783689994216281,-0.3515235608503329,0.1626921766147528
253,253,253,09-10,0.09830525509114392,0.1956839024031861,-0.10610954180651697
254,254,254,09-11,0.057254414433924615,-0.35939984878374537,-0.10610954180651697
255,255,255,09-12,0.0604328987622601,-0.3164208262883545,-0.3799703546105137
256,256,256,09-13,0.0,-1.1335860682906769,-0.510314105850571
257,257,257,09-14,0.060569351907934325,-0.31457572585315097,-0.7318591009662146
258,258,258,09-15,0.0,-1.1335860682906769,-0.62508169758407
259,259,259,09-16,0.0,-1.1335860682906769,-0.6571699418283038
260,260,260,09-17,0.104634315171346,0.2812645715091229,-0.6571699418283039
261,261,261,09-18,0.04619451330828148,-0.5089502917537579,-0.7443055936696641
262,262,262,09-19,0.0,-1.1335860682906769,-0.438715605223284
263,263,263,09-20,0.02190500529370938,-0.8373896369013123,0.03412839041277408
264,264,264,09-21,0.135598196437884,0.6999538623876038,0.34236316517474313
265,265,265,09-22,0.20981313337751029,1.7034779055256717,0.4259907500433337
266,266,266,09-23,0.2414060718301676,2.130673220080937,0.7189177725147179
267,267,267,09-24,0.08330223970432038,-0.007184782542214716,0.7629046152505152
268,268,268,09-25,0.12997931030717882,0.6239760665376289,0.5762268721357372
269,269,269,09-26,0.04142310721941275,-0.5734685804865282,0.1033828764996792
270,270,270,09-27,0.05276444455304422,-0.4201125963010638,-0.4348332058205441
271,271,271,09-28,0.0,-1.1335860682906769,-0.5767894119488958
272,272,272,09-29,0.002585649644473132,-1.098623273840403,-0.6976536386141267
273,273,273,09-30,0.020312592621865376,-0.8589220193123245,-0.6492349828610386
274,274,274,10-01,0.07634872105591939,-0.10120929345375684,-0.7326414034820877
275,275,275,10-02,0.06290771941971561,-0.28295664596800024,-0.4839781221772183
276,276,276,10-03,0.01575485446453171,-0.9205511200273586,0.15820134906910252
277,277,277,10-04,0.1103383413726685,0.35839361953854043,0.4665626742172335
278,278,278,10-05,0.28753732143562605,2.754453553637522,0.5823841518686768
279,279,279,10-06,0.15714050296624887,0.9912459315764612,0.48591837245692404
280,280,280,10-07,0.12774171190012729,0.5937195724549033,0.6985071245273571
281,281,281,10-08,0.020103353436686674,-0.8617513224385167,0.5019813437185101
282,282,282,10-09,0.11008599243893302,0.35498139239523885,-0.025457290039137
283,283,283,10-10,0.02313475997686504,-0.8207610653145404,-0.12581274421825564
284,284,284,10-11,0.053499132446500466,-0.41017824890836063,-0.3621026161433296
285,285,285,10-12,0.11261018749820495,0.3891132065017493,-0.1897321592353777
286,286,286,10-13,0.02289377289377279,-0.8240196590955405,-0.32412523592838083
287,287,287,10-14,0.0965885916957058,0.1724714190091948,-0.16317344958465066
288,288,288,10-15,0.05045230186563402,-0.4513770677627798,-0.2407460848712681
289,289,289,10-16,0.09455323822159628,0.14494965274784072,-0.3710614779280861
290,290,290,10-17,0.01907814407814384,-0.8756140606280652,-0.12935526157430774
291,291,291,10-18,0.05478587081677344,-0.39277915183915935,-0.3470315094576197
292,292,292,10-19,0.13014508427352414,0.6262176390271299,-0.28909222820968544
293,293,293,10-20,0.0,-1.1335860682906769,-0.4064040624807777
294,294,294,10-21,0.07616146230007581,-0.10374138027517424,-0.3453318468814224
295,295,295,10-22,0.04249893752656149,-0.5589213528787133,-0.07247870606235382
296,296,296,10-23,0.04617746866609989,-0.509180767031933,-0.2434459256636841
297,297,297,10-24,0.17585787967274927,1.244339693075252,-0.1881044446902521
298,298,298,10-25,0.05428249876867288,-0.3995856785808514,-0.35974522602616915
299,299,299,10-26,0.024556449137454518,-0.801537182450085,-0.4029005492491921
300,300,300,10-27,0.0,-1.1335860682906769,-0.414293795284452
301,301,301,10-28,0.02334980235532665,-0.8178532922168502,-0.6816287516808002
302,302,302,10-29,0.04112199017412242,-0.5775402432434927,-0.6570926507312926
303,303,303,10-30,0.05723443223443196,-0.3596700453028365,-0.563386871181241
304,304,304,10-31,0.06516980254876657,-0.2523690728838067,-0.3859601514141402
305,305,305,11-01,0.06613613166367857,-0.239302505149775,-0.2763194634681668
306,306,306,11-02,0.07872883310943338,-0.06902574968807194,-0.06004461267358085
307,307,307,11-03,0.0720002166482395,-0.16000916454100986,0.046013075204830084
308,308,308,11-04,0.13708874566802515,0.7201088615240229,-0.10085642402964824
309,309,309,11-05,0.1042949765533043,0.2766760819676292,-0.07742756536256905
310,310,310,11-06,0.0,-1.1335860682906769,-0.21909210067391424
311,311,311,11-07,0.07653212335177492,-0.09872935314729978,-0.27714167732492506
312,312,312,11-08,0.015868607926369484,-0.9190129615561432,-0.5860908322940416
313,313,313,11-09,0.04624211528543614,-0.5083066244470745,-0.7136276191276526
314,314,314,11-10,0.0,-1.1335860682906769,-0.6822791219939681
315,315,315,11-11,0.047703599453412994,-0.4885446390340368,-0.712928417261665
316,316,316,11-12,0.013910140492418888,-0.9454950854885692,-0.5558418255356975
317,317,317,11-13,0.06293223684528003,-0.28262512475348056,-0.4447802644849763
318,318,318,11-14,0.08557199916280367,0.02350658879966204,-0.2067802832220489
319,319,319,11-15,0.0955230077931309,0.1580627418572527,-0.31428718809815553
320,320,320,11-16,0.10560675883256486,0.29441381928688765,-0.21722295252867266
321,321,321,11-17,0.0,-1.1335860682906769,-0.012607117885194438
322,322,322,11-18,0.05698005698005669,-0.3631096720716716,0.15377936820830532
323,323,323,11-19,0.1537255847600671,0.9450698831073886,0.3300474062478089
324,324,324,11-20,0.15940199451251846,1.0218255053606606,0.2344335699918836
325,325,325,11-21,0.17373770379582698,1.2156709700942745,0.2344335699918836
326,326,326,11-22,0.06318042210365221,-0.27926919824866464,0.3647629106458452
327,327,327,11-23,0.0,-1.1335860682906769,0.355420993006242
328,328,328,11-24,0.1148105625717563,0.4188663718520987,0.2620677088471484
329,329,329,11-25,0.14958033383204558,0.8890183772697698,0.12810324051327804
330,330,330,11-26,0.11797872332525736,0.4617058004060986,0.3843412772061175
331,331,331,11-27,0.11429419785773832,0.4118841600910525,0.5571352130682632
332,332,332,11-28,0.1768798787219109,1.2581590219083718,0.3724575012404223
333,333,333,11-29,0.07667314684434294,-0.09682245311780252,0.3284368156644184
334,334,334,11-30,0.03286427639450331,-0.6891998991149463,0.3533868900477426
335,335,335,12-01,0.13004721496119398,0.6248942638137462,0.28805072606774723
336,336,336,12-02,0.1290497178449729,0.6114062467060438,0.4638555490635923
337,337,337,12-03,0.0853028488842371,0.01986717621108051,0.762616254049011
338,338,338,12-04,0.25488903420673104,2.3129879598834435,1.0242676698170483
339,339,339,12-05,0.20924101324760308,1.6957417767947098,0.7562928129662284
340,340,340,12-06,0.14896578958196874,0.8807085954932784,0.6847163593396002
341,341,341,12-07,0.01113982710988311,-0.9829548772911731,0.5877682398717105
342,342,342,12-08,0.09728939065449746,0.18194752494627384,0.3129069634633181
343,343,343,12-09,0.04228445611972086,-0.5618215405962578,0.23045436346507656
344,344,344,12-10,0.13292596355419764,0.6638203014330891,0.09447911098327867
345,345,345,12-11,0.1726546580851937,1.2010261768052604,0.24921179783538397
346,346,346,12-12,0.08863004661323956,0.06485708060249101,0.5243236354187568
347,347,347,12-13,0.07979872975850456,-0.05455875617854146,0.8026339855450777
348,348,348,12-14,0.21936364179300635,1.832618550446511,0.7308149471421337
349,349,349,12-15,0.1657779701546116,1.1080405601616674,0.3988006488340256
350,350,350,12-16,0.10105799521252178,0.2329060710154253,0.33423637476787005
351,351,351,12-17,0.025331310644874903,-0.7910596130433881,0.432034381834189
352,352,352,12-18,0.059981205196014624,-0.3225285637944425,0.3968564665866457
353,353,353,12-19,0.12319423967305515,0.5322292862193725,0.02325202851125504
354,354,354,12-20,0.203754289254127,1.6215510589612512,0.16753538982654434
355,355,355,12-21,0.0,-1.1335860682906769,0.1123521078920313
356,356,356,12-22,0.16508026135355294,1.0986062389071611,0.05486744090087384
357,357,357,12-23,0.0008450585203024743,-1.1221593046504663,-0.034390696749098844
358,358,358,12-24,0.034473768887442545,-0.6674365657413872,-0.12125103948860938
359,359,359,12-25,0.08358809110688784,-0.003319539680463675,0.07909605217664135
360,360,360,12-26,0.16521210442230713,1.1003890025241878,-0.2485729388076323
361,361,361,12-27,0.0888991960420529,0.06849648170082774,-0.16060447878755868
362,362,362,12-28,0.01968503937007865,-0.8674077069984809,0.0037559339151009468
363,363,363,12-29,0.03987894370346544,-0.5943485445300245,
364,364,364,12-30,0.10740474297325583,0.3187259104745706,
365,365,365,12-31,,,
