,unnamed: 0,unnamed: 0,mth_day,will smith,will smith_norm,will smith_ravg
57,57,57,02-27,0.5432013857057766,0.18297458548431347,0.18577821117781604
58,58,58,02-28,0.40725611044629545,-0.5462316355973387,-0.13069120166956094
59,59,59,02-29,0.4020519380523932,-0.5741466541808936,-0.3774170412400229
60,60,60,03-01,0.2248347705719476,-1.5247340192993246,-0.6914165873892893
61,61,61,03-02,0.2526600113121381,-1.3754802948715137,-0.9553427013989216
62,62,62,03-03,0.4511322283989721,-0.3108815058709821,-1.0224322184035974
63,63,63,03-04,0.2479803040974745,-1.4005820985734805,-0.7480728798394698
64,64,64,03-05,0.3322114721049144,-0.9487687376253936,-0.6500812248121294
65,65,65,03-06,0.708943360995422,1.0720093772038721,-0.6029208126497112
66,66,66,03-07,0.3344457595955774,-0.9367840891352816,-0.5323273218867862
67,67,67,03-08,0.30541245659375305,-1.0925178218970046,-0.2579034598578649
68,68,68,03-09,0.5300963232394537,0.11267943870656727,-0.055669960107219696
69,69,69,03-10,0.5549439013576867,0.2459610736000476,-0.5424986585347538
70,70,70,03-11,0.5584247544011817,0.264632260878478,-0.3652078893186799
71,71,71,03-12,0.16438908129844135,-1.8489628133613325,-0.38928728188870415
72,72,72,03-13,0.5327587338290668,0.12696052616116174,-0.5092752301580789
73,73,73,03-14,0.2784778565612074,-1.2369941773171504,-0.5517606494939533
74,74,74,03-15,0.3958808364507799,-0.607248250909681,-0.6759152992354029
75,75,75,03-16,0.5074207849128268,-0.008951442415198829,-0.60266085781512
76,76,76,03-17,0.4195485006401271,-0.4802956375702208,-0.6590401134124885
77,77,77,03-18,0.24632964830091186,-1.409436164839634,-0.3312490721401263
78,78,78,03-19,0.4696943232451313,-0.21131500742304887,-0.3067953453670516
79,79,79,03-20,0.6451366319122762,0.7297520703170226,-0.390463083935323
80,80,80,03-21,0.4232341572632765,-0.4605258902712329,-0.4651305432235962
81,81,81,03-22,0.4138321668689744,-0.5109578738248274,0.21318687876450412
82,82,82,03-23,0.3360273675580731,-0.9283003932998596,0.10716546837850256
83,83,83,03-24,1.0050783751729089,2.660468367088968,-0.034553621615299755
84,84,84,03-25,0.3511014527925668,-0.8474434697390587,0.05587940163207606
85,85,85,03-26,0.486613239145664,-0.1205624696457912,0.11469602369638653
86,86,86,03-27,0.5243902517876123,0.08207224921302204,0.3481784974591917
87,87,87,03-28,0.479622953989565,-0.1580581414389646,-0.1172217585030753
88,88,88,03-29,0.5971949625097485,0.4725944492769712,0.1371484022232051
89,89,89,03-30,0.4844934097119062,-0.1319331686846337,0.0026751774807134954
90,90,90,03-31,0.6356334865410327,0.6787774946186237,-0.07411306476461607
91,91,91,04-01,0.33619488814313386,-0.9274018181007408,-0.22875972484520604
92,92,92,04-02,0.438496864482864,-0.3786572042589554,-0.3090039115386014
93,93,93,04-03,0.3066391080089548,-1.0859381019225045,-0.2276778017504176
94,94,94,04-04,0.5074358430785499,-0.00887067088340109,-0.352524810645698
95,95,95,04-05,0.5754627409762877,0.35602349004446915,-0.28409279043686003
96,96,96,04-06,0.4959827773267075,-0.07030455875305862,-0.4604617437920222
97,97,97,04-07,0.41274121664307534,-0.5168096968477133,-0.4845487621462756
98,98,98,04-08,0.2412150101767195,-1.4368709243899287,-0.547979700555116
99,99,99,04-09,0.2796959779668771,-1.2304602120480257,-0.6161075882546613
100,100,100,04-10,0.4364835983006647,-0.38945630133644393,-0.8180895451467783
101,101,101,04-11,0.4992566074156858,-0.0527438361528023,-0.7944658779132009
102,102,102,04-12,0.2700508645153972,-1.28219630010576,-0.7637534041858077
103,103,103,04-13,0.4391660538306407,-0.3750676934462483,-0.3419145254466387
104,104,104,04-14,0.2755692071711732,-1.2525960820255702,-0.3721427680838512
105,105,105,04-15,0.7515542876802759,1.300573060386989,-0.3586964526168556
106,106,106,04-16,0.4026710499669656,-0.5708257571597193,-0.3580932051014428
107,107,107,04-17,0.5142973161030725,0.027934056649171524,-0.32241321629209746
108,108,108,04-18,0.27072564194182186,-1.2785768150132837,-0.20416450748133605
109,109,109,04-19,0.4790767876645902,-0.16098776059017628,-0.5522335593822721
110,110,110,04-20,0.4078392246527479,-0.5431038291610015,-0.4633815804039068
111,111,111,04-21,0.3622130420738623,-0.7878412510186272,-0.4761116360276001
112,112,112,04-22,0.5020586283256337,-0.03771388328952743,-0.18126343632825406
113,113,113,04-23,0.500057797576219,-0.048446277092988516,-0.16638844264745475
114,114,114,04-24,0.6005353871886479,0.4905123831827928,-0.03848680096436315
115,115,115,04-25,0.495715579698644,-0.07173779850538056,0.2442331239241317
116,116,116,04-26,0.5509067689116753,0.2243060209375481,0.4718447697225385
117,117,117,04-27,0.6784564056038282,0.9084782983123422,0.4813816723978595
118,118,118,04-28,0.7566592634746019,1.3279559915009125,0.4780680287453449
119,119,119,04-29,0.5107255359073288,0.008775138958938113,0.4733147244656972
120,120,120,04-30,0.5968288291361009,0.4706305212677056,0.2653475904300706
121,121,121,05-01,0.4903986536494097,-0.1002576241832673,0.17101184054962282
122,122,122,05-02,0.3182799881955553,-1.0234967832762116,-0.05666877412065133
123,123,123,05-03,0.5729348196912663,0.34246379902965546,-0.01342851148414928
124,124,124,05-04,0.5019814814884349,-0.038127696520732335,-0.1362333003055435
125,125,125,05-05,0.559093000993066,0.26821671477795034,-0.17418761000193142
126,126,126,05-06,0.4594624956886726,-0.2661982116606599,0.021237769898210024
127,127,127,05-07,0.4479439219442508,-0.3279834823615947,-0.23202235291402665
128,128,128,05-08,0.5368778796710745,0.14905549612463706,-0.34334338538575976
129,129,129,05-09,0.2896444463023292,-1.1770969378437643,-0.477277832886971
130,130,130,05-10,0.3774605876944295,-0.7060538913511313,-0.34277485362820764
131,131,131,05-11,0.4092773125975068,-0.5353899702293168,-0.26070742083584936
132,132,132,05-12,0.6099141293411953,0.5408196638919202,-0.4626261709183974
133,133,133,05-13,0.5397424783875606,0.164421114392555,-0.2744318780729223
134,134,134,05-14,0.31101666839968545,-1.0624570043706512,-0.2233366862195297
135,135,135,05-15,0.5001538265310814,-0.04793118077091363,0.048267695766700064
136,136,136,05-16,0.4346143781048462,-0.3994827402307758,0.11624501130955885
137,137,137,05-17,0.7130871107313996,1.0942363216880615,0.1033699183053836
138,138,138,05-18,0.6859518366923488,0.9486835571490728,0.12665480855517347
139,139,139,05-19,0.5253407247120552,0.08717055636750366,0.12278920912048633
140,140,140,05-20,0.33706255821422154,-0.922747662871912,0.25323988697576433
141,141,141,05-21,0.4958298646887488,-0.07112477737903655,-0.0456292029475255
142,142,142,05-22,0.5805332098107752,0.3832213269008923,-0.3065129495515603
143,143,143,05-23,0.3787796992896415,-0.6989782178516771,0.1484047397829958
144,144,144,05-24,0.3941338703820561,-0.6166189224751359,0.4496700321177631
145,145,145,05-25,1.034200156042127,2.8166766923748403,0.6530601625921781
146,146,146,05-26,0.674050301120425,0.8848440911366915,0.6290002724503699
147,147,147,05-27,0.7233369248840847,1.1492160054674545,0.8413379571191713
148,148,148,05-28,0.5536204247015977,0.2388619860500436,0.8962953702305386
149,149,149,05-29,0.616295267498395,0.5750478901611302,0.5350775325322545
150,150,150,05-30,0.4556078438917029,-0.2868744438069321,0.17884318417350872
151,151,151,05-31,0.6301510109180957,0.6493696661851353,-0.024428444869706262
152,152,152,06-01,0.2755755612367491,-1.2525619990157837,-0.2553680196413168
153,153,153,06-02,0.4959624173951088,-0.07041376879183547,-0.3335637006275881
154,154,154,06-03,0.2952972523013555,-1.1467754625796196,-0.2153907594134312
155,155,155,06-04,0.5288275547845928,0.1058738042435027,-0.29798769340998793
156,156,156,06-05,0.5877931096543945,0.4221632034780092,0.02359821295459193
157,157,157,06-06,0.5377601678084855,0.1537880622057945,0.1531549441214418
158,158,158,06-07,0.6352934294863173,0.6769534391716958,0.6258594083586503
159,159,159,06-08,0.6408813029257673,0.7069266182092636,0.5079492183613059
160,160,160,06-09,0.8240525205583212,1.6894513228436316,0.408401561169939
161,161,161,06-10,0.3969361958931949,-0.6015873357405638,0.4170720354100623
162,162,162,06-11,0.4764416159309078,-0.1751227396701921,0.5877950889525216
163,163,163,06-12,0.5474587411869906,0.2058109076465343,0.6989081825501965
164,164,164,06-13,0.826259922936213,1.701291760426451,0.4539743358210584
165,165,165,06-14,0.7651696015499531,1.3736051797953122,0.6869998552943968
166,166,166,06-15,0.5500757091874722,0.2198482424688029,0.5659451550695552
167,167,167,06-16,0.6575926533240981,0.7965657810994671,0.7802858165626593
168,168,168,06-17,0.3410328873621152,-0.9014509410192418,0.3567694322228037
169,169,169,06-18,0.7872147886553503,1.4918548766051591,0.7253888625233591
170,170,170,06-19,0.3525251978491519,-0.839806545612682,0.8832230316865622
171,171,171,06-20,1.1774979811175557,3.585321761598644,1.0263242677438342
172,172,172,06-21,0.7266250222782107,1.1668532574480213,1.4742320280751802
173,173,173,06-22,0.8176620797499006,1.655173197443099,1.425689199425238
174,174,174,06-23,0.8420511892530229,1.7859956209688346,1.8945907008776208
175,175,175,06-24,0.7329160072250315,1.2005979047055049,1.2969499961679964
176,176,176,06-25,0.8770265680374663,1.9736024631016176,1.1155855566977888
177,177,177,06-26,0.5089921914589999,-0.0005224666591038901,1.0169637468548671
178,178,178,06-27,0.5237553434417921,0.07866662062677593,0.7635584558546461
179,179,179,06-28,0.7073462154738365,1.0634423383855691,0.5127354026557249
180,180,180,06-29,0.558598434397467,0.26556387496750755,0.36195465124373305
181,181,181,06-30,0.4523516783197847,-0.3043404144880204,0.5068926319546522
182,182,182,07-01,0.7083670298004269,1.0689179546296659,0.6314016251577517
183,183,183,07-02,0.6711161540390693,0.8691054176064109,0.5499717484358949
184,184,184,07-03,0.663027956844641,0.8257205798453725,0.3326937816346481
185,185,185,07-04,0.6162608131396821,0.5748630780544284,0.3291090978215238
186,186,186,07-05,0.3155567914383479,-1.0381039258399731,0.08736362246490363
187,187,187,07-06,0.4483419415928775,-0.3258485173667663,-0.17076814205062632
188,188,188,07-07,0.4379566500754033,-0.3815548975100551,-0.3723437277450625
189,189,189,07-08,0.3823764853492441,-0.6796851694867687,-0.2629187632399217
190,190,190,07-09,0.4375506005858868,-0.3837329343212448,0.02376032216293859
191,191,191,07-10,0.7386608132206848,1.2314128650852731,-0.12238844044559401
192,192,192,07-11,0.6362287718700471,0.6819705865771888,-0.08252493583860708
193,193,193,07-12,0.2848636289791007,-1.2027410930179618,-0.14522865378706876
194,194,194,07-13,0.4825469589614073,-0.1423738698681335,0.01151090561092403
195,195,195,07-14,0.3122376910011745,-1.055907477177539,-0.1612746204477402
196,196,196,07-15,0.612875510854506,0.556704422066712,-0.009035945955091737
197,197,197,07-16,0.545387290133702,0.19469970873328785,0.3941329937604661
198,198,198,07-17,0.8065191060227851,1.5954026335330795,0.3815976982520426
199,199,199,07-18,0.7358382166978263,1.216272545275385,0.7335366984677629
200,200,200,07-19,0.4685252941778255,-0.2175856429186744,1.1708048822218406
201,201,201,07-20,0.7059077629972995,1.055726524116784,1.3675025591616567
202,202,202,07-21,1.1019926512526146,3.1803135245911767,1.3175135309082546
203,203,203,07-22,0.7654083409263248,1.3748857703721842,0.9814404043020338
204,204,204,07-23,0.7506026422621026,1.2954684640126666,1.027844099374415
205,205,205,07-24,0.3599153099840505,-0.8001662143619401,0.9888576410231424
206,206,206,07-25,0.5204312948450811,0.0608365275156118,0.4326652328149103
207,207,207,07-26,0.6622984958896132,0.8218077740091481,0.17635507654137794
208,208,208,07-27,0.4798498786447936,-0.15684092465821467,-0.11617488640131925
209,209,209,07-28,0.4787062771831988,-0.16297516726901,-0.05160937985232816
210,210,210,07-29,0.4233860180684552,-0.4597113136435166,-0.02398281806633457
211,211,211,07-30,0.43213665401249857,-0.41277317506799377,0.0345779456055757
212,212,212,07-31,0.5513336687241659,0.22659589823157336,0.2490112960154249
213,213,213,08-01,0.7278030862781132,1.1731723560406098,0.0388531864970665
214,214,214,08-02,0.7197096055931369,1.1297591778008804,0.10603257764596463
215,215,215,08-03,0.2436287266589584,-1.4239238243791603,0.23976118329262
216,216,216,08-04,0.4985311873564063,-0.05663496675012801,0.19394902695583394
217,217,217,08-05,0.5817220929112611,0.3895984588119383,-0.2362252430189005
218,218,218,08-06,0.5000893483381165,-0.048277039789142884,-0.38285869368010667
219,219,219,08-07,0.2466210185674205,-1.4078732638077969,0.03549618339574645
220,220,220,08-08,0.5556891331719085,0.2499584738336435,0.06927421952048685
221,221,221,08-09,0.7115899201539457,1.0862054380759585,0.2037061617282125
222,222,222,08-10,0.5363144449804935,0.14603324999831432,0.5207220705050263
223,223,223,08-11,0.7320942663136288,1.1961901120582918,0.8341880320354775
224,224,224,08-12,0.8546953327717529,1.8538184128717408,0.8072867996172878
225,225,225,08-13,0.5972561217199218,0.4729225053749099,0.8260169188989996
226,226,226,08-14,0.5255980943942737,0.08855107932450505,0.8526638451764085
227,227,227,08-15,0.7325409582645501,1.19858615376623,0.3999670337388495
228,228,228,08-16,0.5661210233354729,0.30591480766276724,0.016499711310166736
229,229,229,08-17,0.2257190528766282,-1.5199907565670616,-0.03662642402369875
230,230,230,08-18,0.4257584762820477,-0.4469855217003559,-0.13531610734268104
231,231,231,08-19,0.5378305692550361,0.1541656933717171,-0.011479489494961729
232,232,232,08-20,0.4152063085630792,-0.5035870205893886,-0.251095307942226
233,233,233,08-21,0.8710614695860761,1.9416058608525453,0.4111194211845473
234,234,234,08-22,0.2980928240119373,-1.1317801030208186,0.5370989365232995
235,235,235,08-23,0.9664557144357032,2.4532976181935786,0.5791030568383779
236,236,236,08-24,0.5666759785851307,0.3088915703321577,0.5986913642887974
237,237,237,08-25,0.5848153167778605,0.406190415262188,0.2910436884904981
238,238,238,08-26,0.4371172942724271,-0.3860571758868722,0.4726371697709044
239,239,239,08-27,0.5269345538230552,0.09571980606274977,-0.0390153144827697
240,240,240,08-28,0.5012187032292622,-0.04221921533838082,0.028808862058987826
241,241,241,08-29,0.3941341752210135,-0.6166172873284658,-0.046135715137984284
242,242,242,08-30,0.6425423885195388,0.7158366295827029,0.04910559136305368
243,243,243,08-31,0.5009842066060208,-0.04347704791964462,0.013646180420825708
244,244,244,09-01,0.5436518129369882,0.18539066311935554,-0.1371861066788144
245,245,245,09-02,0.4872705528171686,-0.1170366595906181,-0.2381863805144032
246,246,246,09-03,0.33250151847434795,-0.9472129379362214,-0.6053410118935689
247,247,247,09-04,0.2811578212275281,-1.2226189303419983,-0.5609249170540399
248,248,248,09-05,0.2318524960093233,-1.4870911586922917,-0.7734753301770514
249,249,249,09-06,0.5506669278802943,0.22301952111752926,-0.8104714816168418
250,250,250,09-07,0.3058982920550918,-1.089911815618713,-0.8086609785815333
251,251,251,09-08,0.4458875927247812,-0.33901356822936124,-0.6628045981636892
252,252,252,09-09,0.33452670141747803,-0.9363499197243702,-0.5976443919569162
253,253,253,09-10,0.4443090825114205,-0.3474806478349341,-0.7870889639732229
254,254,254,09-11,0.304739056046658,-1.0961299214516542,-0.7642149323809934
255,255,255,09-12,0.33875901696612537,-0.9136479109803108,-0.7006486581604784
256,256,256,09-13,0.3314846057578503,-0.9526676260653358,-0.4016827199301867
257,257,257,09-14,0.5169912207216133,0.042384077093729364,-0.5242079949657202
258,258,258,09-15,0.6689424449280513,0.8574457096573799,-0.07519183137251913
259,259,259,09-16,0.3072554061214262,-1.0826322980481349,0.26798796781699225
260,260,260,09-17,0.8069971898164646,1.5979670601075522,0.6488274580481191
261,261,261,09-18,0.7226312680429926,1.145430884156757,0.9094420277093308
262,262,262,09-19,0.7574820355577843,1.3323693153214258,1.250015125383337
263,263,263,09-20,0.8085080925058773,1.6060714950609978,1.4215736103947991
264,264,264,09-21,1.049898905562108,2.9008842957014167,1.1955271168661104
265,265,265,09-22,0.4991563921008474,-0.053281387979361085,1.2704115031450909
266,266,266,09-23,0.5541472944443526,0.2416880989354181,1.5560092755831978
267,267,267,09-24,0.8063950501750163,1.5947372018306398,1.7726302088039116
268,268,268,09-25,1.0769444866323397,3.045955949950069,1.2925346928278956
269,269,269,09-26,1.0508147943053248,2.9057970943852816,1.3535001076632198
270,270,270,09-27,0.5128761936050692,0.020311199845320725,1.2594344177802286
271,271,271,09-28,0.5673507645142057,0.31251110103258595,0.8001579518040384
272,272,272,09-29,0.4489277908204167,-0.3227060403625303,0.09521145985350928
273,273,273,09-30,0.2926600014417145,-1.1609215940265014,-0.6502476608029756
274,274,274,10-01,0.28840915502806336,-1.1837230017531069,-0.6620128105092908
275,275,275,10-02,0.21696306000157448,-1.5669576295536274,-0.6905092322096106
276,276,276,10-03,0.4997159944538202,-0.05027969839257125,-0.6904319925703762
277,277,277,10-04,0.5354753873166782,0.14153257083066748,-0.5165937749838895
278,278,278,10-05,0.4490141891289864,-0.32224260252712394,-0.467932392248603
279,279,279,10-06,0.48711103866976596,-0.11789228850758122,0.0016166300238054838
280,280,280,10-07,0.342840548062337,-0.8917547053413886,-0.11718139619149155
281,281,281,10-08,0.7421887306160482,1.2503365040808236,-0.3045728421950613
282,282,282,10-09,0.3668315244050117,-0.7630678556843534,-0.4180669084193242
283,283,283,10-10,0.3258640512770071,-0.9828161051907508,-0.3103359452798998
284,284,284,10-11,0.32206259469286963,-1.0032069998727011,0.2012710615652655
285,285,285,10-12,0.6076161716311986,0.5284934903289649,0.013100959338463187
286,286,286,10-13,0.9151112173971018,2.1778873357296042,0.3239440145009463
287,287,287,10-14,0.5317064094020363,0.12131589072000973,0.3083408442867313
288,288,288,10-15,0.7145327107762406,1.1019904752905454,0.4303764610639315
289,289,289,10-16,0.308410739373999,-1.0764351264760408,0.14853493775685578
290,290,290,10-17,0.4585685517289605,-0.2709932992095006,-0.31412508390386545
291,291,291,10-18,0.2923553659126342,-1.1625556495134894,-0.26288987461366725
292,292,292,10-19,0.3975914087789455,-0.5980727942347241,-0.2519268327306086
293,293,293,10-20,0.5890168197789648,0.4287271464611992,-0.33571014132713234
294,294,294,10-21,0.7267956923859935,1.167768726588897,-0.3529934923559736
295,295,295,10-22,0.21469284761704632,-1.5791349780551829,0.1330394075218705
296,296,296,10-23,0.4392358320255807,-0.374693405382548,0.12485107398813425
297,297,297,10-24,0.8360194854620926,1.753641749753575,0.3569438141894923
298,298,298,10-25,0.3884321458107084,-0.6472027954371417,0.08210926678722777
299,299,299,10-26,0.8486298938879516,1.821283587669348,0.3177421343323053
300,300,300,10-27,0.41937271284535016,-0.4812385578246901,0.1856513420817398
301,301,301,10-28,0.4782658187122247,-0.16533777278471762,-0.07657749505060311
302,302,302,10-29,0.2914824098034573,-1.1672381588859408,0.4659455887286776
303,303,303,10-30,0.5426969348778325,0.18026872695951765,-0.13151329487832708
304,304,304,10-31,0.9952847575418288,2.607935707238543,-0.12836831313722222
305,305,305,11-01,0.18032748472009147,-1.763469713972681,-0.03195582842942029
306,306,306,11-02,0.42289060994595096,-0.462368667378061,0.0012938607360493495
307,307,307,11-03,0.5861103877227106,0.413137135462094,0.1248444773521878
308,308,308,11-04,0.3286746718704521,-0.9677400238931232,-0.2580579141344668
309,309,309,11-05,0.6808975324490826,0.9215724266563484,0.13701343149577436
310,310,310,11-06,0.5669798185278357,0.3105213583186154,0.2551832650547427
311,311,311,11-07,0.6222443083245586,0.6069583598087662,0.1687862140229285
312,312,312,11-08,0.5550723995640805,0.2466503339757492,0.28644123206986155
313,313,313,11-09,0.4894688297280024,-0.10524517072879093,0.12314367532588065
314,314,314,11-10,0.4602806018664214,-0.26180991561152483,-0.00726563806371407
315,315,315,11-11,0.4982370120725666,-0.058212913807537035,-0.5085551555984078
316,316,316,11-12,0.4211072560679228,-0.471934522018953,-0.5894485744051156
317,317,317,11-13,0.06151452180523347,-2.4007787453993963,-0.6638058291279139
318,318,318,11-14,0.4645870654972967,-0.23871017886449786,-0.7533805270480384
319,319,319,11-15,0.40629468363389,-0.5513886990655805,-0.5722512071824852
320,320,320,11-16,0.3600846083629102,-0.7992581031322717,-0.7167615263344477
321,321,321,11-17,0.7008436920607891,1.0285630053857815,-0.5270987112531402
322,322,322,11-18,0.2594616649005165,-1.338996436930728,-0.543621599610598
323,323,323,11-19,0.2736665538968191,-1.2628018549115507,-0.4140092516686056
324,324,324,11-20,0.44610498012091787,-0.3378475090092445,-0.4670723632825202
325,325,325,11-21,0.5512757806837639,0.2262853885863741,-0.4580877207936218
326,326,326,11-22,0.300729552638526,-1.1176367728157588,0.03994506946505857
327,327,327,11-23,0.7108936861032114,1.0824708603191713,0.2377188990684547
328,328,328,11-24,0.8165485585877484,1.6492003046213548,0.4225878482088079
329,329,329,11-25,0.4948913618640963,-0.0761588772911742,0.2449232494065214
330,330,330,11-26,0.6528947149139418,0.7713661858328746,0.4664234389807127
331,331,331,11-27,0.35254465012196656,-0.8397022042273445,0.0901384218068508
332,332,332,11-28,0.5484940672941321,0.21136436462938826,-0.14719086404968784
333,333,333,11-29,0.2899907747717023,-1.1752392427239997,-0.33742009556573843
334,334,334,11-30,0.5510780168385673,0.22522458948212296,-0.5228873950600129
335,335,335,12-01,0.2821057506621864,-1.217534266387478,-0.2656455801175512
336,336,336,12-02,0.4454356805355841,-0.3414376111327734,-0.4698748895683858
337,337,337,12-03,0.6402888437087544,0.7037486854274265,-0.4019440966093655
338,338,338,12-04,0.3200483227021756,-1.0140114920756194,-0.4497793438220537
339,339,339,12-05,0.3659764431362192,-0.7676544849698782,-0.34746801642952896
340,340,340,12-06,0.4975707181230831,-0.0617868937940061,-0.2663239226951765
341,341,341,12-07,0.39654861603359065,-0.6036663020323298,-0.4282110709379953
342,342,342,12-08,0.5362014132417714,0.14542695127334188,-0.41717149763894384
343,343,343,12-09,0.4592059706400278,-0.26757420402948645,-0.4360053517401668
344,344,344,12-10,0.3323969104198773,-0.9477740522813108,-0.4426861453444552
345,345,345,12-11,0.344909369877932,-0.8806576095772154,-0.4172617003460868
346,346,346,12-12,0.4900977512237642,-0.10187165541973664,-0.3756641662258498
347,347,347,12-13,0.4249877577224467,-0.4511196320421193,-0.34423513866330496
348,348,348,12-14,0.5827313637216486,0.39501215599476375,-0.11460727360296047
349,349,349,12-15,0.4943616866468682,-0.07900003865421723,-0.08314139309841229
350,350,350,12-16,0.5892528374845483,0.4299931380807562,-0.04231913748081955
351,351,351,12-17,0.38010630865440825,-0.6918623265499261,-0.09813763773668828
352,352,352,12-18,0.5357604947621943,0.1430618782858198,-0.2347952473813598
353,353,353,12-19,0.3625505938929917,-0.7860306335773316,-0.2174760591730233
354,354,354,12-20,0.42986961496785664,-0.4249335018732654,-0.2653667807663806
355,355,355,12-21,0.5137344929136111,0.02491509059580179,-0.3612755310557927
356,356,356,12-22,0.5356834865287083,0.14264880852061235,-0.33657492610428025
357,357,357,12-23,0.2728252042347545,-1.2673148282863986,-0.31376959661316683
358,358,358,12-24,0.5633899672663769,0.2912655079948946,-0.25305407689626164
359,359,359,12-25,0.3880600591615724,-0.6491986566306515,-0.4633800802100052
360,360,360,12-26,0.4977844610167049,-0.060640383571834176,-0.6350311640379511
361,361,361,12-27,0.2784691406325989,-1.2370409292866595,-0.4581103125379895
362,362,362,12-28,0.3436789218531793,-0.8872576944470628,-0.5131073472912787
363,363,363,12-29,0.4707243978589756,-0.205789719286629,
364,364,364,12-30,0.5018716739893316,-0.03871670052484128,
365,365,365,12-31,,,
