,unnamed: 0,unnamed: 0,mth_day,james bond,james bond_norm,james bond_ravg
212,212,212,07-31,0.16639151590106527,-0.010754861714362593,0.10221894096659008
213,213,213,08-01,0.4320309144573449,2.753431621165884,0.05052475059077046
214,214,214,08-02,0.07304062504681391,-0.9821441664130074,-0.04008345763555562
215,215,215,08-03,0.12230113692678656,-0.4695498682086564,0.12757892682615882
216,216,216,08-04,0.06711308975731932,-1.043824824527226,0.0705154831808003
217,217,217,08-05,0.21723539934608896,0.5183156606543184,-0.14841971717048022
218,218,218,08-06,0.13348860082630132,-0.3531355235865136,-0.11906557853156285
219,219,219,08-07,0.30579236585512537,1.4398204190582005,-0.11125763510938153
220,220,220,08-08,0.08996629004403506,-0.8060193345795029,0.1914304474953505
221,221,221,08-09,0.1268032153664478,-0.42270220767556826,-0.08727396574497022
222,222,222,08-10,0.2416437461611362,0.7723036711011662,-0.022929624731788195
223,223,223,08-11,0.056533782794524826,-1.1539108187876062,-0.35323315372533903
224,224,224,08-12,0.1705896983530466,0.03293052249257858,-0.12931713643923118
225,225,225,08-13,0.11533857847221785,-0.5420007549031043,-0.11411683913332288
226,226,226,08-14,0.2190767893407849,0.5374767691371442,-0.1594222198583349
227,227,227,08-15,0.13556774234585214,-0.33150042384011835,0.06097133190021205
228,228,228,08-16,0.21552055766782893,0.5004713867510941,-0.06710562787876301
229,229,229,08-17,0.18361322022919324,0.16845049176367555,0.3951210017470401
230,230,230,08-18,0.0967402237781916,-0.7355312361812717,0.3084593137547093
231,231,231,08-19,0.381859534241932,2.2313590228517137,0.4639936253944588
232,232,232,08-20,0.16910745734658295,0.017506641183159314,0.1966516619551673
233,233,233,08-21,0.2252491902251515,0.6017054459983793,-0.029709688976763918
234,234,234,08-22,0.06137055624780172,-1.1035803938846551,0.17170819688596647
235,235,235,08-23,0.05309273583273527,-1.1897176138279122,-0.35312593351900706
236,236,236,08-24,0.2128782478740958,0.4729760789951107,0.04635770055282613
237,237,237,08-25,0.07923894708679555,-0.9176457595781268,0.22176003550900728
238,238,238,08-26,0.3994506551268092,2.4144084456141583,0.8928725111652636
239,239,239,08-27,0.3263865868191258,1.654119455735466,1.0469807946332526
240,240,240,08-28,0.4483355794133548,2.9230944600528828,1.054326703815101
241,241,241,08-29,0.14195193253278113,-0.2650679130199776,1.0625989761988954
242,242,242,08-30,0.21711391629010365,0.5170515340862016,0.5737937970171514
243,243,243,08-31,0.0840087586917677,-0.8680121252753596,0.19019066272123528
244,244,244,09-01,0.11760444551709714,-0.5184226294763062,-0.3733297220386285
245,245,245,09-02,0.10520012235347426,-0.6474993500400307,-0.3802854614009518
246,246,246,09-03,0.12340840751176473,-0.4580278485063,-0.2628982257523202
247,247,247,09-04,0.13794123694730132,-0.30680234919391725,-0.24844915972933865
248,248,248,09-05,0.2847996709286145,1.2213749479779912,-0.19801387313353772
249,249,249,09-06,0.09234012395634003,-0.7813177291374701,-0.08527771084378061
250,250,250,09-07,0.14668554973412234,-0.21581090990150115,-0.10695174240922346
251,251,251,09-08,0.17020405721460494,0.028917623698512238,-0.12744143231571214
252,252,252,09-09,0.11091111021653696,-0.5880720378989571,-0.476741679695909
253,253,253,09-10,0.12612683382274886,-0.4297404886328495,-0.134707140424352
254,254,254,09-11,0.08339233129148968,-0.8744265363031897,0.006171795715006877
255,255,255,09-12,0.2895580393038559,1.2708895064918715,0.6133222879588847
256,256,256,09-13,0.22791667382162656,0.6294627069346521,0.5191531916559885
257,257,257,09-14,0.5202884511403535,3.6718205771617782,0.4659719117362866
258,258,258,09-15,0.056612989030969785,-1.153086615716334,0.7166129113394134
259,259,259,09-16,0.09546238343240628,-0.7488281681510617,0.5661251755671857
260,260,260,09-17,0.22791251790077466,0.6294194613155714,0.4864783195995279
261,261,261,09-18,0.2027864588734856,0.3679630918585051,0.16665356197270276
262,262,262,09-19,0.1819921103802304,0.15158157112870546,0.23438184812785345
263,263,263,09-20,0.33587674783687904,1.752872031400829,0.2396333817687308
264,264,264,09-21,0.09566527724147098,-0.74671689878543,-0.026831304759493985
265,265,265,09-22,0.0984904300128392,-0.7173189663057974,0.06905530643308468
266,266,266,09-23,0.07426835639958006,-0.9693686578537772,0.032840001205925
267,267,267,09-24,0.25807490316163445,0.9432827590139772,-0.392777046867168
268,268,268,09-25,0.16111028068026606,-0.06571026023425257,-0.3883739898514021
269,269,269,09-26,0.09046496241863636,-0.8008302570377291,-0.2677163873378728
270,270,270,09-27,0.09820409021531568,-0.7202985566908342,-0.14776952986218353
271,271,271,09-28,0.16806188583489232,0.00662664877537777,-0.5537257092065425
272,272,272,09-29,0.14342999497041373,-0.2496875129996416,-0.3269437467928226
273,273,273,09-30,0.023999620638275092,-1.492454317052177,-0.3544212361791721
274,274,274,10-01,0.29187329064091483,1.2949815142480663,-0.18889461617531603
275,275,275,10-02,0.07462137776984477,-0.9656951933558262,0.10043579652870724
276,276,276,10-03,0.1936471264689225,0.2728611633323029,0.0931602075700605
277,277,277,10-04,0.3348904785309662,1.7426091249995168,0.1557569976764763
278,278,278,10-05,0.13923487335957985,-0.29334104675152217,0.05809736185709202
279,279,279,10-06,0.06009307622473532,-1.1168735764136821,0.6225713790171038
280,280,280,10-07,0.2355625162059243,0.7090236993317608,0.6502323134333116
281,281,281,10-08,0.40009841634386384,2.4211489096042444,0.39844326044670025
282,282,282,10-09,0.2095964859510001,0.43882676982954943,0.4625521687411029
283,283,283,10-10,0.18970832165551849,0.2318748070798497,0.4115650092601164
284,284,284,10-11,0.17620021983001036,0.09131240301489424,0.10294483546913023
285,285,285,10-12,0.030693760811305974,-1.4227965332996009,-0.4167630117218632
286,286,286,10-13,0.0576114021492165,-1.1426973434141563,-0.5554437920773123
287,287,287,10-14,0.10043365608005614,-0.6970981735417167,-0.4478326715910632
288,288,288,10-15,0.12963282362988668,-0.39325791230314505,-0.5375881837416568
289,289,289,10-16,0.2517571454255022,0.8775415299973447,-0.4498384177533532
290,290,290,10-17,0.12444698158983725,-0.4472206698886683,-0.36159734461945575
291,291,291,10-18,0.0812904811229518,-0.896297937369779,-0.4039308829337183
292,292,292,10-19,0.1084914113101572,-0.6132509046107715,-0.4699343128257007
293,293,293,10-20,0.07602403887179386,-0.9510994034272922,-0.5031017469284306
294,294,294,10-21,0.09157509157509022,-0.7892784916550392,-0.4335950801628704
295,295,295,10-22,0.23263272534471874,0.6785369253809655,-0.1846765863370556
296,296,296,10-23,0.16452468821985353,-0.030180669295307286,0.18119819850685026
297,297,297,10-24,0.2248174668721744,0.5972130255851096,0.21212698498069327
298,298,298,10-25,0.3194556680159608,1.5819978044526637,0.1756885779101375
299,299,299,10-26,0.0938576494936642,-0.7655266845842341,0.028172073026800373
300,300,300,10-27,0.07056462083039844,-1.0079089340783736,-0.162300296974539
301,301,301,10-28,0.14757436359445936,-0.2065621039190573,0.0550701954715076
302,302,302,10-29,0.05469787417070093,-1.1730148893033436,-0.40652715046517207
303,303,303,10-30,0.3501538012364542,1.9014359802613887,-0.4567115901551808
304,304,304,10-31,0.05329755869326176,-1.1875862711674134,-0.11594380831085213
305,305,305,11-01,0.06492118418923841,-1.0666333227242868,-0.17857289520611075
306,306,306,11-02,0.2670521208824853,1.0366977569875981,0.0005855837857950963
307,307,307,11-03,0.1114622856040116,-0.5823366252906091,-0.2876194680544592
308,308,308,11-04,0.15800107220112755,-0.09806401535190863,-0.1240389947834638
309,309,309,11-05,0.1839740942465984,0.17220566921986338,0.7006085034707618
310,310,310,11-06,0.14761844218875064,-0.20610343154144115,0.8265579096302081
311,311,311,11-07,0.5404148604963523,3.8812516668010666,1.0174206370547259
312,312,312,11-08,0.339674843064067,1.7923941939442765,1.1247480973723367
313,313,313,11-09,0.22151418065639736,0.5628397392564969,0.8645861335569459
314,314,314,11-10,0.2198863368544059,0.5459007465537561,0.8656194728611677
315,315,315,11-11,0.03396409740341131,-1.3887661136724805,0.384577640800099
316,316,316,11-12,0.1482142680484994,-0.1999033957161112,0.2862329496076008
317,317,317,11-13,0.2630450149945445,0.995000674434654,0.2458405373860708
318,318,318,11-14,0.282969064098625,1.2023260467892871,0.354560032194472
319,319,319,11-15,0.19822382129341207,0.3204852659273174,0.7523974522178666
320,320,320,11-16,0.2825742518509806,1.1982177154041636,0.9414142040258882
321,321,321,11-17,0.2633580843128865,0.998258406467887,0.6940008975458235
322,322,322,11-18,0.25720176924275884,0.9341971151320176,0.4742286744244136
323,323,323,11-19,0.12038592378944753,-0.4894791644457339,0.27284951087067183
324,324,324,11-20,0.1562478862093898,-0.11630729193917212,-0.20500150606531672
325,325,325,11-21,0.08210812457144055,-0.8877897153951333,-0.44277132572873706
326,326,326,11-22,0.007044237813468319,-1.6688883862117676,-0.5040911912991279
327,327,327,11-23,0.12625945016195228,-0.4283605115126353,-0.5326596184286773
328,328,328,11-24,0.22184459133044016,0.5662779217096726,-0.7244801704868031
329,329,329,11-25,0.10391330188627218,-0.6608897272230299,-0.52037839886827
330,330,330,11-26,0.0456437072329564,-1.267230604287927,-0.21652449737546287
331,331,331,11-27,0.19979368347162976,0.3368209143160661,-0.1385419477420333
332,332,332,11-28,0.18224710811494768,0.1542350227450748,0.0928966475504379
333,333,333,11-29,0.1712243706782942,0.03953478628794272,0.02189931778026457
334,334,334,11-30,0.3552926267006336,1.9549094934645,0.2272634724885477
335,335,335,12-01,0.06297607548120165,-1.0868737058440698,0.1016332887137411
336,336,336,12-02,0.16405715917535316,-0.035045676038228515,0.2563634304968131
337,337,337,12-03,0.12735502566367826,-0.4169601883327735,0.3324770651899326
338,338,338,12-04,0.2714648697739692,1.0826158734435067,-0.20813360672508666
339,339,339,12-05,0.21511167046874446,0.4962165944466598,-0.1350375289080551
340,340,340,12-06,0.04357524881017768,-1.2887545380256156,-0.281299018784673
341,341,341,12-07,0.10512344491896873,-0.6482972389418805,-0.336606094565125
342,342,342,12-08,0.07972244201339222,-0.9126146152979359,-0.6108359451726586
343,343,343,12-09,0.09546483640788554,-0.7488026430154853,-0.5187294627381006
344,344,344,12-10,0.11334329650227265,-0.5627632302016947,-0.5131453283675991
345,345,345,12-11,0.2682204836734661,1.0488554890540076,-0.6244819727903846
346,346,346,12-12,0.04679507374925019,-1.255249731802606,-0.422900552904836
347,347,347,12-13,0.04092647533334369,-1.3163171054785945,-0.225463371893624
348,348,348,12-14,0.19595476020935212,0.2968739040153557,-0.1942307269819553
349,349,349,12-15,0.20930757677571304,0.4358204430517865,-0.2337723664994105
350,350,350,12-16,0.13135211261010465,-0.3753673607316825,-0.05499772413622669
351,351,351,12-17,0.2454206818415697,0.8116056519492761,0.21698505255083808
352,352,352,12-18,0.14987695068177895,-0.1826018776235029,0.11571702784314054
353,353,353,12-19,0.19775238052669225,0.315579554643794,0.07327123352088502
354,354,354,12-20,0.13756338030149953,-0.3107342442308293,0.28539554352774155
355,355,355,12-21,0.18483323249068026,0.1811456771182532,-0.036749148818139864
356,356,356,12-22,0.2536634859093606,0.8973784993094566,-0.19661437752924293
357,357,357,12-23,0.05967129875286348,-1.1212625021260123,-0.3883314793387766
358,358,358,12-24,0.057698285889315325,-1.1417932498901215,-0.4703468607683158
359,359,359,12-25,0.08720785120556265,-0.8347230562134077,-0.7319309974696607
360,360,360,12-26,0.09027311953890713,-0.8028265328080647,-1.0342804894312605
361,361,361,12-27,0.034003207435053036,-1.388359143089816,-0.8369351703938906
362,362,362,12-28,0.0793280616623223,-0.916718452460141,-0.8549277758318276
363,363,363,12-29,0.17346107129171234,0.06280941209820486,
364,364,364,12-30,0.04732370750989905,-1.249748882517743,
365,365,365,12-31,,,
