,unnamed: 0,unnamed: 0,mth_day,post apocalyptic,post apocalyptic_norm,post apocalyptic_ravg
133,133,133,05-13,0.6439118689687934,1.6843385684864227,0.006833137216596864
134,134,134,05-14,0.557024173299572,1.1172084523498431,0.4246510845102474
135,135,135,05-15,0.4927080736318792,0.6974068130837748,0.6687434623512201
136,136,136,05-16,0.5288051827669958,0.9330185132021528,0.7109808387445774
137,137,137,05-17,0.3944242822138924,0.05589252717814527,0.2601571978063492
138,138,138,05-18,0.3518525880884108,-0.2219798418328775,-0.024261906440262253
139,139,139,05-19,0.229498743658082,-1.0206032771429463,-0.2679758397651297
140,140,140,05-20,0.29557601666871464,-0.5893061731298254,-0.5869303367100508
141,141,141,05-21,0.2686775578835637,-0.7648767868654299,-0.6683149587701273
142,142,142,05-22,0.23561086483866506,-0.9807084684673744,-0.836906323944769
143,143,143,05-23,0.3196126429885028,-0.4324152051823131,-0.5518511479043031
144,144,144,05-24,0.19687740888746946,-1.2335280328807283,-0.5308202194618298
145,145,145,05-25,0.4915316001051793,0.6897277790998493,-0.27041855278373306
146,146,146,05-26,0.3149083941054727,-0.463120602474985,-0.17341257502057048
147,147,147,05-27,0.5080480316670682,0.7975332132031504,-0.08667051181748797
148,148,148,05-28,0.32478220983510425,-0.39867260188839865,-0.07913652144744339
149,149,149,05-29,0.3993490326620295,0.08803717403618183,-0.2713612187097378
150,150,150,05-30,0.20380292079898604,-1.1883240906604609,-0.3199924510530648
151,151,151,05-31,0.314831821476472,-0.463620404473917,-0.510120713123087
152,152,152,06-01,0.2702048356559483,-0.7549079965349472,-0.4589072477002611
153,153,153,06-02,0.3332753708315466,-0.3432363592169834,-0.51268048909999
154,154,154,06-03,0.3718594487742517,-0.09139180935144292,-0.1686955966835625
155,155,155,06-04,0.349918756600703,-0.23460227436219144,-0.21088376542208093
156,156,156,06-05,0.5200060685072337,0.8755852638381045,-0.08741523689421209
157,157,157,06-06,0.2760509562545866,-0.7167494169050277,0.269169496341546
158,158,158,06-07,0.383701498515649,-0.01409682536773412,0.3797653880054161
159,159,159,06-08,0.6610607403626994,1.7962720401975654,0.22411570215316934
160,160,160,06-09,0.4735231259841813,0.5721835406317775,0.055123442705363734
161,161,161,06-10,0.20684002933294152,-1.1685003894756716,0.13467270212771035
162,162,162,06-11,0.3646623730316906,-0.13836829284872926,0.3169584842446705
163,163,163,06-12,0.3491754648645604,-0.239453860370948,0.016607866994014137
164,164,164,06-13,0.551265072842816,1.0796178673340269,0.1399790571378263
165,165,165,06-14,0.3849677703383067,-0.005831663306372962,0.31256190856377386
166,166,166,06-15,0.5869303119391978,1.3124106814946503,0.5045015129164551
167,167,167,06-16,0.3654843246623004,-0.13300328091998614,0.4828938401336119
168,168,168,06-17,0.5411000841179087,1.0132693332673577,0.057581380606600785
169,169,169,06-18,0.3293129235169204,-0.3690998970680063,-0.0151174186097257
170,170,170,06-19,0.1603027328480406,-1.4722568898280397,-0.3687975047429714
171,171,171,06-20,0.3181404484017852,-0.4420244586043319,-0.2937749758947837
172,172,172,06-21,0.2618149973350044,-0.8096698353048241,-0.3946119091414926
173,173,173,06-22,0.4344477015251177,0.3171318921691401,-0.3043945300409108
174,174,174,06-23,0.4484071885844155,0.4082477337871045,-0.20424807822420601
175,175,175,06-24,0.4122439471708821,0.1722043775354842,0.00848429677483232
176,176,176,06-25,0.2523609132925435,-0.8713781789278109,0.3169276905683505
177,177,177,06-26,0.5136916138079518,0.8343697913898982,0.4886365671636394
178,178,178,06-27,0.5453471353954586,1.0409905274562852,0.3451036316351314
179,179,179,06-28,0.5922886081052476,1.3473851517408733,0.17775375397634466
180,180,180,06-29,0.3164666091738073,-0.4529498793839435,0.2205389559351344
181,181,181,06-30,0.2584099874508202,-0.8318948884172364,-0.1987888953091672
182,182,182,07-01,0.29169059268533626,-0.6146669671750724,-0.4529424016939929
183,183,183,07-02,0.12823053860274378,-1.681597316075911,-0.2262733239805861
184,184,184,07-03,0.31172019278345164,-0.4839305108526693,-0.11700243215944715
185,185,185,07-04,0.8006508863367487,2.7073996180213142,-0.16051008148705115
186,186,186,07-05,0.4169122994016885,0.20267547154288992,-0.11927844446347445
187,187,187,07-06,0.2184162087411422,-1.0929407843828602,0.18801128765508585
188,188,188,07-07,0.3295921799336379,-0.3672771450336123,0.2897560216573913
189,189,189,07-08,0.4107021898189954,0.16214107663545074,-0.30015783415550906
190,190,190,07-09,0.40524757105947207,0.12653789316116368,-0.3301254438226161
191,191,191,07-10,0.2583810884558221,-0.8320835168560881,0.0314078877452861
192,192,192,07-11,0.3893650067300095,0.02286981354024765,0.11753854140233805
193,193,193,07-12,0.5507505058672704,1.076259205024553,-0.017193661931381058
194,194,194,07-13,0.40876654020629294,0.14950677690869954,-0.1866452007199612
195,195,195,07-14,0.2868515564597407,-0.646252143366864,-0.0755159741858829
196,196,196,07-15,0.24948168967858256,-0.8901713395703168,-0.08710662128058294
197,197,197,07-16,0.3605350260477055,-0.16530815765161871,-0.4067982277949498
198,198,198,07-17,0.3787104716730373,-0.04667406902795259,-0.5723512835177375
199,199,199,07-18,0.2568786106057396,-0.8418904340616481,-0.24952560321503625
200,200,200,07-19,0.2565842831178291,-0.8438115574280258,-0.07949906191121847
201,201,201,07-20,0.5836044038179162,1.290701938449343,-0.1957114658277609
202,202,202,07-21,0.4057761338227407,0.12998790825258996,-0.3378509999462828
203,203,203,07-22,0.2537084510111848,-0.8625825811508732,-0.3200050631038824
204,204,204,07-23,0.2480507563979543,-0.8995112737390841,-0.32833667043513154
205,205,205,07-24,0.27328323048229586,-0.7348148130072455,-0.4571068713612269
206,206,206,07-25,0.2489255733265258,-0.8938012014155211,-0.6440121490232683
207,207,207,07-26,0.4652342551238211,0.5180807328927711,-0.6298738491664059
208,208,208,07-27,0.23396615488774986,-0.9914437577196584,-0.6493502715161843
209,209,209,07-28,0.2667048791001572,-0.7777527820096979,-0.2472261042238048
210,210,210,07-29,0.230147336251119,-1.0163698078377554,-0.1594058100723086
211,211,211,07-30,0.6429300675110489,1.6779301907470314,-0.2451246639411641
212,212,212,07-31,0.32965311123755164,-0.3668794365065439,-0.22339498360920212
213,213,213,08-01,0.3864384358630652,0.0037676096796385892,-0.31220177983125136
214,214,214,08-02,0.2539408499140137,-0.8610656757278873,-0.28485961658029657
215,215,215,08-03,0.18507051339870634,-1.3105935593419928,-0.6134374176085121
216,216,216,08-04,0.2552812251971435,-0.8523168283320266,-0.7551906246570882
217,217,217,08-05,0.3408896661948245,-0.29353661542226217,-0.9672978322126204
218,218,218,08-06,0.1993485215457569,-1.217398678798001,-1.0533636556164774
219,219,219,08-07,0.1914619466064605,-1.2688756356535549,-0.8482427545594393
220,220,220,08-08,0.17482608391592985,-1.3774606161510288,-0.8791548279089142
221,221,221,08-09,0.3736249412381367,-0.079868152999764,-0.8324088657928512
222,222,222,08-10,0.2268657479166494,-1.0377892684288763,-0.2323605193355532
223,223,223,08-11,0.3838602171975573,-0.013060842725883951,0.1999192374184827
224,224,224,08-12,0.7509343036830471,2.382891399945788,0.2687873541970513
225,225,225,08-13,0.588828874019968,1.3248029048706598,0.1985322504685816
226,226,226,08-14,0.2381321063087977,-0.9642519154796168,0.40647403424604817
227,227,227,08-15,0.3090439511095984,-0.5013987753705827,0.5705048099263538
228,228,228,08-16,0.4180132314837582,0.20986143423592327,0.07797675495569371
229,229,229,08-17,0.5346431403276461,0.9711238113559494,-0.2874570906055814
230,230,230,08-18,0.29818499768211304,-0.5722769298781724,-0.04139867809111495
231,231,231,08-19,0.2529090857005479,-0.8678001684969909,0.10908361054808542
232,232,232,08-20,0.4643177507148864,0.5120985596071819,0.3705934271652884
233,233,233,08-21,0.4473726230689831,0.4014949564646196,0.3787450748360033
234,234,234,08-22,0.6584023561051429,1.7789203339391413,0.4141807230784455
235,235,235,08-23,0.5421364247983148,1.0200336973802386,0.5333447922627134
236,236,236,08-24,0.3307587058953734,-0.35966304042351915,0.5313724682991935
237,237,237,08-25,0.3624489364337989,-0.15281575339138406,0.7548865696556041
238,238,238,08-26,0.4625047203774657,0.5002646158260625,0.35955343515421995
239,239,239,08-27,0.6528347348192786,1.7425795646030842,0.4748003489413657
240,240,240,08-28,0.2949980779562811,-0.5930784730691638,0.7614951844001974
241,241,241,08-29,0.6480754869680586,1.7115151801031134,0.7895132040577518
242,242,242,08-30,0.5942987955980205,1.3605059723294708,0.8530789831546673
243,243,243,08-31,0.3882040966271282,0.015292364553941885,0.3720637332236731
244,244,244,09-01,0.5209366453837511,0.8816592904075555,0.4601887615948386
245,245,245,09-02,0.2106684086897008,-1.1435119349828808,0.6122586913730793
246,246,246,09-03,0.3760057384005873,-0.06432830284217096,0.4995406829540959
247,247,247,09-04,0.7878635751304894,2.623934758772557,0.2626238253938466
248,248,248,09-05,0.4906843931889187,0.684197921815571,0.3909613627777329
249,249,249,09-06,0.17042169467499013,-1.4062087808075538,0.6331765662094662
250,250,250,09-07,0.6389090743611923,1.6516845147108739,0.5092834953236953
251,251,251,09-08,0.433321238614536,0.30977928560751816,0.02212716235701688
252,252,252,09-09,0.26211882110569584,-0.8076867281567962,-0.07110519740110192
253,253,253,09-10,0.3400521470530322,-0.2990032390275137,0.1851466641123504
254,254,254,09-11,0.4049818920799571,0.1248037632668583,-0.3544820162146722
255,255,255,09-12,0.4059775199539668,0.13130238827316001,-0.5545021906145672
256,256,256,09-13,0.14286319829264355,-1.5860875672512615,-0.3629822788939893
257,257,257,09-14,0.2494555801372076,-0.8903417607918518,-0.019077343773700395
258,258,258,09-15,0.4381707357971689,0.3414327421666708,-0.3497528343859577
259,259,259,09-16,0.6561817951708075,1.7644263716942197,-0.6396189665373652
260,260,260,09-17,0.10101321988901704,-1.8592491804066853,-0.6373905207306624
261,261,261,09-18,0.13952226153717967,-1.6078944046352843,-0.2860325938062377
262,262,262,09-19,0.14491166493786928,-1.5727168924110455,-0.4181904985566627
263,263,263,09-20,0.5724362834038192,1.217805800754696,-0.7352601212047518
264,264,264,09-21,0.3166864892564174,-0.451514686335879,-0.4912360218149212
265,265,265,09-22,0.3647201207359333,-0.13799136419431454,-0.1755551658064378
266,266,266,09-23,0.3253288513160028,-0.39510458406770177,0.042142022204295485
267,267,267,09-24,0.4297073322823085,0.2861907314156162,-0.2930880660057393
268,268,268,09-25,0.3450266630491662,-0.26653376434664605,0.041140090429067334
269,269,269,09-26,0.2642808631064588,-0.7935747285055128,0.31302512024963364
270,270,270,09-27,0.6239208982300232,1.5538542522729608,0.2184748875195973
271,271,271,09-28,0.6146465103517238,1.4933188147290832,0.3896122195360203
272,272,272,09-29,0.23841491449812804,-0.9624059804479194,0.3072278676828193
273,273,273,09-30,0.587022854757272,1.3130147235141538,0.40598842715403205
274,274,274,10-01,0.26929603664028995,-0.7608398754658519,0.11131749693275897
275,275,275,10-02,0.3550650820145961,-0.2010113716782375,-0.2801726377926261
276,276,276,10-03,0.3530488985339279,-0.21417132905467687,-0.3187768985806356
277,277,277,10-04,0.2547748542819211,-0.8556219936232269,-0.738028441487527
278,278,278,10-05,0.20292850493412545,-1.1940315451759766,-0.7075016098016705
279,279,279,10-06,0.2016319248898896,-1.2024945339271946,-0.8811166639003392
280,280,280,10-07,0.2973573860815968,-0.5776788853507127,-0.9229234149356036
281,281,281,10-08,0.1954719492758544,-1.2427016962702488,-0.88530578726925
282,282,282,10-09,0.3146186460308548,-0.4650118352662651,-0.8274916088743852
283,283,283,10-10,0.2893543155886638,-0.6299162276251045,-0.6382877381098382
284,284,284,10-11,0.2560733540064256,-0.8471464748067872,-0.28615292521322144
285,285,285,10-12,0.3755548523593552,-0.06727130933991275,-0.03551395952819536
286,286,286,10-13,0.6210522305655505,1.5351299920289878,0.3674306867418758
287,287,287,10-14,0.4258682010740333,0.26113209783990765,0.8218365867757749
288,288,288,10-15,0.6850196965180888,1.9526560423541617,1.360572085047617
289,289,289,10-16,0.7070603808712457,2.0965191725782897,1.4777843992118715
290,290,290,10-17,0.7512981853618168,2.385266514824266,1.053166088834265
291,291,291,10-18,0.4833005804596375,0.6360025756456141,0.8208686700655945
292,292,292,10-19,0.23072797715788915,-1.0125798702366495,0.432850460209459
293,293,293,10-20,0.2123321515598809,-1.1326524147721169,0.08969701971517756
294,294,294,10-21,0.3283395572749444,-0.3754532167826504,-0.3028674709481011
295,295,295,10-22,0.3916215333422989,0.037598529612601066,-0.6246534948977279
296,296,296,10-23,0.39043894310200855,0.029879570844593962,-0.3304846068035626
297,297,297,10-24,0.18750342219893268,-1.2947135680521464,-0.30613617539955545
298,298,298,10-25,0.5011384818744856,0.7524334583283417,-0.420639772042735
299,299,299,10-26,0.2347140957133612,-0.9865618263480735,-0.5830271840926254
300,300,300,10-27,0.22308377866168627,-1.0624747966417276,-0.6084926787474028
301,301,301,10-28,0.2423492485112241,-0.9367259426867421,-0.2818866706588374
302,302,302,10-29,0.3670301546775447,-0.12291339708406945,-0.325908620985859
303,303,303,10-30,0.4877312813137645,0.6649224804792461,-0.03838355282811051
304,304,304,10-31,0.4606719393938672,0.4883017563662122,-0.03681662806698231
305,305,305,11-01,0.4990173648419524,0.7385885825984172,-0.04010028249416248
306,306,306,11-02,0.22452415163333087,-1.0530732480749585,0.06653132605119068
307,307,307,11-03,0.2393307965711793,-0.9564278692498228,-0.044049326932916265
308,308,308,11-04,0.4650497218462572,0.5168762541880495,0.3079134848751104
309,309,309,11-05,0.3860816120402712,0.0014385625746043715,0.19202466526633846
310,310,310,11-06,0.7842086743595819,2.6000786272143723,0.2107545087059768
311,311,311,11-07,0.3924882400101405,0.043255664945785866,0.516844677242096
312,312,312,11-08,0.2417412898922013,-0.9406941874371288,0.4291829396182745
313,313,313,11-09,0.5206997662772649,0.8801131419668925,0.419395671451009
314,314,314,11-10,0.38446793473489066,-0.009094171554879241,0.30749727297965884
315,315,315,11-11,0.3770848070346386,-0.057285046428988726,0.1710512870809515
316,316,316,11-12,0.6813476865656223,1.928688236386272,0.5355523618991073
317,317,317,11-13,0.2670622367626037,-0.7754202504464585,0.2400098696649048
318,318,318,11-14,0.5768036421684495,1.2463122614718058,0.3720149164246709
319,319,319,11-15,0.2490265957798148,-0.8931418114383223,0.3578415319217428
320,320,320,11-16,0.5058116687738891,0.7829361090037174,0.17822984455647686
321,321,321,11-17,0.3640561278911381,-0.14232535344655772,0.3284463989631596
322,322,322,11-18,0.5162422352444278,0.8510181121946758,0.036154520741771536
323,323,323,11-19,0.4051466363640204,0.12587907599363793,0.2328540975375617
324,324,324,11-20,0.3081185516870023,-0.5074390078565223,-0.05478077622171575
325,325,325,11-21,0.4298398428349018,0.28705564933641875,-0.04120832460420672
326,326,326,11-22,0.24140746243088845,-0.9428731335519474,-0.12294988645933527
327,327,327,11-23,0.37653240815282696,-0.060890643741503526,-0.19505076950168826
328,328,328,11-24,0.4411024842640568,0.3605687410639044,-0.1304275757132146
329,329,329,11-25,0.3388689402408536,-0.30672622226047996,0.09785819760243886
330,330,330,11-26,0.367522489887108,-0.11969984512568035,0.2965075632262553
331,331,331,11-27,0.6396882451654159,1.6567702892303393,0.41541299158650347
332,332,332,11-28,0.4240130247253375,0.24902306019095105,0.251215921038061
333,333,333,11-29,0.4858345070414945,0.6525419264199858,0.5230989160401823
334,334,334,11-30,0.2901666969765241,-0.6246136822267503,0.38972902305498297
335,335,335,12-01,0.5887934593791565,1.3245717477522478,0.16060982930123194
336,336,336,12-02,0.2449241406538549,-0.9199192030368762,0.12327843283085214
337,337,337,12-03,0.4290737331257236,0.28205512670783306,-0.11622303612710636
338,338,338,12-04,0.3896966773143925,0.025034681368672256,0.11200026422576394
339,339,339,12-05,0.26567623836504434,-0.7844668873277655,0.1425244576682315
340,340,340,12-06,0.4999576719376561,0.7447261198904717,0.28990680717224154
341,341,341,12-07,0.6168523836533051,1.5077169084070534,0.1726452098207336
342,342,342,12-08,0.3804032383038408,-0.035625106012815634,0.18169743575491856
343,343,343,12-09,0.32128270216684995,-0.42151445740121496,0.2857826319635128
344,344,344,12-10,0.3980178053559414,0.07934803697378193,-0.13556580278335464
345,345,345,12-11,0.3613550527449061,-0.15995571007620035,-0.4799069851420144
346,346,346,12-12,0.1126392045102768,-1.7833644885907327,-0.5167623344022975
347,347,347,12-13,0.3003217215579016,-0.5583301857449058,-0.4830919138870751
348,348,348,12-14,0.34652449042011024,-0.2567572015745139,-0.5223245599599555
349,349,349,12-15,0.3522337502689417,-0.21949193430988004,-0.6255323400547758
350,350,350,12-16,0.3619537616881446,-0.15604783946350098,-0.3860214205102284
351,351,351,12-17,0.2664827904641098,-0.7792023906451216,-0.4321464329073511
352,352,352,12-18,0.3328061605020509,-0.34629897132344817,-0.4185355621858505
353,353,353,12-19,0.25792196962229696,-0.8350802601276421,0.5191236283226204
354,354,354,12-20,0.3590360868886502,-0.17509197724551126,1.0003353900243728
355,355,355,12-21,1.2141634281497211,5.406463208740946,1.7662449521791022
356,356,356,12-22,0.8043007284267879,2.7312227307470134,1.7093435165884892
357,357,357,12-23,0.9705341012989612,3.816254982283255,1.7048617472074694
358,358,358,12-24,0.2805003370791769,-0.6877075848671266,1.6597267356776264
359,359,359,12-25,0.25380216780302056,-0.8619708764137592,0.7261056062756256
360,360,360,12-26,0.3175463789618645,-0.4459020464245687,0.12308684134567707
361,361,361,12-27,0.3559456796607661,-0.19526356767105946,-0.6594600920754149
362,362,362,12-28,0.2499844319798004,-0.8868898588326775,-0.7544286662680039
363,363,363,12-29,0.25118912705040986,-0.8790266182432975,
364,364,364,12-30,0.19320184590966524,-1.2575190300226609,
365,365,365,12-31,,,
