,unnamed: 0,unnamed: 0,mth_day,epic,epic_norm,epic_ravg
134,134,134,05-14,10.141525981803024,0.02099949398611316,0.9018076143938148
135,135,135,05-15,12.366293818918926,1.9017514281413703,0.985189748313374
136,136,136,05-16,11.709128648256614,1.346203723269452,0.9910744887176524
137,137,137,05-17,11.240575653428287,0.9501030890477652,1.070885499469966
138,138,138,05-18,12.15912360416331,1.7266159485642807,1.2239173210031622
139,139,139,05-19,10.684057456282103,0.4796393138108165,1.4005528003785148
140,140,140,05-20,11.227666907948821,0.9391904231852886,1.3283680192678349
141,141,141,05-21,13.619961332229776,2.9615643043934865,1.357623310896652
142,142,142,05-22,11.196798309222014,0.9130950366053736,1.2392858611344462
143,143,143,05-23,11.448214621755511,1.1256348388206672,1.2538337349925
144,144,144,05-24,11.319225431386394,1.0165912499910437,1.2086914823257906
145,145,145,05-25,10.787310760250726,0.5669265569591401,0.5491993564332636
146,146,146,05-26,10.907270485632882,0.6683369071850335,0.3381541632250055
147,147,147,05-27,8.939226428689551,-0.9953884509616764,0.15455076132123435
148,148,148,05-28,9.69890839774297,-0.3531761226441749,0.26117061486344395
149,149,149,05-29,10.145092388815076,0.024014427398040158,0.4558096845242787
150,150,150,05-30,12.075958150840723,1.6563103712443012,0.6618297711350342
151,151,151,05-31,12.16875847006392,1.7347609749241486,0.9222003248474672
152,152,152,06-01,12.36949478273767,1.9044574268495649,0.9374282570348206
153,153,153,06-02,10.787202304014087,0.5668348713129229,1.2286141052343182
154,154,154,06-03,9.806988404917616,-0.2618085295200554,1.1932928055439425
155,155,155,06-04,12.211779328010564,1.7711295165950254,1.2882772305963643
156,156,156,06-05,11.825265786507492,1.4443825731020463,1.1405875847263325
157,157,157,06-06,12.842908920357582,2.3046675252386803,1.1293957930871517
158,158,158,06-07,11.321269863630734,1.0183195516293737,1.1798854825910638
159,159,159,06-08,10.70776874036423,0.4996841214778389,0.9256601840264512
160,160,160,06-09,10.165338175371712,0.04112960750341813,0.9862419095954772
161,161,161,06-10,10.407419303629867,0.2457777252073496,0.961254675408866
162,162,162,06-11,12.255243622867356,1.8078729265162032,0.9721352639734788
163,163,163,06-12,12.665562422032194,2.154744120119012,0.8534074282970681
164,164,164,06-13,11.398494668394733,1.0836030830170504,0.9108792657991636
165,165,165,06-14,9.865099809753026,-0.2126828925806255,1.0631169661652105
166,166,166,06-15,10.573243630501423,0.3859606325159917,1.0103760367471997
167,167,167,06-16,11.487923967387113,1.1592039274036303,0.7688756371134797
168,168,168,06-17,11.880915712829099,1.4914273500081383,0.6510187904110164
169,169,169,06-18,10.95151716598818,0.7057417223166922,0.9256902428477921
170,170,170,06-19,10.56200756821166,0.3764620028022704,0.9733851925061964
171,171,171,06-20,11.814576086951856,1.4353458220400268,1.1745436291737483
172,172,172,06-21,10.911757779228454,0.672130330466418,1.0716980845385244
173,173,173,06-22,12.915642781129005,2.366154547408944,1.005007119025913
174,174,174,06-23,11.150971090979068,0.8743540821967959,1.0286092020622786
175,175,175,06-24,10.478179096025316,0.30559592924102424,1.0058343168181307
176,176,176,06-25,10.729522978217592,0.5180745010204639,1.1480014920141384
177,177,177,06-26,11.652931700156286,1.2986965105751398,0.7747519853980515
178,178,178,06-27,11.92078705031654,1.5251333816424637,0.7964417907014522
179,179,179,06-28,10.266510327905756,0.1266575077124224,0.8663189056141517
180,180,180,06-29,11.304914140105277,1.0044929140172008,0.7913402043441092
181,181,181,06-30,10.974130810820869,0.7248586187172205,0.7030323095328336
182,182,182,07-01,10.197362835165338,0.06820229340020942,0.6701921665222237
183,183,183,07-02,11.026167817354963,0.7688491417074865,0.6311672878638137
184,184,184,07-03,11.687704656165161,1.328092523578804,0.31597761549318143
185,185,185,07-04,9.989531870588117,-0.10749176423803727,0.15544487138027088
186,186,186,07-05,9.067860439571707,-0.8866451202065928,0.12627979153145769
187,187,187,07-06,9.834752205635148,-0.2383378459602431,0.05674491766017864
188,188,188,07-07,9.990364143515873,-0.10678818569266968,-0.2002279220365956
189,189,189,07-08,10.532645152922722,0.3516398984798122,0.08634017069036908
190,190,190,07-09,9.86384400217677,-0.2137445146018416,0.2324152469065265
191,191,191,07-10,12.023444363557966,1.6119167921237507,0.040922882189443566
192,192,192,07-11,10.104625976168412,-0.010194662909647972,0.1710202112110757
193,193,193,07-12,8.475638184251407,-1.3872920342627408,-0.009214861638728858
194,194,194,07-13,10.913727872817088,0.6737957884371232,-0.16687019922437088
195,195,195,07-14,9.253429582018883,-0.7297705386190151,-0.5813809783469956
196,196,196,07-15,8.744887744180765,-1.1596765401156937,-0.6650993266972364
197,197,197,07-16,9.08146068315068,-0.8751478826119977,-0.26320796838077337
198,198,198,07-17,9.510436326581043,-0.5125047530110921,-0.5046673141708652
199,199,199,07-18,11.328055725639336,1.0240561156360375,-0.5111637385152817
200,200,200,07-19,9.199973995777086,-0.774960286303428,-0.14257952236027785
201,201,201,07-20,9.207321313271981,-0.7687490846855138,-0.008555521716472095
202,202,202,07-21,11.360908372351075,1.0518287568143296,0.2558134399635245
203,203,203,07-22,10.03269390201066,-0.07100387874916313,0.17240156247640834
204,204,204,07-23,11.386790839037962,1.0737090170688877,0.3185004986834165
205,205,205,07-24,10.73604124814216,0.5235848507133407,0.3141347470913485
206,206,206,07-25,10.236908878280415,0.101633330938621,0.17356872388143746
207,207,207,07-26,9.176335460590993,-0.7949435942379216,0.047245624198606666
208,208,208,07-27,10.363243252088974,0.20843261755486292,-0.2357793252365839
209,209,209,07-28,9.13611770557981,-0.8289424768461477,-0.12768021264483942
210,210,210,07-29,9.378025749384877,-0.6244406795422557,-0.343612547232892
211,211,211,07-30,11.503272985238533,1.1721795262638075,-0.5459724143387386
212,212,212,07-31,8.704332558371581,-1.1939606765896946,-0.61332022217764
213,213,213,08-01,7.740089513368787,-2.0091027968730004,-0.5571828933299073
214,214,214,08-02,9.885243254133217,-0.19565422947854602,-0.5653678339097153
215,215,215,08-03,9.534551506701373,-0.4921185037597509,-0.6070049132993988
216,216,216,08-04,9.31993326343827,-0.6735503230211036,-0.4815682090997556
217,217,217,08-05,11.207754474661915,0.9223570499257072,-0.18010310508444444
218,218,218,08-06,9.594617576919326,-0.4413404513918358,-0.26885333538659195
219,219,219,08-07,9.879733307681207,-0.20031217278113367,-0.13905766111811876
220,220,220,08-08,9.255339902201168,-0.7281556112914312,-0.07523810148186659
221,221,221,08-09,10.455774246176485,0.2866555418510888,-0.2493048494593104
222,222,222,08-10,9.772891575736075,-0.2906329652035905,-0.36059410743730463
223,223,223,08-11,9.972318491705938,-0.12204343793895568,-0.3422747272155941
224,224,224,08-12,8.804743833541865,-1.1090759992598014,-0.17224555489754026
225,225,225,08-13,10.009754818247293,-0.09039589145087064,-0.21620392859842785
226,226,226,08-14,10.46211925595325,0.2920194226168916,-0.0019391736605461067
227,227,227,08-15,10.143780386043364,0.02290529964576337,-0.11382213418686575
228,228,228,08-16,11.293632275526745,0.9949555644236999,-0.0934101486735092
229,229,229,08-17,9.178230953908251,-0.7933412010968736,-0.2740463399065932
230,230,230,08-18,8.9496175769753,-0.986604086179662,-0.3464147488211544
231,231,231,08-19,8.727692315980132,-1.1742130388493743,-0.1928002426072944
232,232,232,08-20,9.948485621493058,-0.1421910308704754,-0.5260134312938153
233,233,233,08-21,11.234056907468405,0.944592336928923,-0.2595886246790369
234,234,234,08-22,8.928656953806064,-1.0043235676954254,0.06008229475164181
235,235,235,08-23,11.069176793182724,0.8052076385917959,0.2682242816608336
236,236,236,08-24,11.218476857441999,0.9314214304044104,0.5325979308835712
237,237,237,08-25,10.204976766798328,0.07463888260577632,0.5904134714560857
238,238,238,08-26,11.82487340371023,1.4440508644659504,0.8943084596470622
239,239,239,08-27,11.644401789689054,1.2914855803640095,0.7329194302921364
240,240,240,08-28,11.085546812515698,0.8190463614504335,0.6823012371623879
241,241,241,08-29,9.923720717073053,-0.16312653753775885,0.8324965394057009
242,242,242,08-30,10.859215034541686,0.6277122716259199,0.6083602828630875
243,243,243,08-31,11.270985542273252,0.9758106960656536,0.3716530361132887
244,244,244,09-01,10.234069877848537,0.09923332521026987,0.12582621331594065
245,245,245,09-02,9.964375860216093,-0.12875790013478372,0.2751663442634424
246,246,246,09-03,9.340794836687774,-0.6559145753336546,0.08562889004917201
247,247,247,09-04,10.983659927839536,0.7329142481472514,0.12691072041520926
248,248,248,09-05,9.513975959445485,-0.5095124536597022,0.1807920245863973
249,249,249,09-06,11.563982678539029,1.2235016782618773,0.3697308238431011
250,250,250,09-07,10.616491579610363,0.4225211502373977,0.27347332235036875
251,251,251,09-08,11.305365991246033,1.0048748954054396,-0.01219704452799921
252,252,252,09-09,8.657608746550844,-1.2334595842900486,0.2704592650552169
253,253,253,09-10,8.956119029841577,-0.9811079531229564,0.2114116595028213
254,254,254,09-11,11.520124633596046,1.186425403839595,-0.15685966568826726
255,255,255,09-12,11.144893234665036,0.8692160449475028,-0.3617436699680165
256,256,256,09-13,8.002691690093787,-1.7871068009091329,-0.19415476717929012
257,257,257,09-14,9.851205020466544,-0.22442913027305586,-0.14742944234286626
258,258,258,09-15,9.847068326022814,-0.2279261675576909,-0.4983802445401106
259,259,259,09-16,9.287751281773492,-0.7007560041044131,-0.6014454269112742
260,260,260,09-17,9.02925688131331,-0.9192794093438708,-0.33291728927173586
261,261,261,09-18,10.413389737467767,0.2508249507205205,-0.13957972082202333
262,262,262,09-19,9.908565887956264,-0.17593797507190256,0.07333561807119175
263,263,263,09-20,11.223415346076466,0.9355962804252193,0.4061578111985402
264,264,264,09-21,11.358231566839091,1.0495658658015996,0.7197426890718748
265,265,265,09-22,11.649951518714392,1.2961771546596776,0.6627844023789167
266,266,266,09-23,11.25492057835541,0.962229857896136,0.6503823921101536
267,267,267,09-24,10.00912920106066,-0.09092476943722752,0.3271927345297849
268,268,268,09-25,9.820542816777818,-0.25035003668448114,0.2823543799868584
269,269,269,09-26,8.929581877401864,-1.0035416650569928,-0.07003861623044356
270,270,270,09-27,11.039992056636677,0.7805357385440403,-0.347602973879849
271,271,271,09-28,9.148847817248447,-0.8181808226441338,-0.3874695316143033
272,272,272,09-29,9.284911952293337,-0.7031562880002966,-0.5199210019625881
273,273,273,09-30,9.726176939850383,-0.3301241158439532,-0.3821273807149893
274,274,274,10-01,8.880470606748927,-1.0450588587741896,-0.6192588284502175
275,275,275,10-02,9.907569918708582,-0.17677993757140087,-0.5141078091122121
276,276,276,10-03,9.356955367397738,-0.6422529478673289,-0.40806649830567227
277,277,277,10-04,9.895155509235119,-0.1872747066161005,-0.42222611317457215
278,278,278,10-05,10.037538473857317,-0.06690842316105852,-0.2745315146347108
279,279,279,10-06,9.625679297899238,-0.4150818050573525,-0.2676067481422497
280,280,280,10-07,9.928730677351423,-0.15889126753502142,-0.3776831864865453
281,281,281,10-08,9.95671833905744,-0.13523133861663453,-0.5493939090961596
282,282,282,10-09,8.575689592134331,-1.3027115779331018,-0.577204509532698
283,283,283,10-10,8.676441378959192,-1.2175390422737868,-0.7997421102760517
284,284,284,10-11,9.840153178353528,-0.2337720257802888,-0.8158451948465694
285,285,285,10-12,8.046222206217049,-1.7503074095174749,-0.923345027324448
286,286,286,10-13,9.814439290017763,-0.2555097749581268,-0.7415590122214991
287,287,287,10-14,9.193739983064253,-0.7802303334839064,-0.7061763649864853
288,288,288,10-15,9.865912951080892,-0.2119954873154072,-0.8169516132546172
289,289,289,10-16,8.927569156517476,-1.0052431588637043,-0.7378196816294147
290,290,290,10-17,9.053927610739283,-0.8984235153890799,-0.7224093243127957
291,291,291,10-18,8.607859835842069,-1.2755158197662593,-0.7357255935200294
292,292,292,10-19,9.92381405665399,-0.16304763105841344,-0.652994203803552
293,293,293,10-20,9.099227973570759,-0.8601279487273085,-0.6575308123046272
294,294,294,10-21,10.453097677418944,0.2843928509834572,-0.5404944900636379
295,295,295,10-22,8.89537064963471,-1.0324628098701565,-0.4334806297189159
296,296,296,10-23,9.884591051571103,-0.19620558194314414,-0.30769719729121303
297,297,297,10-24,9.367389012328019,-0.6334326576979272,-0.2597919526017714
298,298,298,10-25,10.81655997330105,0.5916529635078042,-0.16767126916009426
299,299,299,10-26,9.439234687945158,-0.5726964805906589,0.2273972654384724
300,300,300,10-27,11.106922767051186,0.8371169516335203,0.08080434174819219
301,301,301,10-28,11.699363307899372,1.3379483977212436,0.3472681548576193
302,302,302,10-29,8.844150100740219,-1.0757631240848256,0.4142234229981709
303,303,303,10-30,11.258611699579587,0.9653502209586354,0.4029524879365076
304,304,304,10-31,11.29177392697371,0.993384572351114,0.3521172338746416
305,305,305,11-01,9.359239405109498,-0.6403220909606391,0.21303596609915929
306,306,306,11-02,10.746120357627897,0.5321054272623242,0.21614050595372425
307,307,307,11-03,10.712236215783923,0.5034607910683496,0.17393934694070404
308,308,308,11-04,8.866184523117935,-1.0571358849574355,0.19923871712910346
309,309,309,11-05,10.959089642823011,0.7121432668805137,0.37567074474094375
310,310,310,11-06,11.471335805621107,1.1451807934815104,0.4132006942548861
311,311,311,11-07,10.611462922755702,0.4182700747104026,0.4783598645045606
312,312,312,11-08,11.012488579053242,0.7572851243459785,0.7567360529841191
313,313,313,11-09,11.174702393163388,0.8944158125663969,0.4356987644516594
314,314,314,11-10,10.841955105620848,0.6131212459199146,0.28840681341458657
315,315,315,11-11,8.680532579327942,-1.214080464314245,0.381295860350682
316,316,316,11-12,10.425933519283396,0.2614290872590733,0.4494423643646768
317,317,317,11-13,11.270741460102824,0.9756043563269752,0.2483902892851163
318,318,318,11-14,11.496157310443873,1.1661641484299468,-0.002878862427250773
319,319,319,11-15,9.747738479105301,-0.31189663791096645,-0.048751396087996016
320,320,320,11-16,9.058576286637516,-0.8944936643542877,0.12385602596600825
321,321,321,11-17,8.354952999239575,-1.4893156662787166,0.3014789972680659
322,322,322,11-18,11.651011959643636,1.2970736195830987,0.2489396756336823
323,323,323,11-19,12.531417681701187,2.0413421841393213,0.2089807076343728
324,324,324,11-20,11.123260308452279,0.8509282186236452,0.36610662132260136
325,325,325,11-21,9.464130337505905,-0.5516504459068232,0.6933850411121276
326,326,326,11-22,10.17377496691864,0.04826181777508321,0.463513062414415
327,327,327,11-23,10.677806392843198,0.474354852458441,0.06296943234176282
328,328,328,11-24,10.019499236758476,-0.08215825260317718,0.08473667734272855
329,329,329,11-25,9.688565620147848,-0.3619195962965916,0.3428780009458943
330,330,330,11-26,11.27775298460371,0.9815316886294396,0.3891099881802991
331,331,331,11-27,11.296284287486978,0.9971974957121712,0.3180267868099773
332,332,332,11-28,10.501905763044887,0.3256537411815126,0.5132407368767994
333,333,333,11-29,10.173294498544001,0.04785564423651028,0.5463688387676523
334,334,334,11-30,11.40502715113518,1.0891254477977554,0.33228272411081305
335,335,335,12-01,9.923691797884533,-0.1631509849514746,0.4003486365980351
336,336,336,12-02,9.75828018137439,-0.3029849993115954,0.23751384218817784
337,337,337,12-03,11.779381021794574,1.4055929706355037,0.17960630388213006
338,338,338,12-04,9.346188392388632,-0.6513550252776307,0.13814524476365306
339,339,339,12-05,9.762296663868744,-0.2995895855997766,0.2743533696769303
340,340,340,12-06,11.110757941641653,0.8403590930868929,0.2859961844050279
341,341,341,12-07,10.890426804105427,0.6540977645281891,0.06629618594294333
342,342,342,12-08,9.840914874244307,-0.23312811094300984,0.186670315193305
343,343,343,12-09,10.220063767297443,0.08739297986299649,0.08107404555070592
344,344,344,12-10,10.200541865529644,0.07088975022453932,-0.05151917295916697
345,345,345,12-11,9.012828814907184,-0.933167203455371,-0.15659152848252633
346,346,346,12-12,10.16967967628411,0.0447997820276557,0.08647393678222011
347,347,347,12-13,10.144677427295546,0.023663631388032992,0.3223202503900597
348,348,348,12-14,11.566068158781553,1.2252646806454688,0.17959419772834348
349,349,349,12-15,11.89397923745032,1.5024708615100344,0.2226691989295709
350,350,350,12-16,9.187545970492852,-0.7854665657457583,0.009943401961689169
351,351,351,12-17,9.318552952734844,-0.6747171962480064,0.008430980775803013
352,352,352,12-18,8.659861706276626,-1.2315549997796351,-0.4406796498440659
353,353,353,12-19,10.133943041916725,0.014589104272716069,-0.9028910582440912
354,354,354,12-20,8.37851258114914,-1.469399103073745,-0.6833452171390108
355,355,355,12-21,8.61344109731026,-1.2707975888901184,-0.5910124683143069
356,356,356,12-22,10.745769095593689,0.5318084808847261,-0.6022258718761025
357,357,357,12-23,9.973883173059617,-0.1207207032997836,-0.8380796496777929
358,358,358,12-24,8.580274752348789,-1.2988354211504096,-0.5440723152938393
359,359,359,12-25,8.45997459476638,-1.4005335625374258,-0.4449532938155978
360,360,360,12-26,10.46522497378817,0.2946449032299767,-0.9657171035111236
361,361,361,12-27,9.316936780158738,-0.6760834600206697,-1.2503495387717851
362,362,362,12-28,7.049656215938689,-2.5927743772884293,-1.2685357734473517
363,363,363,12-29,7.953708978256046,-1.8285153148637523,
364,364,364,12-30,8.451198240184686,-1.4079528292038073,
365,365,365,12-31,,,
