,unnamed: 0,unnamed: 0,mth_day,jodie foster,jodie foster_norm,jodie foster_ravg
125,125,125,05-05,0.8572833395838578,-0.5395642526090262,-0.3595742691581672
126,126,126,05-06,0.8631653590741893,-0.5133542119026092,-0.08290004886905282
127,127,127,05-07,0.9331339296586376,-0.2015770941622462,-0.4764089870849621
128,128,128,05-08,1.044491627128591,0.29462829727821005,-0.5278588381713304
129,129,129,05-09,0.5176355763546068,-2.05302093440258,-0.6863315103059014
130,130,130,05-10,0.9437516789423521,-0.15426483322973406,-0.6188589764730185
131,131,131,05-11,0.643898090025146,-1.4904002854164533,-0.4820028133509482
132,132,132,05-12,0.9540178907842763,-0.10851900890531167,-0.6230066349321196
133,133,133,05-13,1.117412304775908,0.6195598845701752,-0.3801257008246029
134,134,134,05-14,0.8546283828761042,-0.5513946322088182,-0.2618857964947446
135,135,135,05-15,0.8446775075563163,-0.5957353297574796,0.01067486423382006
136,136,136,05-16,1.102963050552214,0.5551745927494159,0.34476195557759315
137,137,137,05-17,1.0109041095870783,0.14496367895493464,0.23551906371231865
138,138,138,05-18,1.4038699466655455,1.896003539157327,0.19563476272313388
139,139,139,05-19,0.9703155124444708,-0.03589746662147199,0.6859493816939578
140,140,140,05-20,0.8009237194447659,-0.7907004381439268,0.6400593903213511
141,141,141,05-21,1.5048917004647833,2.3461523840674645,1.0612398417542812
142,142,142,05-22,1.0411716569359348,0.2798346445137745,0.8467354967874373
143,143,143,05-23,1.578028362164508,2.6720463875525162,0.9316211113771043
144,144,144,05-24,1.1150374144336828,0.6089774693562645,0.8883482261441019
145,145,145,05-25,1.0846149547974042,0.4734162209165295,0.5510001172199684
146,146,146,05-26,0.7426562889143551,-1.0503377495419413,0.6700368535069389
147,147,147,05-27,1.050648647442949,0.3220637305226633,0.7092955992260964
148,148,148,05-28,1.201455971809354,0.9940550622355964,0.5997355125117672
149,149,149,05-29,1.6308907083331314,2.907598861867461,0.5409739209290042
150,150,150,05-30,0.9675135156421056,-0.048383050929711256,0.7631655727980471
151,151,151,05-31,1.0054918055789237,0.1208466714199516,0.6623581519375773
152,152,152,06-01,1.041839867037381,0.2828121616723167,0.606340391729217
153,153,153,06-02,0.9149103124484148,-0.2827807946401553,0.3122343360953676
154,154,154,06-03,1.1260274226420215,0.6579485009854348,0.3725828069806281
155,155,155,06-04,1.234873570281311,1.1429625280643647,0.3185646219947079
156,156,156,06-05,1.0487734158310968,0.31370777438185216,0.3649496734098699
157,157,157,06-06,0.9327557071168426,-0.2032624384955701,0.4785840921194472
158,158,158,06-07,1.1042978646132215,0.5611224701632889,0.3081197107163869
159,159,159,06-08,1.0679203454603623,0.399025717617308,0.1886912445493656
160,160,160,06-09,0.8964952006089698,-0.3648377874329263,0.4962612269599595
161,161,161,06-10,1.0740617866835471,0.4263917310622361,0.7407092666288628
162,162,162,06-11,1.4629198839219548,2.159127668845416,0.6262272692895802
163,163,163,06-12,1.2619077637224916,1.2634257995178495,0.4991109652722699
164,164,164,06-13,0.9501465573677786,-0.12576951387240728,0.586527349890482
165,165,165,06-14,0.8967568010438136,-0.3636721064865536,0.4380267974335666
166,166,166,06-15,1.0142023534954785,0.15966052027634653,0.1601456240771483
167,167,167,06-16,0.8741041093199893,-0.4646115836792562,0.05150389165661348
168,168,168,06-17,1.0887497337904894,0.4918406287069055,-0.0880569467212643
169,169,169,06-18,1.1156204393984557,0.6115754049946406,-0.3120991357277872
170,170,170,06-19,0.7622263063569429,-0.963134544139674,-0.4512222810199029
171,171,171,06-20,0.5950814536865092,-1.7079252405256908,-0.4227780149088314
172,172,172,06-21,0.8268714611865403,-0.6750783514763473,-0.5670265264485278
173,173,173,06-22,0.9124046360976992,-0.2939459870128273,-0.6406938454993006
174,174,174,06-23,0.8945174777253379,-0.37365044053127294,-0.4362921091529428
175,175,175,06-24,1.0164265591651385,0.16957149069000385,0.2801087739922058
176,176,176,06-25,1.0374555615528398,0.2632758739384734,0.4963084256622711
177,177,177,06-26,1.5597233643384358,2.5904800583452,0.6491917356909634
178,178,178,06-27,1.117986743113179,0.6221195585440445,0.9245016057137472
179,179,179,06-28,1.1182637462168985,0.6233538731593262,1.159963945050864
180,180,180,06-29,1.2652253387684185,1.2782087796054302,1.34964342623024
181,181,181,06-30,1.3334792684074144,1.5823455267127036,0.9089030471635072
182,182,182,07-01,1.292861133267173,1.4013527610147307,1.1465269442698038
183,183,183,07-02,0.9662614474604696,-0.05396221605519735,1.1319515410405043
184,184,184,07-03,1.4379500143962107,2.047862941181824,0.7627453029463789
185,185,185,07-04,1.0986378005342137,0.5359014537835278,0.7003350630693324
186,186,186,07-05,0.7680849536586918,-0.9370286489593224,0.2989711736415049
187,187,187,07-06,1.2494431728976865,1.2078840874504249,0.15070426633103587
188,188,188,07-07,0.7524201060805774,-1.006830575552234,-0.23103894169196385
189,189,189,07-08,0.7666183759353261,-0.9435636599180114,-0.2634442924715391
190,190,190,07-09,0.923928457151574,-0.24259630695617404,0.14802625883269382
191,191,191,07-10,1.0550036283454254,0.341469349106076,-0.13527595023058547
192,192,192,07-11,1.3221347156362986,1.5317946588660751,0.2454304743216677
193,193,193,07-12,0.8679735367312225,-0.4919291669292509,0.699917770110202
194,194,194,07-13,1.2650456226283315,1.277407971761285,0.6327148227687368
195,195,195,07-14,1.3785906720214718,1.7833601148131946,0.5259937929919251
196,196,196,07-15,0.8334389267083553,-0.6458139910049646,0.26191785910232346
197,197,197,07-16,0.9113025519052574,-0.2988568295547943,0.3564428518732048
198,198,198,07-17,0.9665534769503532,-0.0526609444715348,0.18279894615010803
199,199,199,07-18,0.9952525110822188,0.07522078969603735,-0.1757074050459195
200,200,200,07-19,1.0312321350535911,0.23554453742270426,-0.3508826961782992
201,201,201,07-20,0.8958578059195764,-0.3676779923629703,-0.2271143128834557
202,202,202,07-21,0.5975634113194256,-1.696865737799243,0.0009712650812862543
203,203,203,07-22,1.0779580831152156,0.443753470214267,-0.06940517455922438
204,204,204,07-23,1.273673293377882,1.315852523316917,-0.10411035210051364
205,205,205,07-24,0.9004898372819585,-0.34703784814702643,-0.20356605134361072
206,206,206,07-25,0.98450122005811,0.027313472174968705,-0.10964158901738827
207,207,207,07-26,0.7619395794066611,-0.9644121878215528,-0.2624486669699366
208,208,208,07-27,0.72403376461876,-1.1333189638419083,-0.673585250501921
209,209,209,07-28,0.8722016203507512,-0.4730889975010232,-0.5057399251929664
210,210,210,07-29,0.7200732227916423,-1.1509669778749887,-0.5559100818405937
211,211,211,07-30,1.1264954705933006,0.6600341037067006,-0.2892410326568902
212,212,212,07-31,0.9169465353768126,-0.27370746771079474,-0.12780245354920494
213,213,213,08-01,1.1210124772330328,0.6356021072806679,0.04245439175705217
214,214,214,08-02,0.9414126415398504,-0.1646874891957965,0.2539918273638431
215,215,215,08-03,1.1014543926767195,0.5484520743365194,0.11424276775326775
216,216,216,08-04,1.00491077793575,0.11825763576575694,0.1985637550078956
217,217,217,08-05,0.9383217775588628,-0.17846025395675144,0.005680635049687743
218,218,218,08-06,1.0304857006222037,0.2322184558169724,0.21298941194131465
219,219,219,08-07,0.8612931695848699,-0.5216966124685792,0.13355134460529242
220,220,220,08-08,1.2205562597856918,1.0791651721539648,-0.13181722949477875
221,221,221,08-09,0.994490134457078,0.07182367032038607,-0.03631697354174634
222,222,222,08-10,0.6475889845523585,-1.47395380883467,-0.3147111549398462
223,223,223,08-11,1.0669139548407216,0.39454128176144304,-0.3826891503301173
224,224,224,08-12,0.6556247793468851,-1.4381466325716266,-0.5443795247052933
225,225,225,08-13,0.7697600281575817,-0.9295645848102064,-0.6921569466183041
226,226,226,08-14,1.0028383376824417,0.109022925902909,-0.4784521643736275
227,227,227,08-15,0.7955061605686756,-0.8148408611576788,-0.6116725209541206
228,228,228,08-16,0.93534489651456,-0.19172511536661016,-0.5336596722876222
229,229,229,08-17,0.8875312344490986,-0.4047808577215162,-0.6163028218946373
230,230,230,08-18,0.7606699644709847,-0.9700695405726366,-0.6295640049789141
231,231,231,08-19,0.6584800903255512,-1.4254234824522958,-0.27393031159699993
232,232,232,08-20,0.9849820043237209,0.029455827397247718,-0.06687278610444572
233,233,233,08-21,1.2743709603579083,1.3189612991338069,0.06521764391866612
234,234,234,08-22,1.214150201903232,1.050620037588715,0.5345259227152412
235,235,235,08-23,1.0653924959217662,0.38776172241715495,1.007144560172991
236,236,236,08-24,1.3925988821959112,1.845780132206814,1.198037803607998
237,237,237,08-25,1.2948664435157151,1.4102883422942032,0.7780158617534713
238,238,238,08-26,1.2420219206751073,1.1748152880072893,0.47091744004002506
239,239,239,08-27,0.7088066540612731,-1.2011703519933528,0.3061736116265543
240,240,240,08-28,0.8006386956369431,-0.7919704926919631,0.07500010828842052
241,241,241,08-29,0.8435630633403921,-0.6007012480636696,-0.1198449249904368
242,242,242,08-30,1.081321139246765,0.4587391121780115,-0.3281380978962662
243,243,243,08-31,1.0325053973400171,0.2412181426210593,-0.11174658076664534
244,244,244,09-01,0.9615528020365116,-0.0749437494276871,-0.1889298634764802
245,245,245,09-02,1.000180285004291,0.09717875078437227,-0.15571068297704002
246,246,246,09-03,0.6967105304778867,-1.255070188950972,-0.43248642069433857
247,247,247,09-04,0.8882930664729799,-0.4013861650670288,-0.23983653071833125
248,248,248,09-05,0.7086394707351739,-1.2019153141257797,-0.4309246184360063
249,249,249,09-06,1.2919106581731294,1.397117482477103,-0.2875253477593062
250,250,250,09-07,0.7042505256496552,-1.2214722757337375,0.1782656681204184
251,251,251,09-08,1.1932690286199772,0.9575743748445732,0.6001326553480016
252,252,252,09-09,1.3239034138117327,1.5396759063273755,1.2209654578417577
253,253,253,09-10,1.4563417472808404,2.129815758298471,0.9950301570063028
254,254,254,09-11,1.544597877380003,2.5230815008367555,1.0690303813214082
255,255,255,09-12,0.9876862142768574,0.04150567746437423,0.6882934563693853
256,256,256,09-13,0.8038926665953853,-0.7774709298431054,0.3595831842030625
257,257,257,09-14,0.6806024429381647,-1.3268471748675632,0.05016049340241713
258,258,258,09-15,0.8812913059073486,-0.4325857266705621,-0.4612647613048592
259,259,259,09-16,1.039700586339502,0.2732796134945986,-0.206145835053656
260,260,260,09-17,0.8559579741311398,-0.5454700274069025,0.19242434753121146
261,261,261,09-18,1.3312067406363526,1.572219234971593,0.7026862314119351
262,262,262,09-19,1.3405719358470056,1.6139501656660993,0.5432329228308529
263,263,263,09-20,1.3676758541804914,1.7347241284167785,0.4764341498703746
264,264,264,09-21,0.6665856182563995,-1.3893055781570551,0.4778142764588649
265,265,265,09-22,0.9497552812822152,-0.12751302426827088,0.16790263209120249
266,266,266,09-23,0.8578163302283826,-0.5371892678759604,0.024893072864240067
267,267,267,09-24,0.9139071981739908,-0.28725063123438144,-0.32610635378923997
268,268,268,09-25,1.148007943116365,0.7558928103043246,0.16730897762521735
269,269,269,09-26,0.8950511470775788,-0.3712724315041022,0.12165216623847247
270,270,270,09-27,1.330974955621525,1.5711864103296889,0.1894184363918295
271,271,271,09-28,0.8882778671603501,-0.4014538925887401,0.09100109687716004
272,272,272,09-29,0.9490643812239372,-0.1305916469558185,-0.24589527914462075
273,273,273,09-30,0.7813871348067951,-0.8777546683223982,-0.43573464810581175
274,274,274,10-01,0.6943731535686306,-1.2654854458263602,-0.8076006777295331
275,275,275,10-02,0.6394302846524604,-1.5103086452712482,-0.9436904514802484
276,276,276,10-03,0.8302531310644023,-0.6600097674126396,-0.8831485055939865
277,277,277,10-04,0.7050314440198016,-1.2179925350930327,-0.7817513815257406
278,278,278,10-05,1.0305847976951112,0.2326600283617539,-0.3662474470391445
279,279,279,10-06,0.9179195118557856,-0.2693719239129224,-0.41057816230641
280,280,280,10-07,1.2538539117258414,1.227538161093217,-0.6161467344576598
281,281,281,10-08,0.579738473988797,-1.7762929368748408,-0.5888354928153127
282,282,282,10-09,0.5534527182293544,-1.8934212003201385,-0.4635195403521292
283,283,283,10-10,0.7418063405058132,-1.05412508523895,-0.1901744319239933
284,284,284,10-11,1.1993241483342971,0.9845557431408548,-0.5121588568727918
285,285,285,10-12,1.2859817991381024,1.370698726655893,-0.4763849331596238
286,286,286,10-13,0.8202982333475932,-0.7043683885995746,-0.10069087610128898
287,287,287,10-14,0.6279084678205814,-1.5616493945958323,0.001150422255483008
288,288,288,10-15,1.0593290251237149,0.3607431420298704,-0.2150333562806936
289,289,289,10-16,0.8789368032696973,-0.44307729509831817,-0.6286251893782224
290,290,290,10-17,0.9082302397623854,-0.3125469280762049,-0.5363033551434792
291,291,291,10-18,0.7290757071778573,-1.1108522719292797,-0.08631611003458757
292,292,292,10-19,0.9446106297535164,-0.15043738319111485,-0.1871663400357939
293,293,293,10-20,1.233821394651648,1.1382740760575167,-0.16179408841009474
294,294,294,10-21,0.9235330471358718,-0.24435823797736755,0.14583461042175247
295,295,295,10-22,0.9131008277168824,-0.2908437853441233,0.2054140693527456
296,296,296,10-23,1.3224557701801012,1.5332252649148783,0.22183319317836547
297,297,297,10-24,0.8093001240525036,-0.753375518343321,-0.0610737777207519
298,298,298,10-25,0.966719166120532,-0.05192264023739556,0.08882866890447838
299,299,299,10-26,0.8528839511538557,-0.5591677493371875,0.3736883941155271
300,300,300,10-27,1.1253783908896748,0.6550564417740141,0.4502406167382082
301,301,301,10-28,1.2966676770331396,1.4183145659221683,0.6830605696555261
302,302,302,10-29,1.4255342057777762,1.9925386006509649,1.3774963244820402
303,303,303,10-30,1.1227948300250392,0.6435441991605867,1.5232631274493826
304,304,304,10-31,1.9017847824831768,4.1146918887216914,1.3203482776570694
305,305,305,11-01,1.0491606038384822,0.31543306846686625,1.3473896720250458
306,306,306,11-02,0.8521512452949267,-0.5624326569798648,1.0760881718835005
307,307,307,11-03,1.3330792211050808,1.5805629321300283,0.8405488526917875
308,308,308,11-04,1.0602236602207713,0.3647295998016921,0.22605738981807924
309,309,309,11-05,0.8056384665358652,-0.7696917159896909,0.00315735623001967
310,310,310,11-06,1.0743650615255012,0.4277431114794403,-0.007475005733586097
311,311,311,11-07,0.7490231817002129,-1.0219671330614912,-0.436956100284428
312,312,312,11-08,0.8378346493768875,-0.6262268287614994,-0.42784662047070826
313,313,313,11-09,0.7547780584689298,-0.9963236351750226,-0.277392833641989
314,314,314,11-10,1.0724896780597963,0.41938647868400997,-0.1425777167255019
315,315,315,11-11,1.0082261961239485,0.13303100498262427,0.14624870026294393
316,316,316,11-12,1.2558951447885809,1.236633812978363,0.3241055735613469
317,317,317,11-13,1.1379312264632384,0.7109913688691838,0.5710461974181659
318,318,318,11-14,1.0773209455521924,0.4409144110289184,0.4908354789834726
319,319,319,11-15,1.0872864079408515,0.4853201079658913,0.5494922628869281
320,320,320,11-16,0.9644850363766154,-0.06187783192414902,0.53152704107683
321,321,321,11-17,1.0872082206140865,0.4849717084033572,0.7578838682877068
322,322,322,11-18,1.2317047699580863,1.1288424821177745,0.6374750325720905
323,323,323,11-19,1.4427232604026607,2.069132332134445,0.5751130876767953
324,324,324,11-20,0.9151890832432608,-0.2815386032647801,0.3791322907436285
325,325,325,11-21,1.003315342171549,0.11114843859411963,0.32149991162723857
326,326,326,11-22,0.700594671564776,-1.2377626135231496,0.3910181427836575
327,327,327,11-23,1.0096055687829233,0.13917743370501715,0.0989773535892197
328,328,328,11-24,1.325311856305415,1.545951869056288,-0.08795738603931656
329,329,329,11-25,1.049487027024454,0.31688759696781804,-0.13687988297855494
330,330,330,11-26,0.663479337142967,-1.4031470410359976,0.0759383515644901
331,331,331,11-27,0.9374406454317232,-0.18238654304131088,-0.07844456275299473
332,332,332,11-28,0.9871568369963598,0.039146793735120734,-0.5366771452470448
333,333,333,11-29,0.8017272244885626,-0.7871200521998919,-0.7793293070148074
334,334,334,11-30,0.7082964892117536,-1.203443625908012,-0.6003851280519616
335,335,335,12-01,0.7227531403717071,-1.1390253736387572,-0.5568274657375026
336,336,336,12-02,0.9044297027217126,-0.3294819672589234,-0.4402551394229785
337,337,337,12-03,0.9960915315306984,0.07895943084544325,-0.3998596801324888
338,338,338,12-04,1.1441227959040334,0.7385807516222659,-0.4389817926207795
339,339,339,12-05,0.8561201683673673,-0.5447472964569533,-0.17754330383065062
340,340,340,12-06,0.6556181212374386,-1.4381763008377566,-0.25574385700772945
341,341,341,12-07,1.0747830293317484,0.42960555910201603,-0.4886172827508473
342,342,342,12-08,0.7991317713461994,-0.7986852863213966,-0.6838987850688558
343,343,343,12-09,0.6825248237920271,-1.318281123613264,-0.7049642148906438
344,344,344,12-10,0.8811740392190759,-0.4331082622857852,-0.4813617627120793
345,345,345,12-11,0.8277553283035445,-0.6711398753876806,-0.6034374327786353
346,346,346,12-12,0.956701357970809,-0.09656158776637024,-0.39078378174905454
347,347,347,12-13,0.9104067556731664,-0.3028484612973197,-0.2437429805809971
348,348,348,12-14,1.0854723232110983,0.4772366198560879,-0.28095536370194946
349,349,349,12-15,0.8805169294966297,-0.4360363166049193,-0.06882509278715697
350,350,350,12-16,0.8310671434875779,-0.6563825610114995,0.03335636494226776
351,351,351,12-17,1.1133911429105692,0.6016417501010745,0.09778919584687114
352,352,352,12-18,1.0942898491861954,0.5165271586101781,-0.12847136785305532
353,353,353,12-19,0.9971662929306548,0.08374852413030062,-0.08452097360589829
354,354,354,12-20,0.7808099091804644,-0.8803267623434708,0.08607538310778184
355,355,355,12-21,0.9396966335951982,-0.17233395112197716,-0.1479958544458315
356,356,356,12-22,1.0607770717725211,0.3671955792705813,-0.4937959001175021
357,357,357,12-23,0.7982115679900412,-0.8027856752206056,-0.5974462116199438
358,358,358,12-24,0.6286661675182049,-1.558273115419846,-0.4507473620126914
359,359,359,12-25,0.8575999734582026,-0.5381533448843495,-0.5021583591391536
360,360,360,12-26,0.9783415732319004,-0.0001336646999563929,-0.8494509026422402
361,361,361,12-27,0.8704711431423293,-0.4807999338807509,-0.9495922273397741
362,362,362,12-28,0.5931437248547891,-1.7165596817479387,-0.7439926151249647
363,363,363,12-29,0.6633701390301162,-1.403633623405809,
364,364,364,12-30,0.9055083761507224,-0.3246754421309897,
365,365,365,12-31,,,
