,unnamed: 0,unnamed: 0,mth_day,aviation,aviation_norm,aviation_ravg
31,31,31,02-01,1.029575288608274,0.5652170675426119,-0.7289593810508149
32,32,32,02-02,0.4098997503954192,-2.006136287167515,-0.700574912889444
33,33,33,02-03,0.6449400605555402,-1.0308328376149558,-0.5992328338812118
34,34,34,02-04,0.6736826399495052,-0.9115650540893342,-0.6823609347839188
35,35,35,02-05,1.0127227567028985,0.4952872223606933,-0.8368191695520447
36,36,36,02-06,0.6026934717586243,-1.2061357197350098,-0.5565439219486913
37,37,37,02-07,0.8062361129496196,-0.3615323410661434,-0.5129253213704716
38,38,38,02-08,0.8151642728809222,-0.3244848015473934,-0.4712099133590038
39,39,39,02-09,0.7080104582662745,-0.7691212341456385,-0.455970554298572
40,40,40,02-10,0.7340011127815425,-0.6612726060205276,-0.3162186558465184
41,41,41,02-11,1.0347581366567904,0.5867233767232843,-0.2435575903681915
42,42,42,02-12,0.804767992705141,-0.3676243290226879,-0.1034292848824644
43,43,43,02-13,0.911300517516788,0.07443405180381807,0.09505265918505966
44,44,44,02-14,1.0177830602871647,0.516285031366969,0.1437844549187001
45,45,45,02-15,0.995005799354529,0.4217704302595058,-0.24099035256915524
46,46,46,02-16,0.8044649446637074,-0.3688818316186849,-0.12997912843933168
47,47,47,02-17,0.4783922786139225,-1.7219254682038478,-0.2566250357750073
48,48,48,02-18,0.965284881450067,0.2984430157562533,-0.4136565738246189
49,49,49,02-19,0.7281766291248623,-0.6854413922102359,-0.5021832925744126
50,50,50,02-20,0.7907230118989371,-0.4259041969307003,-0.5369694817550562
51,51,51,02-21,0.8670004235386936,-0.10938988223925714,-0.20644379942388852
52,52,52,02-22,0.7541657888590718,-0.5775989667025466,0.18082539501902875
53,53,53,02-23,0.9563165118972792,0.2612286257831582,0.2377740013158668
54,54,54,02-24,1.5252575030115882,2.622058182413757,0.5089591347788319
55,55,55,02-25,0.8105215737264804,-0.3437497544292081,0.7025610075393586
56,56,56,02-26,1.1828436667116988,1.2012066038470908,0.8026496588342957
57,57,57,02-27,1.1469394163234958,1.0522213543239023,0.6965847918394538
58,58,58,02-28,0.8988891628284519,0.02293294106707634,0.19171257107520406
59,59,59,02-29,0.8029518175737027,-0.37516057618589416,0.13034174636309184
60,60,60,03-01,0.7952365639032607,-0.4071751421717412,-0.060862308979600536
61,61,61,03-02,0.7217823140730779,-0.7119747027018813,-0.3757152989627241
62,62,62,03-03,0.906371802541198,0.05398227179093637,-0.4200860636294743
63,63,63,03-04,0.6916771420779245,-0.8368965855748386,-0.3207094051394786
64,64,64,03-05,0.8347311720363602,-0.24329164693342545,-0.386682175697358
65,65,65,03-06,0.9466456842049392,0.22109937475408,-0.3746158820294589
66,66,66,03-07,0.699843111981234,-0.8030117655190177,-0.5922984721196862
67,67,67,03-08,0.7392295941426024,-0.6395769406944861,-0.3867578620261769
68,68,68,03-09,0.591613251150419,-1.2521132687504275,-0.4090957658892577
69,69,69,03-10,0.9888789746093832,0.3963470749862177,-0.6148283288358576
70,70,70,03-11,0.8024316378469903,-0.3773190701119116,-0.3602751444200263
71,71,71,03-12,0.6491662970837953,-1.0132960029255185,-0.3983299778478064
72,72,72,03-13,1.0679147687243238,0.7243073409759703,-0.05042721392830996
73,73,73,03-14,0.6842041360286545,-0.8679059412611673,-0.0774026154256211
74,74,74,03-15,1.0946639083056833,0.8353033147665512,-0.09178377236078146
75,75,75,03-16,0.9498738419758596,0.2344946660023508,-0.17374008609142966
76,76,76,03-17,0.781637176873523,-0.4636060117228738,-0.2403185701211373
77,77,77,03-18,0.5306614107881359,-1.5050338853094072,-0.02455404543622721
78,78,78,03-19,0.9716454842661648,0.3248364367977241,-0.1290136552743023
79,79,79,03-20,0.9961892571317832,0.4266812068482933,-0.2067398206154423
80,80,80,03-21,0.9436203385932399,0.20854565573810047,-0.19034168281075306
81,81,81,03-22,0.8374855467162483,-0.2318623260444891,0.11063407299712533
82,82,82,03-23,0.8053480951365359,-0.3652171848947382,-0.1938700117483506
83,83,83,03-24,0.9658578721246444,0.3008206495378632,-0.1829928332060613
84,84,84,03-25,0.5313472290527641,-1.5021880716751317,-0.18015107668713728
85,85,85,03-26,1.0119171339443969,0.49194427810202895,0.008317135429765705
86,86,86,03-27,0.9477293817874204,0.2255961948516447,0.14277875842160076
87,87,87,03-28,1.1100015132183836,0.8989469466569286,0.10545823504760488
88,88,88,03-29,0.9997731323111702,0.44155255305627217,0.6911670956934394
89,89,89,03-30,0.9118941910168642,0.07689750929388788,0.6742898663985074
90,90,90,03-31,1.3782540599445332,2.0120650921998746,0.8193136806963035
91,91,91,04-01,0.98751347243816,0.3906809023324366,0.5470493257097214
92,92,92,04-02,1.1574268393866671,1.0957390806384215,0.3734746519935492
93,93,93,04-03,0.7163203560096212,-0.7346391832625635,0.4799089719218266
94,94,94,04-04,0.7487925057282899,-0.5998954892407615,0.116597046571161
95,95,95,04-05,1.0657930965058215,0.7155034288635528,0.04521115919821959
96,96,96,04-06,0.8529224967773957,-0.1678064599041195,-0.13998461315260205
97,97,97,04-07,0.8842929140557051,-0.037634421905211865,-0.06505433119285174
98,98,98,04-08,0.8896426633316153,-0.015435553466508432,0.15045024021150474
99,99,99,04-09,0.8246659384247234,-0.2850574915040616,-0.13704991625873614
100,100,100,04-10,1.0604017468954878,0.6931319391853773,-0.34382758179874595
101,101,101,04-11,0.6500817034280068,-1.009497509957893,-0.6836393260751435
102,102,102,04-12,0.5539319415916855,-1.408472453144178,-0.9652995530859968
103,103,103,04-13,0.3929414820019087,-2.0765048875635976,-0.8591423975912158
104,104,104,04-14,0.4823755272616728,-1.7053969155316282,-1.1245825070880875
105,105,105,04-15,0.9781640774787156,0.3518854414646242,-0.9212320778506541
106,106,106,04-16,0.6765881203137082,-0.8995087177958535,-0.7124516315369754
107,107,107,04-17,0.9441166398229558,0.2106050654667098,-0.5047124973971354
108,108,108,04-18,0.8558184214115707,-0.15578977526210652,-0.3749704249795655
109,109,109,04-19,0.6933222745215504,-0.8300700827245571,-0.34071872723451424
110,110,110,04-20,0.6699763213888702,-0.9269444810262089,-0.14705593838674572
111,111,111,04-21,1.0276903843847411,0.5573956279349315,-0.29314062726977125
112,112,112,04-22,0.956615194829662,0.2624680152907577,0.06294737411241004
113,113,113,04-23,0.7328852086178471,-0.6659030678314434,0.15951986635828466
114,114,114,04-24,1.3707045381020984,1.9807382330309808,0.18132663827754425
115,115,115,04-25,0.8329614516873011,-0.2506351292493092,0.2498588153090589
116,116,116,04-26,0.7015078643430874,-0.7961038495106514,0.31868102721934743
117,117,117,04-27,1.1267846149208394,0.9685886901240192,0.3670492860228107
118,118,118,04-28,1.05612880184533,0.6754012867524889,0.2646370730039179
119,119,119,04-29,0.8028233835906918,-0.3756935150106641,0.3113629405602034
120,120,120,04-30,1.2226214056789246,1.3662649549176242,0.3261655415783269
121,121,121,05-01,0.9005248079409995,0.029720076088404167,0.298484695897737
122,122,122,05-02,0.7229117131825792,-0.7072882434019103,0.15272429239667176
123,123,123,05-03,1.0867594439410069,0.8025036160404797,0.22458939620622945
124,124,124,05-04,0.8453662716994227,-0.1991611342539029,0.07180710617725095
125,125,125,05-05,0.906736865882815,0.05549710784668229,0.016608763530976657
126,126,126,05-06,1.0017055654743658,0.4495712147437532,0.1588027029106314
127,127,127,05-07,0.8207106603635027,-0.3014699797892416,0.08763886383029251
128,128,128,05-08,0.9285173078106892,0.14587539287601806,0.1766059881864336
129,129,129,05-09,0.9838599567057178,0.3755205815584465,0.15506291970947966
130,130,130,05-10,0.974008452831755,0.3346416118829438,0.2821920438007081
131,131,131,05-11,0.8755866254179814,-0.07376130301504154,0.4824764390439072
132,132,132,05-12,1.1855281620446652,1.212345959291124,0.4394149461699441
133,133,133,05-13,1.1103122591261672,0.9002363916699531,0.6053183889929671
134,134,134,05-14,0.8662524610348629,-0.11249356436776084,0.4664223292026033
135,135,135,05-15,1.2237483525212636,1.370941238496585,0.3746017406860104
136,136,136,05-16,0.7731714334110428,-0.4987347468592387,0.4135406099226692
137,137,137,05-17,0.7428184724051371,-0.6246848341145991,0.325339295034133
138,138,138,05-18,1.2418318934025359,1.4459791747110766,0.04382208549310079
139,139,139,05-19,0.9827774016367812,0.3710285023387361,-0.20393641102007484
140,140,140,05-20,0.4591921213449424,-1.8015968216139544,-0.014890869635815356
141,141,141,05-21,0.8655014875564501,-0.11560974058246898,0.06081855829351565
142,142,142,05-22,1.0465221902553608,0.6355385014463182,-0.20532908554140028
143,143,143,05-23,0.8522906624033515,-0.17042826653861307,-0.03363408194253772
144,144,144,05-24,0.8569952062112252,-0.15090668829841886,0.3392594383906625
145,145,145,05-25,1.231040115671066,1.4011985239319114,0.22840761905727
146,146,146,05-26,0.9983782098347788,0.4357643003852469,0.1646596813780322
147,147,147,05-27,0.7052150904773417,-0.7807206565828242,0.24582911291079645
148,148,148,05-28,0.9543457396271792,0.2530508753708913,0.4427512346842964
149,149,149,05-29,0.9696577549020036,0.3165883226579725,0.2572542158923665
150,150,150,05-30,1.1417351193137573,1.0306260423425813,0.13044250119453185
151,151,151,05-31,0.9628203517567574,0.28821641118033164,0.2009050179028036
152,152,152,06-01,0.8150145719750547,-0.3251059878017609,0.03376366506316261
153,153,153,06-02,0.8071004993070111,-0.35794555633319364,0.5597932591471076
154,154,154,06-03,0.7126673854901098,-0.7497972416669545,0.6071735434223459
155,155,155,06-04,1.7302712378356362,3.4727658871616427,0.6981810778269114
156,156,156,06-05,1.2102447306555546,1.3149077479940101,0.6532824499714477
157,157,157,06-06,1.0944128676440146,0.834261617607725,0.6063788410554176
158,158,158,06-07,0.7500933164104191,-0.5944977549345435,0.9954080923576708
159,159,159,06-08,0.7392801375992145,-0.6393672098293738,0.2349453174520467
160,160,160,06-09,1.2751849645844329,1.5843782661465653,0.1386633667882886
161,161,161,06-10,0.6306786552745182,-1.090010762272102,0.2619493149461871
162,162,162,06-11,1.071025662638027,0.7372160440114618,0.6687116766521269
163,163,163,06-12,1.272678416730574,1.573977306555116,0.917182814517643
164,164,164,06-13,1.3382521199131967,1.8460764153010958,0.6846571508159064
165,165,165,06-14,1.0985574476705058,0.8514596173637232,0.9151677545383912
166,166,166,06-15,0.9389640429314804,0.18922428393614493,0.6985754741733134
167,167,167,06-16,0.9639858971528412,0.2930528600628069,0.5675161064998263
168,168,168,06-17,0.757843646649152,-0.5623376381790038,0.26564477688448124
169,169,169,06-18,1.083172877045477,0.7876211005141933,0.2262486446163325
170,170,170,06-19,0.901760701941962,0.03484843760902525,0.2659784526364893
171,171,171,06-20,1.0415925359704832,0.6150828237548309,0.22575224059811386
172,172,172,06-21,0.9964114337139724,0.4276031320570856,0.5477234674205305
173,173,173,06-22,0.9058207300446708,0.0516955878325543,0.6510976396443654
174,174,174,06-23,1.2233985488676988,1.369489722755496,0.8937306695632681
175,175,175,06-24,1.232646956193968,1.4078661338572025,0.7118503019334059
176,176,176,06-25,1.2525963888252098,1.4906466171224422,0.6436014176416839
177,177,177,06-26,0.7786022756199937,-0.4761993820243424,0.7638767803634386
178,178,178,06-27,0.8977268308488776,0.01810982630675391,0.774446228654203
179,179,179,06-28,1.0797331174460172,0.7733477641630834,0.7399310737344509
180,180,180,06-29,1.2386814625431646,1.4329064125000823,0.9041082024215652
181,181,181,06-30,1.182739702889666,1.2007752043386897,1.245075250268852
182,182,182,07-01,1.4899886174624857,2.475709389245128,1.3279255446405656
183,183,183,07-02,1.2716242210494302,1.569602905059379,1.5936498425076095
184,184,184,07-03,1.0175243701373031,0.5152115925370346,1.2988493305615123
185,185,185,07-04,1.4639576667372358,2.3676935513653485,1.0054392793565343
186,186,186,07-05,0.8124141067066107,-0.3358966591765016,0.645931331115199
187,187,187,07-06,0.7584828863822298,-0.5596851028911756,0.17275331747698075
188,188,188,07-07,0.9701574221656499,0.31866169979711384,0.034420545322536834
189,189,189,07-08,0.5874315804666489,-1.2694651767699303,-0.28304122583894564
190,190,190,07-09,0.8175018375353341,-0.3147850403896288,-0.3338769113397009
191,191,191,07-10,1.0049232204302447,0.4629229243964536,-0.5751646356976704
192,192,192,07-11,0.7389081514506451,-0.6409107721810331,-0.5560757688163026
193,193,193,07-12,0.4095924466102087,-2.007411449038992,-0.3850459138128557
194,194,194,07-13,0.9977590052080986,0.4331949010853201,-0.039337139448939545
195,195,195,07-14,0.8347325216358376,-0.2432860467492489,-0.05405808124776273
196,196,196,07-15,1.3173800913578622,1.7594676057938683,0.2583393621087142
197,197,197,07-16,0.9836374468927974,0.3745972736035145,0.9932742651595112
198,198,198,07-17,1.1906198234236351,1.2334738879578286,1.1022447638702944
199,199,199,07-18,1.4722729547524014,2.402197969265789,1.1865871658529883
200,200,200,07-19,1.1553251031873637,1.0870178933500203,1.235056145128166
201,201,201,07-20,0.9566875767364216,0.26276836514691504,1.1023995181612103
202,202,202,07-21,1.3874639032866023,2.0502814814449337,1.195812695875589
203,203,203,07-22,0.7918223471220768,-0.4213424881982182,1.0473383794335551
204,204,204,07-23,1.3256907837884493,1.7939529542440995,0.9357123806613769
205,205,205,07-24,1.2575862370747954,1.5113520706135868,1.0799083214409917
206,206,206,07-25,0.9939192798897056,0.41726190071695,0.7640094441409354
207,207,207,07-26,1.1651879690618232,1.1279440098246014,0.8596740751177899
208,208,208,07-27,0.930689326304008,0.1548882176445978,0.5871584466407995
209,209,209,07-28,0.9301488005749108,0.15264529766290907,0.7557677453006995
210,210,210,07-29,0.9316462972026748,0.15885918338215685,0.6766620299571046
211,211,211,07-30,1.501387170237194,2.5230078625729857,0.9502068685687772
212,212,212,07-31,0.8795362217041116,-0.05737239134461965,0.9871685523159828
213,213,213,08-01,1.5607206439815156,2.7692130414946377,0.7372570309802732
214,214,214,08-02,0.9841341425771534,0.3766583201278329,0.6513883646184555
215,215,215,08-03,0.568788765310312,-1.3468238303513491,0.3036789962279269
216,216,216,08-04,0.8074843372466624,-0.3563528147887497,0.2211019795313848
217,217,217,08-05,0.9986161537115186,0.43675165222981455,-0.3791180816521889
218,218,218,08-06,0.7601338287851261,-0.5528344915238725,-0.4055163872211385
219,219,219,08-07,0.6928313153240467,-0.8321073256068042,-0.11014061515852118
220,220,220,08-08,0.9459634628888526,0.2182684867141345,-0.17781835113285524
221,221,221,08-09,0.9958879195964973,0.425430802024355,-0.1821721468388692
222,222,222,08-10,0.7096255873674944,-0.7624192306347543,-0.1600910184995151
223,223,223,08-11,0.9923207746051399,0.41062887799373055,0.4057146217012839
224,224,224,08-12,0.7920620779220378,-0.4203477214877477,0.8037877589317702
225,225,225,08-13,1.5109590471032317,2.5627265155979893,0.8761173807971617
226,226,226,08-14,1.5215580658854282,2.6067073100970535,1.2844939279305527
227,227,227,08-15,1.1004730726468948,0.8594085332167035,1.0164399439042289
228,228,228,08-16,1.3001184253312272,1.6878400521655907,1.1955713703547912
229,229,229,08-17,0.6047276112213288,-1.1976950261642128,0.7414167388503753
230,230,230,08-18,1.0510775015935985,0.6544408372156263,0.2900756137826987
231,231,231,08-19,0.8542733017687427,-0.16220127342850593,0.3290313597113342
232,232,232,08-20,0.8689405154855437,-0.1013394403090066,-0.3475880051034496
233,233,233,08-21,1.1568012068893356,1.0931430087885168,-0.04479061359891782
234,234,234,08-22,0.32175937960425544,-2.371876136723112,-0.3670008428852237
235,235,235,08-23,1.0425580701265114,0.6190893228629778,-0.44737681729871137
236,236,236,08-24,0.5851770133119611,-1.2788205385022091,-0.4743590992813955
237,237,237,08-25,0.7380535100870768,-0.6444571199094321,-0.5758108401171578
238,238,238,08-26,0.8299254340012278,-0.2632331322051114,-0.23207261244260285
239,239,239,08-27,1.0101068710294885,0.4844325637739436,-0.4767838540513005
240,240,240,08-28,0.818788317727562,-0.3094467706757822,-0.04095867129050712
241,241,241,08-29,0.6887173891337572,-0.849178126789208,0.1522018864671257
242,242,242,08-30,1.2153592576914918,1.3361305580625518,0.045623259859328386
243,243,243,08-31,1.0173543826117322,0.5145062266363648,-0.11129086481658572
244,244,244,09-01,0.6758178679970549,-0.9027048918518952,-0.4052648672611941
245,245,245,09-02,0.7832165967302388,-0.45705218428154104,-0.2988536780690447
246,246,246,09-03,0.3937160548623456,-2.0732907853434326,-0.4170062597510835
247,247,247,09-04,0.8425828486912175,-0.2107109916363116,-0.5652183534943186
248,248,248,09-05,1.0445163095351668,0.6272150679703185,-0.5539695114790314
249,249,249,09-06,0.8030468263396453,-0.3747663358230457,-0.4606121253063668
250,250,250,09-07,0.6920831523088959,-0.8352118397601727,-0.2745180184338236
251,251,251,09-08,0.9182068852101656,0.10309213275444636,-0.3436135806199084
252,252,252,09-09,0.6627991794121033,-0.9567261441081736,-0.5768624287708237
253,253,253,09-10,0.7426739903290994,-0.6252843647528201,-0.537739382068916
254,254,254,09-11,0.7072496979649938,-0.7722780209351736,-0.717684257555269
255,255,255,09-12,0.8596168694504982,-0.14002805561159914,-0.9224907106305128
256,256,256,09-13,0.4318915204709883,-1.9148810926782909,-0.8188421110901297
257,257,257,09-14,0.6220666084028778,-1.1257465856970166,-1.0770229394976558
258,258,258,09-15,0.8126700672561497,-0.3348345468658745,-1.040725213262365
259,259,259,09-16,0.3693569349194741,-2.174369335197976,-0.941161290373052
260,260,260,09-17,0.7597344636224754,-0.5544916635234287,-0.38407778760933703
261,261,261,09-18,1.0035815113928503,0.457355481724279,-0.2089498405079866
262,262,262,09-19,1.237407461185073,1.4276199239039988,-0.22171123879645693
263,263,263,09-20,0.8752931935643924,-0.07497890308891388,0.19248019276925707
264,264,264,09-21,0.7942176993504996,-0.4114029365966966,0.0992344897711518
265,265,265,09-22,0.9682578159869948,0.3107792541963079,0.2999217272677029
266,266,266,09-23,0.6249056636392835,-1.1139658815120603,-0.2846729076118148
267,267,267,09-24,1.2937656006709553,1.6614789067035856,-0.424052884656045
268,268,268,09-25,0.3921117471400061,-2.079947885373107,-0.2535078088973246
269,269,269,09-26,0.6737564530784499,-0.9112587653542954,-0.09332892310882383
270,270,270,09-27,1.0408176730571497,0.6118675179556261,-0.013288291016106698
271,271,271,09-28,1.1998687777698358,1.2718525689273126,-0.3518613170303082
272,272,272,09-29,0.740640566460237,-0.6337220889557577,-0.12041218761298095
273,273,273,09-30,0.8042052956228994,-0.3699592493816233,-0.025307084620792532
274,274,274,10-01,0.7267760520155543,-0.6912531088691437,0.05169705294830696
275,275,275,10-02,0.8112738559873561,-0.3406281474011648,-0.4192657260797081
276,276,276,10-03,1.152161950899028,1.073892343370223,-0.06667636391935351
277,277,277,10-04,0.518879259846562,-1.553924105240778,-0.13497952664420607
278,278,278,10-05,1.2504678191743452,1.48181408400637,-0.08049046931420048
279,279,279,10-06,0.7054422087551251,-0.7797782257307385,0.3599801146014376
280,280,280,10-07,0.8055646071532563,-0.3643187648891103,0.13159661643376255
281,281,281,10-08,1.4481731269215683,2.302195356092664,0.14597117043064242
282,282,282,10-09,0.8219304013064762,-0.2964086456358271,-0.2048646036105
283,283,283,10-10,0.5396641732889786,-1.4676767812594989,0.06467428581377478
284,284,284,10-11,0.7431761705060661,-0.6232005602404841,0.3025925554368365
285,285,285,10-12,1.0951824738975915,0.8374551108149101,-0.07420137857580374
286,286,286,10-13,1.1495829775011828,1.0631908528492602,0.18115698976822628
287,287,287,10-14,0.9033472279211328,0.04143175201682225,0.3604807898540394
288,288,288,10-15,1.1911663152680143,1.2357415644283531,0.3706878582211765
289,289,289,10-16,0.7989577599809821,-0.3917339807446198,0.04160497467403357
290,290,290,10-17,0.757935100248013,-0.5619581500376618,-0.03978055690692617
291,291,291,10-18,0.6193444582351286,-1.1370421904679475,0.22397786608046807
292,292,292,10-19,1.031903414730575,0.5748776633635018,0.1518010680077049
293,293,293,10-20,1.284729216725187,1.6239822899411875,0.2872124472053328
294,294,294,10-21,1.0868021380685824,0.8026807759917743,0.25999147163012604
295,295,295,10-22,0.9947560989313154,0.42073429444114746,0.9043214159857176
296,296,296,10-23,0.7185748793137413,-0.7252840034889024,0.5718910778249993
297,297,297,10-24,1.5510145555957169,2.7289374756656013,0.3014969380305523
298,298,298,10-25,0.5512251407609197,-1.4197043656008077,-0.052057314209431466
299,299,299,10-26,0.8937523006981445,0.0016174511745057794,-0.29804464243799395
300,300,300,10-27,0.5755797007253795,-1.3186447374481285,-0.30361156921426663
301,301,301,10-28,0.6390702580856243,-1.0551896749302276,-0.7006934992742101
302,302,302,10-29,0.7105253710500266,-0.7586855641465382,-0.18106897353339546
303,303,303,10-30,0.9768531904754412,0.3464458953059407,-0.2483946508780092
304,304,304,10-31,1.3025772030526577,1.6980427888440799,-0.049931432197573115
305,305,305,11-01,0.7964026106581188,-0.4023366128931765,0.2751762092127472
306,306,306,11-02,0.8625479658048838,-0.12786542536551196,0.17445461976908308
307,307,307,11-03,1.1091602648885124,0.8954561735316943,0.16434105111634853
308,308,308,11-04,0.5648867989716444,-1.363015100808523,-0.029645951521835093
309,309,309,11-05,0.9622294568217464,0.2857644833895334,0.1390660958800234
310,310,310,11-06,1.022081330995432,0.534120773014978,0.09684668179312343
311,311,311,11-07,1.040352113557595,0.6099356715179745,0.09903352639204667
312,312,312,11-08,0.8015007244382134,-0.38118190988691175,0.4496381480030484
313,313,313,11-09,1.112322336957705,0.9085772411252341,0.5736225898815926
314,314,314,11-10,1.0718442123479264,0.7406126288574877,0.5179289767389097
315,315,315,11-11,1.1415049942200712,1.0296711346607983,0.12588415400151207
316,316,316,11-12,0.9415510461102544,0.1999590941588807,0.11138775802573136
317,317,317,11-13,0.4734741632634071,-1.7423332649064114,-0.0034907316993791717
318,318,318,11-14,0.7805396333567788,-0.468160285741596,-0.13356689393965854
319,319,319,11-15,0.9462135682369328,0.21930630277457072,-0.3559317706398377
320,320,320,11-16,0.8837603404119485,-0.03984434458418857,-0.5894181878119622
321,321,321,11-17,0.8199760816812832,-0.30451812554027624,-0.4239304286383228
322,322,322,11-18,0.6039409211661358,-1.2009594088738664,-0.3737158872932716
323,323,323,11-19,0.7127615005227192,-0.7494067098645745,-0.3350048587743585
324,324,324,11-20,0.853147444050181,-0.1668730376712889,-0.5144454838937468
325,325,325,11-21,1.0021878528795851,0.4515724738880492,-0.29415932655951244
326,326,326,11-22,0.6242978303424759,-1.1164880953005183,0.1841110505150892
327,327,327,11-23,1.1384992660352793,1.0171988184651302,0.679631525074341
328,328,328,11-24,1.2954968742569457,1.668662853573743,0.9227010701433012
329,329,329,11-25,1.4292602645814052,2.223716137490936,0.8047800977189508
330,330,330,11-26,1.2046143108373213,1.2915442327424729,0.8242893569429256
331,331,331,11-27,0.8316798005659112,-0.25595336065805313,0.4756782143017643
332,332,332,11-28,0.6525072804849987,-0.9994325399566696,0.2746121805633429
333,333,333,11-29,0.6344243273323963,-1.0744680373818376,-0.09262752317979146
334,334,334,11-30,1.00476506383902,0.462266651143215,-0.35178206178590593
335,335,335,12-01,0.8982493228452925,0.0202779150321298,-0.3520100695325766
336,336,336,12-02,0.8298893173309695,-0.2633829988942136,-0.38088590149562657
337,337,337,12-03,0.8313501123349039,-0.2573214071380772,-0.4880770422957706
338,338,338,12-04,0.6107542168379433,-1.172687531734969,-0.7508826544570647
339,339,339,12-05,0.4794310952774409,-1.7176148821827015,-0.8832057654063957
340,340,340,12-06,0.6247607936446554,-1.1145670218245505,-0.9982911110458088
341,341,341,12-07,0.7069164711888082,-0.773660750663856,-0.7317585027924379
342,342,342,12-08,0.6634814449110655,-0.9538950727306929,-0.6810145217817342
343,343,343,12-09,1.2167434395525931,1.341874242382149,-0.6640349528206045
344,344,344,12-10,0.6841275718136904,-0.8682236456707465,-0.5782773568921664
345,345,345,12-11,0.5039827350168882,-1.6157374684159231,-0.41803644961825576
346,346,346,12-12,0.7487621510981964,-0.600021446253922,-0.2928552001498201
347,347,347,12-13,0.9386171130553652,0.18778469297960826,-0.5539088170204384
348,348,348,12-14,0.8444875084995263,-0.20280757592007895,-0.3763745282317663
349,349,349,12-15,0.8392724702506335,-0.2244474588415604,-0.2422741190911701
350,350,350,12-16,0.940833611273037,0.1969820870612864,-0.04925038230266147
351,351,351,12-17,0.6978854743425711,-0.8111350135723461,-0.15860736598625216
352,352,352,12-18,1.0278651870846909,0.5581209744771298,-0.2380433470286869
353,353,353,12-19,0.7804921764012906,-0.4683572091219357,-0.3499753259400798
354,354,354,12-20,0.7296269020042683,-0.6794234621746875,-0.21158642235832592
355,355,355,12-21,0.6774242143940208,-0.8960393323099177,-0.30567090198199914
356,356,356,12-22,1.1409373072181108,1.0273155085518098,-0.24608279468602165
357,357,357,12-23,0.5618438437168606,-1.3756418913143849,-0.30534287464802584
358,358,358,12-24,1.1140267231304812,0.9156496182529946,-0.3894236440499578
359,359,359,12-25,0.6948049520972669,-0.8239176888939609,-0.3874728240292789
360,360,360,12-26,0.6080501550269161,-1.18390807858628,-0.6842714159848526
361,361,361,12-27,0.6802450062794835,-0.8843344121858444,-0.53402200002933
362,362,362,12-28,0.7117808238262254,-0.7534760431816325,-0.6597307671778053
363,363,363,12-29,0.7790972698813909,-0.4741453955812483,
364,364,364,12-30,0.9322578943583946,0.16139701536214227,
365,365,365,12-31,,,
