,unnamed: 0,unnamed: 0,mth_day,cannibalism,cannibalism_norm,cannibalism_ravg
69,69,69,03-10,1.2749566093630142,-0.21228655487849746,-0.07187117151484891
70,70,70,03-11,1.5079018946348417,0.571640119941072,-0.4250849960964109
71,71,71,03-12,1.392167686400073,0.18216182284445115,-0.5428801597600209
72,72,72,03-13,0.7915717673568899,-1.8390130688315705,-0.34733816031302034
73,73,73,03-14,1.0771210908887767,-0.8780589485019156,-0.5617820484816404
74,74,74,03-15,1.3652355767538702,0.09152766754833982,-0.8433122339761453
75,75,75,03-16,0.8926221821100838,-1.4989498838902175,-0.9114327407934284
76,76,76,03-17,1.0059585511117326,-1.1175409930259579,-0.7169010703791687
77,77,77,03-18,1.270714866361267,-0.2265612180592465,-0.4247734490898714
78,78,78,03-19,1.138404476955537,-0.6718230463460133,-0.2538100126823151
79,79,79,03-20,1.5979587222349347,0.8747067792338683,-0.05721804831595768
80,80,80,03-21,1.6700482160801928,1.1173082859936778,0.013046134016079422
81,81,81,03-22,1.2431282130370993,-0.3193980976920729,0.2504372301354884
82,82,82,03-23,1.1312333544075537,-0.6959558990337353,0.4211062296609611
83,83,83,03-24,1.6939621295259395,1.1977853586572076,0.36807777679617865
84,84,84,03-25,1.4426921614433936,0.3521909508068228,0.1945426937332423
85,85,85,03-26,1.5034136954341548,0.5565360620451734,-0.057551107444279125
86,86,86,03-27,1.3606505589224993,0.07609778761605983,0.06544276837266068
87,87,87,03-28,0.7936673311702602,-1.8319609047572007,-0.1984440634183884
88,88,88,03-29,1.3505205230356074,0.04200735586790343,-0.4388575610580874
89,89,89,03-30,1.2234753203468056,-0.38553563208908703,-0.6553561012933445
90,90,90,03-31,1.0140562245139555,-1.0902900350313711,-0.7979413478964149
91,91,91,04-01,1.1174160058340876,-0.7424551793663688,-0.28393917697238485
92,92,92,04-02,1.1064337143191376,-0.7794136920023623,-0.19355688261687573
93,93,93,04-03,1.7100875999189549,1.2520521207869788,0.2872598105337985
94,94,94,04-04,1.5116641352007036,0.5843011220009585,0.8304187263234986
95,95,95,04-05,2.0807288264241666,2.4993645268149582,0.9490291946402606
96,96,96,04-06,1.9824603825866967,2.168663459706829,1.137085087295275
97,97,97,04-07,1.328887947782989,-0.03079236946579697,0.7647715225118178
98,98,98,04-08,1.4417206867007302,0.3489216639277229,0.6989128052207096
99,99,99,04-09,1.046285545378471,-0.9818292679137632,0.2808584788945984
100,100,100,04-10,1.3942438852222614,0.18914881825431,-0.2564202282051313
101,101,101,04-11,1.3353750521500225,-0.008961431141709074,-0.16010232161703894
102,102,102,04-12,1.0245401149190752,-1.055008782891549,-0.09562706527167752
103,103,103,04-13,1.5006142299543093,0.5471150700627573,0.4423285756017572
104,104,104,04-14,1.5566743485528514,0.7357732019998916,0.290787759507796
105,105,105,04-15,2.005412725907392,2.2459045773268453,0.34653929367444114
106,106,106,04-16,1.1240600547501711,-0.7200960783094572,0.6763679877141766
107,107,107,04-17,1.4347750913216477,0.3255477738581617,0.5639023752010033
108,108,108,04-18,1.6125954141594359,0.9239633813468636,0.6190759201949293
109,109,109,04-19,1.3000980207347528,-0.12767860501628275,0.0863843506070429
110,110,110,04-20,1.6550438843084212,1.0668144719634476,0.065129958364535
111,111,111,04-21,1.0556709174549004,-0.9502448402004732,-0.04310847719896859
112,112,112,04-22,1.0861653590605531,-0.8476224317645046,-0.16259782790927266
113,113,113,04-23,1.2417955635703828,-0.32388283952285984,0.08166153233926911
114,114,114,04-24,1.3995565028768442,0.20702727708503912,-0.27145035878373763
115,115,115,04-25,1.7355907894928004,1.337877556474968,0.15172618796677548
116,116,116,04-26,1.0254767103418856,-1.0518568747745929,0.1953217407281408
117,117,117,04-27,1.8101571563049847,1.5888144403026054,0.3086579494918697
118,118,118,04-28,1.1638923618589967,-0.586049115196313,0.4819021622758382
119,119,119,04-29,1.443863968665827,0.35613441305951365,0.3425861862295537
120,120,120,04-30,1.7084355641329998,1.2464925537888496,0.4466445431982762
121,121,121,05-01,1.4872027642441819,0.5019817001972614,0.17527543849237615
122,122,122,05-02,1.2110035288130838,-0.4275067329622577,0.21044832675573708
123,123,123,05-03,1.3263301183420857,-0.03940018793279455,0.007494159581418544
124,124,124,05-04,1.226602501111971,-0.3750117856161475,-0.05357649319092617
125,125,125,05-05,1.0820146945835851,-0.8615905899863975,-0.3083085351977979
126,126,126,05-06,1.5995520083968855,0.8800686371547813,-0.3609005679557252
127,127,127,05-07,1.0330381330419838,-1.026410551843969,-0.5638697773948279
128,128,128,05-08,1.1172366003438587,-0.7430589295098216,-0.4025680456026508
129,129,129,05-09,0.9644540252362754,-1.2572154445674115,-0.35393782172154525
130,130,130,05-10,1.5141891782905483,0.5927986051369156,-0.5473140813730157
131,131,131,05-11,1.1687180693150878,-0.5698092466997642,-0.4079023997424615
132,132,132,05-12,1.2547792936808413,-0.28018892075404145,-0.5571630139530036
133,133,133,05-13,1.2815967928564052,-0.18994046206064347,-0.4242142911864021
134,134,134,05-14,0.8511181675315639,-1.6386226147730736,-0.4743304035612384
135,135,135,05-15,1.201489802786663,-0.4595231079678028,-0.18472908840817928
136,136,136,05-16,1.4248365962019889,0.2921019308878979,0.28987249453257985
137,137,137,05-17,1.685051520952917,1.1677986442185901,0.2920355092534405
138,138,138,05-18,2.1009518096553124,2.5674205768905134,0.3558036657598276
139,139,139,05-19,1.2854532562021437,-0.17696237373547924,0.5034553012534737
140,140,140,05-20,0.9648111331043286,-1.2560136757347509,0.4956273648509206
141,141,141,05-21,1.4647395692944989,0.4263867049940741,0.455192777407542
142,142,142,05-22,1.4108800800867374,0.2451343124725795,0.0653666232484406
143,143,143,05-23,1.6129602388772224,0.925191119558318,0.04320386630406526
144,144,144,05-24,1.4059263619659972,0.2284636519359049,0.0907355595631228
145,145,145,05-25,1.245939026838746,-0.30993891540173124,-0.06801298440527094
146,146,146,05-26,1.0495559251977926,-0.9708235161804056,-0.09072611626068956
147,147,147,05-27,1.1817049994882136,-0.5261045588162884,-0.0913489362504165
148,148,148,05-28,1.3703845810859292,0.10885552134006772,-0.06974367133048896
149,149,149,05-29,1.6118498060918092,0.9214541996199566,-0.14429735045866302
150,150,150,05-30,1.4444466325102103,0.3580952414554701,-0.16395690421741466
151,151,151,05-31,1.1130164313173676,-0.7572609901707756,-0.2400119552514174
152,152,152,06-01,1.0145046850314599,-1.0887808387329156,0.015104898806888216
153,153,153,06-02,1.0461055910596877,-0.9824348650203052,-0.02200988150095871
154,154,154,06-03,1.8252352980355064,1.6395566456899016,-0.050466695780230775
155,155,155,06-04,1.5456774456071818,0.698765517772875,0.13662076573367612
156,156,156,06-05,1.3937106573242288,0.18735435577983767,0.30039082654026866
157,157,157,06-06,1.4465767768930795,0.36526377891266576,0.5179730324978736
158,158,158,06-07,1.3064921738538562,-0.1061604738933604,0.2670092790439065
159,159,159,06-08,1.4340353605004343,0.32305837072532445,0.2877798079961376
160,160,160,06-09,1.3777891910025104,0.13377412496609928,0.6950543069977221
161,161,161,06-10,1.5827094559783397,0.8233886914862611,0.9316548946394184
162,162,162,06-11,2.1198449558594907,2.6310013497893454,1.4539401950655588
163,163,163,06-12,1.8684146335754976,1.7848673047628445,1.735265033739962
164,164,164,06-13,2.2376805276298146,3.0275513286634808,1.770774137820878
165,165,165,06-14,1.9356125888615656,2.0110074027717424,1.397100151057469
166,166,166,06-15,1.4410987732292904,0.3468287494515944,0.9926715815635268
167,167,167,06-16,0.9164818897435412,-1.4186552290941914,0.739099283834428
168,168,168,06-17,1.3987846971469495,0.2044299328256909,0.3125998489273401
169,169,169,06-18,1.4163177235286517,0.2634335183882525,-0.26816024012870665
170,170,170,06-19,1.477269874001489,0.4685547192209533,-0.4025534465791401
171,171,171,06-20,0.9001688748117258,-1.4735531315645385,-0.3463846359264753
172,172,172,06-21,1.2014876094244815,-0.4595304892510066,-0.5287790158100785
173,173,173,06-22,1.0166258958691836,-1.0816423651782026,-0.5648885574259918
174,174,174,06-23,1.073591699750275,-0.8899363464759278,-0.5755323862415823
175,175,175,06-24,1.3519376144474813,0.04677626869277264,-0.10024725698567144
176,176,176,06-25,1.4582928715383217,0.4046917463274098,0.07300760056880387
177,177,177,06-26,1.7475600932222342,1.3781576439709269,0.36521363476009777
178,178,178,06-27,1.5103856493620524,0.5799986560758456,0.4462608970218276
179,179,179,06-28,1.5376033304628491,0.6715938399695608,0.7081742940849199
180,180,180,06-29,1.2180917778914198,-0.4036527729055491,0.8896739068316603
181,181,181,06-30,1.8189059645887848,1.6182566510713263,0.6259718824039925
182,182,182,07-01,1.7818905785132513,1.4936894228078526,0.716446039348213
183,183,183,07-02,1.277402779175994,-0.20405450259508065,0.6348177497796924
184,184,184,07-03,1.6716930443728195,1.1228435977411697,0.6243502116885999
185,185,185,07-04,1.3920673321821408,0.18182410255843715,0.4187761878795975
186,186,186,07-05,1.1994290861496102,-0.4664580014521034,0.03301083868525775
187,187,187,07-06,1.452385718559238,0.38481250821731067,-0.04368798008127154
188,188,188,07-07,1.0941051858035733,-0.8209026723581859,-0.14372229749814386
189,189,189,07-08,1.140655589995116,-0.6642474151942563,0.06888502907444959
190,190,190,07-09,1.493340731411846,0.5226376932399359,0.06090275560135047
191,191,191,07-10,1.7711273330481585,1.4574680619939977,0.017233958044367354
192,192,192,07-11,1.185197400730281,-0.514351642290698,0.4398296354770845
193,193,193,07-12,1.3745281267884482,0.12279972287541192,0.8681902931801138
194,194,194,07-13,1.847555786194456,1.7146713922381174,0.6529949205180987
195,195,195,07-14,1.904384638741874,1.90591653102392,0.3177489650090818
196,196,196,07-15,1.109666473978511,-0.7685345427321545,0.6357861282490076
197,197,197,07-16,1.1734135372247263,-0.5540076710601037,0.5887581523608493
198,198,198,07-17,1.752229446693143,1.393871337148857,0.28609167884094616
199,199,199,07-18,1.2906814180777508,-0.15936813245353804,-0.0845462360456996
200,200,200,07-19,1.30792831632269,-0.10132744888130092,-0.1683521737745565
201,201,201,07-20,1.243570119304605,-0.3179109582959552,-0.07748254157133866
202,202,202,07-21,0.9602479222277504,-1.2713701691052959,-0.11576064982930225
203,203,203,07-22,1.3354260295359237,-0.008789877840796713,-0.20779609403451524
204,204,204,07-23,1.683982975683317,1.1642026876010756,-0.2762240524748419
205,205,205,07-24,1.126590386397239,-0.7115807976848161,-0.4946365979495285
206,206,206,07-25,1.1859273373169474,-0.5118951995232609,-0.35771443247687024
207,207,207,07-26,0.8541599281721974,-1.628386231144075,-0.4871214266169772
208,208,208,07-27,1.2043679956012392,-0.44983717626934655,-0.7749597401321159
209,209,209,07-28,1.1047048399062294,-0.7852318426814382,-0.8193763549794925
210,210,210,07-29,1.1707927995532983,-0.5628271934897573,-0.6860162394940519
211,211,211,07-30,1.0473995027436442,-0.9780804867690748,-0.3892649185227287
212,212,212,07-31,1.423696591586474,0.2882654933893814,-0.31203109624828945
213,213,213,08-01,1.3832412058391446,0.15212169468386455,0.0021601404394146297
214,214,214,08-02,1.3420690485714837,0.013565757377288644,0.12442880637823404
215,215,215,08-03,1.6648799400351102,1.0999155774447864,0.4102925808732361
216,216,216,08-04,1.3887869833089121,0.1707848021431593,0.3846368373472365
217,217,217,08-05,1.5570692509808473,0.7371021602009377,0.5336840343308054
218,218,218,08-06,1.3779546770440172,0.1343310322333835,0.4349865541213545
219,219,219,08-07,1.6489791346700131,1.0464048765852774,0.364519623189054
220,220,220,08-08,1.1661001977478316,-0.5786191238794165,0.13982332674368114
221,221,221,08-09,1.5392436539727716,0.6771139918509839,0.008838098324792376
222,222,222,08-10,0.9881734216869328,-1.1773929765290778,-0.15707814954499796
223,223,223,08-11,1.3235342096522205,-0.04880921031239492,-0.2311317237290859
224,224,224,08-12,1.0821407270965542,-0.8611664549853584,-0.19984571855889044
225,225,225,08-13,1.5169481818948862,0.6020834314807497,-0.4722012824795332
226,226,226,08-14,1.2218803692879654,-0.3909030928582438,-0.3041769731575197
227,227,227,08-15,1.0536578467481408,-0.9570193916728724,-0.3579583884247837
228,228,228,08-16,1.2877458581775794,-0.16924712059699715,-0.32073343298856066
229,229,229,08-17,1.2276467176902541,-0.3714977019159784,-0.6695742859996746
230,230,230,08-18,1.148509520060395,-0.6378167223680206,-0.6665182829882103
231,231,231,08-19,0.8949958899575458,-1.490961686585934,-0.12764932213353286
232,232,232,08-20,1.2273289515303871,-0.3725670747894576,0.2386816479334265
233,233,233,08-21,2.014413395774337,2.276194373455192,0.3830388592768393
234,234,234,08-22,1.9408814771112817,2.0287386998047587,0.7663970331779836
235,235,235,08-23,1.485022818217844,0.4946455661444986,1.465935991541059
236,236,236,08-24,1.8320031327856623,1.6623323210388452,1.750351879936674
237,237,237,08-25,2.1422117899814834,2.7062720635925195,1.341150842888608
238,238,238,08-26,1.7344172473080943,1.3339282555842311,0.8504133018178628
239,239,239,08-27,1.2848442508236664,-0.17901184883320376,0.7675179980528805
240,240,240,08-28,1.0659399793649709,-0.9156865466197116,0.9232545302663224
241,241,241,08-29,1.3372278460336935,-0.002726256445395659,0.4269268626834493
242,242,242,08-30,2.109667552857006,2.596751514319498,0.2674364814734566
243,243,243,08-31,1.2573035926172038,-0.27169394190472035,0.5049860392748182
244,244,244,09-01,1.450060047515458,0.3769859683242754,0.4564091936790622
245,245,245,09-02,1.7083740371086216,1.2462854979749656,0.7517821871469161
246,246,246,09-03,0.9793317733805528,-1.2071476201942477,0.3126060474090775
247,247,247,09-04,1.863851688046464,1.7695117043617277,0.3241625733173065
248,248,248,09-05,1.3266554591861992,-0.03830532410753423,0.1246284214743878
249,249,249,09-06,1.2779078530225276,-0.20235478645534632,-0.026541995203428214
250,250,250,09-07,1.094308357347097,-0.8202189427332369,0.5253969146599822
251,251,251,09-08,1.4388505959338718,0.33926299790806946,0.3930473454836951
252,252,252,09-09,1.9633898819301512,2.1044858389862147,0.7554002512785808
253,253,253,09-10,1.6278841481910078,0.9754142893040056,0.84582463738079
254,254,254,09-11,1.9726985424546155,2.13581211066178,1.2516479680470172
255,255,255,09-12,1.4391265110376317,0.34019153015790843,1.4921660920535926
256,256,256,09-13,1.8178553514873264,1.614721041264125,1.2681948903073568
257,257,257,09-14,1.8676730723930528,1.7823717419475236,1.2333293507622287
258,258,258,09-15,1.5640690998267028,0.7606586285087974,0.8793449043835061
259,259,259,09-16,1.5657219844348222,0.7662210520332379,1.0617202645796875
260,260,260,09-17,1.3415756798797926,0.011905432389443922,0.9550971143315468
261,261,261,09-18,1.7642855980190502,1.4344436913349958,0.8993169255277564
262,262,262,09-19,1.6277557341460689,0.9749821397752808,0.704341129034085
263,263,263,09-20,1.768221944545623,1.4476906091247816,0.5059261953153286
264,264,264,09-21,1.216444552831102,-0.4091961504532321,0.5294484085414527
265,265,265,09-22,1.2119657608853849,-0.4242685502793,0.6368078002203769
266,266,266,09-23,1.3835136991832846,0.1530387117461884,0.49379909862809
267,267,267,09-24,1.955697868512432,2.0786000414085413,0.3386687397676913
268,268,268,09-25,1.3727839068656436,0.11692993022155895,0.3958848616292836
269,269,269,09-26,1.4916382777833672,0.5169084559623899,0.4649378400209589
270,270,270,09-27,1.318455821925349,-0.0658994192836786,0.5353137509117959
271,271,271,09-28,1.3350810950129328,-0.00995067992924782,0.2130911193040951
272,272,272,09-29,1.5089877045869453,0.5752941770912106,0.0026193172876683643
273,273,273,09-30,1.3812035037824333,0.14526425176233632,-0.3192589868275773
274,274,274,10-01,0.9975313568206284,-1.1459008818770016,-0.3572512644984068
275,275,275,10-02,0.9177578184238574,-1.414361368729084,-0.3124059542033465
276,276,276,10-03,1.2507189614936398,-0.2938530853086553,-0.4376350717334285
277,277,277,10-04,1.4150363046161083,0.2591211818411135,-0.4399026918797617
278,278,278,10-05,1.285715298293857,-0.17608052808928118,0.03448065822302315
279,279,279,10-06,1.3771605382436167,0.13165853088433704,0.08607915768339225
280,280,280,10-07,1.8433147830064969,1.7003992187397077,-0.06180058768701485
281,281,281,10-08,1.0097533651693005,-1.1047703719668696,-0.1981039996233229
282,282,282,10-09,0.9870624953133306,-1.1811315575310979,0.12554949406865715
283,283,283,10-10,1.1720194139024351,-0.5586992897767349,0.25540006704259216
284,284,284,10-11,1.8627607631747758,1.7658404340625993,-0.1255254367640371
285,285,285,10-12,1.60867258957994,0.9107619687279472,-0.2342251553877063
286,286,286,10-13,1.1641584052345073,-0.585153804100068,-0.1909130393779785
287,287,287,10-14,0.8159514106465566,-1.756968683708885,-0.0417014703659195
288,288,288,10-15,1.0642841555299678,-0.9212588614727316,-0.1872330000259856
289,289,289,10-16,1.4380504034770998,0.33657012429561944,-0.4680210247846553
290,290,290,10-17,1.6032909572735117,0.8926512561022026,-0.5317752328828594
291,291,291,10-18,1.1080524528047055,-0.7739661798240715,-0.4394568025495317
292,292,292,10-19,1.050490308436037,-0.967679052689293,-0.5455326135382021
293,293,293,10-20,0.9805469814871128,-1.2030581017089186,-0.8826711493465796
294,294,294,10-21,0.875160395528688,-1.5577137274047537,-1.0096887119771705
295,295,295,10-22,0.8369623048886612,-1.6862610905546451,-1.1693914196765796
296,296,296,10-23,1.3768299120361471,0.13054588031865774,-0.9771936394757168
297,297,297,10-24,0.8233166937189367,-1.732182426020526,-0.9010730809268518
298,298,298,10-25,1.3931618988457397,0.18550762851588296,-0.8094576241026531
299,299,299,10-26,1.1162631840028447,-0.7463347504157295,-0.5648739484320321
300,300,300,10-27,1.0385026269699162,-1.0080209864595608,-0.3368705741065426
301,301,301,10-28,1.273033299271178,-0.2187590365309197,-0.08673450510380565
302,302,302,10-29,1.7833397001161218,1.498566126271595,0.4055832313673111
303,303,303,10-30,1.2692871128071292,-0.2313660120041044,0.477383982114955
304,304,304,10-31,2.270920744796788,3.139414047342584,0.6250662356303214
305,305,305,11-01,1.2442775524601308,-0.3155302459298665,0.7657216332896861
306,306,306,11-02,1.301806982694064,-0.1219274653673622,0.5891067428324296
307,307,307,11-03,1.5238093944231204,0.6251733494252683,0.7299108730438567
308,308,308,11-04,1.4684510196132872,0.4388767835280558,0.5763064407654239
309,309,309,11-05,1.520328384903923,0.6134587692644582,0.5236589475177287
310,310,310,11-06,1.9970576697507545,2.2177874536719875,0.3181270571079728
311,311,311,11-07,1.1504117428580758,-0.6314152054160385,0.1871412293960292
312,312,312,11-08,0.9353618567773204,-1.355118807825897,0.4561582158746316
313,313,313,11-09,1.2902732846081455,-0.16074161684639346,0.3796822447931702
314,314,314,11-10,1.9480844394556376,2.05297870239967,0.084762127759816
315,315,315,11-11,1.383978513374589,0.15460294277568962,0.0873292830065998
316,316,316,11-12,1.471241266241732,0.4482667514718622,0.2051386027497313
317,317,317,11-13,1.1549887529063951,-0.6160122739353356,0.219359756368616
318,318,318,11-14,1.1454054218969287,-0.6482628893671082,-0.20005025694086612
319,319,319,11-15,1.315628339817165,-0.07541469513308582,-0.1296284773616854
320,320,320,11-16,1.2003135955659967,-0.4634813774572226,0.028460033561104187
321,321,321,11-17,1.5095342985801201,0.5771336202507742,0.1928430926311789
322,322,322,11-18,1.7530990556854982,1.3967978170085995,0.1474462050385799
323,323,323,11-19,1.4480691632476888,0.3702860804851125,0.022007293829472727
324,324,324,11-20,1.064466798907897,-0.9206442149227022,-0.11540285460888886
325,325,325,11-21,1.0919818900071625,-0.8280481623877288,0.02730352810509469
326,326,326,11-22,0.9553234918582572,-1.2879422680873922,-0.09851129705911707
327,327,327,11-23,1.7639671181221064,1.4333719165346754,-0.20487361708344687
328,328,328,11-24,1.5287823846444366,0.6419088660233291,-0.10492186264888446
329,329,329,11-25,1.2584345830547627,-0.2678878396608664,0.0229094988230009
330,330,330,11-26,1.2426719093963574,-0.3209336883153278,0.09593485973037442
331,331,331,11-27,1.3198938663787392,-0.06105999355641666,-0.3446493455347803
332,332,332,11-28,1.0855212315835563,-0.8497901026431508,-0.5517145941001914
333,333,333,11-29,0.9784445685389463,-1.2101333150562523,-0.7690615905527395
334,334,334,11-30,1.159603417174908,-0.6004826253691383,-0.7975840937274549
335,335,335,12-01,0.870924171293866,-1.5719698183761543,-0.7520622634566476
336,336,336,12-02,1.1918188167376855,-0.4920687073636195,-0.7200525558184087
337,337,337,12-03,1.4010552510781658,0.2120709880684265,-0.5531177104470066
338,338,338,12-04,1.1425917004177004,-0.6577318568137167,-0.8076005479134974
339,339,339,12-05,1.2760745874623354,-0.20852424282784046,-0.6802408261271972
340,340,340,12-06,0.7058830955589105,-2.1273796501680824,-0.7490775705714356
341,341,341,12-07,1.0979952559496755,-0.807811487658353,-0.8244874751357059
342,342,342,12-08,1.0690890085542528,-0.9050891740290506,-0.8238268089703014
343,343,343,12-09,1.2666060815681093,-0.24038843931719464,-0.95123064131198
344,344,344,12-10,1.1437696095766534,-0.6537678598212898,-0.7170401003557219
345,345,345,12-11,1.048924857599752,-0.972947236877912,-0.5627228614696406
346,346,346,12-12,1.1234240528192974,-0.7222364044305328,-0.2957479410836483
347,347,347,12-13,1.3731292019373105,0.1180919456581348,-0.29624438537593195
348,348,348,12-14,1.5450816057245356,0.6967603482869038,-0.4093680888127357
349,349,349,12-15,1.2657209654392505,-0.2433671050708969,-0.22130714698593654
350,350,350,12-16,0.9420800826257532,-1.3325100804421124,0.0003944772460968878
351,351,351,12-17,1.3842208322066774,0.15541841408288315,0.1954573207214332
352,352,352,12-18,1.5186983795706746,0.6079733409616677,-0.16563207499849678
353,353,353,12-19,1.7209089459784561,1.2884690065101527,-0.2781538918235842
354,354,354,12-20,0.9012912488218,-1.4697760260326762,-0.1734923985012108
355,355,355,12-21,1.0651045489179691,-0.9184980060214216,-0.3239811231013769
356,356,356,12-22,1.1286822397055631,-0.7045411205078721,-0.6875027444169275
357,357,357,12-23,1.1159127875270063,-0.7475139335181135,-1.0293158459964478
358,358,358,12-24,0.8705715802167543,-1.5731563869316358,-0.9298253317468804
359,359,359,12-25,1.1114865113451462,-0.7624096029669696,-0.7358114711263025
360,360,360,12-26,1.0786740089814069,-0.8728329405352717,-0.8649454253441423
361,361,361,12-27,1.4110140495943009,0.24558515770204656,-0.9496514030480252
362,362,362,12-28,0.8984478560333095,-1.4793448458149108,-0.7870843248338927
363,363,363,12-29,0.9648895443518596,-1.255749799741409,
364,364,364,12-30,1.1604142578047922,-0.5977539176468424,
365,365,365,12-31,,,
