,unnamed: 0,unnamed: 0,mth_day,aliens,aliens_norm,aliens_ravg
215,215,215,08-03,5.251450650915229,-0.524796689064546,0.0917898879654403
216,216,216,08-04,6.476183003575835,0.9332218866743552,0.3651585949233969
217,217,217,08-05,5.719326690850584,0.032200075074945045,0.3873414437230979
218,218,218,08-06,5.897629706948062,0.2444661338719045,0.05364690795724684
219,219,219,08-07,6.027632836665312,0.39923217530142496,0.1324644723646301
220,220,220,08-08,5.051829006953847,-0.7624421341146029,0.1070324101649942
221,221,221,08-09,5.648690121086093,-0.051891302620246466,0.08922852079760167
222,222,222,08-10,6.348005750326567,0.7806295134765397,0.14988603907924636
223,223,223,08-11,5.629595326624094,-0.07462326112941005,0.1402811396511117
224,224,224,08-12,6.203342787595132,0.6084112435617728,0.5202761916298128
225,225,225,08-13,5.979224272044414,0.34160277873261696,0.3471075135525725
226,226,226,08-14,6.9669989852515934,1.5175281777576033,0.09918025154579106
227,227,227,08-15,4.775922300273453,-1.090903371083688,0.007923698368006228
228,228,228,08-16,5.0984556666492615,-0.7069340585641485,-0.2618380543553283
229,229,229,08-17,5.169663519462508,-0.622162580196119,-0.5538348437662669
230,230,230,08-18,4.8437471628140285,-1.0101592727782347,-1.0641048390800512
231,231,231,08-19,4.507564359824022,-1.4103779577330149,-0.7046716895392313
232,232,232,08-20,4.395245035397881,-1.5440917941251011,-0.7029085763430833
233,233,233,08-21,6.587460565366879,1.0656955261612309,-0.23951150674771865
234,234,234,08-22,5.10734173357045,-0.6963553793872609,-0.2022792380663687
235,235,235,08-23,7.5051785507738575,2.1582198373760693,-0.04470925460466702
236,236,236,08-24,5.031397298864835,-0.7867656606901348,0.1582620863273055
237,237,237,08-25,5.301714968457834,-0.4649580569628047,0.2918809069379126
238,238,238,08-26,5.418217878290421,-0.32626374853326623,0.2868353417964513
239,239,239,08-27,7.2608976336562066,1.8674084498248733,-0.1670491787382166
240,240,240,08-28,5.081912152758399,-0.7266287702360282,0.12755701930395802
241,241,241,08-29,5.217606639467007,-0.5650872858319381,0.3329904494008037
242,242,242,08-30,6.516208595677295,0.9808715275629128,0.41224368880411255
243,243,243,08-31,6.337096707802853,0.7676425236182699,-0.029911755618813762
244,244,244,09-01,5.817653144612176,0.14925568788658658,-0.10699922249099612
245,245,245,09-02,5.032440109037832,-0.7855242167126842,-0.026679720961861383
246,246,246,09-03,4.6933923510192415,-1.1891535714691224,-0.3927556641180054
247,247,247,09-04,5.622415852638185,-0.08317027665712971,-0.3905988499740217
248,248,248,09-05,4.671190739631695,-1.2155841313739513,-0.457711815373295
249,249,249,09-06,6.347967022234098,0.780583408482172,-0.31851707020642955
250,250,250,09-07,5.479404696854943,-0.2534221045090536,-0.2601288823392217
251,251,251,09-08,5.7339797624944975,0.04964425428850847,-0.4149248009978125
252,252,252,09-09,4.987668036737256,-0.8388244442658752,-0.18107348185088468
253,253,253,09-10,4.842246493499872,-1.0119457886086745,-0.2877751941706949
254,254,254,09-11,5.849798259607044,0.18752378350761573,-0.5527268917122709
255,255,255,09-12,5.81019181962615,0.14037313456331055,-0.7202998680694881
256,256,256,09-13,4.144051685839703,-1.8431322897585087,-0.5995289789794643
257,257,257,09-14,4.889414203489986,-0.9557936038547954,-0.5145018561761647
258,258,258,09-15,5.596351702045889,-0.11419910972573274,-0.1847613060872019
259,259,259,09-16,5.270782054913031,-0.5017830517888769,-0.17767348048318424
260,260,260,09-17,7.511686220698607,2.1659670840413927,0.4154121682381717
261,261,261,09-18,5.845914365847582,0.18290008818741652,1.1032326225730351
262,262,262,09-19,7.133195420937732,1.715381602569627,1.2255907480487516
263,263,263,09-20,8.35602009149266,3.1711291221543867,1.4363787701853428
264,264,264,09-21,6.213035017503941,0.6199496431285636,1.1546794594500571
265,265,265,09-22,6.333150866503209,0.7629450810306705,1.4268941705536191
266,266,266,09-23,6.091925463241098,0.4757712196296786,1.1313372973230489
267,267,267,09-24,7.217872868048706,1.8161883548087905,0.4033271281747559
268,268,268,09-25,5.643592733894143,-0.0579596368137967,0.12898144610666165
269,269,269,09-26,4.686858578499,-1.1969318927353716,0.09201363958892966
270,270,270,09-27,4.8303364501502735,-1.0261244492800017,-0.13406360941012985
271,271,271,09-28,6.146833616218991,0.5411382419242785,-0.6552349109187663
272,272,272,09-29,4.952499152807423,-0.8806922743646785,-0.9350290190867232
273,273,273,09-30,4.5911764808135125,-1.310839454243028,-1.1786611382550334
274,274,274,10-01,4.233434171887661,-1.7367242858215388,-0.9160430510077856
275,275,275,10-02,3.4589559572660287,-2.658724607745232,-1.227525762242918
276,276,276,10-03,6.153928096501759,0.5495840742034854,-1.441247647743223
277,277,277,10-04,4.576964918692506,-1.3277580254865158,-1.3396914149675112
278,278,278,10-05,3.8753437091141336,-2.163023587366508,-1.3095970856807104
279,279,279,10-06,5.103018535356797,-0.7015020575887585,-0.8767955030111386
280,280,280,10-07,4.3851091888831935,-1.5561583101007337,-1.2175414191282523
281,281,281,10-08,5.640270143785948,-0.06191511172779999,-1.1291375246910071
282,282,282,10-09,4.436573237861031,-1.494891422499197,-0.7943972563942486
283,283,283,10-10,5.022519363965404,-0.7973346588630423,-0.5461491246635295
284,284,284,10-11,5.562430183085425,-0.15458197758595815,0.0024151835647713647
285,285,285,10-12,6.354185798150066,0.7879867327955566,-0.10949545223812636
286,286,286,10-13,7.1498659635145625,1.7352275392690717,0.2241715413081564
287,287,287,10-14,5.076242036509603,-0.7333789265451862,0.1109455584035719
288,288,288,10-15,6.11825042144848,0.5071105387784992,0.005168818130128594
289,289,289,10-16,4.451861924893623,-1.476690556290549,-0.32332905802817197
290,290,290,10-17,5.029316827216643,-0.789242419226618,-0.5830902387639393
291,291,291,10-18,4.698560897044219,-1.1830005241542465,-0.3910351687769104
292,292,292,10-19,5.840673087760482,0.1766604548544675,0.003541228831006363
293,293,293,10-20,6.0441970198804045,0.4189514933769874,0.4105148286133299
294,294,294,10-21,8.106910186644352,2.874568924426,0.7584075496045593
295,295,295,10-22,6.503003423195437,0.9651510424033924,1.1196085263391344
296,296,296,10-23,6.78269148681106,1.2981139067207583,1.1402168617972162
297,297,297,10-24,6.519008987543709,0.9842053362532038,1.1126839387731102
298,298,298,10-25,5.944538822765424,0.3003104676029585,0.6248236919602745
299,299,299,10-26,5.90543145618168,0.2537539552323517,0.5824654623918876
300,300,300,10-27,5.648101069431843,-0.052592556451014974,0.21615402552108776
301,301,301,10-28,6.2895185128504325,0.7110016649930709,0.1956600636556347
302,302,302,10-29,4.936486745594092,-0.8997547145040404,0.2618738154320144
303,303,303,10-30,6.4157196939155,0.8612415650604853,0.3414865818518016
304,304,304,10-31,6.278255245893187,0.6975929782612368,0.3473477971345563
305,305,305,11-01,6.3066787338566375,0.7314305537510748,0.20412631452972105
306,306,306,11-02,5.6776415160440274,-0.017425264754486722,0.16152760008148062
307,307,307,11-03,5.567684156577162,-0.14832723063594044,0.047873310331956166
308,308,308,11-04,4.7217897946718965,-1.1553470011934828,0.03630112297882602
309,309,309,11-05,5.842903594075223,0.17931582656333875,-0.07304348298567832
310,310,310,11-06,6.219931576449213,0.6281598541424559,0.1335244953924647
311,311,311,11-07,5.7555833826367655,0.07536291796404873,0.3152916622468739
312,312,312,11-08,6.718741363548495,1.2219826055143714,0.31085487971910697
313,313,313,11-09,6.483788245793865,0.9422757704905148,0.19897998620752466
314,314,314,11-10,4.699428470088408,-1.1819676963600845,0.20838833176147292
315,315,315,11-11,5.27905562746894,-0.491933534506155,0.15043553871925147
316,316,316,11-12,6.267349512173762,0.684609927466146,0.22182901012790315
317,317,317,11-13,5.463502081011853,-0.27235384028928034,0.035135368300144
318,318,318,11-14,7.078563504327244,1.6503434339662817,0.21966929482605893
319,319,319,11-15,5.542854788619171,-0.17788608047604004,0.3236765057529583
320,320,320,11-16,5.629476991035053,-0.07476413720459496,0.14711785617195142
321,321,321,11-17,5.803250579104374,0.1321097310552416,0.2551071676491181
322,322,322,11-18,5.377496280334077,-0.3747419700198956,0.12914842862335538
323,323,323,11-19,6.007766766147032,0.3755820285737199,0.19371922831397195
324,324,324,11-20,6.443733144746924,0.8945909998117048,0.022930923924292246
325,325,325,11-21,5.868290755214541,0.2095387176676595,0.2044783545190494
326,326,326,11-22,4.768706221762443,-1.0994939635426733,0.5117470079320376
327,327,327,11-23,6.7182472005121205,1.2213943146237844,0.4685200719237391
328,328,328,11-24,6.92612618281374,1.4688699504580338,0.4449102670467345
329,329,329,11-25,5.789903586966659,0.11622041252392852,0.5166053697569722
330,330,330,11-26,6.324740044025072,0.7529321705496783,0.6408379460197754
331,331,331,11-27,6.229633113717978,0.6397093339290849,0.4829283204662846
332,332,332,11-28,5.3948367441105125,-0.354098505965854,0.32583251432812016
333,333,333,11-29,5.922384800279511,0.27393656130283983,0.452263455941469
334,334,334,11-30,6.134365421546883,0.5262951136290469,0.4273125231554136
335,335,335,12-01,6.427113841271162,0.8748060622040218,0.5403326663501363
336,336,336,12-02,6.198987676583568,0.6032265738333453,0.5686723445910723
337,337,337,12-03,6.799253123405836,1.317830193097422,0.4043218683258058
338,338,338,12-04,5.5376683433090745,-0.1840604365202389,0.2505380847705854
339,339,339,12-05,5.094060598626967,-0.7121662962887593,0.14798072617305918
340,340,340,12-06,5.359297209788943,-0.3964075877022751,0.06199397579672861
341,341,341,12-07,5.9102261259792614,0.2594619106188642,-0.0965205849751406
342,342,342,12-08,5.765615605040487,0.08730607157536184,-0.1408831140709412
343,343,343,12-09,6.000341857765584,0.3667428284662066,-0.1343470004213713
344,344,344,12-10,5.314081790159956,-0.4502356110950425,-0.16598365131829265
345,345,345,12-11,5.127002523978932,-0.6729496143913398,-0.3713451818455436
346,346,346,12-12,5.199848912511993,-0.5862274930838034,-0.3650524871094927
347,347,347,12-13,4.875206759503108,-0.9727072725446414,-0.3811253193963151
348,348,348,12-14,5.79733070232484,0.12506223999166746,-0.21187770465391031
349,349,349,12-15,5.919334998066626,0.2703058347452728,0.28150143955541856
350,350,350,12-16,6.1670875042220565,0.5652500773593857,0.542584330993885
351,351,351,12-17,7.6136268102364895,2.2873252508646336,0.5931100364909789
352,352,352,12-18,6.515703192525479,0.980269855546996,0.466062693336541
353,353,353,12-19,5.129855639262131,-0.6695530395620777,0.4222395405961947
354,354,354,12-20,5.157013792499631,-0.6372218189349603,0.23143474749326026
355,355,355,12-21,5.698466894533078,0.007366918303195221,-0.2257328646976475
356,356,356,12-22,5.2054338996205525,-0.5795786812582213,-0.4945909806898166
357,357,357,12-23,5.309508160904264,-0.4556804222808129,-0.5860631528659693
358,358,358,12-24,5.160661884780357,-0.632878840406019,-0.38658706446889984
359,359,359,12-25,4.668837115233377,-1.2183860726189937,-0.5449029644961344
360,360,360,12-26,6.162370609376677,0.5596347114474564,-0.6482314234268566
361,361,361,12-27,4.900556876388047,-0.9425284818602124,-0.7973286550935456
362,362,362,12-28,4.684659848965329,-1.199549434842554,-0.6706256054043841
363,363,363,12-29,4.558060107966585,-1.3502638122809474,
364,364,364,12-30,5.79924356014662,0.12733945772894986,
365,365,365,12-31,,,
