,unnamed: 0,unnamed: 0,unnamed: 0.1,mth_day,zombies,zombies_norm,zombies_ravg
26,26,26,26,01-27,0.4730911534319148,-0.34953099138373256,-0.21420115649390178
27,27,27,27,01-28,0.4806058342472624,-0.31178028543488306,-0.4039824397536214
28,28,28,28,01-29,0.505085963526731,-0.18880205326145225,-0.4061097294571064
29,29,29,29,01-30,0.4948725629783133,-0.2401100316460669,-0.3103232069349489
30,30,30,30,01-31,0.4609733017695638,-0.4104061590825265,-0.3863093503696256
31,31,31,31,02-01,0.4707464716635455,-0.3613097208010305,-0.2774412995310836
32,32,32,32,02-02,0.3823360377409116,-0.8054478519917929,-0.1379352793505828
33,33,33,33,02-03,0.6106339170305367,0.3414280195963689,-0.07053549914443664
34,34,34,34,02-04,0.6717069345193832,0.6482340678215526,-0.012455372479591989
35,35,35,35,02-05,0.5753724353716991,0.16428864959081,0.12610777389781977
36,36,36,36,02-06,0.5303421152999872,-0.06192539909345851,0.19996208775902022
37,37,37,37,02-07,0.6362413081109576,0.4700691574634399,0.024293137972894414
38,38,38,38,02-08,0.4705449728938715,-0.3623219688245903,-0.27933369981690265
39,39,39,39,02-09,0.4008212440809938,-0.7125856791203858,-0.543763184489891
40,40,40,40,02-10,0.3090659641404166,-1.17352695891723,-0.5144670227292276
41,41,41,41,02-11,0.2595473732109888,-1.42228825844712,-0.7223912260766004
42,42,42,42,02-12,0.5653323968133138,0.11385157147052195,-0.7811708110232995
43,43,43,43,02-13,0.3879041208713828,-0.7774760626207968,-0.539964044401474
44,44,44,44,02-14,0.40034075155853294,-0.7149994785047845,-0.1754639975770204
45,45,45,45,02-15,0.6889099273688288,0.7346549206105668,0.241359139985719
46,46,46,46,02-16,0.744411705135518,1.0134733220294925,0.236377694471665
47,47,47,47,02-17,0.7573859311674644,1.0786505669293165,0.59391465460194
48,48,48,48,02-18,0.5593827375267486,0.08396289838619793,0.6138143342247439
49,49,49,49,02-19,0.8149334016550257,1.3677456981608538,0.603776731684522
50,50,50,50,02-20,0.4241082128975077,-0.5956014007679611,0.40533405830131136
51,51,51,51,02-21,0.6769213760537951,0.6744293053692356,0.30447705256626234
52,52,52,52,02-22,0.5073989161339588,-0.17718271826977106,0.5709236885305357
53,53,53,53,02-23,0.6369259524135567,0.4735085325190226,0.49964161524578277
54,54,54,54,02-24,0.8776170126114469,1.682642714171838,0.9574643051081247
55,55,55,55,02-25,0.7297966580958037,0.940053258452336,0.7352021316234133
56,56,56,56,02-26,0.9709151609319524,2.151334738406091,0.7920453397802807
57,57,57,57,02-27,0.4114594331710159,-0.6591437355390323,0.5149051532646953
58,58,58,58,02-28,0.5752903987035298,0.16387653067143315,0.5474471682040579
59,59,59,59,02-29,0.30591968531078434,-1.1893325865744897,0.25863126757233396
60,60,60,60,03-01,0.9164840243736524,1.8778948038080137,-0.0837130897897433
61,61,61,61,03-02,0.3848453381519675,-0.7928421453380078,-0.27148118294083684
62,62,62,62,03-03,0.5620313782556136,0.09726859423362727,-0.17103623868637832
63,63,63,63,03-04,0.18719597872084776,-1.7857522944455937,0.09409321010547023
64,64,64,64,03-05,0.6952582260512415,0.7665461961981843,-0.15442979758257103
65,65,65,65,03-06,0.6225807594299292,0.4014441061766016,-0.30508759544355124
66,66,66,66,03-07,0.6196570859991054,0.3867567576797662,-0.15390800141743546
67,67,67,67,03-08,0.2049050851454528,-1.6967889325038892,0.0851282790147534
68,68,68,68,03-09,0.7425948458272247,1.004346158390322,-0.1538304475033168
69,69,69,69,03-10,0.4726923113991861,-0.3515346118524605,-0.3950745091509554
70,70,70,70,03-11,0.4098545209774899,-0.6672061629102367,-0.41734455603530285
71,71,71,71,03-12,0.33444753230516044,-1.0460202637092302,0.05352936015560935
72,72,72,72,03-13,0.5930585432901899,0.2531364763736816,-0.22443213419355104
73,73,73,73,03-14,0.7672999483157291,1.128454564641584,0.02986309194209195
74,74,74,74,03-15,0.4106076381991827,-0.6634228077046405,0.48124129347619915
75,75,75,75,03-16,0.7764133797996394,1.1742367449613975,0.4835035414903131
76,76,76,76,03-17,0.9489644040292768,2.0410630462944064,0.26534369606679264
77,77,77,77,03-18,0.33714947993616706,-1.0324467756245466,0.2538464108366488
78,78,78,78,03-19,0.3324962734394538,-1.0558225961674412,0.2832823737113607
79,79,79,79,03-20,0.7535680045161178,1.0594708532607209,0.16767714821900537
80,80,80,80,03-21,0.4457648931330003,-0.4868070304563687,-0.033010032835309865
81,81,81,81,03-22,0.6383386580174671,0.4806053920072656,-0.02466995699482862
82,82,82,82,03-23,0.7092708558240931,0.8369399599685151,0.2351894947436554
83,83,83,83,03-24,0.3471105664390675,-0.9824063205816592,-0.07881736698360818
84,84,84,84,03-25,0.6428630526957397,0.5033341142634628,-0.11044687122724173
85,85,85,85,03-26,0.3785295070257774,-0.8245703171028606,-0.4027270038629878
86,86,86,86,03-27,0.4079877513130872,-0.6765840559181701,-0.4959712949579675
87,87,87,87,03-28,0.2892497840131885,-1.273075403807211,-0.2637043866624181
88,88,88,88,03-29,0.5979032295262094,0.2774742133986371,-0.36770076555363457
89,89,89,89,03-30,0.6245218046035051,0.411195129191637,0.08307132413343093
90,90,90,90,03-31,0.5186535196006494,-0.12064415908383593,0.25744151006489774
91,91,91,91,04-01,0.9169154718957284,1.8800622210195324,0.17839266707235735
92,92,92,92,04-02,0.6162492274449339,0.3696370596706307,0.18769353205602898
93,93,93,93,04-03,0.1948366901680544,-1.7473684617624534,0.05087890591152532
94,94,94,94,04-04,0.6090118480119623,0.3332794033006667,-0.028318369344872862
95,95,95,95,04-05,0.4611153378094635,-0.4096926276753849,0.12447973183332324
96,96,96,96,04-06,0.42406314360024616,-0.595827810622225,-0.01053548650679729
97,97,97,97,04-07,1.0994120261749185,2.7968508280887088,0.2772651693485498
98,98,98,98,04-08,0.4549919085886671,-0.4404542503700925,0.3374777464867214
99,99,99,99,04-09,0.5385754382801068,-0.02056452663037119,0.4094415700110179
100,100,100,100,04-10,0.6809275836608705,0.694554866129697,0.26195731382576254
101,101,101,101,04-11,0.5470663393250105,0.022090313470393984,-0.26842233823927025
102,102,102,102,04-12,0.24791325458526936,-1.4807333477337572,-0.14499411576513513
103,103,103,103,04-13,0.4659456531289408,-0.3854270843014878,-0.2075584410466668
104,104,104,104,04-14,0.6024101364897166,0.300115084474718,-0.5223367616203531
105,105,105,105,04-15,0.4638508592660893,-0.3959504783195612,-0.530606778413979
106,106,106,106,04-16,0.3049676834819182,-1.1941150573124208,-0.2975986532176563
107,107,107,107,04-17,0.5371889288269073,-0.027529787291360963,-0.24962280856949068
108,108,108,108,04-18,0.5262097755465585,-0.08268459655582136,-0.2870003022070661
109,109,109,109,04-19,0.5232462757768178,-0.09757201641249398,-0.47211675835044936
110,110,110,110,04-20,0.5577678029538125,0.07585012264926545,-0.22785776536906266
111,111,111,111,04-21,0.2427544246504278,-1.506649215179861,-0.1725895278809392
112,112,112,112,04-22,0.5967018361126638,0.2714389005758997,-0.326627609986251
113,113,113,113,04-23,0.6031993230981273,0.3040796376373798,-0.4347142274229368
114,114,114,114,04-24,0.3422322326632846,-1.0069130891876923,-0.5188114420436284
115,115,115,115,04-25,0.3941515089322743,-0.746091721032609,-0.23878277860155964
116,116,116,116,04-26,0.4573251156794775,-0.4287331650748839,-0.29662455902685464
117,117,117,117,04-27,0.5772105846650458,0.17352276547255113,-0.4483850020648809
118,118,118,118,04-28,0.5276176947549167,-0.07561178197587021,-0.30100446010293874
119,119,119,119,04-29,0.4219421103659889,-0.6064830205907777,0.008085259652227172
120,120,120,120,04-30,0.5182582491416365,-0.1226298374160396,0.1125789101185875
121,121,121,121,05-01,0.763317148972882,1.1084465974983866,0.05512533461295654
122,122,122,122,05-02,0.5821285720517878,0.19822873772327806,-0.07613240865718088
123,123,123,123,05-03,0.5085901012954978,-0.17119868756123466,0.041408353642859864
124,124,124,124,05-04,0.3708481689260131,-0.8631582415966947,0.005920264489436266
125,125,125,125,05-05,0.5623285676694763,0.09876155320946672,-0.2268988221115422
126,126,126,126,05-06,0.4758725523396878,-0.3355583723365812,-0.3651280518123021
127,127,127,127,05-07,0.4852464089081491,-0.2884679221074841,-0.042701240149019715
128,128,128,128,05-08,0.4170325536684447,-0.6311466404812817,0.11567510337900595
129,129,129,129,05-09,0.8936850840345306,1.7633621824184598,0.19784075417078095
130,130,130,130,05-10,0.5600071751593079,0.08709981957145922,0.2085819704775338
131,131,131,131,05-11,0.6604642646053874,0.5917554579601166,0.22465926140370865
132,132,132,132,05-12,0.4887014746210176,-0.27111107449606403,0.032689215283664474
133,133,133,133,05-13,0.504448546719726,-0.19200417655043509,-0.18181086645829994
134,134,134,134,05-14,0.18775043778096973,-1.7829669172015468,-0.21963789508463263
135,135,135,135,05-15,0.6374939042445353,0.4763616919666732,-0.38772573614621914
136,136,136,136,05-16,0.5148279332073726,-0.1398623521865369,-0.2499994851236659
137,137,137,137,05-17,0.4597061951435595,-0.4167715884094022,-0.3964976472784149
138,138,138,138,05-18,0.6531967533685874,0.5552464316392551,-0.3049834927896999
139,139,139,139,05-19,0.3294764129345268,-1.0709931494789289,-0.37360941827402655
140,140,140,140,05-20,0.29705165116769194,-1.2338819902692566,-0.5001659565558345
141,141,141,141,05-21,0.5555295680483391,0.06460613906071326,-0.22107401932675677
142,142,142,142,05-22,0.3636733574643324,-0.8992015818773847,-0.14308756140492496
143,143,143,143,05-23,0.7930435630733567,1.2577800349650643,-0.11884151238517131
144,144,144,144,05-24,0.7463409727105242,1.023165179170246,0.027278854505136712
145,145,145,145,05-25,0.35843502149622003,-0.9255168553604068,-0.08601809758625385
146,146,146,146,05-26,0.4715725598823449,-0.35715978892740863,-0.0427076270980943
147,147,147,147,05-27,0.4202117649632068,-0.6151755734876302,-0.10698503508421554
148,148,148,148,05-28,0.4154018250784807,-0.6393387589484274,-0.18805989762216
149,149,149,149,05-29,0.7162729397147286,0.8721155870483368,-0.01901843154675899
150,150,150,150,05-30,0.6495080740177676,0.5367160039425796,-0.0458088532224854
151,151,151,151,05-31,0.5603320663625435,0.08873194109199907,-0.008218084421865354
152,152,152,152,06-01,0.4395750441684241,-0.5179023189817671,-0.08476009319738469
153,153,153,153,06-02,0.4651088266800822,-0.3896309606839099,-0.3434694887669438
154,154,154,154,06-03,0.32398280382474604,-1.0985908116015433,-0.5780521611132133
155,155,155,155,06-04,0.4072797461668905,-0.6801407863690173,-0.5969527365372994
156,156,156,156,06-05,0.3693309705937402,-0.8707800301350375,-0.3455252324798929
157,157,157,157,06-06,0.5377578991301443,-0.02467151145251763,-0.37529155961396626
158,158,158,158,06-07,0.7398710085010058,0.9906627053626724,-0.21463497761068354
159,159,159,159,06-08,0.4295569965615891,-0.5682289234883497,-0.06880476186009853
160,160,160,160,06-09,0.515865244848529,-0.13465131958184706,0.223714303933209
161,161,161,161,06-10,0.5814541088000718,0.19484050813449288,0.6675385713556278
162,162,162,162,06-11,0.7187052177644508,0.8843343646248077,0.49694177314218074
163,163,163,163,06-12,1.0678456350740464,2.6382740930819955,0.7599856891576646
164,164,164,164,06-13,0.5361163308907907,-0.03291808391800979,0.5457016277462228
165,165,165,165,06-14,0.743727185371374,1.0100345726045536,0.6444625939566774
166,166,166,166,06-15,0.25993207196876783,-1.4203556880504982,0.4284152021234922
167,167,167,167,06-16,0.6994106533625731,0.7874063053972202,-0.12917887887227872
168,168,168,168,06-17,0.460665986474654,-0.4119499863743028,-0.13935060657396062
169,169,169,169,06-18,0.4018753273047991,-0.7072903928926302,-0.12731515834631804
170,170,170,170,06-19,0.5239675853088134,-0.0939484501281012,0.1563601395687417
171,171,171,171,06-20,0.7581018916917677,1.082247261970409,0.12438929719582692
172,172,172,172,06-21,0.5987436409898136,0.2816960994398601,0.14930643090394455
173,173,173,173,06-22,0.6612258295625988,0.5955812511597317,0.30060361904486027
174,174,174,174,06-23,0.4904261144420964,-0.26244718412559714,0.4382673826554228
175,175,175,175,06-24,0.5825792450560199,0.200492735952864,0.49242186555367184
176,176,176,176,06-25,0.6883882313398364,0.7320341315352741,0.9783644651331692
177,177,177,177,06-26,0.822782057554405,1.4071741593599032,1.3392191355018788
178,178,178,178,06-27,1.1791359974190787,3.1973516969168445,1.3025172949289148
179,179,179,179,06-28,1.0922176640818078,2.7607092733719885,1.4705429298666701
180,180,180,180,06-29,0.4465907566161584,-0.4826582275633811,1.6862794274180024
181,181,181,181,06-30,0.783263017761758,1.2086465455793969,1.4466880075075086
182,182,182,182,07-01,0.9460561416855522,2.0264531168432667,1.2771462568668193
183,183,183,183,07-02,0.5366226862574334,-0.03037436010305952,1.05911376330105
184,184,184,184,07-03,0.976641430668516,2.180101193072709,1.3904779651388344
185,185,185,185,07-04,0.8318074987077726,1.4525143119773718,1.0947183053401812
186,186,186,186,07-05,0.8423602366069154,1.5055269834633258,0.846666811480207
187,187,187,187,07-06,0.4300183217095937,-0.5659114132125226,0.9280294107445602
188,188,188,188,07-07,0.6497923624618961,0.5381441536834219,0.43143600845260593
189,189,189,189,07-08,0.6337992473432715,0.4578012354830605,0.09093248024197471
190,190,190,190,07-09,0.3835281387018123,-0.7994592206790174,-0.39159710301315603
191,191,191,191,07-10,0.425122336135775,-0.5905068572864157,-0.3459421452059183
192,192,192,192,07-11,0.2660442640730833,-1.3896505160674588,-0.414004282525226
193,193,193,193,07-12,0.4845469606215779,-0.29198166636909617,-0.4877997456728354
194,194,194,194,07-13,0.5685013945645595,0.12977132976757585,-0.38120217667505324
195,195,195,195,07-14,0.5456606013651405,0.015028456597404134,-0.1616567581792547
196,196,196,196,07-15,0.5108444396677922,-0.15987380669232426,0.24167611157156163
197,197,197,197,07-16,0.6873394846102834,0.7267656536883752,0.20782917505502418
198,198,198,198,07-17,0.7477705315429888,1.0303467024374393,0.3830739955348526
199,199,199,199,07-18,0.4441213974794621,-0.4950632854683208,0.4309238688700055
200,200,200,200,07-19,0.7778075027310897,1.1812402526465462,0.45103076999363473
201,201,201,201,07-20,0.6028107684092789,0.3021276966083211,0.5509695080377893
202,202,202,202,07-21,0.5348593989113979,-0.0392323999505489,0.2074716255462129
203,203,203,203,07-22,0.8067027174740136,1.326398081953303,0.1421413235975372
204,204,204,204,07-23,0.33750901995650745,-1.0306405925120192,-0.11102115960442827
205,205,205,205,07-24,0.3660932354557203,-0.8870450971603749,-0.5080347296766463
206,206,206,206,07-25,0.4754393417338452,-0.33773464656524665,-0.49003906481859394
207,207,207,207,07-26,0.12863204510326887,-2.0799537238249868,-0.7715422171828953
208,208,208,208,07-27,0.5563527735229556,0.06874158919776549,-0.7005374344248282
209,209,209,209,07-28,0.4704854809436838,-0.3626208322325044,-0.5854472215336554
210,210,210,210,07-29,0.42231457768773656,-0.6046118959636166,-0.6127035057123283
211,211,211,211,07-30,0.5035528447175049,-0.1965038198133381,-0.3387062108124725
212,212,212,212,07-31,0.44288541660841935,-0.5012723516372849,-0.29046397862517037
213,213,213,213,08-01,0.4558845555433542,-0.4359699544258512,-0.3593273535057342
214,214,214,214,08-02,0.6139715598627926,0.3581949823215781,-0.2833759729279447
215,215,215,215,08-03,0.38823754373219466,-0.7758010815158872,-0.44738480322985713
216,216,216,216,08-04,0.5130281738732623,-0.14890361249687986,-0.4079788550420466
217,217,217,217,08-05,0.30766659894175885,-1.1805568016248125,-0.11659751372261194
218,218,218,218,08-06,0.4899504632741035,-0.2648366625104213,-0.26547159282174176
219,219,219,219,08-07,0.8038999455384854,1.3123180934907568,0.10556796025537306
220,220,220,220,08-08,0.4361617163661528,-0.5350494922732009,0.047908254723037634
221,221,221,221,08-09,0.8313938357000864,1.4504362369468018,0.19273394748756278
222,222,222,222,08-10,0.44416149621650136,-0.4948618456908924,0.222721636193989
223,223,223,223,08-11,0.4806411954637345,-0.3116026450376616,0.5053211042351117
224,224,224,224,08-12,0.5257666796898917,-0.08491053027186411,0.6421862838538317
225,225,225,225,08-13,1.14142658206711,3.007914901737493,0.6071152734807033
226,226,226,226,08-14,0.5996285624108538,0.2861415854391192,0.4753967091765885
227,227,227,227,08-15,0.7895062827865755,1.2400101747080312,0.38100590184806116
228,228,228,228,08-16,0.2868415823252345,-1.2851732315155815,0.30827236730133795
229,229,229,229,08-17,0.3679042114288486,-0.8779474890088257,-0.37365156233638336
230,230,230,230,08-18,0.4388963630238261,-0.5213117375522032,-0.6807686254701054
231,231,231,231,08-19,0.32696117654302914,-1.0836286760888347,-0.8266388094347487
232,232,232,232,08-20,0.2328189924615209,-1.5565607933632133,-0.24370820905467735
233,233,233,233,08-21,0.6152841835566035,0.3647890709201711,0.16663666351244055
234,234,234,234,08-22,0.9830729172238069,2.2124103707648466,0.26043712181458617
235,235,235,235,08-23,0.8580053627664446,1.5841217463938817,0.39742589037998677
236,236,236,236,08-24,0.5509282554227165,0.04149101226067065,0.5461044354828234
237,237,237,237,08-25,0.4905756327788405,-0.26169606469643103,0.5408982138765276
238,238,238,238,08-26,0.4103952971884196,-0.6644895227461933,0.15062575116519814
239,239,239,239,08-27,0.6090660597930444,0.33355174128239634,-0.30380231076977576
240,240,240,240,08-28,0.516945530000524,-0.1292244055031305,-0.46948458195595727
241,241,241,241,08-29,0.31525283618768324,-1.1424466252159615,-0.6367098775667253
242,242,242,242,08-30,0.35304331206621403,-0.9526026148564186,-0.616898985839801
243,243,243,243,08-31,0.29084775656856354,-1.2650478383610388,-0.8504036702060055
244,244,244,244,09-01,0.4340567134591977,-0.5456241723846484,-0.9322109138159221
245,245,245,245,09-02,0.3301764664257475,-1.0674763649148309,-0.602126882811568
246,246,246,246,09-03,0.4192379017069173,-0.6200678671626306,-0.39308054457878433
247,247,247,247,09-04,0.7094933261963117,0.8380575608101638,-0.21139624206682398
248,248,248,248,09-05,0.602720736837832,0.30167541454028324,-0.2586376930386189
249,249,249,249,09-06,0.5078449503778159,-0.17494202328927694,-0.14242230609150427
250,250,250,250,09-07,0.3776332241944495,-0.8290728782154179,0.11797808203935513
251,251,251,251,09-08,0.4689799430955062,-0.3701840432321433,-0.18985676171911992
252,252,252,252,09-09,0.7302507559270379,0.9423344616225258,0.10882306051888126
253,253,253,253,09-10,0.3418264648949546,-1.0089515017406865,0.4916979964573371
254,254,254,254,09-11,0.9594531698383436,2.0937543479682903,0.6786829297952379
255,255,255,255,09-12,0.9651369977910632,2.122307592341458,0.7613815007873628
256,256,256,256,09-13,0.6009613007423037,0.2928367218119868,0.5791519031718481
257,257,257,257,09-14,0.5677521407439243,0.12600738272060574,0.5285448472422848
258,258,258,258,09-15,0.5126022812661478,-0.15104312407056242,0.036512323406677684
259,259,259,259,09-16,0.2813832181651486,-1.3125938373180663,-0.46558770685053247
260,260,260,260,09-17,0.3717872269967372,-0.8584407950453528,-0.7216165112194299
261,261,261,261,09-18,0.3654467875144612,-0.8902925892018029,-0.8442606084995051
262,262,262,262,09-19,0.2951697088752439,-1.2433361044013982,-0.8547168529557702
263,263,263,263,09-20,0.4212704437613614,-0.6098572009598452,-0.5526509577953425
264,264,264,264,09-21,0.5001137191095812,-0.21378059080815254,-0.22212025955090045
265,265,265,265,09-22,0.6421598548312559,0.4998015336445002,0.02838926619918088
266,266,266,266,09-23,0.7665612002855691,1.1247433944212992,0.4630697150584888
267,267,267,267,09-24,0.6646463515861881,0.6127645652986852,1.064675138503582
268,268,268,268,09-25,0.8143363969274857,1.3647465887544494,1.003810349401298
269,269,269,269,09-26,1.1398063153973728,2.9997753397107134,0.8601024061441406
270,270,270,270,09-27,0.42741900495771823,-0.5789693254218559,0.5817561072357024
271,271,271,271,09-28,0.4705202581035773,-0.36244612589844455,0.3634476587151973
272,272,272,272,09-29,0.4341143959374264,-0.5453343990293298,0.06045998082441195
273,273,273,273,09-30,0.40390659554324265,-0.6970861258243457,-0.6039299891796114
274,274,274,274,10-01,0.4524588161345392,-0.4531794785902624,-0.5908986293242723
275,275,275,275,10-02,0.3462828403773137,-0.9865644803134268,-0.4817524296183611
276,276,276,276,10-03,0.4429831922927301,-0.5007811662898216,-0.5645660589353644
277,277,277,277,10-04,0.600880551886073,0.2924310723370225,-0.4180263289072474
278,278,278,278,10-05,0.3352047767656416,-1.0422161749313494,-0.09830241207183404
279,279,279,279,10-06,0.5789283765007556,0.18215225434435675,0.11276068758535596
280,280,280,280,10-07,0.8343255585429551,1.4651640224222175,0.20792663371828313
281,281,281,281,10-08,0.5983690124299476,0.27981411762971325,0.14550838944213337
282,282,282,282,10-09,0.5566459742256283,0.07021451050774144,0.5311149634419352
283,283,283,283,10-10,0.5263304467688008,-0.08207839331987613,0.8712383110729683
284,284,284,284,10-11,0.7957593943933722,1.2714232690674618,0.8424943263395304
285,285,285,285,10-12,0.9851594650676084,2.222892340130556,0.6304711802746369
286,286,286,286,10-13,0.7999947774032834,1.29270011402159,0.5511802180244093
287,287,287,287,10-14,0.34513619549100283,-0.9923247587596477,0.7386266448485354
288,288,288,288,10-15,0.46194370185071,-0.4055312629936236,0.24508316618083012
289,289,289,289,10-16,0.7502097145317878,1.0426001676248795,-0.00039396059059522887
290,290,290,290,10-17,0.20628882146537605,-1.6898376029387694,0.005699406409124881
291,291,291,291,10-18,0.6919704172672307,0.7500295795020039,0.29530425895150475
292,292,292,292,10-19,0.8072724757047209,1.3292603160199106,0.6154031986555826
293,293,293,293,10-20,0.6910298112099599,0.7453043564946317,0.6222528713368579
294,294,294,294,10-21,0.8442583580799092,1.5150623752308434,0.9104880083966971
295,295,295,295,10-22,0.7583907171269394,1.083698203712532,1.0017563020247784
296,296,296,296,10-23,0.5505464982951774,0.039573219420265295,0.9909189004212013
297,297,297,297,10-24,0.8009779832882343,1.2976393412704916,1.267167041148496
298,298,298,298,10-25,0.7943286731656694,1.264235906398448,1.4502131296872829
299,299,299,299,10-26,1.0209706509195444,2.4027932008584,1.664780062763879
300,300,300,300,10-27,1.0628820201217186,2.613338906463564,1.7241230616196146
301,301,301,301,10-28,1.0146617417456671,2.3710998021721075,1.7547767365066071
302,302,302,302,10-29,0.6214236409314964,0.3956312125546799,2.0501959621890795
303,303,303,303,10-30,0.8375896296355054,1.4815613905924463,1.9598823162127452
304,304,304,304,10-31,1.147166766958493,3.036751260493285,1.640135103257624
305,305,305,305,11-01,0.913103281704988,1.860911325000394,1.1956564486080454
306,306,306,306,11-02,0.6809874536661321,0.6948556287328361,1.0674338206935314
307,307,307,307,11-03,0.4837924292428936,-0.2957721257253633,0.6895910195677833
308,308,308,308,11-04,0.4682791476780643,-0.37370455493240334,0.10015099069529569
309,309,309,309,11-05,0.3863077829833035,-0.7854954161620422,-0.3397906360599259
310,310,310,310,11-06,0.44316080488175097,-0.4998889127416406,-0.5676321683194222
311,311,311,311,11-07,0.3876528320742279,-0.7787384355309355,-0.32953094861079024
312,312,312,312,11-08,0.4088617254114511,-0.6721935648241422,-0.37928459517717966
313,313,313,313,11-09,0.7681719590370656,1.1328351925264286,-0.412953350860878
314,314,314,314,11-10,0.40885518238544855,-0.6722264343307397,-0.009897084306432139
315,315,315,315,11-11,0.34609503261687663,-0.987507950264232,0.14370030452192745
316,316,316,316,11-12,0.9245567074462616,1.9184486865850343,0.2853784189247458
317,317,317,317,11-13,0.5711040267639205,0.14284589743922207,0.04287976483478676
318,318,318,318,11-14,0.5780769675899763,0.17787512159276794,0.22524477841961935
319,319,319,319,11-15,0.4785402918401838,-0.3221567320133257,0.3440998137515486
320,320,320,320,11-16,0.6266653930077436,0.4219636471782558,-0.01824497750450042
321,321,321,321,11-17,0.4880512103413135,-0.27437773827265644,0.050931653955797816
322,322,322,322,11-18,0.4917851261546647,-0.2556200609512597,-0.03166552473793165
323,323,323,323,11-19,0.6537261063630833,0.5579056862010114,-0.043142623934259224
324,324,324,324,11-20,0.4794258692546055,-0.3177079505696088,-0.1752437279736926
325,325,325,325,11-21,0.4648324575130572,-0.3910193271912912,0.06818424203577822
326,326,326,326,11-22,0.4688885874206232,-0.3706429770583444,0.022887512716107828
327,327,327,327,11-23,0.7787928190351115,1.1861900817841684,-0.057688473598377976
328,328,328,328,11-24,0.4376843424589533,-0.5274004368692821,0.19089977636413336
329,329,329,329,11-25,0.5574890474817574,0.07444976831409662,0.1881912551832834
330,330,330,330,11-26,0.7763307306543229,1.1738215492054591,0.21435655707075407
331,331,331,331,11-27,0.4615974972688794,-0.40727045427639097,-0.20021111410075235
332,332,332,332,11-28,0.5001394825516393,-0.21365116573352025,-0.018939710927595683
333,333,333,333,11-29,0.2836481089832805,-1.3012159452448702,0.009974635347466327
334,334,334,334,11-30,0.6541883841543064,0.560227982169658,-0.2926606502356662
335,335,335,335,12-01,0.5920233023170337,0.2479358459644687,-0.31198681446023013
336,336,336,336,12-02,0.4148740345543488,-0.6419901642933359,-0.4619898257810982
337,337,337,337,12-03,0.4385150220861317,-0.5232274396237746,0.023457390776759863
338,338,338,338,12-04,0.32098128302901896,-1.113669233658729,-0.22039946660475515
339,339,339,339,12-05,0.8634487977556801,1.6114673541022784,-0.5122455544742525
340,340,340,340,12-06,0.3629345278149656,-0.9029131621194322,-0.5231951979681307
341,341,341,341,12-07,0.24345283576436946,-1.5031406812525154,-0.610359868907161
342,342,342,342,12-08,0.4017961743400526,-0.7076880252566052,-0.531979132133111
343,343,343,343,12-09,0.3344086753541058,-1.0462154652579556,-1.0908207463825639
344,344,344,344,12-10,0.41459641484565385,-0.6433848130144288,-0.983073138108205
345,345,345,345,12-11,0.1959884811552356,-1.7415823313944394,-0.4474087208863437
346,346,346,346,12-12,0.4916243943137804,-0.2564275124732787,-0.26651697026602883
347,347,347,347,12-13,0.8832311421646182,1.7108458220786522,-0.026167431298956823
348,348,348,348,12-14,0.6178467726864197,0.377662478465284,0.2646952585511851
