,unnamed: 0,unnamed: 0,unnamed: 0.1,mth_day,stand-up comedy,stand-up comedy_norm,stand-up comedy_ravg
50,50,50,50,02-20,7.930164461608259e-18,-0.2400819237126409,-0.24008192371264156
51,51,51,51,02-21,7.930164461608259e-18,-0.2400819237126409,-0.24008192371264156
52,52,52,52,02-22,7.930164461608259e-18,-0.2400819237126409,-0.24008192371264156
53,53,53,53,02-23,7.930164461608259e-18,-0.2400819237126409,-0.24008192371264156
54,54,54,54,02-24,7.930164461608259e-18,-0.2400819237126409,-0.24008192371264156
55,55,55,55,02-25,7.930164461608259e-18,-0.2400819237126409,0.043410688947599786
56,56,56,56,02-26,7.930164461608259e-18,-0.2400819237126409,0.043410688947599786
57,57,57,57,02-27,0.012732365673542148,1.4608737522488071,0.043410688947599786
58,58,58,58,02-28,7.930164461608259e-18,-0.2400819237126409,0.043410688947599786
59,59,59,59,02-29,7.930164461608259e-18,-0.2400819237126409,0.043410688947599786
60,60,60,60,03-01,7.930164461608259e-18,-0.2400819237126409,0.043410688947599786
61,61,61,61,03-02,7.930164461608259e-18,-0.2400819237126409,-0.24008192371264156
62,62,62,62,03-03,7.930164461608259e-18,-0.2400819237126409,-0.24008192371264156
63,63,63,63,03-04,7.930164461608259e-18,-0.2400819237126409,-0.24008192371264156
64,64,64,64,03-05,7.930164461608259e-18,-0.2400819237126409,-0.24008192371264156
65,65,65,65,03-06,7.930164461608259e-18,-0.2400819237126409,-0.24008192371264156
66,66,66,66,03-07,7.930164461608259e-18,-0.2400819237126409,-0.24008192371264156
67,67,67,67,03-08,7.930164461608259e-18,-0.2400819237126409,-0.24008192371264156
68,68,68,68,03-09,7.930164461608259e-18,-0.2400819237126409,-0.24008192371264156
69,69,69,69,03-10,7.930164461608259e-18,-0.2400819237126409,-0.24008192371264156
70,70,70,70,03-11,7.930164461608259e-18,-0.2400819237126409,-0.24008192371264156
71,71,71,71,03-12,7.930164461608259e-18,-0.2400819237126409,-0.24008192371264156
72,72,72,72,03-13,7.930164461608259e-18,-0.2400819237126409,-0.24008192371264156
73,73,73,73,03-14,7.930164461608259e-18,-0.2400819237126409,-0.24008192371264156
74,74,74,74,03-15,7.930164461608259e-18,-0.2400819237126409,-0.24008192371264156
75,75,75,75,03-16,7.930164461608259e-18,-0.2400819237126409,-0.24008192371264156
76,76,76,76,03-17,7.930164461608259e-18,-0.2400819237126409,-0.24008192371264156
77,77,77,77,03-18,7.930164461608259e-18,-0.2400819237126409,-0.24008192371264156
78,78,78,78,03-19,7.930164461608259e-18,-0.2400819237126409,-0.24008192371264156
79,79,79,79,03-20,7.930164461608259e-18,-0.2400819237126409,-0.24008192371264156
80,80,80,80,03-21,7.930164461608259e-18,-0.2400819237126409,-0.24008192371264156
81,81,81,81,03-22,7.930164461608259e-18,-0.2400819237126409,-0.24008192371264156
82,82,82,82,03-23,7.930164461608259e-18,-0.2400819237126409,-0.24008192371264156
83,83,83,83,03-24,7.930164461608259e-18,-0.2400819237126409,-0.24008192371264156
84,84,84,84,03-25,7.930164461608259e-18,-0.2400819237126409,-0.24008192371264156
85,85,85,85,03-26,7.930164461608259e-18,-0.2400819237126409,-0.24008192371264156
86,86,86,86,03-27,7.930164461608259e-18,-0.2400819237126409,-0.24008192371264156
87,87,87,87,03-28,7.930164461608259e-18,-0.2400819237126409,-0.24008192371264156
88,88,88,88,03-29,7.930164461608259e-18,-0.2400819237126409,-0.24008192371264156
89,89,89,89,03-30,7.930164461608259e-18,-0.2400819237126409,-0.07538081274523545
90,90,90,90,03-31,7.930164461608259e-18,-0.2400819237126409,0.12208896264105257
91,91,91,91,04-01,0.007397140800239834,0.7481247420917957,0.19011263916046886
92,92,92,92,04-02,0.008868863869492519,0.9447367286050872,0.1901126391604688
93,93,93,93,04-03,0.003055114261273378,0.16806013540385698,0.19011263916046872
94,94,94,94,04-04,5.947623346206195e-18,-0.2400819237126413,0.19011263916046864
95,95,95,95,04-05,5.947623346206195e-18,-0.2400819237126413,0.02541152819306249
96,96,96,96,04-06,5.947623346206195e-18,-0.2400819237126413,0.5164238121245038
97,97,97,97,04-07,5.947623346206195e-18,-0.2400819237126413,0.5895145435077992
98,98,98,98,04-08,0.030921459492888083,3.890810432193735,0.624671074196364
99,99,99,99,04-09,0.0063378026903862785,0.6066045237036292,0.6246710741963639
100,100,100,100,04-10,0.0015789681443176885,-0.029142739581252693,0.6246710741963638
101,101,101,101,04-11,0.0,-0.2400819237126421,0.6246710741963638
102,102,102,102,04-12,0.0,-0.2400819237126421,-0.06381098512136574
103,103,103,103,04-13,0.0,-0.2400819237126421,-0.2049253930240776
104,104,104,104,04-14,0.0,-0.2400819237126421,-0.2400819237126425
105,105,105,105,04-15,0.0,-0.2400819237126421,-0.2400819237126425
106,106,106,106,04-16,0.0,-0.2400819237126421,-0.2400819237126425
107,107,107,107,04-17,0.0,-0.2400819237126421,-0.2400819237126425
108,108,108,108,04-18,0.0,-0.2400819237126421,-0.2400819237126425
109,109,109,109,04-19,0.0,-0.2400819237126421,0.17734420673983908
110,110,110,110,04-20,0.0,-0.2400819237126421,0.17734420673983908
111,111,111,111,04-21,0.01874765654293213,2.2644748590022474,0.17734420673983908
112,112,112,112,04-22,0.0,-0.2400819237126421,0.5980832429895624
113,113,113,113,04-23,0.0,-0.2400819237126421,0.5980832429895624
114,114,114,114,04-24,0.01889644746787604,2.284352293785698,2.3651871952384007
115,115,115,115,04-25,0.0,-0.2400819237126421,1.947761064785919
116,116,116,116,04-26,0.07936507936507937,10.362541789780387,1.947761064785919
117,117,117,117,04-27,0.0,-0.2400819237126421,1.947761064785919
118,118,118,118,04-28,0.0,-0.2400819237126421,1.5270220285361955
119,119,119,119,04-29,0.0,-0.2400819237126421,1.5366777480251397
120,120,120,120,04-30,0.0,-0.2400819237126421,-0.17249188729003487
121,121,121,121,05-01,0.0004336626278220596,-0.18214760677897848,-0.17249188729003487
122,122,122,122,05-02,0.002601975766932357,0.1075239778893394,-0.17249188729003487
123,123,123,123,05-03,0.0,-0.2400819237126421,-0.17249188729003487
124,124,124,124,05-04,0.0,-0.2400819237126421,0.07995153445979922
125,125,125,125,05-05,0.0,-0.2400819237126421,0.32785633310751033
126,126,126,126,05-06,0.011337868480725623,1.2745786067863625,0.4244145826596189
127,127,127,127,05-07,0.011567690139118713,1.3052811851072883,0.482895684223287
128,128,128,128,05-08,0.006938649412703881,0.6868734752019909,0.482895684223287
129,129,129,129,05-09,0.002626533238778136,0.11080468566936656,0.482895684223287
130,130,130,130,05-10,0.0,-0.2400819237126421,0.3029075498093961
131,131,131,131,05-11,0.0,-0.2400819237126421,0.045347031672741046
132,132,132,132,05-12,0.0032541490400260324,0.19464980030301726,-0.10914553481303113
133,133,133,133,05-13,0.0,-0.2400819237126421,-0.16762663637669925
134,134,134,134,05-14,0.0,-0.2400819237126421,-0.16762663637669925
135,135,135,135,05-15,0.0,-0.2400819237126421,-0.16762663637669925
136,136,136,136,05-16,0.0,-0.2400819237126421,-0.24008192371264248
137,137,137,137,05-17,0.0,-0.2400819237126421,-0.24008192371264248
138,138,138,138,05-18,0.0,-0.2400819237126421,-0.24008192371264248
139,139,139,139,05-19,0.0,-0.2400819237126421,-0.24008192371264248
140,140,140,140,05-20,0.0,-0.2400819237126421,-0.24008192371264248
141,141,141,141,05-21,0.0,-0.2400819237126421,-0.24008192371264248
142,142,142,142,05-22,0.0,-0.2400819237126421,-0.24008192371264248
143,143,143,143,05-23,0.0,-0.2400819237126421,-0.24008192371264248
144,144,144,144,05-24,0.0,-0.2400819237126421,-0.24008192371264248
145,145,145,145,05-25,0.0,-0.2400819237126421,-0.24008192371264248
146,146,146,146,05-26,0.0,-0.2400819237126421,-0.24008192371264248
147,147,147,147,05-27,0.0,-0.2400819237126421,-0.24008192371264248
148,148,148,148,05-28,0.0,-0.2400819237126421,-0.24008192371264248
149,149,149,149,05-29,0.0,-0.2400819237126421,0.23184494780781897
150,150,150,150,05-30,0.0,-0.2400819237126421,1.0946262626490242
151,151,151,151,05-31,0.02119542178889361,2.5914793054101266,1.2384231484558919
152,152,152,152,06-01,0.03874967708602428,4.936605965334588,1.2384231484558919
153,153,153,153,06-02,0.006458279514337382,0.6226993911285629,1.2384231484558919
154,154,154,154,06-03,0.0,-0.2400819237126421,1.2384231484558919
155,155,155,155,06-04,0.0,-0.2400819237126421,0.7664962769354302
156,156,156,156,06-05,0.0,-0.2400819237126421,-0.09628503790577492
157,157,157,157,06-06,0.0,-0.2400819237126421,-0.24008192371264245
158,158,158,158,06-07,0.0,-0.2400819237126421,-0.24008192371264245
159,159,159,159,06-08,0.0,-0.2400819237126421,-0.24008192371264245
160,160,160,160,06-09,0.0,-0.2400819237126421,-0.24008192371264245
161,161,161,161,06-10,0.0,-0.2400819237126421,-0.24008192371264245
162,162,162,162,06-11,0.0,-0.2400819237126421,-0.24008192371264245
163,163,163,163,06-12,0.0,-0.2400819237126421,-0.24008192371264245
164,164,164,164,06-13,0.0,-0.2400819237126421,-0.24008192371264245
165,165,165,165,06-14,0.0,-0.2400819237126421,-0.24008192371264245
166,166,166,166,06-15,0.0,-0.2400819237126421,-0.24008192371264245
167,167,167,167,06-16,0.0,-0.2400819237126421,-0.24008192371264245
168,168,168,168,06-17,0.0,-0.2400819237126421,-0.24008192371264245
169,169,169,169,06-18,0.0,-0.2400819237126421,-0.24008192371264245
170,170,170,170,06-19,0.0,-0.2400819237126421,-0.24008192371264245
171,171,171,171,06-20,0.0,-0.2400819237126421,-0.24008192371264245
172,172,172,172,06-21,0.0,-0.2400819237126421,-0.24008192371264245
173,173,173,173,06-22,0.0,-0.2400819237126421,-0.24008192371264245
174,174,174,174,06-23,0.0,-0.2400819237126421,-0.24008192371264245
175,175,175,175,06-24,0.0,-0.2400819237126421,-0.24008192371264245
176,176,176,176,06-25,0.0,-0.2400819237126421,-0.24008192371264245
177,177,177,177,06-26,0.0,-0.2400819237126421,-0.24008192371264245
178,178,178,178,06-27,0.0,-0.2400819237126421,-0.24008192371264245
179,179,179,179,06-28,0.0,-0.2400819237126421,-0.24008192371264245
180,180,180,180,06-29,0.0,-0.2400819237126421,-0.24008192371264245
181,181,181,181,06-30,0.0,-0.2400819237126421,-0.16735447050886856
182,182,182,182,07-01,0.0,-0.2400819237126421,-0.16735447050886856
183,183,183,183,07-02,0.003266372693124286,0.19628279551000108,-0.16735447050886856
184,184,184,184,07-03,0.0,-0.2400819237126421,-0.16735447050886856
185,185,185,185,07-04,0.0,-0.2400819237126421,-0.16735447050886856
186,186,186,186,07-05,0.0,-0.2400819237126421,-0.16735447050886856
187,187,187,187,07-06,0.0,-0.2400819237126421,-0.24008192371264245
188,188,188,188,07-07,0.0,-0.2400819237126421,-0.24008192371264245
189,189,189,189,07-08,0.0,-0.2400819237126421,-0.24008192371264245
190,190,190,190,07-09,0.0,-0.2400819237126421,-0.24008192371264245
191,191,191,191,07-10,0.0,-0.2400819237126421,-0.24008192371264245
192,192,192,192,07-11,0.0,-0.2400819237126421,-0.24008192371264245
193,193,193,193,07-12,0.0,-0.2400819237126421,-0.24008192371264245
194,194,194,194,07-13,0.0,-0.2400819237126421,-0.24008192371264245
195,195,195,195,07-14,0.0,-0.2400819237126421,-0.24008192371264245
196,196,196,196,07-15,0.0,-0.2400819237126421,-0.24008192371264245
197,197,197,197,07-16,0.0,-0.2400819237126421,-0.24008192371264245
198,198,198,198,07-17,0.0,-0.2400819237126421,-0.24008192371264245
199,199,199,199,07-18,0.0,-0.2400819237126421,-0.24008192371264245
200,200,200,200,07-19,0.0,-0.2400819237126421,0.2082771137085289
201,201,201,201,07-20,0.0,-0.2400819237126421,0.2082771137085289
202,202,202,202,07-21,0.02013693113169553,2.450072300814386,0.2082771137085289
203,203,203,203,07-22,0.0,-0.2400819237126421,0.2082771137085289
204,204,204,204,07-23,0.0,-0.2400819237126421,0.2082771137085289
205,205,205,205,07-24,0.0,-0.2400819237126421,0.2082771137085289
206,206,206,206,07-25,0.0,-0.2400819237126421,-0.24008192371264245
207,207,207,207,07-26,0.0,-0.2400819237126421,-0.24008192371264245
208,208,208,208,07-27,0.0,-0.2400819237126421,-0.24008192371264245
209,209,209,209,07-28,0.0,-0.2400819237126421,-0.24008192371264245
210,210,210,210,07-29,0.0,-0.2400819237126421,-0.24008192371264245
211,211,211,211,07-30,0.0,-0.2400819237126421,-0.24008192371264245
212,212,212,212,07-31,0.0,-0.2400819237126421,-0.24008192371264245
213,213,213,213,08-01,0.0,-0.2400819237126421,-0.24008192371264245
214,214,214,214,08-02,0.0,-0.2400819237126421,-0.24008192371264245
215,215,215,215,08-03,0.0,-0.2400819237126421,-0.24008192371264245
216,216,216,216,08-04,0.0,-0.2400819237126421,-0.24008192371264245
217,217,217,217,08-05,0.0,-0.2400819237126421,-0.24008192371264245
218,218,218,218,08-06,0.0,-0.2400819237126421,-0.24008192371264245
219,219,219,219,08-07,0.0,-0.2400819237126421,-0.16781477084560134
220,220,220,220,08-08,0.0,-0.2400819237126421,-0.16781477084560134
221,221,221,221,08-09,0.0032456994482310928,0.19352099348960447,-0.09383068778085517
222,222,222,222,08-10,0.0,-0.2400819237126421,-0.09383068778085517
223,223,223,223,08-11,0.003322811098189068,0.20382257467583487,-0.09383068778085517
224,224,224,224,08-12,0.0,-0.2400819237126421,-0.09383068778085517
225,225,225,225,08-13,0.0,-0.2400819237126421,-0.16609784064789626
226,226,226,226,08-14,0.0,-0.2400819237126421,-0.16609784064789626
227,227,227,227,08-15,0.0,-0.2400819237126421,-0.24008192371264245
228,228,228,228,08-16,0.0,-0.2400819237126421,-0.24008192371264245
229,229,229,229,08-17,0.0,-0.2400819237126421,-0.24008192371264245
230,230,230,230,08-18,0.0,-0.2400819237126421,-0.24008192371264245
231,231,231,231,08-19,0.0,-0.2400819237126421,-0.24008192371264245
232,232,232,232,08-20,0.0,-0.2400819237126421,-0.24008192371264245
233,233,233,233,08-21,0.0,-0.2400819237126421,-0.24008192371264245
234,234,234,234,08-22,0.0,-0.2400819237126421,-0.24008192371264245
235,235,235,235,08-23,0.0,-0.2400819237126421,-0.24008192371264245
236,236,236,236,08-24,0.0,-0.2400819237126421,0.11324072155788338
237,237,237,237,08-25,0.0,-0.2400819237126421,0.3782327055107777
238,238,238,238,08-26,0.015868607926369658,1.8798539479105127,0.3782327055107777
239,239,239,239,08-27,0.011901455944777244,1.3498699800047242,0.3782327055107777
240,240,240,240,08-28,0.0,-0.2400819237126421,0.3782327055107777
241,241,241,241,08-29,0.0,-0.2400819237126421,0.3782327055107777
242,242,242,242,08-30,0.0,-0.2400819237126421,0.17865615745289765
243,243,243,243,08-31,0.0,-0.2400819237126421,-0.08633582649999676
244,244,244,244,09-01,0.0069051236017124715,0.6823946595632326,-0.08633582649999676
245,245,245,245,09-02,0.0,-0.2400819237126421,-0.08633582649999676
246,246,246,246,09-03,0.0,-0.2400819237126421,-0.08633582649999676
247,247,247,247,09-04,0.0,-0.2400819237126421,-0.08633582649999676
248,248,248,248,09-05,0.0,-0.2400819237126421,-0.24008192371264256
249,249,249,249,09-06,0.0,-0.2400819237126421,-0.24008192371264256
250,250,250,250,09-07,0.0,-0.2400819237126421,-0.24008192371264256
251,251,251,251,09-08,0.0,-0.2400819237126421,-0.24008192371264256
252,252,252,252,09-09,0.0,-0.2400819237126421,-0.24008192371264256
253,253,253,253,09-10,0.0,-0.2400819237126421,-0.24008192371264256
254,254,254,254,09-11,0.0,-0.2400819237126421,-0.24008192371264256
255,255,255,255,09-12,0.0,-0.2400819237126421,-0.24008192371264256
256,256,256,256,09-13,0.0,-0.2400819237126421,-0.24008192371264256
257,257,257,257,09-14,0.0,-0.2400819237126421,-0.24008192371264256
258,258,258,258,09-15,0.0,-0.2400819237126421,-0.24008192371264256
259,259,259,259,09-16,0.0,-0.2400819237126421,-0.24008192371264256
260,260,260,260,09-17,0.0,-0.2400819237126421,-0.24008192371264256
261,261,261,261,09-18,0.0,-0.2400819237126421,-0.24008192371264256
262,262,262,262,09-19,0.0,-0.2400819237126421,-0.24008192371264256
263,263,263,263,09-20,0.0,-0.2400819237126421,-0.24008192371264256
264,264,264,264,09-21,0.0,-0.2400819237126421,-0.24008192371264256
265,265,265,265,09-22,0.0,-0.2400819237126421,-0.24008192371264256
266,266,266,266,09-23,0.0,-0.2400819237126421,-0.24008192371264256
267,267,267,267,09-24,0.0,-0.2400819237126421,-0.24008192371264256
268,268,268,268,09-25,0.0,-0.2400819237126421,0.5794068432485411
269,269,269,269,09-26,0.0,-0.2400819237126421,0.5794068432485411
270,270,270,270,09-27,0.0368052999631947,4.67685067805446,0.5794068432485411
271,271,271,271,09-28,0.0,-0.2400819237126421,0.5794068432485411
272,272,272,272,09-29,0.0,-0.2400819237126421,0.5794068432485411
273,273,273,273,09-30,0.0,-0.2400819237126421,0.5794068432485411
274,274,274,274,10-01,0.0,-0.2400819237126421,-0.2400819237126425
275,275,275,275,10-02,0.0,-0.2400819237126421,-0.2400819237126425
276,276,276,276,10-03,0.0,-0.2400819237126421,-0.2400819237126425
277,277,277,277,10-04,0.0,-0.2400819237126421,-0.2400819237126425
278,278,278,278,10-05,0.0,-0.2400819237126421,-0.2400819237126425
279,279,279,279,10-06,0.0,-0.2400819237126421,-0.2400819237126425
280,280,280,280,10-07,0.0,-0.2400819237126421,-0.2400819237126425
281,281,281,281,10-08,0.0,-0.2400819237126421,-0.2400819237126425
282,282,282,282,10-09,0.0,-0.2400819237126421,-0.2400819237126425
283,283,283,283,10-10,0.0,-0.2400819237126421,-0.2400819237126425
284,284,284,284,10-11,0.0,-0.2400819237126421,-0.2400819237126425
285,285,285,285,10-12,0.0,-0.2400819237126421,-0.2400819237126425
286,286,286,286,10-13,0.0,-0.2400819237126421,-0.2400819237126425
287,287,287,287,10-14,0.0,-0.2400819237126421,-0.2400819237126425
288,288,288,288,10-15,0.0,-0.2400819237126421,-0.2400819237126425
289,289,289,289,10-16,0.0,-0.2400819237126421,-0.2400819237126425
290,290,290,290,10-17,0.0,-0.2400819237126421,-0.2400819237126425
291,291,291,291,10-18,0.0,-0.2400819237126421,-0.2400819237126425
292,292,292,292,10-19,0.0,-0.2400819237126421,-0.2400819237126425
293,293,293,293,10-20,0.0,-0.2400819237126421,-0.2400819237126425
294,294,294,294,10-21,0.0,-0.2400819237126421,-0.2400819237126425
295,295,295,295,10-22,0.0,-0.2400819237126421,-0.2400819237126425
296,296,296,296,10-23,0.0,-0.2400819237126421,-0.2400819237126425
297,297,297,297,10-24,0.0,-0.2400819237126421,-0.2400819237126425
298,298,298,298,10-25,0.0,-0.2400819237126421,-0.2400819237126425
299,299,299,299,10-26,0.0,-0.2400819237126421,-0.2400819237126425
300,300,300,300,10-27,0.0,-0.2400819237126421,-0.2400819237126425
301,301,301,301,10-28,0.0,-0.2400819237126421,-0.2400819237126425
302,302,302,302,10-29,0.0,-0.2400819237126421,-0.2400819237126425
303,303,303,303,10-30,0.0,-0.2400819237126421,-0.2400819237126425
304,304,304,304,10-31,0.0,-0.2400819237126421,-0.2400819237126425
305,305,305,305,11-01,0.0,-0.2400819237126421,-0.2400819237126425
306,306,306,306,11-02,0.0,-0.2400819237126421,-0.012687935004613562
307,307,307,307,11-03,0.0,-0.2400819237126421,0.078269660478598
308,308,308,308,11-04,0.0102128354916459,1.1242820085355316,0.078269660478598
309,309,309,309,11-05,0.00408513419665836,0.3056636491866273,0.078269660478598
310,310,310,310,11-06,0.0,-0.2400819237126421,0.078269660478598
311,311,311,311,11-07,0.0,-0.2400819237126421,1.267666551415316
312,312,312,312,11-08,0.0,-0.2400819237126421,1.040272562707287
313,313,313,313,11-09,0.053418803418803416,6.896299421907666,0.9493149672240756
314,314,314,314,11-10,0.0,-0.2400819237126421,0.9493149672240756
315,315,315,315,11-11,0.0,-0.2400819237126421,0.9493149672240756
316,316,316,316,11-12,0.0,-0.2400819237126421,0.9493149672240756
317,317,317,317,11-13,0.0,-0.2400819237126421,-0.2400819237126425
318,318,318,318,11-14,0.0,-0.2400819237126421,-0.2400819237126425
319,319,319,319,11-15,0.0,-0.2400819237126421,-0.2400819237126425
320,320,320,320,11-16,0.0,-0.2400819237126421,0.20710646348027525
321,321,321,321,11-17,0.0,-0.2400819237126421,0.20710646348027525
322,322,322,322,11-18,0.020084354288009646,2.4430483994448644,0.20710646348027525
323,323,323,323,11-19,0.0,-0.2400819237126421,0.20710646348027525
324,324,324,324,11-20,0.0,-0.2400819237126421,0.6331590811292489
325,325,325,325,11-21,0.0,-0.2400819237126421,0.6331590811292489
326,326,326,326,11-22,0.019135093761959432,2.3162337821812002,0.18597069393633117
327,327,327,327,11-23,0.0,-0.2400819237126421,0.18597069393633117
328,328,328,328,11-24,0.0,-0.2400819237126421,0.18597069393633117
329,329,329,329,11-25,0.0,-0.2400819237126421,0.18597069393633117
330,330,330,330,11-26,0.0,-0.2400819237126421,0.7733686815825491
331,331,331,331,11-27,0.0,-0.2400819237126421,0.7733686815825491
332,332,332,332,11-28,0.045516613563950835,5.8406217080585074,0.7733686815825491
333,333,333,333,11-29,0.0,-0.2400819237126421,0.7733686815825491
334,334,334,334,11-30,0.0,-0.2400819237126421,0.7733686815825491
335,335,335,335,12-01,0.0,-0.2400819237126421,0.7733686815825491
336,336,336,336,12-02,0.0,-0.2400819237126421,-0.2400819237126425
337,337,337,337,12-03,0.0,-0.2400819237126421,-0.2400819237126425
338,338,338,338,12-04,0.0,-0.2400819237126421,-0.2400819237126425
339,339,339,339,12-05,0.0,-0.2400819237126421,-0.2400819237126425
340,340,340,340,12-06,0.0,-0.2400819237126421,-0.2400819237126425
341,341,341,341,12-07,0.0,-0.2400819237126421,-0.2400819237126425
342,342,342,342,12-08,0.0,-0.2400819237126421,-0.2400819237126425
343,343,343,343,12-09,0.0,-0.2400819237126421,-0.2400819237126425
344,344,344,344,12-10,0.0,-0.2400819237126421,-0.2400819237126425
345,345,345,345,12-11,0.0,-0.2400819237126421,-0.2400819237126425
346,346,346,346,12-12,0.0,-0.2400819237126421,-0.2400819237126425
347,347,347,347,12-13,0.0,-0.2400819237126421,-0.2400819237126425
348,348,348,348,12-14,0.0,-0.2400819237126421,-0.2400819237126425
349,349,349,349,12-15,0.0,-0.2400819237126421,-0.2400819237126425
350,350,350,350,12-16,0.0,-0.2400819237126421,-0.2400819237126425
351,351,351,351,12-17,0.0,-0.2400819237126421,-0.2400819237126425
352,352,352,352,12-18,0.0,-0.2400819237126421,-0.2400819237126425
353,353,353,353,12-19,0.0,-0.2400819237126421,-0.2400819237126425
354,354,354,354,12-20,0.0,-0.2400819237126421,-0.2400819237126425
355,355,355,355,12-21,0.0,-0.2400819237126421,-0.2212662649486797
356,356,356,356,12-22,0.0,-0.2400819237126421,-0.1742271180387727
357,357,357,357,12-23,0.000845058520302531,-0.12718797112886535,-0.1742271180387727
358,358,358,358,12-24,0.0021126463007563275,0.042152957746799766,-0.1742271180387727
359,359,359,359,12-25,0.0,-0.2400819237126421,-0.1742271180387727
360,360,360,360,12-26,0.0,-0.2400819237126421,-0.1742271180387727
361,361,361,361,12-27,0.0,-0.2400819237126421,-0.19304277680273552
362,362,362,362,12-28,0.0,-0.2400819237126421,-0.2400819237126425
363,363,363,363,12-29,0.0,-0.2400819237126421,
364,364,364,364,12-30,0.0,-0.2400819237126421,
365,365,365,365,12-31,,,
