,mth_day,relationships,relationships_norm
79,03-20,1.8748518589355185,-1.156043565050994
80,03-21,1.942742784193863,-0.9653424505224306
81,03-22,2.4011402395654384,0.32226565474009905
82,03-23,1.978607209800639,-0.8646016532934468
83,03-24,2.4902346025151982,0.5725258220316513
84,03-25,2.783250480192252,1.395588024158752
85,03-26,1.6575805679258586,-1.7663442376804244
86,03-27,2.3710292470108505,0.2376858700653361
87,03-28,2.2899332959668195,0.00989271230527554
88,03-29,2.643665259794918,1.003502380897983
89,03-30,2.4058666650207448,0.33554187094474275
90,03-31,2.5673850239538747,0.7892362483326341
91,04-01,2.4658211306014404,0.5039499956491234
92,04-02,2.30103209767972,0.041068511552782815
93,04-03,1.8636919194131185,-1.1873910963579335
94,04-04,2.2438537003606096,-0.11954182118636611
95,04-05,2.4310265171568304,0.4062142299598479
96,04-06,2.455914288647752,0.47612233245499824
97,04-07,1.9852329675373082,-0.8459903384502493
98,04-08,2.4662340317388796,0.5051098076092658
99,04-09,2.538964845151763,0.7094058475531476
100,04-10,2.5252203847906904,0.670798568311096
101,04-11,2.5160645890415485,0.6450805441847028
102,04-12,2.758894808670473,1.3271745552507852
103,04-13,2.1732872038947546,-0.3177584381083822
104,04-14,1.4600350901997956,-2.321236406686583
105,04-15,1.7595268708626521,-1.4799838217907682
106,04-16,2.691576964021874,1.1380831862158538
107,04-17,2.2910463849360667,0.01301930553105877
108,04-18,2.2515104156831884,-0.0980346147359098
109,04-19,2.7008085209204187,1.164014018395372
110,04-20,1.7479320371285632,-1.51255294214743
111,04-21,1.8839082912915106,-1.1306046461178931
112,04-22,2.468739199744303,0.5121466586891066
113,04-23,2.4449492661618923,0.4453223101997829
114,04-24,2.093482037867235,-0.5419258662097468
115,04-25,2.2213239852559483,-0.18282629940080677
116,04-26,2.1020248254879292,-0.5179297413337351
117,04-27,2.38882969220819,0.28768614219773087
118,04-28,2.535452907329467,0.6995410467079931
119,04-29,2.743057999525233,1.2826900067918998
120,04-30,2.290721492966776,0.012106705497852824
121,05-01,2.1780200650016983,-0.30446414458434273
122,05-02,2.8603797366418755,1.612238999406652
123,05-03,2.258239052649964,-0.07913431894616446
124,05-04,2.390988212959931,0.2937492840907549
125,05-05,2.2962883334596045,0.027743591905652606
126,05-06,2.96921965971367,1.9179631378833661
127,05-07,2.474234446260795,0.5275824423570484
128,05-08,2.1677293663963217,-0.3333700357009414
129,05-09,2.3184268022282386,0.08992908506352379
130,05-10,2.2747527855029652,-0.032748336605951577
131,05-11,2.0364379137263087,-0.7021590344805434
132,05-12,2.6173268799361087,0.9295196155307625
133,05-13,2.1926566780221917,-0.2633508675843611
134,05-14,2.3128021928601976,0.0741299297096736
135,05-15,2.52398273159508,0.6673220824198718
136,05-16,2.8829289010474306,1.6755781094197186
137,05-17,2.3551655012237,0.19312565836258566
138,05-18,2.9407054411032014,1.8378685855078385
139,05-19,2.433018660549244,0.4118100288650524
140,05-20,2.1377562751289902,-0.4175624647891565
141,05-21,1.7083645326484205,-1.6236954427800858
142,05-22,2.1824570154792,-0.29200104442849945
143,05-23,2.12043213437065,-0.46622482928475856
144,05-24,2.0236314592071243,-0.7381315174106925
145,05-25,2.04738969869658,-0.6713961955302638
146,05-26,1.9737619071665342,-0.8782117876234163
147,05-27,2.703990442566621,1.1729518256496447
148,05-28,2.217995306238444,-0.19217633839542012
149,05-29,2.506507905190872,0.6182364519207354
150,05-30,2.5837121388064075,0.8350980330640356
151,05-31,2.205750051640219,-0.2265724479002107
152,06-01,2.093330352356566,-0.5423519407673157
153,06-02,1.776617559863642,-1.4319772078265662
154,06-03,2.3156251152438583,0.08205933180197388
155,06-04,2.2546759043923754,-0.08914296651381777
156,06-05,2.6507603331369927,1.0234319722070842
157,06-06,2.734523430720813,1.2587169680266994
158,06-07,2.7548258427129375,1.3157450992501774
159,06-08,2.6801293726509705,1.1059276599096262
160,06-09,2.54290946785297,0.7204860315785145
161,06-10,2.2923729277081932,0.01674547635803898
162,06-11,2.557363719210593,0.761087066740219
163,06-12,2.405986756305583,0.33587919941355765
164,06-13,1.9961754107321124,-0.8152537399288118
165,06-14,2.771523085779109,1.362646549630423
166,06-15,2.9372022199554477,1.8280282692244108
167,06-16,2.8945119766186376,1.70811420187526
168,06-17,2.9511638464699055,1.8672455538144657
169,06-18,2.63172784839217,0.9699709825494206
170,06-19,2.4518754863270105,0.4647776041132488
171,06-20,2.561942442161338,0.7739483963877666
172,06-21,2.7535735976297837,1.3122276257128582
173,06-22,2.02670338899632,-0.7295026700010586
174,06-23,2.1551910185678365,-0.36858942468614386
175,06-24,2.1215377127512838,-0.4631193328051732
176,06-25,2.1359718459366235,-0.4225748082575469
177,06-26,2.656787619503833,1.0403622205924974
178,06-27,2.3669972818081133,0.22636034673542887
179,06-28,2.818821687016896,1.4955051892404272
180,06-29,2.3809950312337813,0.2656790981916606
181,06-30,2.130898636978772,-0.43682511636304194
182,07-01,1.9558275063870727,-0.9285883321178499
183,07-02,2.0915835385928574,-0.5472586249868262
184,07-03,2.4616345207823254,0.4921900858296099
185,07-04,2.231692288874475,-0.15370242093988518
186,07-05,2.1259251760043254,-0.45079523898667984
187,07-06,2.2696396923970177,-0.04711067664303429
188,07-07,2.2758156655043873,-0.029762777046849855
189,07-08,2.4664590080801196,0.505741751257902
190,07-09,2.2292470168603042,-0.16057102814553692
191,07-10,2.637380907924696,0.9858500525318489
192,07-11,2.467383011898034,0.5083372168114261
193,07-12,2.0386024983498916,-0.6960788595729563
194,07-13,2.6993928723516345,1.1600375552845719
195,07-14,1.9745095297901483,-0.8761117651678755
196,07-15,2.4772541539224524,0.536064601267642
197,07-16,2.1851398034476945,-0.2844652706312077
198,07-17,1.9171515245130002,-1.0372266047707273
199,07-18,1.9443975379706457,-0.9606943567116301
200,07-19,2.8043597578577177,1.4548825876424403
201,07-20,2.4135695853151518,0.357178864102198
202,07-21,2.4390737246395293,0.42881830303667884
203,07-22,2.1604808074594315,-0.35373075788481023
204,07-23,1.835685255487038,-1.266059961226203
205,07-24,1.8635956062613168,-1.1876616336252113
206,07-25,2.148534302650555,-0.38728769900918497
207,07-26,1.7236825797224382,-1.5806680626361225
208,07-27,2.4377282473877093,0.42503894650974205
209,07-28,2.0426853457245455,-0.684610411590642
210,07-29,2.158636537464627,-0.3589111902056611
211,07-30,2.4160695303533077,0.3642010442127556
212,07-31,2.000336694918131,-0.8035649681360559
213,08-01,1.5842256260273868,-1.9723934132217054
214,08-02,2.366595766847191,0.22523251779133313
215,08-03,2.316134883798989,0.08349123792558498
216,08-04,2.426548705588101,0.3936363537038369
217,08-05,1.9849793739599901,-0.8467026660205071
218,08-06,2.4168062882084635,0.3662705482529678
219,08-07,2.09179248581195,-0.5466717060811404
220,08-08,2.0325165070870415,-0.713174006124873
221,08-09,2.0380743376227533,-0.6975624280901364
222,08-10,1.8247051558045824,-1.2969023343285144
223,08-11,2.4657601283169828,0.5037786442705616
224,08-12,2.069442181993262,-0.6094522298706876
225,08-13,2.1674406249022904,-0.33418109144238095
226,08-14,2.1171360865109734,-0.47548320951728484
227,08-15,2.67171372974772,1.0822886761276662
228,08-16,2.2140801730523965,-0.20317368832497174
229,08-17,1.8357459007686643,-1.26588961264496
230,08-18,1.6193209897910372,-1.8738128597965493
231,08-19,1.4290770796058079,-2.408195408959643
232,08-20,1.9469572001426305,-0.9535044351255473
233,08-21,2.135000736641964,-0.4253025899767661
234,08-22,2.4174667314763503,0.3681256896697274
235,08-23,2.3210242853236878,0.09722524311979326
236,08-24,2.734573356268864,1.2588572055859977
237,08-25,2.634641687704082,0.9781557642742867
238,08-26,2.237734126395681,-0.13673129932517525
239,08-27,2.5938733926000523,0.8636403222739989
240,08-28,3.9273524321009297,4.609294665113291
241,08-29,2.681222589109502,1.108998432568411
242,08-30,2.309374903361726,0.06450290040224398
243,08-31,2.7623052024903925,1.336754125715691
244,09-01,2.4202058115912375,0.3758195843795777
245,09-02,1.9999942122115697,-0.8045269793857105
246,09-03,2.079642943997401,-0.5807989647129727
247,09-04,2.412326746778425,0.3536878129310594
248,09-05,2.621551913899108,0.9413874562266882
249,09-06,2.0186345989286147,-0.7521673671303597
250,09-07,2.0584224870182806,-0.640405823528412
251,09-08,2.3117307145838737,0.07112021816559648
252,09-09,2.2192130340604503,-0.18875582155954904
253,09-10,2.358874772948394,0.20354475707565703
254,09-11,2.7583427420277924,1.325623836599469
255,09-12,2.2070822451785093,-0.22283040444516877
256,09-13,2.772407659203234,1.3651312578181685
257,09-14,3.2215700730618044,2.6267987428498496
258,09-15,2.7949906045171358,1.4285652561664137
259,09-16,2.6034584025631964,0.8905639807126396
260,09-17,2.62364106119014,0.94725573266125
261,09-18,2.4168371159442876,0.3663571413220367
262,09-19,2.393342216844803,0.3003615251633491
263,09-20,2.4841240846180344,0.555361781787662
264,09-21,2.787422809212292,1.4073078201590832
265,09-22,2.3825539461657987,0.27005798703224837
266,09-23,2.3943920812825823,0.3033105248658357
267,09-24,2.4056007897954728,0.3347950450384532
268,09-25,1.6386698271625828,-1.8194632565536308
269,09-26,2.078720027816359,-0.5833913751665256
270,09-27,2.813846489161584,1.4815301878334237
271,09-28,2.246370632178256,-0.11247192633678003
272,09-29,3.0753856230473904,2.216176300477591
273,09-30,1.2036246790951795,-3.0414762765706285
274,10-01,1.5195902133275374,-2.1539500084952388
275,10-02,1.4651740221666687,-2.3068014869997473
276,10-03,2.037798122118971,-0.6983382991542132
277,10-04,2.4389692422393208,0.4285248188914478
278,10-05,1.765134650559784,-1.4642319398683419
279,10-06,2.0739974509323975,-0.5966567809890456
280,10-07,2.3359556214490973,0.1391663778101947
281,10-08,2.7589738339396583,1.3273965320002876
282,10-09,2.1723412540111586,-0.3204155487075303
283,10-10,2.671810997704193,1.082561895378055
284,10-11,2.3052655170804734,0.05295990638822569
285,10-12,2.0140853335391875,-0.7649459524383182
286,10-13,2.2322636542870584,-0.1520974933215305
287,10-14,2.6097938860634455,0.908359934442499
288,10-15,2.3487942953626595,0.1752293628861593
289,10-16,2.148585523726315,-0.3871438223983183
290,10-17,2.156916537400731,-0.3637425565175215
291,10-18,2.1383978269360844,-0.4157603882351088
292,10-19,3.155659682321338,2.4416608186664526
293,10-20,2.5281838778698362,0.6791228241809381
294,10-21,2.31392955166702,0.0772966059645121
295,10-22,2.938545513715213,1.8318014924667176
296,10-23,2.1073285741201038,-0.5030318625452779
297,10-24,2.1186627984169784,-0.47119477684485805
298,10-25,1.7664670746085265,-1.4604892489247003
299,10-26,2.1255880682715644,-0.4517421522907641
300,10-27,2.6323453150298244,0.9717054054570009
301,10-28,2.4896523652591083,0.5708903561246262
302,10-29,2.797641159027245,1.4360104883130245
303,10-30,1.8578993844888918,-1.203661943482084
304,10-31,2.1502734173871456,-0.3824026408471574
305,11-01,2.290525934810418,0.011557395583005415
306,11-02,2.3818024810901064,0.267947171383198
307,11-03,1.726442212185956,-1.572916437739578
308,11-04,1.993065926217259,-0.8239880760766162
309,11-05,2.2011675291658883,-0.23944445015797367
310,11-06,2.972831004204671,1.9281071654799824
311,11-07,2.5904273267342646,0.8539605513938134
312,11-08,2.6724990571133906,1.0844946087075107
313,11-09,2.5428748489927386,0.720388789491966
314,11-10,3.241518967734127,2.6828338673255954
315,11-11,1.8303741180917554,-1.280978594561079
316,11-12,2.4652457290731817,0.502333730849037
317,11-13,2.920722770352704,1.7817385862645474
318,11-14,3.0651086968971515,2.1873090952757086
319,11-15,2.526143080460222,0.6733903593624145
320,11-16,2.6536221636357524,1.0314706646188987
321,11-17,2.1913341346179576,-0.2670658044516981
322,11-18,2.166660426088406,-0.33637261825977843
323,11-19,2.684402323844334,1.117930096933423
324,11-20,2.5867384985567616,0.843598877251396
325,11-21,2.7687780391941743,1.3549358955012025
326,11-22,2.528094185508869,0.6788708842768042
327,11-23,2.34396693458724,0.1616696260494484
328,11-24,2.204265149805301,-0.23074343885086868
329,11-25,2.5812284604307902,0.828121544931662
330,11-26,2.2119828337318603,-0.20906497562808093
331,11-27,2.089179549647467,-0.5540112707852999
332,11-28,2.765825543999135,1.3466425319597326
333,11-29,2.4025754627690645,0.3262971017042883
334,11-30,2.2672049520362383,-0.05394970113152791
335,12-01,2.1962166618941414,-0.2533511085664783
336,12-02,1.7967483100854058,-1.3754312631516608
337,12-03,2.2900737425988793,0.01028721759686894
338,12-04,2.278598415995257,-0.02194621514193546
339,12-05,2.4934534923272795,0.581567470416508
340,12-06,2.0443448893826024,-0.6799488633204428
341,12-07,2.1599421154602836,-0.3552439080478727
342,12-08,2.2179706777286414,-0.19224551824899663
343,12-09,1.9533493668703878,-0.9355492619621664
344,12-10,2.558926520485843,0.7654768720616629
345,12-11,2.8502378362018588,1.5837510724857973
346,12-12,2.2318153738574824,-0.15335668337110167
347,12-13,2.3222747623484588,0.10073775029816436
348,12-14,2.4343488896205967,0.4155465542625186
349,12-15,2.606183066920231,0.898217382513035
350,12-16,2.672211166722389,1.083685943658137
351,12-17,2.209832251942159,-0.21510581750231125
352,12-18,1.9534355901487952,-0.9353070664812827
353,12-19,2.3786613243289834,0.25912386999239145
354,12-20,2.193903688643535,-0.25984809730373565
355,12-21,2.8231925400016804,1.5077826259150204
356,12-22,2.12263508234429,-0.46003689426659544
357,12-23,2.7210724083613966,1.220933936705086
358,12-24,2.415769889591371,0.3633593731493239
359,12-25,2.4979065739222155,0.5940758818133102
360,12-26,1.6996599870474889,-1.6481459351138654
361,12-27,2.2553091104529117,-0.08736433260934508
362,12-28,2.239685191135358,-0.13125088763601495
363,12-29,2.042080663079539,-0.686308925109201
364,12-30,2.6122248377969806,0.9151883169278783
365,12-31,,
