,unnamed: 0,unnamed: 0,unnamed: 0.1,mth_day,mindfuck,mindfuck_norm,mindfuck_ravg
30,30,30,30,01-31,6.400197831860504,-1.625367650081105,-1.0893244127177983
31,31,31,31,02-01,7.102825315006165,-0.9416505359113388,-0.7774634033784666
32,32,32,32,02-02,6.458609146470982,-1.568528405362776,-0.8357452346511144
33,33,33,33,02-03,7.965350065261421,-0.10233959620210133,-0.7271474273367096
34,34,34,34,02-04,8.123959399455774,0.05200095957896218,-0.46673121271187884
35,35,35,35,02-05,7.888625373120804,-0.1769993360418985,-0.26499000880728074
36,36,36,36,02-06,8.005910946188655,-0.06287036233212122,0.051378690560509255
37,37,37,37,02-07,8.346751302013718,0.2687966875162497,-0.09131595813209172
38,38,38,38,02-08,8.409322431623556,0.3296837908439641,-0.31444519344560634
39,39,39,39,02-09,7.085502129985003,-0.9585074883577072,-0.3382231795677051
40,40,40,40,02-10,6.748155900241711,-1.2867744523021258,-0.5670139576865825
41,41,41,41,02-11,7.742011521892022,-0.3196672527744912,-0.7786931776212237
42,42,42,42,02-12,6.595198662423684,-1.4356150310453857,-0.7616188902016829
43,43,43,43,02-13,7.0415480143863345,-1.0012786320915985,-0.6719400740964594
44,44,44,44,02-14,8.514601618124528,0.4321295153612088,-0.6409982195854306
45,45,45,45,02-15,7.6384571420414975,-0.4204345917263658,-0.7868109469535346
46,46,46,46,02-16,6.938941799044403,-1.1011233252359534,-0.720109676824778
47,47,47,47,02-17,6.8429376723307564,-1.194543616983115,-0.7376606488969722
48,48,48,48,02-18,7.006475296416646,-1.0354074102728457,-0.6836641847011227
49,49,49,49,02-19,6.933329614598407,-1.1065844645247642,-0.5572878134739139
50,50,50,50,02-20,8.847541065891,0.7561083005363067,-0.0814268679691057
51,51,51,51,02-21,8.417687409684683,0.3378236356368867,0.1252942277397874
52,52,52,52,02-22,9.87307614968175,1.7540423477928957,0.3591118702743945
53,53,53,53,02-23,8.117569418538485,0.04578295727024365,0.6216531318150202
54,54,54,54,02-24,8.448182970111215,0.36749844493479694,0.6770914543420569
55,55,55,55,02-25,8.552145659963974,0.4686631047189901,0.4278004360380281
56,56,56,56,02-26,9.189370938682373,1.088738235698527,0.3033114582175212
57,57,57,57,02-27,6.880571689176739,-1.157922474187286,0.21915576840590947
58,58,58,58,02-28,9.105483453644482,1.007108480869854,0.17950716278386714
59,59,59,59,02-29,7.598669721872085,-0.4591511815994264,-0.1721861223253968
60,60,60,60,03-01,8.203711687461414,0.1296068112025428,-0.5308041812217149
61,61,61,61,03-02,6.383622778488803,-1.6414966059365936,-0.48416285253305597
62,62,62,62,03-03,6.978150254769486,-1.0629701176793818,-0.6870858101722049
63,63,63,63,03-04,7.168159746060844,-0.8780745020553321,-0.8169272424958876
64,64,64,64,03-05,7.854270833305713,-0.2104292649650394,-0.9830101194639642
65,65,65,65,03-06,6.7980740640108905,-1.238199775541522,-1.1145808206784917
66,66,66,66,03-07,7.179653127985058,-0.8668904506059175,-1.1310203363692046
67,67,67,67,03-08,5.572364536731942,-2.4309208132237585,-1.2614317212264743
68,68,68,68,03-09,6.8767850384145435,-1.161607211823658,-1.3335947418877232
69,69,69,69,03-10,6.364049789909724,-1.6605428111989502,-1.0892114106984527
70,70,70,70,03-11,7.4093173237393675,-0.6434073889325325,-1.2177954319006818
71,71,71,71,03-12,8.304929235756388,0.2281002115941011,-0.9224573664107659
72,72,72,72,03-13,6.386810603048898,-1.6383945778192919,-0.8217152234381029
73,73,73,73,03-14,7.393404004649339,-0.6588924202842622,-0.7297858379349166
74,74,74,74,03-15,7.497955960393312,-0.5571543539876799,-0.3054051413011357
75,75,75,75,03-16,6.930881698234836,-1.1089664981798322,-0.6367575820479393
76,76,76,76,03-17,10.02602708213244,1.9028767908701525,-0.3885092270058488
77,77,77,77,03-18,6.261826964500762,-1.7600144328867202,-0.36958345534119164
78,78,78,78,03-19,7.9174973149947805,-0.1489044475667487,-0.3423547611645139
79,79,79,79,03-20,7.510099348695028,-0.5453377902963193,-0.045629645900955675
80,80,80,80,03-21,7.66584670171489,-0.3937821889276133,-0.3573391517012394
81,81,81,81,03-22,8.760473644403143,0.6713841934015173,0.03140326949643191
82,82,82,82,03-23,8.104042147187691,0.032619756068449884,-0.08533649539300221
83,83,83,83,03-24,8.658792931892796,0.5724400942993078,0.09546429495579907
84,84,84,84,03-25,7.197685871162068,-0.8493430369033534,0.1571869448563877
85,85,85,85,03-26,8.6249078123777,0.5394669517964884,-0.0065384649917508515
86,86,86,86,03-27,8.046425416981302,-0.023446289524081586,-0.06710003412842562
87,87,87,87,03-28,7.750951107103961,-0.31096826568731395,-0.22970987539896467
88,88,88,88,03-29,7.730622596768585,-0.33074965875159873,-0.17693614927348533
89,89,89,89,03-30,7.6561489336183985,-0.4032189533239265,-0.3500320812558551
90,90,90,90,03-31,7.523085978270314,-0.5327006801504774,-0.46879945668749573
91,91,91,91,04-01,7.557607112913331,-0.4991086400977306,-0.5839730852449417
92,92,92,92,04-02,7.314111829827515,-0.7360505421139251,-0.651931326057684
93,93,93,93,04-03,7.0407963801186275,-1.0020100370319902,-0.741262857429127
94,94,94,94,04-04,7.3115955455655826,-0.738499103628052,-0.7802582187877874
95,95,95,95,04-05,7.105335261540449,-0.9392081415525844,-0.9914788669510294
96,96,96,96,04-06,7.282642566473651,-0.7666728483024406,-0.9109035570704572
97,97,97,97,04-07,6.255231355469728,-1.7664325290771818,-0.8877383350932515
98,98,98,98,04-08,7.8109350862160705,-0.2525986828304928,-0.7292258387833302
99,99,99,99,04-09,7.1836319588428985,-0.8630187051687561,-0.7254858536156016
100,100,100,100,04-10,8.288975523522856,0.2125758742314758,-0.7469878308679133
101,101,101,101,04-11,7.128395819577768,-0.9167682305462128,-0.5925883889648714
102,102,102,102,04-12,7.150062470000923,-0.8956847118163112,-0.6804032886353357
103,103,103,103,04-13,7.207250449464433,-0.8400358776589308,-0.7117569218123435
104,104,104,104,04-14,7.269472887952357,-0.7794880808532781,-1.0336867335455822
105,105,105,105,04-15,6.9903070537609135,-1.0511405042308022,-1.0758430535513979
106,106,106,106,04-16,6.303972702796173,-1.7190029961679572,-0.9158783404795835
107,107,107,107,04-17,6.868462097775263,-1.169706150581106,-0.8404853129206554
108,108,108,108,04-18,8.136396742539192,0.06410356661457528,-0.6527488483268218
109,109,109,109,04-19,7.672120017032179,-0.3876777123053623,-0.5057399872139982
110,110,110,110,04-20,8.427046365741395,0.3469307067097244,-0.26233065718368476
111,111,111,111,04-21,7.896756203063612,-0.1690873375538603,0.0034934489110323153
112,112,112,112,04-22,7.804822233009089,-0.2585470159860771,0.003332163426056934
113,113,113,113,04-23,8.507519995440234,0.4252384859871965,0.13855423883493437
114,114,114,114,04-24,8.135402264454374,0.063135853704723,0.20880146539115188
115,115,115,115,04-25,8.50589244607816,0.4236547401479024,0.17547116469324217
116,116,116,116,04-26,8.860187186442596,0.7684140660470296,0.2658902240906866
117,117,117,117,04-27,7.691243266734988,-0.3690691417413186,0.09017507182856337
118,118,118,118,04-28,8.362341547498998,0.2839673403985894,-0.04460455745842146
119,119,119,119,04-29,7.424069317148421,-0.6290524275855427,-0.16351841428820327
120,120,120,120,04-30,7.304357935658718,-0.7455419220171859,-0.47510228078072875
121,121,121,121,05-01,7.7726756620848825,-0.2898284008307885,-0.4009802107558306
122,122,122,122,05-02,6.938976937069688,-1.1010891329081234,-0.5818825697350917
123,123,123,123,05-03,8.148276174887782,0.07566327840807008,-0.5006809007538403
124,124,124,124,05-04,7.246906816814599,-0.8014468134769773,-0.49642003873161844
125,125,125,125,05-05,7.9247546718463635,-0.14184241369803385,-0.5237113304901156
126,126,126,126,05-06,7.3306301938484815,-0.7199767498838548,-0.2520272548819434
127,127,127,127,05-07,7.604398947262398,-0.4535761513817715,-0.31965427330832363
128,128,128,128,05-08,8.614167108260231,0.52901532074091,-0.053800100580099854
129,129,129,129,05-09,7.731291424047322,-0.3300988321502117,0.021892548080455782
130,130,130,130,05-10,8.886150103810243,0.7936782228923652,0.10234878862982301
131,131,131,131,05-11,8.391471687864684,0.3123134782653,0.07165195524098958
132,132,132,132,05-12,7.826719274805965,-0.2372393065876515,0.07097783711031586
133,133,133,133,05-13,7.415123836218308,-0.6377571517147721,0.18401438182652274
134,134,134,134,05-14,8.61001053020464,0.5249706119568676,0.03423901247885042
135,135,135,135,05-15,8.428269000926084,0.3481204361470296,0.2047250615947477
136,136,136,136,05-16,7.962642805651518,-0.10497399319366872,0.3021401158313891
137,137,137,137,05-17,9.44267998251627,1.3352297729606837,0.3937680906957605
138,138,138,138,05-18,8.427375537113253,0.3472510188321969,0.6582035741115779
139,139,139,139,05-19,7.980097261897702,-0.08798930252854363,0.8984600131268016
140,140,140,140,05-20,10.240506251165003,2.111583512451772,0.8977909709915334
141,141,141,141,05-21,9.909677965741526,1.7896590702383717,0.6670922748410854
142,142,142,142,05-22,7.9585175259250365,-0.1089882460052782,0.7727510659272725
143,143,143,143,05-23,8.020203573353925,-0.048962403942003636,0.8445394790853132
144,144,144,144,05-24,9.078862260916404,0.98120376534932,0.4082088382335824
145,145,145,145,05-25,8.422740960680978,0.34274117641970064,0.14509852932266776
146,146,146,146,05-26,7.550113745428817,-0.5064003326586133,0.16335034219811748
147,147,147,147,05-27,8.287353203276817,0.2109972167728838,0.16110091406342716
148,148,148,148,05-28,8.071057274406499,0.0005226312474200638,0.10860174918491661
149,149,149,149,05-29,8.006333714056511,-0.062458972750145475,0.05683173202568558
150,150,150,150,05-30,8.755155084471399,0.6662087760782565,0.3111874925861068
151,151,151,151,05-31,8.103529671931813,0.032121073464314434,0.4316264328499709
152,152,152,152,06-01,9.118458408702473,1.019734230703914,0.3231617623594721
153,153,153,153,06-02,9.029973574040136,0.9336308583560684,0.538725920352897
154,154,154,154,06-03,7.402269641121897,-0.6502653916955731,0.5204641606495153
155,155,155,155,06-04,9.335491331863864,1.2309259752104045,0.6052448851822779
156,156,156,156,06-05,8.642554004355578,0.5566382178579659,0.4420036338553715
157,157,157,157,06-06,8.62628330085089,0.5408054206608901,0.3531675718540577
158,158,158,158,06-07,8.1119211681832,0.0402867227424751,0.522874480864208
159,159,159,159,06-08,8.482214940860246,0.4006144863481856,0.269376697384627
160,160,160,160,06-09,8.448673797569189,0.3679760623653284,0.2678669131957117
161,161,161,161,06-10,7.772436911567142,-0.2900607256670817,0.3868147816768632
162,162,162,162,06-11,8.633244751951924,0.5475795127244742,0.6093403641866523
163,163,163,163,06-12,9.359709798954029,1.2544926315477984,0.8719889592170259
164,164,164,164,06-13,9.484002574958282,1.37544021780121,0.8188085753570241
165,165,165,165,06-14,10.10169279905626,1.9765060565304275,1.0429391628461648
166,166,166,166,06-15,8.120766259584158,0.048893759205317855,1.3004383244699684
167,167,167,167,06-16,9.154414697289363,1.0547227992677626,1.3632513416035674
168,168,168,168,06-17,10.220971466064224,2.0925744824672967,1.268755525714649
169,169,169,169,06-18,9.747011663038194,1.6313707343493913,1.1280548684757796
170,170,170,170,06-19,8.901346187603258,0.8084653224677003,1.2740684997056728
171,171,171,171,06-20,9.234139713513864,1.13230211309721,1.5063090119306473
172,172,172,172,06-21,9.0210788721236,0.924975546584677,1.289408485427411
173,173,173,173,06-22,10.586397865830406,2.4481658726176097,1.0008941288731295
174,174,174,174,06-23,8.883573868097148,0.7911713234478795,1.0753195093759667
175,175,175,175,06-24,7.968046836832683,-0.09971540497629716,0.9707127827379813
176,176,176,176,06-25,9.360249292713032,1.2550176054847229,1.0541988347644968
177,177,177,177,06-26,8.589139965508398,0.5046617532692977,0.5965687283206118
178,178,178,178,06-27,9.535849616317023,1.4258918587437706,0.7544530323703569
179,179,179,179,06-28,7.7646739402025124,-0.2976147660457008,1.0953665232622998
180,180,180,180,06-29,9.857080444576953,1.73847714774635,0.9370571232962588
181,181,181,181,06-30,10.070102056263664,1.9457655403753602,0.8877055973404858
182,182,182,182,07-01,8.384121596466827,0.30516120568847593,0.5354787749844702
183,183,183,183,07-02,8.284840970326956,0.20855259753466,0.6217763681963502
184,184,184,184,07-03,7.364036971355635,-0.6874690753923239,0.29197005462728903
185,185,185,185,07-04,8.296780504130957,0.22017079322557934,0.05712500067147105
186,186,186,186,07-05,7.823511514742854,-0.2403607336680168,-0.005880004323022418
187,187,187,187,07-06,8.622059416080063,0.5366952166404523,-0.27007735557967555
188,188,188,188,07-07,7.995635945011842,-0.07286882427848487,-0.10737325515803363
189,189,189,189,07-08,6.655813560130053,-1.3766315100052586,0.16862469596474114
190,190,190,190,07-09,8.36726216675437,0.2887555271375275,0.3543324715741993
191,191,191,191,07-10,9.998569812004886,1.876158499962228,0.432886328959706
192,192,192,192,07-11,8.968576199591336,0.873885919988732,0.7110473532043885
193,193,193,193,07-12,9.10641849935254,1.0080183609534927,0.8618222470628968
194,194,194,194,07-13,9.710762651573107,1.5960973211896097,0.7205420060797437
195,195,195,195,07-14,7.585483875508938,-0.4719821468542087,0.4171049660126592
196,196,196,196,07-15,7.496135397367485,-0.558925918761391,0.4915636579794563
197,197,197,197,07-16,8.127592479389223,0.05553625955972148,0.45339422045439637
198,198,198,198,07-17,9.427684701491073,1.3206380717895143,0.18930088837945347
199,199,199,199,07-18,8.871067691843052,0.7790017358031329,0.46850799310003044
200,200,200,200,07-19,8.082376618352113,0.011537328739952288,0.4409368519127633
201,201,201,201,07-20,9.307060660999452,1.2032604814692536,0.5617831287944954
202,202,202,202,07-21,7.326133145222138,-0.7243527658849938,0.3959010094088022
203,203,203,203,07-22,8.872724466989453,0.780613920850114,0.06349098348733158
204,204,204,204,07-23,8.404864003041528,0.3253453554753545,0.08316752666501377
205,205,205,205,07-24,6.8214444042715705,-1.2154584197256906,-0.2675624248744258
206,206,206,206,07-25,8.203701181304407,0.1295965878060454,-0.19965219075975038
207,207,207,207,07-26,7.144477645245652,-0.9011192277673838,-0.4743672546374999
208,208,208,208,07-27,7.744864189570218,-0.3168913611969412,-0.4285772864281989
209,209,209,209,07-28,7.178845376520799,-0.8676764624163829,-0.09531412969100683
210,210,210,210,07-29,8.687202614576409,0.6000851647311604,-0.20077739509985884
211,211,211,211,07-30,8.876328052996119,0.784120520697462,-0.23511435575835907
212,212,212,212,07-31,7.553420058868044,-0.5031830046470667,-0.0778028210238675
213,213,213,213,08-01,6.9327576948771465,-1.1071409917183852,-0.09221955202735928
214,214,214,214,08-02,8.71483909962782,0.6269778472100083,-0.247660810780543
215,215,215,215,08-03,7.089952547510908,-0.9541768484373336,-0.030387494477490267
216,216,216,216,08-04,7.728759730951665,-0.332562387787942,0.08712845115685076
217,217,217,217,08-05,10.216024253879743,2.0877604185157783,0.37211278785346275
218,218,218,218,08-06,8.278017393636855,0.2019126691589795,0.23813717838539572
219,219,219,219,08-07,8.689956598451973,0.6027650284612869,0.15107953464801446
220,220,220,220,08-08,7.888752316080549,-0.17687580959839402,0.1756857433070469
221,221,221,221,08-09,6.553159550757577,-1.4765227108616212,-0.2868252102439745
222,222,222,222,08-10,7.880480360155281,-0.1849251358337473,-0.3465291396680174
223,223,223,223,08-11,7.3642052736092225,-0.6873053027903498,-0.401758368051831
224,224,224,224,08-12,7.909886005999493,-0.1563109073852778,-0.24275363903787492
225,225,225,225,08-13,8.349415989496903,0.2713896581584052,0.23829031915086585
226,226,226,226,08-14,8.869167375817614,0.7771525644853426,0.40184719905658733
227,227,227,227,08-15,9.519252093592405,1.4097410382708233,0.33127534030240485
228,228,228,228,08-16,8.888963750414076,0.7964161436005817,0.10203154018395166
229,229,229,229,08-17,6.929062787311446,-1.110736455315445,-0.0935784750283194
230,230,230,230,08-18,6.4963804116611135,-1.5317737080959968,-0.3688506515719794
231,231,231,231,08-19,7.143294599656517,-0.9022704331152211,-0.6907253133189482
232,232,232,232,08-20,7.171853157029089,-0.8744804947766175,-0.9697458552992843
233,233,233,233,08-21,7.534589324871839,-0.5215069322109892,-0.8195887301474133
234,234,234,234,08-22,7.1685373012767775,-0.8777071082814347,-0.56949768667357
235,235,235,235,08-23,7.854923972313029,-0.20979370440421968,-0.3654763945947834
236,236,236,236,08-24,8.038429046614555,-0.031227447252937086,-0.21198383503683815
237,237,237,237,08-25,8.40127949420327,0.3218573193574986,0.06745032414898723
238,238,238,238,08-26,8.118280460678589,0.04647486257105415,0.08310190990615983
239,239,239,239,08-27,9.257566116629404,1.1550980229039631,0.039547605046291956
240,240,240,240,08-28,7.265044181796987,-0.7837975937383992,0.13972905506362196
241,241,241,241,08-29,7.586370347110816,-0.4711195335634269,0.15218957826222299
242,242,242,242,08-30,8.656142764391246,0.5698612528510429,0.2575436074890004
243,243,243,243,08-31,8.478110445533272,0.3966204585491049,0.12533277869254736
244,244,244,244,09-01,8.767888038380539,0.6785990379317185,0.004822268673560837
245,245,245,245,09-02,8.442360880809128,0.3618330501252449,0.20296391451209916
246,246,246,246,09-03,6.521982515569196,-1.5068606538523184,0.3097063905599871
247,247,247,247,09-04,8.808101642436881,0.717730341467803,0.4978666161265393
248,248,248,248,09-05,9.314311434467637,1.2103161091383707,0.42818652709675803
249,249,249,249,09-06,9.638296811894607,1.5255818119484184,0.860289789019694
250,250,250,250,09-07,8.338244158778563,0.2605185037530306,1.2867429790826042
251,251,251,251,09-08,11.106687583404064,2.954452621662861,1.278495379722364
252,252,252,252,09-09,9.151471162877867,1.0518584865251426,1.570708798209002
253,253,253,253,09-10,8.757247364896822,0.6682447453063609,1.500604103264193
254,254,254,254,09-11,11.116084488125699,2.9635966200582,1.3200918182136607
255,255,255,255,09-12,9.206034833849097,1.1049536422795656,0.7310149917304244
256,256,256,256,09-13,7.225214604069167,-0.8225552065501633,0.6827013298649872
257,257,257,257,09-14,7.474469877630105,-0.5800083372365579,0.6564274104603021
258,258,258,258,09-15,8.853571584810844,0.7619765153325198,0.2688178881324774
259,259,259,259,09-16,8.595243716185154,0.5106012288782501,0.19450511085145492
260,260,260,260,09-17,8.72610391745768,0.6379394860912517,0.5953984120489801
261,261,261,261,09-18,8.747826034469261,0.6590769785934307,1.0493449870003866
262,262,262,262,09-19,9.697102278600298,1.5828046006349883,1.0723050869803663
263,263,263,263,09-20,10.273481335706643,2.14367111247188,1.2155464394465396
264,264,264,264,09-21,8.995142391748699,0.8997371152123979,1.1813847760912333
265,265,265,265,09-22,9.47846259908149,1.3700493436752903,1.2154031788742576
266,266,266,266,09-23,8.515464841331395,0.4329695059594148,0.8188201621997279
267,267,267,267,09-24,8.957581773204245,0.8631873952915767,0.3507412147176024
268,268,268,268,09-25,7.251791598881228,-0.7966934994121898,-0.08390477110573014
269,269,269,269,09-26,7.387330388478714,-0.6648025724208722,-0.3815077152393392
270,270,270,270,09-27,6.315137383104869,-1.7081387997275974,-0.5174201222452223
271,271,271,271,09-28,7.643458004815186,-0.4155683211263641,-0.542974336666607
272,272,272,272,09-29,7.6774358628223025,-0.3825049360758837,-0.6486677460245315
273,273,273,273,09-30,8.800015788759362,0.7098621087632688,-0.6223511249753909
274,274,274,274,10-01,6.600091420577924,-1.4308539555597366,-0.5585256183791704
275,275,275,275,10-02,7.549597333354964,-0.5069028461260286,-0.6239979059337656
276,276,276,276,10-03,6.708682205641495,-1.3251857601502748,-0.5690961369136537
277,277,277,277,10-04,7.239759214772742,-0.8084020464539355,-0.7731514188364725
278,278,278,278,10-05,8.015957374020871,-0.053094321955212034,-0.39449312211326243
279,279,279,279,10-06,7.54182131456568,-0.5144695827736442,-0.35530894698240606
280,280,280,280,10-07,8.9348791901243,0.8410958247795237,-0.15440521670321308
281,281,281,281,10-08,7.791204961253216,-0.2717977953408903,-0.10143101014885653
282,282,282,282,10-09,7.947444372933925,-0.11976337847511702,-0.01570511847645167
283,283,283,283,10-10,7.566395473993403,-0.49055680712779604,0.023887516160871942
284,284,284,284,10-11,8.544538855378176,0.4612610280792171,0.31939581172514203
285,285,285,285,10-12,7.7859474829747475,-0.2769137749497025,0.19353420619748377
286,286,286,286,10-13,10.756968288009007,2.6141455981651442,0.10786050656274825
287,287,287,287,10-14,7.015148712692389,-1.02696742850684,0.37561649927911195
288,288,288,288,10-15,7.419184705022338,-0.6338055762835302,0.4247796482131007
289,289,289,289,10-16,9.217365286161247,1.115979149170386,0.23928226571202185
290,290,290,290,10-17,8.847676327438823,0.7562399216831496,-0.12318246240345276
291,291,291,291,10-18,6.642180071315553,-1.3898980699561754,0.13627174944488957
292,292,292,292,10-19,8.522029237631958,0.4393572294722965,0.30367064370670754
293,293,293,293,10-20,8.61493016690309,0.529757842583214,0.12024648450814328
294,294,294,294,10-21,8.451357760096778,0.3705877892873776,0.18663108245839188
295,295,295,295,10-22,8.086381263779769,0.015434193979000603,0.5091587641421301
296,296,296,296,10-23,9.257000376909712,1.1545475093846411,0.7373979737931987
297,297,297,297,10-24,8.630869327702793,0.5452680201462543,0.8228760039800536
298,298,298,298,10-25,9.929340578320144,1.808792487378708,0.9285573821470098
299,299,299,299,10-26,9.141983346966027,1.042626023704343,1.2424059070726359
300,300,300,300,10-27,9.102983754689411,1.004676058289115,1.2523050043553199
301,301,301,301,10-28,10.021555281694287,1.898525343532757,1.31079207724345
302,302,302,302,10-29,9.318037706515764,1.2139420930807459,1.2575100878912684
303,303,303,303,10-30,8.991497639923805,0.896190457475035,0.9256915802680422
304,304,304,304,10-31,9.6008065460459,1.4891005512656184,0.826889605220876
305,305,305,305,11-01,7.0960073310908385,-0.9482850220350136,0.6991147344021048
306,306,306,306,11-02,8.493775809311227,0.4118642080061168,0.49488984663694363
307,307,307,307,11-03,9.233701936806128,1.131876118620131,0.5081224416866411
308,308,308,308,11-04,8.058797451337558,-0.011407233510221252,0.47704819870225723
309,309,309,309,11-05,9.073089146959967,0.9755860277732198,0.7149894809852508
310,310,310,310,11-06,9.409204346660088,1.3026550933593148,0.5881932737032692
311,311,311,311,11-07,8.563141157424512,0.4793626716629474,0.44369679932480804
312,312,312,312,11-08,7.711956853939871,-0.3489130356857731,0.4813801547394774
313,313,313,313,11-09,8.342744036131867,0.2648972723493637,0.25426172820892773
314,314,314,314,11-10,8.291151101314366,0.21469289897779464,0.10274693610338352
315,315,315,315,11-11,7.6726884979025884,-0.3871245314100781,0.08540819258044881
316,316,316,316,11-12,8.474971856378824,0.3935663407260497,0.1963496127776739
317,317,317,317,11-13,8.456231348060847,0.3753302105253391,0.19005482949303099
318,318,318,318,11-14,8.396015999755779,0.3167354854975774,0.29808700946156835
319,319,319,319,11-15,8.303930723041644,0.2271285726415061,0.1968100292754932
320,320,320,320,11-16,8.957272020070704,0.8628859787890187,0.1620279557504539
321,321,321,321,11-17,7.048219796909393,-0.9947864125265288,0.27281530124531705
322,322,322,322,11-18,8.26050736274834,0.1848738995758137,0.22093360304051998
323,323,323,323,11-19,9.139340477110233,1.0400542834945183,0.4174248512842224
324,324,324,324,11-20,8.076116091368451,0.005445296268795044,0.24111682258133302
325,325,325,325,11-21,9.515485750865695,1.4060760621037205,0.4352974596610039
326,326,326,326,11-22,7.8701656958449915,-0.19496219342831766,0.44705284321227773
327,327,327,327,11-23,8.245527713993653,0.17029740995149634,0.23134110365264068
328,328,328,328,11-24,8.332990458931237,0.25540620088345684,0.30573274564855385
329,329,329,329,11-25,7.809272878883108,-0.25421615386330404,0.37007976510868906
330,330,330,330,11-26,8.534811166563099,0.45179514824427397,0.5214699794403325
331,331,331,331,11-27,9.912246195156463,1.7921581788645318,0.5507134401045032
332,332,332,332,11-28,8.80363004591811,0.7133790925615432,0.5205640738505818
333,333,333,333,11-29,8.425841402849187,0.34575817393652025,0.5033050952395949
334,334,334,334,11-30,8.147091002354205,0.074510003359929,0.18894468393327982
335,335,335,335,12-01,7.702854895903454,-0.3577700255292258,0.03215937224462547
336,336,336,336,12-02,6.596480883299657,-1.4343673195936162,-0.15848690663889195
337,337,337,337,12-03,8.945515949594807,0.8514463087326055,-0.3563970668648307
338,338,338,338,12-04,7.628114801438639,-0.4304985807395613,-0.3285660287166251
339,339,339,339,12-05,7.205537436019026,-0.8417027874191122,-0.4892156154063254
340,340,340,340,12-06,8.318695765922103,0.2414962322491628,-0.24964295151477886
341,341,341,341,12-07,6.712297727523308,-1.3216675456674274,-0.5093758112958845
342,342,342,342,12-08,8.073673725532558,0.0030686637556633484,-0.4095446396097733
343,343,343,343,12-09,7.344016366424422,-0.7069508499540282,-0.38530233057493257
344,344,344,344,12-10,8.24366872086747,0.16848844937710586,-0.6238971542881943
345,345,345,345,12-11,7.355014278676148,-0.6962489332100681,-0.5236786589820897
346,346,346,346,12-12,6.847532236419405,-1.1900727100304078,-0.2219795795288285
347,347,347,347,12-13,7.330239864663575,-0.7203565738307998,0.12185338665366152
348,348,348,348,12-14,9.933934881531409,1.8132631404752304,0.020245267025892147
349,349,349,349,12-15,9.464072921785046,1.3560469471409118,0.4792586101212335
350,350,350,350,12-16,7.617158230944327,-0.4411602683895104,0.6171811013897336
351,351,351,351,12-17,10.18526717103779,2.05783112536198,0.7580335964007777
352,352,352,352,12-18,7.697955292102375,-0.3625377624194068,0.4458423327278987
353,353,353,353,12-19,8.198729174174906,0.12475839623546438,0.1412146137281203
354,354,354,354,12-20,8.008979452083961,-0.05988444156204345,0.14863009070474462
355,355,355,355,12-21,7.585753923521048,-0.4717193668577586,-0.21299502394916373
356,356,356,356,12-22,7.662881684253555,-0.3966674065297645,-0.3698878810691251
357,357,357,357,12-23,7.95550513449663,-0.11191956256146993,-0.6889653647089463
