,unnamed: 0,unnamed: 0,unnamed: 0.1,unnamed: 0.1.1,unnamed: 0.1.1.1,unnamed: 0.1.1.1.1,unnamed: 0.1.1.1.1.1,unnamed: 0.1.1.1.1.1.1,mth_day,comedy,comedy_norm,comedy_ravg
56,56,56,56,56,56,56,56,56,02-26,20.040816258167546,1.1933385693939982,0.1920248142376417
57,57,57,57,57,57,57,57,57,02-27,18.392416691905424,0.22439895596707374,0.06591571071008481
58,58,58,58,58,58,58,58,58,02-28,17.27876540346391,-0.43021226269624296,0.013291039936974678
59,59,59,59,59,59,59,59,59,02-29,16.31697134877574,-0.9955608460249076,-0.3472271749608647
60,60,60,60,60,60,60,60,60,03-01,17.59417438980223,-0.2448128804414712,-0.7779797994701388
61,61,61,61,61,61,61,61,61,03-02,14.89651401202166,-1.8305145859636425,-1.037919820392973
62,62,62,62,62,62,62,62,62,03-03,15.643932719289065,-1.3911771776616468,-1.03660438398692
63,63,63,63,63,63,63,63,63,03-04,15.73909333631731,-1.3352411695699318,-1.0884644985213632
64,64,64,64,64,64,64,64,64,03-05,17.292192647666553,-0.422319644259924,-1.1435900036759041
65,65,65,65,65,65,65,65,65,03-06,15.787612104173071,-1.306721533231566,-1.1306992259656843
66,66,66,66,66,66,66,66,66,03-07,17.031483851439315,-0.5755659113687173,-0.8876390607288579
67,67,67,67,67,67,67,67,67,03-08,15.028095910987401,-1.7531699197023234,-0.8568905104006405
68,68,68,68,68,68,68,68,68,03-09,18.124955883580608,0.06718381375931178,-0.8163681045528458
69,69,69,69,69,69,69,69,69,03-10,16.05295745945884,-1.1507498676006278,-0.5736882303963062
70,70,70,70,70,70,70,70,70,03-11,17.70582285927792,-0.1791852091731567,-0.6477151059519769
71,71,71,71,71,71,71,71,71,03-12,18.264753468341397,0.14935771170767162,-0.40756190885031524
72,72,72,72,72,72,72,72,72,03-13,16.275858622373935,-1.0197271647027413,-0.6120813038621536
73,73,73,73,73,73,73,73,73,03-14,17.47944635916697,-0.31225073709235324,-0.5716101254776298
74,74,74,74,74,74,74,74,74,03-15,16.037335495118928,-1.1599325563117189,-0.5543769960418808
75,75,75,75,75,75,75,75,75,03-16,16.466064769578303,-0.9079227972934848,-0.9691810218313601
76,76,76,76,76,76,76,76,76,03-17,17.881729072793693,-0.07578643255866313,-0.7335046986685745
77,77,77,77,77,77,77,77,77,03-18,14.030664366894689,-2.339466443029204,-0.5900900876433178
78,78,78,78,78,78,78,78,78,03-19,18.681511627967048,0.39433077427397256,-0.4213159935344574
79,79,79,79,79,79,79,79,79,03-20,18.943343052007748,0.5482369290591873,-0.22829695781604845
80,80,80,80,80,80,80,80,80,03-21,17.7600877059076,-0.14728799165855647,-0.07993616776968619
81,81,81,81,81,81,81,81,81,03-22,18.43629587799537,0.2501914170169692,0.31544091700900406
82,82,82,82,82,82,82,82,82,03-23,19.39611361383509,0.8143783077195105,0.2784750833307567
83,83,83,83,83,83,83,83,83,03-24,18.06645404477221,0.03279606564293768,0.2690078848389895
84,84,84,84,84,84,84,84,84,03-25,18.304184929642297,0.17253577220448826,0.37459486295100447
85,85,85,85,85,85,85,85,85,03-26,18.846707148151868,0.4914337381085843,0.5450783988740483
86,86,86,86,86,86,86,86,86,03-27,18.83786093250032,0.486233877013533,0.655617766878694
87,87,87,87,87,87,87,87,87,03-28,20.17649712135121,1.273092632555232,0.5774417296753459
88,88,88,88,88,88,88,88,88,03-29,20.524438085755264,1.4776145157473846,0.6279467313352362
89,89,89,89,89,89,89,89,89,03-30,17.26847647816832,-0.4362601575771512,0.6344209127208625
90,90,90,90,90,90,90,90,90,03-31,18.819711934689305,0.4755657821638298,0.549202764924103
91,91,91,91,91,91,91,91,91,04-01,18.91279199579407,0.5302788264223424,0.2529634616046463
92,92,92,92,92,92,92,92,92,04-02,17.968001412344986,-0.02507500976702364,-0.01783342903101326
93,93,93,93,93,93,93,93,93,04-03,17.152650852699853,-0.5043431873615085,0.0676493389721889
94,94,94,94,94,94,94,94,94,04-04,17.760293834349152,-0.1471668280665727,0.020183294465125113
95,95,95,95,95,95,95,95,95,04-05,18.14103709441352,0.07663645044206177,-0.041761444187870145
96,96,96,96,96,96,96,96,96,04-06,18.33520491633615,0.19076951512144708,-0.03766682710684879
97,97,97,97,97,97,97,97,97,04-07,18.280494509472845,0.15861039450437078,-0.07971626686266119
98,98,98,98,98,98,98,98,98,04-08,18.009796989242663,-0.000507307280895491,0.06883378445259235
99,99,99,99,99,99,99,99,99,04-09,16.723433527112988,-0.7566398258963829,-0.015661959092670794
100,100,100,100,100,100,100,100,100,04-10,19.27661024930237,0.7441334798249485,-0.20996519428583874
101,101,101,101,101,101,101,101,101,04-11,17.278551475613842,-0.43033801082951706,-0.24535605880421726
102,102,102,102,102,102,102,102,102,04-12,16.351865412961217,-0.9750498960375608,-0.2531847527144093
103,103,103,103,103,103,103,103,103,04-13,17.919244221549906,-0.053734792605900264,-0.25761699608858996
104,104,104,104,104,104,104,104,104,04-14,17.929886030084017,-0.04747947074204779,-0.27321080043686397
105,105,105,105,105,105,105,105,105,04-15,16.678191648541876,-0.7832332861414665,-0.3083426771942985
106,106,106,106,106,106,106,106,106,04-16,19.117437355752326,0.6505706537353043,-0.24845676053181345
107,107,107,107,107,107,107,107,107,04-17,16.91994479090554,-0.6411292713741239,-0.22358073642792295
108,108,108,108,108,108,108,108,108,04-18,16.963147587930898,-0.6157343960626508,-0.09231140132911192
109,109,109,109,109,109,109,109,109,04-19,18.173164858759595,0.09552135201744297,-0.19670780016578523
110,110,110,110,110,110,110,110,110,04-20,19.26981049209518,0.7401365398508183,-0.10202318556271593
111,111,111,111,111,111,111,111,111,04-21,15.612571193910663,-1.4096116791615063,-0.12630678144675145
112,112,112,112,112,112,112,112,112,04-22,20.08392531112478,1.21867834135372,0.03891991452612984
113,113,113,113,113,113,113,113,113,04-23,16.67207133191285,-0.786830846678337,0.07279241898787343
114,114,114,114,114,114,114,114,114,04-24,18.649689928872107,0.37562577977463696,-0.2723965683383984
115,115,115,115,115,115,115,115,115,04-25,18.518916570564247,0.29875637878790456,0.06839483448496048
116,116,116,116,116,116,116,116,116,04-26,15.74631303713228,-1.3309973841068128,-0.03788771102250249
117,117,117,117,117,117,117,117,117,04-27,19.091180548809835,0.6351367377786471,0.07835280968106817
118,118,118,118,118,118,118,118,118,04-28,18.99905211889701,0.5809830683089423,0.14155267147925077
119,119,119,119,119,119,119,119,119,04-29,17.858590004003233,-0.0893877224569131,0.10720714421276856
120,120,120,120,120,120,120,120,120,04-30,19.29479901512874,0.7548249505637326,0.4814962464205877
121,121,121,121,121,121,121,121,121,05-01,18.16833650469898,0.09268321518901136,0.5402059867351333
122,122,122,122,122,122,122,122,122,05-02,19.566848301784468,0.9147372291401018,0.4456986837941754
123,123,123,123,123,123,123,123,123,05-03,19.69045696890115,0.9873951796659208,0.6404053782202954
124,124,124,124,124,124,124,124,124,05-04,18.034374062487505,0.013939250663194874,0.6467138681203064
125,125,125,125,125,125,125,125,125,05-05,19.84604779513555,1.078852444099807,0.7274483755319805
126,126,126,126,126,126,126,126,126,05-06,19.35919257611549,0.7926758899637986,0.6813351033333047
127,127,127,127,127,127,127,127,127,05-07,18.992429514143225,0.5770902596590562,0.6919261273927138
128,128,128,128,128,128,128,128,128,05-08,19.09614963178759,0.6380575959480473,0.8291229514448374
129,129,129,129,129,129,129,129,129,05-09,19.798564259947213,1.0509413240223753,0.8135619364843301
130,130,130,130,130,130,130,130,130,05-10,19.434803039440148,0.8371201949759359,0.7899386140036909
131,131,131,131,131,131,131,131,131,05-11,19.68720959744368,0.9854863543367632,0.7238879769551444
132,132,132,132,132,132,132,132,132,05-12,19.118058821290266,0.6509359550799645,0.5930165002680923
133,133,133,133,133,133,133,133,133,05-13,18.318221297531558,0.1807864373677769,0.5486680940288147
134,134,134,134,134,134,134,134,134,05-14,17.760286287461927,-0.14717126417426604,0.555671883144098
135,135,135,135,135,135,135,135,135,05-15,19.345880361407726,0.7848508865867095,0.7388596360969236
136,136,136,136,136,136,136,136,136,05-16,19.50629382862768,0.879142929667636,0.9069244416707282
137,137,137,137,137,137,137,137,137,05-17,21.55708843196039,2.0846128720537167,0.7958033078423946
138,138,138,138,138,138,138,138,138,05-18,20.833571008671875,1.6593247885227926,1.0532928806681043
139,139,139,139,139,139,139,139,139,05-19,17.183958483212262,-0.4859403656022245,1.2007678031056883
140,140,140,140,140,140,140,140,140,05-20,20.388596829922328,1.3977661727799928,1.199983566024936
141,141,141,141,141,141,141,141,141,05-21,20.851222457934483,1.6697004212122135,1.2926904220805255
142,142,142,142,142,142,142,142,142,05-22,19.498288772094664,0.8744375071831214,1.16636158352564
143,143,143,143,143,143,143,143,143,05-23,22.503388526582853,2.640854008387254,1.397756746887218
144,144,144,144,144,144,144,144,144,05-24,19.54407639129049,0.9013517571934796,1.2674588010570471
145,145,145,145,145,145,145,145,145,05-25,19.545911787431105,0.9024306145672436,1.1260688296141523
146,146,146,146,146,146,146,146,146,05-26,19.058587770028545,0.6159784977989661,1.136015800043116
147,147,147,147,147,147,147,147,147,05-27,19.40799216140874,0.821360592554845,0.5616554518101069
148,148,148,148,148,148,148,148,148,05-28,19.59982192140663,0.9341193297569028,0.5196721023590137
149,149,149,149,149,149,149,149,149,05-29,16.64063710769775,-0.8053080810107998,0.4128905996971875
150,150,150,150,150,150,150,150,150,05-30,19.115533678825788,0.6494516604869204,0.47244528240556344
151,151,151,151,151,151,151,151,151,05-31,18.455945517706414,0.2617415985962859,0.4725091048665448
152,152,152,152,152,152,152,152,152,06-01,19.666488892771326,0.9733065940492216,0.25462613252900057
153,153,153,153,153,153,153,153,153,06-02,19.40864362564165,0.8217435273207332,0.7389509426923047
154,154,154,154,154,154,154,154,154,06-03,17.375793558110527,-0.3731785042683626,0.8162145209160928
155,155,155,155,155,155,155,155,155,06-04,21.584355762235226,2.1006407799690248,1.0443184076320557
156,156,156,156,156,156,156,156,156,06-05,19.90419737097169,1.1130331298296487,1.046069660078547
157,157,157,157,157,157,157,157,157,06-06,20.78430329799436,1.6303649188920637,1.3268005030891257
158,158,158,158,158,158,158,158,158,06-07,19.68436470505029,0.9838141087281692,1.534109047072359
159,159,159,159,159,159,159,159,159,06-08,22.27418814529464,2.506128585384204,1.264753927064807
160,160,160,160,160,160,160,160,160,06-09,19.491884030100483,0.8706727596310375,1.48593663670028
161,161,161,161,161,161,161,161,161,06-10,18.83492830460091,0.484510059923713,1.5182817486463893
162,162,162,162,162,162,162,162,162,06-11,22.16190761983824,2.440129387642488,1.5337647170639037
163,163,163,163,163,163,163,163,163,06-12,21.11446423535614,1.8244355905687195,1.2746639514737614
164,164,164,164,164,164,164,164,164,06-13,19.84240624698053,1.0767119192332553,1.3201759275258105
165,165,165,165,165,165,165,165,165,06-14,19.62943144199664,0.9515239918433503,1.4678148404720714
166,166,166,166,166,166,166,166,166,06-15,19.95644500300937,1.143744615943331,1.3003292914370592
167,167,167,167,167,167,167,167,167,06-16,20.341944325155307,1.3703435376012796,1.1332751815396374
168,168,168,168,168,168,168,168,168,06-17,20.45230816146926,1.4352160934324134,1.0328206514135108
169,169,169,169,169,169,169,169,169,06-18,19.40926866807027,0.8221109311841883,1.1752653128428447
170,170,170,170,170,170,170,170,170,06-19,18.81702219872193,0.4739847384764957,1.310350349438052
171,171,171,171,171,171,171,171,171,06-20,21.083427428099498,1.806191960419355,1.299301934872483
172,172,172,172,172,172,172,172,172,06-21,21.335318026547906,1.9542548355145728,1.2117759848152276
173,173,173,173,173,173,173,173,173,06-22,20.229168245869893,1.3040530502078644,1.2978264013396748
174,174,174,174,174,174,174,174,174,06-23,19.55889187765702,0.9100603930888828,1.2231844223429644
175,175,175,175,175,175,175,175,175,06-24,20.287623525132393,1.3384134303308692,1.117223913177879
176,176,176,176,176,176,176,176,176,06-25,18.055118335376154,0.026132864496234563,0.899263561577007
177,177,177,177,177,177,177,177,177,06-26,20.00184140398668,1.170428905428842,0.8358016894200921
178,178,178,178,178,178,178,178,178,06-27,19.11049981871037,0.6464927259093418,0.964818200236026
179,179,179,179,179,179,179,179,179,06-28,19.581384703399237,0.9232818172663748,1.0550610485162164
180,180,180,180,180,180,180,180,180,06-29,20.87582076067049,1.6841594579844856,1.1933586566385193
181,181,181,181,181,181,181,181,181,06-30,21.208772396962733,1.879870520012012,1.0807628993544682
182,182,182,182,182,182,182,182,182,07-01,19.466783504710786,0.8559185132300502,1.0259588124620733
183,183,183,183,183,183,183,183,183,07-02,18.852526452478727,0.4948543617245361,0.7854722545720109
184,184,184,184,184,184,184,184,184,07-03,18.551090139442707,0.3176682045549721,0.5826033444973746
185,185,185,185,185,185,185,185,185,07-04,17.126631493449626,-0.5196375300739999,0.45063142025038155
186,186,186,186,186,186,186,186,186,07-05,18.805047605722056,0.4669459975366687,0.3842254303799506
187,187,187,187,187,187,187,187,187,07-06,19.86167629516468,1.0880389745300536,0.41006231882812355
188,188,188,188,188,188,188,188,188,07-07,18.788948043866263,0.4574825740074646,0.4368186597582165
189,189,189,189,189,189,189,189,189,07-08,19.1162550592238,0.6498756924135738,0.6135628235902219
190,190,190,190,190,190,190,190,190,07-09,18.824204006433465,0.4782062501355298,0.6758118313548871
191,191,191,191,191,191,191,191,191,07-10,18.93073774917148,0.5408274529180327,0.6944203884977552
192,192,192,192,192,192,192,192,192,07-11,19.440450902135588,0.8404400441246594,1.0106560921075585
193,193,193,193,193,193,193,193,193,07-12,20.051622110763528,1.1996903173872624,0.8577268369120103
194,194,194,194,194,194,194,194,194,07-13,22.016906460118843,2.354896795666284,0.7758105481057432
195,195,195,195,195,195,195,195,195,07-14,17.555238163393422,-0.2676998387597158,0.6328274950869065
196,196,196,196,196,196,196,196,196,07-15,17.988048028907816,-0.013291482702072829,0.5773195645365871
197,197,197,197,197,197,197,197,197,07-16,17.47124616076079,-0.3170708651949878,0.5241454884871852
198,198,198,198,198,198,198,198,198,07-17,18.873856777742386,0.5073924608227435,-0.1336869773889442
199,199,199,199,199,199,199,199,199,07-18,19.508850676827308,0.880645861090851,-0.05461196315173008
200,200,200,200,200,200,200,200,200,07-19,15.302118027092547,-1.5920979995904925,0.0629838232349161
201,201,201,201,201,201,201,201,201,07-20,18.362391988241924,0.20675024666356887,0.03497413317209647
202,202,202,202,202,202,202,202,202,07-21,19.1884005003384,0.6922832356178042,-0.03139840618112454
203,203,203,203,203,203,203,203,203,07-22,17.185338801968484,-0.4851290055719056,-0.3926701955235416
204,204,204,204,204,204,204,204,204,07-23,18.196362761198188,0.10915722470341743,-0.09341037191202035
205,205,205,205,205,205,205,205,205,07-24,15.821188911723786,-1.2869848749636512,-0.27705437334612076
206,206,206,206,206,206,206,206,206,07-25,18.35679608920345,0.2034609420786348,-0.46690750129138264
207,207,207,207,207,207,207,207,207,07-26,16.48785602264158,-0.8951137619410334,-0.5156403321957715
208,208,208,208,208,208,208,208,208,07-27,17.250485220035465,-0.4468355320537673,-0.6581810999868026
209,209,209,209,209,209,209,209,209,07-28,16.687901131680206,-0.7775259909982394,-0.5479894096326431
210,210,210,210,210,210,210,210,210,07-29,16.7413857747353,-0.7460873820427686,-0.6035463913084655
211,211,211,211,211,211,211,211,211,07-30,16.945964483297733,-0.6258347328386936,-0.6519214455940011
212,212,212,212,212,212,212,212,212,07-31,17.789701278165477,-0.12988094797630026,-0.487447922090104
213,213,213,213,213,213,213,213,213,08-01,15.994070337359366,-1.1853640876542468,-0.2894184049395567
214,214,214,214,214,214,214,214,214,08-02,18.92933959474644,0.5400056089696156,-0.1072465687200126
215,215,215,215,215,215,215,215,215,08-03,18.70927645159436,0.4106511119050447,-0.10014708110408053
216,216,216,216,216,216,216,216,216,08-04,18.60089469550737,0.3469436352744956,-0.09451607195360652
217,217,217,217,217,217,217,217,217,08-05,17.018432109626247,-0.5832378071431013,0.13210813657561005
218,218,218,218,218,218,218,218,218,08-06,17.847179491952797,-0.09609489307345624,-0.08976246733698647
219,219,219,219,219,219,219,219,219,08-07,18.307324384571853,0.17438116352105262,-0.11878086920357667
220,220,220,220,220,220,220,220,220,08-08,16.66460770317483,-0.7912180145059635,-0.14859897827644009
221,221,221,221,221,221,221,221,221,08-09,18.413072722976047,0.2365407007055036,-0.009924172767071008
222,222,222,222,222,222,222,222,222,08-10,18.29652799990728,0.16803498083731516,0.077653304402166
223,223,223,223,223,223,223,223,223,08-11,18.433947500382022,0.2488110259131132,0.14318668803328546
224,224,224,224,224,224,224,224,224,08-12,18.741121735904546,0.4293699699419658,0.4801157827006916
225,225,225,225,225,225,225,225,225,08-13,18.976252765595497,0.5675814653077693,0.5348243292307003
226,226,226,226,226,226,226,226,226,08-14,20.10379276165252,1.2303565534984733,0.6930719639205777
227,227,227,227,227,227,227,227,227,08-15,18.971507179290267,0.5647919798855564,0.4436207705539261
228,228,228,228,228,228,228,228,228,08-16,19.911831959638327,1.1175207889765786,0.2019585372486645
229,229,229,229,229,229,229,229,229,08-17,15.88768827069784,-1.2478961342867958,0.04449727798929526
230,230,230,230,230,230,230,230,230,08-18,16.274367884319734,-1.020603429889604,-0.3286803475558729
231,231,231,231,231,231,231,231,231,08-19,17.368975689484053,-0.377186090248446,-0.42777530684933557
232,232,232,232,232,232,232,232,232,08-20,16.2946028334273,-1.0087091997725357,-0.770211908650182
233,233,233,233,233,233,233,233,233,08-21,17.960000874947653,-0.02977777587521985,-0.3812937116343811
234,234,234,234,234,234,234,234,234,08-22,16.416429327366718,-0.9370988218284996,0.045829898174227744
235,235,235,235,235,235,235,235,235,08-23,19.85754920973956,1.0856130478080095,0.00895678580205427
236,236,236,236,236,236,236,236,236,08-24,20.634208456790567,1.5421382289620489,0.28607046135102315
237,237,237,237,237,237,237,237,237,08-25,16.992595438751685,-0.5984247644814868,0.4927951068942384
238,238,238,238,238,238,238,238,238,08-26,19.12322531670863,0.6539728535212775,0.7797475798173604
239,239,239,239,239,239,239,239,239,08-27,20.07013123597551,1.2105700973840716,0.659524798898825
240,240,240,240,240,240,240,240,240,08-28,19.345480789498858,0.7846160157102328,0.5600465901291057
241,241,241,241,241,241,241,241,241,08-29,18.63038183723404,0.3642763622967965,0.5687424570496095
242,242,242,242,242,242,242,242,242,08-30,19.618790154661852,0.9452689763437332,0.636313862704743
243,243,243,243,243,243,243,243,243,08-31,17.081358018347338,-0.5462495629584647,0.4920486336059027
244,244,244,244,244,244,244,244,244,09-01,19.81295669457872,1.0594012874520793,0.20208227131412623
245,245,245,245,245,245,245,245,245,09-02,18.597551906296765,0.3449787227910293,0.06956332288477474
246,246,246,246,246,246,246,246,246,09-03,16.38566521869034,-0.9551821580404259,-0.15855866833573684
247,247,247,247,247,247,247,247,247,09-04,17.27770201641508,-0.4308373282793124,0.176663079304518
248,248,248,248,248,248,248,248,248,09-05,17.29024757364723,-0.4234629709793362,0.07122842750526485
249,249,249,249,249,249,249,249,249,09-06,20.503115426680385,1.4650809228830644,0.1304834285208671
250,250,250,250,250,250,250,250,250,09-07,18.73673833038036,0.4267933766565604,0.11153191424904461
251,251,251,251,251,251,251,251,251,09-08,19.20239404477136,0.7005087288846427,0.03344635924251279
252,252,252,252,252,252,252,252,252,09-09,16.19221868720716,-1.068891243671361,-0.054240943195197906
253,253,253,253,253,253,253,253,253,09-10,16.48064804181993,-0.8993506583185034,-0.2170113944747268
254,254,254,254,254,254,254,254,254,09-11,16.395184294354944,-0.9495867856056004,-0.5216265813268149
255,255,255,255,255,255,255,255,255,09-12,18.84164506730159,0.488458215205891,-0.6049633682907377
256,256,256,256,256,256,256,256,256,09-13,15.627395694828985,-1.4008977444559685,-0.6161786936482296
257,257,257,257,257,257,257,257,257,09-14,18.351738411036948,0.2004880071011058,-0.5748567260814139
258,258,258,258,258,258,258,258,258,09-15,16.077738875264746,-1.1361831958163124,-0.32422639398260783
259,259,259,259,259,259,259,259,259,09-16,16.902439735360012,-0.6514188529176094,-0.402150409993897
260,260,260,260,260,260,260,260,260,09-17,18.953479517290173,0.5541952069872362,0.028232723938524867
261,261,261,261,261,261,261,261,261,09-18,18.046239993046573,0.020914119138156016,0.24735652643586856
262,262,262,262,262,262,262,262,262,09-19,20.020507679124407,1.1814010591385626,0.48689147540614747
263,263,263,263,263,263,263,263,263,09-20,20.58843247941235,1.5152308220851678,0.7959656361352475
264,264,264,264,264,264,264,264,264,09-21,18.522778589911546,0.30102649800536124,0.8052863700858182
265,265,265,265,265,265,265,265,265,09-22,20.05729709960853,1.2030261114569911,1.0248807644211804
266,266,266,266,266,266,266,266,266,09-23,19.048620392460037,0.6101196106906601,0.8088539506947447
267,267,267,267,267,267,267,267,267,09-24,20.28773760152454,1.3384804851503282,0.35680989322564266
268,268,268,268,268,268,268,268,268,09-25,17.815425951967843,-0.11475982322005038,0.23863431430700466
269,269,269,269,269,269,269,269,269,09-26,15.974217818740122,-1.197033522729445,0.002483241135818807
270,270,270,270,270,270,270,270,270,09-27,17.31650791834746,-0.4080269755064667,-0.21071782220434696
271,271,271,271,271,271,271,271,271,09-28,17.646798109619166,-0.21388032757012407,-0.6942150848734953
272,272,272,272,272,272,272,272,272,09-29,16.872382355745348,-0.6690867693503344,-0.9117533219944814
273,273,273,273,273,273,273,273,273,09-30,15.352466092164272,-1.5625030908645616,-0.8220536992810726
274,274,274,274,274,274,274,274,274,10-01,15.594916454286736,-1.4199892459459678,-0.7520086520897612
275,275,275,275,275,275,275,275,275,10-02,16.889821745707504,-0.658835786448992,-0.753913772663596
276,276,276,276,276,276,276,276,276,10-03,18.031488855088828,0.012243307641402941,-0.6883149541396912
277,277,277,277,277,277,277,277,277,10-04,17.62735169695896,-0.22531105101313395,-0.6220538642301422
278,278,278,278,278,278,278,278,278,10-05,17.54197865981017,-0.2754938582069059,-0.6000862263721785
279,279,279,279,279,279,279,279,279,10-06,16.028822494689614,-1.1649365514072672,-0.7380874419731392
280,280,280,280,280,280,280,280,280,10-07,15.819149900097447,-1.2881834187981858,-0.9597130693020154
281,281,281,281,281,281,281,281,281,10-08,15.481181986606,-1.4868430800547572,-0.9027042575669778
282,282,282,282,282,282,282,282,282,10-09,15.769257548416965,-1.317510456331854,-0.9361074309239052
