,mth_day,Nudity (Full Frontal),Nudity (Full Frontal)_norm
90,03-31,3.7566401407004864,0.08988459268369105
91,04-01,4.011119095785913,0.56105217115783
92,04-02,4.279753308099804,1.058428196883628
93,04-03,3.336097937222416,-0.6887489551962295
94,04-04,4.442934922509768,1.3605588233129668
95,04-05,4.308848910959456,1.112298681926391
96,04-06,3.9386995467419443,0.4269674349729398
97,04-07,4.270393060824427,1.041097706662234
98,04-08,4.626593080064702,1.7006017527297874
99,04-09,3.9365622590065925,0.423010248468342
100,04-10,3.337916759209789,-0.6853814077651331
101,04-11,4.495317808132459,1.4575456934612099
102,04-12,3.8944816377869818,0.3450980124876667
103,04-13,4.385334093825361,1.2539109358276335
104,04-14,3.106701781625222,-1.113475750807771
105,04-15,3.6539481747806972,-0.10024949873826278
106,04-16,4.107714714925284,0.7398988814715735
107,04-17,2.9288231466237726,-1.4428178989150022
108,04-18,3.525350858077912,-0.3383473260764149
109,04-19,3.7102139698703582,0.003926575131650088
110,04-20,3.1556147516794257,-1.0229134265138788
111,04-21,3.4777265339756824,-0.4265237234377698
112,04-22,3.4754136529938293,-0.43080602069552454
113,04-23,3.4969681160542017,-0.39089794986091786
114,04-24,3.161577366394966,-1.0118736502150798
115,04-25,3.627971957069827,-0.14834444471381175
116,04-26,4.003990777901093,0.547854096388711
117,04-27,3.3055066645370124,-0.7453886717055387
118,04-28,3.7585995725214545,0.09351247910738691
119,04-29,3.57339484447656,-0.24939392431438465
120,04-30,3.6461576713782984,-0.11467360945488607
121,05-01,3.4823143241508157,-0.4180294336579358
122,05-02,3.37358147848047,-0.6193482090273998
123,05-03,3.3749369541074343,-0.6168385470059448
124,05-04,3.522845180321837,-0.3429865864049165
125,05-05,3.9340010790270994,0.41826822581829964
126,05-06,3.900696638523545,0.35660508129922525
127,05-07,3.6283195905023033,-0.14770080169617383
128,05-08,3.418619981953578,-0.5359594564588437
129,05-09,2.765212456437187,-1.7457429587959583
130,05-10,4.075622898413227,0.6804809092870108
131,05-11,3.0819138322120003,-1.1593706189961699
132,05-12,3.280789804642074,-0.791151917708625
133,05-13,3.4148791982611764,-0.5428855144244338
134,05-14,3.565480109882395,-0.26404804898157525
135,05-15,3.34266714852314,-0.6765860658130664
136,05-16,4.1417908156206655,0.8029907542085316
137,05-17,4.161885304783375,0.8401956845584322
138,05-18,4.875689323763193,2.1618032454466323
139,05-19,5.324763898882297,2.9932644562258974
140,05-20,5.141536424109793,2.654018935630642
141,05-21,3.4380391587921766,-0.5000048663280721
142,05-22,3.555485899203394,-0.28255232192942903
143,05-23,3.4175063143834756,-0.5380214110595853
144,05-24,3.625463264472772,-0.1529892870179371
145,05-25,4.689997002675082,1.8179940639017116
146,05-26,3.112459508014038,-1.1028153250793478
147,05-27,3.5479152650318446,-0.2965693449438667
148,05-28,3.312308187631281,-0.7327956572254741
149,05-29,3.1966085681651415,-0.9470134086145441
150,05-30,3.5358868160714647,-0.3188400084160562
151,05-31,3.7040373258036183,-0.007509476336910642
152,06-01,3.572261005797994,-0.2514932257060495
153,06-02,3.6845286832668127,-0.04362971213518577
154,06-03,4.185449604252194,0.8838249658694771
155,06-04,3.8445395579515513,0.252630292270399
156,06-05,4.147964103419881,0.8144205915504985
157,06-06,4.073803740759152,0.6771127403692885
158,06-07,3.612632163905771,-0.1767460592873086
159,06-08,4.057318905493295,0.6465910812751154
160,06-09,3.920929538211196,0.39406627862354043
161,06-10,3.7555215079022726,0.08781344496713742
162,06-11,3.5579436532418476,-0.2780017923251461
163,06-12,4.021907024274589,0.5810260119850814
164,06-13,3.960980519933142,0.4682206387241879
165,06-14,4.232848936540628,0.9715847910704856
166,06-15,4.3709311817433285,1.2272439558159105
167,06-16,4.270444439107524,1.0411928335116232
168,06-17,4.468658510057067,1.4081860247460274
169,06-18,3.1970902034694992,-0.9461216612400482
170,06-19,3.7677610372931705,0.11047492368484323
171,06-20,4.683513904155501,1.8059906122628329
172,06-21,4.4879470373799135,1.443898717404589
173,06-22,4.172145718600033,0.8591928323992604
174,06-23,4.348720793495804,1.1861214400304951
175,06-24,3.200671625176154,-0.9394906618615233
176,06-25,4.258604900245013,1.019271936932072
177,06-26,3.5212246272494854,-0.3459870391010239
178,06-27,3.2860807736316726,-0.7813556929254237
179,06-28,3.91076935333655,0.3752547045873707
180,06-29,4.5570683904895635,1.5718768464981985
181,06-30,4.78804589816304,1.9995315141934926
182,07-01,3.92409144703249,0.39992055023584283
183,07-02,3.5772698608640487,-0.24221933462295936
184,07-03,3.6469534050381234,-0.11320030923057382
185,07-04,2.839924404545432,-1.6074138476070574
186,07-05,3.0417128828803257,-1.233802644004321
187,07-06,3.2230807536914416,-0.8980001786319
188,07-07,3.655005579173265,-0.09829171536499008
189,07-08,4.178078272172221,0.8701769505155794
190,07-09,3.78999468486015,0.1516405040813225
191,07-10,4.201827510396023,0.9141486457811384
192,07-11,4.372106079009884,1.2294192771498604
193,07-12,3.7928966641361823,0.1570135163518707
194,07-13,3.83252029262944,0.23037663229699826
195,07-14,2.9083781799426927,-1.4806717381052614
196,07-15,2.965304966349813,-1.3752718393483934
197,07-16,4.021444177272291,0.5801690511365756
198,07-17,3.6641235695195107,-0.0814097636509515
199,07-18,3.5647737833999567,-0.2653558118896357
200,07-19,3.469434152442018,-0.44187706110645375
201,07-20,3.8230548898368535,0.2128514467209722
202,07-21,2.584265856440926,-2.0807654415971277
203,07-22,3.2175000496154316,-0.9083328476920655
204,07-23,3.989028026837593,0.5201505749578955
205,07-24,2.5732362598591108,-2.101186730702374
206,07-25,3.491080564908904,-0.40179874602043286
207,07-26,3.6779424725163015,-0.05582407598581145
208,07-27,3.3607001805501358,-0.6431979216741771
209,07-28,3.7170906822740255,0.016658802556944685
210,07-29,4.237815702089465,0.9807807534466626
211,07-30,4.410811787971806,1.3010828658288995
212,07-31,3.983348003234503,0.5096340158740794
213,08-01,3.5981828539896985,-0.20349894485103914
214,08-02,3.8346476233746642,0.234315383442469
215,08-03,3.939033943783133,0.4275865708228689
216,08-04,3.5749946152049463,-0.24643195011123506
217,08-05,4.453951853735821,1.3809566625223142
218,08-06,3.534326252696961,-0.3217293902353639
219,08-07,3.7030841392376015,-0.009274300489043263
220,08-08,2.8492497977976665,-1.5901478895811791
221,08-09,3.996784454564586,0.5345115945892052
222,08-10,3.40178886260035,-0.5671222602592896
223,08-11,3.2484244646829024,-0.8510763183331715
224,08-12,3.5929803415080213,-0.21313139248173016
225,08-13,3.8268837449712763,0.2199405688898708
226,08-14,4.013336168897882,0.5651570802223765
227,08-15,4.57885052648799,1.6122064535925371
228,08-16,4.251960215374481,1.0069693082957627
229,08-17,2.883785252393149,-1.5262055234715939
230,08-18,3.364338429220435,-0.6364617072186591
231,08-19,3.042783449923086,-1.231820489994917
232,08-20,2.6175551892503512,-2.0191302689614523
233,08-21,3.702771044517327,-0.00985399510911612
234,08-22,5.1402686276412215,2.6516716114996766
235,08-23,3.358579334809357,-0.6471246658391887
236,08-24,3.9860162048846792,0.514574189060393
237,08-25,3.7150047057277713,0.012796618677250179
238,08-26,3.926615082134933,0.40459305857654754
239,08-27,3.4018771793572635,-0.5669587418556572
240,08-28,4.898363797318382,2.203785014801933
241,08-29,4.419881327065976,1.3178751100891068
242,08-30,2.7762072619635942,-1.7253860853015182
243,08-31,3.5632973295930928,-0.26808946491283153
244,09-01,3.099029387112888,-1.1276811830104507
245,09-02,4.756169441473878,1.9405122805459534
246,09-03,3.8731637136494266,0.3056278932763729
247,09-04,4.144890985663242,0.8087307165222264
248,09-05,3.689918154128207,-0.03365111121642731
249,09-06,3.8886605534089815,0.3343202794937722
250,09-07,3.664758908955612,-0.08023343320147866
251,09-08,3.4543325530773266,-0.4698376600540547
252,09-09,3.8197629175875196,0.20675636277738235
253,09-10,3.620178392487923,-0.1627742232018001
254,09-11,4.285097946196695,1.068323789975353
255,09-12,4.709121261919808,1.8534026143471671
256,09-13,3.7977786108962017,0.16605243680950085
257,09-14,3.27050644274503,-0.8101915539016329
258,09-15,3.5818746818949734,-0.23369351222747203
259,09-16,3.6903327876101097,-0.03288341766174111
260,09-17,3.479227519308956,-0.42374465031336794
261,09-18,3.0848706064173546,-1.153896153958525
262,09-19,3.589594342240303,-0.21940056737342362
263,09-20,4.216794984206044,0.9418609113732982
264,09-21,3.4527033503856703,-0.47285412751327355
265,09-22,3.959888967779717,0.4661996307994469
266,09-23,3.959218350865704,0.4649579841282976
267,09-24,3.942506323554248,0.4340156791463826
268,09-25,3.2534749306561275,-0.8417253846892807
269,09-26,3.8704629335660505,0.30062740114747255
270,09-27,5.605979547242895,3.5139350005646954
271,09-28,3.30918321604343,-0.738581539580084
272,09-29,5.28609466326472,2.9216683979142637
273,09-30,3.7397499487003247,0.058612415925467815
274,10-01,2.4853769442007017,-2.2638581822228785
275,10-02,3.7097127851512868,0.0029986320317034985
276,10-03,3.490675944718651,-0.4025478999737696
277,10-04,2.995412708821676,-1.3195273786363928
278,10-05,3.217434375677099,-0.9084544429355015
279,10-06,4.726157105011083,1.8849444639821864
280,10-07,3.1188918333230293,-1.090905879998602
281,10-08,4.011337605041202,0.5614567408663708
282,10-09,3.5806547159616695,-0.235952278161271
283,10-10,3.6970807810841064,-0.020389513230095697
284,10-11,3.346685570991489,-0.6691459598795029
285,10-12,3.607183891498313,-0.18683353122080357
286,10-13,4.72588177566921,1.8844346919295243
287,10-14,3.877407633884708,0.31348550814210413
288,10-15,4.475768778873373,1.421350681679464
289,10-16,5.147129001109682,2.6643735873997176
290,10-17,3.8623340313919097,0.285576745380054
291,10-18,3.0524986226377604,-1.2138328556111835
292,10-19,3.790260798812233,0.1521332138472799
293,10-20,4.7990516044959275,2.0199085705222695
294,10-21,3.70288140436227,-0.009649663945915911
295,10-22,3.951326160776589,0.4503456005938804
296,10-23,3.8496042663271983,0.2620075957107963
297,10-24,3.716283355241158,0.015164037211868597
298,10-25,3.507950773777523,-0.370563568014016
299,10-26,3.3293857595571934,-0.7011765466870449
300,10-27,3.7031616480413065,-0.009130793001990448
301,10-28,3.97830854817313,0.5003034689245318
302,10-29,3.564380645224112,-0.2660837069026295
303,10-30,4.124755969317386,0.7714507501256751
304,10-31,3.4705269665307195,-0.43985371670957374
305,11-01,2.8508467396103896,-1.58719115311308
306,11-02,3.9130333529890557,0.3794464981035746
307,11-03,3.2326160862022744,-0.880345518239387
308,11-04,3.3574310552335267,-0.6492507045403992
309,11-05,3.7777585771524254,0.12898536060723045
310,11-06,4.0051044573677395,0.5499160730158946
311,11-07,3.34567728828362,-0.6710127944934875
312,11-08,3.5631303478608336,-0.2683986314543695
313,11-09,3.18908386734877,-0.9609453860592096
314,11-10,4.315601395633484,1.1248009018112444
315,11-11,3.4637753584178954,-0.4523543136420697
316,11-12,3.3452146517148034,-0.6718693657245729
317,11-13,4.011493606909295,0.5617455781983304
318,11-14,4.452476951205391,1.3782258816861748
319,11-15,3.5780103072527876,-0.24084839873612
320,11-16,4.410056674784918,1.2996847743772093
321,11-17,3.105252846012804,-1.11615845391632
322,11-18,4.2172340158317345,0.9426737780713745
323,11-19,2.9623505573883233,-1.3807419251389461
324,11-20,3.9347396516424236,0.41963569241518495
325,11-21,4.645716036444847,1.736007890922531
326,11-22,2.9995583597356084,-1.311851709339256
327,11-23,2.9211463422532296,-1.4570314959665709
328,11-24,3.531379296980955,-0.3271856763479619
329,11-25,3.5452908981913303,-0.3014283580157252
330,11-26,3.0612082723186154,-1.1977069463071748
331,11-27,3.7480883475491344,0.07405095461573535
332,11-28,4.083639771423867,0.6953241431492766
333,11-29,4.405055441493237,1.2904249950031759
334,11-30,3.751398300767994,0.08017933030978537
335,12-01,2.9763434299769846,-1.3548341329158782
336,12-02,3.4662803090272556,-0.44771639962511944
337,12-03,3.9794491399704777,0.5024152737101311
338,12-04,3.982441508444024,0.5079556415063986
339,12-05,3.1588070329309574,-1.0170029203716808
340,12-06,3.6324217627844413,-0.14010563305046073
341,12-07,3.036714191327687,-1.243057717350584
342,12-08,3.3278437603088995,-0.7040315570417662
343,12-09,4.074752544391512,0.6788694495233183
344,12-10,4.475186909944496,1.4202733518306496
345,12-11,3.242480393064788,-0.862081762102161
346,12-12,3.640393631986538,-0.12534572370312913
347,12-13,3.6226861590955903,-0.1581310953662736
348,12-14,3.9739818139528147,0.49229252403282997
349,12-15,3.9189315149633113,0.39036694020427926
350,12-16,3.918333195294242,0.3892591518233733
351,12-17,3.0498183065604607,-1.2187954586494687
352,12-18,4.094658847380675,0.7157259533258745
353,12-19,5.037719622587669,2.461802212005346
354,12-20,3.5808485460999546,-0.2355934018178011
355,12-21,3.8989568843652505,0.3533839278893929
356,12-22,4.406426338819485,1.2929632102883195
357,12-23,3.4387590536711605,-0.49867198154483755
358,12-24,3.247503339653684,-0.8527817805759849
359,12-25,2.689951577919685,-1.8850884141913715
360,12-26,3.054622550715916,-1.209900404501024
361,12-27,2.745326921218474,-1.7825610110884085
362,12-28,2.5779897445629776,-2.0923856576372835
363,12-29,2.8966773636670733,-1.5023357899279501
364,12-30,3.0581503436633533,-1.2033686987265952
365,12-31,,
