,unnamed: 0,unnamed: 0,mth_day,comic book,comic book_norm,comic book_ravg
186,186,186,07-05,1.9862259488236893,0.5129605593892431,0.2541034070409074
187,187,187,07-06,1.8151375833226475,0.040290074001493516,0.3066703289412434
188,188,188,07-07,1.6766475362369706,-0.3423201495847527,0.22672242346640958
189,189,189,07-08,1.908130968223376,0.2972054302862513,0.2012136140278972
190,190,190,07-09,1.973349108119224,0.4773853609926973,0.08568203191518299
191,191,191,07-10,1.8808227995054536,0.22176040908244524,0.0793663410079553
192,192,192,07-11,1.7353182637644184,-0.1802289332870421,0.18953357524493783
193,193,193,07-12,1.8014213738143556,0.0023959285581272873,0.1279138493118839
194,194,194,07-13,1.9159051072517603,0.31868325583714235,0.14925516876913716
195,195,195,07-14,1.7743072768558892,-0.07251292531207225,-0.07706757363730017
196,196,196,07-15,2.0196974828511283,0.6054332777362168,-0.07231635903753723
197,197,197,07-16,1.3893025213700472,-1.1361760453561789,0.06103179024296707
198,198,198,07-17,1.745636795153379,-0.1517216456884645,-0.19447302700190347
199,199,199,07-18,2.0910224926691745,0.8024848242411532,-0.3014825413035442
200,200,200,07-19,1.3610081600788413,-1.2143456476320809,-0.3434974115759168
201,201,201,07-20,1.5419075379987959,-0.7145700111219166,-0.21193932898842005
202,202,202,07-21,1.9284509713316904,0.3533440561019813,-0.08459938862800227
203,203,203,07-22,1.6750160323359162,-0.3468275498311984,-0.45533924355060623
204,204,204,07-23,2.0221894837528187,0.6123179964740422,-0.4501113002737111
205,205,205,07-24,1.2858618858743378,-1.4219543052944703,-0.5783193401030627
206,206,206,07-25,1.3723620351079842,-1.1829779879707103,-0.5948931794697919
207,207,207,07-26,1.2634695395631341,-1.4838182500980273,-0.704494108056367
208,208,208,07-27,1.892456452845887,0.253901019901606,-0.7003721940038826
209,209,209,07-28,1.4369883452816965,-1.0044331213506492,-0.7032283363334284
210,210,210,07-29,2.031141320938889,0.6370494807889486,-0.7064639073565209
211,211,211,07-30,1.2796590100286065,-1.4390911592717446,-0.5361779142627839
212,212,212,07-31,1.3653351285218964,-1.2023914141092649,-0.7476587474796772
213,213,213,08-01,1.6332910510826804,-0.4621022915356051,-0.5114511725610992
214,214,214,08-02,1.4331693442777007,-1.0149839793997542,-0.5186835957295052
215,215,215,08-03,1.9499761771151047,0.4128123281608192,-0.1944178318592953
216,216,216,08-04,2.015434182497875,0.5936549417785125,0.016531815927627497
217,217,217,08-05,1.9838887164760937,0.5065034239495148,0.23002274279934118
218,218,218,08-06,1.8234686260675907,0.0633064726122718,0.3658259427509864
219,219,219,08-07,2.0969436148490064,0.8188432696946768,0.6594271456764257
220,220,220,08-08,1.728102261324275,-0.20016477968988272,0.7180316429553448
221,221,221,08-09,2.587609600024253,2.174419545713455,0.621723448185033
222,222,222,08-10,2.142709499579313,0.9452819254520276,0.8045843930457356
223,223,223,08-11,1.7747297509346964,-0.0713457446723557,0.5289678630895228
224,224,224,08-12,2.2206000036850764,1.1604721417764872,0.36807312659292335
225,225,225,08-13,1.4983687123784888,-0.8348559100425993,0.07515417082298659
226,226,226,08-14,1.3786763715861954,-1.1655331986694797,-0.235931964738032
227,227,227,08-15,1.951457859017968,0.4169058110938347,-0.19922237846216814
228,228,228,08-16,1.4671028758294609,-0.9212348879140838,-0.5750556579280284
229,229,229,08-17,1.8544544213973104,0.1489117729828272,-0.5940383474588116
230,230,230,08-18,1.4043776652165083,-1.094527535018674,-0.588140478721518
231,231,231,08-19,1.4571427324406316,-0.948752047227298,-0.3109517418390017
232,232,232,08-20,1.391485168666582,-1.1301459862457184,0.02907668142045174
233,233,233,08-21,2.553447228711206,2.080038232388932,0.20668228934352117
234,234,234,08-22,2.205565406803444,1.1189356516426368,0.5406848143687419
235,235,235,08-23,2.2401724313354583,1.2145454205212438,0.7700652343568581
236,236,236,08-24,2.129753348865237,0.9094876151326504,0.8623982904767494
237,237,237,08-25,1.9553035740448927,0.42753047270139904,0.6690680510202767
238,238,238,08-26,1.5920110590061392,-0.5761476495263708,0.4898164710882662
239,239,239,08-27,2.133578981891449,0.9200567956500958,0.2066860370647771
240,240,240,08-28,1.8162727290655167,0.043426172050574384,0.16145527185240333
241,241,241,08-29,1.6252790794781882,-0.4842371836196909,0.34976786002508004
242,242,242,08-30,2.0315226626289484,0.6381030238584078,0.7543907958670744
243,243,243,08-31,2.364274651060261,1.5574060017374591,0.5174371090686923
244,244,244,09-01,2.4707578250198976,1.8515899655255952,0.4976504343548556
245,245,245,09-02,1.6189707688502926,-0.5016653251401963,0.4547682757068237
246,246,246,09-03,1.7733006805859424,-0.07529387623244538,0.34898839793189157
247,247,247,09-04,1.5321490196281895,-0.7415301355078825,0.006200615035898231
248,248,248,09-05,1.801793407883115,0.003423757208814923,-0.46057415215168085
249,249,249,09-06,1.6198194337057288,-0.49932069563850107,-0.31057019343327325
250,250,250,09-07,1.4570317586283357,-0.9490586375998792,-0.19079033999440298
251,251,251,09-08,1.9447444260918487,0.3983584271702493,-0.21882756114114185
252,252,252,09-09,2.033434621396732,0.6433852444007763,-0.5577739452696159
253,253,253,09-10,1.4712587061331328,-0.9097534623883156,-0.5598566708792849
254,254,254,09-11,1.0656808138573926,-2.0302545475620297,-0.6616429308835577
255,255,255,09-12,1.6152962388201444,-0.511817049296515,-0.9650208758056662
256,256,256,09-13,1.2359757114290773,-1.5597761976255162,-0.927089370741799
257,257,257,09-14,1.2858781969062951,-1.421909242362401,-1.0307233209485525
258,258,258,09-15,2.1158130148398664,0.8709742747839799,-0.533578054882323
259,259,259,09-16,1.2461899062048514,-1.5315571636288372,-0.46025484768299624
260,260,260,09-17,2.1453645294768777,0.9526170488353476,-0.2873608760867128
261,261,261,09-18,1.7745371653535975,-0.07187780610055464,0.16631314693634516
262,262,262,09-19,1.6114611447680258,-0.5224123680478155,0.14939901893397992
263,263,263,09-20,2.271152498587609,1.3001348957759469,0.5887736871836351
264,264,264,09-21,2.0790794687024188,0.7694895067697886,0.40258027715089045
265,265,265,09-22,2.200409340131169,1.1046908458690938,0.7987418597131705
266,266,266,09-23,1.7409958137517745,-0.1645434113611205,1.162880917631843
267,267,267,09-24,2.6349078429847834,2.305091689273125,1.2873368793585278
268,268,268,09-25,2.4022863580235727,1.6624219794642212,1.3211270998137896
269,269,269,09-26,2.5414418573726567,2.0468706661360545,1.0023749859085347
270,270,270,09-27,2.1524639566236585,0.972230829501359,0.9183224748722293
271,271,271,09-28,1.5081539970883509,-0.8078218375624361,0.6194015902197786
272,272,272,09-29,1.5584533385092638,-0.6688584775789527,0.02103889811863043
273,273,273,09-30,1.9857213105018885,0.5115663813584203,-0.7349379717921986
274,274,274,10-01,1.102781970085219,-1.9277541731426675,-1.061872535654177
275,275,275,10-02,0.8996361890089635,-2.4889905533289194,-0.959398343270184
276,276,276,10-03,1.4424382382496006,-0.9893765536705118,-0.7844964487007252
277,277,277,10-04,1.7307040731731869,-0.19297668325847794,-1.0030128560030966
278,278,278,10-05,1.9382995128314464,0.3805528898378008,-0.8134169710097187
279,279,279,10-06,1.5111545738478682,-0.7995320624558083,-0.4315274917508231
280,280,280,10-07,1.5145400688710664,-0.7901788631823997,-0.42491014858684023
281,281,281,10-08,1.7290111827302264,-0.19765367777554613,0.03507763132880887
282,282,282,10-09,1.4568095661943516,-0.9496724946866142,0.09566930183725142
283,283,283,10-10,2.7296903841335003,2.5669499962354165,0.3890012860624344
284,284,284,10-11,2.069890507286237,0.7441029128884561,0.5649370596335817
285,285,285,10-12,2.1482033164503784,0.9604598428952896,0.5424721591377745
286,286,286,10-13,1.8966315875588435,0.2654357782444837,0.7509861711233525
287,287,287,10-14,1.6802226517033536,-0.3324430807503894,0.2529430194602456
288,288,288,10-15,1.909653430123096,0.301411577226854,0.17890185969597025
289,289,289,10-16,1.6480566701461161,-0.4213089137432252,-0.017517207619285564
290,290,290,10-17,1.9090903550176264,0.29985595430280376,-0.12732285593641615
291,291,291,10-18,1.72162685501587,-0.2180545609962452,-0.2351850319970766
292,292,292,10-19,1.6581592969361425,-0.3933981116582999,0.0816964376294541
293,293,293,10-20,1.445971130119997,-0.979616137114352,0.30682290028571063
294,294,294,10-21,2.597846169530086,2.202700394986038,0.6865443097654368
295,295,295,10-22,2.1369789073189374,0.9294498621943142,0.7416598221562233
296,296,296,10-23,2.73375680619675,2.57818441118116,0.5711910082252655
297,297,297,10-24,1.8413249096251807,0.11263851334847395,0.5299984178011781
298,298,298,10-25,1.2879407411434298,-1.4162109952440465,0.19412101592163053
299,299,299,10-26,1.3565104188937025,-1.2267716796588763,0.3628156838321656
300,300,300,10-27,1.8683986900772327,0.18743598370875306,0.07076194896207395
301,301,301,10-28,2.5033444312150803,1.9416178696575244,-0.06684514262615017
302,302,302,10-29,2.099484123445144,0.8258620019606104,0.14006395455186185
303,303,303,10-30,1.5424743601325268,-0.7130040361808708,0.36465453048872226
304,304,304,10-31,1.7372991039501442,-0.1747564121759742,0.24845718782250084
305,305,305,11-01,1.844268834938492,0.12077177596228572,0.1684535094402124
306,306,306,11-02,1.6160451281743364,-0.5097480722885751,0.23579225375643686
307,307,307,11-03,2.329595077384347,1.4615957993637936,0.5585031980571574
308,308,308,11-04,2.2457281905842765,1.229894467857957,0.65289703696481
309,309,309,11-05,2.2433273606461785,1.2232616296234524,1.0232366176726249
310,310,310,11-06,1.9423005344773423,0.3916066212699417,1.0656209335134117
311,311,311,11-07,2.648560139376475,2.3428092602091755,0.8266707575569736
312,312,312,11-08,1.7080939894117564,-0.2554421772438538,0.5653517640567834
313,313,313,11-09,1.8106509549430647,0.027894743625164545,0.38244003824935335
314,314,314,11-10,1.6782042069069532,-0.33801949314318397,0.2773079922054325
315,315,315,11-11,1.8460856986410343,0.12579127477887228,-0.017826354365198343
316,316,316,11-12,1.7139782193489157,-0.2391856549935832,0.008070844450184031
317,317,317,11-13,2.007597085591996,0.57200318078539,0.10395083142199833
318,318,318,11-14,1.7643366728881058,-0.10005898435155956,0.08085956382403936
319,319,319,11-15,2.0188799528904893,0.6031746654560504,-0.008343924470511849
320,320,320,11-16,1.628055352436705,-0.4765670987309378,0.1831622201827896
321,321,321,11-17,1.6523565006338474,-0.409429654988435,-0.15847543811455048
322,322,322,11-18,2.1298849571507668,0.9098512129262256,-0.10831249103385683
323,323,323,11-19,1.2656396709620583,-1.4778227689986505,-0.5314343720540312
324,324,324,11-20,1.873278909267144,0.20091869813260227,-0.22971456894544906
325,325,325,11-21,1.0999577869919852,-1.935556620664996,-0.08677754051222636
326,326,326,11-22,2.2833204838416887,1.3337517199205553,-0.10936372811490774
327,327,327,11-23,1.9627824314277464,0.4481925156109012,0.0368960537702356
328,328,328,11-24,2.080833018779713,0.7743340873101373,-0.01352659653767989
329,329,329,11-25,1.5832818482696662,-0.6002640776877906,0.3561599047640083
330,330,330,11-26,1.7637726579724176,-0.10161720371489068,0.2812330316619553
331,331,331,11-27,1.902830755084576,0.2825623871451332,0.20680177736231262
332,332,332,11-28,2.120596768516605,0.8841904813082377,0.2720546784377789
333,333,333,11-29,1.8011350846947871,0.0016049898130449795,0.4364272060819916
334,334,334,11-30,2.2225471202647404,1.1658514937629352,0.502052562002215
335,335,335,12-01,1.9402606902828723,0.3859710881774853,0.5576376124130279
336,336,336,12-02,1.906295644622679,0.2921349318064495,0.418614311162139
337,337,337,12-03,2.0235485369017883,0.6160726896100103,0.47887200613085573
338,338,338,12-04,1.8186705415207105,0.0500506738029043,0.17115892884164363
339,339,339,12-05,1.9320007620717141,0.3631511596253452,0.09047014420915626
340,340,340,12-06,1.5542659933796608,-0.6804269699723373,0.08913738482938678
341,341,341,12-07,1.7650234452615785,-0.09816161961743887,-0.08315327453408006
342,342,342,12-08,1.9034012016954391,0.2841383755278327,-0.26894773312863934
343,343,343,12-09,1.6493733572002924,-0.4176712665707908,-0.46532332113229063
344,344,344,12-10,1.415168255389798,-1.0647160777644515,-0.2740941938080664
345,345,345,12-11,1.5055187275741801,-0.8151023683965624,-0.20712690718891472
346,346,346,12-12,1.9695711140696457,0.466947793973008,-0.1712249449025455
347,347,347,12-13,1.9104607928079758,0.30364210009747106,-0.062163567526731724
348,348,348,12-14,1.9813719009763489,0.4995501492460479,0.025108712945648592
349,349,349,12-15,1.8862292647048216,0.2366969976840919,0.21850132092064822
350,350,350,12-16,1.6047033198521288,-0.5410823949301696,0.13041001046709355
351,351,351,12-17,1.9255224242883984,0.3452532794534355,-0.2193538918083553
352,352,352,12-18,1.7782573072685308,-0.06160006874831996,-0.33763950821052974
353,353,353,12-19,1.1508550691400397,-1.794941313555222,-0.2896821690322546
354,354,354,12-20,1.7244830949499281,-0.2101635491669989,-0.27703891112512574
355,355,355,12-21,1.9903814344819468,0.524441032753743,-0.5478811079072726
356,356,356,12-22,1.6321615309756472,-0.4652228474873968,-0.8145442322827329
357,357,357,12-23,1.3373162613651142,-1.279799901239446,-0.7241547297918816
358,358,358,12-24,1.1991271161624923,-1.6615788150010815,-0.7610949421146324
359,359,359,12-25,1.347160013717985,-1.2526042986101131,-1.2528811900270518
360,360,360,12-26,1.6442575584342352,-0.4318048231035032,-1.278435585602269
361,361,361,12-27,0.9223362579924052,-2.426276454720774,-1.1475726939268591
362,362,362,12-28,1.57666333628624,-0.6185492209387009,-1.098726485722821
363,363,363,12-29,1.6215199796038682,-0.4946225511869855,
364,364,364,12-30,1.305209702415326,-1.3685015657768536,
365,365,365,12-31,,,
