,unnamed: 0,unnamed: 0,mth_day,world war ii,world war ii_norm,world war ii_ravg,World War II_ravg
40,40,40,02-10,1.7627183084624811,-0.7426361806990506,0.21198702458920984,0.21198702458920984
41,41,41,02-11,2.190872409439596,0.26761574031024965,0.5065956390248529,0.506595639024853
42,42,42,02-12,1.9883371124961275,-0.2102768510309813,0.4044684388225903,0.4044684388225903
43,43,43,02-13,3.0261164028476584,2.238417484183016,0.24116083624994514,0.2411608362499451
44,44,44,02-14,2.5245299017898515,1.0548979871384971,0.17754810606782812,0.17754810606782803
45,45,45,02-15,1.5853893245634636,-1.1610531624020601,0.051068290241788335,0.051068290241788265
46,46,46,02-16,1.6009603306625655,-1.1243125617917529,0.4054355427162686,0.4054355427162685
47,47,47,02-17,1.8692525201194319,-0.491263154645989,-0.05127134154434362,-0.051271341544343686
48,48,48,02-18,2.8894418126823567,1.9159266638159005,-0.08612633911030555,-0.08612633911030564
49,49,49,02-19,1.8647768119544983,-0.5018238213806571,0.012373035979169908,0.01237303597916987
50,50,50,02-20,2.4358986811780383,0.8457680017427255,0.5650328758173472,0.5650328758173472
51,51,51,02-21,1.835858997589824,-0.5700569118652071,0.6211675730115139,0.6211675730115139
52,52,52,02-22,3.006294417841556,2.191646477237311,0.22331900852706651,0.2233190085270664
53,53,53,02-23,2.0119949409610336,-0.15445497148098822,0.4461139601836716,0.44611396018367144
54,54,54,02-24,1.8777704211643231,-0.4711647230907843,0.2267300025365173,0.22673000253651718
55,55,55,02-25,2.4313121695916675,0.8349458885589731,0.3928033317200872,0.392803331720087
56,56,56,02-26,1.8780369882566696,-0.4705357441402001,0.004952138108745989,0.0049521381087458405
57,57,57,02-27,2.2581594682397377,0.4263830632362121,-0.23084447492784874,-0.23084447492784888
58,58,58,02-28,2.020044895360108,-0.13546068443073606,-0.29274858299743584,-0.292748582997436
59,59,59,02-29,1.4123982377905828,-1.5692346497005565,-0.7596505071489887,-0.7596505071489889
60,60,60,03-01,1.7203572224197283,-0.8425893715083072,-0.6538878465988668,-0.653887846598867
61,61,61,03-02,1.2440480659221065,-1.966465656350344,-0.821052076036385,-0.8210520760363851
62,62,62,03-03,2.146976146320602,0.16404021916053155,-0.9935870205182642,-0.9935870205182645
63,63,63,03-04,1.8330849959308029,-0.5766023133888963,-1.029874086843866,-1.0298740868438665
64,64,64,03-05,1.5813134710161272,-1.1706703513220122,-0.956170171905693,-0.9561701719056933
65,65,65,03-06,1.3201254733247858,-1.7869570476541683,-0.94443861266639,-0.9444386126663903
66,66,66,03-07,1.9077756244000208,-0.4003658818792679,-1.1499866845695992,-1.1499866845695992
67,67,67,03-08,1.2738797253015532,-1.896076300914526,-1.0000502207244033,-1.0000502207244037
68,68,68,03-09,1.6242971109051116,-1.0692482122587224,-0.7499618314189084,-0.7499618314189087
69,69,69,03-10,2.2143517505667667,0.3230164696822768,-0.5402011822118108,-0.540201182211811
70,70,70,03-11,2.2172520953996377,0.32985998451095755,-0.5294530513482004,-0.5294530513482006
71,71,71,03-12,1.8535164839070704,-0.5283931524115824,-0.2541204155209744,-0.2541204155209747
72,72,72,03-13,1.9351065675720724,-0.3358770966976056,-0.08227355649069458,-0.08227355649069486
73,73,73,03-14,1.97401081960024,-0.24408048595117024,-0.13182140694296518,-0.13182140694296549
74,74,74,03-15,2.0612788334066208,-0.038167058077043264,-0.12774288649927015,-0.12774288649927046
75,75,75,03-16,2.088358728878396,0.025729366968653203,-0.40300856367062826,-0.4030085636706286
76,76,76,03-17,2.2276231833485274,0.3543311071731277,-0.33241456437415035,-0.3324145643741506
77,77,77,03-18,1.1535556557915576,-2.179987215439731,-0.4439403808481877,-0.44394038084818793
78,78,78,03-19,2.1146169036056786,0.08768689908126218,-0.3975849809520926,-0.3975849809520929
79,79,79,03-20,1.6904167890708552,-0.9132353847953943,-0.3569840152678823,-0.35698401526788265
80,80,80,03-21,2.179153914790988,0.2399653412995273,-0.4134696207579591,-0.41346962075795934
81,81,81,03-22,2.191601115850303,0.26933516107391475,-0.1007474092883854,-0.1007474092883857
82,82,82,03-23,2.0839884534333,0.015417474232667773,-0.1664450740391467,-0.16644507403914702
83,83,83,03-24,1.9487630363836967,-0.30365394662228923,-0.039464340335202866,-0.039464340335203164
84,84,84,03-25,1.9475572385695208,-0.3064990894233058,-0.09577486322237466,-0.09577486322237495
85,85,85,03-26,2.0133104401481647,-0.15135098257173124,-0.0138934563580513,-0.013893456358051596
86,86,86,03-27,2.035964394627216,-0.09789779602350347,-0.0895242807375029,-0.0895242807375032
87,87,87,03-28,2.3998136977637983,0.7606236022598549,0.07685770852569153,0.07685770852569122
88,88,88,03-29,1.89167019927354,-0.4383674720440418,0.13186398556073686,0.13186398556073656
89,89,89,03-30,2.3718483850000918,0.6946379889568773,-0.02566175924757496,-0.025661759247575255
90,90,90,03-31,2.087430250056649,0.0235385727869662,0.07386682595212603,0.07386682595212572
91,91,91,04-01,1.6127452410336431,-1.0965054514216022,-0.032873158990344487,-0.032873158990344785
92,92,92,04-02,2.28905120019426,0.4992737151747024,-0.027316702289382398,-0.027316702289382693
93,93,93,04-03,2.1283893450398,0.12018369260503185,-0.09414280850687294,-0.09414280850687323
94,94,94,04-04,1.9057994654928518,-0.4050287318382692,0.14680442879218658,0.14680442879218628
95,95,95,04-05,2.2019192564272942,0.2936813516519341,0.2905166637186685,0.2905166637186682
96,96,96,04-06,2.7001242462173285,1.4692219965813234,0.3221255337619385,0.32212553376193825
97,97,97,04-07,1.9781846812252741,-0.23423204186271065,0.15509030288932507,0.15509030288932477
98,98,98,04-08,2.369427987735082,0.6889269354343225,0.2162731938524324,0.21627319385243207
99,99,99,04-09,1.7036428974350126,-0.8820276926306491,0.04295044000611405,0.042950440006113755
100,100,100,04-10,2.061378713385708,-0.03793138605962538,-0.3147411827453975,-0.3147411827453978
101,101,101,04-11,1.7611845467453215,-0.7462551714259759,-0.2626606494865394,-0.26266064948653967
102,102,102,04-12,1.790566152945607,-0.6769277399277459,-0.2455885175225529,-0.24558851752255326
103,103,103,04-13,2.110617949198144,0.0782511576904382,0.14396312784478252,0.1439631278447822
104,104,104,04-14,2.412839951587627,0.791359727218241,0.4470957169804841,0.44709571698048384
105,105,105,04-15,2.6942164229361154,1.4552821795733637,0.5593819566864597,0.5593819566864594
106,106,106,04-16,2.8322010705375535,1.7808641487545842,0.8014259834377522,0.8014259834377518
107,107,107,04-17,2.0467122236363418,-0.0725377331901221,0.8825798832630207,0.8825798832630204
108,108,108,04-18,2.4060491261452768,0.7753364205800086,0.7939458467813861,0.7939458467813858
109,109,109,04-19,2.316980585870555,0.5651745566420494,0.5955220519162174,0.5955220519162171
110,110,110,04-20,2.1874564086322,0.2595555083284332,0.25300841985275263,0.25300841985275235
111,111,111,04-21,2.1896533942328125,0.26473941038235155,0.3308580315149818,0.33085803151498144
112,112,112,04-22,1.9612384136468133,-0.27421764362620465,0.2375648879026729,0.23756488790267263
113,113,113,04-23,2.2446725331363275,0.3945599367832527,-0.027475418504526027,-0.02747541850452632
114,114,114,04-24,2.1688181472182544,0.2155775589061558,-0.1970421336885341,-0.1970421336885344
115,115,115,04-25,1.64302139755779,-1.0250672818011444,-0.31459732336335083,-0.3145973233633511
116,116,116,04-26,1.7562727623429504,-0.7578447827756152,-0.264363444328386,-0.26436344432838627
117,117,117,04-27,1.8907275391839191,-0.44059172766654864,-0.3016088987068233,-0.3016088987068236
118,118,118,04-28,2.088975906857344,0.027185630583584332,-0.2331401398322922,-0.2331401398322925
119,119,119,04-29,2.149962726384648,0.1710872105126286,-0.2500716028100985,-0.2500716028100988
120,120,120,04-30,2.342924304056775,0.6263901121533424,-0.16313622826498025,-0.16313622826498053
121,121,121,05-01,1.5999671346037685,-1.1266560596679824,0.1440373782792256,0.1440373782792253
122,122,122,05-02,1.9773368535309417,-0.2362325355049052,0.4590097831311444,0.4590097831311441
123,123,123,05-03,2.6718256194871293,1.4024499115986864,0.5090061163133642,0.509006116313364
124,124,124,05-04,2.8899052039612387,1.9170200596950968,0.34902207692045195,0.34902207692045173
125,125,125,05-05,2.2770961748282783,0.4710652096059481,0.7799760583369874,0.7799760583369871
126,126,126,05-06,1.9361080171536451,-0.3335141242041309,1.0378269247213294,1.0378269247213292
127,127,127,05-07,2.6958208160789634,1.4590678288312298,0.7638930022310647,0.7638930022310645
128,128,128,05-08,2.63301433508027,1.3108726628011471,0.2918440090621513,0.291844009062151
129,129,129,05-09,1.9752512510239928,-0.2411536233429025,0.08566439938600208,0.08566439938600177
130,130,130,05-10,1.689552847775849,-0.9152738993183838,0.280384200956834,0.28038420095683364
131,131,131,05-11,1.7528112301433283,-0.7660124484509474,0.038785720659781774,0.038785720659781475
132,132,132,05-12,2.4312523263119594,0.8348046852208605,-0.27399993290901314,-0.2739999329090134
133,133,133,05-13,2.081470803109856,0.009476947048916644,-0.2429048042752435,-0.24290480427524377
134,134,134,05-14,1.8376456304002,-0.5658412586116224,0.1169936186942686,0.11699361869426832
135,135,135,05-15,2.054321668420428,-0.054582851540284735,0.20216711014867692,0.20216711014867664
136,136,136,05-16,2.6047225150147653,1.2441166384986888,0.1894247833582644,0.18942478335826407
137,137,137,05-17,1.969395107307221,-0.25497149972449745,0.3017554059645397,0.30175540596453937
138,138,138,05-18,2.398850431153838,0.758350724478385,0.4667371358223928,0.46673713582239246
139,139,139,05-19,2.3671113393009082,0.6834606826865686,0.5645915708403635,0.5645915708403632
140,140,140,05-20,2.2571703217526333,0.4240491205354959,0.4144255044067736,0.4144255044067733
141,141,141,05-21,2.3031513520693467,0.5325437585675393,0.4280223553534235,0.4280223553534232
142,142,142,05-22,2.222871914184966,0.3431202398971496,0.2644070998312005,0.2644070998312002
143,143,143,05-23,2.00396993387543,-0.17339039404459838,-0.013806701513486749,-0.013806701513487044
144,144,144,05-24,1.9828004865166324,-0.22334080865495293,-0.15494428623632386,-0.15494428623632414
145,145,145,05-25,1.6596538575562312,-0.9858221253815548,-0.4540655997221588,-0.45406559972215904
146,146,146,05-26,1.89827784486994,-0.4227763878015266,-0.492065138644865,-0.49206513864486534
147,147,147,05-27,1.5425290890757442,-1.26218412234747,-0.5382149052695159,-0.5382149052695162
148,148,148,05-28,2.1262445794381524,0.11512300636091186,-0.20777624685987373,-0.20777624685987403
149,149,149,05-29,1.8866177481765969,-0.4502889937925035,0.3102992731148138,0.31029927311481353
150,150,150,05-30,2.823058230811456,1.7592911418029002,0.5480975890933479,0.5480975890933476
151,151,151,05-31,2.977045018395043,2.1226309944665704,0.7899911596503135,0.7899911596503132
152,152,152,06-01,2.502964589280836,1.004013508069678,0.9486352757190052,0.9486352757190049
153,153,153,06-02,2.1576294739212893,0.18917730099432373,0.9925219461236916,0.9925219461236913
154,154,154,06-03,2.529653635010189,1.066987702773061,0.6982443050341677,0.6982443050341675
155,155,155,06-04,1.9982152073126795,-0.18696897136438595,0.4625346822827166,0.4625346822827163
156,156,156,06-05,2.0747527265815378,-0.006374704734242726,0.34607926646327697,0.34607926646327675
157,157,157,06-06,2.377669518945495,0.7083732579578635,0.28112487345749804,0.28112487345749776
158,158,158,06-07,2.2068353001767416,0.3052810131530401,0.20519567394337013,0.20519567394336982
159,159,159,06-08,1.992459841494641,-0.2005490570403501,0.300041689114748,0.3000416891147477
160,160,160,06-09,2.3365766560122903,0.6114125056882936,0.32024301532734945,0.32024301532734917
161,161,161,06-10,2.2393949141509064,0.3821071196638814,0.2769519731729431,0.2769519731729428
162,162,162,06-11,2.126121779091494,0.11483325254136605,0.3480499736556837,0.3480499736556834
163,163,163,06-12,2.267586656353373,0.448627005031425,0.43565448771741616,0.4356544877174158
164,164,164,06-13,2.387627238374965,0.7318690160494838,0.18770781797023814,0.18770781797023775
165,165,165,06-14,2.215225457751021,0.32507802733004426,0.28454416231879565,0.28454416231879526
166,166,166,06-15,1.7060841148856376,-0.8762675127947746,0.43918063433096655,0.43918063433096616
167,167,167,06-16,2.4856357403898417,0.9631251857552264,0.293604564720141,0.2936045647201407
168,168,168,06-17,2.51933997512223,1.0426520846143914,0.006999479626339659,0.006999479626339289
169,169,169,06-18,1.8974077539718688,-0.4248294126335283,-0.20414971402071727,-0.20414971402071766
170,170,170,06-19,1.658831934994336,-0.9877614945133244,-0.02274287651890335,-0.02274287651890372
171,171,171,06-20,1.6783035793683745,-0.9418171345522974,0.09706365056908987,0.09706365056908955
172,172,172,06-21,2.1673754807704584,0.21217351221610892,-0.05420830404002898,-0.05420830404002932
173,173,173,06-22,2.7902864210555283,1.681964348283186,0.09911525021585377,0.09911525021585343
174,174,174,06-23,2.134677260515294,0.1350203569596782,0.505897079070494,0.5058970790704936
175,175,175,06-24,2.2872873899271804,0.4951119129017682,0.7464981850378707,0.7464981850378702
176,176,176,06-25,2.693219326525849,1.4529294786145168,0.7615038031389841,0.7615038031389837
177,177,177,06-26,2.290117413584959,0.5017895012519625,0.7404851764316122,0.7404851764316117
178,178,178,06-27,2.205532598578873,0.3022072208227899,0.8877828807023781,0.8877828807023777
179,179,179,06-28,2.7368390915260123,1.5558525880389542,0.8984808426707168,0.8984808426707164
180,180,180,06-29,2.509234030979256,1.0188065825842738,0.9199273659548224,0.9199273659548219
181,181,181,06-30,2.3144907608503376,0.5592996847118004,1.0203196628661275,1.0203196628661269
182,182,182,07-01,2.7477547351986717,1.5816086183191511,1.2035529736171862,1.2035529736171855
183,183,183,07-02,2.5454005131873503,1.1041432827197923,1.034043848002204,1.0340438480022034
184,184,184,07-03,2.671468421924608,1.4016070853291416,0.5913254003935533,0.5913254003935527
185,185,185,07-04,2.305801887186375,0.5387978343490611,0.2738839846609177,0.2738839846609171
186,186,186,07-05,1.383465012500225,-1.6375041030676307,-0.0616000204828124,-0.06160002048281299
187,187,187,07-06,1.5072831259658233,-1.3453488096840132,-0.3302605359358306,-0.3302605359358312
188,188,188,07-07,1.8946674034506927,-0.4312954125432296,-0.6042670554711017,-0.6042670554711024
189,189,189,07-08,1.8622356565627842,-0.5078198099983169,-0.5922565104771006,-0.5922565104771013
190,190,190,07-09,1.9747094496697328,-0.2424320318824849,-0.20603921433949896,-0.20603921433949957
191,191,191,07-10,2.33634296701336,0.6108611043130677,-0.20577425490683526,-0.20577425490683585
192,192,192,07-11,2.365559769881546,0.6797996737579795,-0.22482656175221213,-0.22482656175221272
193,193,193,07-12,1.5079568795038965,-1.3437590530880308,-0.2775020716198849,-0.2775020716198855
194,194,194,07-13,1.8462201411038552,-0.5456092536154908,-0.25362188256432555,-0.25362188256432616
195,195,195,07-14,1.728289449076006,-0.8238728692043534,-0.35621173981554416,-0.3562117398155447
196,196,196,07-15,2.0354333186193614,-0.0991508975491289,-0.4217450620871157,-0.4217450620871162
197,197,197,07-16,2.0754717891181493,-0.0046780391942434964,-0.12552674693159438,-0.12552674693159496
198,198,198,07-17,2.1989180040146943,0.2865997401285508,0.15522174737316372,0.1552217473731631
199,199,199,07-18,2.2611972373643017,0.4335508378450965,0.3414515807587889,0.34145158075878834
200,200,200,07-19,2.560122980662776,1.1388817122130577,0.12761663528839104,0.12761663528839043
201,201,201,07-20,2.201844996341961,0.2935061311093977,0.1403147781765786,0.14031477817657798
202,202,202,07-21,1.4916819615683368,-1.3821605703715163,0.4144462109122939,0.4144462109122933
203,203,203,07-22,2.10776133099958,0.07151081813488183,0.2769723626134258,0.27697236261342517
204,204,204,07-23,2.8959946124824234,1.9313883365428424,0.09191302166116548,0.09191302166116488
205,205,205,07-24,1.9116211126242768,-0.3912922519481121,-0.06551756369926165,-0.06551756369926225
206,206,206,07-25,2.0895438264632578,0.028525666499496,0.18639427481771895,0.1863942748177184
207,207,207,07-26,1.8015217739483609,-0.651077381053165,-0.013368515341233922,-0.013368515341234516
208,208,208,07-27,2.132257353721857,0.12931046073036753,-0.45801023296190796,-0.4580102329619086
209,209,209,07-28,1.5997934308124389,-1.1270659228188356,-0.27137915317814626,-0.27137915317814687
210,210,210,07-29,1.7653349963664509,-0.7364619691812021,-0.21478714575501334,-0.21478714575501398
211,211,211,07-30,2.386196971481579,0.7284942267544583,-0.2602707124917783,-0.2602707124917789
212,212,212,07-31,2.233449121114128,0.3680777110382933,-0.327445082807293,-0.3274450828072936
213,213,213,08-01,1.6858636382669765,-0.9239787814737545,-0.12120709062038383,-0.12120709062038441
214,214,214,08-02,1.9614426398884457,-0.2737357611627206,-0.10357924583005894,-0.10357924583005952
215,215,215,08-03,2.124226833783212,0.11036203030261957,0.15147146459298175,0.1514714645929812
216,216,216,08-04,1.8101600576095438,-0.6306949004392528,0.2419994308254653,0.24199943082546468
217,217,217,08-05,3.0347540611765136,2.2587984892927024,0.5693785889547219,0.5693785889547213
218,218,218,08-06,2.4636486536633884,0.9112455084331942,0.4709778033961531,0.4709778033961525
219,219,219,08-07,2.5183415155915148,1.0402961673017854,0.5794297003921984,0.5794297003921979
220,220,220,08-08,1.7112236657883229,-0.8641404745141337,0.6261442986997028,0.6261442986997022
221,221,221,08-09,2.4000043314070565,0.7610734122788915,0.2639658222125471,0.2639658222125465
222,222,222,08-10,1.9289485286329355,-0.35040731059422703,-0.11712191465348283,-0.11712191465348341
223,223,223,08-11,2.1137865474179818,0.08572763036976845,-0.4016872562954117,-0.40168725629541235
224,224,224,08-12,1.4945976240453438,-1.3752809127629853,-0.4588923472282173,-0.45889234722821787
225,225,225,08-13,1.7947329849694345,-0.667095882549788,-0.7075632085084903,-0.7075632085084909
226,226,226,08-14,1.5657593883919685,-1.2073710201109669,-0.7775993609540571,-0.7775993609540577
227,227,227,08-15,1.7676702758917295,-0.7309517554027462,-0.6635743492651942,-0.6635743492651948
228,228,228,08-16,1.7508567165058981,-0.7706242252676279,-0.5516491308075676,-0.5516491308075682
229,229,229,08-17,2.4037356701265584,0.7698777005029454,-0.4031216461078812,-0.40312164610788176
230,230,230,08-18,1.7792072760864872,-0.7037296020172258,0.0946492233530885,0.0946492233530879
231,231,231,08-19,2.1724169093026067,0.22406902564833026,0.6753095059668875,0.675309505966887
232,232,232,08-20,2.831518757958342,1.7792541966548512,0.5611602281675637,0.5611602281675632
233,233,233,08-21,3.244205441658605,2.753009940280049,0.32113159211907816,0.32113159211907755
234,234,234,08-22,1.4605916030407595,-1.4555198920635708,0.29693357060647463,0.296933570606474
235,235,235,08-23,1.7933775441646893,-0.6702941157879683,0.1412020075770266,0.14120200757702603
236,236,236,08-24,1.7176752051404427,-0.8489177310928472,-0.028853856882195626,-0.028853856882196216
237,237,237,08-25,1.7764140551074674,-0.7103203525283579,-0.1555083052263823,-0.1555083052263829
238,238,238,08-26,2.3990912757674665,0.7589190098995178,0.09557936265349344,0.09557936265349286
239,239,239,08-27,2.9221414870874654,1.993083250214929,0.1287460626986132,0.12874606269861258
240,240,240,08-28,2.099071248395825,0.051006115215683635,0.06751512495191203,0.06751512495191142
241,241,241,08-29,1.8777156682199767,-0.4712939155172499,0.13329761621500474,0.1332976162150042
242,242,242,08-30,1.5619737812219436,-1.2163033575730542,0.09918321678383298,0.09918321678383239
243,243,243,08-31,1.9436894217030345,-0.3156254049498013,-0.2650487325575477,-0.2650487325575483
244,244,244,09-01,2.3123432891609084,0.5542326133124871,-0.252166204512784,-0.25216620451278454
245,245,245,09-02,1.995952288684752,-0.192308445833355,-0.10678497040305694,-0.10678497040305752
246,246,246,09-03,2.1318296550780382,0.12830128348426592,-0.12825468104363158,-0.12825468104363216
247,247,247,09-04,2.2473991320851487,0.40099348914111227,-0.044208058357318586,-0.04420805835731919
248,248,248,09-05,1.507379410453292,-1.345121621416502,0.12713989606263018,0.12713989606262957
249,249,249,09-06,2.157407834475584,0.18865433116807667,0.3586824386387117,0.3586824386387111
250,250,250,09-07,2.7480563693536966,1.5823203398321797,0.3882837027832116,0.38828370278321095
251,251,251,09-08,2.5847315055888385,1.196946809623134,0.052247419320608016,0.05224741932060742
252,252,252,09-09,2.2071013910124524,0.3059088683512652,0.2111878048433816,0.21118780484338098
253,253,253,09-10,1.392907436402657,-1.615224211634509,0.3643208166860893,0.36432081668608873
254,254,254,09-11,1.9115418364220882,-0.3914793082798607,-0.03080503793559475,-0.03080503793559534
255,255,255,09-12,2.5468029486165973,1.1074524022243233,-0.3998966341397383,-0.3998966341397388
256,256,256,09-13,1.7433084354561053,-0.7884347878979248,-0.39130010960083306,-0.39130010960083367
257,257,257,09-14,1.6461849276633198,-1.0176027676017272,-0.3566255519128995,-0.3566255519129001
258,258,258,09-15,2.228961110309826,0.3574880155846962,-0.3021566001645494,-0.30215660016455
259,259,259,09-16,1.4810798244867551,-1.4071768655069077,-0.6794675150678874,-0.679467515067888
260,260,260,09-17,2.0500485073741106,-0.06466559778975997,-0.7517854486297884,-0.7517854486297889
261,261,261,09-18,1.5873558313199747,-1.156413087195705,-0.5483688297266837,-0.5483688297266842
262,262,262,09-19,1.5594143837757022,-1.222342389269331,-0.7333165366990645,-0.733316536699065
263,263,263,09-20,2.163443986195482,0.2028969458169011,-0.5516135352866273,-0.5516135352866279
264,264,264,09-21,1.7586658251847431,-0.7521982262495887,-0.5699791937652054,-0.569979193765206
265,265,265,09-22,1.9431242923865748,-0.3169588570322849,-0.6565013470753364,-0.656501347075337
266,266,266,09-23,2.0033472925708216,-0.1748595486612292,-0.5439748994314515,-0.543974899431452
267,267,267,09-24,1.3673425020025114,-1.6755460070564905,-0.6880639394850242,-0.6880639394850249
268,268,268,09-25,1.8455528747314,-0.5471837034060214,-0.727089972791346,-0.7270899727913466
269,269,269,09-26,1.7970463850318512,-0.6616372945045355,-0.8244303803595727,-0.8244303803595733
270,270,270,09-27,1.6594282635974646,-0.9863544260875198,-0.8873834639526841,-0.8873834639526846
271,271,271,09-28,1.6956017062410365,-0.9010013024416448,-0.7657052407200298,-0.7657052407200303
272,272,272,09-29,1.8432667006965648,-0.5525780502198969,-0.8846086294637422,-0.8846086294637429
273,273,273,09-30,1.6767526354153053,-0.9454766676605642,-1.0845202022743223,-1.084520202274323
274,274,274,10-01,1.5431987443289412,-1.260604035868297,-1.0131645274646897,-1.01316452746469
275,275,275,10-02,1.2887001520677641,-1.8611067313680167,-0.8214685068078312,-0.8214685068078319
276,276,276,10-03,1.8408754303628272,-0.5582203772297225,-0.8467435312688355,-0.8467435312688361
277,277,277,10-04,2.183056977614712,0.24917482149950465,-0.5983241278084587,-0.5983241278084592
278,278,278,10-05,1.7789959669306872,-0.704228196985922,-0.5372870013837107,-0.5372870013837112
279,279,279,10-06,2.3084472700422043,0.5450397531016965,-0.0012296445274434151,-0.001229644527444007
280,280,280,10-07,1.6984073340706314,-0.8943812773198092,0.03535299574511039,0.0353529957451098
281,281,281,10-08,2.651816524869102,1.3552374097695865,-0.0690427397434414,-0.069042739743442
282,282,282,10-09,1.9338997966512843,-0.3387245355943997,0.04016143492068388,0.04016143492068328
283,283,283,10-10,1.9175937123969224,-0.3771995914318061,-0.11302941121097923,-0.11302941121097981
284,284,284,10-11,2.0566863979246963,-0.04900314900117032,-0.13670748782126305,-0.13670748782126363
285,285,285,10-12,1.918905091664172,-0.3741053236882821,-0.4873519233910728,-0.4873519233910733
286,286,286,10-13,1.638197407854515,-1.0364497369815122,-0.505030519227404,-0.5050305192274046
287,287,287,10-14,1.7601784099480358,-0.7486292036492715,-0.7157035565953911,-0.7157035565953916
288,288,288,10-15,1.888945682834128,-0.4447961106123874,-0.8241148378081102,-0.8241148378081108
289,289,289,10-16,1.3818826306048102,-1.641237815639728,-0.035744342658740345,-0.035744342658740935
290,290,290,10-17,1.7810121803669452,-0.6994708362774856,0.07556468663170328,0.07556468663170268
291,291,291,10-18,3.92361730394288,4.356117647207937,0.041156378438871065,0.04115637843887047
292,292,292,10-19,1.921240179912039,-0.3685955612388505,0.2900723366462132,0.29007233664621257
293,293,293,10-20,1.6726830558443146,-0.9550790528062648,0.4211388922744246,0.42113889227442397
294,294,294,10-21,2.5219029844068737,1.0486996386316652,0.5329226049371991,0.5329226049371986
295,295,295,10-22,1.715165936240696,-0.8548384818704594,-0.14632396817585658,-0.14632396817585716
296,296,296,10-23,2.0652620036260707,-0.02876856030083856,-0.14801747454685252,-0.1480174745468531
