,unnamed: 0,unnamed: 0,mth_day,philosophy,philosophy_norm,philosophy_ravg
140,140,140,05-20,5.637648012498232,0.8519598030331649,0.6617303075682984
141,141,141,05-21,5.068058054065942,-0.01222973340481889,0.31428068755833
142,142,142,05-22,5.0079792583132825,-0.1033820893805861,0.4521750810285668
143,143,143,05-23,5.0679627496680375,-0.01237433051757428,0.5284230364958659
144,144,144,05-24,6.119345370356156,1.5827975051871488,0.4575592100254023
145,145,145,05-25,5.645430214240662,0.8637670640578604,0.5994159460058331
146,146,146,05-26,5.3574086279296536,0.4267768442103837,0.6681955776321744
147,147,147,05-27,5.629047297352615,0.8389106824777666,0.48897190141879326
148,148,148,05-28,5.279976447822281,0.3092957003774609,0.40299764941763533
149,149,149,05-29,4.359201520931812,-1.0877163877978608,0.3810018164828039
150,150,150,05-30,5.7793500205483,1.066951993180201,0.29494371640346456
151,151,151,05-31,5.558445090916848,0.7317920664488717,0.20083705275196206
152,152,152,06-01,5.017081690977873,-0.08957175626565203,0.0798411904401387
153,153,153,06-02,5.256891363655024,0.2742707005687516,0.28052407602513746
154,154,154,06-03,4.801483997181854,-0.4166794734934794,0.1811096333125444
155,155,155,06-04,5.152825731631579,0.11638092571213154,0.1005811085644233
156,156,156,06-05,5.38620384667329,0.4704653369046427,0.0532400886259917
157,157,157,06-06,5.239985513729957,0.2486209179601451,0.3872493890101952
158,158,158,06-07,4.829866027455601,-0.3736178758962416,0.3362544327729872
159,159,159,06-08,6.577770653441408,2.2783265028739725,0.37699471288316194
160,160,160,06-09,4.599818410326008,-0.7226492109167273,0.6919488626218704
161,161,161,06-10,5.313937988672704,0.3608226063731804,0.8424410332950086
162,162,162,06-11,6.631727289115175,2.3601902353368938,1.0327268418583235
163,163,163,06-12,5.8351246050321794,1.1515739419989748,1.0255668922255352
164,164,164,06-13,5.582373767157527,0.7680969754836466,1.295567326601245
165,165,165,06-14,6.549455785636872,2.235366805077243,1.5886084688076638
166,166,166,06-15,5.6675670675938425,0.8973533953375324,1.5072704151605303
167,167,167,06-16,6.472803850642908,2.1190694596116924,1.4494818406007977
168,168,168,06-17,6.310066334134432,1.8721619134540937,1.381652797226235
169,169,169,06-18,5.6065928508731675,0.8048424946405792,1.2254897446449835
170,170,170,06-19,5.3141357913394165,0.3611227152362704,1.251017608519746
171,171,171,06-20,5.93189052099566,1.298388489589735,1.336707391834851
172,172,172,06-21,5.768520025088959,1.0505205785861078,1.0829428417526346
173,173,173,06-22,6.811674235380727,2.6332081595023213,1.0119538786949749
174,174,174,06-23,5.306524401918791,0.3495746129607963,0.7956349851894658
175,175,175,06-24,5.3258585988675655,0.37890871629462,0.511010416166898
176,176,176,06-25,4.458677137666412,-0.9367906457967836,0.5034697495567947
177,177,177,06-26,4.806308993314148,-0.4093589245456721,0.1663593678110186
178,178,178,06-27,5.73869956696096,1.0052765789254874,0.267733191599915
179,179,179,06-28,5.478531352509563,0.6105458690276652,0.19620472773973555
180,180,180,06-29,5.707419180043777,0.9578175556941746,0.17285559233101402
181,181,181,06-30,5.042990827118497,-0.0502620668664565,0.07722610554201678
182,182,182,07-01,4.3663402196215495,-1.0768854582491127,-0.12885581334436322
183,183,183,07-02,4.428130875377944,-0.9831358452796556,-0.2774684386484227
184,184,184,07-03,4.923724240395682,-0.2312149343927925,-0.5446842210656966
185,185,185,07-04,4.890825145708984,-0.28112988279669154,-0.4838654837780451
186,186,186,07-05,4.650682758354204,-0.6454771388094689,-0.5550608418938109
187,187,187,07-06,5.283505718236231,0.3146503568594524,-0.4998160149162112
188,188,188,07-07,4.084789753943297,-1.5040576069437075,-0.4994210407567549
189,189,189,07-08,4.646603078812415,-0.6516668834140575,-0.2160689632460919
190,190,190,07-09,4.925286212432468,-0.22884508943605494,0.14506830041424557
191,191,191,07-10,6.011374455178096,1.4189825822672866,-0.006002112580578515
192,192,192,07-11,6.078842788001162,1.5213464431525558,0.38904450152874603
193,193,193,07-12,4.686079899270096,-0.5917721211094921,0.38896431945006243
194,194,194,07-13,5.647048321225747,0.8662220777122399,0.16846624241123256
195,195,195,07-14,4.646285989297173,-0.6521479758861594,-0.3001573955713369
196,196,196,07-15,4.053300483103096,-1.551833551669034,-0.4073815242281216
197,197,197,07-16,4.15814684324181,-1.3927592456281304,-0.2491134613229201
198,198,198,07-17,5.65481228721803,0.8780016712118475,-0.31292494423481193
199,199,199,07-18,5.311969676248221,0.3578362563217173,-0.2744032798414433
200,200,200,07-19,5.39469826351202,0.4833531802408886,0.27110589753939307
201,201,201,07-20,4.798624468036457,-0.4210179895259475,0.3396352648834251
202,202,202,07-21,6.21058105571565,1.7212215126159842,0.2874340957682195
203,203,203,07-22,4.4291543330415655,-0.981583041563938,0.13052385687994753
204,204,204,07-23,5.44837658884796,0.5647946565206139,-0.06600012515899516
205,205,205,07-24,4.6914495749679705,-0.5836251770079146,-0.14136935510158768
206,206,206,07-25,4.617520928859973,-0.6957907119927675,-0.6443006403347655
207,207,207,07-26,4.500567932473514,-0.8732333691815026,-0.7653784679656198
208,208,208,07-27,4.221679794325596,-1.2963661987830828,-0.997065728436889
209,209,209,07-28,3.9503377408509945,-1.7080500073490636,-0.7532552411120843
210,210,210,07-29,4.532141910017693,-0.825328906307001,-0.7258130883698103
211,211,211,07-30,5.655626988499928,0.8792377469409132,-0.6831464650378303
212,212,212,07-31,4.726044168131242,-0.531137795539124,-0.3785471616058769
213,213,213,08-01,4.66929814166081,-0.6172336291896217,-0.0824267575545959
214,214,214,08-02,5.426253772127482,0.531229621808637,-0.01739322761924676
215,215,215,08-03,5.121380908046022,0.06867241695862247,0.007172487658284099
216,216,216,08-04,4.789324697246957,-0.435127726694906,0.058804090221262095
217,217,217,08-05,5.752775015550536,1.0266320386060983,0.18663460476782454
218,218,218,08-06,4.9302274481940165,-0.22134818016125601,0.03292284430479242
219,219,219,08-07,5.174819033064336,0.14974945808975293,0.11481298473271213
220,220,220,08-08,4.818382432141804,-0.3910409409695557,0.17119220315381412
221,221,221,08-09,5.445225155510133,0.5600132595261408,-0.17958213498329778
222,222,222,08-10,5.012282985836872,-0.09685241616829413,0.022195514120447346
223,223,223,08-11,4.365596400760834,-1.078013990216573,-0.06036976732210938
224,224,224,08-12,5.728181030733018,0.9893177144612147,0.11490547358137156
225,225,225,08-13,4.8483048605924655,-0.3456422305655874,0.01043253386152467
226,226,226,08-14,5.5115291063673935,0.6606105044513298,-0.19688381898632482
227,227,227,08-15,5.032074556828263,-0.06682437879294062,-0.18016834381401337
228,228,228,08-16,4.192425944144383,-1.3407505332553913,-0.34352952797554814
229,229,229,08-17,4.431699724676209,-0.9777211391827044,-0.2534140590266895
230,230,230,08-18,5.082149903259193,0.009150609492005931,-0.41833688402455743
231,231,231,08-19,5.2046771427026215,0.19505058312756465,-0.25813997090011037
232,232,232,08-20,4.859322285472983,-0.328926445535878,-0.20223778295817155
233,233,233,08-21,5.665592200170503,0.8943570999537419,0.018504307453732455
234,234,234,08-22,4.4134977592744296,-1.0053374056037585,0.043446173630482636
235,235,235,08-23,5.304650433754809,0.3467314032887197,-0.06739938399424295
236,236,236,08-24,5.180785463537295,0.15880180655250695,0.019693904829403457
237,237,237,08-25,4.7663252726711365,-0.4700227626207888,-0.09377903431570968
238,238,238,08-26,5.203742998771118,0.1936332874060004,-0.08792295924103077
239,239,239,08-27,5.2168500391122254,0.21351946508306305,-0.24362013628332505
240,240,240,08-28,4.436656300897912,-0.970200955155685,-0.08495501909750443
241,241,241,08-29,4.688927529042851,-0.587451658965046,0.10762482612226974
242,242,242,08-30,5.808245438637411,1.1107925096674307,0.02533110828770624
243,243,243,08-31,5.5279050517026365,0.6854563086978562,-0.04155968072291192
244,244,244,09-01,4.878302756711499,-0.3001290196013806,-0.1541969022431577
245,245,245,09-02,4.952322501166535,-0.18782526898064592,-0.0706789833945679
246,246,246,09-03,3.9912190840478567,-1.64602428427716,-0.3208881331300816
247,247,247,09-04,5.019209018828515,-0.08634414587350704,-0.21254081143884604
248,248,248,09-05,4.81876375767662,-0.3904623887456513,-0.1500650589844211
249,249,249,09-06,5.956377352207907,1.3355402388452695,-0.03845656851876381
250,250,250,09-07,5.125370510321792,0.07472549512516907,-0.060531000582937554
251,251,251,09-08,5.393691479368137,0.4818256738132978,-0.16435343688077966
252,252,252,09-09,3.903923131169227,-1.7784708766622026,0.01342058390284645
253,253,253,09-10,4.608630912879848,-0.7092787636605598,0.14831409595738768
254,254,254,09-11,5.521792152529817,0.6761817359561054,-0.00183545675445565
255,255,255,09-12,6.489829702769519,2.144901311172517,-0.06608872855024267
256,256,256,09-13,4.531586342277285,-0.8261718211458909,0.44242110147635705
257,257,257,09-14,5.139594315251912,0.09630604303857564,0.6706017894537236
258,258,258,09-15,5.914885407855266,1.2725881034973958,0.6177749750096542
259,259,259,09-16,5.51099843597522,0.6598053642036391,0.13049632559399482
260,260,260,09-17,5.312882265696438,0.3592208492916894,0.4744213521017783
261,261,261,09-18,4.562828641338408,-0.7787705853214391,0.6437898467754528
262,262,262,09-19,5.891678543993857,1.2373783379008103,0.5352492960340338
263,263,263,09-20,5.809382062776956,1.1125170110806224,0.6919135978730325
264,264,264,09-21,5.485648960213137,0.6213447990488817,0.6938925476302328
265,265,265,09-22,6.1305459501011565,1.5997911752376317,0.8344236761323517
266,266,266,09-23,5.320708256609887,0.3710945478348905,0.7455627977375445
267,267,267,09-24,5.118575613040206,0.06441618569127458,0.31605758293994085
268,268,268,09-25,5.540267688640686,0.7042130675319667,0.23464231652684733
269,269,269,09-26,4.110852882814525,-1.4645142777049998,-0.20579026650530372
270,270,270,09-27,5.163682658215572,0.13285320057032096,-0.29375332220551426
271,271,271,09-28,4.388803199809155,-1.0428043229552746,-0.5943872488402684
272,272,272,09-29,4.9728479473098615,-0.15668378636637306,-1.0223456837007545
273,273,273,09-30,3.9296831868645614,-1.7393873741172503,-1.0838648518425926
274,274,274,10-01,3.847855432914933,-1.8635375416309496,-1.2842484880753717
275,275,275,10-02,3.8675680550268883,-1.8336292865560289,-1.0360940210591107
276,276,276,10-03,4.3712418644786695,-1.0694486168263528,-1.2752729438395376
277,277,277,10-04,5.370159394899281,0.44612247914229103,-1.0507976077889116
278,278,278,10-05,4.026986603656619,-1.5917573230489332,-0.9158344551930924
279,279,279,10-06,4.817397457443397,-0.3925353578134945,-0.5799824628084481
280,280,280,10-07,4.3815831852351135,-1.0537586260560348,-0.7388933373957647
281,281,281,10-08,5.195734488309087,0.1814826677518372,-0.8447830363680362
282,282,282,10-09,3.7428100126626207,-2.0229138643502527,-0.7122398697469583
283,283,283,10-10,4.951406054159063,-0.18921571469133847,-0.8372103091749016
284,284,284,10-11,4.551144235168987,-0.7964983233224666,-0.559529222341815
285,285,285,10-12,4.323187071427209,-1.142357994381155,-0.7371326976554924
286,286,286,10-13,5.479705891223526,0.6123278949424847,-0.41418446604300935
287,287,287,10-14,4.4933805356913705,-0.8841381841302277,-0.382843241827971
288,288,288,10-15,5.019946997529162,-0.08522447467535409,-0.3659873328567071
289,289,289,10-16,5.075348632807551,-0.0011683694011087801,-0.38465335990157534
290,290,290,10-17,4.617802921154847,-0.6953628694948832,-0.29621448335130857
291,291,291,10-18,4.249370059392517,-1.2543541566503649,-0.40502843073521094
292,292,292,10-19,5.8294478903620215,1.1429611542440852,-0.1430375889879507
293,293,293,10-20,4.06306290868526,-1.5370218684336416,0.08595992917016303
294,294,294,10-21,6.056020773258145,1.4867205758082074,0.6582326867543484
295,295,295,10-22,5.980946407479094,1.3728167395475734,0.9497708926806948
296,296,296,10-23,6.880923237662183,2.738273676010229,0.8356653868966756
297,297,297,10-24,5.40229238205429,0.494875078907714,1.0138383038236403
298,298,298,10-25,5.3782041697011245,0.4583281195399701,1.0240637502471621
299,299,299,10-26,4.767668785524453,-0.4679843668718536,0.9971659853147976
300,300,300,10-27,6.096458510752622,1.5480732543493387,0.3665163787398323
301,301,301,10-28,5.87457601420012,1.2114301499533866,0.424657611168828
302,302,302,10-29,4.386944766168707,-1.045623963439563,0.3597252920611849
303,303,303,10-30,5.632218763474741,0.8437224734816883,0.4141177619304661
304,304,304,10-31,5.121421632662697,0.06873420489411194,0.20532153944145823
305,305,305,11-01,4.98277024194504,-0.1416295476561665,0.165179242872052
306,306,306,11-02,5.2707491495039385,0.2952959194152912,0.08103792325159087
307,307,307,11-03,5.715828553809048,0.9705763705369492,0.11326552703472113
308,308,308,11-04,4.0541979642858825,-1.5504718811623297,0.3740571600652353
309,309,309,11-05,5.759666634978954,1.0370880961804698,0.3911449105632452
310,310,310,11-06,6.152752995661678,1.6334840030771969,0.3296798233782697
311,311,311,11-07,5.0503457726739605,-0.039103044668107455,0.440142046245142
312,312,312,11-08,5.027678191257687,-0.07349460369456147,0.6187022723258387
313,313,313,11-09,6.1526644811942575,1.6333497077381829,0.27825203385567365
314,314,314,11-10,4.7603355009899975,-0.4791105246781491,0.18781415838310736
315,315,315,11-11,4.413315893604977,-1.0056133346405212,-0.0028541476998158607
316,316,316,11-12,5.7951057188146455,1.0908567502417994,0.18619488392034034
317,317,317,11-13,4.2963254012834415,-1.1831128811656468,-0.07694127609187858
318,318,318,11-14,5.775294950234152,1.0607995860263757,-0.06132442617511288
319,319,319,11-15,5.112061408901804,0.05453274766486937,-0.15353765490805615
320,320,320,11-16,4.822094181371144,-0.3854094251775548,-0.11582202035406745
321,321,321,11-17,4.048647772275502,-1.5588927070381808,0.49056408994422673
322,322,322,11-18,5.944256657205316,1.3171505575657316,0.4519862015396938
323,323,323,11-19,6.694351006516015,2.4552037806241183,0.5511738352100519
324,324,324,11-20,5.622734126991737,0.8293322555991783,0.7108609903906132
325,325,325,11-21,5.5043106395890655,0.6496585496870175,0.9329260133898948
326,326,326,11-22,5.4535959266227945,0.5727135059058132,0.6993774293182099
327,327,327,11-23,4.926830174766351,-0.2265025690424917,0.1049488767754722
328,328,328,11-24,5.020661154013118,-0.08414094686437812,-0.0056821777399485756
329,329,329,11-25,4.343612977939455,-1.111367534632308,-0.1839208984263679
330,330,330,11-26,5.185230534880508,0.16554592850665373,0.022928221343626026
331,331,331,11-27,4.799444533998893,-0.4197737744314985,0.12514169134611877
332,332,332,11-28,6.271605239837863,1.8138082245257767,0.48011401140389903
333,333,333,11-29,5.331045433168418,0.3867782509724648,0.9879899033851111
334,334,334,11-30,6.424441184905695,2.0456929734823035,0.891446758194125
335,335,335,12-01,6.352068271633713,1.9358878172549645,1.1138869985533777
336,336,336,12-02,4.803439246712999,-0.4137129426392628,0.8849422338037116
337,337,337,12-03,5.679110777925849,0.9148676677240178,0.9307285651276822
338,338,338,12-04,5.366216084760458,0.4401396360277803,0.6544617509761997
339,339,339,12-05,5.512112896653906,0.6614962389162877,0.3130172970465143
340,340,340,12-06,5.33191138753717,0.3880920885734086,0.21699166888953458
341,341,341,12-07,5.0017857876149785,-0.11277890632314776,0.06105176345648335
342,342,342,12-08,4.423694540875816,-0.9898667115811414,-0.04975429960180954
343,343,343,12-09,5.0624279750792445,-0.020771764874289483,-0.12264932090313206
344,344,344,12-10,4.928020400663917,-0.22469674232197706,-0.23268609800677287
345,345,345,12-11,5.223840911847797,0.22412611110835265,-0.1219046855941087
346,346,346,12-12,4.896757935750492,-0.2721285740484363,0.25780684463031656
347,347,347,12-13,5.439883987817347,0.5519095681528372,0.5336127876788581
348,348,348,12-14,5.9253087048814725,1.2884024697654102,0.6714420558263169
349,349,349,12-15,6.153135203152735,1.6340638934169596,0.7811253356977218
350,350,350,12-16,5.473082545978366,0.6022788665627757,0.8563238200933457
351,351,351,12-17,5.6575964170128685,0.8822257903367817,0.8460662134943435
352,352,352,12-18,5.194139237849712,0.17906233232530658,0.41481705462393376
353,353,353,12-19,5.399319069104567,0.490363928558824,0.0054967899582893205
354,354,354,12-20,4.219882891784377,-1.2990924834570488,0.026561681998875226
355,355,355,12-21,4.534429796252934,-0.8218576945769069,0.07623188663607074
356,356,356,12-22,5.556386153410826,0.7286682188062912,-0.09154539912248749
357,357,357,12-23,5.85402311695582,1.1802470181599547,-0.17147865270689266
358,358,358,12-24,4.5306441142105385,-0.8276013822260428,0.019620750882440936
359,359,359,12-25,5.083213562151808,0.01076440705239294,-0.18133459605919178
360,360,360,12-26,4.975608089260398,-0.15249606192104706,-0.49254317782994955
361,361,361,12-27,3.739728104887715,-2.0275897762267032,-0.7807995378527491
362,362,362,12-28,4.325675002577773,-1.1385832718182551,-0.9313543695945169
363,363,363,12-29,4.714079242143494,-0.5492911419768427,
364,364,364,12-30,3.9352572222999695,-1.7309303726766485,
365,365,365,12-31,,,
