,unnamed: 0,unnamed: 0,unnamed: 0.1,mth_day,anime,anime_norm,anime_ravg
134,134,134,134,05-14,1.5022315627217917,0.28700569664890885,0.36189772421068594
135,135,135,135,05-15,1.5669075156270524,0.5145721843312899,0.7288966416899255
136,136,136,136,05-16,1.2963876018975922,-0.43726947938150623,0.4601891383880788
137,137,137,137,05-17,2.015141866452244,2.0917134910128934,0.2644322602757307
138,138,138,138,05-18,1.3518212740605569,-0.242222549157826,0.41141204772908874
139,139,139,139,05-19,1.2424064051261108,-0.6272057817993755,0.4162907687954592
140,140,140,140,05-20,1.7528675304735923,1.1688844213690572,0.5162119707727286
141,141,141,141,05-21,1.5752269110830357,0.5438445107295127,0.09453205348925908
142,142,142,142,05-22,1.4667773377273805,0.16225773248211026,0.38044187323883927
143,143,143,143,05-23,1.2960759596289646,-0.4383660126879241,0.5797438960045563
144,144,144,144,05-24,1.8393664365912827,1.473236369339655,0.4367090680395381
145,145,145,145,05-25,1.5822643965974117,0.5686063547949267,0.19466823273185205
146,146,146,146,05-26,1.5089586695997728,0.31067545357894805,0.2918130323882883
147,147,147,147,05-27,1.1624889418432376,-0.9084005011166036,0.17168462832989065
148,148,148,148,05-28,1.6324326383357868,0.7451265304207279,-0.06888367801489777
149,149,149,149,05-29,1.0912280732132194,-1.1591364370383102,-0.2875734156848246
150,150,150,150,05-30,1.4291394841930043,0.02982653127092445,-0.35396980410387074
151,151,151,151,05-31,1.2093456777178972,-0.7435320712246342,-0.13901317732636276
152,152,152,152,06-01,1.3957368221949855,-0.08770287693532891,-0.4549007465973159
153,153,153,153,06-02,1.52904180676788,0.3813392595484442,-0.4277096629672093
154,154,154,154,06-03,1.0937681865987494,-1.1501988852049911,-0.2618186088209167
155,155,155,155,06-04,1.1375954253364804,-0.9959899352576708,-0.1668566464626672
156,156,156,156,06-05,1.7120237203027944,1.0251728561486804,-0.2271972097239431
157,157,157,157,06-06,1.3712787145500729,-0.1737602970751375,0.17213843340541737
158,158,158,158,06-07,1.2928416164682943,-0.4497462565029844,0.25396835110880056
159,159,159,159,06-08,2.2100053399698623,2.777353118324607,0.5269623588313201
160,160,160,160,06-09,1.233307921755504,-0.6592193789846921,0.3462530142616123
161,161,161,161,06-10,1.603116014946049,0.6419741110774471,0.34315813513095433
162,162,162,162,06-11,1.4038707270050244,-0.059083211269566525,0.3504073344900888
163,163,163,163,06-12,1.3660011995976615,-0.1923295718590852,-0.01951069916787011
164,164,164,164,06-13,1.305203248827975,-0.406251060348178,0.21075598687005045
165,165,165,165,06-14,1.5792059221646928,0.5578449163768537,0.16107347286675447
166,166,166,166,06-15,1.6259681282783145,0.7223807372428313,-0.06189077407779342
167,167,167,167,06-16,1.5183953523752856,0.3438790270576713,0.032328374585447225
168,168,168,168,06-17,1.0236629394224497,-1.396868692936854,-0.12713200880995437
169,169,169,169,06-18,1.5266675600212396,0.3729853201203587,-0.3222851618160456
170,170,170,170,06-19,1.0332848564907804,-1.3630133607205877,-0.05968619007667375
171,171,171,171,06-20,1.2464227537374108,-0.6130740016596936,-0.12359372803241335
172,172,172,172,06-21,2.0737626757660856,2.2979745676790624,0.10208066920405805
173,173,173,173,06-22,1.4094175949591192,-0.0395662006767663,0.1522523173192916
174,174,174,174,06-23,1.4084921865467628,-0.04282230951802552,0.15886089373878678
175,175,175,175,06-24,1.612222314160851,0.6740152088117599,0.04265247667647448
176,176,176,176,06-25,1.044554072313313,-1.3233619022036165,-0.6084196794362517
177,177,177,177,06-26,1.0482593900806203,-1.3103245040335674,-0.7529906534707881
178,178,178,178,06-27,0.9635277057002304,-1.6084583689972949,-0.7093369878934589
179,179,179,179,06-28,1.1628892347417998,-0.9069920448839842,-0.7217424456040321
180,180,180,180,06-29,1.4829322092700192,0.2190996839459496,-0.5994061461236532
181,181,181,181,06-30,1.5910680183725252,0.5995824625483201,-0.5190986932671828
182,182,182,182,07-01,1.2531669526467335,-0.5893441053213428,-0.24963732404876182
183,183,183,183,07-02,1.1852029556763382,-0.8284797868947454,-0.254885677301123
184,184,184,184,07-03,1.4230242951017908,0.008309846313231173,-0.2963432149620707
185,185,185,185,07-04,1.1539395273071889,-0.9384821643981514,-0.4886861705970002
186,186,186,186,07-05,1.4122371140307797,-0.02964554201973685,-0.5358181935502484
187,187,187,187,07-06,1.2630769138738849,-0.5544752712612562,-0.12358964826445486
188,188,188,188,07-07,1.1727954921237271,-0.8721362430408321,-0.20376925047235328
189,189,189,189,07-08,1.8881519949475296,1.6448914848200158,0.23701462694890066
190,190,190,190,07-09,1.2862987456808666,-0.4727677669341594,0.30933674671572714
191,191,191,191,07-10,1.905582291261554,1.7062211001293723,0.5805057337698583
192,192,192,192,07-11,1.5355637618079263,0.4042871765812218,1.0200822860981529
193,193,193,193,07-12,1.7254854033143492,1.0725386510635306,0.6511070947156599
194,194,194,194,07-13,1.922379475763412,1.765323070928936,0.6679894629705369
195,195,195,195,07-14,1.2589603504984324,-0.5689596634749433,0.43531762903911203
196,196,196,196,07-15,1.3150872531268043,-0.37147355740489735,0.5447992931874571
197,197,197,197,07-16,1.5088207278085202,0.3101900965408237,0.5228524899683742
198,198,198,198,07-17,1.7222563902321293,1.061177161471292,-0.09922255247975502
199,199,199,199,07-18,1.6880608134494417,0.9408578317490336,-0.1395032530809594
200,200,200,200,07-19,0.8615915743813478,-1.9671271837598392,-0.07712249542891321
201,201,201,201,07-20,1.1902720461279612,-0.8106438670821697,-0.09936914723707053
202,202,202,202,07-21,1.4214614820878626,0.002810988507379851,-0.441030795484072
203,203,203,203,07-22,1.4708848238193797,0.17671018569187966,-0.5389077881289049
204,204,204,204,07-23,1.1396409208823934,-0.9887927280107168,-0.1989216171066449
205,205,205,205,07-24,1.5211569472973812,0.3535958758800359,-0.12533109366861622
206,206,206,206,07-25,1.4413499511815218,0.0727898423737208,-0.10066137596623749
207,207,207,207,07-26,1.3157616279189608,-0.3691007264539976,-0.31723102648972606
208,208,208,208,07-27,1.4635292975176648,0.15082929472165213,-0.1684680235412245
209,209,209,209,07-28,1.1015813645811567,-1.1227077174490518,-0.3761426479336459
210,210,210,210,07-29,1.3933177009055902,-0.0962147103197072,-0.7599081541054096
211,211,211,211,07-30,1.1670216517989858,-0.8924518704744926,-0.794580425035433
212,212,212,212,07-31,0.7869372547443141,-2.229803194656861,-0.9259579935460972
213,213,213,213,08-01,1.256637048075241,-0.5771343520341388,-0.8600391037159332
214,214,214,214,08-02,1.239498874048737,-0.6374361163423322,-0.6523287462711239
215,215,215,215,08-03,1.2139889617887003,-0.7271943784680687,-0.37570597133219125
216,216,216,216,08-04,1.7475139298719211,1.1500474343491485,0.009056359277597256
217,217,217,217,08-05,1.6387301642433203,0.7672847791591029,0.2146358089137844
218,218,218,218,08-06,1.4430497771374022,0.07877078900187014,0.3553663630915373
219,219,219,219,08-07,1.6071995655628868,0.6563423457829839,0.5410401766075216
220,220,220,220,08-08,1.4794783926596309,0.20694720872418496,0.40925818258204005
221,221,221,221,08-09,1.530607571347609,0.3868485026278369,0.1668952831417241
222,222,222,222,08-10,1.5227938634116265,0.3593554701962597,0.22952439815237
223,223,223,223,08-11,1.2254429980223696,-0.6868926174827927,0.10598575999199994
224,224,224,224,08-12,1.5498475152625395,0.4545454790657453,0.024060132569306555
225,225,225,225,08-13,1.3965364079508946,-0.08488948317923638,0.06942984431200568
226,226,226,226,08-14,1.3397754493601906,-0.28460655581197536,-0.07218578229677029
227,227,227,227,08-15,1.607973866443526,0.6590667730840316,0.006487837750567549
228,228,228,228,08-16,1.281305082955118,-0.4903382894563962,-0.2524218327918324
229,229,229,229,08-17,1.3596004848357135,-0.21485089719876568,-0.4007196642880671
230,230,230,230,08-18,1.1083441156383769,-1.0989125441886545,-0.3189855738410136
231,231,231,231,08-19,1.1436528573854996,-0.9746764721566444,-0.1989248892787215
232,232,232,232,08-20,1.4791517759453088,0.20579798687034592,-0.2793884282632011
233,233,233,233,08-21,1.81270627479432,1.3794308804577842,-0.30797282188720826
234,234,234,234,08-22,1.1440953528858762,-0.9731195233632736,0.22445306321237055
235,235,235,235,08-23,1.310857203309164,-0.3863572589428089,0.40513313676493284
236,236,236,236,08-24,2.016258593405526,2.0956427664088184,0.4857614480512975
237,237,237,237,08-25,1.4517559365431256,0.10940396915872933,0.4192836633971802
238,238,238,238,08-26,1.6166424825083747,0.6895678545885338,0.7037261533087446
239,239,239,239,08-27,1.6993456271878054,0.9805641725330804,0.7768453452728052
240,240,240,240,08-28,1.6291383643362782,0.7335354161061126,0.4430515565752185
241,241,241,241,08-29,1.4355430513204606,0.0523578928415553,0.282880781071944
242,242,242,242,08-30,1.4470597211707412,0.09288003422329842,0.2954379787443472
243,243,243,243,08-31,1.1786261544187708,-0.8516206838609178,0.02469246137692917
244,244,244,244,09-01,1.6380555315092258,0.7649110406229527,-0.11745760702737107
245,245,245,245,09-02,1.2376592556424744,-0.6439089316714277,-0.030040403502582202
246,246,246,246,09-03,1.3867382317887842,-0.11936499431968885,-0.19272948613153396
247,247,247,247,09-04,1.5846104556432787,0.5768611139902885,-0.10371618943259085
248,248,248,248,09-05,1.1696356183477619,-0.883254461550412,-0.3816178890463789
249,249,249,249,09-06,1.3304152823490143,-0.31754090366725923,-0.31341229974819734
250,250,250,250,09-07,1.164166144203674,-0.9024991570597756,-0.36038002327190427
251,251,251,251,09-08,1.3539662266622576,-0.23467539588233824,-0.5631898504127797
252,252,252,252,09-09,1.3066469413982675,-0.4011713354619305,-0.39271603056629933
253,253,253,253,09-10,1.238770812140192,-0.6399978488549644,-0.4117668922279614
254,254,254,254,09-11,1.4603345746728114,0.13958845752846982,-0.41579079538018354
255,255,255,255,09-12,1.2979289709193451,-0.431846073637232,-0.46844503886173133
256,256,256,256,09-13,1.1573044193490458,-0.9266425759731078,-0.214419497984654
257,257,257,257,09-14,1.2641780489822172,-0.5506008567716251,-0.35278478169468136
258,258,258,258,09-15,1.7398217226014656,1.1229819098005331,-0.6432529788281417
259,259,259,259,09-16,1.0028246498359352,-1.4701895511151284,-0.4227728586923907
260,260,260,260,09-17,0.9650162798850443,-1.6032207252722923,-0.24352057540075764
261,261,261,261,09-18,1.6739007234828966,0.8910346471772742,0.35482156048249897
262,262,262,262,09-19,1.4629727719364751,0.1488711237766906,0.45311987530766
263,263,263,263,09-20,2.284495623746497,3.0394519585279145,0.8116486527818104
264,264,264,264,09-21,1.9074440446326064,1.7127717987514997,1.315941614231599
265,265,265,265,09-22,1.6142026404158958,0.6809831137297739,1.3988732186557948
266,266,266,266,09-23,1.8249573412605664,1.4225370434264386,1.1334946130970815
267,267,267,267,09-24,1.8153191000652136,1.38862427372245,0.5240579504080568
268,268,268,268,09-25,1.010438278743398,-1.4434005095755893,0.17161167907761957
269,269,269,269,09-26,1.2452592063924195,-0.6171680176062334,0.04664857563273692
270,270,270,270,09-27,1.3064381932433464,-0.40190582923112417,-0.4140391499198845
271,271,271,271,09-28,1.4011104261199976,-0.06879550693952198,-1.1891324128041556
272,272,272,272,09-29,1.0393737183294307,-1.3415893098892897,-1.3192162528114952
273,273,273,273,09-30,0.4935982471040681,-3.261935303583176,-1.507853147538085
274,274,274,274,10-01,0.7886139742317565,-2.223903549619628,-1.3803898764306741
275,275,275,275,10-02,0.9235878291052751,-1.7489893859657724,-1.5709756323033817
276,276,276,276,10-03,1.5237937960806005,0.3628737974133408,-1.3190352692593186
277,277,277,277,10-04,1.0761157707969122,-1.2123100421757649,-0.9554140936431805
278,278,278,278,10-05,1.468992768685773,0.17005286837508768,-0.6507060120324136
279,279,279,279,10-06,1.1136600040617668,-1.080208249886347,-0.4548225204176348
280,280,280,280,10-07,1.3082147046420145,-0.3956550599550263,-0.7255594070652776
281,281,281,281,10-08,1.2576164009118007,-0.5736884362770999,-0.6777885916861585
282,282,282,282,10-09,1.0621221419929603,-1.2615475224725154,-0.5553288359100027
283,283,283,283,10-10,1.1575765263898377,-0.9256851499010508,-0.45472782087394364
284,284,284,284,10-11,1.6778161717631923,0.904811403032022,-0.4167800731623492
285,285,285,285,10-12,1.2852089850288098,-0.4766021596699926,-0.41686127567827325
286,286,286,286,10-13,1.3729247619668343,-0.16796857368545956,-0.09070470731759872
287,287,287,287,10-14,1.2574779310479158,-0.5741756513726439,0.014760090444458732
288,288,288,288,10-15,1.6182977125667386,0.6953918876915316,-0.27108846372987133
289,289,289,289,10-16,1.3374194293415749,-0.292896363328706,-0.40661609112238845
290,290,290,290,10-17,1.1903754818066126,-0.8102799220139585,-0.448124794795766
291,291,291,291,10-18,1.0541017107758224,-1.2897679240250952,-0.3069271798751823
292,292,292,292,10-19,1.3021424163426023,-0.4170207957257249,0.09829460226072301
293,293,293,293,10-20,1.4982539008124447,0.27301003815085817,0.47110848334886063
294,294,294,294,10-21,2.3092985316553607,3.1267225805069634,0.7040211863552198
295,295,295,295,10-22,1.9731569650723448,1.94398692320012,1.056747220696584
296,296,296,296,10-23,1.587547785094992,0.5871962960241974,0.9491641648004955
297,297,297,297,10-24,1.6555846255368547,0.8265882820230904,0.7339698974045114
298,298,298,298,10-25,1.1186873726566195,-1.0625191311022573,0.3164845167061796
299,299,299,299,10-26,1.1312958013489527,-1.018155566225046,0.11642993205380865
300,300,300,300,10-27,1.5973853208217936,0.6218102963169724,-0.15128643193490243
301,301,301,301,10-28,1.6320156741758465,0.7436594152858942,-0.2362795806241357
302,302,302,302,10-29,1.1310268502515053,-1.019101887908069,0.06492966981761904
303,303,303,303,10-30,1.510650819038062,0.31662938988769074,0.5142867448205016
304,304,304,304,10-31,1.6323217525146032,0.7447363715482712,0.2926762462286922
305,305,305,305,11-01,1.8975579337881223,1.6779868837922498,0.3697831301193531
306,306,306,306,11-02,1.2194860005078134,-0.7078526952338845,0.48677955116671273
307,307,307,307,11-03,1.7635014981732058,1.2063007186298595,0.5367084027979517
308,308,308,308,11-04,1.330533950654733,-0.31712336162391186,0.6186524130147083
309,309,309,309,11-05,1.59579154664527,0.6162024996751252,0.7274039706080386
310,310,310,310,11-06,1.7720560429091765,1.2364004328488103,0.8386283983363899
311,311,311,311,11-07,2.083005554540532,2.330496229352232,1.0165668530500123
312,312,312,312,11-08,1.4091504609369854,-0.040506128863777566,1.076836403707237
313,313,313,313,11-09,2.0669294563307936,2.2739314469115937,1.0050166157267384
314,314,314,314,11-10,1.4333080627736072,0.044493942319437985,0.9350502867329281
315,315,315,315,11-11,1.4733214956531653,0.18528377179213287,0.6669566974915089
316,316,316,316,11-12,1.6527465862740638,0.8166024588859491,0.7590391324469447
317,317,317,317,11-13,1.6258413597093209,0.7219346939037163,0.3552830862576158
318,318,318,318,11-14,1.5661732094242342,0.5119884808688377,0.17643016125460884
319,319,319,319,11-15,1.3784280703533764,-0.1486048302243793,0.0047351851854865595
320,320,320,320,11-16,1.1283207123354109,-1.028623607698604,0.08403374371227439
321,321,321,321,11-17,1.18054017360327,-0.8448860846226007,0.06353988285969166
322,322,322,322,11-18,1.7879697438391229,1.292393810046676,0.3157558567211145
323,323,323,323,11-19,1.5908943868176382,0.5989715287882199,0.38710739136352407
324,324,324,324,11-20,1.9962622426614118,2.025284324037375,0.7629830203132428
325,325,325,325,11-21,1.50009963652945,0.2795043776300779,0.7806336037125314
326,326,326,326,11-22,1.7692792662183736,1.2266301659997088,0.6480428818322651
327,327,327,327,11-23,1.210638673052172,-0.7389825842268686,0.6488077279663244
328,328,328,328,11-24,1.5618706014389057,0.4968494787650784,0.3013859768937366
329,329,329,329,11-25,1.5921986338458358,0.6035606055925755,0.5172547526232988
330,330,330,330,11-26,1.4038244094951626,-0.059246182398152214,0.5080917426986197
331,331,331,331,11-27,1.8682079352949832,1.5747170320074513,0.9404338922029947
332,332,332,332,11-28,1.75365412551173,1.1716521064516343,1.1307773054907397
333,333,333,333,11-29,1.947886255991489,1.8550703127993813,1.370602007050323
334,334,334,334,11-30,1.8864520042368524,1.6389099584915494,1.5366757684350951
335,335,335,335,12-01,2.001157560836036,2.0425088149500747,1.4937364003072233
336,336,336,336,12-02,1.6870202054889678,0.9371963859104806,1.4134528163554674
337,337,337,337,12-03,1.7949859619076889,1.3170808232402205,1.0148208270162564
338,338,338,338,12-04,1.6167512621522584,0.6899506027411001,0.5664023403713957
339,339,339,339,12-05,1.2681226221206463,-0.5367216232358852,0.25774874452639795
340,340,340,340,12-06,1.121790391199087,-1.051600961377615,-0.1391463313598558
341,341,341,341,12-07,1.4748287775723286,0.19058723988008805,-0.31721270902743853
342,342,342,342,12-08,1.0102184277462762,-1.444174069407042,-0.5460161745283789
343,343,343,343,12-09,1.4913398642771902,0.24868255723472416,-0.39989312159121143
344,344,344,344,12-10,1.2265861993609406,-0.6828701902645423,-0.24874817021840348
345,345,345,345,12-11,1.517297651002605,0.34001669438711984,-0.2518441207557938
346,346,346,346,12-12,1.3795289674651878,-0.14473125314076718,0.09162645877420154
347,347,347,347,12-13,1.4695494356131713,0.17201153665574626,0.17822469730939625
348,348,348,348,12-14,1.5959185609845998,0.6166494077729301,0.46810765647632896
349,349,349,349,12-15,1.6390107358775283,0.7682719884458923,0.6537172622564351
350,350,350,350,12-16,1.7209065223415143,1.0564275647370545,0.7674393122683902
