,unnamed: 0,unnamed: 0,unnamed: 0.1,mth_day,suicide,suicide_norm,suicide_ravg
38,38,38,38,02-08,4.42583240767103,-0.5489667703035961,0.09223111083291369
39,39,39,39,02-09,4.686827216074014,-0.09946670995116516,0.4947130516232256
40,40,40,40,02-10,4.760856046591878,0.02802994022825474,0.12047712291610953
41,41,41,41,02-11,5.101235587746869,0.6142508893272246,-0.16696490511129566
42,42,42,42,02-12,4.542416010159652,-0.3481798785052537,-0.18468305995731804
43,43,43,43,02-13,4.368645734789516,-0.6474569014632366,-0.2761309534052559
44,44,44,44,02-14,4.364105878526634,-0.6552756993797304,-0.34858475717633497
45,45,45,45,02-15,4.368240934987585,-0.6481540706387924,-0.6275455701741399
46,46,46,46,02-16,4.508441397946799,-0.4066928823982196,-0.6171582302148291
47,47,47,47,02-17,4.129391572199221,-1.0595139886596054,-0.554741665064535
48,48,48,48,02-18,4.578603437592316,-0.2858558387493891,-0.5041409772322885
49,49,49,49,02-19,4.586092639465803,-0.2729575105614725,-0.41525100671678405
50,50,50,50,02-20,4.540388615603223,-0.351671572386251,-0.2689116363546011
51,51,51,51,02-21,4.677915921088158,-0.11481424754576595,-0.2870311458939327
52,52,52,52,02-22,5.018258672269903,0.4713433397748779,-0.49960276528569353
53,53,53,53,02-23,4.066266803091969,-1.1682310458955951,-0.34873054577013995
54,54,54,54,02-24,3.8380461745089858,-1.561285555099954,-0.04255395212113235
55,55,55,55,02-25,5.111701459116524,0.6322758065318488,0.4497702312378781
56,56,56,56,02-26,5.607047000488605,1.4853879895077946,0.48027321461611844
57,57,57,57,02-27,6.393075502697929,2.839130852608297,0.471934818580738
58,58,58,58,02-28,5.124525002418308,0.6543612400443203,0.4560072176327525
59,59,59,59,02-29,4.037217488963699,-1.2182614221078778,0.06178443657530486
60,60,60,60,03-01,3.782557579186272,-1.656851160787867,-0.3465222857814993
61,61,61,61,03-02,3.7383076607329286,-1.7330608798128369,-0.8212749244303996
62,62,62,62,03-03,4.184587550481707,-0.96445234463303,-1.083512256353418
63,63,63,63,03-04,4.739131689664882,-0.00938497928510569,-0.9102651763460935
64,64,64,64,03-05,4.210942270335531,-0.9190627514937898,-0.670224748002929
65,65,65,65,03-06,4.640775874483416,-0.1787789420639304,-0.7700921775269293
66,66,66,66,03-07,4.618810711903639,-0.21660859072888008,-0.6487172490110376
67,67,67,67,03-08,3.390389389746997,-2.332265456956839,-0.9763904141803218
68,68,68,68,03-09,4.60743367230105,-0.23620277353768016,-0.9106054918003782
69,69,69,69,03-10,3.597583523084831,-1.975423970300811,-0.7954943591733997
70,70,70,70,03-11,4.4401238619762085,-0.524353217214129,-0.8688744118608437
71,71,71,71,03-12,5.041800176657789,0.5118878536979402,-0.14312963411919885
72,72,72,72,03-13,4.3631691961706585,-0.6568889068535433,0.10360065832311938
73,73,73,73,03-14,5.918739918567419,2.0222032094930302,0.4677018891859806
74,74,74,74,03-15,5.466992961606229,1.2441789811162292,0.4888000667773038
75,75,75,75,03-16,4.8660398287036015,0.2091834148763565,-0.011272804707966674
76,76,76,76,03-17,4.513625718422442,-0.3977641516661897,0.2868583122705976
77,77,77,77,03-18,3.2996457060421904,-2.4885493752136827,-0.06189388359741858
78,78,78,78,03-19,5.401798739763339,1.1318977950178422,-0.14830060364307732
79,79,79,79,03-20,4.703756599508554,-0.07030996571506673,-0.054597884262723585
80,80,80,80,03-21,5.165969126476614,0.7257386608422768,-0.08593966661976149
81,81,81,81,03-22,5.192481475082993,0.7713997311584788,0.4231681630375115
82,82,82,82,03-23,4.404437179383722,-0.5858148458084171,0.24576316817801414
83,83,83,83,03-24,5.073276174794677,0.5660976027299554,0.3791485589481381
84,84,84,84,03-25,4.783755005485077,0.06746782586085791,0.2126343888246621
85,85,85,85,03-26,5.168444784162109,0.7300023789056772,0.15575531723167377
86,86,86,86,03-27,4.585866860501153,-0.27334635989857964,0.4515151721536323
87,87,87,87,03-28,4.994326097116028,0.4301253016005488,0.48445970941719135
88,88,88,88,03-29,5.434805717374064,1.188744283723334,0.4705725820601851
89,89,89,89,03-30,5.1880483933027595,0.7637648263113096,0.4322479296506891
90,90,90,90,03-31,4.735375014510642,-0.015854938281179443,0.3639135314647823
91,91,91,91,04-01,5.034929314043351,0.5000544644487012,0.09542865877082447
92,92,92,92,04-02,4.347803401983968,-0.6833527490140203,-0.0014066927375147402
93,93,93,93,04-03,4.058978174987812,-1.1807839345631979,-0.15128863465851763
94,94,94,94,04-04,5.097450603422726,0.6077321746732987,0.06058129866162689
95,95,95,95,04-05,4.665889503925947,-0.13552682521470774,-0.06312661319129334
96,96,96,96,04-06,5.473487742814462,1.2553646616396876,0.41619825825200474
97,97,97,97,04-07,4.603955542070934,-0.2421930066688202,0.5052220820812426
98,98,98,98,04-08,6.017675965120567,2.192596479645768,0.6138987569902642
99,99,99,99,04-09,4.36911947942362,-0.6466409915877703,0.8467507154724552
100,100,100,100,04-10,5.476058534067024,1.2597922241274278,0.5805809611446707
101,101,101,101,04-11,5.4770994367033055,1.2615849256784382,0.4951829678432116
102,102,102,102,04-12,4.546205232832387,-0.3416538643270192,0.3015632151042016
103,103,103,103,04-13,4.306445910384944,-0.7545809664775751,0.8004827591665987
104,104,104,104,04-14,5.343143237856461,1.0308779632117075,0.7337539797201323
105,105,105,105,04-15,6.1072559865774645,2.3468762727866124,0.6111211039711891
106,106,106,106,04-16,5.2435887320437615,0.8594195474486296,0.7610061990941474
107,107,107,107,04-17,5.049870876801788,0.5257876711847785,1.1692561036880127
108,108,108,108,04-18,5.068375107337961,0.5576567064107303,1.0616511613638566
109,109,109,109,04-19,5.728707418601037,1.694918461085617,0.490469893741965
110,110,110,110,04-20,4.968269010479213,0.3852483092667699,0.4171773020362682
111,111,111,111,04-21,4.117374000050481,-1.0802113329447365,0.48915871706655084
112,112,112,112,04-22,4.9882519129840945,0.4196639972144485,0.6886958874340099
113,113,113,113,04-23,5.300639816984014,0.9576761613664748,0.3247826246110815
114,114,114,114,04-24,5.763522941246992,1.7548797286154845,0.3280327759682668
115,115,115,115,04-25,4.460905956265667,-0.4885611158519537,0.6945311322394474
116,116,116,116,04-26,4.979591891683066,0.4047492174098817,0.5787921717231334
117,117,117,117,04-27,5.394181414047368,1.1187788046823466,0.5439289399342134
118,118,118,118,04-28,4.5850403832543964,-0.2747697658834354,0.2568650303254906
119,119,119,119,04-29,5.1791832481827935,0.7484967706329553,0.3048001263134578
120,120,120,120,04-30,4.763449347988777,0.032496270963147035,0.0975515846746919
121,121,121,121,05-01,4.627902301271925,-0.20095053992415024,-0.03397238458881202
122,122,122,122,05-02,4.2575791732723385,-0.8387420324227137,0.11639540488360635
123,123,123,123,05-03,4.935978051875439,0.3296349891013231,-0.25157293943947184
124,124,124,124,05-04,5.1088918689146725,0.6274369709510749,-0.20584887868443147
125,125,125,125,05-05,3.897254688044229,-1.4593132953055137,-0.053453853334369916
126,126,126,126,05-06,4.922742885793575,0.30684063549338914,0.17873942452253203
127,127,127,127,05-07,5.158816273718855,0.7134196121762191,0.015419683639866502
128,128,128,128,05-08,5.066494393695781,0.554417634718698,0.05852287001882722
129,129,129,129,05-09,4.367004542327845,-0.6502834561946701,0.4472988251174242
130,130,130,130,05-10,5.259054801418592,0.8860560892248391,0.6060676828119764
131,131,131,131,05-11,5.251672827606954,0.8733424352860681,0.7423481978631918
132,132,132,132,05-12,5.475862023021644,1.2594537816607028,0.6443625236124696
133,133,133,133,05-13,5.633590495821933,1.5311027024835118,0.8785351732901899
134,134,134,134,05-14,4.725131783992191,-0.03349641078563539,0.7732489939774351
135,135,135,135,05-15,5.182815500679257,0.7547524418716515,0.6952804999237087
136,136,136,136,05-16,4.892258683406911,0.25433901334830955,0.6276082758769407
137,137,137,137,05-17,4.98004609432821,0.4055314709637099,0.6800648004032016
138,138,138,138,05-18,5.24010544756612,0.8534204373800943,1.0244773169969499
139,139,139,139,05-19,5.816338599003277,1.8458418496410776,1.1482168814668217
140,140,140,140,05-20,5.924996523180393,2.032978688776854,1.1171479145214855
141,141,141,141,05-21,5.613899544076649,1.4971898286908818,1.0014760854792957
142,142,142,142,05-22,4.7840205790273185,0.06792521167629302,1.028315232043489
143,143,143,143,05-23,4.577068437308737,-0.2884995032894286,0.7617573607285353
144,144,144,144,05-24,5.333607698618931,1.0144553167652537,0.3031634109077453
145,145,145,145,05-25,4.8877039665949065,0.2464946217513559,0.0878155261525686
146,146,146,146,05-26,4.327346369704534,-0.7185850101478857,0.33009306919810794
147,147,147,147,05-27,4.8636703243840245,0.2051025201598214,0.3779866260359326
148,148,148,148,05-28,5.628067374633149,1.5215904699495286,0.35296245879354915
149,149,149,149,05-29,4.7439200681738125,-0.0011381622624805534,0.26805990496386556
150,150,150,150,05-30,5.246428474708494,0.8643103133109528,0.42906600426642116
151,151,151,151,05-31,4.5919203475360515,-0.2629207012267456,0.22816637912819274
152,152,152,152,06-01,4.888259611935048,0.24745158566744802,0.10727102152031968
153,153,153,153,06-02,4.163775968907332,-1.0002952306695492,0.2731168085295829
154,154,154,154,06-03,5.206891982519459,0.7962183243022901,0.15700604807744797
155,155,155,155,06-04,5.3216938202527855,0.9939365597930988,0.33099988094005084
156,156,156,156,06-05,4.841921667915591,0.1676457505981431,0.3808883998616501
157,157,157,157,06-06,5.198080271550358,0.7810422959488716,0.8628352784584138
158,158,158,158,06-07,5.062061294104914,0.5467826991970435,0.806201918913303
159,159,159,159,06-08,5.8427830837160295,1.8913860409110328,0.6131421294279541
160,160,160,160,06-09,5.009592616480161,0.4564181670316249,0.6876240022627355
161,161,161,161,06-10,4.649111893644687,-0.16442217711899462,0.8171228491124388
162,162,162,162,06-11,5.1014017060019174,0.6145369876068313,0.8229142368164983
163,163,163,163,06-12,5.6492285098235095,1.5580353770470914,0.7271824643473249
164,164,164,164,06-13,5.0822373375478,0.5815310254214007,0.7666549018142218
165,165,165,165,06-14,5.5092726197475015,1.316995406095992,1.1316037327453758
166,166,166,166,06-15,5.147106741561179,0.6932527918330069,1.2732351099311965
167,167,167,167,06-16,5.920521069399933,2.0252708084679303,1.0240973835550047
168,168,168,168,06-17,5.594817268039639,1.464325250721756,1.1462325968879352
169,169,169,169,06-18,4.7812821992865,0.0632090187899398,1.1716660975946185
170,170,170,170,06-19,5.5077321405263735,1.3143423054189842,1.054080351340284
171,171,171,171,06-20,5.597877880072764,1.4695964103360917,0.8688252554687251
172,172,172,172,06-21,4.737461377458091,-0.012261685692999659,0.696954563494189
173,173,173,173,06-22,5.275129143782419,0.9137402332385756,0.5374146051986156
174,174,174,174,06-23,4.99605394480255,0.43310109887453935,0.41744811833128387
175,175,175,175,06-24,4.225476700857965,-0.8940307309835014,0.31272997204101133
176,176,176,176,06-25,5.089792749414801,0.594543384214994,0.3772411387821688
177,177,177,177,06-26,5.23306067618741,0.8412875325944565,0.24314124886627073
178,178,178,178,06-27,4.962205457673701,0.3748053147539453,0.21514231537104114
179,179,179,179,06-28,4.807951786146207,0.1091408937431869,0.650225996728639
180,180,180,180,06-29,4.898511226645684,0.2651074979031621,0.6022700650819468
181,181,181,181,06-30,5.741221752809575,1.7164713571620858,0.3423392500269364
182,182,182,182,07-01,4.922723817115638,0.30680779433484034,0.33138667915291653
183,183,183,183,07-02,4.327513390341129,-0.7182973577356063,0.48612347858841903
184,184,184,184,07-03,4.924048878101138,0.3090898895098262,0.3055774555014146
185,185,185,185,07-04,5.347024033966093,1.037561690356202,0.059991618347179254
186,186,186,186,07-05,4.269524774453871,-0.8181686406188646,-0.16680926383782635
187,187,187,187,07-06,4.885649518212307,0.2429563342366738,-0.2568842001620557
188,188,188,188,07-07,4.132594631213964,-1.0539974987751932,-0.19967548382794312
189,189,189,189,07-08,4.013710218932152,-1.2587469756809826,-0.2805929172775085
190,190,190,190,07-09,5.123352672813363,0.6523421875145017,0.10975775682552665
191,191,191,191,07-10,5.065123782076399,0.5520570896588098,0.016822967361635317
192,192,192,192,07-11,5.629428921976591,1.5239354039993462,0.16314196809545617
193,193,193,193,07-12,4.561883186998703,-0.3146524025466742,0.2703541622046892
194,194,194,194,07-13,4.642340941801303,-0.17608349437226814,-0.03244134292642028
195,195,195,195,07-14,4.387216189606287,-0.6154738110255843,-0.330824760732131
196,196,196,196,07-15,4.068473328169673,-1.1644308432721553,-0.4751579362910325
197,197,197,197,07-16,4.025615272558917,-1.2382434171754544,-0.47054527374804783
198,198,198,198,07-17,5.126600831519993,0.6579363506459376,-0.33428061555525385
199,199,199,199,07-18,4.577952786308967,-0.2869764272887669,-0.336917737986749
200,200,200,200,07-19,5.117059921761956,0.6415044547844956,0.0678693129384567
201,201,201,201,07-20,4.378028979310426,-0.6312965456145554,0.057471905524306
202,202,202,202,07-21,5.478670942613597,1.264291462279079,0.1910175098006158
203,203,203,203,07-22,3.989392772114983,-1.3006278616603586,0.2326171547045015
204,204,204,204,07-23,5.591847168178925,1.4592099763037965,-0.10759240141138691
205,205,205,205,07-24,4.722877679215221,-0.03737855786545262,-0.24505686123014414
206,206,206,206,07-25,3.9318374613372034,-1.399752881910835,-0.5926223322745573
207,207,207,207,07-26,3.899130129003446,-1.4560833045270989,-0.5242596504027963
208,208,208,208,07-27,4.2678219369212815,-0.8211013639874003,-0.8624903445258646
209,209,209,209,07-28,4.227554765370937,-0.8904517704297925,-0.64620722145314
210,210,210,210,07-29,4.413518669542748,-0.5701741884346129,-0.42113273585586586
211,211,211,211,07-30,5.4763650832823885,1.2603201805708952,-0.3860244851690539
212,212,212,212,07-31,4.715952224731937,-0.04930596832718985,-0.11274104258642126
213,213,213,213,08-01,4.021440294935581,-1.245433800406227,0.20306133269999116
214,214,214,214,08-02,5.2198871225940815,0.8185992915083956,0.27429341649257655
215,215,215,215,08-03,5.327747459891967,1.004362481288682,0.22747564816057286
216,216,216,216,08-04,4.6616770886586165,-0.1427816856791007,0.10717940762240608
217,217,217,217,08-05,5.313261285706664,0.9794135705788732,0.16271568003101247
218,218,218,218,08-06,4.296864037385645,-0.7710834115561905,-0.08970108619043782
219,219,219,219,08-07,4.214917627490362,-0.9122161659545888,-0.36587406420441965
220,220,220,220,08-08,4.3405172891037545,-0.6959013058203061,-0.41840106353806966
221,221,221,221,08-09,4.3656157072110915,-0.6526753867952089,-0.5953649111166587
222,222,222,222,08-10,4.478683465258599,-0.4579436816810009,-0.23688356110948092
223,223,223,223,08-11,4.696754420855753,-0.08236951489266081,0.04560411266965886
224,224,224,224,08-12,5.545741795326,1.3798046884868762,0.45522803021846975
225,225,225,225,08-13,5.1990485248662335,0.7827098767202498,0.4714699111021427
226,226,226,226,08-14,5.7675655853034336,1.7618421994725595,0.47226424691469254
227,227,227,227,08-15,4.422199191351422,-0.5552241014931717,0.38569937591561526
228,228,228,228,08-16,4.481450773316911,-0.4531776668057017,-0.07028255762737205
229,229,229,229,08-17,4.395179619244569,-0.6017587408871249,-0.42729341044234087
230,230,230,230,08-18,3.9571913872976,-1.3560869127710475,-0.6859065846977946
231,231,231,231,08-19,3.9552936868111854,-1.3593552401695632,-0.4449455930128376
232,232,232,232,08-20,4.866608698058051,0.21016315393983684,-0.33840364484040625
233,233,233,233,08-21,5.261659383745164,0.8905418486165706,-0.027651680178898425
234,234,234,234,08-22,4.852621740390983,0.1860740222288865,0.27758338378235825
235,235,235,235,08-23,5.477777687161503,1.2627530470819222,0.48971776838131426
236,236,236,236,08-24,5.020569669925363,0.4753234709964925,0.3049513469611455
237,237,237,237,08-25,4.69432771079792,-0.08654893257582734,0.2603106135525241
238,238,238,238,08-26,4.222919217081529,-0.8984353745811757,0.005537893036345419
239,239,239,239,08-27,5.106139943051648,0.6226974481648417,-0.4157823229095425
240,240,240,240,08-28,3.965044230497542,-1.3425623008681855,-0.31794970684121404
241,241,241,241,08-29,4.0099818125507,-1.265168248593405,-0.5582611282002782
242,242,242,242,08-30,5.3613990553492,1.062319167406463,-0.29601290675325925
243,243,243,243,08-31,3.857130492286109,-1.5284174607302121,-0.11727608565794663
244,244,244,244,09-01,5.136539886101105,0.6750539541009378,0.006321037776322462
245,245,245,245,09-02,5.728823495170696,1.6951183747367176,0.33987581673277373
246,246,246,246,09-03,4.395632037643931,-0.600979560262571,0.035133073717704764
247,247,247,247,09-04,5.172020352310391,0.7361604251453026,0.6362967089844541
248,248,248,248,09-05,4.299735921025385,-0.7661372906839506,0.4110317633022829
249,249,249,249,09-06,5.951465087243919,2.078564350870284,0.15212966054093444
250,250,250,250,09-07,4.351761597633733,-0.6765357199920896,-0.005125768296757649
251,251,251,251,09-08,4.826860038449271,0.14170575816862674,-0.11562341963699829
252,252,252,252,09-09,3.8477853856860698,-1.5445121332887235,0.1678858993609552
253,253,253,253,09-10,4.787068501786754,0.07317451710385864,-0.04177877806699781
254,254,254,254,09-11,5.287426027242268,0.9349186233037702,0.15718243395219675
255,255,255,255,09-12,5.221035032067362,0.820576286302566,0.23084640645657062
256,256,256,256,09-13,5.0449029071569536,0.5172315521230778,0.4343176300206461
257,257,257,257,09-14,5.083490674381658,0.5836895931948698,0.4515907350687496
258,258,258,258,09-15,4.556638678849007,-0.32368479190427096,0.3259915708490229
259,259,259,259,09-16,4.847244565910347,0.17681314739247975,0.0684444765261014
260,260,260,260,09-17,4.84986350800166,0.18132363798541007,0.17971491608655862
261,261,261,261,09-18,4.323792155372037,-0.7247062796349633,0.00356130509071421
262,262,262,262,09-19,5.432546998210838,1.1848541894858209,0.12885428701041177
263,263,263,263,09-20,4.469806512711371,-0.4732320727801967,0.15558394111591986
264,264,264,264,09-21,4.993134519824835,0.4280730996139144,0.13756732308482328
265,265,265,265,09-22,4.940365367004015,0.33719107202552856,0.4217303491983169
266,266,266,266,09-23,4.787097192454441,0.07322392979883044,0.015339342882509821
267,267,267,267,09-24,5.313759647223597,0.9802718770459986,-0.02444240212115296
268,268,268,268,09-25,4.016761522049672,-1.2534918484090218,-0.10277522194489329
269,269,269,269,09-26,4.3312148216620745,-0.7119225428021734,-0.3935333685399913
270,270,270,270,09-27,4.720238547990708,-0.0419238193285276,-0.3823516370948259
271,271,271,271,09-28,3.927421786493317,-1.4073578075450597,-0.6122515291847
272,272,272,272,09-29,4.826052121900142,0.14031431846982287,-0.731710849517811
273,273,273,273,09-30,4.512834126891276,-0.3991274754932465,-0.7580108168912186
274,274,274,274,10-01,3.600588998319478,-1.9702477704076868,-0.8273098544044188
275,275,275,275,10-02,4.239590963722051,-0.8697223470426187,-0.44762227821465855
276,276,276,276,10-03,4.478814477825893,-0.457718044407729,-0.6259279216967135
277,277,277,277,10-04,5.2501778206919765,0.8707676495935022,-0.6950255052155362
278,278,278,278,10-05,4.204870706868308,-0.9295195424225068,-0.36829788389214296
279,279,279,279,10-06,4.27211188239416,-0.8137129766061824,-0.28382119215455975
280,280,280,280,10-07,4.738843078112958,-0.009882042467327936,-0.3059118818605558
281,281,281,281,10-08,4.533890963912687,-0.3628621966171193,-0.5201001154300672
282,282,282,282,10-09,4.401854906481868,-0.5902621826437053,-0.4455225803387364
283,283,283,283,10-10,4.503988595193522,-0.4143617518235661,-0.5342544428514518
284,284,284,284,10-11,4.464684013238959,-0.4820543318745218,-0.45478762091776304
285,285,285,285,10-12,3.962987713143701,-1.3461041516824752,-0.17040375191734483
286,286,286,286,10-13,5.015689687860449,0.4669188891348051,-0.11333165845761588
287,287,287,287,10-14,5.524627828479098,1.34344101738539,-0.07042662475380215
288,288,288,288,10-15,4.600682734260136,-0.2478296218853315,-0.19932404343608381
289,289,289,289,10-16,4.653461203169643,-0.1569315496006838,-0.007294915110541107
290,290,290,290,10-17,4.015631031138205,-1.2554388439682118,0.08600942613379943
291,291,291,291,10-18,4.6319790211647245,-0.19392938172921886,-0.2245069208469681
292,292,292,292,10-19,5.3407434640108695,1.0267449366008483,-0.2799473837171002
293,293,293,293,10-20,4.4428506057214685,-0.5196570644992154,-0.4026778306289944
294,294,294,294,10-21,4.407539183090628,-0.580472399106124,-0.3522601031175185
295,295,295,295,10-22,4.225892724733387,-0.8933142310720491,-0.11488209258800175
296,296,296,296,10-23,4.191276370829431,-0.952932478899356,-0.31956917306558674
297,297,297,297,10-24,5.458956819503492,1.2303386814478814,-0.38133843800888073
298,298,298,298,10-25,4.627654367071559,-0.20137754626466176,-0.1791222997521781
299,299,299,299,10-26,4.227658766284187,-0.8902726541589795,0.08639767829361304
300,300,300,300,10-27,5.112020008551509,0.6328244304340919,0.24929788473952064
301,301,301,301,10-28,5.150911543323421,0.6998056372026978,0.1562230842353017
302,302,302,302,10-29,4.758788305802094,0.0244687597760896,0.2387346479202833
303,303,303,303,10-30,5.1347027176593425,0.6718898784225676,0.5188464875157104
304,304,304,304,10-31,4.915108251791055,0.2936918358452276,0.57930928689571
305,305,305,305,11-01,5.203512729675813,0.7903983834135833,0.4927759142531111
306,306,306,306,11-02,5.322660381689413,0.9956012267140903,0.5259431723330686
307,307,307,307,11-03,4.8494464757243865,0.18060540134710398,0.4892763837340223
308,308,308,308,11-04,4.874336439357989,0.22347230825583486,0.49621848773403676
309,309,309,309,11-05,5.006962915475682,0.4518891468282901,0.5557552438178884
310,310,310,310,11-06,4.939293162048599,0.3353444598453143,0.3221222580761354
311,311,311,311,11-07,5.410926952065776,1.1476189199166928,0.505214017041585
312,312,312,312,11-08,4.508729505206637,-0.40619668773642736,0.5660725504684085
313,313,313,313,11-09,5.487301765628724,1.279155955139801,0.19651417287605866
314,314,314,314,11-10,5.086355471243769,0.5886235088167765,0.1480102267418273
315,315,315,315,11-11,3.7194949955228913,-1.7654611187258091,0.062070173406438056
316,316,316,316,11-12,4.770315056219201,0.04432078303992626,0.17096682284853482
317,317,317,317,11-13,5.111528890982188,0.6319785999043575,0.034375147396483695
318,318,318,318,11-14,4.888103783393603,0.24718320891615306,0.0771820833798932
319,319,319,319,11-15,5.011443522547297,0.4596059024274944,0.16114876213371548
320,320,320,320,11-16,5.235486326263664,0.8454651247172336,0.15214474049421672
321,321,321,321,11-17,4.01201821186782,-1.2616610462028754,0.4272805164782241
322,322,322,322,11-18,4.738946834811424,-0.009703346797066336,0.290455652072017
323,323,323,323,11-19,6.07004723798464,2.282793255808402,0.3115158474239492
324,324,324,324,11-20,4.411433156353464,-0.5737659775210898,0.10576449892017666
325,325,325,325,11-21,5.084813056422296,0.5859670745390875,0.20164529046062332
326,326,326,326,11-22,4.518689531095795,-0.3890429663054019,0.12795882926410324
327,327,327,327,11-23,4.346047828655924,-0.6863762969601955,-0.2888826297262901
328,328,328,328,11-24,4.482237852746313,-0.4518221139761868,-0.061856697742300126
329,329,329,329,11-25,4.61785446223749,-0.2182554981339581,-0.29548129209496127
330,330,330,330,11-26,5.202346371015281,0.7883896143828499,-0.14910801339455887
331,331,331,331,11-27,4.2709114138709205,-0.8157804915768796,0.14934730249915165
332,332,332,332,11-28,5.028624935328335,0.4891967058970126,0.4264177033601027
333,333,333,333,11-29,5.3858068168187785,1.1043555984020677,0.40232170529170247
334,334,334,334,11-30,5.4474960482198895,1.2106002911895195,0.13525072894487514
335,335,335,335,12-01,4.53390879521075,-0.36283148654436,0.36010956931352434
336,336,336,336,12-02,4.27192418268027,-0.8140362436981138,0.30596197460290564
337,337,337,337,12-03,5.054274912159031,0.5333725506350157,0.29946566590279206
338,338,338,338,12-04,4.839985479806574,0.16431113763330055,0.006200687498599848
339,339,339,339,12-05,5.363174968762738,1.065377746201386,0.11666661752415937
340,340,340,340,12-06,4.425819164040223,-0.5489895792356339,0.2068946665228566
341,341,341,341,12-07,4.918750134980182,0.2999640936089972,0.011577766338094578
342,342,342,342,12-08,4.586260768208553,-0.2726679497059305,-0.004232420234573889
343,343,343,343,12-09,4.373829660583957,-0.6385288504735565,-0.33699407111508894
344,344,344,344,12-10,4.7849059328256835,0.06945001819728973,-0.3830390205429462
345,345,345,345,12-11,4.203899529547093,-0.9311921590817042,-0.3913959861252978
346,346,346,346,12-12,4.265407713891455,-0.8252592758027774,-0.4819564186100136
347,347,347,347,12-13,4.889636128241858,0.2498223001148876,-0.3266311857122554
348,348,348,348,12-14,4.270766224692255,-0.8160305446142253,-0.3829096207642422
349,349,349,349,12-15,4.914951893606768,0.29342254691299274,-0.4074880152553995
350,350,350,350,12-16,4.5888430531620426,-0.2682205921146312,-0.47246704285781127
351,351,351,351,12-17,4.118273289283058,-1.0786625260286482,-0.33291890786787826
352,352,352,352,12-18,4.039033699445182,-1.215133441417248,-0.3677215112633559
353,353,353,353,12-19,5.375794088614124,1.0871111100544857,-0.30067938374079833
354,354,354,354,12-20,4.149520873160966,-1.024846164987091,-0.16287029327824623
355,355,355,355,12-21,5.1485133380340615,0.6956753120483383,0.20080017615569848
356,356,356,356,12-22,5.068942528120017,0.5586339506606811,0.3766744983723837
357,357,357,357,12-23,5.385228907718124,1.1033602905750202,0.1737710621019136
