,unnamed: 0,unnamed: 0,unnamed: 0.1,unnamed: 0.1.1,unnamed: 0.1.1.1,unnamed: 0.1.1.1.1,unnamed: 0.1.1.1.1.1,unnamed: 0.1.1.1.1.1.1,unnamed: 0.1.1.1.1.1.1.1,mth_day,funny,funny_norm,funny_ravg
148,148,148,148,148,148,148,148,148,148,05-28,18.607499688962484,0.6698549372105216,0.6592670750000811
149,149,149,149,149,149,149,149,149,149,05-29,18.029827994069237,0.3398546342562651,0.5696081196820589
150,150,150,150,150,150,150,150,150,150,05-30,19.381008404641626,1.1117289510637398,0.5603621294383746
151,151,151,151,151,151,151,151,151,151,05-31,17.74842618754927,0.17910124747205888,0.6289895436762
152,152,152,152,152,152,152,152,152,152,06-01,18.943138898952697,0.8615919427783038,0.5890957443837087
153,153,153,153,153,153,153,153,153,153,06-02,18.505883150991853,0.6118055492763093,0.9679960139206562
154,154,154,154,154,154,154,154,154,154,06-03,18.188490643575896,0.43049214145557374,1.0119793536948343
155,155,155,155,155,155,155,155,155,155,06-04,22.009459993302738,2.6132562514779503,1.2605870348794228
156,156,156,156,156,156,156,156,156,156,06-05,19.842970352075415,1.3756289897088079,1.3666684181845534
157,157,157,157,157,157,157,157,157,157,06-06,20.359580527731005,1.6707473345795911,1.4628070935415192
158,158,158,158,158,158,158,158,158,158,06-07,20.057323557728413,1.4980802426090871,1.4735596869113108
159,159,159,159,159,159,159,159,159,159,06-08,19.515638433779248,1.188637601418104,1.2217671967329735
160,160,160,160,160,160,160,160,160,160,06-09,18.301426336921967,0.4950077016743227,1.429716648293719
161,161,161,161,161,161,161,161,161,161,06-10,19.36485524729665,1.102501310407927,1.4884854474515705
162,162,162,162,162,162,162,162,162,162,06-11,22.02708674942071,2.6233256990732805,1.5452306239846394
163,163,163,163,163,163,163,163,163,163,06-12,20.976835812270483,2.0233601295267016,1.5144108482535756
164,164,164,164,164,164,164,164,164,164,06-13,20.653324507026067,1.8385513018075008,1.7234416407488637
165,165,165,165,165,165,165,165,165,165,06-14,19.19193487490231,1.0037189470317212,1.8459393787609935
166,166,166,166,166,166,166,166,166,166,06-15,20.496900179302727,1.7491924566460515,1.6961639289686044
167,167,167,167,167,167,167,167,167,167,06-16,20.651462719554612,1.8374877384807051,1.5722810582082503
168,168,168,168,168,168,168,168,168,168,06-17,20.453978412966336,1.7246730003189468,1.3721103150195109
169,169,169,169,169,169,169,169,169,169,06-18,19.67568013550806,1.2800629049645795,1.3966044349979534
170,170,170,170,170,170,170,170,170,170,06-19,18.550908755573076,0.6375268426750628,1.5753537120087067
171,171,171,171,171,171,171,171,171,171,06-20,19.449199362410862,1.1506836669023779,1.3739142569646745
172,172,172,172,172,172,172,172,172,172,06-21,22.374323870505663,2.82168811871057,1.196466736273036
173,173,173,173,173,173,173,173,173,173,06-22,18.535721545284428,0.6288510082165129,1.2971963106109874
174,174,174,174,174,174,174,174,174,174,06-23,18.590227214287832,0.6599878761691145,1.3910466959218277
175,175,175,175,175,175,175,175,175,175,06-24,20.73365414485458,1.8844403509922885,1.4915794821736235
176,176,176,176,176,176,176,176,176,176,06-25,19.536629871527566,1.2006291545401055,1.293260152193463
177,177,177,177,177,177,177,177,177,177,06-26,20.505106484431888,1.7538803844131516,1.3771195920604011
178,178,178,178,178,178,178,178,178,178,06-27,20.29135371949437,1.6317721388296065,1.47662507344558
179,179,179,179,179,179,179,179,179,179,06-28,19.416506641426267,1.1320076474181424,1.4956214245980453
180,180,180,180,180,180,180,180,180,180,06-29,19.635344438151343,1.2570207644801883,1.6181993621830453
181,181,181,181,181,181,181,181,181,181,06-30,20.93317495017736,1.9984184579070807,1.5608092744251916
182,182,182,182,182,182,182,182,182,182,07-01,20.8240796888884,1.936096780050107,1.386473176230316
183,183,183,183,183,183,183,183,183,183,07-02,19.902331960256728,1.4095398578660296,1.1714678524081643
184,184,184,184,184,184,184,184,184,184,07-03,18.460282140037013,0.5857555496603536,1.152262099664215
185,185,185,185,185,185,185,185,185,185,07-04,17.158281626875933,-0.1580242955147683,1.0969680035857057
186,186,186,186,186,186,186,186,186,186,07-05,19.43362426444285,1.1417862480164929,0.8729739604559086
187,187,187,187,187,187,187,187,187,187,07-06,20.352414861535426,1.6666538814360246,0.7347074089929863
188,188,188,188,188,188,188,188,188,188,07-07,18.47144514796705,0.5921325212713238,0.7091050591774856
189,189,189,189,189,189,189,189,189,189,07-08,18.45010287290884,0.5799405490884955,0.9623561765801162
190,190,190,190,190,190,190,190,190,190,07-09,18.191377790336087,0.432141450767349,0.9380380768998897
191,191,191,191,191,191,191,191,191,191,07-10,19.81820649810612,1.3614824089010156,0.8532328763215125
192,192,192,192,192,192,192,192,192,192,07-11,19.178208537855355,0.9958776499351338,1.1872951243783876
193,193,193,193,193,193,193,193,193,193,07-12,19.46169633463764,1.1578226779657617,1.0211087492092217
194,194,194,194,194,194,194,194,194,194,07-13,21.98013838201444,2.5965060096125754,0.851944858560637
195,195,195,195,195,195,195,195,195,195,07-14,16.70462874783607,-0.4171777019265006,0.5610784228748843
196,196,196,196,196,196,196,196,196,196,07-15,16.41463048645406,-0.5828418931241591,0.41569899951236455
197,197,197,197,197,197,197,197,197,197,07-16,16.763203722909783,-0.3837162052135005,0.37568479456637155
198,198,198,198,198,198,198,198,198,198,07-17,17.651272159713823,0.1236011097600152,-0.2848591486364186
199,199,199,199,199,199,199,199,199,199,07-18,19.04142265517689,0.9177374482898036,-0.13983822875628202
200,200,200,200,200,200,200,200,200,200,07-19,15.042371310794751,-1.3667576496041656,0.07910182844599496
201,201,201,201,201,201,201,201,201,201,07-20,18.227799723719986,0.4529478173543189,0.1658437222228559
202,202,202,202,202,202,202,202,202,202,07-21,18.71418244671265,0.7307984500895027,0.10554833947814395
203,203,203,203,203,203,203,203,203,203,07-22,17.674263555541675,0.13673515744766498,-0.1797367323187381
204,204,204,204,204,204,204,204,204,204,07-23,17.017982996657448,-0.2381711867082564,-0.07555993979006086
205,205,205,205,205,205,205,205,205,205,07-24,16.04504157048149,-0.7939729824914886,-0.39458863359519175
206,206,206,206,206,206,206,206,206,206,07-25,16.136551839173094,-0.7416968944321022,-0.5549687712073647
207,207,207,207,207,207,207,207,207,207,07-26,14.877005594984846,-1.4612243454764664,-0.768120495905762
208,208,208,208,208,208,208,208,208,208,07-27,17.029691885481633,-0.2314823755835351,-0.8110298946640876
209,209,209,209,209,209,209,209,209,209,07-28,15.43550710034513,-1.1421751907427191,-0.7227369031604113
210,210,210,210,210,210,210,210,210,210,07-29,16.567300772083705,-0.4956275792582094,-0.6160368964336176
211,211,211,211,211,211,211,211,211,211,07-30,16.97239275638984,-0.2642150334694309,-0.6310753560966159
212,212,212,212,212,212,212,212,212,212,07-31,17.257233969083725,-0.10149685407133954,-0.4954021014566891
213,213,213,213,213,213,213,213,213,213,08-01,14.719054967588384,-1.5514551034544566,-0.23331221071621025
214,214,214,214,214,214,214,214,214,214,08-02,18.45468328563306,0.5825571522560261,-0.17922772615686475
215,215,215,215,215,215,215,215,215,215,08-03,18.188266598619162,0.4303641537001539,-0.22384725143742798
216,216,216,216,216,216,216,216,216,216,08-04,17.13535617536294,-0.1711206719021363,-0.1733102736488111
217,217,217,217,217,217,217,217,217,217,08-05,16.503748881276888,-0.5319321851528102,0.042090821616320606
218,218,218,218,218,218,218,218,218,218,08-06,17.78802951113472,0.2017250126603617,-0.07710849401192259
219,219,219,219,219,219,219,219,219,219,08-07,16.981436813963583,-0.2590485318636663,-0.15767071078253503
220,220,220,220,220,220,220,220,220,220,08-08,17.202719513370198,-0.13263874151343308,-0.17751847900188586
221,221,221,221,221,221,221,221,221,221,08-09,17.342112606220766,-0.05300914692352067,-0.15412971825046057
222,222,222,222,222,222,222,222,222,222,08-10,16.926892841157276,-0.29020728121824124,-0.2141308694815487
223,223,223,223,223,223,223,223,223,223,08-11,16.749403656932074,-0.3915996206442586,-0.09880516120675377
224,224,224,224,224,224,224,224,224,224,08-12,17.157830694644293,-0.15828189472616713,-0.054033894324064385
225,225,225,225,225,225,225,225,225,225,08-13,18.19271565402756,0.4329057177851033,0.008839024139414862
226,226,226,226,226,226,226,226,226,226,08-14,17.672957147537943,0.13598885978270325,0.2892743004980813
227,227,227,227,227,227,227,227,227,227,08-15,18.002473915829338,0.3242283638573548,0.19112757440899067
228,228,228,228,228,228,228,228,228,228,08-16,19.872335980785373,1.392404376933757,0.10384270315264298
229,229,229,229,229,229,229,229,229,229,08-17,15.718557592236776,-0.9804799771788021,-0.06317352371994174
230,230,230,230,230,230,230,230,230,230,08-18,16.2410679086868,-0.6819911222642534,-0.25338293866679495
231,231,231,231,231,231,231,231,231,231,08-19,16.438525503501506,-0.569191643450405,-0.23220717179923034
232,232,232,232,232,232,232,232,232,232,08-20,15.675166343105257,-1.005267629898416,-0.5496904913753576
233,233,233,233,233,233,233,233,233,233,08-21,18.2248853686833,0.4512829650627427,-0.19432121286344542
234,234,234,234,234,234,234,234,234,234,08-22,16.537773090787667,-0.5124955405230069,0.153572123823156
235,235,235,235,235,235,235,235,235,235,08-23,19.451040955309765,1.1517356938926713,0.2142761171014247
236,236,236,236,236,236,236,236,236,236,08-24,19.895030616842405,1.4053688978553551,0.6760706366392033
237,237,237,237,237,237,237,237,237,237,08-25,17.076106348790127,-0.2049676837807929,0.7585489431823976
238,238,238,238,238,238,238,238,238,238,08-26,20.525445941135462,1.7654994873282557,0.949136049174853
239,239,239,239,239,239,239,239,239,239,08-27,19.09116426672425,0.9461528043219082,0.7204844437290113
240,240,240,240,240,240,240,240,240,240,08-28,18.539530826605066,0.6310270954317255,0.552535775352961
241,241,241,241,241,241,241,241,241,241,08-29,17.04948751534935,-0.22017393878237804,0.6284527578299482
242,242,242,242,242,242,242,242,242,242,08-30,18.131046928694587,0.3976768875990528,0.4921967821553533
243,243,243,243,243,243,243,243,243,243,08-31,17.873470924750677,0.2505342110811312,0.35171705892544325
244,244,244,244,244,244,244,244,244,244,09-01,19.094334156643782,0.9479636332806858,0.06540184166568125
245,245,245,245,245,245,245,245,245,245,09-02,17.615689988248707,0.10327446494244777,0.04576419447489566
246,246,246,246,246,246,246,246,246,246,09-03,15.532330008651225,-1.0868642081268465,0.06463571148389084
247,247,247,247,247,247,247,247,247,247,09-04,16.843231105857708,-0.3379998219270916,0.2644685963675771
248,248,248,248,248,248,248,248,248,248,09-05,18.329256587016708,0.5109059896530239,0.1701141799132606
249,249,249,249,249,249,249,249,249,249,09-06,19.972338112557512,1.4495315203832486,0.3159882442455869
250,250,250,250,250,250,250,250,250,250,09-07,18.10331914509604,0.38183713455478696,0.27639051786685986
251,251,251,251,251,251,251,251,251,251,09-08,19.147821635936975,0.9785188509364056,0.15457461219102733
252,252,252,252,252,252,252,252,252,252,09-09,15.116430650262648,-1.3244505663992088,-0.12510454889635592
253,253,253,253,253,253,253,253,253,253,09-10,15.563784995049698,-1.0688952559820868,-0.34465473727564927
254,254,254,254,254,254,254,254,254,254,09-11,15.391755010830586,-1.1671689768712756,-0.5035407986447528
255,255,255,255,255,255,255,255,255,255,09-12,17.66637787616137,0.1322303901074884,-0.6065349055943693
256,256,256,256,256,256,256,256,256,256,09-13,16.434521034106563,-0.571479233659834,-0.6238731068376309
257,257,257,257,257,257,257,257,257,257,09-14,18.066062986754478,0.36055420923870696,-0.5673217091153121
258,258,258,258,258,258,258,258,258,258,09-15,14.934325579286694,-1.4284797738587791,-0.41541962005271804
259,259,259,259,259,259,259,259,259,259,09-16,16.15775066377872,-0.7295868696481743,-0.2997015185850207
260,260,260,260,260,260,260,260,260,260,09-17,16.987199677900072,-0.25575644249571106,-0.07963831679915223
261,261,261,261,261,261,261,261,261,261,09-18,18.881778065911018,0.8265389989136723,0.24007794985164707
262,262,262,262,262,262,262,262,262,262,09-19,18.745869507812053,0.7488999770553768,0.45825999189634486
263,263,263,263,263,263,263,263,263,263,09-20,21.42407877015292,2.278851809143503,0.8855844995171159
264,264,264,264,264,264,264,264,264,264,09-21,17.225916021384595,-0.11938752159059213,1.0906887070829927
265,265,265,265,265,265,265,265,265,265,09-22,20.64598786314152,1.8343601760764523,1.1434031594421628
266,266,266,266,266,266,266,266,266,266,09-23,19.14143215866372,0.974868802899549,0.9560836280352731
267,267,267,267,267,267,267,267,267,267,09-24,19.43544386743446,1.1428257130686923,0.30464317322985696
268,268,268,268,268,268,268,268,268,268,09-25,16.77843147410648,-0.3750172113859605,0.10749260938101395
269,269,269,269,269,269,269,269,269,269,09-26,14.581926657917327,-1.6297909196889944,-0.2111651028483649
