,unnamed: 0,unnamed: 0,unnamed: 0.1,mth_day,nonlinear,nonlinear_norm,nonlinear_ravg
48,48,48,48,02-18,1.7656826072025775,-0.6699354514139673,-0.4832783824490172
49,49,49,49,02-19,1.6245644312798038,-1.0001864718094369,-0.39381286737498966
50,50,50,50,02-20,2.491196683653377,1.027944800314016,-0.23428511844671474
51,51,51,51,02-21,1.9715334115377081,-0.18819426012966567,-0.007544706120901319
52,52,52,52,02-22,2.1746916857740586,0.2872457526795558,0.12955366028259485
53,53,53,53,02-23,2.264687261151891,0.4978573936340938,0.4927680833779133
54,54,54,54,02-24,2.117180168645732,0.15265474700700973,0.49096613192364896
55,55,55,55,02-25,2.555786205456471,1.1791000667624736,0.44068725364792355
56,56,56,56,02-26,2.4865767778249683,1.0171330915884298,0.4479188649547495
57,57,57,57,02-27,1.842626674210136,-0.4898675297840181,0.22277765263682262
58,58,58,58,02-28,2.1932323424305573,0.3306354205205119,0.19335712184313036
59,59,59,59,02-29,1.6874623883390474,-0.8529898802734676,-0.24320800772035345
60,60,60,60,03-01,2.0417507882553734,-0.02386843775514394,-0.577154763614338
61,61,61,61,03-02,1.4365053381625918,-1.4402907106184293,-0.5150768313649419
62,62,62,62,03-03,1.6303924670424403,-0.9865474437754772,-0.7854710336928723
63,63,63,63,03-04,2.0017842366049834,-0.11739993628764166,-0.7369772853324572
64,64,64,64,03-05,1.4999862794766614,-1.291729793447071,-0.8171051987373493
65,65,65,65,03-06,1.8117923474850024,-0.5620273901109771,-0.8597827324277757
66,66,66,66,03-07,1.83631605621447,-0.5046359181844969,-0.9900541213562621
67,67,67,67,03-08,1.3270871925339045,-1.6963559127609873,-1.1944586771218362
68,68,68,68,03-09,1.2963981479605462,-1.7681757773463964,-1.0028377158118544
69,69,69,69,03-10,1.4777247252902057,-1.3438272708810857,-0.9226190213730142
70,70,70,70,03-11,1.9912707665844085,-0.14200402558718106,-0.9746254425757126
71,71,71,71,03-12,2.0174598270990183,-0.08071522347793551,-0.7146607311651737
72,72,72,72,03-13,1.702980184229435,-0.8166744454006867,-0.521231848937239
73,73,73,73,03-14,1.9935937638313688,-0.13656764429775395,-0.5662962318593241
74,74,74,74,03-15,1.7923178456153852,-0.6076024839787872,-0.6013600491277309
75,75,75,75,03-16,1.3621870925628072,-1.6142135684135963,-0.890035120737107
76,76,76,76,03-17,1.9013729320000048,-0.3523869291976218,-0.6595523385431036
77,77,77,77,03-18,1.2773446354891491,-1.812765653134192,-0.5523757997326878
78,78,78,78,03-19,2.2938999597240017,0.5662222477633335,-0.5449957774108738
79,79,79,79,03-20,2.268376702709757,0.5064915885647405,-0.1880518086897158
80,80,80,80,03-21,1.811239003595336,-0.5633223500479031,-0.16545882914927035
81,81,81,81,03-22,2.2773324576656333,0.5274502439133516,0.012363537863524213
82,82,82,82,03-23,1.9592975989564967,-0.2168290519549492,-0.06310656362916178
83,83,83,83,03-24,1.7332518064840976,-0.7458314510574247,-0.012880838286474924
84,84,84,84,03-25,2.100407087909084,0.11340163880721756,0.09312624215766109
85,85,85,85,03-26,2.397147164698412,0.8078459406208617,-0.036283297047283315
86,86,86,86,03-27,2.0830236444287498,0.07272013261691299,-0.07325859354455748
87,87,87,87,03-28,1.9455477788887443,-0.24900699131631485,-0.015826304328821983
88,88,88,88,03-29,1.8644990474246823,-0.4386808309385941,-0.17037667436188939
89,89,89,89,03-30,1.880498707647132,-0.4012377157630117,-0.6712951597872805
90,90,90,90,03-31,1.7041654724045017,-0.8139005813911868,-0.9258855038036437
91,91,91,91,04-01,1.1128749247898466,-2.197664971931485,-1.145815707040923
92,92,92,92,04-02,1.430296063230939,-1.4548219314812654,-1.349731605205409
93,93,93,93,04-03,1.3816830724480875,-1.5685882107399904,-1.4826548321750919
94,94,94,94,04-04,1.3416923734679933,-1.6621762199255097,-1.4220269234306926
95,95,95,95,04-05,1.5397055139376619,-1.1987770775811095,-1.1528501097022883
96,96,96,96,04-06,1.8596054140908609,-0.4501331289247895,-0.9308206612493827
97,97,97,97,04-07,1.8029998044992768,-0.5826040895610589,-0.7485984348434919
98,98,98,98,04-08,1.9995428875882464,-0.1226452407638326,-0.4700592559475479
99,99,99,99,04-09,1.848870756026348,-0.4752548523046459,-0.39505497334069917
100,100,100,100,04-10,2.055820810711036,0.009058853450154428,-0.40985665599950893
101,101,101,101,04-11,1.732004103087213,-0.748751381940017,-0.3873065202656387
102,102,102,102,04-12,1.8216563451390488,-0.5389432248776483,-0.42967397846916744
103,103,103,103,04-13,1.8608146270139343,-0.4473032751578375,-0.5392752357593692
104,104,104,104,04-14,1.890919724280406,-0.3768499899850052,-0.7293361170748751
105,105,105,105,04-15,1.5678712395534278,-1.1328623960458566,-0.6394354716387071
106,106,106,106,04-16,1.5685361109683738,-1.1313064344428816,-0.6203029798328216
107,107,107,107,04-17,1.962494505503656,-0.2093475093230084,-0.4952972445625227
108,108,108,108,04-18,1.870708893251164,-0.4241482740423353,-0.4550832183626056
109,109,109,109,04-19,2.181308680054657,0.30273113646395583,-0.2463173484292468
110,110,110,110,04-20,1.9940218436993984,-0.13556583278550227,-0.015505959964151753
111,111,111,111,04-21,2.103112439861873,0.1197328235542963,-0.04065554325507859
112,112,112,112,04-22,2.1602983786529912,0.25356189634768866,0.012899516349077433
113,113,113,113,04-23,1.8980151289073284,-0.36024500906856943,0.027891692051186117
114,114,114,114,04-24,2.0080152182470505,-0.10281791641739917,-0.09409423444042113
115,115,115,115,04-25,2.21974614169814,0.3926841906766079,-0.23293467036103857
116,116,116,116,04-26,1.681270081464758,-0.8674813917351457,-0.024513866198678385
117,117,117,117,04-27,1.7471484999840523,-0.7133097919694086,-0.14974733327948953
118,118,118,118,04-28,2.6946548873328977,1.5040867213218498,-0.13208661223378546
119,119,119,119,04-29,1.5769372091280152,-1.1116458115534362,-0.21370865965899047
120,120,120,120,04-30,2.0532943892812465,0.003146409856825261,-0.2900176479952512
121,121,121,121,05-01,2.010480696874973,-0.09704809387462213,-0.13133786474486936
122,122,122,122,05-02,1.4856264423753738,-1.3253353217527102,-0.5428668754360702
123,123,123,123,05-03,2.153977248757642,0.2387689075328825,-0.6414287118657988
124,124,124,124,05-04,1.6395624926113952,-0.9650873428253548,-0.8316030658233928
125,125,125,125,05-05,1.324240943919087,-1.7030168301318085,-0.7998620463493893
126,126,126,126,05-06,1.5657187644310813,-1.137899713888739,-0.5992059231844796
127,127,127,127,05-07,2.091859426873812,0.09339802296939906,-0.5888313338359907
128,128,128,128,05-08,2.000075591780442,-0.1213985827632519,-0.3828481049041941
129,129,129,129,05-09,2.1805759818616925,0.3010164436238155,0.19327917809910108
130,130,130,130,05-10,2.167669461111839,0.2708120307654251,0.5261970692042968
131,131,131,131,05-11,2.8013361155750784,1.7537468678879624,0.5635719217344316
132,132,132,132,05-12,2.419265235873864,0.8596076327424352,0.45194668489498907
133,133,133,133,05-13,2.187682374063246,0.3176471381502081,0.6337988092607981
134,134,134,134,05-14,1.7138869261248455,-0.7911500037999074,0.65540364764054
135,135,135,135,05-15,2.646814784953726,1.3921291898186705,0.5308576303610197
136,136,136,136,05-16,2.2230606973830467,0.4004410610438761,0.7135433655104081
137,137,137,137,05-17,2.4820207035127217,1.0064707642108404,0.695976965023063
138,138,138,138,05-18,2.8876412792941917,1.9557220436387648,1.1737739498222166
139,139,139,139,05-19,2.1426450253579867,0.2122487352261375,1.7057405685120612
140,140,140,140,05-20,2.9388794583298936,2.075631904995014,1.8249048819157245
141,141,141,141,05-21,4.0106893090915445,4.583928901957738,1.71456195150566
142,142,142,142,05-22,2.52857830981878,1.1154269414658562,1.4104257927456982
143,143,143,143,05-23,2.199119659692259,0.3444131817504535,1.2608887709308225
144,144,144,144,05-24,2.107886414555785,0.1309050910789939,0.9338631252982422
145,145,145,145,05-25,1.7592568064297989,-0.6849733956631159,0.21673336303413984
146,146,146,146,05-26,2.100439730821268,0.1134780311995326,0.031239957336667512
147,147,147,147,05-27,2.172087075624576,0.2811503283731234,0.02907273624347805
148,148,148,148,05-28,2.0530038629682994,0.002466507281022212,0.0795058714113386
149,149,149,149,05-29,2.193563262855828,0.33140985519131666,0.4614264138999622
150,150,150,150,05-30,2.2371886410700164,0.4335039020861571,0.788986243314744
151,151,151,151,05-31,2.7384379802936936,1.6065498592686256,0.9536477662273461
152,152,152,152,06-01,2.940249017294978,2.0788370076882234,0.9993121877384937
153,153,153,153,06-02,2.5942520166491376,1.2691194658487366,0.8662610972881358
154,154,154,154,06-03,2.170079895505704,0.2764530363479078,0.8609593223902182
155,155,155,155,06-04,1.8524422483062284,-0.466896687510831,0.6795697082236544
156,156,156,156,06-05,2.2235957661377657,0.4016932526986508,0.3986260016391161
157,157,157,157,06-06,2.2733849769412338,0.5182121742692423,0.19066075892494136
158,158,158,158,06-07,2.219955768310299,0.3931747681809937,0.014019728998968093
159,159,159,159,06-08,2.0610634922590907,0.02132800956368805,-0.10694611379712572
160,160,160,160,06-09,1.7172014776327138,-0.7833931432079317,-0.14453351282419602
161,161,161,161,06-10,1.5423058121388995,-1.1926917442873939,-0.08557192115826678
162,162,162,162,06-11,2.1272278848449866,0.1761688585362291,-0.0807090840433153
163,163,163,163,06-12,2.4245527569305705,0.8719817242648177,-0.15256059533503827
164,164,164,164,06-13,2.232423279283917,0.4223517908707026,-0.23100038153529587
165,165,165,165,06-14,1.8768480878923044,-0.4097810581866497,-0.06903979733390542
166,166,166,166,06-15,1.5160948248490682,-1.2540318604094776,0.024566147665125215
167,167,167,167,06-16,1.9575459925298868,-0.22092823907905115,6.0559614663076765e-05
168,168,168,168,06-17,2.3672180631882225,0.7378045285304129,0.047081079060851704
169,169,169,169,06-18,2.3617244777363684,0.7249481959620449,0.3042589830970243
170,170,170,170,06-19,2.352976122885883,0.7044749075478344,0.6926491459383673
171,171,171,171,06-20,2.536209745490224,1.133286366030386,1.001179382068891
172,172,172,172,06-21,2.511863036451626,1.0763091166385803,0.9139019793942347
173,173,173,173,06-22,2.748566545701073,1.6302531777040905,0.6704689247357342
174,174,174,174,06-23,2.143453221826469,0.21414011248247536,0.8296363417806177
175,175,175,175,06-24,1.7376023431568055,-0.7356501319889585,0.6753297267866577
176,176,176,176,06-25,2.7610550841466157,1.6594794098171357,0.7833727539421232
177,177,177,177,06-26,2.1405930776351547,0.20744667606662656,0.4333760399615911
178,178,178,178,06-27,2.7888675082942176,1.7245672795713722,0.5930505433988379
179,179,179,179,06-28,1.8512327939975453,-0.4697271061791024,0.9692461155295873
180,180,180,180,06-29,2.5528322688215,1.1721871331059561,0.7830550463298348
181,181,181,181,06-30,2.7021056388452256,1.5215233007955382,0.8813367186647977
182,182,182,182,07-01,2.283691943337248,0.5423329946186208,0.5787684938660431
183,183,183,183,07-02,2.3925710483910017,0.7971367100764036,0.5502924585711876
184,184,184,184,07-03,2.0131325671940425,-0.09084206922115537,0.4090421110275037
185,185,185,185,07-04,1.7782249440261424,-0.6405833179482353,0.14455084566788823
186,186,186,186,07-05,2.1906897136835357,0.3246850478438525,-0.047970963463765205
187,187,187,187,07-06,2.0239937310541185,-0.0654242913621544,-0.20118844052394122
188,188,188,188,07-07,1.7900978312437656,-0.6127978601712998,0.09811547217921217
189,189,189,189,07-08,1.9997467502617208,-0.12216815228465235,0.7194491184480243
190,190,190,190,07-09,2.780498351377961,1.704981406997765,0.7824866079011786
191,191,191,191,07-10,3.371221762553525,3.0874185596646377,1.0129506992213042
192,192,192,192,07-11,2.352307422220413,0.7029099845627778,1.1659146032223437
193,193,193,193,07-12,2.614865586235981,1.3173602565585991,1.0298742157700311
194,194,194,194,07-13,2.182272009942216,0.3049855638349382,0.716903658752873
195,195,195,195,07-14,1.6509616720607432,-0.9384104769985286,0.2214685756414164
196,196,196,196,07-15,1.9780935490386728,-0.17284193510518456,0.32014246001459107
197,197,197,197,07-16,2.1010080602652206,0.11480806099589848,0.33086956679963136
198,198,198,198,07-17,2.6052909598448997,1.294953290801826,0.45723050436173424
199,199,199,199,07-18,2.6423681158079586,1.381722897268841,0.6500987825848394
200,200,200,200,07-19,2.5062405777662087,1.0631511892075554,0.53147173083422
201,201,201,201,07-20,2.1454440736645632,0.21879919234010253,0.8563857231213258
202,202,202,202,07-21,1.6739533867203689,-0.8846042456089017,1.0076199288290153
203,203,203,203,07-22,2.934033857462212,2.064292014718533,0.971851264859902
204,204,204,204,07-23,2.9930304778825825,2.2023585250479627,0.814762972535334
205,205,205,205,07-24,2.550663170730638,1.1671109134541613,0.6974645385408974
206,206,206,206,07-25,2.1034921487962563,0.12062143526014768,0.9015868148738487
207,207,207,207,07-26,1.844710267772228,-0.4849914116265171,0.2938382691915932
208,208,208,208,07-27,2.1972891802052748,0.3401294123888061,-0.13776429951466626
209,209,209,209,07-28,1.3758669924448568,-1.582199259375,-0.31407430414083526
210,210,210,210,07-29,1.8864727967621544,-0.3872568871895941,-0.6134962442973602
211,211,211,211,07-30,2.098633447037671,0.1092508856971472,-0.6683294537249601
212,212,212,212,07-31,1.3358237617212034,-1.6759102056790016,-0.5397039731654264
213,213,213,213,08-01,1.7041269777921106,-0.8139906681921162,-0.25565106891320516
214,214,214,214,08-02,2.5270636621496267,1.111882295746008,-0.19652515247649846
215,215,215,215,08-03,2.1041317105790576,0.12211816613832766,-0.02432721199949786
216,216,216,216,08-04,2.0380618783156748,-0.03250138856935373,0.4452595621032647
217,217,217,217,08-05,2.540120517606118,1.1424385285591507,0.6090351436722575
218,218,218,218,08-06,2.5397666701092727,1.141610438937574,0.4930219016783619
219,219,219,219,08-07,2.1240205115779904,0.16866282122184062,0.42687958042598684
220,220,220,220,08-08,2.2296248762201616,0.41580284378263344,0.4875218388072951
221,221,221,221,08-09,1.9345537262581105,-0.274735761375923,0.3359427763072393
222,222,222,222,08-10,2.193538610100365,0.33135216171849563,-0.07739109080925759
223,223,223,223,08-11,2.1514968437265845,0.23296415355881586,-0.18480862371604653
224,224,224,224,08-12,1.480046921693566,-1.338392763761407,-0.006983250393958511
225,225,225,225,08-13,1.8486197036511265,-0.4758423762188929,0.14377013547183468
226,226,226,226,08-14,2.6855397548954665,1.4827550837151615,0.31936763953258895
227,227,227,227,08-15,2.3210605016573966,0.629784553818836,0.06580375956019002
228,228,228,228,08-16,2.6437416000557983,1.3849371860830213,0.08944073516048083
229,229,229,229,08-17,1.5014009467554152,-1.2884191262755778,0.23842361019413874
230,230,230,230,08-18,1.5406482220689561,-1.1965709101596622,0.05412314887944569
231,231,231,231,08-19,2.230587181782839,0.4180548739830545,-0.02979476544980476
232,232,232,232,08-20,2.21302382035614,0.3769523158270031,-0.2956526129176802
233,233,233,233,08-21,2.1059088333923337,0.1262770678433333,-0.06862284378584153
234,234,234,234,08-22,1.9621260015120856,-0.21020989872423126,0.13811885656682257
235,235,235,235,08-23,2.0834677672307356,0.07375948851545418,0.17457134220971546
236,236,236,236,08-24,2.070699785985472,0.04387929195632238,0.4927902108982802
237,237,237,237,08-25,2.32404533265758,0.6367697878404117,0.7615449474765411
238,238,238,238,08-26,3.0288844267475623,2.2862655279583914,0.6736677735318941
239,239,239,239,08-27,2.7949515770201456,1.7388054873128995,0.8701759294819952
240,240,240,240,08-28,1.7368234457022624,-0.7374729423921135,1.0630666732475713
241,241,241,241,08-29,2.5872822139825256,1.2528084242160604,1.2315008876577436
242,242,242,242,08-30,2.5652397855286564,1.2012237545497797,1.0285987984228235
243,243,243,243,08-31,2.7558828313957053,1.6473750743014446,0.8027234200507064
244,244,244,244,09-01,2.5086769913949496,1.068852992548873,0.7936807718256126
245,245,245,245,09-02,2.2158444237359007,0.3835532170801965,0.709141672830654
246,246,246,246,09-03,1.7136395895886594,-0.7917288317426754,0.5051806922442522
247,247,247,247,09-04,2.3705379308604795,0.7455738302463082,0.26061706323451805
248,248,248,248,09-05,2.0423175276902397,-0.022542128968630733,0.1193140287922864
249,249,249,249,09-06,2.128862090961721,0.1799933002430396,0.7842675144738281
250,250,250,250,09-07,2.146399355753509,0.2210347858954831,0.8412872792674805
251,251,251,251,09-08,3.920675304085668,4.373274131169446,0.6700920166912393
252,252,252,252,09-09,1.8598288462866144,-0.4496102429807617,0.7205740031210287
253,253,253,253,09-10,1.9316215607772056,-0.28159774521113834,0.6503400985059286
254,254,254,254,09-11,2.171745000769342,0.28034978961010515,0.6268284280007329
255,255,255,255,09-12,1.9487939628690645,-0.24141012744756105,-0.11405767229213788
256,256,256,256,09-13,2.086119316940294,0.07996476286430962,0.014181546536795264
257,257,257,257,09-14,2.021165744696554,-0.07204247058777886,0.18073134800505597
258,258,258,258,09-15,2.188613016967991,0.3198250699928372,-0.07573063430649468
259,259,259,259,09-16,2.358627736056054,0.7177010635984259,0.09329419282635583
260,260,260,260,09-17,1.5142188481959546,-1.2584221042591988,0.32705108276715095
261,261,261,261,09-18,2.382145695053034,0.772738835349542,0.6309224698436784
262,262,262,262,09-19,2.68543336378243,1.4825061025090802,0.5279250631785587
263,263,263,263,09-20,2.800241778581553,1.7511858518713863,0.6193497023065261
264,264,264,264,09-21,1.9245446824758945,-0.2981593699978812,0.7497447862367906
265,265,265,265,09-22,2.593025406519336,1.266248898366231,1.020486307882307
266,266,266,266,09-23,1.8485303008267613,-0.4760516006776118,0.8563513515173334
267,267,267,267,09-24,3.0762822273566104,2.39718796522264,0.5853463583999386
268,268,268,268,09-25,2.2646184523919506,0.4976963643192384,0.6633207972758518
269,269,269,269,09-26,2.105429748952192,0.1251558931670178,0.4900237470783561
270,270,270,270,09-27,2.124458261599933,0.16968726325759784,0.4058094611370531
271,271,271,271,09-28,2.1487204002114098,0.2264665971812567,0.0885906059093619
272,272,272,272,09-29,1.6326187847119369,-0.9813373163254298,0.02554813827524043
273,273,273,273,09-30,2.262985490266685,0.493874833856493,-0.006721090856370559
274,274,274,274,10-01,2.1029879806215184,0.11944155851450965,-0.2143044072875058
275,275,275,275,10-02,2.022696776656744,-0.06845948162264813,-0.40134285689303456
276,276,276,276,10-03,1.592248933101574,-1.0758126353292137,-0.17673054524029017
277,277,277,277,10-04,1.6691847160373132,-0.8957641004519158,-0.25152521330331284
278,278,278,278,10-05,2.2084876435989105,0.3663365535910367,-0.09726862804218579
279,279,279,279,10-06,2.0712243181770944,0.045106825478356656,-0.06714292132024334
280,280,280,280,10-07,2.4984763805070145,1.044981070081272,0.136164550342518
281,281,281,281,10-08,2.09993411162505,0.11229475870900664,-0.05000462411707753
282,282,282,282,10-09,2.1134957020259586,0.1440321946473544,0.029711314682734136
283,283,283,283,10-10,1.1918777097244777,-2.012779147209489,0.019805078415221014
284,284,284,284,10-11,2.4128661408146943,0.8446321863899067,0.0665690539974459
285,285,285,285,10-12,2.0458263649960724,-0.014330592126722082,-0.2193579976760809
286,286,286,286,10-13,2.6183714880253786,1.3255649235746214,-0.5940544779242614
287,287,287,287,10-14,1.3668643891304388,-1.6032675513321544,-0.33228761363833215
288,288,288,288,10-15,1.152835830259538,-2.104146686841728,-0.5095645695044175
289,289,289,289,10-16,1.8630047032608417,-0.4421779614939134,-0.5682188697940201
290,290,290,290,10-17,1.958357313892555,-0.21902954880660586,-0.9995843535281471
291,291,291,291,10-18,1.8954464293280424,-0.3662563938643375,-0.6990758340445055
292,292,292,292,10-19,1.5124216536046993,-1.2626279788301409,-0.1968582074915132
293,293,293,293,10-20,2.137318586086494,0.19978356556969584,-0.28472306457063573
294,294,294,294,10-21,2.44043885338822,0.9091590724762252,-0.12311761277264738
295,295,295,295,10-22,1.6377337258593545,-0.9693671039686484,-0.19436137349841384
296,296,296,296,10-23,2.3726869934726285,0.7506031619813242,0.05935555076184912
297,297,297,297,10-24,1.7127891970059226,-0.7937189582189363,0.005205152698213718
298,298,298,298,10-25,2.1629099308455118,0.2596735667314368,0.1271528562182324
299,299,299,299,10-26,1.9984859116363445,-0.12511882281211656,0.6783977562666269
300,300,300,300,10-27,2.7530926182385227,1.6408452935963374,0.6138778580083004
301,301,301,301,10-28,3.051034578436433,2.3381022963217184,0.761309214200587
302,302,302,302,10-29,2.2072686336679865,0.3634837724313653,0.9832142805629339
303,303,303,303,10-30,2.0907788371547222,0.09086917893478323,0.960828840476784
304,304,304,304,10-31,2.7318378600717867,1.5911039649055188,0.7800142859097975
305,305,305,305,11-01,1.9410933415530809,-0.25943146332901634,0.37847799549940575
306,306,306,306,11-02,2.2895139726938067,0.5559579661944184,0.3192546009594345
307,307,307,307,11-03,2.0215618676180243,-0.07111544614063141,0.4158191006877461
308,308,308,308,11-04,2.0554296343620484,0.008143405191537665,0.1859301113932514
309,309,309,309,11-05,2.3383542610411303,0.6702561773046529,0.2386410354072599
310,310,310,310,11-06,2.14244047147106,0.21177002913855067,0.10495562405820186
311,311,311,311,11-07,2.0762354423554354,0.05683408075503476,0.0827561487652222
312,312,312,312,11-08,1.9467666641560701,-0.2461545018999297,0.1900673537763414
313,313,313,313,11-09,1.9646460805412127,-0.20431229789850933,-0.06622541334449772
314,314,314,314,11-10,2.3305578351308425,0.6520106352582529,-0.03982041479010474
315,315,315,315,11-11,1.6812619482606928,-0.8675004254203817,0.15359603780108605
316,316,316,316,11-12,2.210138525395811,0.3702000204649086,0.12682305284440004
317,317,317,317,11-13,2.5721232724751624,1.2173327963021794,0.09165603798578854
318,318,318,318,11-14,1.8781251538908577,-0.4067924116400458,-0.018805077129676457
319,319,319,319,11-15,1.8744836643847949,-0.4153143870501783,-0.035398321696082556
320,320,320,320,11-16,2.047353785251023,-0.010756055434537115,-0.21005740717398724
321,321,321,321,11-17,1.638719610561672,-0.9670598928188184,-0.35799193289820846
322,322,322,322,11-18,1.7623414856507091,-0.6777544924025196,-0.24986376658740403
323,323,323,323,11-19,2.1928435887751,0.3297256419568518,0.11040241645248743
324,324,324,324,11-20,2.1553479084619025,0.2419765862247808,0.18385502736885093
325,325,325,325,11-21,2.7981466381379643,1.7462827111891703,0.6854280884723191
326,326,326,326,11-22,2.235674144537785,0.4299596100636437,0.7183723653307236
327,327,327,327,11-23,2.9246700743664054,2.04237847380199,0.6149691203243148
328,328,328,328,11-24,1.846805168793049,-0.4800888312520923,0.7563788519201134
329,329,329,329,11-25,1.9277347518244736,-0.2906938280816003,0.6631334839967856
330,330,330,330,11-26,2.5178990979776557,1.0904349757995726,0.7129079485728423
331,331,331,331,11-27,2.5590809198459072,1.1868105036492036,0.36059614509218435
332,332,332,332,11-28,2.3632876484735723,0.7286063975199829,0.3373700571899336
333,333,333,333,11-29,2.021400815660394,-0.07149234708195791,0.3932956558029231
334,334,334,334,11-30,1.7872573165926944,-0.6194453586655967,0.033275382877626804
335,335,335,335,12-01,2.0711187472023584,0.04485976359633677,0.1835035474907789
336,336,336,336,12-02,1.5948665971315088,-1.0696866617522052,0.01694434514066362
337,337,337,337,12-03,2.944241114725203,2.088179491328116,0.02418500273973299
338,338,338,338,12-04,1.936257370886768,-0.2707488165807088,-0.010573501124317727
339,339,339,339,12-05,2.0399646655156682,-0.028048401487541674,-0.14891855010011798
340,340,340,340,12-06,1.6981422551362455,-0.827996381849901,0.15068281771451758
341,341,341,341,12-07,1.7164248976081926,-0.7852105302584647,-0.4367235849514681
342,342,342,342,12-08,2.362995007078722,0.7279215451356081,-0.3305094113471106
343,343,343,343,12-09,1.4382281436769635,-1.436258924667798,-0.3474966037006486
344,344,344,344,12-10,2.208572964369138,0.3665362250454365,-0.16817330520727303
345,345,345,345,12-11,1.9964123107745384,-0.1299715556087697,-0.24377412209998972
346,346,346,346,12-12,2.1578975664785767,0.24794340911035245,-0.2743689351021597
347,347,347,347,12-13,1.5225968931030809,-1.2388154316147646,0.19324868522885366
348,348,348,348,12-14,2.2845549611089413,0.5443526671225883,0.04567523520254304
349,349,349,349,12-15,2.6371224671180804,1.3694467973182822,-0.017756454953405113
350,350,350,350,12-16,1.8302190191052168,-0.5189044751124273,-0.2006910354032216
351,351,351,351,12-17,1.8337839367615791,-0.5105616965444586,0.060324463163226906
