,unnamed: 0,unnamed: 0,mth_day,alternate reality,alternate reality_norm,alternate reality_ravg
45,45,45,02-15,1.6979756037226197,-1.99331982254956,-1.0605144079489968
46,46,46,02-16,2.1572941931916527,-0.9675321691518979,-1.0392450614880202
47,47,47,02-17,1.8396804896521195,-1.6768529393331897,-1.2705043479772764
48,48,48,02-18,2.2186584664909206,-0.8304884801889183,-1.1716283390538653
49,49,49,02-19,1.6823889729110917,-2.0281291549195286,-0.8462436830929873
50,50,50,02-20,2.7994366091660545,0.46655253181990103,-0.47713689008383353
51,51,51,02-21,2.5721636720764427,-0.04101188678429103,-0.4301162587970398
52,52,52,02-22,3.1489474518374503,1.2471085889030238,-0.15756990507778668
53,53,53,02-23,1.9660075124061407,-1.3947291516124274,0.20585499777777447
54,54,54,02-24,2.9508895847381127,0.8047896421266005,0.26667707863780316
55,55,55,02-25,2.658777096932456,0.15242026221383834,0.06722277357513262
56,56,56,02-26,2.9628430157259302,0.8314850169800734,-0.3958609013363102
57,57,57,02-27,2.036303819826514,-1.237737717160314,-0.08233127759992909
58,58,58,02-28,1.9048131147047955,-1.5313934605656332,-0.22104449854954944
59,59,59,02-29,2.808345499538398,0.4864485908058594,-0.32945262235754663
60,60,60,03-01,2.578218530785079,-0.02748968357112172,-0.7297229375266779
61,61,61,03-02,2.3675246158782497,-0.4980284806341445,-0.6966374539280945
62,62,62,03-03,1.8874649140641548,-1.5701368740347152,-0.5751796781247175
63,63,63,03-04,2.1251922614532,-1.0392248155688133,-0.5996924734735551
64,64,64,03-05,2.2311251778921632,-0.8026468057453712,-0.7180271107617747
65,65,65,03-06,2.74248869644892,0.33937181871283323,-0.81831405471046
66,66,66,03-07,2.2602971841719293,-0.7374975073004395,-0.6098208667870479
67,67,67,03-08,2.098090737526745,-1.0997501443262558,-0.6054831970079911
68,68,68,03-09,2.4476088971215857,-0.3191777464942432,-0.5584280799003354
69,69,69,03-10,2.13684597374677,-1.0131987968944725,-0.5127849984849187
70,70,70,03-11,2.3575448512754407,-0.520316103099437,-0.709798545839243
71,71,71,03-12,2.8651147528572367,0.6132303072053339,-0.668483961187671
72,72,72,03-13,1.730994743979671,-1.9195787914263849,-0.7152578676965632
73,73,73,03-14,2.2090877261362536,-0.8518626364168235,-0.7293926776011784
74,74,74,03-15,2.321944732474293,-0.5998211855475963,-0.3206269874428465
75,75,75,03-16,2.0988709741864047,-1.0980076563221632,-0.574274297367365
76,76,76,03-17,3.4557468793753565,1.9322780378505544,-0.23556325857915575
77,77,77,03-18,2.183658366257624,-0.9086535523417778,-0.19233762084303363
78,78,78,03-19,2.6409858677282414,0.11268744130287092,0.02844152156013687
79,79,79,03-20,2.325219006648897,-0.5925088100000906,0.17418563510716134
80,80,80,03-21,2.91509652526641,0.7248536688714267,0.1409371851500929
81,81,81,03-22,2.4904314327438977,-0.22354297504001652,0.5068394112520819
82,82,82,03-23,3.3664206074960115,1.7327873381081436,0.6006118024864097
83,83,83,03-24,3.1667021403958846,1.286759804270156,0.8099598005251708
84,84,84,03-25,2.8929175555208952,0.6753217887088381,0.5649865495557366
85,85,85,03-26,2.8876595479178384,0.6635791782324764,0.33107850246290943
86,86,86,03-27,2.256944122747853,-0.7449858369451791,-0.17394521072540856
87,87,87,03-28,1.86200713517936,-1.6269912575969796,-0.5521663219029048
88,88,88,03-29,2.0096089194917317,-1.2973549410217642,-0.6337778038357046
89,89,89,03-30,2.1505620842076016,-0.9825668627948216,-0.49979357648148004
90,90,90,03-31,2.6736577273779694,0.1856528971120391,-0.24063552806712654
91,91,91,04-01,3.2476255474047706,1.4674845423578238,0.045012271665539706
92,92,92,04-02,2.9532058228353004,0.8099624535409417,0.1967230197555836
93,93,93,04-03,2.629436986904889,0.08689554079901786,0.3243548398041691
94,94,94,04-04,2.4171995153964585,-0.3870904524815009,0.3913631092759527
95,95,95,04-05,2.4934615178003483,-0.21677594250330848,0.11370735371541874
96,96,96,04-06,2.8536841317586163,0.5877025139427403,-0.14570861971636254
97,97,97,04-07,2.5016673586143083,-0.1984499910053801,-0.16967936241221873
98,98,98,04-08,2.2562511737453885,-0.7465333870497459,-0.16978945742671006
99,99,99,04-09,2.565036478551427,-0.05692891537611931,-0.2185322866993941
100,100,100,04-10,2.4169037308648567,-0.3877510225684488,-0.5456377967013756
101,101,101,04-11,2.362507586853122,-0.5092329181394126,-0.7455758606915869
102,102,102,04-12,1.9748727658935188,-1.3749305460691486,-0.7587974143064814
103,103,103,04-13,1.9645078252802568,-1.3980783749466483,-0.6014065491165844
104,104,104,04-14,2.2207297556222465,-0.8258627087391126,-0.5468511431497386
105,105,105,04-15,2.9878874455418183,0.8874162757632622,-0.48456186514944594
106,106,106,04-16,2.563473902772871,-0.0604185867673733,-0.15764071742683905
107,107,107,04-17,2.5298558087704364,-0.13549725013765734,0.17127452439345614
108,108,108,04-18,2.8531888185902443,0.5865963402664928,0.4778288684835821
109,109,109,04-19,2.8481812703292007,0.5754130759751227,0.21214128510820432
110,110,110,04-20,3.044327749554207,1.0134633558016433,0.20131994450338453
111,111,111,04-21,2.2740833031472167,-0.7067092244890045,0.08758687602007527
112,112,112,04-22,2.534400968118375,-0.12534663039629204,0.05445565974111283
113,113,113,04-23,2.22429717340156,-0.8178956610375129,-0.0721310554957917
114,114,114,04-24,2.764177510187917,0.3878090425927181,-0.09322943030983367
115,115,115,04-25,2.5080896463237035,-0.1841072154463045,-0.04646041792125131
116,116,116,04-26,2.9876442299529944,0.8868731069173914,-0.09500654898178591
117,117,117,04-27,2.3997343191057157,-0.4260951501575103,0.05429903734795264
118,118,118,04-28,2.403975492422426,-0.4166234167594996,0.06432328860603446
119,119,119,04-29,2.62542599037848,0.07793785694091848,-0.039796602794690474
120,120,120,04-30,2.7911089609599826,0.447954550141209,-0.12126377995107814
121,121,121,05-01,2.228358057653606,-0.8088265638506541,0.16571967877227686
122,122,122,05-02,2.768772095302785,0.39807004397906537,0.0489865033660714
123,123,123,05-03,3.1707525918943147,1.2958056021826196,0.09510002214363332
124,124,124,05-04,2.0903566808044984,-1.1170224691967323,-0.23728638541877034
125,125,125,05-05,2.7493159377581797,0.35461896960629,-0.29485616246786733
126,126,126,05-06,1.8981097790656158,-1.5463638952332128,-0.4964337726869534
127,127,127,05-07,2.0736893869829114,-1.1542452261452358,-0.6745026947045578
128,128,128,05-08,2.227207708437568,-0.8113956173354507,-0.2943759066273329
129,129,129,05-09,2.6923473440723846,0.22739207007699264,-0.37361935763668486
130,130,130,05-10,3.1116165850783064,1.1637382592666172,-0.17838526182956316
131,131,131,05-11,2.5364181317353736,-0.12084173644982225,0.10637435995421879
132,132,132,05-12,2.4226314919485774,-0.3749593203904825,0.23393775732752306
133,133,133,05-13,2.8387330334855894,0.5543125045574558,0.07760285707409963
134,134,134,05-14,2.5699233156413315,-0.046015233095625184,-0.4522422203359436
135,135,135,05-15,2.272333363802647,-0.7106173314435479,-0.10322563103973414
136,136,136,05-16,1.6881190836977944,-2.0153322051936424,0.31897763473429963
137,137,137,05-17,3.4740964531648166,1.9732577993274345,0.2940139973440529
138,138,138,05-18,3.5569353092867075,2.15826027425372,0.3694150942280336
139,139,139,05-19,2.7716649847946613,0.4045306802159753,0.37383017339143
140,140,140,05-20,2.772498139097947,0.4063913482082586,0.5330640883464374
141,141,141,05-21,2.2841950464443226,-0.6841268564631692,0.4582330292822922
142,142,142,05-22,2.115921642856181,-1.0599287154635983,0.5074050980171039
143,143,143,05-23,3.2730531102235902,1.524271444942564,0.6250666158101567
144,144,144,05-24,3.6890424477051056,2.4532926866625906,0.6957945818428617
145,145,145,05-25,3.0877779086058403,1.110499786974292,1.0829663534590424
146,146,146,05-26,2.9625179905938306,0.8307591444044888,1.146307451758721
147,147,147,05-27,3.324382212464132,1.6389037732339151,0.9733300613928858
148,148,148,05-28,2.2860957163892093,-0.679882125665527,0.837871955527944
149,149,149,05-29,2.8083269223637197,0.4864071027475538,0.931170720200842
150,150,150,05-30,3.3251166824926903,1.64054405147294,0.7226275142784798
151,151,151,05-31,3.3384371372297155,1.6702923750116807,0.42710712186489097
152,152,152,06-01,2.402239627696772,-0.4205000911296847,0.521397220369662
153,153,153,06-02,2.5304283603984707,-0.13421858124761787,0.4806167872240233
154,154,154,06-03,2.539418291891012,-0.11414153463690108,0.30487309953630093
155,155,155,06-04,2.6987650010342006,0.2417245038737217,0.09130073911889713
156,156,156,06-05,2.8529584781931634,0.5860819253466057,0.08379236575188646
157,157,157,06-06,2.764647298690112,0.38885821250725777,0.07265886924374987
158,158,158,06-07,2.382067409093521,-0.4655503313317488,0.5203762553317469
159,159,159,06-08,2.50051677843487,-0.2010195602964374,0.8420367820014719
160,160,160,06-09,3.742269101671503,2.572162781891081,1.2739139920802027
161,161,161,06-10,3.5629477131682625,2.1716876638920724,1.3434203407922405
162,162,162,06-11,4.0132526012514935,3.1773451858189903,1.66540435832833
163,163,163,06-12,2.9513851168563408,0.8058963047794836,2.0688222075534872
164,164,164,06-13,3.247119221384634,1.4663537738847896,1.7135768563967921
165,165,165,06-14,3.5843511384545867,2.2194875350545065,1.5746538889606339
166,166,166,06-15,2.7878564038684286,0.44069067495091024,1.494323138522357
167,167,167,06-16,3.189713148082938,1.3381498592751226,1.507030503161974
168,168,168,06-17,3.797433624331164,2.695360683189328,1.4032058322928753
169,169,169,06-18,2.985525099626487,0.8821404926171851,1.0214509439025676
170,170,170,06-19,2.9681807809517164,0.8434057486701961,1.148121051328788
171,171,171,06-20,2.5587171315864907,-0.0710417952873388,1.1687017647995865
172,172,172,06-21,3.128172071803344,1.2007113195082326,0.6926259975283412
173,173,173,06-22,3.24500590336438,1.4616341400999149,0.5555823318801573
174,174,174,06-23,2.5183943464896403,-0.16109392043814433,0.4177843392336665
175,175,175,06-24,2.617339522469102,0.05987849872808145,0.37920030647386915
176,176,176,06-25,2.5979686065056242,0.016617792791251744,0.2855949652390421
177,177,177,06-26,2.455056124683808,-0.3025459918461231,0.15477681199522145
178,178,178,06-27,2.876689185494432,0.6390792720992705,0.48173737624694496
179,179,179,06-28,2.8935459724954216,0.6767252206369911,0.7004286752217931
180,180,180,06-29,3.3968162968026743,1.8006694650721964,0.6630223260772482
181,181,181,06-30,3.2048820531765014,1.3720262925771698,0.7331594452899731
182,182,182,07-01,2.4974715993364542,-0.20782030207601693,0.7430841667508532
183,183,183,07-02,2.6434885895872715,0.11827672343022667,0.620681025599812
184,184,184,07-03,2.903353236561056,0.6986276008645508,0.251916489755237
185,185,185,07-04,2.564694062723333,-0.0576936262692562,0.030481424945355107
186,186,186,07-05,2.4060825564073607,-0.4119177499952532,-0.17016866914594816
187,187,187,07-06,2.609968039790362,0.04341590371787858,-0.11360872168357421
188,188,188,07-07,1.958399104812377,-1.4117208666238366,-0.28650731017348985
189,189,189,07-08,2.7954442221364326,0.4576364082044704,-0.4715367642097441
190,190,190,07-09,2.438838760158472,-0.3387639300749433,-0.3778687380351861
191,191,191,07-10,2.06758844311488,-1.1678703504867818,-0.4373242268725179
192,192,192,07-11,2.657733853934732,0.1500904070520949,-0.024272291125232177
193,193,193,07-12,2.450233159894893,-0.3133170293061117,0.06584418507655797
194,194,194,07-13,3.068116687451373,1.0665907478598775,0.05908912195773456
195,195,195,07-14,3.0375538201599115,0.9983352654152112,0.35153124537594566
196,196,196,07-15,2.4206904072128976,-0.3792943087878837,0.7173695663861651
197,197,197,07-16,2.8532721263890966,0.5867823900224851,0.8027360961122413
198,198,198,07-17,3.640605938757875,2.345120333113411,0.6519454893533783
199,199,199,07-18,2.679581410822498,0.19888214905034607,0.5535591655579751
200,200,200,07-19,2.6629981705404817,0.16184710730669924,0.6179956925731104
201,201,201,07-20,2.773226204288934,0.4080173226427928,0.6753865470184938
202,202,202,07-21,2.59380749202578,0.007324853302927124,0.25629564920647413
203,203,203,07-22,3.0074600982854016,0.9311275166947852,0.09266258686949962
204,204,204,07-23,2.5146639015064083,-0.16942505375870662,-0.0999607822224612
205,205,205,07-24,2.2399599718189966,-0.7829162249715012,-0.2243764862988895
206,206,206,07-25,2.145490513490567,-0.9938931072450656,-0.19849997713398793
207,207,207,07-26,2.4389672832643035,-0.33847690181577705,-0.5785154106982432
208,208,208,07-27,2.66332808910435,0.16258390829233665,-0.5605648806678312
209,209,209,07-28,1.9864993623491665,-1.3489650846907464,-0.45885925251180026
210,210,210,07-29,2.562890327939681,-0.06172187357623425,-0.2635311480674411
211,211,211,07-30,2.5132053292433576,-0.17268245603531554,-0.2534371133042912
212,212,212,07-31,2.6702647927668406,0.17807551942108962,-0.3748243416133909
213,213,213,08-01,2.4660862164710227,-0.2779126932368776,-0.2703406305527844
214,214,214,08-02,2.3372055609077083,-0.5657394615622615,-0.22567685919394206
215,215,215,08-03,2.2672083997092205,-0.7220628183271078,-0.16736232578790802
216,216,216,08-04,2.6828853409014406,0.2062607545768201,-0.25504613136477877
217,217,217,08-05,2.669874884433768,0.1772047444008887,-0.2801357444524237
218,218,218,08-06,2.4346908798028166,-0.3480273140401347,-0.30753146623720107
219,219,219,08-07,2.3986797177347388,-0.4284503717627471,-0.13939980966763355
220,220,220,08-08,2.263603402141276,-0.730113792270926,-0.00486363811794482
221,221,221,08-09,2.7189158954165484,0.2867271210902972,-0.20123265909122587
222,222,222,08-10,3.0443342100358275,1.0134777838749525,-0.030469488306171178
223,223,223,08-11,2.14230404793494,-1.0010093814387977,0.23038279798594186
224,224,224,08-12,2.893468279658172,0.6765517106701934,0.3267995740677254
225,225,225,08-13,3.0994932075595267,1.1366633459899311,0.5441931326866153
226,226,226,08-14,2.522639572703576,-0.15161313578022473,0.26752615301281907
227,227,227,08-15,3.302971878389698,1.5910884728036367,0.4984164289124528
228,228,228,08-16,2.3010324958720174,-0.6465240941678249,0.2010965170737926
229,229,229,08-17,2.7626207118978834,0.3843322739590046,-0.06347842454266368
230,230,230,08-18,2.0946797853272736,-1.1073677603617675,-0.1529768571158237
231,231,231,08-19,2.38867832151793,-0.4507863037088066,-0.48187657966261543
232,232,232,08-20,2.282190429025355,-0.6886037312191848,-0.27568504269431854
233,233,233,08-21,2.419340127881286,-0.3823098624771136,-0.3187428762826643
234,234,234,08-22,2.854992795201232,0.5906251276419564,-0.06703945089674242
235,235,235,08-23,2.6469402589861084,0.12598527242893018,0.020467999778178137
236,236,236,08-24,2.7709136740654543,0.4028527919537638,-0.08728555809647671
237,237,237,08-25,2.623778434171287,0.07425840034071675,0.12326029851034613
238,238,238,08-26,1.9926965242235808,-1.335125078467114,0.02953363773006081
239,239,239,08-27,2.984998871510393,0.8809652771638234,-0.014781461463569198
240,240,240,08-28,2.603183968202877,0.02826516296024448,0.17396916225477788
241,241,241,08-29,2.5278819990058183,-0.13990532273284986,0.08198104018007286
242,242,242,08-30,3.278016698520178,1.5353565342638462,0.36882078098881593
243,243,243,08-31,2.3766404168283595,-0.4776703321075133,0.3113630255637437
244,244,244,09-01,2.763328680199784,0.3859133663853445,0.3370746155534847
245,245,245,09-02,2.8306311614576183,0.5362187446133898,0.37196584805791266
246,246,246,09-03,2.672261488533583,0.1825347028986909,0.5842136623337277
247,247,247,09-04,2.6216218192055685,0.06944207229371782,0.8181799923649248
248,248,248,09-05,3.848247972106736,2.808843419918736,0.7449281462684372
249,249,249,09-06,3.0052212990639267,0.9261276480796696,0.5673884392386428
250,250,250,09-07,2.566528097660516,-0.053597710193580776,0.4659817248828741
251,251,251,09-08,2.353647718319661,-0.5290194975653763,0.324118426857008
252,252,252,09-09,2.3998192017914706,-0.4259055832359215,-0.2875421204195841
253,253,253,09-10,2.240487674741038,-0.7817377158614786,-0.168223201600139
254,254,254,09-11,2.2049426025497425,-0.8611198637408162,-0.15800713834305435
255,255,255,09-12,3.325787045634897,1.6420411609963401,-0.10171807539508058
256,256,256,09-13,2.593974876238683,0.007698669348927234,0.009037190622129238
257,257,257,09-14,2.504875584497384,-0.1912851198775337,0.30565093558329987
258,258,258,09-15,2.6973775847265262,0.2386260128673374,0.38470619641321235
259,259,259,09-16,3.0373789601923566,0.997944753905545,0.10963054789261184
260,260,260,09-17,2.4173348112543165,-0.38678829876134135,0.17985891524257044
261,261,261,09-18,2.5867606489497663,-0.008412730127263072,0.19981704969149205
262,262,262,09-19,2.7826524910942663,0.42906887344867867,0.07922700643690685
263,263,263,09-20,2.55849570051154,-0.0715363131840039,0.154460895497421
264,264,264,09-21,2.373396797543665,-0.4849142466601738,0.28407487369512785
265,265,265,09-22,3.2395045581506827,1.4493480882686298,0.5541926234578739
266,266,266,09-23,2.7655595697258133,0.3908955704248997,0.5011604446299315
267,267,267,09-24,3.312467007769486,1.6122937684492131,0.5137995213430114
268,268,268,09-25,2.6401746664000143,0.11087580048102423,0.26788390487497904
269,269,269,09-26,2.592452218912677,0.004298147094476104,0.013244977137719846
270,270,270,09-27,1.7127126079238693,-1.9604079454683685,-0.05932579752059827
271,271,271,09-28,2.5553840617217194,-0.07848547815492543,-0.7312041430490344
272,272,272,09-29,2.5705887739144604,-0.044529077525009,-1.0270921752407094
273,273,273,09-30,1.5073787152321627,-2.4189763047214035,-1.2247292607857632
274,274,274,10-01,1.8452331024015147,-1.6644523926690258,-0.9947238336981113
275,275,275,10-02,2.061474562521644,-1.1815243661758454,-0.9659283035048696
276,276,276,10-03,2.3306520108219133,-0.5803753829424573,-1.2179138623341579
277,277,277,10-04,2.6327469872798344,0.09428770300452556,-1.0285753249024412
278,278,278,10-05,1.893596897098612,-1.556442430500739,-0.8375633438184061
279,279,279,10-06,2.016061246108084,-1.2829450801311035,-0.7899582579623906
280,280,280,10-07,2.358411556631901,-0.5183805061648166,-0.8252008178097893
281,281,281,10-08,2.1893717982575898,-0.8958938510397527,-0.928008986995235
282,282,282,10-09,2.23596830416137,-0.7918307420268492,-0.7607782507012524
283,283,283,10-10,2.3565395104219715,-0.5225613121081494,-0.5562346201901348
284,284,284,10-11,2.342883953670208,-0.5530580127368427,-0.27386223249158564
285,285,285,10-12,2.5655942310687845,-0.05568329706439775,0.05610737566076492
286,286,286,10-13,3.1170415892303973,1.1758538200264788,0.5326851236493885
287,287,287,10-14,3.0758779351691383,1.0839237978743506,0.708202433306156
288,288,288,10-15,3.516356218288092,2.0676357459048917,0.8282396027764393
289,289,289,10-16,2.828089520788648,0.5305425458324559,0.7479448172500668
290,290,290,10-17,2.6653793737446683,0.16716500408485638,0.6522615737136576
291,291,291,10-18,2.349871878547578,-0.5374520102226323,0.42360653784279384
292,292,292,10-19,2.859976148962744,0.6017543588080231,0.11034542161476273
293,293,293,10-20,2.4615665333697936,-0.28800641735083143,0.022764410754210002
294,294,294,10-21,2.674739611392312,0.18806904853670486,0.7926089459937965
295,295,295,10-22,2.592791779158609,0.005056480669139604,1.186049222008233
296,296,296,10-23,4.733666537460083,4.786232215522375,1.1298759213617442
297,297,297,10-24,3.4069001944218464,1.823189645863987,1.1051424533166314
298,298,298,10-25,2.7090592932179645,0.2647145549290905,0.8710919203004891
299,299,299,10-26,2.3951168644688487,-0.4364072256215085,0.8288052816258754
300,300,300,10-27,2.045932506919739,-1.2162341495601492,-0.13593225318505123
301,301,301,10-28,2.479183241377463,-0.2486633513785426,-0.6227548953039148
302,302,302,10-29,2.141774060126448,-1.0021929933431843,-0.5798894471418375
303,303,303,10-30,2.0989880438379487,-1.0977462068491946,-0.6386323449956307
304,304,304,10-31,2.8242228777369367,0.5219072439015543,-0.4867323559575077
305,305,305,11-01,2.2372964526468246,-0.7888646127442677,-0.48180943345725513
306,306,306,11-02,2.4540315231688923,-0.3048342153314117,-0.4995307170972459
307,307,307,11-03,2.492409310991725,-0.2191258163770272,-0.33920292645568373
308,308,308,11-04,2.0941635338456503,-1.1085206951831288,-0.37222534543653324
309,309,309,11-05,2.5297294418626755,-0.13577946299982133,-0.29724670014684723
310,310,310,11-06,2.735503867382895,0.3237727300164571,-0.21977294589614563
311,311,311,11-07,2.438736305119333,-0.3389927410061511,-0.046524622446655374
312,312,312,11-08,2.6621748093866744,0.1600083101727979,0.023555288731349527
313,313,313,11-09,2.9578633957106364,0.8203641243199143,0.12120460593463044
314,314,314,11-10,2.2824423019461157,-0.6880412281150994,0.38098325270862493
315,315,315,11-11,2.792076993961965,0.4501164402198641,0.16826190754440262
316,316,316,11-12,3.4334328854317127,1.882444610660424,0.15845645574400266
317,317,317,11-13,1.8672328294019758,-1.6153208119914848,0.308311654225993
318,318,318,11-14,2.635831191727706,0.10117559937039827,0.7114330804779482
319,319,319,11-15,3.3604688169985426,1.7194953152118566,0.6380168328702797
320,320,320,11-16,3.3654802832134467,1.7306873293966314,0.43256176819365644
321,321,321,11-17,2.594834725446236,0.009618954573853844,0.7721288475888711
322,322,322,11-18,2.881451214406754,0.6497142226006843,0.6602003395281201
323,323,323,11-19,2.7795238172374392,0.4220816643798029,0.42350209230199515
324,324,324,11-20,2.335120741917444,-0.5703954489941082,0.09231543539446167
325,325,325,11-21,2.724548284992202,0.299305831855107,0.007575413125589813
326,326,326,11-22,2.4757043870157887,-0.25643261204856943,-0.31665545236922865
327,327,327,11-23,2.367169668036793,-0.4988211790393773,-0.49357921611516603
328,328,328,11-24,2.0103629537430976,-1.2956709703682263,-0.05797865353533865
329,329,329,11-25,2.304195185596171,-0.6394609180958211,-0.026736464914697434
330,330,330,11-26,3.5054181342483286,2.043207926484856,-0.01565873140759504
331,331,331,11-27,2.8084844756548244,0.4867589635789543,0.028085380737661925
332,332,332,11-28,2.505466154446754,-0.18996621100595507,0.4027105454721643
333,333,333,11-29,2.4846938972761494,-0.2363565061678355,0.5035000164909157
334,334,334,11-30,3.0168420335536794,0.952080018038788,0.14066520444808073
335,335,335,12-01,2.574979168080211,-0.034724091983312944,0.18447146071490184
336,336,336,12-02,2.530615365707871,-0.133800945772154,0.3395936662704822
337,337,337,12-03,2.9261756631345106,0.749596501179881,0.5797761351633771
338,338,338,12-04,2.9222220731699826,0.7407670223275273,0.3238690913229087
339,339,339,12-05,3.1299752425623777,1.2047383071895341,0.16320771270811604
340,340,340,12-06,2.329314578786625,-0.5833622450040228,0.3301647907707437
341,341,341,12-07,2.143341542711625,-0.9986923636720688,0.4790672347642611
342,342,342,12-08,2.9791672039577826,0.8679415226036118,0.32218872179879915
343,343,343,12-09,3.32622138595282,1.6430111651409858,-0.025642296631221455
344,344,344,12-10,2.5007476068632917,-0.2005040554652444,0.18036783940349813
345,345,345,12-11,2.195482110988768,-0.8822478033905896,0.48496363577411206
346,346,346,12-12,2.8827875209869256,0.6526985712042946,0.34874518345859123
347,347,347,12-13,2.9616776442453623,0.8288824145516146,0.20602071753374349
348,348,348,12-14,2.6131986694176357,0.05063080871048719,0.29090282381651295
349,349,349,12-15,2.9427736022666866,0.7866643695918994,0.567513375476191
350,350,350,12-16,2.7287943913990067,0.3087885822313724,0.5902124333814736
351,351,351,12-17,2.9386322239760645,0.7774155065674786,0.2936532229559658
352,352,352,12-18,2.9437714832609685,0.7888929186359896,0.2590466243164787
353,353,353,12-19,2.1649328728951738,-0.9504728480014324,-0.033923855116722336
354,354,354,12-20,2.5202235550023246,-0.15700878312643538,-0.009882826728870189
355,355,355,12-21,2.155670422050357,-0.9711585070073068,0.21362704800322807
356,356,356,12-22,2.793383731377419,0.4530347525584853,0.3886925817839831
357,357,357,12-23,3.539120483242814,2.118474754960068,0.3899072253760539
358,358,358,12-24,3.414107739158448,1.83928612132052,0.3136209197042173
359,359,359,12-25,2.168196170398724,-0.9431849864490076,0.24549006023500988
360,360,360,12-26,2.3152705033589482,-0.6147266171574549,0.04688086757930037
361,361,361,12-27,1.972628034084057,-1.379943663822551,-0.27954548568466625
362,362,362,12-28,2.2597943831879888,-0.7386204033757718,-0.7270911055302207
363,363,363,12-29,2.662133760015401,0.1599166353762683,
364,364,364,12-30,2.2117184016598808,-0.8459875977528069,
365,365,365,12-31,,,
