,unnamed: 0,unnamed: 0,mth_day,sequel,sequel_norm,sequel_ravg
65,65,65,03-06,6.569911182456539,1.644530532885197,-0.30194024277680465
66,66,66,03-07,5.12048038370335,-0.3078996065099014,-0.266531325608998
67,67,67,03-08,5.0597263002663295,-0.3897373208014693,-0.1648715208859387
68,68,68,03-09,4.7785525446104025,-0.7684874587327029,-0.48740509183745556
69,69,69,03-10,4.538364060284397,-1.0920291113159877,-0.8165493729611558
70,70,70,03-11,3.8562880195774665,-2.0108075865498733,-1.1196494023733161
71,71,71,03-12,5.103824846249983,-0.33033515385700424,-1.4618848781871783
72,72,72,03-13,3.7704012934396833,-2.1264997829828642,-1.579071035923412
73,73,73,03-14,3.5353286921934006,-2.443150175684641,-1.2188452731387063
74,74,74,03-15,4.256577731427878,-1.4716044051501065,-0.9413573413159592
75,75,75,03-16,6.142894653874627,1.0693254653922464,-1.187432652440123
76,76,76,03-17,5.092284780385997,-0.3458799956133909,-0.42067517739617094
77,77,77,03-18,4.007747314277527,-1.806787020601988,0.12122996291495436
78,78,78,03-19,7.1857201120087995,2.4740450672808487,0.4725379274480129
79,79,79,03-20,5.949102126195898,0.8082806661821105,0.2990369296533436
80,80,80,03-21,5.8213863461912245,0.6362433820482447,0.40388952742744877
81,81,81,03-22,5.370080247631395,0.028319478624230482,0.6140479025861486
82,82,82,03-23,5.559323005651727,0.28323559103124,0.3847799337849107
83,83,83,03-24,4.9438423337858435,-0.5458367696497888,0.34846554851750583
84,84,84,03-25,6.164506450808952,1.0984372544734209,0.18545187663198545
85,85,85,03-26,5.787349280706615,0.5903943545776811,0.23124966578650719
86,86,86,03-27,5.095284965513122,-0.3418386492648774,0.16413731847841406
87,87,87,03-28,5.574074412982483,0.303106213551361,0.07158386744209862
88,88,88,03-29,5.2603887661041595,-0.11943849281731865,-0.1658214204187848
89,89,89,03-30,4.531587411811039,-1.1011574758676814,-0.3287747824272422
90,90,90,03-31,5.107047249367693,-0.32599447269187976,-0.19353054633298447
91,91,91,04-01,5.061516534459585,-0.387325817473063,-0.3366928821622011
92,92,92,04-02,5.6976947230564,0.4696267673006686,-0.34551632066597376
93,93,93,04-03,4.93639556982571,-0.5558678014239391,-0.25461579249316774
94,94,94,04-04,5.221087087871815,-0.17237912383995446,-0.39545769952589344
95,95,95,04-05,4.936479825111164,-0.5557543068308449,-0.22542275708286896
96,96,96,04-06,4.479704143903405,-1.1710459148882342,-0.40186605394664204
97,97,97,04-07,5.818892311861286,0.6328838371850841,-0.3595016845015673
98,98,98,04-08,4.911774622108341,-0.5890330138819696,-0.3296952149941734
99,99,99,04-09,5.125096473190603,-0.3016815847534909,-0.2920732795364778
100,100,100,04-10,5.353852140104105,0.006459693204408685,-0.1041008853808516
101,101,101,04-11,5.104056807849148,-0.33002269408467155,-0.27863366460597166
102,102,102,04-12,5.316977566108258,-0.04321154995447672,-0.31770363464410206
103,103,103,04-13,5.041482107532266,-0.414312838165636,-0.23119258034912205
104,104,104,04-14,4.73774775148082,-0.8234528341107521,-0.1776713396228374
105,105,105,04-15,5.51043713352256,0.21738474101638947,0.06623348486060938
106,106,106,04-16,5.592248382195087,0.32758713756211666,0.1141307250257747
107,107,107,04-17,6.190466479890968,1.1334062528160092,0.18821858062025731
108,108,108,04-18,5.530323181922745,0.24417189103651515,0.17882015768058368
109,109,109,04-19,5.371486907843816,0.03021429540125967,0.08548236693889759
110,110,110,04-20,4.6958849568221845,-0.8798433717487938,0.0012623764416685723
111,111,111,04-21,5.094688577324298,-0.3426420034337271,-0.4623941299056879
112,112,112,04-22,5.217112660918407,-0.1777328054212574,-0.6527502758719516
113,113,113,04-23,4.125230935380147,-1.6485327852681293,-0.9115586236594339
114,114,114,04-24,4.682431966370392,-0.8979649847610663,-0.879287719543638
115,115,115,04-25,4.21869342441452,-1.5226357913236341,-0.7974418987634834
116,116,116,04-26,4.8396271826317205,-0.6862179470540183,-0.7574315166662658
117,117,117,04-27,5.459249186160456,0.14843292124720045,-0.3615570054896245
118,118,118,04-28,5.395328348880152,0.062329487162047614,-0.20491199773364155
119,119,119,04-29,5.888549470665287,0.7267142817917187,-0.0053784590479217425
120,120,120,04-30,5.380165813429722,0.04190506177483142,0.17362905709664692
121,121,121,05-01,5.1074629138413625,-0.3254345592093154,0.4341148520923013
122,122,122,05-02,5.636968921646153,0.3878271498133937,0.5773843163035053
123,123,123,05-03,6.619514415485543,1.7113476912211265,0.733474279795424
124,124,124,05-04,6.033484367142369,0.9219462724292716,0.7165950447002051
125,125,125,05-05,6.583811019531384,1.6632540627432308,0.7136678770398476
126,126,126,05-06,5.3049817152760665,-0.059370348796482925,0.6959510143283588
127,127,127,05-07,5.0944246180034884,-0.3429975651714601,0.6565961629600768
128,128,128,05-08,5.558053832333089,0.2815259735444603,0.8712937927713704
129,129,129,05-09,6.44421861615554,1.4752185830114348,0.7465056597732701
130,130,130,05-10,6.9897982985516,2.210132051297033,0.9433444438369865
131,131,131,05-11,6.027975213772741,0.9145252647546293,1.0508757754552684
132,132,132,05-12,6.1817481314085425,1.1216623555858154,0.8899085891984856
133,133,133,05-13,5.573394556236776,0.30219042453823153,0.5260367239628042
134,134,134,05-14,4.841067981802714,-0.6842771439962372,0.22418203517161572
135,135,135,05-15,4.823447421435811,-0.7080126084026539,0.23071534803326607
136,136,136,05-16,5.6452662494277535,0.3990039185499025,0.13360537222421917
137,137,137,05-17,6.057076131716468,0.9537251419245312,-0.035736551320475575
138,138,138,05-18,5.749197372340405,0.539002500731534,0.187967813418863
139,139,139,05-19,4.819105648623927,-0.7138611167299369,0.31121808294643005
140,140,140,05-20,5.837500036992678,0.6579490444397943,0.44698654839429325
141,141,141,05-21,5.372433220220605,0.031489008762748516,0.32926221851003495
142,142,142,05-22,6.250011048277949,1.2136147112370816,0.3557268745125142
143,143,143,05-23,5.532704172728916,0.2473791626189814,0.5664982472705082
144,144,144,05-24,5.86707719824891,0.6977904367464095,0.5984980325399641
145,145,145,05-25,5.7579311041628625,0.5507671198180272,0.6871031591969848
146,146,146,05-26,5.980034635451831,0.8499477560565297,0.4147589311162189
147,147,147,05-27,5.767101373245232,0.5631197687048729,0.4038216441385279
148,148,148,05-28,5.0369255583195995,-0.42045065724751385,0.35776469836926617
149,149,149,05-29,5.4839869143326325,0.1817554407528353,0.5959047433793425
150,150,150,05-30,5.6619286881511615,0.4214487621308392,0.47640428604116086
151,151,151,05-31,6.818663087416358,1.9796073898784856,0.493587147564978
152,152,152,06-01,5.44775138545637,0.1329450120274396,0.5314477352373239
153,153,153,06-02,5.8436378951954016,0.6662169378477756,0.31368945068409426
154,154,154,06-03,5.205565554365332,-0.19328713121343866,0.29839959845105485
155,155,155,06-04,4.514040104109044,-1.124794266566543,0.009478903527624224
156,156,156,06-05,5.593824076505027,0.3297096487326029,0.08716614649921685
157,157,157,06-06,5.53174210058216,0.2460832203379017,0.3276101394985024
158,158,158,06-07,5.793788706929399,0.5990684698569954,0.4011836554079136
159,159,159,06-08,6.9146322067347725,2.108880895843489,0.88790198848009
160,160,160,06-09,5.533279364288481,0.2481539642430292,1.0382073948434056
161,161,161,06-10,6.681998469547489,1.7955157318665154,1.3996099224325278
162,162,162,06-11,6.263319842237059,1.2315420869124962,1.4756986586053593
163,163,163,06-12,7.141514282435126,2.414498385872636,1.1435153965006952
164,164,164,06-13,6.1327059017272925,1.0556008868939832,1.162030570506824
165,165,165,06-14,5.435009531762213,0.11578132321550373,0.9836580291075666
166,166,166,06-15,5.615750320582175,0.3592450082798008,0.7909660430101028
167,167,167,06-16,5.887485057960649,0.7252804834709724,0.4323142305850432
168,168,168,06-17,5.4050242432689455,0.07539017032771324,0.3125007608340855
169,169,169,06-18,5.5439944353426505,0.2625875113222783,0.4633251931743765
170,170,170,06-19,5.599028420545838,0.3367200683882368,0.43948945558789765
171,171,171,06-20,6.106817161733179,1.0207279172572497,0.7559057553398513
172,172,172,06-21,5.509580317963146,0.2162305827609277,1.0169693940621245
173,173,173,06-22,7.2968779601725355,2.6237782819826942,1.3539909223534232
174,174,174,06-23,6.567863324976235,1.6417720026613531,1.0430182407601
175,175,175,06-24,7.0451678901827455,2.2847166810700705,1.1996963985308038
176,176,176,06-25,4.213882678803056,-1.5291160211717016,1.4470635762196569
177,177,177,06-26,6.804698666784503,1.960796863881472,1.0700549408452895
178,178,178,06-27,6.611412128613107,1.700433648894045,0.9088623836730059
179,179,179,06-28,5.617592489778744,0.3617264697364912,0.5707897597895671
180,180,180,06-29,5.849873619180121,0.6746166596276515,0.9657555095045812
181,181,181,06-30,5.539312607420796,0.2562809377694386,0.6269313703126494
182,182,182,07-01,5.9731533759874855,0.8406784771183824,0.5811372517641262
183,183,183,07-02,5.295495957412347,-0.0721479712701191,0.4296327412773126
184,184,184,07-03,6.407434313007735,1.425668937602906,0.5023878970439825
185,185,185,07-04,4.9427556311826715,-0.547300593184391,0.49717472225272025
186,186,186,07-05,6.173942259819838,1.1111475942276707,0.4338059003637887
187,187,187,07-06,5.516091896115611,0.22500188902186524,0.5693754977333242
188,188,188,07-07,5.690893682470423,0.4604655457847933,0.2610747805328865
189,189,189,07-08,5.8993549508906575,0.7412696129470935,0.5556082276861498
190,190,190,07-09,5.034190131498251,-0.42413536559971976,0.2407134280074118
191,191,191,07-10,6.254677141570178,1.219900089735189,0.2199417032488511
192,192,192,07-11,4.771326478146894,-0.7782212038447571,0.48419671395705827
193,193,193,07-12,5.423569730018718,0.10037154047050108,0.4056775146120836
194,194,194,07-13,6.8679478884580325,2.0459956100340366,0.20051106098250063
195,195,195,07-14,5.549611899312973,0.27015441687724523,-0.0698822271946276
196,196,196,07-15,4.120330309029566,-1.6551340873772176,0.092633415007635
197,197,197,07-16,5.050281598542453,-0.4024596393275803,0.22099439723877715
198,198,198,07-17,5.4952095170353195,0.1968726493688184,-0.4404944467275727
199,199,199,07-18,5.9953198497797375,0.8705374338573538,-0.5411368603277772
200,200,200,07-19,3.92152040571024,-1.9229374537640629,-0.18403803694321416
201,201,201,07-20,5.1013268283454005,-0.33370006472398145,0.08857885414262039
202,202,202,07-21,5.710932776288563,0.4874588529301607,0.13086169878814455
203,203,203,07-22,6.2645815938987255,1.2332417071874269,-0.08248199818328601
204,204,204,07-23,5.683547289695723,0.4505697172419634,0.32965000905706726
205,205,205,07-24,5.04503665489094,-0.4095247479712295,0.4298902647848275
206,206,206,07-25,5.757253666715562,0.5498545896780567,0.369742268176752
207,207,207,07-26,5.547820593203156,0.26774146964258005,0.1035376760986979
208,208,208,07-27,5.443019398981068,0.12657087328170796,0.056025982386623874
209,209,209,07-28,5.0788434922107335,-0.3639858452808976,-0.06848510746006742
210,210,210,07-29,5.471918988807444,0.16549955496951915,-0.29368715464831635
211,211,211,07-30,4.490434864736134,-1.1565912870513773,-0.4872165175678869
212,212,212,07-31,4.754150580308448,-0.8013576934514371,-0.5063450110603452
213,213,213,08-01,4.685795120172046,-0.8934347078748435,-0.5646976203879583
214,214,214,08-02,5.357816572895904,0.011799912326958224,-0.5366328176735568
215,215,215,08-03,4.818927193725629,-0.7141015012465766,-0.5356937662652008
216,216,216,08-04,5.5969262459514715,0.33388837125592896,-0.330829565749504
217,217,217,08-05,4.494617621410763,-1.150956978601242,0.022456783450117552
218,218,218,08-06,5.666664096048567,0.4278275096427436,-0.20445908360624176
219,219,219,08-07,6.259415927319553,1.226283387322886,0.05842076783490772
220,220,220,08-08,4.347079728178364,-1.3496952900111976,0.19019727438016423
221,221,221,08-09,5.989856115674707,0.8631776074003203,0.4740491500797465
222,222,222,08-10,6.1838899173829285,1.1245474105274682,0.3139150554858932
223,223,223,08-11,5.758960890718122,0.5521542755962513,0.25395855435453335
224,224,224,08-12,4.953389032470526,-0.5329770579203762,0.43553655056592816
225,225,225,08-13,5.992355516075755,0.8665443805347267,0.18079194942494026
226,226,226,08-14,5.155870992278269,-0.26022731274282884,0.09084606819283787
227,227,227,08-15,4.855163519223883,-0.6652899994456071,0.006096095967075721
228,228,228,08-16,5.783249726940478,0.584872123134854,0.00998917060654588
229,229,229,08-17,5.381464505698512,0.043654442241678346,-0.2731674960670076
230,230,230,08-18,4.970729706035547,-0.5096186100835552,-0.3773058190058835
231,231,231,08-19,4.731108871903091,-0.8323956195065939,-0.17250263909460792
232,232,232,08-20,4.69201431576268,-0.8850572503760845,-0.41006888499908783
233,233,233,08-21,5.767405234785483,0.5635290800220465,-0.23534293432700668
234,234,234,08-22,4.725073580372256,-0.8405253522920254,-0.23852185628891065
235,235,235,08-23,6.1597351412583805,1.0920101462741651,-0.22946949601970798
236,236,236,08-24,4.9565700371015975,-0.5286921418549791,-0.1705916559084549
237,237,237,08-25,4.771430221725084,-0.7780814578913777,-0.006119064049751451
238,238,238,08-26,4.9542701161605045,-0.5317902097085659,0.040675081331397155
239,239,239,08-27,6.5000049894623695,1.5503646311742671,-0.04525131501250503
240,240,240,08-28,4.933505751587718,-0.5597604800051338,0.16375851065049415
241,241,241,08-29,5.7769986854731465,0.5764517682107521,0.23984925172446028
242,242,242,08-30,5.8875491459935905,0.725366812123016,0.5423918390114603
243,243,243,08-31,5.110356346825972,-0.32153701144758096,0.16077701656582075
244,244,244,09-01,6.301866227591503,1.283465314013434,0.06805413200237996
245,245,245,09-02,4.800202474372711,-0.7393243034995705,-0.29434755686605135
246,246,246,09-03,4.520496132681324,-1.1160977873857785,-0.5385331616512294
247,247,247,09-04,4.162776003388912,-1.5979583649998357,-0.3816483258587426
248,248,248,09-05,4.7998888121980885,-0.7397468165880523,-0.598143154404928
249,249,249,09-06,5.809158444581188,0.6197720033073405,-0.5257812800314549
250,250,250,09-07,5.337547148714187,-0.015503657263678706,-0.40599460956848316
251,251,251,09-08,5.122519346836838,-0.3051530572587316,-0.27088301487437805
252,252,252,09-09,5.054054243507012,-0.3973777646079482,-0.3653069872287588
253,253,253,09-10,4.764594944820439,-0.7872887968352049,-0.4281157561846302
254,254,254,09-11,4.3793021466589215,-1.306290650714337,-0.787598352172347
255,255,255,09-12,5.529393359051566,0.24291938957211195,-0.9452518822901667
256,256,256,09-13,3.736326795492912,-2.17239923318998,-0.755966090570536
257,257,257,09-14,4.420293303074593,-1.2510742379656496,-0.8860284932704902
258,258,258,09-15,5.8971778485436,0.7383369857098363,-0.44594792265593286
259,259,259,09-16,4.185266296600862,-1.5676632130349295,-0.3830236670852159
260,260,260,09-17,6.339524907343942,1.3341927729730063,-0.12215134981248021
261,261,261,09-18,5.809672849229088,0.6204649229964134,0.21725802286634702
262,262,262,09-19,4.898313686294643,-0.6071653295535658,0.3171210655351113
263,263,263,09-20,5.932102780565883,0.7853819981073138,0.635582823702422
264,264,264,09-21,6.341991417379887,1.337515241722422,0.5120234816666899
265,265,265,09-22,5.603770153509563,0.3431073359689343,0.6722614307596285
266,266,266,09-23,5.789162426638472,0.5928367207586142,0.7585210561987585
267,267,267,09-24,6.523410505265192,1.5818926175540453,0.492264805206348
268,268,268,09-25,5.2825344231424936,-0.08960757691878518,-0.009647249125334137
269,269,269,09-26,4.74613457787713,-0.8121555078471494,-0.002295838775196901
270,270,270,09-27,4.106356630347107,-1.6739570842676708,-0.22354224033625592
271,271,271,09-28,5.636515070812662,0.3872157980697577,-0.7700187781096587
272,272,272,09-29,4.803678719748139,-0.7346416886077399,-0.8022858144947801
273,273,273,09-30,4.089274987698815,-1.6969666090863709,-0.8531675393490911
274,274,274,10-01,5.138809425118518,-0.2832097952295136,-0.4783173657635313
275,275,275,10-02,4.519495362646496,-1.1174458569730141,-0.49656860108560474
276,276,276,10-03,5.7760278023396285,0.5751439572456879,-0.6191464859879663
277,277,277,10-04,5.5552197597313615,0.2777083861373167,-0.6734987578664455
278,278,278,10-05,4.257687880828131,-1.4701089980219098,-1.060338519270334
279,279,279,10-06,3.847177136656783,-2.0230802403572468,-0.9536881581814107
280,280,280,10-07,3.4157337983465004,-2.6042483636528453,-1.1286748478956496
281,281,281,10-08,4.994541250152597,-0.477543690439474,-1.142790492242763
282,282,282,10-09,4.996595773527783,-0.4747761810397458,-0.7689126231643275
283,283,283,10-10,5.492345347229336,0.19301452005463696,-0.38344469870138415
284,284,284,10-11,5.923028178993344,0.7731582164487021,0.10012029150093316
285,285,285,10-12,5.564142277815146,0.2897273064204131,0.20198410978018258
286,286,286,10-13,5.569646430165965,0.2971415775610585,0.4380457991426648
287,287,287,10-14,5.448266745923584,0.1336392192360227,0.24062550916960565
288,288,288,10-15,6.048070270045327,0.9415939551351478,-0.010582031714946575
289,289,289,10-16,4.6129887664881934,-0.991507219783718,-0.11069660101659201
290,290,290,10-17,4.804090483993628,-0.7340870288586112,-0.25616336537213
291,291,291,10-18,5.118208349972772,-0.3109601093894595,-0.387304890838632
292,292,292,10-19,4.921703118297566,-0.5756590085721697,-0.14912609796953633
293,293,293,10-20,4.864131430130369,-0.6532099335629892,0.37105675482608974
294,294,294,10-21,7.108974845410921,2.370666712349722,0.5393522387728422
295,295,295,10-22,6.9300060034548565,2.1295898969900384,0.6125918682895547
296,296,296,10-23,5.553718302582018,0.2756858748219035,0.7371041972801614
297,297,297,10-24,5.444434951075187,0.12847766771081534,1.0614265813856953
298,298,298,10-25,5.476310427891924,0.17141496537147013,0.6598818309279946
299,299,299,10-26,6.308739898610362,1.292724371070214,0.4651955954988995
300,300,300,10-27,5.320399725674117,-0.03860179039648251,0.22915011681740124
301,301,301,10-28,6.062827547138858,0.9614724844154676,0.3420837116264746
302,302,302,10-29,4.502316012264777,-1.140586997267086,0.37076275651627877
303,303,303,10-30,5.947467844987277,0.8060792365652556,0.2657916066279296
304,304,304,10-31,5.604053664702391,0.3434892347102951,0.3246346726423952
305,305,305,11-01,5.8411736142386745,0.6628974717401191,0.2599919102474451
306,306,306,11-02,5.58250063403499,0.31445660569031103,0.3131599857343188
307,307,307,11-03,5.774893421841794,0.5736159100457668,0.18126106013405782
308,308,308,11-04,4.739139173000203,-0.8215785443458437,-0.005077977111018289
309,309,309,11-05,5.3599588901827655,0.014685682963689585,0.09412436915407928
310,310,310,11-06,4.774055599798388,-0.7745449887601615,0.2947927095357672
311,311,311,11-07,6.283044285308398,1.2581115493307045,0.5773289154950642
312,312,312,11-08,6.4763247981324135,1.5184666479804385,0.7842694820047932
313,313,313,11-09,7.03337638750782,2.2688331458015485,0.7994636673790159
314,314,314,11-10,5.6609013130895685,0.42006485471253097,1.0149597235638155
315,315,315,11-11,5.427637379053625,0.10585079520902546,0.7789761243038015
316,316,316,11-12,5.733925910776688,0.5184313483486361,0.5301432583429863
317,317,317,11-13,5.231917620543637,-0.15779004622937948,0.15813752712488452
318,318,318,11-14,5.367964465882972,0.025469452215547386,0.14882735781980463
319,319,319,11-15,5.376375033367883,0.03679875849293853,0.1461172768669621
320,320,320,11-16,5.619431620955324,0.3642038388820517,-0.05012871437265359
321,321,321,11-17,5.41556603866329,0.08959030949197029,-0.12599088862389918
322,322,322,11-18,4.859799933835948,-0.6590445990890581,0.05962710030464736
323,323,323,11-19,4.894009586033771,-0.6129630917368529,-0.03671017879995091
324,324,324,11-20,6.194750811351961,1.1391773857868266,-0.19927615076007263
325,325,325,11-21,4.947266047848284,-0.5412249161346511,-0.07818535123440677
326,326,326,11-22,4.895324401442978,-0.6111919928786786,0.09189769943899218
327,327,327,11-23,5.954933048227665,0.8161351066459653,0.23567931357085725
328,328,328,11-24,5.6173899966536665,0.3614537049513356,-0.01810669553746262
329,329,329,11-25,5.534446840956724,0.2497265930543376,0.14427752751846346
330,330,330,11-26,5.064328010129823,-0.38353866886309257,0.18427589460248983
331,331,331,11-27,5.670563714832017,0.4330804222009054,0.27355203842372977
332,332,332,11-28,5.0734865716993305,-0.3712017903745204,0.48436184611364075
333,333,333,11-29,6.352590070122999,1.3517919695734053,0.647623608271842
334,334,334,11-30,6.556386650453513,1.6263125510908014,0.76286487754323
335,335,335,12-01,6.261653274281287,1.2292971660035454,0.930373614370486
336,336,336,12-02,5.577639830918789,0.307908946765235,0.9262576236027203
337,337,337,12-03,6.4166871760060715,1.4381328431644431,0.7973269169096936
338,338,338,12-04,5.055152977070335,-0.3958977349811146,0.36299435327763147
339,339,339,12-05,5.778302263101791,0.5782077294152441,0.18737741413742634
340,340,340,12-06,4.621766869922622,-0.9796828307015716,0.010270248005062016
341,341,341,12-07,5.479413965729821,0.17559553116231433,-0.2759981692224341
342,342,342,12-08,4.788762699514706,-0.7547340500289509,-0.3833524788418215
343,343,343,12-09,5.141580060209097,-0.2794776602005337,-0.6777050111859081
344,344,344,12-10,4.576971536613465,-1.0400235926974395,-0.44401926109864265
345,345,345,12-11,4.467186589986759,-1.1879074646492749,-0.5184822023793085
346,346,346,12-12,5.6626583719699,0.4224316698220208,-0.3619481851282356
347,347,347,12-13,5.1477384452175645,-0.2711821165216809,-0.07246572816497274
348,348,348,12-14,5.48600216866128,0.1844700534774868,0.38292180979977625
349,349,349,12-15,6.431003267795802,1.4574170815790437,1.1257514012277499
350,350,350,12-16,6.6053751437171515,1.6923016350910545,1.232131912664347
351,351,351,12-17,7.775924965766586,3.269070083918567,0.9983987421176868
352,352,352,12-18,6.1365022854154025,1.0607147384416034,0.8062408071984399
353,353,353,12-19,4.106635721248587,-1.6735811398016425,0.3032324228903681
354,354,354,12-20,4.63008535972575,-0.9684775560379942,-0.0940558989646159
355,355,355,12-21,4.190485168214277,-1.5606332242693874,-0.8502781471106887
356,356,356,12-22,4.835759161882355,-0.6914282960388496,-1.1634781113902897
357,357,357,12-23,4.4075325350754095,-1.26826340495787,-1.0750839887276056
358,358,358,12-24,4.741435700746003,-0.8184850472360038,-0.8005468932727636
359,359,359,12-25,4.500364012666244,-1.1432164038255372,-0.5401097155796414
360,360,360,12-26,5.852938398685013,0.6787450166910566,-0.5028237658991414
361,361,361,12-27,5.350533844595767,0.0019898418893466233,-0.3439434668848436
362,362,362,12-28,5.001839584645412,-0.4677125979558498,-0.24260760996127054
363,363,363,12-29,5.115222897131956,-0.31498161087208365,
364,364,364,12-30,5.192809531991753,-0.21046990569456545,
365,365,365,12-31,,,
