,unnamed: 0,unnamed: 0,unnamed: 0.1,mth_day,violent,violent_norm,violent_ravg
37,37,37,37,02-07,10.940297811542264,-0.014136695365847132,0.305529561730614
38,38,38,38,02-08,12.848311620069033,1.5579388818858035,0.3115276130566249
39,39,39,39,02-09,11.507485542286569,0.4531880038764413,0.19856667796535485
40,40,40,40,02-10,10.407398330337372,-0.4532101736543196,-0.02875402064363343
41,41,41,41,02-11,10.685548972855187,-0.2240326750717792,-0.285209683313305
42,42,42,42,02-12,9.146299104895293,-1.4922714655320988,-0.3002266842607915
43,43,43,43,02-13,9.072750400733698,-1.5528706713838765,-0.6073288409455841
44,44,44,44,02-14,12.738955636482462,1.4678368762008842,-0.7369108576883994
45,45,45,45,02-15,9.271123000707032,-1.3894249362323143,-0.8572918491063809
46,46,46,46,02-16,9.46376324996441,-1.2307022741112108,-0.7403874073657031
47,47,47,47,02-17,9.808917096245796,-0.9463186235796684,-0.6336731885124055
48,48,48,48,02-18,9.99761424144596,-0.7908448150880316,-0.8618497190873656
49,49,49,49,02-19,9.849858853092714,-0.9125853582640916,-0.6963471281974044
50,50,50,50,02-20,11.077340975895195,0.09877769275112312,-0.1643922174172031
51,51,51,51,02-21,10.476336922993367,-0.3964093908925467,0.11798789458077574
52,52,52,52,02-22,13.337536228703756,1.9610271905699967,0.04019564025290453
53,53,53,53,02-23,11.865250115122912,0.7479620484082047,0.2876369107994705
54,54,54,54,02-24,9.431119738502943,-1.257598341055259,0.5643075287233136
55,55,55,55,02-25,11.651762150239403,0.5720622650153042,0.5593427841295392
56,56,56,56,02-26,13.092096629062464,1.758801400294182,0.26913382675480263
57,57,57,57,02-27,10.440182931247154,-0.4261978584551934,0.06636499953937224
58,58,58,58,02-28,11.224192419888194,0.21977344632157733,0.12808771982966455
59,59,59,59,02-29,10.388658043351716,-0.4686509148843776,-0.10080822148258484
60,60,60,60,03-01,9.88059355891404,-0.887262019313505,-0.4556443805752113
61,61,61,61,03-02,9.984908636098483,-0.8013133828581921,-0.5190710175887734
62,62,62,62,03-03,10.508128143920263,-0.3702155542615765,-0.6881790071105138
63,63,63,63,03-04,9.978300941596784,-0.8067576805365659,-0.6914174996630487
64,64,64,64,03-05,9.99272346072874,-0.7948744908088651,-0.6264309194047172
65,65,65,65,03-06,10.36507486987662,-0.4880818701995862,-0.6444609983994748
66,66,66,66,03-07,10.353835282007033,-0.4973425377635165,-0.774491101493248
67,67,67,67,03-08,9.853610980227632,-0.909493856826738,-0.7092838424840591
68,68,68,68,03-09,9.561230033611293,-1.1503961728242158,-0.7157871994320623
69,69,69,69,03-10,10.453149679428671,-0.41551412648143216,-0.6165599786323073
70,70,70,70,03-11,9.945365070185222,-0.8338946324968838,-0.8262345355200287
71,71,71,71,03-12,11.08766191419158,0.10728145459894373,-0.943369352288209
72,72,72,72,03-13,8.826954683030085,-1.7553898790898448,-0.8443241302670726
73,73,73,73,03-14,9.000618219242206,-1.6123027574358193,-0.9309024642052921
74,74,74,74,03-15,10.282491736367245,-0.556124840697398,-0.8216153729806016
75,75,75,75,03-16,9.822673667726386,-0.9349841301107488,-1.246291898630383
76,76,76,76,03-17,10.741209553113878,-0.17817208514874136,-0.9637350328424575
77,77,77,77,03-18,7.995105728641543,-2.440777699299744,-0.8737281036503021
78,78,78,78,03-19,10.884574848696358,-0.0600486843622922,-0.7898892323026884
79,79,79,79,03-20,9.656061759922183,-1.0722611822828865,-0.45430094448779307
80,80,80,80,03-21,10.893018583310072,-0.05309161261171606,-0.4712436339396036
81,81,81,81,03-22,12.266476356589784,1.0785455967786228,-0.0075099879924409585
82,82,82,82,03-23,10.617830425944367,-0.2798282218596049,-0.0008199383436687524
83,83,83,83,03-24,11.372081541060824,0.3416241763832318,0.33301827052480293
84,84,84,84,03-25,10.933292762622239,-0.019908386469658968,0.2545695436261809
85,85,85,85,03-26,12.087120119527723,0.9307680709279436,0.1012367145734389
86,86,86,86,03-27,10.321743551690053,-0.5237839740034483,0.08601699549461476
87,87,87,87,03-28,11.149884408849315,0.1585486224621708,-0.06468270882824341
88,88,88,88,03-29,10.506998219460774,-0.37114653633254974,-0.14589105018619333
89,89,89,89,03-30,10.274664390322073,-0.5625740495539172,-0.5637370792054316
90,90,90,90,03-31,10.3419218174057,-0.5071584346173587,-0.5232820818485583
91,91,91,91,04-01,9.044304603238473,-1.5763081031874864,-0.8445926557978284
92,92,92,92,04-02,10.616342722484774,-0.2810539898622081,-1.0490403032084166
93,93,93,93,04-03,8.810054107588677,-1.7693148212334506,-1.0239795983016065
94,94,94,94,04-04,9.018180735015733,-1.5978324207960788,-0.7030224706286772
95,95,95,95,04-05,10.457160085969994,-0.4122098201130568,-0.6003160162310626
96,96,96,96,04-06,12.679178271509409,1.4185843314202176,-0.5580852453906812
97,97,97,97,04-07,9.792227932311745,-0.9600693768017988,-0.2402604174580493
98,98,98,98,04-08,10.923873333891043,-0.027669364819919967,-0.09489846678176161
99,99,99,99,04-09,11.124500699710893,0.13763414636234073,-0.05832222216282173
100,100,100,100,04-10,10.076727587869794,-0.7256607167383528,-0.4601523940947511
101,101,101,101,04-11,10.723513615559183,-0.1927523523994175,-0.46000138159622034
102,102,102,102,04-12,9.752992554398386,-0.9923967001713586,-0.534992153346681
103,103,103,103,04-13,9.793327627275367,-0.9591633018106144,-0.6001667334620212
104,104,104,104,04-14,10.37777963426586,-0.4776139953226841,-0.6734495244142256
105,105,105,105,04-15,10.64988993433381,-0.2534133343296999,-0.6581635702764239
106,106,106,106,04-16,9.54307165266864,-1.1653574624515788,-0.5574920296431234
107,107,107,107,04-17,10.834828155369367,-0.10103662757260784,-0.47177736709076684
108,108,108,108,04-18,10.486097345669831,-0.3883674563715551,-0.4577361278540097
109,109,109,109,04-19,10.417514258413126,-0.4448753264964753,-0.46932360283606306
110,110,110,110,04-20,10.480029979250151,-0.3933665599021412,-0.3035394825286143
111,111,111,111,04-21,10.56550825730133,-0.32293818422202064,-0.30097024272057316
112,112,112,112,04-22,10.750335713092783,-0.17065274060688584,-0.2893095655613221
113,113,113,113,04-23,10.853537733084693,-0.08562118872436088,-0.3221569391717565
114,114,114,114,04-24,10.571012091596435,-0.3184033934160487,-0.3466209428197007
115,115,115,115,04-25,10.178314909490805,-0.6419595681590817,-0.29176329263438777
116,116,116,116,04-26,10.301879548898464,-0.5401505817898066,-0.28942411698652337
117,117,117,117,04-27,10.96498963938562,0.006207716889856694,-0.2547527105535386
118,118,118,118,04-28,10.767369930154398,-0.15661768671969933,-0.22061885485476118
119,119,119,119,04-29,11.106019954139855,0.12240724987354765,-0.054220998150323906
120,120,120,120,04-30,10.819579790073321,-0.11360025922338395,-0.2916667040263263
121,121,121,121,05-01,11.390048287563006,0.35642757206754194,-0.2781832719001215
122,122,122,122,05-02,8.572765406515435,-1.964824817045821,-0.18842388602697024
123,123,123,123,05-03,11.063177951914877,0.08710830964708532,-0.2505767827734546
124,124,124,124,05-04,11.42101082440553,0.3819386285192081,-0.3190522826675842
125,125,125,125,05-05,10.653413526249595,-0.2505101306053584,-0.3686616156535319
126,126,126,126,05-06,10.320931247085904,-0.5244532585881617,-0.09144088323147954
127,127,127,127,05-07,11.028785914155476,0.05877157415185578,-0.27554956994188345
128,128,128,128,05-08,10.591527073416556,-0.30150042251350684,-0.09077897497807923
129,129,129,129,05-09,9.722471735510313,-1.017543810615338,0.0892115472888655
130,130,130,130,05-10,12.766537152918215,1.4905621983020334,0.33777870190437026
131,131,131,131,05-11,11.964130670611045,0.82943300299631,0.25787473783311
132,132,132,132,05-12,12.131033395667302,0.9669496691048668,0.2259759857726479
133,133,133,133,05-13,10.446913633928887,-0.42065221027570576,0.43571283828880053
134,134,134,134,05-14,10.359235724501119,-0.4928929348762791,0.31053036971958276
135,135,135,135,05-15,11.249805980308022,0.24087730448157754,0.43427357118216275
136,136,136,136,05-16,11.854940221809725,0.7394673868867264,0.5788462086569958
137,137,137,137,05-17,12.865246649454795,1.5718922117717902,0.7286566521978456
138,138,138,138,05-18,13.183832355063489,1.8343854939538644,0.9787946764725346
139,139,139,139,05-19,11.537855058401025,0.4782104509693941,1.1871275792520388
140,140,140,140,05-20,12.180777174263033,1.0079352107718549,1.0565408600572193
141,141,141,141,05-21,12.766916459062552,1.4908747211586024,0.8471044407515724
142,142,142,142,05-22,10.903988752150042,-0.04405292828219047,0.6064830091418715
143,143,143,143,05-23,11.340100202963276,0.3152736959379099,0.6130030187734393
144,144,144,144,05-24,11.431592116303143,0.3906569042956587,0.5250758014415156
145,145,145,145,05-25,11.585334716206686,0.5173305087588015,0.18334097450289324
146,146,146,146,05-26,11.540478397630654,0.4803719067803119,0.09139078921953815
147,147,147,147,05-27,10.278353778914676,-0.5595342404731312,0.6645853449473627
148,148,148,148,05-28,10.234394138166092,-0.595754039982321,0.6367342268542412
149,149,149,149,05-29,15.514186270299929,3.7544410303048568,0.6970744193601969
150,150,150,150,05-30,11.228776226252284,0.2235501957369294,0.8114943462683821
151,151,151,151,05-31,12.024740768344975,0.8793716637945359,0.9669019366781998
152,152,152,152,06-01,12.373700936052527,1.1668914682294242,1.2496002769354315
153,153,153,153,06-02,11.410054440419215,0.3729113019857746,0.6342608241882762
154,154,154,154,06-03,12.29304454148085,1.10043600156107,0.5553832143992176
155,155,155,155,06-04,11.033194937203461,0.06240431382192499,0.46842024284710176
156,156,156,156,06-05,10.654378007086953,-0.2497154629974223,0.2793539339202331
157,157,157,157,06-06,11.391463769632091,0.3575938344818412,0.4411057814148462
158,158,158,158,06-07,10.996892594088541,0.032493614668212524,0.3984752315228682
159,159,159,159,06-08,12.587954904138597,1.3434223869534527,0.478088938118582
160,160,160,160,06-09,11.982602680913875,0.8446527022092022,0.6803229507083027
161,161,161,161,06-10,11.612953520304856,0.5400865533962074,0.7341633582425214
162,162,162,162,06-11,12.127075481019645,0.9636886125409024,1.0207306063273864
163,163,163,163,06-12,11.783537442877204,0.6806362796871535,0.9499431518050229
164,164,164,164,06-13,13.083716946541085,1.751897103177403,0.9589376501056844
165,165,165,165,06-14,12.072470371511027,0.9186976598192714,0.9826692131176484
166,166,166,166,06-15,12.048101924869187,0.8986196920131713,1.0491768403924073
167,167,167,167,06-16,11.785770211486753,0.6824759314679916,1.1384107853083119
168,168,168,168,06-17,12.611393689566984,1.3627343761894557,0.8547311673355883
169,169,169,169,06-18,12.433351999706021,1.216039949182581,0.7474597806851953
170,170,170,170,06-19,11.017920736275633,0.04981939534106144,0.7272224629564491
171,171,171,171,06-20,11.291304542270488,0.27506933991691224,0.9504667043282741
172,172,172,172,06-21,11.900730835720296,0.7771957856406949,0.9966058384542628
173,173,173,173,06-22,13.411467225199756,2.0219413796989416,0.8301406324156885
174,174,174,174,06-23,12.947385570490773,1.6395691809453872,1.0727566677388454
175,175,175,175,06-24,11.221128173993556,0.21724871295113546,1.2785939009861633
176,176,176,176,06-25,12.78468596918848,1.505515607280002,1.5034025255790568
177,177,177,177,06-26,12.790241192751742,1.5100927394008206,1.3358045722353993
178,178,178,178,06-27,13.537819915428667,2.126047533198056,1.4023465078135582
179,179,179,179,06-28,12.190994568969431,1.0163536596369975,1.7251052759745065
180,180,180,180,06-29,13.431953617090109,2.03882079441434,1.5424002588192487
181,181,181,181,06-30,13.571504435995376,2.1538013219168244,1.2874335305966667
182,182,182,182,07-01,11.454201478504677,0.4092855043484558,1.0146774973146762
183,183,183,183,07-02,10.93353641900012,-0.01970762993467125,0.8920466800458344
184,184,184,184,07-03,11.551570836599355,0.4895113335061128,0.5438371457307629
185,185,185,185,07-04,11.297979133506999,0.2805687560239482,0.3300898465004149
186,186,186,186,07-05,10.89624117674292,-0.05043641147608869,0.4065708779254787
187,187,187,187,07-06,12.014965535315573,0.8713175265347358,0.40341942913502665
188,188,188,188,07-07,12.011147465686175,0.8681716928988384,0.4007643022347503
189,189,189,189,07-08,10.910587110852122,-0.0386163226773835,0.8446864509795367
190,190,190,190,07-09,11.532235816594882,0.4735805721044546,0.8534129997872517
191,191,191,191,07-10,14.530684743742466,2.944101648492666,0.6092969047209026
192,192,192,192,07-11,10.959789173544747,0.00192288137020098,0.6588032175027169
193,193,193,193,07-12,10.237276649322519,-0.593379043863359,0.6416803889964552
194,194,194,194,07-13,12.371659630993454,1.1652095695897244,0.41159437248877456
195,195,195,195,07-14,10.785896184905301,-0.14135329371495395,-0.09718079216176312
196,196,196,196,07-15,9.856716001906099,-0.9069355269416292,0.03483284863091795
197,197,197,197,07-16,10.825710045442774,-0.10854933941056022,0.21366791246105377
198,198,198,198,07-17,11.921131693679865,0.7940047261262874,-0.022468230908953373
199,199,199,199,07-18,11.539579577403865,0.4796313391174559,0.13778855513616364
200,200,200,200,07-19,10.652081913121018,-0.25160729063031845,0.18142055133336357
201,201,201,201,07-20,11.952909393845664,0.8201874225557481,0.40668653528174376
202,202,202,202,07-21,10.174450540025648,-0.6451435497584295,0.4239385613464865
203,203,203,203,07-22,12.46612968245394,1.2430465642797208,0.18518011613092691
204,204,204,204,07-23,12.046763455026117,0.8975168825147433,0.3664765307371267
205,205,205,205,07-24,9.8009058763465,-0.9529193321759014,0.0018620455730770646
206,206,206,206,07-25,11.972308755305404,0.8361711970068801,0.04018886095824171
207,207,207,207,07-26,9.297733716993873,-1.3674994884285498,-0.36257978421884357
208,208,208,208,07-27,10.45355198037597,-0.4151826574474416,-0.5382836285170464
209,209,209,209,07-28,9.533109866766738,-1.1735653067827907,-0.1428319865358962
210,210,210,210,07-29,10.767262522691958,-0.1567061832744741,-0.5607018554680848
211,211,211,211,07-30,12.680642211251106,1.4197905197109997,-0.5765941891160834
212,212,212,212,07-31,8.929319633304969,-1.6710480165862514,-0.35629529354677675
213,213,213,213,08-01,9.182003433454552,-1.4628534903165409,-0.07134794854173014
214,214,214,214,08-02,12.057800557855716,0.9066107159683984,-0.08976886258422671
215,215,215,215,08-03,11.608137849542814,0.5361187632474891,-0.15793464610179506
216,216,216,216,08-04,10.633118749196486,-0.26723166752945343,0.22105517072110095
217,217,217,217,08-05,12.184249067934385,1.0107958186055896,0.6424951851829802
218,218,218,218,08-06,11.68917856471828,0.6028908843511248,0.5180749864946271
219,219,219,219,08-07,12.250990874114738,1.0657865964547346,0.42784808378091227
220,220,220,220,08-08,11.151754586813873,0.16008952383828012,0.31150502701672916
221,221,221,221,08-09,10.951092429706183,-0.0052426530348000005,0.04087780794624962
222,222,222,222,08-10,9.785891699640684,-0.965290008114552,-0.09565773212653446
223,223,223,223,08-11,10.213502323611603,-0.6129674958172876,-0.2771677723958079
224,224,224,224,08-12,10.694906916777665,-0.2163223560855797,-0.10392032358270285
225,225,225,225,08-13,10.929208378801844,-0.02327364516090619,-0.06844307797318994
226,226,226,226,08-14,12.413367690194047,1.1995742167169106,0.28138440728829467
227,227,227,227,08-15,11.20944288877172,0.2076208206222775,0.18110316910340898
228,228,228,228,08-16,12.333386293945146,1.1336749034543556,-0.07778499396130299
229,229,229,229,08-17,9.48323977149909,-1.2146549249266014,-0.16130000157913785
230,230,230,230,08-18,8.809645684534006,-1.7696513344738516,-0.31721142494035265
231,231,231,231,08-19,10.321039954612123,-0.5243636908679155,-0.0970937257530372
232,232,232,232,08-20,11.277998043906456,0.2641056765496217,-0.3058746290021512
233,233,233,233,08-21,12.81237196786132,1.5283270157461704,-0.05687352016561498
234,234,234,234,08-22,10.813013410655069,-0.1190105160403282,0.31908692361564345
235,235,235,235,08-23,11.296502037792294,0.2793517280926157,0.654628398222265
236,236,236,236,08-24,11.547444281145616,0.4861113282136989,0.949854439314874
237,237,237,237,08-25,12.764501742888674,1.4888851567718144,0.7530835646306016
238,238,238,238,08-26,13.427876985577287,2.0354619231052755,0.5399345786018871
239,239,239,239,08-27,11.379457858210788,0.347701767640536,0.5239664224846541
240,240,240,240,08-28,9.260831513673027,-1.397904432212615,0.5787104153520544
241,241,241,241,08-29,11.180219604011388,0.18354279138921767,0.35956840990378364
242,242,242,242,08-30,11.94609799412104,0.8145752854181006,0.0657328797477692
243,243,243,243,08-31,11.168677807421668,0.17403312408218982,-0.02033037364163499
244,244,244,244,09-01,11.288123946654348,0.272448742169189,0.041059462547871704
245,245,245,245,09-02,10.752732737930764,-0.16867775269588914,0.11536756789640688
246,246,246,246,09-03,9.707881223678257,-1.0295654150755749,-0.20086969531095736
247,247,247,247,09-04,11.72134202767374,0.6293914234804288,-0.1945109875847346
248,248,248,248,09-05,9.643212279077154,-1.0828482938260848,-0.3983223581446094
249,249,249,249,09-06,11.214982841307744,0.2121853704395265,0.040656570385242584
250,250,250,250,09-07,9.803939922717591,-0.95041948119006,0.2712266193857383
251,251,251,251,09-08,13.949441100075244,2.465195818483223,0.12952383394195033
252,252,252,252,09-09,11.386925833332734,0.3538548789273992,0.5078132144330978
253,253,253,253,09-10,10.689441747894096,-0.22082528918229885,0.45950790578271145
254,254,254,254,09-11,12.397970531315842,1.1868879891208,0.5157415615609617
255,255,255,255,09-12,10.863216562648747,-0.0776464814627914,0.16026753662743606
256,256,256,256,09-13,10.213441577528943,-0.6130175465205581,0.11485240093793354
257,257,257,257,09-14,11.360827583167264,0.3323516688820689,-0.0002842249836751733
258,258,258,258,09-15,11.056206214254964,0.08136406479038417,-0.17795410071513698
259,259,259,259,09-16,9.851000103085903,-0.9116450447119512,-0.0927210016363026
260,260,260,260,09-17,11.104152672326483,0.12086873473202915,0.29973828202735825
261,261,261,261,09-18,11.48389637857816,0.4337521130102149,0.5660760484110804
262,262,262,262,09-19,13.07138712423311,1.741738155461407,0.4889338664015115
263,263,263,263,09-20,13.300337909562874,1.9303782671844016,0.8417099546934654
264,264,264,264,09-21,10.494445632420367,-0.3814890272670289,0.8424151576131189
265,265,265,265,09-22,12.419966853230994,1.2050114850397726,0.9913968785968663
266,266,266,266,09-23,11.109288062487042,0.12509995224995,0.6999540892790074
267,267,267,267,09-24,12.568802924936536,1.3276424389126988,0.1738278095628321
268,268,268,268,09-25,10.949058371873061,-0.006918580445745899,0.35908029922370827
269,269,269,269,09-26,9.469009869410053,-1.2263794111126505,0.19412939149059802
270,270,270,270,09-27,11.843481188159428,0.7300259106982282,-0.029135045722612704
271,271,271,271,09-28,11.218770367878742,0.2153060386411112,-0.057305426757293644
272,272,272,272,09-29,9.48344397972165,-1.2144866710293143,-0.4007338806243929
273,273,273,273,09-30,12.363662115741096,1.1586201527046132,-0.4732130055185679
274,274,274,274,10-01,8.448162454267193,-2.0674893036483413,-0.7230693658139002
275,275,275,275,10-02,8.941206347254504,-1.6612541604777002,-0.8065922319176089
276,276,276,276,10-03,10.02399085643441,-0.7691122510737666,-0.5708529992343638
277,277,277,277,10-04,10.610544717052674,-0.28583115798114017,-0.6154806151058421
278,278,278,278,10-05,11.200131336283018,0.19994872507015551,-0.16108376603563257
279,279,279,279,10-06,12.038677330442395,0.8908544574757437,0.1090711910224819
280,280,280,280,10-07,11.757146354746284,0.6588917907729156,0.07780253196318547
281,281,281,281,10-08,10.908514010961037,-0.04032441812901342,-0.0005314652074250026
282,282,282,282,10-09,9.796287936336046,-0.9567242054295452,0.14352851034923278
283,283,283,283,10-10,10.04010516398774,-0.755835141004803,-0.10792155074221525
284,284,284,284,10-11,12.249197017076805,1.0643085784101023,-0.16577658923057095
285,285,285,285,10-12,10.207581437879274,-0.6178459090729446,-0.3309683609730251
286,286,286,286,10-13,11.335837555375653,0.31176155984278137,-0.09308363206596894
287,287,287,287,10-14,9.705563518883695,-1.0314750485837385,0.05923546834102969
288,288,288,288,10-15,11.528599108242213,0.470584168012792,-0.18875884659588085
289,289,289,289,10-16,11.149314992386751,0.15807946143718882,-0.03369156926663486
290,290,290,290,10-17,10.44326637029588,-0.42365731121136097,-0.0141512285809762
291,291,291,291,10-18,11.33680389006736,0.31255775490253146,0.037210261154405254
292,292,292,292,10-19,11.478133156392753,0.4290036039567333,-0.13285087999125952
293,293,293,293,10-20,10.079585352412607,-0.7233061101714497,-0.24011092215674276
294,294,294,294,10-21,10.290189160418915,-0.5497826788611967,-0.11623554552880709
295,295,295,295,10-22,10.368231775334216,-0.4854807915557106,-0.35187916561029037
296,296,296,296,10-23,11.345344867905116,0.31959494855625303,-0.43624170665649675
297,297,297,297,10-24,9.620812798369096,-1.101303965586368,-0.2339177538787974
298,298,298,298,10-25,10.863792870590567,-0.0771716423205049,0.032067027449601194
299,299,299,299,10-26,11.552937783866765,0.4906376064947464,0.39931095645992953
300,300,300,300,10-27,12.227128998336086,1.0461260091091948,0.4280776407953457
301,301,301,301,10-28,13.042555444458294,1.7179827825062592,0.7676278689300439
302,302,302,302,10-29,11.554828044407834,0.4921950545687503,1.1542200946657781
303,303,303,303,10-30,12.093466912500322,0.9359974032218202,1.027356309870452
304,304,304,304,10-31,13.679013648700035,2.2423817120939007,1.0356434547253606
305,305,305,305,11-01,10.629097263624256,-0.27054510227720985,0.9456512855774378
306,306,306,306,11-02,12.287477191687206,1.0958488782386453,0.8157162900900992
307,307,307,307,11-03,12.387219388565759,1.1780297676187232,0.8100310499467022
308,308,308,308,11-04,10.608622521512595,-0.2874149183552819,0.6096970793146567
309,309,309,309,11-05,12.052066167439365,0.9018859623614376,0.7141201155607271
310,310,310,310,11-06,12.220152556469914,1.0403778883016286,0.5276694163218565
311,311,311,311,11-07,11.389520991219255,0.3559931151992121,0.43001031189606637
312,312,312,312,11-08,10.929716099644148,-0.02285531719457776,0.6448156609846
313,313,313,313,11-09,11.676051595608163,0.5920751410639826,0.4395262599128165
314,314,314,314,11-10,12.172866295044846,1.0014171761759196,0.3161604495396652
315,315,315,315,11-11,10.557118910486516,-0.329850444069263,0.2915515500202728
316,316,316,316,11-12,11.321784794392322,0.3001830260627207,0.40079830394396493
317,317,317,317,11-13,11.210315408071397,0.20833971808285773,0.28325962690631634
318,318,318,318,11-14,11.725266840483995,0.6326252063475756,0.1083004230089244
319,319,319,319,11-15,10.820117865440297,-0.11315692116190885,-0.05939333338705849
320,320,320,320,11-16,10.89878794234118,-0.048338047208432114,0.23867154098926655
321,321,321,321,11-17,9.3359486025044,-1.3360129824451603,0.31754838311697986
322,322,322,322,11-18,13.492336532653143,2.088572272320671,0.29595764100504107
323,323,323,323,11-19,11.784708037015236,0.6816007708491374,0.49348141127543105
324,324,324,324,11-20,11.568039918259535,0.5030807536759427,0.5315733118040192
325,325,325,325,11-21,12.258514670180599,1.071985700460431,1.0028313386883458
326,326,326,326,11-22,11.176178698561573,0.18021335596309704,0.9677074353761914
327,327,327,327,11-23,12.76771805055979,1.4915351788607998,0.8177301618237287
328,328,328,328,11-24,13.236559163554473,1.877828852447744,0.6844499988466669
329,329,329,329,11-25,10.692551732150172,-0.2182628704656391,0.5866074779073562
330,330,330,330,11-26,10.597474399491636,-0.29660022418642795,0.5543731353355842
331,331,331,331,11-27,11.546011211512376,0.4849305748245668,0.13273402773685974
332,332,332,332,11-28,10.941443530765458,-0.013192699467535554,-0.18248546189772918
333,333,333,333,11-29,9.697280784739363,-1.0382994667315468,-0.12771522535125343
334,334,334,334,11-30,10.941085023598614,-0.013488085359789764,-0.28645579149225986
335,335,335,335,12-01,11.091396555411077,0.11035854881321536,-0.24581925304083074
336,336,336,336,12-02,9.441502524272128,-1.2490436210324662,-0.3194961954145044
337,337,337,337,12-03,11.841932390944235,0.7287498055331415,-0.11071428203929483
338,338,338,338,12-04,10.404917327624153,-0.4552543537095776,-0.14126530672984713
339,339,339,339,12-05,11.21766102391449,0.21439201351971074,-0.2209095449368085
340,340,340,340,12-06,10.718608021279973,-0.19679423350310368,0.03465449091274886
341,341,341,341,12-07,10.511415636678876,-0.36750688042855295,-0.14432183209535807
342,342,342,342,12-08,11.30255697898069,0.28434059406487805,-0.053800206095195986
343,343,343,343,12-09,10.538600792997206,-0.34510813251550004,-0.26452720287066095
344,344,344,344,12-10,11.064108965270048,0.08787540229139483,-0.24111168297236182
345,345,345,345,12-11,9.683116404705247,-1.049969967133079,-0.21899189996926505
346,346,346,346,12-12,10.889123240572014,-0.056301114113308674,0.06238751948827606
347,347,347,347,12-13,10.67249511156764,-0.2347881824099725,0.4098708211891621
348,348,348,348,12-14,13.351602809329956,1.9726171108101247,0.26427433537634853
349,349,349,349,12-15,13.069024701891635,1.7397916776898161,0.7985967935666648
350,350,350,350,12-16,10.003854193462656,-0.7857035125854865,0.7652450471463231
351,351,351,351,12-17,13.574130207802687,2.1559647820088186,0.7761416536010312
352,352,352,352,12-18,10.646250975538504,-0.2564115926353586,0.272284684735278
353,353,353,353,12-19,10.75184578356782,-0.16940854368172442,-0.2482850489061712
354,354,354,354,12-20,9.682443127583653,-1.0505247023843942,-0.1141040198990475
355,355,355,355,12-21,9.278160237886317,-1.383626724158879,-0.5009905653032941
356,356,356,356,12-22,10.980979949600297,0.01938266145725567,-0.7464236186344361
357,357,357,357,12-23,10.756766151088424,-0.16535449041666078,-0.9843354393993661
