,unnamed: 0,unnamed: 0,unnamed: 0.1,mth_day,politics,politics_norm,politics_ravg
94,94,94,94,04-04,3.650335917030087,-0.4745267785836405,0.34749164087782747
95,95,95,95,04-05,3.6063279099541137,-0.5536530194618413,0.4272635113770427
96,96,96,96,04-06,4.265410555785111,0.6313752437502316,0.40125648857907265
97,97,97,97,04-07,5.007048277540326,1.964837241123928,0.2979979059762789
98,98,98,98,04-08,4.456444244534112,0.9748531396183502,0.28297972628532264
99,99,99,99,04-09,3.494400341826381,-0.7548983905893478,0.15299427011711514
100,100,100,100,04-10,3.6002195345931765,-0.5646358567293781,-0.1352347727351593
101,101,101,101,04-11,3.172560238597437,-1.3335657564710863,-0.6232533551187754
102,102,102,102,04-12,3.3035764827976903,-1.097999013363415,-0.7394446850259415
103,103,103,103,04-13,3.378506975308832,-0.9632742531777688,-0.5031331627842374
104,104,104,104,04-14,4.068708230895425,0.27770516017535346,-0.2425599332100373
105,105,105,105,04-15,4.282983170546003,0.6629707428608771,0.2017530398862455
106,106,106,106,04-16,4.4697648386772375,0.9988035207158222,0.4950878669730934
107,107,107,107,04-17,4.655253836596094,1.3323120821066103,0.6881781968774141
108,108,108,108,04-18,4.282448801471725,0.6620099491576725,0.5714180556926455
109,109,109,109,04-19,4.022858622278512,0.19526772624815544,0.5775542235752383
110,110,110,110,04-20,3.6790740668743793,-0.42285568693325815,0.34326224309949716
111,111,111,111,04-21,4.303459855645616,0.699787750156434,-0.07636442803912775
112,112,112,112,04-22,3.6879213172220817,-0.4069483621386245,-0.2698616986604311
113,113,113,113,04-23,3.2549396064916745,-1.1854479447251391,-0.304987454693992
114,114,114,114,04-24,3.6367391739064514,-0.4989736745701474,-0.009337810381456516
115,115,115,115,04-25,3.905642297864464,-0.015486809953210253,-0.1260794268495085
116,116,116,116,04-26,4.665671041115291,1.3510421789419549,0.03775241726396996
117,117,117,117,04-27,3.9138875094884265,-0.0006619486518779568,0.4239472750711803
118,118,118,118,04-28,4.234636000618754,0.5760427025422463,0.42850334676979324
119,119,119,119,04-29,4.54369027982992,1.1317212021181224,0.3741623886965335
120,120,120,120,04-30,3.651943002623136,-0.4716372443784692,-0.010359927035366886
121,121,121,121,05-01,3.724303927114538,-0.3415325583927688,0.15729824466147066
122,122,122,122,05-02,3.382501720511727,-0.9560917154494476,0.18963870735318653
123,123,123,123,05-03,4.473370830658956,1.0052870815291473,-0.1748994460999973
124,124,124,124,05-04,4.3425576682107785,0.7700854786925416,-0.10392876336347513
125,125,125,125,05-05,3.327209062581822,-1.0555077186009805,0.00849603814151223
126,126,126,126,05-06,3.8887755583005776,-0.04581314795933628,0.3336604884373024
127,127,127,127,05-07,4.099470855701141,0.3330162506371554,0.12414671884672394
128,128,128,128,05-08,4.467591011041726,0.9948949863252934,0.036549016381737263
129,129,129,129,05-09,3.7742133815758763,-0.2517955360143233,0.3825612471833973
130,130,130,130,05-10,4.050239954102347,0.2444992639026216,0.5340330017254971
131,131,131,131,05-11,4.481868391711249,1.02056566620898,0.3467812494772944
132,132,132,132,05-12,4.3942440328583245,0.8630173792932625,0.2193570955431264
133,133,133,133,05-13,3.474602821041535,-0.7904942628520606,0.3858477195038143
134,134,134,134,05-14,4.042370527489371,0.2303500627202853,0.23392854555685347
135,135,135,135,05-15,4.3298005402245625,0.7471482077498043,0.1801260505442092
136,136,136,136,05-16,3.5432784196355342,-0.6670157797791434,-0.00871597319403472
137,137,137,137,05-17,4.302326897895097,0.6977506961331144,0.0696432461119271
138,138,138,138,05-18,3.7640691863338014,-0.270034763136201,0.3068963967413603
139,139,139,139,05-19,3.736091275901361,-0.3203389470162897,0.4000138463849701
140,140,140,140,05-20,4.834095615082171,1.6538689664968844,0.5017673017179919
141,141,141,141,05-21,4.640537914122091,1.3058529056114632,0.3212153153217004
142,142,142,142,05-22,3.882834556709705,-0.05649504778101341,0.3763568783406674
143,143,143,143,05-23,3.6998163016588927,-0.3855612222446342,0.49729162728235526
144,144,144,144,05-24,3.948079213999919,0.06081461497760071,0.2788118359620504
145,145,145,145,05-25,4.139656305258627,0.4052695466338376,-0.15129003690117251
146,146,146,146,05-26,4.105018123544464,0.3429902185750555,0.22780068074247894
147,147,147,147,05-27,3.2052674358879547,-1.2747583315678743,0.4561761927581993
148,148,148,148,05-28,5.147878375246051,2.2180492580808955,0.4901320278367198
149,149,149,149,05-29,4.461916285473673,0.9846918498496879,0.32685005592539945
150,150,150,150,05-30,4.06139145634741,0.2645496254487233,0.6402049748651536
151,151,151,151,05-31,3.594776571645608,-0.5744222848340842,0.8124555228454678
152,152,152,152,06-01,5.150698444277931,2.22311973221358,0.795458112509194
153,153,153,153,06-02,3.7800757359076536,-0.2412550436859883,0.5487047918395915
154,154,154,154,06-03,5.09115720567829,2.116064796063252,0.8521621746491438
155,155,155,155,06-04,3.6384886770197387,-0.4958280741679264,1.1166402838525102
156,156,156,156,06-05,5.0740432266112725,2.0852939223060365,0.7715459977054863
157,157,157,157,06-06,4.477352645429625,1.0124463703861144,0.9673164164990408
158,158,158,158,06-07,3.9991023402739407,0.15255401533143587,0.5305233417991938
159,159,159,159,06-08,4.433370967419648,0.9333674690753392,0.812963228411775
160,160,160,160,06-09,3.6335578675485216,-0.5046936521358294,0.5190154612291662
161,161,161,161,06-10,4.581004059322548,1.1988112455075606,0.34797352720940283
162,162,162,162,06-11,4.0931254975824425,0.32160731921038344,0.18254011674474713
163,163,163,163,06-12,3.9065775478826623,-0.013805233732466076,0.2140793663625947
164,164,164,164,06-13,3.447043153521644,-0.840046447456498,0.5391542597230237
165,165,165,165,06-14,4.538618948742784,1.1226029667824244,0.46586503202030216
166,166,166,166,06-15,4.7183483023107256,1.4457557080267445,0.5302809442478232
167,167,167,167,06-16,4.336434408430218,0.7590758792912317,0.4879340709867182
168,168,168,168,06-17,4.308084471216309,0.7081027925755101,0.826306130170663
169,169,169,169,06-18,3.7652640106209567,-0.26788647329909554,0.7668350974071781
170,170,170,170,06-19,4.576206865302209,1.1901859076471708,0.6971211412509843
171,171,171,171,06-20,4.340161273896366,0.7657767702015149,0.733251353862785
172,172,172,172,06-21,4.4857095032146015,1.0274719710895828,0.8197307403099908
173,173,173,173,06-22,4.457002652387926,0.9758571549620352,0.9478016882895237
174,174,174,174,06-23,4.596670311396894,1.2269791112587456,0.6950518730323578
175,175,175,175,06-24,4.192642876773765,0.5005392145781021,0.7505416411519987
176,176,176,176,06-25,3.7327686682006944,-0.32631298389582475,0.442359732628284
177,177,177,177,06-26,4.525333278603041,1.0987153789193602,0.39510462904378935
178,178,178,178,06-27,3.4572917651439643,-0.8216194800527056,0.4944708316256558
179,179,179,179,06-28,4.299310116270348,0.6923265334550674,0.5734511396683911
180,180,180,180,06-29,4.928260072098398,1.8231763267499441,0.5583315410896584
181,181,181,181,06-30,4.4562039343923745,0.9744210628345142,0.5524620363184637
182,182,182,182,07-01,3.682313846094616,-0.4170305753682203,0.8698183698019758
183,183,183,183,07-02,4.505746461033826,1.063498350292192,0.9933313331640572
184,184,184,184,07-03,4.5163249971949275,1.0825185208483674,0.5862392045897754
185,185,185,185,07-04,4.711478770205007,1.4334043136275558,0.5110794502349751
186,186,186,186,07-05,3.5697742087969573,-0.6193764446957469,0.64680472103439
187,187,187,187,07-06,4.205392246783009,0.5234625367057123,0.8138294768768158
188,188,188,188,07-07,4.1352355528333415,0.3973210494282691,0.4809558154627404
189,189,189,189,07-08,5.063116043265644,2.0656468853467462,0.18093447727954284
190,190,190,190,07-09,3.405509701207456,-0.9147234476360848,0.461220804602781
191,191,191,191,07-10,3.71029324485952,-0.3667237154716296,0.5761415797889304
192,192,192,192,07-11,4.50510306096321,1.062341519243682,0.6191868653201298
193,193,193,193,07-12,4.58888835867489,1.2129871878226088,0.14352589690397707
194,194,194,194,07-13,4.278879725175127,0.6555927626154653,0.4965460762384006
195,195,195,195,07-14,3.4758126886646514,-0.78831892515017,0.5146898642147378
196,196,196,196,07-15,4.5835548890756534,1.2033976283704564,0.42907874063590806
197,197,197,197,07-16,3.770839931328049,-0.25786098761360604,0.25868853001104275
198,198,198,198,07-17,4.219414655416033,0.5486747777707038,0.2797694667030474
199,199,199,199,07-18,4.020288093203046,0.1906459240734169,0.3151503111325981
200,200,200,200,07-19,4.349227817096082,0.7820783827674932,0.01607018293738653
201,201,201,201,07-20,3.593880255231323,-0.5760338585728659,-0.01130607377621328
202,202,202,202,07-21,3.585510226383431,-0.5910831408008131,-0.40357767397753724
203,203,203,203,07-22,3.679484056023399,-0.4221185278952049,-0.4343818348058808
204,204,204,204,07-23,2.9103856026695705,-1.8049548234372401,-0.5526247347918429
205,205,205,205,07-24,3.917493138255809,0.005820959103355681,-0.5591346572775854
206,206,206,206,07-25,3.954645616184316,0.0726209828517201,-0.525592695035009
207,207,207,207,07-26,3.57215633318193,-0.6150933934873202,-0.513950463345466
208,208,208,208,07-27,3.697441355323489,-0.38983136734535534,-0.3573382363628683
209,209,209,209,07-28,3.718334738847737,-0.3522651377579469,-0.196887312237959
210,210,210,210,07-29,3.4330080791127475,-0.8652814615416539,-0.5421504786733081
211,211,211,211,07-30,4.452925530281458,0.9685265038528118,-0.5303420190100959
212,212,212,212,07-31,2.8024859505976356,-1.9989580157603744,-0.4368306826676002
213,213,213,213,08-01,3.6115617266883584,-0.5442426355080471,-0.44944475527938693
214,214,214,214,08-02,4.009493147935164,0.17123665070961888,-0.1726330218297419
215,215,215,215,08-03,3.6762409764805217,-0.4279495734286671,-0.2311745664970923
216,216,216,216,08-04,4.356742045682658,0.7955889391562164,0.010303724672066009
217,217,217,217,08-05,4.257569601575718,0.6172772358487094,0.03558712637129915
218,218,218,218,08-06,3.6083105338347763,-0.5500882687454246,0.3401961105420161
219,219,219,219,08-07,3.695933644919424,-0.39254222531264826,0.3485010684467271
220,220,220,220,08-08,5.0259878669064335,1.9988905557339205,0.15225655927347428
221,221,221,221,08-09,3.7039550173989135,-0.37811982600040056,-0.10974905198251377
222,222,222,222,08-10,3.701864751945576,-0.3818781158833007,-0.26817149598633616
223,223,223,223,08-11,3.3832443714528613,-0.9547564316872188,-0.35086501878183723
224,224,224,224,08-12,3.079647276791261,-1.5006229327683591,-0.9280680271901285
225,225,225,225,08-13,3.4199814124414503,-0.8887033620856547,-0.5599288648920975
226,226,226,226,08-14,3.0998338783145174,-1.464327494715827,-0.5538810736842511
227,227,227,227,08-15,4.932452973036137,1.8307151477877857,-0.35544981095117834
228,228,228,228,08-16,3.722046519863397,-0.3455913686362225,-0.30563064447571076
229,229,229,229,08-17,4.0454189661914235,0.2358311447112177,-0.25422612183636284
230,230,230,230,08-18,3.2458962131571107,-1.2017079339155534,-0.020415998226213167
231,231,231,231,08-19,3.5915207579942114,-0.5802762262495673,-0.2442997009195229
232,232,232,232,08-20,3.8800694204104715,-0.06146675305492886,-0.317031901397368
233,233,233,233,08-21,4.1853423713214495,0.4874129316279272,-0.29001275780892716
234,234,234,234,08-22,3.4793356954070367,-0.7819845715032925,0.0321242283608244
235,235,235,235,08-23,4.135583137952634,0.3979460062418625,-0.040219600590211346
236,236,236,236,08-24,4.320882711399578,0.7311139831029559,0.17121778630735265
237,237,237,237,08-25,3.35010594785954,-1.0143391999557818,0.19175913861190316
238,238,238,238,08-26,4.585646072259997,1.2071575683304552,0.36475628236671476
239,239,239,239,08-27,4.253889844387452,0.6106610454552301,0.3285656949142014
240,240,240,240,08-28,4.0566354211607765,0.255998291025577,0.3917738550193135
241,241,241,241,08-29,4.014813420269815,0.1808024815267824,0.6018996647190762
242,242,242,242,08-30,4.531811358555723,1.1103629437336286,0.4603684391502862
243,243,243,243,08-31,4.051305803999254,0.2464156582427945,0.5122001331017393
244,244,244,244,09-01,4.113349617341327,0.3579702149177152,0.5668580848171901
245,245,245,245,09-02,4.426854680997322,0.9216512091639486,0.5525864084812483
246,246,246,246,09-03,4.239031614824598,0.5839460013182824,0.10874811287810127
247,247,247,247,09-04,3.967188155158718,0.0951724235111308,-0.07356790884075495
248,248,248,248,09-05,3.0507017820077165,-1.5526668298852533,0.003968493903076122
249,249,249,249,09-06,3.4429085376953643,-0.8474804720703428,-0.16524330412872626
250,250,250,250,09-07,4.37209229406081,0.8231886313807016,-0.49245442927805555
251,251,251,251,09-08,3.862186834593415,-0.09361957902686564,-0.7477793684578806
252,252,252,252,09-09,3.1471124726218465,-1.3793207495776934,-0.5680626993917377
253,253,253,253,09-10,3.1151566466182574,-1.4367772115678192,-0.18810265218493885
254,254,254,254,09-11,3.6504248844440492,-0.4743668154883954,-0.07610566992739108
255,255,255,255,09-12,4.710853350476481,1.4322798111704502,0.18197331728835434
256,256,256,256,09-13,4.745831569399166,1.4951705249259883,0.3643129733196966
257,257,257,257,09-14,4.723408732878708,1.454854344267607,0.5780155317604804
258,258,258,258,09-15,3.755588607754553,-0.2852828133896398,0.6110733628577524
259,259,259,259,09-16,3.828292284022708,-0.1545618609231159,0.27320532810396525
260,260,260,260,09-17,3.7607404446449535,-0.27601982890476323,0.05940301278684068
261,261,261,261,09-18,3.5833715922761185,-0.5949283973522729,0.058208519950235904
262,262,262,262,09-19,4.032363038537034,0.21235663302324084,0.049591834426347264
263,263,263,263,09-20,4.7194226532705725,1.4476873872479783,0.05332029830107408
264,264,264,264,09-21,3.7268343168924014,-0.3369829265329716,0.3709066855873993
265,265,265,265,09-22,3.840734345929887,-0.13219107767475505,0.6547551835074267
266,266,266,266,09-23,4.820541377216228,1.6294984948131883,0.2591893197551655
267,267,267,267,09-24,4.530587577743999,1.1081625901678915,-0.16859747995739627
268,268,268,268,09-25,2.7123408710879846,-2.161038549490326,-0.19451384490404452
269,269,269,269,09-26,3.291877684637165,-1.1190334110273925,-0.09956675278607441
270,270,270,270,09-27,3.6403501700937775,-0.4924811162128611,-0.5119927953432867
271,271,271,271,09-28,4.157577324092031,0.4374914750330657,-1.1410153361479642
272,272,272,272,09-29,3.4442559883694184,-0.8450577605300853,-1.120178234802231
273,273,273,273,09-30,2.431509336231932,-2.6659726546601736,-0.8321329982446914
274,274,274,274,10-01,2.781875272820325,-2.036015941415928,-0.997886785863626
275,275,275,275,10-02,4.253098387246098,0.6092380083178458,-1.3707187644093262
276,276,276,276,10-03,3.0872218694862537,-1.4870038419264688,-1.3114725219721322
277,277,277,277,10-04,2.9134192166511954,-1.7995003962411358,-0.8774592802383797
278,278,278,278,10-05,3.641963527167905,-0.4895803059069205,-0.5212558637373376
279,279,279,279,10-06,3.879832239074178,-0.061893204257660275,-0.538149889682097
280,280,280,280,10-07,3.9705430750474178,0.10120455759032487,-0.4788558242584382
281,281,281,281,10-08,4.196722216327294,0.5078738526492897,-0.3904110924874735
282,282,282,282,10-09,3.2850889958731333,-1.1312394493845166,-0.379176000697285
283,283,283,283,10-10,3.208563507981848,-1.2688320056153477,-0.5005867940229264
284,284,284,284,10-11,3.6794555647155684,-0.4221697551657892,-0.6615475121852653
285,285,285,285,10-12,3.474678626886364,-0.7903579642115083,-0.7855482251048321
286,286,286,286,10-13,3.4334094759867195,-0.8645597513837084,-0.42900884048259624
287,287,287,287,10-14,3.78292591883933,-0.2361304248681119,-0.42559424468498347
288,288,288,288,10-15,4.474877939756196,1.0079968583488987,-0.6118314826441746
289,289,289,289,10-16,3.2199581771349735,-1.2483444308296714,-0.49852753249298615
290,290,290,290,10-17,3.057973012660516,-1.5395931829209366,-0.29248462092732086
291,291,291,291,10-18,3.852779316466546,-0.11053426330437753,-0.1268161276940582
292,292,292,292,10-19,4.120984506178813,0.3716977180102833,-0.07288869676134412
293,293,293,293,10-20,4.33576958801082,0.7578805345314641,0.3691734304314316
294,294,294,294,10-21,4.654836350700734,1.3315614439451833,0.7027370999836259
295,295,295,295,10-22,4.695140594922179,1.4040283323269829,0.6613476688106722
296,296,296,296,10-23,4.1710908987385436,0.4617888343922294,0.5279923384471074
297,297,297,297,10-24,3.7146608091511055,-0.3588708503420992,0.32732501037251444
298,298,298,298,10-25,3.675971403790271,-0.4284342641711055,0.19554711179368464
299,299,299,299,10-26,3.666133136501625,-0.4461234339160937,-0.09025169795468994
300,300,300,300,10-27,4.215087213467672,0.5408940524722048,-0.2857778524141499
301,301,301,301,10-28,3.741416325795957,-0.3107645261632645,-0.13140563537424835
302,302,302,302,10-29,3.518610788968004,-0.7113680923645302,0.0909926010083027
303,303,303,303,10-30,4.229808265501251,0.5673624518973098,0.8357972409615315
304,304,304,304,10-31,4.418124933525591,0.9059551541242008,1.0495203176384733
305,305,305,305,11-01,6.1515817690785575,4.02270440580328,1.165731070417931
306,306,306,306,11-02,4.928291321205502,1.8232325125338549,1.278317349862901
307,307,307,307,11-03,4.12921715448652,0.3864999905134803,1.1882119749402664
308,308,308,308,11-04,3.8943165771475696,-0.03585041569470837,1.2756532646238836
309,309,309,309,11-05,3.9291223287120327,0.026730202361501795,0.945065033731729
310,310,310,310,11-06,4.709920690717111,1.4306028922259058,0.7295871060504021
311,311,311,311,11-07,5.04839306382488,2.039175020450352,0.8861716325860135
312,312,312,312,11-08,4.209231191908112,0.5303649464458928,0.921687096810133
313,313,313,313,11-09,4.65174719321598,1.326007149727149,1.0206907526378066
314,314,314,314,11-10,4.0128333763940365,0.17724236965000892,0.8869779549959732
315,315,315,315,11-11,4.259502253590672,0.6207521373275439,0.5631263825823732
316,316,316,316,11-12,4.263714702959302,0.6283261063749047,0.6659812034709535
317,317,317,317,11-13,3.9676849094505777,0.09606558596875164,0.41688895454206776
318,318,318,318,11-14,4.55246263840866,1.1474938717773748,0.11973287152124597
319,319,319,319,11-15,3.8205144695252553,-0.16854634384616538,0.0018329107650372396
320,320,320,320,11-16,3.0212093442822083,-1.6056941284749218,-0.17804452108772417
321,321,321,321,11-17,3.866064457256864,-0.08664762720970852,-0.10327408562777385
322,322,322,322,11-18,3.663455127430917,-0.4509384847416638,-0.008827929144920069
323,323,323,323,11-19,4.217197421325887,0.5446881987284536,0.38367177334504504
324,324,324,324,11-20,4.8676339704470815,1.7141708106744975,0.4159372913159321
325,325,325,325,11-21,5.130304710496091,2.1864518710936256,0.4306019975437305
326,326,326,326,11-22,3.1288809177637638,-1.4121010206495992,0.7568523340164756
327,327,327,327,11-23,3.9150012818761533,0.0013406101570819465,0.8031989957321057
328,328,328,328,11-24,4.752168071962074,1.5065635340948067,0.5556053543843298
329,329,329,329,11-25,4.371858443567708,0.8227681690222355,0.39356841627116257
330,330,330,330,11-26,4.04140217178211,0.22860896258784216,0.6108751784536981
331,331,331,331,11-27,4.589579714092182,1.2142302424146223,0.7318431299600437
332,332,332,332,11-28,3.8540439550807983,-0.1082604475543862,0.6808247895632316
333,333,333,333,11-29,4.318677109776419,0.7271483191951561,0.7044808024721382
334,334,334,334,11-30,4.581917434984887,1.2004534917139331,0.813217333534381
335,335,335,335,12-01,4.4507996877312195,0.9647042464756744,0.7262370119069418
336,336,336,336,12-02,4.404261165862466,0.8810281489612988,0.6756467559020973
337,337,337,337,12-03,4.299322229305841,0.6923483126499865,0.5222178274806467
338,338,338,338,12-04,3.685221856151805,-0.4118019835834525,1.1545538843097207
339,339,339,339,12-05,3.80667745256861,-0.1934252513335478,1.0545163928024568
340,340,340,340,12-06,6.692053037622385,4.994469832688378,0.8520847949430048
341,341,341,341,12-07,4.1169698038454685,0.3644792974320905,0.649555060100969
342,342,342,342,12-08,3.7287372618737193,-0.3335614381954126,0.49328859177101725
343,343,343,343,12-09,3.6234708375221962,-0.5228300964022288,0.5075421441252979
344,344,344,344,12-10,3.1637531928353484,-1.349400793563163,-0.4462634640482343
345,345,345,345,12-11,3.8542422370878575,-0.10790393720786386,-0.6506897301601637
346,346,346,346,12-12,3.509158198610666,-0.7283638163528143,-0.5080218429329713
347,347,347,347,12-13,3.4347895966939537,-0.8620782992394859,-0.14437078324504105
348,348,348,348,12-14,4.204826810998618,0.5224458851677423,0.20627310633260199
349,349,349,349,12-15,4.83699178053522,1.6590762617253525,0.2751361896693824
350,350,350,350,12-16,4.333868588366365,0.7544625439026952,0.3843901293227006
351,351,351,351,12-17,4.084041632973978,0.3052745628128189,0.5288961108540211
352,352,352,352,12-18,3.873743809855025,-0.07284017843290487,0.2577403722812429
353,353,353,353,12-19,3.9170129542428036,0.004957589948436755,-0.026606077119675442
354,354,354,354,12-20,3.29996716928986,-1.1044885462689271,-0.15456508406730704
