,unnamed: 0,unnamed: 0,mth_day,ensemble cast,ensemble cast_norm,ensemble cast_ravg
47,47,47,02-17,6.5476008806375035,-0.7548701416007351,-0.2713693142325491
48,48,48,02-18,6.4629313866400215,-0.847986634188713,-0.4212653942456297
49,49,49,02-19,8.012747119980673,0.8564454869083857,-0.35049944607368894
50,50,50,02-20,7.1665608914420895,-0.07415997626002764,-0.059824590066418104
51,51,51,02-21,6.85799760214799,-0.4135068872186614,-0.12344950652282072
52,52,52,02-22,8.029737236763799,0.8751306119612409,-0.05241778986289044
53,53,53,02-23,6.2004815251545295,-1.1366196403391506,-0.09367073671461479
54,54,54,02-24,6.850460126622564,-0.4217963342291313,0.08810593222834057
55,55,55,02-25,7.7876828350985665,0.6089278057980396,-0.02702382706771153
56,56,56,02-26,8.158282431989134,1.0165000373977044,-0.18469934796467788
57,57,57,02-27,6.229882548022305,-1.104285442994974,-0.05160179266278305
58,58,58,02-28,7.169504670066424,-0.07092251342055719,-0.13165544607534088
59,59,59,02-29,6.926623737764131,-0.3380343085277817,-0.5554253906776897
60,60,60,03-01,6.413710278853952,-0.9021182547044784,-0.8620148484858
61,61,61,03-02,5.475715162115943,-1.933691861816053,-0.6889007255551048
62,62,62,03-03,6.485617996112829,-0.8230367094509573,-0.889561095716787
63,63,63,03-04,7.1743437139222905,-0.06560070541080372,-0.9921737439176147
64,64,64,03-05,6.074759054027367,-1.2748847343906502,-1.016013990798597
65,65,65,03-06,6.366798463458594,-0.9537101977327472,-0.8783754388147195
66,66,66,03-07,6.283644707175722,-1.0451597359903726,-0.9473045316652757
67,67,67,03-08,6.2266317544700005,-1.1078605499127878,-1.1212952961231493
68,68,68,03-09,6.1095605705489575,-1.236611266554295,-0.930267591209517
69,69,69,03-10,6.2250998424589525,-1.1095452921580449,-0.8538240458625085
70,70,70,03-11,7.116951602200673,-0.1287185049088549,-0.7931240613719792
71,71,71,03-12,6.783852593657249,-0.4950489256506968,-0.798146412702366
72,72,72,03-13,6.614806470014608,-0.6809598290471972,-0.7078546516640495
73,73,73,03-14,6.199231241370585,-1.1379946578951077,-0.6973586337426956
74,74,74,03-15,6.602166606715929,-0.6948607003243962,-0.9125193971798374
75,75,75,03-16,6.282363115700258,-1.046569184629922,-1.1998191149609967
76,76,76,03-17,5.943095985734717,-1.4196830855317062,-1.204794314852226
77,77,77,03-18,5.21642746493473,-2.2188472323376534,-1.161357741049117
78,78,78,03-19,6.587663201687869,-0.7108110283945724,-1.1739004833778381
79,79,79,03-20,6.436208770657487,-0.8773752150764527,-0.7585788725373493
80,80,80,03-21,6.5337369902131215,-0.7701171542967242,-0.42251441907006204
81,81,81,03-22,8.548239094836314,1.4453604804130116,0.07260910972884256
82,82,82,03-23,7.776567571795459,0.5967036352720174,0.05304110324118252
83,83,83,03-24,7.917679895166197,0.7518939404557743,0.2016279886813973
84,84,84,03-25,6.480905752273572,-0.8282190673205327,0.3094466395640162
85,85,85,03-26,7.2468563405065085,0.014146097564836068,0.20428308527316932
86,86,86,03-27,7.121964726890208,-0.12320524900101085,0.01330120204009283
87,87,87,03-28,7.974496806141111,0.8143791546679303,-0.12582854050637626
88,88,88,03-29,6.734625013612045,-0.5491876641264416,-0.08062383411685137
89,89,89,03-30,7.158627793395104,-0.08288451482304025,-0.29067330037634403
90,90,90,03-31,6.727529707488997,-0.5569908289833833,-0.33031073030546776
91,91,91,04-01,6.100886500255339,-1.24615069999212,-0.6906411947363743
92,92,92,04-02,6.905714240503683,-0.3610298285757535,-0.6754656671554492
93,93,93,04-03,6.008636801282113,-1.3476036319175086,-0.6110615264954874
94,94,94,04-04,6.817418353806281,-0.4581344986408916,-0.4847577137943429
95,95,95,04-05,7.5099983733728335,0.3035403291367306,-0.43101282404587987
96,96,96,04-06,7.416607202622615,0.20083204722348386,-0.26791118908641964
97,97,97,04-07,6.394103254461586,-0.9236813615013414,-0.15888733576900582
98,98,98,04-08,7.795550134341623,0.6175799811810075,-0.07595034666874508
99,99,99,04-09,6.603439777907518,-0.6934605120130257,-0.37053430725639713
100,100,100,04-10,7.2698988568165746,0.039487435960672834,-0.5416462776986714
101,101,101,04-11,5.902832498273008,-1.4639634343891816,-0.543580244014725
102,102,102,04-12,6.483069208336308,-0.8258397754301615,-0.6866134045514388
103,103,103,04-13,6.383552087111696,-0.9352851593976632,-0.40613976102201005
104,104,104,04-14,7.01520209990109,-0.2406189820392753,-0.5813223384474987
105,105,105,04-15,8.13362379690908,0.9893813491635468,-0.4827563412061769
106,106,106,04-16,6.314152794510153,-1.0116080285922595,-0.4968748118111612
107,107,107,04-17,6.4405804017753825,-0.8725674509412504,-0.5289189170670635
108,108,108,04-18,6.4060428688178,-0.9105505990600676,-0.6350694597027812
109,109,109,04-19,6.2087286094089125,-1.1275497909330765,-0.8678779782528482
110,110,110,04-20,6.436075084950483,-0.8775222378535815,-0.5855856289877189
111,111,111,04-21,6.863487073579629,-0.4074697621368557,-0.4869136704299352
112,112,112,04-22,7.8542591520851905,0.6821460669985165,-0.2635720685968775
113,113,113,04-23,6.978906399928798,-0.2805356995945482,-0.04909605029092923
114,114,114,04-24,7.624530800883675,0.4294990119382785,0.1398302165193307
115,115,115,04-25,7.378848452189838,0.15930631890261313,0.19995461611804202
116,116,116,04-26,7.4668027875780965,0.2560353630079781,0.2858784953578282
117,117,117,04-27,7.191508609793452,-0.0467233645445877,0.27690299311138444
118,118,118,04-28,8.323035273822795,1.1976893424372337,0.399647326787066
119,119,119,04-29,6.929938625534054,-0.3343887130732111,0.409870857524715
120,120,120,04-30,8.294188796016526,1.1659650139923678,0.24476923028551956
121,121,121,05-01,7.434625113253822,0.2206475033285074,0.2260847320479229
122,122,122,05-02,6.566055507607522,-0.7345744004271947,0.13941975396354586
123,123,123,05-03,7.089571328819551,-0.15883035397016768,0.0038044981003128495
124,124,124,05-04,7.850215928649923,0.6776994739309716,-0.3770998305200583
125,125,125,05-05,6.190060558406676,-1.1480802482526091,-0.4638246484422903
126,126,126,05-06,6.2160836696706525,-1.1194609577298589,-0.4158555005316477
127,127,127,05-07,6.96147929903226,-0.2997014042048849,-0.5022971615286691
128,128,128,05-08,6.827761465480478,-0.4467595129633391,-0.5944590918868015
129,129,129,05-09,6.6179703378347625,-0.6774803199522963,-0.31038516082173234
130,130,130,05-10,7.347406783306638,0.12472789178217733,0.036867118006381226
131,131,131,05-11,7.739886716974444,0.5563633381378058,0.13794372955872744
132,132,132,05-12,8.110592832592767,0.9640527152388224,0.2539837615395151
133,133,133,05-13,7.512924396496472,0.3067582651091923,0.48816241821577094
134,134,134,05-14,7.460842707150878,0.2494806789213869,0.6284353982023422
135,135,135,05-15,7.895582143093967,0.7275916201052391,0.9563815142816412
136,136,136,05-16,8.112696061729178,0.9663657717016052,1.0121482808249669
137,137,137,05-17,9.529066975067114,2.5240400346136003,1.1243855377589262
138,138,138,05-18,8.414840368589973,1.2986533144987762,1.398009973508004
139,139,139,05-19,8.125258784625519,0.9801818067129492,1.493040543332218
140,140,140,05-20,8.9536594065126,1.8912272934158545,1.4328227422835
141,141,141,05-21,8.414041765295035,1.2977750390505225,0.9561471240546329
142,142,142,05-22,7.784164953905154,0.6050589654092975,0.8302645766189287
143,143,143,05-23,6.928461071129585,-0.3360136747596022,0.7274997703045377
144,144,144,05-24,7.728061176315855,0.5433580298845513,0.3825005735144122
145,145,145,05-25,7.564603379150414,0.3635929688266029,0.14873793449632586
146,146,146,05-26,7.071442415092394,-0.1787678873248986,-0.09914846313472869
147,147,147,05-27,7.138699633450211,-0.10480079505799547,0.5628693528143116
148,148,148,05-28,6.431767632681968,-0.8822594203770298,0.6542479443001893
149,149,149,05-29,10.540241021331033,3.6360932209346393,0.852096820139706
150,150,150,05-30,8.226596648708258,1.0916295787998174,0.9576648179674141
151,151,151,05-31,8.644010285900594,1.5506862238637036,0.8460501532931487
152,152,152,06-01,7.647391232104857,0.4546400996413495,1.1594504670760568
153,153,153,06-02,6.529761930707178,-0.7744887831035883,0.5305157535423208
154,154,154,06-03,8.141590151710794,0.9981424623204196,0.43911040055632755
155,155,155,06-04,7.108953020311892,-0.13751506026777724,0.3754313976839014
156,156,156,06-05,7.727915173221638,0.5431974608838575,0.356143843986751
157,157,157,06-06,8.296595850393688,1.1686122066291462,0.6517792560596937
158,158,158,06-07,7.542163852941448,0.3389147774584468,0.589476140693299
159,159,159,06-08,8.142664224528211,0.9993236893340682,0.6120506449819281
160,160,160,06-09,7.801682165106468,0.6243237701220516,0.5910736913796821
161,161,161,06-10,7.2321130622490175,-0.0020680345360024025,0.43613160104583165
162,162,162,06-11,7.6134709111313725,0.4173357392703819,0.45929293145241806
163,163,163,06-12,7.451276099432214,0.23895966462604346,0.24546286556419405
164,164,164,06-13,7.668525450419875,0.4778827598979653,0.07678591914351691
165,165,165,06-14,6.9760685134774505,-0.2836567059952757,0.17124883315627412
166,166,166,06-15,6.881428965772175,-0.3877379084020113,0.09711338256982188
167,167,167,06-16,7.747475716620758,0.5647094495405408,0.28293781396671897
168,168,168,06-17,7.209009086122255,-0.027476964248331515,0.1725687117469182
169,169,169,06-18,8.465081074778317,1.3539062530074262,0.5791528484381643
170,170,170,06-19,7.066383180354602,-0.18433185342083933,0.6476551270073363
171,171,171,06-20,9.19427533147107,2.155848114152201,0.7188854609311868
172,172,172,06-21,7.255157814631878,0.023275763013020808,1.0460819995131954
173,173,173,06-22,8.136088055615755,0.9920914530836435,0.8992464233124403
174,174,174,06-23,8.99409986367435,1.9357022672437192,1.3268672885415242
175,175,175,06-24,7.663988147486178,0.4728927958028956,0.9843903499520353
176,176,176,06-25,9.399360375398985,2.381393337953664,1.2722333052762076
177,177,177,06-26,7.325819059745742,0.10098648261526892,1.096354072601603
178,178,178,06-27,8.825546692091637,1.7503334949580536,0.9857014700382383
179,179,179,06-28,7.1765412414257135,-0.06318394296398283,0.982974765434081
180,180,180,06-29,8.39041089677994,1.271786651863531,0.730736452859723
181,181,181,06-30,7.649112026659582,0.4565325681779522,0.7877111915893603
182,182,182,07-01,8.023220250344043,0.8679634625075167,0.5374424353795866
183,183,183,07-02,7.636656946663746,0.4428349149930933,0.578903057608494
184,184,184,07-03,7.460151903517103,0.2487209576994111,0.3883324779891734
185,185,185,07-04,7.40273854379676,0.1855797904094617,0.39179768558552874
186,186,186,07-05,7.35071229353221,0.12836317414760784,0.29748780861478347
187,187,187,07-06,7.668017208692879,0.4773238137560839,0.19697862577962144
188,188,188,07-07,7.508692522324222,0.302104200683045,0.16822562763725066
189,189,189,07-08,7.088307578067428,-0.16022018201787905,0.6060756990453336
190,190,190,07-09,7.303283765384115,0.07620296884518643,0.6658586208904378
191,191,191,07-10,9.791523363490672,2.81268021885796,0.7603868075477865
192,192,192,07-11,7.676870824741932,0.4870607052182324,0.9275942578671229
193,193,193,07-12,8.183735971953764,1.0444929337001765,0.9925091626740329
194,194,194,07-13,8.420928571020186,1.3053489025990634,0.9229498488661854
195,195,195,07-14,7.442464741216765,0.22926924682358074,0.3957882158011961
196,196,196,07-15,6.923788034440987,-0.3411529140018983,0.4080073465258645
197,197,197,07-16,6.915480195241343,-0.3502895795319755,0.26140482103003626
198,198,198,07-17,7.743534908845137,0.560375489566243,0.24606609061272566
199,199,199,07-18,7.383914502684593,0.16487778072520667,0.22070871063651162
200,200,200,07-19,8.337244842806061,1.2133165200951996,0.12935220009324713
201,201,201,07-20,7.304122125079711,0.07712496696629642,0.31898513044713156
202,202,202,07-21,6.4253730293591165,-0.8892919772614852,0.3292405157469464
203,203,203,07-22,7.9500632521463075,0.7875080025913311,0.23967194371634967
204,204,204,07-23,7.799485359293913,0.6219078013651322,0.0724657612932792
205,205,205,07-24,6.895253979002877,-0.3725336514583738,0.061947677749132714
206,206,206,07-25,7.425015711389668,0.21007942555677692,0.06899070078528641
207,207,207,07-26,7.246738468108437,0.014016465701417524,-0.06197088302458211
208,208,208,07-27,6.463797749627893,-0.8470338390445631,-0.08615626638508134
209,209,209,07-28,7.235574289378697,0.00173849973212002,0.14254042568905215
210,210,210,07-29,7.667536821648951,0.4767955012021369,-0.061703671998315834
211,211,211,07-30,8.142957752543516,0.999646500986427,-0.29872435441564604
212,212,212,07-31,6.3107183024646405,-1.0153851605674309,-0.13897059595893466
213,213,213,08-01,5.95362138286692,-1.4081076288025638,-0.07223155045489581
214,214,214,08-02,7.335368586337353,0.1114887116957054,-0.2647991203911448
215,215,215,08-03,7.59968344269735,0.40217277275635305,-0.22555779329879114
216,216,216,08-04,6.616943210119474,-0.6786099184153569,-0.1343223243995381
217,217,217,08-05,8.357047215088086,1.2350944635405487,0.08627520670758361
218,218,218,08-06,6.808472938939433,-0.4679723471719126,0.08534106641784661
219,219,219,08-07,7.157138449510295,-0.08452244215983347,-0.030641975871441445
220,220,220,08-08,7.330272183962878,0.10588386995728337,0.06622227970330917
221,221,221,08-09,6.966913120491908,-0.2937254809793753,-0.1973400582262128
222,222,222,08-10,7.145406897572568,-0.09742438496685324,-0.39760615921259235
223,223,223,08-11,6.919126444938687,-0.3462795640365831,-0.47605429544148126
224,224,224,08-12,5.715878342809558,-1.66956895309019,-0.09769436406903374
225,225,225,08-13,6.729147844520317,-0.5552112595331671,0.1793907042390991
226,226,226,08-14,9.39449580630085,2.3760434581919685,0.37206267941011634
227,227,227,08-15,8.478610041791299,1.3687849288694218,0.14149256266725466
228,228,228,08-16,8.196570114216208,1.0586074660592502,0.29611620665252886
229,229,229,08-17,5.6612018019686925,-1.7297002644937534,0.3116086206466213
230,230,230,08-18,6.559460741528699,-0.7418270891785447,-0.09904715141551212
231,231,231,08-19,6.813670026395239,-0.4622567755686125,-0.2490807938321348
232,232,232,08-20,7.15407530969796,-0.08789117418083217,-0.5692622665114095
233,233,233,08-21,7.66006937946906,0.4685830743696858,-0.14603444938262608
234,234,234,08-22,6.4497515308051625,-0.8624813700163981,0.04499227070812481
235,235,235,08-23,7.970211782435638,0.8096666382789474,0.13690251850659027
236,236,236,08-24,7.601647916789898,0.4043332313659606,0.36714083034276884
237,237,237,08-25,7.315106063642457,0.08920471122218028,0.46506408647710046
238,238,238,08-26,8.410189719951461,1.2935386968362392,0.5062047636496917
239,239,239,08-27,8.194310671234604,1.0561226111756752,0.6171673664398958
240,240,240,08-28,6.674203304412888,-0.6156373069808504,0.5558711781146136
241,241,241,08-29,8.575592021946706,1.4754422550201716,0.6448599887020722
242,242,242,08-30,7.267233436267718,0.036556101414267884,0.31851914155639
243,243,243,08-31,7.8006035746290765,0.6231375747469311,0.04404052541019665
244,244,244,09-01,6.629767350256111,-0.6645063860378534,0.04316496770011554
245,245,245,09-02,6.696833807814103,-0.590749085701485,-0.10239858976114823
246,246,246,09-03,6.669426511845787,-0.6208906532413371,0.03354000615693918
247,247,247,09-04,7.7814388652602755,0.602060910252589,0.21719239845934527
248,248,248,09-05,8.008875554299896,0.8521876769227923,0.21028987454343553
249,249,249,09-06,8.802558525604926,1.7250519285613677,0.7240537814293863
250,250,250,09-07,6.5921091530223554,-0.7059215295333118,0.8881591256094655
251,251,251,09-08,9.499782812090864,2.4918343556142197,0.864773123358463
252,252,252,09-09,7.56473835625715,0.3637414118391393,0.9953447019230119
253,253,253,09-10,7.65385152242653,0.4617448967465735,0.9539544215581675
254,254,254,09-11,8.721236759941366,1.635617148310086,0.9827809459100826
255,255,255,09-12,8.576744988335305,1.476710246372301,0.6918730751895236
256,256,256,09-13,6.749378429135394,-0.5329623834218208,0.7189865677015007
257,257,257,09-14,7.912672632407743,0.746387131290866,0.6528759451058224
258,258,258,09-15,7.712661820362585,0.5264223669110022,0.4626197528336304
259,259,259,09-16,7.293170864846183,0.06508116117250276,0.2683803854863888
260,260,260,09-17,7.683253364184432,0.4940799946769338,0.5323909243780864
261,261,261,09-18,7.517030528054702,0.3112740422888516,0.5873214281796443
262,262,262,09-19,8.189744455605464,1.0511008499283647,0.6844016557290038
263,263,263,09-20,8.212357757951558,1.0759701541002131,0.8595168777704947
264,264,264,09-21,8.242303789168393,1.108903732207159,0.7580753058050878
265,265,265,09-22,8.248549455432657,1.1157724934214484,0.8817126529991103
266,266,266,09-23,7.129817147039218,-0.11456943711550735,0.5212255309527563
267,267,267,09-24,8.191560549654362,1.0530981254529868,0.08071072183022077
268,268,268,09-25,6.223029771580907,-1.1118218823497594,-0.11734668790545422
269,269,269,09-26,5.809034891066562,-1.5671187006349998,-0.39527021787296085
270,270,270,09-27,7.1617591810951735,-0.07944072620689087,-0.5954579984649772
271,271,271,09-28,6.732278127014028,-0.5517686863835914,-0.8240079104054279
272,272,272,09-29,6.0376498445912326,-1.3156961206676048,-0.8992425030826344
273,273,273,09-30,6.944657566562487,-0.3182013461897177,-0.7278502943901944
274,274,274,10-01,5.812571341540675,-1.5632294384129986,-0.9702677655103019
275,275,275,10-02,6.7441017851329725,-0.5387654484803597,-1.010492560089525
276,276,276,10-03,5.839198759492352,-1.5339455529275356,-0.8799070614810282
277,277,277,10-04,6.512823147008787,-0.7931174538589295,-1.0010969712511713
278,278,278,10-05,6.750086994013102,-0.5321831290166248,-0.9201438852245548
279,279,279,10-06,6.2834800638890265,-1.045340804810577,-0.8914833588365753
280,280,280,10-07,6.254228236527277,-1.0775109222532997,-0.7174375161311883
281,281,281,10-08,6.900465423809265,-0.3668022901524828,-0.6389838727190664
282,282,282,10-09,6.788743122128687,-0.4896704966952144,-0.43376001464675684
283,283,283,10-10,6.940843797616124,-0.3223955933861977,-0.35488042345736054
284,284,284,10-11,7.869729695510447,0.6991600194172328,-0.014811481687960907
285,285,285,10-12,6.7138245638018175,-0.5720632576741989,-0.15700748878331497
286,286,286,10-13,8.109547165985648,0.9629027283630981,-0.21101665825093563
287,287,287,10-14,6.12468465922447,-1.2199783327246072,-0.2567305178780351
288,288,288,10-15,6.494084533325392,-0.8137255135009382,-0.4398651325432053
289,289,289,10-16,6.6914420478901135,-0.5966787511487943,-0.3214008788566371
290,290,290,10-17,6.8705995913042415,-0.39964766857378864,-0.4656226199957468
291,291,291,10-18,7.360131666077236,0.13872226444521066,-0.1837342878730802
292,292,292,10-19,7.3227145755626175,0.09757228152843987,0.2594071485792183
293,293,293,10-20,7.662586814768188,0.4713516600113926,0.39860294648636413
294,294,294,10-21,8.911737528037369,1.8451231052128527,0.381894103539995
295,295,295,10-22,7.450854528825554,0.23849603629408056,0.3997738066729592
296,296,296,10-23,6.779440920810987,-0.4999007262520036,0.3984992078705387
297,297,297,10-24,7.457678215030179,0.24600048324299584,0.48182952861876954
298,298,298,10-25,7.3157607288711475,0.08992468871391676,0.4860198018662758
299,299,299,10-26,8.117213222806553,0.9713335845007776,0.7118128012568502
300,300,300,10-27,8.934598460985997,1.8702647446978904,0.82560042926331
301,301,301,10-28,8.682716585174653,1.5932540326375264,0.9526969135679572
302,302,302,10-29,7.400233690300968,0.182825041786756,1.1257096923961316
303,303,303,10-30,8.151080299828381,1.008579389070878,1.1307677761833617
304,304,304,10-31,8.259668990319414,1.1280013616829638,1.2197378922279554
305,305,305,11-01,8.14480868197553,1.001682087224158,0.991271082224371
306,306,306,11-02,9.41999397989103,2.4040854409654533,0.9261199034322924
307,307,307,11-03,7.436266982493645,0.2224531726160196,0.8756725395686011
308,308,308,11-04,7.044787483833118,-0.20808203096571568,0.8175404837053885
309,309,309,11-05,7.875853904172858,0.7058952058887302,0.737976548192398
310,310,310,11-06,7.9425171119673905,0.7792090265036877,0.49647692959976947
311,311,311,11-07,7.710730595069393,0.5242984741462156,0.5187459046379971
312,312,312,11-08,8.102441099288049,0.9550877294096816,0.7718662139180524
313,313,313,11-09,7.557760144183417,0.3560670228453853,0.6568141427188358
314,314,314,11-10,8.425739530774504,1.310639824714617,0.6129019291521681
315,315,315,11-11,7.248162694094505,0.015582778693430319,0.8120404105106367
316,316,316,11-12,7.702944628103507,0.5157357451036821,0.7937391024653494
317,317,317,11-13,8.797173220866409,1.7191293622970265,0.7250222032603676
318,318,318,11-14,8.002594394459312,0.8452798811379578,0.40640406211826585
319,319,319,11-15,7.182860386489176,-0.05623437238450538,0.30467392269646976
320,320,320,11-16,6.687450037314588,-0.6010690221379933,0.2912248015516911
321,321,321,11-17,6.693152135401138,-0.5947980578373462,0.14879210391724682
322,322,322,11-18,7.6295700678903415,0.43504101823500996,0.057097866441291965
323,323,323,11-19,8.020101140363982,0.8645331764903608,0.13988488720842976
324,324,324,11-20,7.502336847779999,0.2951144562822287,0.20913317569550205
325,325,325,11-21,7.634522705145982,0.4404877522183215,0.5874311203234462
326,326,326,11-22,7.065248903021589,-0.1855792912155596,0.5758071811447953
327,327,327,11-23,8.75703757578149,1.6749896099303183,0.27894519385246186
328,328,328,11-24,7.566153178712478,0.36529738316310456,0.31457791876410895
329,329,329,11-25,6.400507002791799,-0.9166387472636404,0.30535372026412394
330,330,330,11-26,7.696738808431821,0.5089108057521112,0.4214171344044019
331,331,331,11-27,7.584198115087688,0.3851425612184115,0.06456378880696974
332,332,332,11-28,7.698457711069818,0.5108011936261083,-0.12161114088443357
333,333,333,11-29,6.810147737260397,-0.4661304636542749,0.06635776375371216
334,334,334,11-30,6.550435984869863,-0.7517521949853153,-0.03240628830365394
335,335,335,12-01,7.4260116110932195,0.21117468056523409,0.23007212712671823
336,336,336,12-02,7.157910374471812,-0.08367350659208536,0.13195301039462837
337,337,337,12-03,9.016205313946877,1.9600130538006444,0.305907905061768
338,338,338,12-04,7.163147859874336,-0.07791350676643102,0.26146374828227104
339,339,339,12-05,7.759195913399727,0.577598904348563,0.04524278385094827
340,340,340,12-06,6.307961370905467,-1.0184171356622973,0.018176087801853837
341,341,341,12-07,6.246371841086812,-1.0861511060227025,-0.37124679329904486
342,342,342,12-08,7.010242218489977,-0.246073682886652,-0.3681859240742558
343,343,343,12-09,6.891625400499088,-0.37652423280474784,-0.616257740075033
344,344,344,12-10,7.1798470873421545,-0.05954829141769687,-0.7112642709638489
345,345,345,12-11,6.405787002557608,-0.9108319916560996,-0.6825448317012751
346,346,346,12-12,5.789632898263828,-1.5884563209951927,-0.6493458556498277
347,347,347,12-13,6.403056891565236,-0.9138344704472604,-0.48365501275716927
348,348,348,12-14,7.191366341105836,-0.046879826577967736,-0.509174863028441
349,349,349,12-15,7.795587272633577,0.617620824551203,-0.3830280630897544
350,350,350,12-16,7.040618079721282,-0.21266739304532714,-0.15174557877104344
351,351,351,12-17,7.094007880945108,-0.15395119202398053,-0.017774608044194968
352,352,352,12-18,7.051444015080361,-0.2007614150829271,-0.08475341714815217
353,353,353,12-19,7.133964209046707,-0.11000864608616964,-0.29993273040979496
354,354,354,12-20,6.825949106128182,-0.4487526812017109,-0.31005027583310846
355,355,355,12-21,6.6216304536280575,-0.6734550550186538,-0.28171052952544573
356,356,356,12-22,6.985419644233878,-0.27337266558520784,-0.5827005168055379
357,357,357,12-23,7.248621435205844,0.016087285821995787,-0.9070228149155618
358,358,358,12-24,5.4093286896624315,-2.00670133876348,-1.0082443266005747
359,359,359,12-25,5.3645544658394195,-2.0559424347463136,-1.153353852499506
360,360,360,12-26,6.273713474963308,-1.0560817513117875,-1.3641599587024775
361,361,361,12-27,5.829954363349934,-1.5441122104122422,-1.6722634580662332
362,362,362,12-28,5.835321792754699,-1.5382093028030372,-1.5075181207437829
363,363,363,12-29,5.567696821426907,-1.8325337103605388,
364,364,364,12-30,6.308132153701235,-1.018229314828777,
365,365,365,12-31,,,
