,unnamed: 0,unnamed: 0,mth_day,sex,sex_norm,sex_ravg
82,82,82,03-23,3.4975111791289604,0.028281023744866025,0.1817366433434973
83,83,83,03-24,3.6933592280235215,0.41870559552636505,0.1271762411735238
84,84,84,03-25,3.828305748882016,0.6877225089802542,0.24814601443660111
85,85,85,03-26,3.130867536773036,-0.7026258597864959,0.22518008111131452
86,86,86,03-27,3.5224072201682484,0.07791147049520276,0.30858099700252384
87,87,87,03-28,3.905237103227537,0.8410857477077003,0.12803990613404162
88,88,88,03-29,3.7485287815116393,0.5286865190921219,0.12388457631048583
89,89,89,03-30,3.1499720088654573,-0.6645409496845281,0.2698971490480991
90,90,90,03-31,3.8157991604558315,0.6627905300389195,0.30910450921847904
91,91,91,04-01,3.570331846423206,0.17344957663918384,-0.010597970052383091
92,92,92,04-02,3.6404123696387987,0.3131556315174824,-0.12743565389393566
93,93,93,04-03,2.9430060657764416,-1.0771291279174724,-0.11929715212728159
94,94,94,04-04,3.3968741869253067,-0.17233958395719354,-0.1858031438835885
95,95,95,04-05,3.174467030036658,-0.6157099390846037,-0.09739807304899685
96,96,96,04-06,3.615631399510294,0.2637545795010781,-0.06872640983252408
97,97,97,04-07,3.8364108058955098,0.7038800016467337,0.2553121029167314
98,98,98,04-08,3.7267074909814797,0.485185610816319,0.2608110157185947
99,99,99,04-09,3.918287568153091,0.8671019485780604,0.4190045325901178
100,100,100,04-10,3.413424651539337,-0.1393461071460136,0.328254297171538
101,101,101,04-11,3.6505931839672896,0.33345116214453485,0.21878749705922104
102,102,102,04-12,3.3424940332474304,-0.2807468330104009,0.2122131091354407
103,103,103,04-13,3.5069408784843885,0.04707920097283212,-0.1412182963280899
104,104,104,04-14,3.7069200932517763,0.4457392832736371,-0.3566778963830748
105,105,105,04-15,2.8545402092880914,-1.2534864842031233,-0.3144176608783788
106,106,106,04-16,2.7649407393640533,-1.432103707475923,-0.4785766152537066
107,107,107,04-17,3.777786787048983,0.5870125751727109,-0.48288657972356797
108,108,108,04-18,2.8484132824953186,-1.2657005592623678,-0.7185499967579222
109,109,109,04-19,3.493968875287321,0.021219414153664164,-0.5829788922111402
110,110,110,04-20,2.997627332121461,-0.9682412189324884,-0.13328378779658975
111,111,111,04-21,3.262578097746,-0.4400598569224316,-0.21113569187178025
112,112,112,04-22,4.118419723463158,1.2660669190113791,0.04623510413887629
113,113,113,04-23,3.5434704358068445,0.11990115072156785,0.08513743300294822
114,114,114,04-24,3.6230402688726477,0.2785242168015714,0.1718355071286639
115,115,115,04-25,3.6110559505815516,0.25463338733809565,0.10100797216564339
116,116,116,04-26,3.2585686235411013,-0.4480527741781942,0.1753977003758038
117,117,117,04-27,3.0494034842647264,-0.8650250667005547,0.11384368064592526
118,118,118,04-28,4.342315720499586,1.7124052882723415,-0.015584395598879105
119,119,119,04-29,3.3582069733556037,-0.2494229676577034,-0.13080632134866857
120,120,120,04-30,3.2334914847519483,-0.4980442406672548,-0.24622697244889857
121,121,121,05-01,3.2642644167648864,-0.4366981671606411,-0.004264353004649946
122,122,122,05-02,2.9111789720602923,-1.140576680779574,-0.3460515562190885
123,123,123,05-03,3.7776553979290175,0.5867506499649371,-0.508303640374401
124,124,124,05-04,3.3136147361137205,-0.3383179310142901,-0.7128400556610307
125,125,125,05-05,2.8698654640203074,-1.2229354725895782,-0.8019054093577768
126,126,126,05-06,2.617883850032803,-1.7252627323870326,-0.604312105174227
127,127,127,05-07,2.9961981575227745,-0.9710902893411172,-0.7860315052469565
128,128,128,05-08,3.50588943696364,0.04498314432172498,-0.7134819564912052
129,129,129,05-09,3.230721738685076,-0.5035657504714399,-0.3251656012044879
130,130,130,05-10,3.5319722156211304,0.09697936152021773,-0.08995913269679774
131,131,131,05-11,4.038608509926429,1.1069626591307251,0.24058669973598149
132,132,132,05-12,3.32580130104392,-0.3140239213408915,0.3403061235025095
133,133,133,05-13,3.9910651976293283,1.0121847052555584,0.5114796433113157
134,134,134,05-14,3.806022000225988,0.6432996869208928,0.6939301270062379
135,135,135,05-15,3.745914720376773,0.5234753683813975,0.6018773196645796
136,136,136,05-16,4.081106268661989,1.1916822636897513,1.106860164234379
137,137,137,05-17,3.7615507013330673,0.5546458150807749,0.9540025249926004
138,138,138,05-18,4.845683685233143,2.7158731460779046,1.1921485772838192
139,139,139,05-19,3.5309988098884704,0.0950388698048877,1.6189807743067532
140,140,140,05-20,4.522786923299724,2.072176000668205,1.313353333560415
141,141,141,05-21,5.030581604085676,3.0844685505190026,1.2721618803368495
142,142,142,05-22,3.16123786459586,-0.6420823807882778,0.8403702287175525
143,143,143,05-23,3.6375738874534083,0.30749709573938305,0.8828260463924794
144,144,144,05-24,3.5460899822129432,0.1251232363621222,0.38467272503358424
145,145,145,05-25,3.658781070383761,0.3497737758544493,-0.12192881425251197
146,146,146,05-26,3.0234598354582567,-0.9167439274851659,0.15287531784804745
147,147,147,05-27,3.5058273205613864,0.04485931480242532,0.04180146861348461
148,148,148,05-28,3.988335188739349,1.0067424118150787,0.06765928045961624
149,149,149,05-29,3.3032671112707024,-0.35894599966799395,0.23078852914325412
150,150,150,05-30,3.6239160571800952,0.28027010743891195,0.4094916780855693
151,151,151,05-31,4.149762643493447,1.3285492679562767,0.46411521712336484
152,152,152,06-01,3.5613152715334238,0.15547496616872505,0.30900340677596966
153,153,153,06-02,3.67023162783314,0.3726005490291984,0.6904008258753578
154,154,154,06-03,3.5214842636796173,0.07607154973070789,0.6809417685699191
155,155,155,06-04,4.451185748305252,1.9294385149283344,0.36217295020532303
156,156,156,06-05,3.5954464671253668,0.22351576360627984,0.5346080741574902
157,157,157,06-06,3.1903417109389816,-0.5840636422312998,0.5148243551911053
158,158,158,06-07,4.080305391947621,1.1900857098817286,0.4503428949049994
159,159,159,06-08,3.610687177414482,0.25389823523088856,0.08286661467256769
160,160,160,06-09,3.327409877491033,-0.31081721198592754,0.024456026265534753
161,161,161,06-10,3.345166542032086,-0.2754191664662555,0.23372282435755812
162,162,162,06-11,3.419644011013008,-0.1269477668359178,0.12743109560176138
163,163,163,06-12,3.820186711488869,0.6715371463208404,-0.06087304171361205
164,164,164,06-13,3.7603917001100666,0.5523353373469482,-0.0949336725922942
165,165,165,06-14,3.0439349713679555,-0.8759265886613521,-0.05720722681686178
166,166,166,06-15,3.2248952011538936,-0.5151809972580206,0.21936559306779332
167,167,167,06-16,3.4587144792912183,-0.04906049181366098,0.08926895759782887
168,168,168,06-17,4.252064679177159,1.5324891524720128,0.04359232710323394
169,169,169,06-18,3.428625717646523,-0.10904266649894626,0.4720448900292216
170,170,170,06-19,3.6229155327424456,0.2782755543793786,0.7828845154606539
171,171,171,06-20,4.333478784300247,1.694788788894574,1.1458479223477758
172,172,172,06-21,4.1604510840546025,1.3498567553305718,1.008277398728651
173,173,173,06-22,4.551150973253718,2.1287199495090703,1.0499016270766073
174,174,174,06-23,3.8380089985123593,0.7070660107572649,1.2691249468119283
175,175,175,06-24,3.5539050852563743,0.14070270358879108,0.9620829429125065
176,176,176,06-25,4.282727376752805,1.5936154727913057,0.8235485515346855
177,177,177,06-26,3.4093528700220097,-0.14746323450195725,0.4917706922423735
178,178,178,06-27,3.743494382804879,0.5186504070636453,0.5709136341133428
179,179,179,06-28,3.552575815256058,0.13805279375519885,0.7096914147775014
180,180,180,06-29,4.076211077010833,1.181923661983081,0.7515795951206532
181,181,181,06-30,3.971594332359453,0.9733693875737424,0.9545886729652081
182,182,182,07-01,4.408801179247097,1.8449445548502168,0.9030994279748948
183,183,183,07-02,4.020363569819732,1.070591232565372,0.6545944119126502
184,184,184,07-03,3.588523580771694,0.20971493712176603,0.25336349122825125
185,185,185,07-04,2.8046327903451203,-1.3529773026182694,0.05804305513901801
186,186,186,07-05,2.8685981553089936,-1.2254618621233124,-0.1816455893554381
187,187,187,07-06,3.3837246784168817,-0.1985532289616572,-0.1727944458791024
188,188,188,07-07,3.6873934079243553,0.4068126878834801,-0.04053767838757651
189,189,189,07-08,4.047003478866691,1.1236980934233862,0.5112712816588217
190,190,190,07-09,3.9865860758875966,1.0032555420709213,0.778589948928
191,191,191,07-10,4.465451027698867,1.9578764576601202,0.6534182214259247
192,192,192,07-11,3.673165949475328,0.3784501414917574,0.5492907320396619
193,193,193,07-12,3.0069865264683524,-0.9495835939741101,0.16790051505509143
194,194,194,07-13,3.3739935795344307,-0.217952248434096,0.0008979864292727088
195,195,195,07-14,2.899106518543653,-1.1646432084840368,-0.40512454862344544
196,196,196,07-15,3.483946819717075,0.0012403703160089707,-0.5384170525526817
197,197,197,07-16,3.243416447224757,-0.4782587526561887,-0.3673248970703588
198,198,198,07-17,3.271986125556544,-0.4213048820836601,-0.3859878904820777
199,199,199,07-18,3.5219346202240462,0.07696933891982727,-0.1516606700022295
200,200,200,07-19,3.3178222556414854,-0.3299302089044094,-0.3472630190103438
201,201,201,07-20,3.6043776349253465,0.2413201143950525,-0.13489589618056766
202,202,202,07-21,2.895228672634808,-1.1723737237326766,0.2147845243000158
203,203,203,07-22,3.8825927131925644,0.7959439843224677,0.21399160749771454
204,204,204,07-23,4.3244438811008665,1.6767776407998405,0.22185626355754318
205,205,205,07-24,3.5195481227560537,0.07221183810601987,0.21259151686416186
206,206,206,07-25,3.341493064128502,-0.2827422725454376,0.3137689444886404
207,207,207,07-26,3.576492875186148,0.1857316342347645,-0.12448940236831457
208,208,208,07-27,3.19974949265401,-0.5653091579858053,-0.4004205204875026
209,209,209,07-28,2.563535742694417,-1.833606096819262,-0.1943443239680401
210,210,210,07-29,3.4939545878729628,0.02119093208471235,-0.2658519609489861
211,211,211,07-30,4.139790145348873,1.3086690172227948,-0.1910425429751326
212,212,212,07-31,3.126271499770358,-0.7117880944311137,0.07069004014603592
213,213,213,08-01,3.801652042022345,0.6345881420778856,0.5063010019754786
214,214,214,08-02,3.9875044564748072,1.0050863407412058,0.46616952437575776
215,215,215,08-03,3.8746246922771013,0.780059674157394,0.18227477345814572
216,216,216,08-04,3.3731680571795044,-0.21959793351361226,0.36837459101093084
217,217,217,08-05,3.2853321463824843,-0.3946994882828773,0.3481078211593644
218,218,218,08-06,3.686389209591311,0.40481081088559695,0.12202532704390401
219,219,219,08-07,3.740653719380207,0.512987522968487,0.009018206884619906
220,220,220,08-08,3.307048072907194,-0.3514086239515564,-0.08810710606161239
221,221,221,08-09,3.5344992146197893,0.1020169532016894,-0.09148582389971276
222,222,222,08-10,3.080843171704232,-0.802349811191006,-0.1713381748215533
223,223,223,08-11,3.2751629816702663,-0.4149717953114795,-0.2707891805053438
224,224,224,08-12,3.446051972777663,-0.07430329464544642,-0.028570807837439326
225,225,225,08-13,3.441329032900085,-0.08371851113425574,0.002914947885720639
226,226,226,08-14,4.036069745036579,1.1019016120558702,0.14291042626625194
227,227,227,08-15,3.629264108103021,0.2909314875406492,-0.08767485843361593
228,228,228,08-16,3.50219740926844,0.03762305909218183,-0.3215502204007189
229,229,229,08-17,2.581154232586624,-1.7984835035106868,-0.37713177586861285
230,230,230,08-18,2.7421408467422808,-1.4775554664480643,-0.6476829500647293
231,231,231,08-19,3.2740413161986286,-0.4172078439416194,-0.5202536296878435
232,232,232,08-20,3.221772847420783,-0.5214054331208284,-0.3135845269302578
233,233,233,08-21,4.0127970961098285,1.0555074098019637,-0.02617580125193693
234,234,234,08-22,4.124223943466928,1.277637675637696,0.1650306555115583
235,235,235,08-23,3.4461884885382115,-0.07403114944076157,0.04050644900677836
236,236,236,08-24,3.3176283677602467,-0.3303167258670929,0.3387726355292882
237,237,237,08-25,2.899252053737662,-1.164353082970299,0.19220280898113987
238,238,238,08-26,4.119485566911395,1.268191686014231,-0.09978941918338406
239,239,239,08-27,3.5716555804728376,0.1760884505130736,0.037262424269255495
240,240,240,08-28,3.24539439771178,-0.4743156933494476,0.13059974272269512
241,241,241,08-29,3.8586830610256815,0.7482799112750758,0.3956496778414922
242,242,242,08-30,3.5985522597900763,0.22970718485354485,0.2784194053259343
243,243,243,08-31,3.6969914851845735,0.4259465277424835,0.34144446350355234
244,244,244,09-01,3.7666493705810247,0.5648100509208834,0.49648048066744493
245,245,245,09-02,3.761346530802582,0.554238799578782,0.5112349863375547
246,246,246,09-03,3.712017202696373,0.4559004096339077,0.3427817802270737
247,247,247,09-04,3.9030907344675865,0.8368069452957347,0.4352161572353768
248,248,248,09-05,3.0915467975636703,-0.7810120518093414,0.3617863587795271
249,249,249,09-06,3.9751977308405215,0.9805527897923024,0.7335209455574057
250,250,250,09-07,3.5456425416407504,0.1242312601857851,0.5443165656540064
251,251,251,09-08,4.880182261784456,2.784646320246053,0.40154890131813614
252,252,252,09-09,3.1425554732160283,-0.6793258697864873,0.5935269259012891
253,253,253,09-10,3.4733928538578294,-0.019799040719487047,0.4317471716311781
254,254,254,09-11,3.6693565605150313,0.3708560956895765,0.27554666839555897
255,255,255,09-12,3.4882778259810285,0.009874264171636374,-0.31281982375328116
256,256,256,09-13,3.0755149010244467,-0.8129717592279297,-0.29371198914835345
257,257,257,09-14,3.1093342488662183,-0.7455526326469875,0.03435951225023578
258,258,258,09-15,3.2000656669351266,-0.5646788621569209,-0.3373533446753072
259,259,259,09-16,4.460812725824003,1.9486299676720482,-0.1476650778656577
260,260,260,09-17,2.5505862313980545,-1.8594210458636813,0.21866129782051055
261,261,261,09-18,4.059195943916265,1.1480038650295334,0.4307560710016984
262,262,262,09-19,4.178073158708648,1.3849864948890798,0.3304213640311447
263,263,263,09-20,3.7476908049415374,0.5270160064401395,0.09074083686763983
264,264,264,09-21,2.8980812425389955,-1.166687103980243,0.6574897354905107
265,265,265,09-22,3.7394293858031418,0.5105468046910191,0.9126903759916258
266,266,266,09-23,4.256370252654013,1.5410723458735438,1.1116324421108916
267,267,267,09-24,4.8272912606232845,2.6792077080362247,1.5781194359095816
268,268,268,09-25,4.776843087272204,2.578638891604674,2.209451885391697
269,269,269,09-26,5.151709519541686,3.325937969232279,2.105713380236112
270,270,270,09-27,4.798246919161834,2.6213075929124487,1.9145721401403157
271,271,271,09-28,3.4272003106106625,-0.11188422624248873,1.5297312220028323
272,272,272,09-29,3.6810790188276936,0.3942249052987631,1.0956326723868164
273,273,273,09-30,3.6690084823426448,0.3701621992113251,0.5044018881163933
274,274,274,10-01,3.470306151100546,-0.02595240609142237,-0.09208098421288202
275,275,275,10-02,3.372240645171265,-0.2214467363902589,-0.32501107753536
276,276,276,10-03,3.0029704659663143,-0.9575896410632028,-0.6188056859046859
277,277,277,10-04,2.726134226098455,-1.5094647861773562,-0.5236092995520214
278,278,278,10-05,2.7968247226035974,-1.3685427449171927,-0.3066378146240856
279,279,279,10-06,3.9555277417823334,0.941340517327312,-0.4731263551413511
280,280,280,10-07,4.1233404895131365,1.2758765034761923,-0.6189685960379085
281,281,281,10-08,2.8711483751613094,-1.2203779794938514,-0.5691478883834474
282,282,282,10-09,2.5640188160380952,-1.832643086442548,-0.2403860712332596
283,283,283,10-10,2.8760831139589222,-1.2105405402505898,-0.3899773373023802
284,284,284,10-11,3.7863222864392387,0.6040281579839345,-0.5401085172445369
285,285,285,10-12,3.5052923871125903,0.043792920912588434,-0.5675635530752171
286,286,286,10-13,3.671480118086031,0.3750894238232526,-0.48880994079066103
287,287,287,10-14,2.788515022830531,-1.3851081944779329,-0.2644834354259555
288,288,288,10-15,2.8010491018976778,-1.360121412735212,-0.26269215066951923
289,289,289,10-16,3.5512543746796785,0.13541849193764366,-0.21133710897458405
290,290,290,10-17,3.791713642156864,0.6147758665225521,-0.3234003639732314
291,291,291,10-18,3.659859268048773,0.3519231710821995,-0.07520026233538428
292,292,292,10-19,3.334195457787424,-0.2972901061686315,0.040033902841479896
293,293,293,10-20,3.5355403253528563,0.1040924153491498,-0.24499274205561097
294,294,294,10-21,3.1478774735788435,-0.668716421674027,-0.3879690004786874
295,295,295,10-22,2.6933896347939124,-1.5747413774449015,-0.5519995305989845
296,296,296,10-23,3.361387941251824,-0.2430816840159065,-0.46169927636421004
297,297,297,10-24,3.1661650448094734,-0.6322600096395832,-0.5799908278881054
298,298,298,10-25,3.605978484032927,0.2445114192400154,-0.39140427460814214
299,299,299,10-26,3.1795099229483053,-0.6056568937942223,0.07200378845225963
300,300,300,10-27,3.71547968681712,0.4628028980057525,0.2138128741552653
301,301,301,10-28,4.088141475001031,1.2057070009175093,0.4022452117697273
302,302,302,10-29,3.788200720330672,0.6077728302021275,0.3598906205399864
303,303,303,10-30,3.7333031043128617,0.4983340160471885,0.3709111689555084
304,304,304,10-31,3.478500891889257,-0.009616128138429788,0.2623708270510861
305,305,305,11-01,3.212679242621186,-0.5395336033010906,0.021239848828363456
306,306,306,11-02,3.3887981858347542,-0.18843915342078107,-0.12240702926360174
307,307,307,11-03,3.3623926104128707,-0.2410788684188266,-0.017454316019612448
308,308,308,11-04,3.3558566082415786,-0.2541084383496637,-0.0526194079155487
309,309,309,11-05,4.0491866669877385,1.1280502955111242,0.04556673455168183
310,310,310,11-06,3.3726620415485877,-0.22060667951404728,0.22810775283933651
311,311,311,11-07,3.5081969813169804,0.04958325150229261,0.2387062908838398
312,312,312,11-08,3.9382047272069154,0.9068069563051472,0.4774088414290361
313,313,313,11-09,3.3942917757909004,-0.17748764015180682,0.15277208816349985
314,314,314,11-10,4.074296463250425,1.1781068649215145,0.4494874347030792
315,315,315,11-11,3.072104598053272,-0.8197702240820932,0.5572211915258339
316,316,316,11-12,4.265707088867563,1.5596853997234286,0.4614749444115742
317,317,317,11-13,3.832450846449616,0.6959857924388207,0.3831271134915222
318,318,318,11-14,3.6500305131597743,0.3323294736195889,0.07289973091076056
319,319,319,11-15,3.1584827986438286,-0.6475746256721193,0.15291057104933234
320,320,320,11-16,3.14058329071817,-0.6832574305630551,-0.07222811581521493
321,321,321,11-17,3.312918851009516,-0.3397051832506625,-0.16936242864639442
322,322,322,11-18,3.5880913483636863,0.20885327853614505,-0.04232490997578093
323,323,323,11-19,3.54009887338763,0.1131799154517438,0.28691414386796277
324,324,324,11-20,4.032384268014682,1.09455458564327,0.49446706381805305
325,325,325,11-21,4.149416735321487,1.327859697390343,0.7385644194356732
326,326,326,11-22,3.765269911682331,0.5620600891374867,0.8570462121094296
327,327,327,11-23,4.047595830276904,1.1248789504550594,0.7001946501670081
328,328,328,11-24,3.9446943329371766,0.9197440345786828,0.6377321616555095
329,329,329,11-25,3.068011695590643,-0.8279294562027854,0.47460393042942917
330,330,330,11-26,3.8443865231761913,0.7197796545742781,0.595149675358035
331,331,331,11-27,3.658438224525373,0.3490903100338608,0.44923008237488476
332,332,332,11-28,4.128084918520907,1.2853345587091214,0.05282636455123404
333,333,333,11-29,3.608411368333274,0.2493613925561581,0.09774421662530007
334,334,334,11-30,2.7516101831963127,-1.4586782723632217,-0.11641281669408217
335,335,335,12-01,3.2032041141789422,-0.5584223437583892,0.2843047707427893
336,336,336,12-02,3.1998230377182937,-0.5651625453420154,0.1280998783703562
337,337,337,12-03,4.864506131047934,2.7533958346550897,0.13485505227500288
338,338,338,12-04,3.6579440676108335,0.3481052044745227,0.60110554515865
339,339,339,12-05,3.628742890344786,0.2898924359840382,0.6125856478448141
340,340,340,12-06,4.154917084358671,1.338824684938661,0.7117376149562568
341,341,341,12-07,3.2377565866619404,-0.4895417276414047,0.14955575862443427
342,342,342,12-08,3.4982476867749823,0.029749257326640088,0.22705065918700051
343,343,343,12-09,3.172467858188486,-0.619695303335845,0.0859335875587538
344,344,344,12-10,3.891185920271949,0.8130746078499203,-0.049653291186925595
345,345,345,12-11,3.2040129146980694,-0.5568099937854422,-0.1304277424546327
346,346,346,12-12,3.7468317191848963,0.5253034124645845,0.0963909680823254
347,347,347,12-13,2.9946440395833838,-0.9741884352476472,0.40353750561892826
348,348,348,12-14,4.180919912686584,1.3906615205483888,0.2635451848272316
349,349,349,12-15,4.096908394706697,1.2231839218837721,0.1033768981532997
350,350,350,12-16,3.469841186324939,-0.0268793169002594,-0.4334713031516227
351,351,351,12-17,2.721943157201921,-1.5178197138290337,-0.32021940445470437
352,352,352,12-18,2.1310419296483123,-2.69578579536495,-0.6878802128910618
353,353,353,12-19,3.3355062444213868,-0.29467704306613696,-0.8436011434080714
354,354,354,12-20,3.074345318899666,-0.8153033300697554,-0.6947092789316377
355,355,355,12-21,3.628224157831312,0.2888583387817139,-0.4925963538218873
356,356,356,12-22,3.9179715028302575,0.8664718699583435,-0.3229579467503548
357,357,357,12-23,3.3302566430847174,-0.3051421631705316,-0.7165239168933738
358,358,358,12-24,2.6416145745657675,-1.6779553529357552,-0.677455387435972
359,359,359,12-25,2.150963063461829,-2.656072863924251,-0.9853401468928022
360,360,360,12-26,3.191932619809004,-0.5808921533253452,-1.5171990005718239
361,361,361,12-27,2.7015617428785363,-1.5584502179592674,-1.689697225003924
362,362,362,12-28,2.317198503758436,-2.3246812521157856,-1.623704881306903
363,363,363,12-29,2.8110766047180284,-1.340131509763133,
364,364,364,12-30,2.8402363728209337,-1.2820012907536302,
365,365,365,12-31,,,
