,mth_day,satirical,satirical_norm
117,04-27,4.762645466443798,-0.40227726319727525
118,04-28,5.057864304969457,0.05146311078750131
119,04-29,4.884046321584796,-0.2156886644179997
120,04-30,4.477253894862415,-0.840913493419368
121,05-01,4.620553634814846,-0.6206671232261398
122,05-02,4.464963965722559,-0.8598026573765668
123,05-03,4.826401815405704,-0.3042861262957442
124,05-04,4.868450780426322,-0.23965843109373253
125,05-05,5.3701321597046325,0.531407188538649
126,05-06,4.856574403485203,-0.25791198070377624
127,05-07,4.612190914510108,-0.6335203132784825
128,05-08,5.072383814642708,0.07377905709403736
129,05-09,5.000069799944961,-0.037364893736338695
130,05-10,5.0228086769053375,-0.0024160856334357727
131,05-11,5.070427346249528,0.07077203794565136
132,05-12,5.463601911235332,0.6750667199818556
133,05-13,4.516167631232791,-0.7811045280362038
134,05-14,5.179771440092316,0.2388298430675318
135,05-15,5.651871183973392,0.9644295893997717
136,05-16,5.347912761510101,0.4972567999765483
137,05-17,5.063057199301441,0.05944439622316264
138,05-18,5.057414378615355,0.05077159071650721
139,05-19,4.888067139994945,-0.2095088160781812
140,05-20,5.404421447946448,0.5841085491571413
141,05-21,4.849812689368086,-0.268304483796061
142,05-22,4.051102923552401,-1.4958916854000797
143,05-23,3.6362649738268944,-2.133482183999543
144,05-24,5.351455406595005,0.5027017137013884
145,05-25,5.776025196290969,1.1552496883542351
146,05-26,4.652887206788781,-0.5709716257674234
147,05-27,4.434851256836834,-0.906084770874944
148,05-28,5.363650615413325,0.5214452960475607
149,05-29,4.724580099246315,-0.4607823167172688
150,05-30,4.672024405716983,-0.5415584628335527
151,05-31,4.284814668454356,-1.1366854265243245
152,06-01,4.679417051401073,-0.5301962413906816
153,06-02,5.717191866368114,1.0648250486012885
154,06-03,4.628862998864146,-0.607895939753791
155,06-04,4.540206425615728,-0.744157795205978
156,06-05,5.238169280267438,0.32858515127649596
157,06-06,5.339868327048042,0.4848928034255846
158,06-07,5.233260089658349,0.3210399079104057
159,06-08,4.853436110288995,-0.26273542061578364
160,06-09,5.819821892850074,1.2225635819230525
161,06-10,5.844377434198637,1.2603045356187534
162,06-11,5.653989057113191,0.9676846816401713
163,06-12,5.9686656212959495,1.4513308562189648
164,06-13,5.8697770156697775,1.2993427475883141
165,06-14,6.4932240076006265,2.257557584727851
166,06-15,6.255339117460758,1.8919373568438835
167,06-16,6.042892887193217,1.5654154029785587
168,06-17,6.561705985098464,2.3628118369167237
169,06-18,4.775713885362392,-0.38219158940651865
170,06-19,6.027756172958119,1.5421508362177319
171,06-20,4.735684560536385,-0.44371517275105415
172,06-21,6.31015199618845,1.976182712652787
173,06-22,5.841886891931254,1.256476664790893
174,06-23,4.866425357421131,-0.24277143091597347
175,06-24,4.76401264456278,-0.4001759612813518
176,06-25,5.112644984682226,0.13565897790812748
177,06-26,5.212493432937991,0.28912232895858075
178,06-27,4.138894947956277,-1.3609586093645782
179,06-28,5.011583346121412,-0.019669001515896796
180,06-29,6.453804484851004,2.196971244492789
181,06-30,7.447413193725972,3.724110872204164
182,07-01,5.423297043990318,0.613119638188259
183,07-02,4.754672840419368,-0.41453089285055794
184,07-03,5.1084357173270565,0.1291894905492762
185,07-04,4.935612108363627,-0.1364339681571015
186,07-05,5.691953555530452,1.0260347035968331
187,07-06,5.040422049929455,0.024655013565410652
188,07-07,5.027884631587501,0.0053854679100870185
189,07-08,4.950234218956218,-0.1139603280538394
190,07-09,5.319251265945964,0.4532051473747643
191,07-10,4.506735742658723,-0.7956009899501962
192,07-11,5.867177891427797,1.2953479903042646
193,07-12,6.224705814861092,1.8448551101709523
194,07-13,6.5288115418012005,2.312254301095973
195,07-14,3.992497105322064,-1.58596664814405
196,07-15,4.400106828428583,-0.9594856650000555
197,07-16,6.081946284001313,1.6254390212597527
198,07-17,6.056441656729978,1.5862393578025304
199,07-18,5.101361259784719,0.11831631244509269
200,07-19,4.9697246202034115,-0.08400430629323456
201,07-20,5.402323093485713,0.5808834564004551
202,07-21,4.886667703338862,-0.21165969816575475
203,07-22,5.162430202342255,0.212177005662686
204,07-23,4.32374167188579,-1.0768560701617886
205,07-24,4.130162585659877,-1.3743799254090636
206,07-25,5.469882538217825,0.6847198100425277
207,07-26,5.498778161262267,0.7291313078730388
208,07-27,5.256480760923907,0.3567292159397648
209,07-28,5.904122488542706,1.3521304618950083
210,07-29,5.825517723412994,1.2313178616386695
211,07-30,5.64837973047309,0.9590633552363661
212,07-31,4.893464447005705,-0.20121335595848375
213,08-01,4.90906988215336,-0.17722838258939239
214,08-02,5.057690307117398,0.051195682560833726
215,08-03,5.643817629803558,0.952051576197171
216,08-04,5.942995740679781,1.4118772045174242
217,08-05,6.165331273647201,1.7535986487943396
218,08-06,5.164449274327472,0.2152802442034581
219,08-07,5.666658831219067,0.9871576531815969
220,08-08,4.500847929127555,-0.8046503403470974
221,08-09,4.302416634642607,-1.1096318592079206
222,08-10,5.4380400326653,0.6357790634080293
223,08-11,4.624223538781908,-0.6150266173328888
224,08-12,5.352962048913347,0.5050173669042791
225,08-13,5.844166416874519,1.2599802098404917
226,08-14,5.120404482822503,0.14758503793087666
227,08-15,6.221795490661112,1.8403820501267134
228,08-16,6.267149107544965,1.9100888723241494
229,08-17,4.817122528312727,-0.318548045409396
230,08-18,4.758872579199565,-0.40807605055701895
231,08-19,4.438905045248837,-0.8998542488686135
232,08-20,4.713323436136069,-0.4780833892198606
233,08-21,5.961441004471885,1.4402268888840248
234,08-22,5.589646643791598,0.8687927856167907
235,08-23,5.402029683697876,0.5804324964700893
236,08-24,6.247047264077367,1.8791930866137183
237,08-25,5.575586903709056,0.8471834880697894
238,08-26,4.622040492497666,-0.6183818782721457
239,08-27,5.227723339444509,0.31253012877424274
240,08-28,4.975001355298419,-0.07589416072330969
241,08-29,4.764794608334871,-0.39897411204922684
242,08-30,5.7757425529351725,1.1548152760294528
243,08-31,4.540808781014298,-0.7432319973633208
244,09-01,5.3098179657537665,0.4387065158562121
245,09-02,5.766891719653663,1.1412118744874475
246,09-03,4.237282892387574,-1.2097399983680779
247,09-04,5.171578400824443,0.22623744645747101
248,09-05,3.9376127205328544,-1.6703219061097978
249,09-06,5.075269332573145,0.0782139908246711
250,09-07,5.0564760631003605,0.04932943467112937
251,09-08,4.7362015504078965,-0.4429205785482678
252,09-09,5.601126308547829,0.8864366033545921
253,09-10,4.88949471289742,-0.20731468962644606
254,09-11,5.869239226823033,1.2985161861342231
255,09-12,4.731742823505807,-0.449773475951948
256,09-13,4.692364873028314,-0.51029592115105
257,09-14,4.598560622635707,-0.6544695649031361
258,09-15,4.9500295669366965,-0.1142748705956975
259,09-16,5.5653528519993865,0.8314541312532812
260,09-17,5.429604582170394,0.6228140897586395
261,09-18,5.145158973258573,0.18563176897405434
262,09-19,5.552326775758486,0.8114335365831793
263,09-20,6.17322095470307,1.7657247951161281
264,09-21,5.550961567471949,0.8093352622264544
265,09-22,5.11525111985182,0.13966451072714375
266,09-23,5.129011299854796,0.16081339557415786
267,09-24,5.641768385364636,0.9489019637173364
268,09-25,4.164374678055311,-1.3217972119351178
269,09-26,4.446765107088185,-0.8877736261809147
270,09-27,3.9811306733621263,-1.6034364312857055
271,09-28,5.066189562307959,0.06425872165419391
272,09-29,4.944077307796319,-0.12342327149686283
273,09-30,4.1077481474365,-1.4088300832408778
274,10-01,3.847242258895986,-1.8092179442659997
275,10-02,4.280400734392902,-1.1434694789980422
276,10-03,4.268020589437595,-1.1624973013079614
277,10-04,4.677167240400228,-0.533654117216007
278,10-05,4.915172051453175,-0.16784957534916278
279,10-06,4.860723456309941,-0.25153504083848466
280,10-07,4.239844933920128,-1.205802235829105
281,10-08,5.242058777722345,0.3345631641926642
282,10-09,4.192320674104632,-1.2788452554742027
283,10-10,3.151226937958586,-2.8789676038691807
284,10-11,5.535416422254405,0.7854429522374268
285,10-12,5.849051507849907,1.2674884129659827
286,10-13,5.14316781621685,0.18257143466312142
287,10-14,4.327572196749346,-1.0709686959250095
288,10-15,4.474221532429933,-0.8455741216876835
289,10-16,5.723960942654596,1.0752288670740482
290,10-17,4.015399461568486,-1.5507665784591986
291,10-18,8.09230089795655,4.715279286649145
292,10-19,4.758581433577052,-0.40852353054949775
293,10-20,4.815720836539618,-0.3207023935279589
294,10-21,4.970644939643832,-0.0825898095451024
295,10-22,5.972978125832527,1.4579590152856756
296,10-23,4.447740767434115,-0.8862740725194499
297,10-24,5.460329709886889,0.6700374682206498
298,10-25,5.564613069333928,0.8303171128131005
299,10-26,5.361310251530236,0.517848243810391
300,10-27,4.863634968540773,-0.24706015483501514
301,10-28,5.801906077273386,1.1950276397704236
302,10-29,4.701243810060689,-0.49664932518929966
303,10-30,5.132247002749338,0.16578655056929684
304,10-31,5.3421443321257565,0.4883909385727549
305,11-01,5.066681963830864,0.06501552447975008
306,11-02,5.3362622589231785,0.47935041084738217
307,11-03,5.203815339545955,0.2757844222015408
308,11-04,4.828037022149802,-0.3017728743524905
309,11-05,4.674453921332101,-0.5378243877003032
310,11-06,5.03212706258759,0.011905926557640095
311,11-07,4.672700335577615,-0.5405195837793487
312,11-08,4.870708531727918,-0.23618835132149657
313,11-09,4.955057555566002,-0.10654703909129282
314,11-10,5.86517388113977,1.2922679010318452
315,11-11,5.161914844236116,0.21138491942258286
316,11-12,4.671630085158278,-0.5421645188653094
317,11-13,4.555287885252051,-0.7209781527082423
318,11-14,4.866056036293903,-0.2433390637514178
319,11-15,5.811751749828533,1.2101600722724088
320,11-16,5.589550826442752,0.8686455179155936
321,11-17,5.143834953715729,0.1835968001843474
322,11-18,5.802242854455958,1.1955452537734224
323,11-19,4.688431665800199,-0.5163411143628283
324,11-20,5.517898047853445,0.7585178623888464
325,11-21,5.423789086986303,0.6138758899712744
326,11-22,4.649828013391159,-0.5756734922311669
327,11-23,4.834070975284158,-0.2924989128212338
328,11-24,4.808017374036481,-0.33254232886070034
329,11-25,6.330999176635609,2.008224053577579
330,11-26,4.806955135254053,-0.33417495035872985
331,11-27,5.581314600359919,0.8559867447772974
332,11-28,4.4345356342189,-0.906569871098949
333,11-29,5.678283804539964,1.005024804778457
334,11-30,5.739634910374771,1.0993191724579956
335,12-01,4.693761775421889,-0.5081489341306884
336,12-02,3.9990188857644817,-1.575942914185311
337,12-03,5.0399516179500905,0.023931977111107342
338,12-04,4.67812519080074,-0.5321817830819179
339,12-05,4.285227499602014,-1.1360509204058584
340,12-06,4.6060250576282,-0.6429970059634932
341,12-07,4.828599283900845,-0.3009086989547771
342,12-08,4.4460769674313685,-0.8888312712377032
343,12-09,4.386021105123338,-0.9811348977938913
344,12-10,5.2647289166066455,0.3694063244293887
345,12-11,4.7202873515383885,-0.46738011027320897
346,12-12,4.027590561624035,-1.5320293111285774
347,12-13,5.085122946840824,0.09335862944342183
348,12-14,4.78663739569369,-0.36540256033336554
349,12-15,4.456537538607592,-0.8727537624266196
350,12-16,5.102569142022207,0.12017278251625957
351,12-17,5.80772328152334,1.2039684663284504
352,12-18,5.254322073561317,0.35341139375704356
353,12-19,5.0629324022559326,0.05925258780611205
354,12-20,4.905210118280167,-0.18316069609642185
355,12-21,5.251557900781791,0.3491629630098589
356,12-22,4.751580387786677,-0.4192838775215056
357,12-23,4.306056068756077,-1.104038184346296
358,12-24,4.096298623662436,-1.426427575410199
359,12-25,3.602831830928594,-2.1848676810698553
360,12-26,4.27801660187686,-1.1471338019960613
361,12-27,4.817699232887302,-0.3176616719291231
362,12-28,4.375604580590519,-0.9971447085524014
363,12-29,3.1816274036726626,-2.832243218828903
364,12-30,4.672105758479515,-0.5414334266635026
365,12-31,,
