,unnamed: 0,unnamed: 0,mth_day,documentary,documentary_norm,documentary_ravg
83,83,83,03-24,0.6727454089698143,-0.2901629765045427,-0.084869998935532
84,84,84,03-25,0.4361367324582195,-1.2217185082289488,-0.1942762461602118
85,85,85,03-26,0.5558915877400564,-0.7502298902568852,-0.21631639624148588
86,86,86,03-27,1.009095260879472,1.0340850171051603,-0.01041657615604489
87,87,87,03-28,0.8616872611937749,0.4537227939095473,0.8456691804840419
88,88,88,03-29,0.9272381337423956,0.7118041070394006,1.3780859970192345
89,89,89,03-30,1.9773846556548729,4.846351563335978,1.658760318949134
90,90,90,03-31,1.2475179160128913,1.9727823909822049,1.465690640657322
91,91,91,04-01,0.9836276329741456,0.9338160413225116,1.3328705666835663
92,92,92,04-02,0.7148650652587155,-0.12433305264571128,1.0705108229487765
93,93,93,04-03,0.6592749679045345,-0.3431976499329873,0.17208006346250274
94,94,94,04-04,0.5274127473581858,-0.8623543553693384,-0.037453758917714186
95,95,95,04-05,0.6082133779371429,-0.5442329935816644,-0.14940644137941345
96,96,96,04-06,0.9281970465032088,0.7155794567009032,-0.16646286379798408
97,97,97,04-07,0.8130163803299691,0.26209994655231605,0.13999999198676194
98,98,98,04-08,0.6888717837180421,-0.2266715871571352,0.25226394257548485
99,99,99,04-09,1.12631167095303,1.4955794847754889,0.35531732885879097
100,100,100,04-10,0.6984983597398156,-0.1887706518370008,0.2737153151521068
101,101,101,04-11,0.7652624716829239,0.07408732411817233,-0.044149320314986286
102,102,102,04-12,0.8038389563650142,0.225967374460798,-0.06318726072263081
103,103,103,04-13,0.3286038371389771,-1.6450878662502424,-0.3726860849234191
104,104,104,04-14,0.659858750807244,-0.3408992296030023,-0.3953938431252839
105,105,105,04-15,0.6546482777434808,-0.3614134604292407,-0.5466062124839141
106,106,106,04-16,0.6638926764603046,-0.3250172010481896,-0.6063758881495525
107,107,107,04-17,0.5348210817645013,-0.8331868920336087,-0.3454280977074693
108,108,108,04-18,0.7127524454282227,-0.13265067953303222,-0.18511838639109404
109,109,109,04-19,0.7262774651673639,-0.07940112359774355,-0.2327156335104533
110,110,110,04-20,0.904164113191662,0.6209590382952491,-0.20926342771951745
111,111,111,04-21,0.5821120439089186,-0.6469969431453962,-0.10007630002833941
112,112,112,04-22,0.6996328670415303,-0.1843039663025746,-0.13908683225186283
113,113,113,04-23,0.7012177434468567,-0.17806412588654064,-0.1255181886900091
114,114,114,04-24,0.6533020095599411,-0.3667138728741727,-0.22130662425452197
115,115,115,04-25,0.7469555161427142,0.0020107377733787567,-0.08440128007662885
116,116,116,04-26,0.7581865035343088,0.04622842490817192,-0.0289556196464109
117,117,117,04-27,0.7907501198376795,0.1744351219219625,-0.28042008148266634
118,118,118,04-28,0.7841297577964207,0.14836999627873312,-0.27704700178763436
119,119,119,04-29,0.3179963155542742,-1.6868508969040732,-0.32241788737197624
120,120,120,04-30,0.6584424433520025,-0.3464753947039809,-0.21466695816773732
121,121,121,05-01,0.6778121651044893,-0.2702145757326725,-0.33278438701028035
122,122,122,05-02,0.9223944581887092,0.6927340001336054,-0.19354128312007512
123,123,123,05-03,0.6107440489618876,-0.5342694511332958,0.12228536348174496
124,124,124,05-04,0.996330482731248,0.9838286196199644,0.20228751041379575
125,125,125,05-05,0.799303048098004,0.20810898270684733,0.33782651976442185
126,126,126,05-06,0.7803624027685201,0.13353748688832376,0.22557307369035628
127,127,127,05-07,0.8843680033299138,0.5430194803710839,0.14904562426573467
128,128,128,05-08,0.7513248542524753,0.01921332368921224,-0.1070777914458051
129,129,129,05-09,0.4941193846760151,-0.9934341476810256,-0.3242716472239973
130,130,130,05-10,0.6060090020378259,-0.5529118746492743,-0.445733425985293
131,131,131,05-11,0.4683086048553123,-1.0950541519623058,-0.4385931701761671
132,132,132,05-12,0.5952596810901534,-0.5952331856794499,-0.565790844238898
133,133,133,05-13,0.8952494575390311,0.5858610152258391,-0.37558125594560704
134,134,134,05-14,0.5574808656308307,-0.7439727206871739,-0.3770603653387561
135,135,135,05-15,0.7839909215617327,0.14782338207872056,0.07831546713194255
136,136,136,05-16,0.6037549005655429,-0.5617865310081689,0.35559787886092015
137,137,137,05-17,1.1622825185959706,1.637200842861886,0.3242003922107304
138,138,138,05-18,1.0178265956208865,1.0684612846944157,0.8102547748290627
139,139,139,05-19,0.8474009879045468,0.3974760953247008,0.7849149129953511
140,140,140,05-20,1.2982076195438146,2.17235357502282,0.8745154244260979
141,141,141,05-21,0.7453740213301643,-0.0042157889235489975,0.4799774690305639
142,142,142,05-22,0.7403023700555075,-0.02418346242368865,0.3718458886219258
143,143,143,05-23,0.5610230105110886,-0.7300268895113172,0.14877753031772398
144,144,144,05-24,0.8530385442919356,0.4196718022425871,-0.356134564467025
145,145,145,05-25,0.5074540460473911,-0.9409340545005104,-0.28151582309028816
146,146,146,05-26,0.5287424930972705,-0.8571189936856741,-0.09353431454994988
147,147,147,05-27,0.8590898935815712,0.44349665933687177,-0.1724546145142661
148,148,148,05-28,1.0267784056518974,1.1037055888183411,-0.17845458739120082
149,149,149,05-29,0.44075174107926746,-1.2035486892972145,-0.19368346104728493
150,150,150,05-30,0.8438948340577915,0.38367196498097866,-0.2849125293923816
151,151,151,05-31,0.484245873150656,-1.0323072964370148,-0.30825342005392925
152,152,152,06-01,0.3897131703006233,-1.404493403756254,-0.4828337667806606
153,153,153,06-02,0.8235193426485037,0.303451315367586,-0.38594432207350077
154,154,154,06-03,0.7607251857811512,0.056223508457953264,-0.3303438928934359
155,155,155,06-04,0.5884072430824691,-0.6222120210542557,-0.2791301005960709
156,156,156,06-05,0.9286275859792116,0.7172745400613677,0.18756694211220729
157,157,157,06-06,0.5622935720925853,-0.7250245426528249,0.3980413325361032
158,158,158,06-07,1.1009401396859493,1.3956888524934152,0.4162352715037516
159,159,159,06-08,1.1442735989123096,1.5662976579109618,0.5860302781499135
160,160,160,06-09,0.7884519954434758,0.16538714226384382,0.5656985406274541
161,161,161,06-10,0.8471678028085721,0.396558018822716,0.4234267255683137
162,162,162,06-11,0.8976428598354128,0.5952841149266105,0.1922029725621849
163,163,163,06-12,0.3454772167408072,-1.5786554330076672,-0.05536523344600001
164,164,164,06-13,0.7485647139791151,0.0083463344566426,0.10843096344394187
165,165,165,06-14,0.7669899035763069,0.08088842186185217,0.22087751747812798
166,166,166,06-15,1.0380706174832446,1.148164323603495,0.5688718002379288
167,167,167,06-16,1.0185316952803485,1.0712373430278326,0.9272940599249249
168,168,168,06-17,1.4279717379752768,2.683249811485416,1.248645562708978
169,169,169,06-18,0.8916978999448509,0.571878125114309,1.315438710471298
170,170,170,06-19,1.2382910985865834,1.9364553511609608,1.0388978551111496
171,171,171,06-20,0.8687798951799078,0.4816473084357712,0.6285544279386862
172,172,172,06-21,0.6166338041542897,-0.5110808085573934,0.3854018205890417
173,173,173,06-22,0.3931853026367453,-1.3908232200069477,0.4868518130519723
174,174,174,06-23,1.0574172321659772,1.2243341673875492,0.23343784573556703
175,175,175,06-24,1.0463034878972823,1.1805780798918923,0.2698603615997733
176,176,176,06-25,0.8520987050619906,0.41597154726252944,0.15085127843902843
177,177,177,06-26,0.9242863012740232,0.7001824036210089,0.31918052122975965
178,178,178,06-27,0.4352688890167175,-1.2251353075218625,0.1871228841380075
179,179,179,06-28,0.6497120989374731,-0.3808477632625602,0.12563453978645497
180,180,180,06-29,0.8561668611160296,0.4319883448370361,-0.08072311504973802
181,181,181,06-30,0.9525977970450434,0.8116480137825771,-0.2904534964800141
182,182,182,07-01,0.5376181833794276,-0.8221743817546284,-0.20240553677546477
183,183,183,07-02,0.6046658839106246,-0.5581998849606477,-0.321698011246304
184,184,184,07-03,0.5694503339597307,-0.6968475492945666,-0.5271517057336327
185,185,185,07-04,0.4679153071772016,-1.0966026100875954,-0.8547885106730342
186,186,186,07-05,0.5430639375764424,-0.8007338220869359,-0.9541988568897254
187,187,187,07-06,0.4532928721972552,-1.1541728158538325,-0.7672472936058421
188,188,188,07-07,0.3861209318542269,-1.4186364590547758,-0.5275159607674725
189,189,189,07-08,0.8895723255813054,0.5635094947426518,-0.5220652900586954
190,190,190,07-09,0.9347909590725328,0.7415404477356509,-0.2596484726496579
191,191,191,07-10,0.4762219036510603,-1.0638985858349332,-0.009398383138730057
192,192,192,07-11,0.9429763018770566,0.7737670823672892,0.13291605236039972
193,193,193,07-12,0.8346636469474136,0.3473277212117345,-0.13621714069910676
194,194,194,07-13,0.6030022389918395,-0.5647498460599971,-0.4591561300521246
195,195,195,07-14,0.4794244828825083,-1.0512896636143871,-0.4699420429559735
196,196,196,07-15,0.4426453106642215,-1.196093488382456,-0.4971494011356275
197,197,197,07-16,0.4597846189788844,-1.1286140632580273,-0.37139854851961696
198,198,198,07-17,0.9015134145384024,0.6105229332893651,-0.03019707669478237
199,199,199,07-18,1.0263027395902424,1.1018328369077977,0.24415353621683633
200,200,200,07-19,1.1229791545247678,1.4824589848890104,0.41121919266254275
201,201,201,07-20,0.8975234574074141,0.5948140138553252,0.4395088838168257
202,202,202,07-21,0.6972464536942247,-0.1936995497082176,0.20983115126058835
203,203,203,07-22,0.5028969369566186,-0.9588759163323298,-0.1465294167317972
204,204,204,07-23,0.5514940599838583,-0.7675434620480587,-0.3156279984053781
205,205,205,07-24,0.4832239891639498,-1.0363305710465156,-0.15713986376957848
206,206,206,07-25,0.8652799176212367,0.4678674948475251,-0.2552294821957001
207,207,207,07-26,1.139052812353451,1.545742821670123,-0.12562240849702302
208,208,208,07-27,0.5477619366368037,-0.7822372602649473,-0.3066024794426361
209,209,209,07-28,0.7004127508616799,-0.18123347414026744,-0.3576092371961635
210,210,210,07-29,0.2756879253856401,-1.8534238877217373,-0.6108649647343235
211,211,211,07-30,0.4054918022945144,-1.3423711175676798,-0.8489604491544077
212,212,212,07-31,0.4793286749667342,-1.051666870381435,-0.7195366370732666
213,213,213,08-01,0.7762051524974226,0.11716991514961846,-0.7420524829364279
214,214,214,08-02,0.744998467424731,-0.005694387778100989,-0.34967438361932923
215,215,215,08-03,0.6660995340401771,-0.3163285493192349,-0.06826753798430907
216,216,216,08-04,0.8736559022363417,0.5008447081808546,-0.023938723518735827
217,217,217,08-05,0.8343441833248894,0.34606995624244113,-0.054838541674491405
218,218,218,08-06,0.5468839527671581,-0.7856939835879956,-0.10806848939802692
219,219,219,08-07,0.7291151090423735,-0.06822899378491501,0.288370611476038
220,220,220,08-08,0.6638782310927128,-0.32507407411931394,0.08125815535059087
221,221,221,08-09,1.2702563091169594,2.0623060559251543,0.3706833571052654
222,222,222,08-10,0.5580250946416824,-0.741830028571828,0.3257219273482532
223,223,223,08-11,1.2754162070796744,2.082621166770488,0.30207449644595213
224,224,224,08-12,0.4783645954561679,-1.0554625621300684,0.15882179032492047
225,225,225,08-13,0.6930774034747693,-0.21011357919872176,-0.1379758276066837
226,226,226,08-14,0.44556703837664025,-1.1845903108455038,-0.08952095464814609
227,227,227,08-15,0.8179490283651792,0.2815203483355293,-0.06948487563278798
228,228,228,08-16,0.6318683147449504,-0.4511007908206025,0.10423623951651728
229,229,229,08-17,1.3059503619004618,2.202837640862637,0.12448076491135679
230,230,230,08-18,0.7431083819796046,-0.01313587123423693,0.2790038525870579
231,231,231,08-19,0.7239292219471142,-0.08864642682968474,0.3578084532876469
232,232,232,08-20,0.6810538259291994,-0.2574517847912972,0.5908887651157128
233,233,233,08-21,0.9380439769096356,0.7543479525390634,0.20123802077676559
234,234,234,08-22,0.9870730592251572,0.9473810801477922,0.08549472069818505
235,235,235,08-23,0.7121387611096814,-0.13506682517104568,0.014437481968480367
236,236,236,08-24,0.5667203850387252,-0.7075956717057202,-0.14241217120902358
237,237,237,08-25,0.6156409322649198,-0.5149898592079128,-0.05034812366207447
238,238,238,08-26,0.4420214488838907,-1.1985497038563209,-0.2827219958247852
239,239,239,08-27,1.0783457734373936,1.306732237820758,-0.2849959747985395
240,240,240,08-28,0.6329448995446492,-0.446862152828472,0.014334958585690172
241,241,241,08-29,0.7086733113083203,-0.1487106990135714,0.3068229792431693
242,242,242,08-30,1.0228883336477776,1.0883899285996577,0.4608472619502859
243,243,243,08-31,1.061380565210834,1.239938264736962,0.394552785744761
244,244,244,09-01,0.6767480783174656,-0.2744040076136211,0.4551865075768588
245,245,245,09-02,0.9773157366387336,0.9089653805876082,0.5435743472390453
246,246,246,09-03,0.7253481810630878,-0.0830598218358849,0.5940063531046417
247,247,247,09-04,0.8433727192339622,0.3816163389595478,0.6253006817099781
248,248,248,09-05,1.0997446224377452,1.3909819637932357,0.8487416384432503
249,249,249,09-06,1.1090718262562451,1.4277042363689811,0.6914668631046653
250,250,250,09-07,1.0172628447529979,1.066241732786012,0.6767887015746755
251,251,251,09-08,0.7376354910222216,-0.0346832714439025,0.6164809785610696
252,252,252,09-09,0.7029792706441538,-0.17112879101582368,0.29894348760823136
253,253,253,09-10,0.7514662464168465,0.01977000087791192,0.17143623977324798
254,254,254,09-11,0.6158306339409807,-0.5142429819237939,-0.009688051211798573
255,255,255,09-12,0.9147560600236638,0.662660749359081,0.1281519315523896
256,256,256,09-13,0.7412369247861482,-0.0205040131242673,0.07968254758415745
257,257,257,09-14,0.9476979174575632,0.7923566251412266,0.0914059963878643
258,258,258,09-15,0.629113936362943,-0.4619450948252167,-0.05963075142977368
259,259,259,09-16,0.7693322969815087,0.09011069370015304,-0.21295130014731178
260,260,260,09-17,0.3856568839793785,-1.4204634688296218,-0.31240314080727855
261,261,261,09-18,0.6811018920519334,-0.2572625429461477,-0.3058194583020673
262,262,262,09-19,0.589676437447483,-0.6172150570840678,-0.2216443389342163
263,263,263,09-20,0.9577311769965644,0.8318587201724938,-0.15519720000629775
264,264,264,09-21,0.7573933329887036,0.043105621381889496,0.23087293563932035
265,265,265,09-22,0.8705949854480602,0.4887935272676645,0.21060184773061888
266,266,266,09-23,0.9740117853774802,0.8959573450440866,0.1586148641515225
267,267,267,09-24,0.6502095934082901,-0.3788890703983566,0.13533199311661284
268,268,268,09-25,0.510450427006364,-0.929136958558646,0.257990084591708
269,269,269,09-26,0.9222490455721768,0.6921614939630357,0.197113369854412
270,270,270,09-27,0.9443191857092884,0.7790541702324605,-0.15573444219898483
271,271,271,09-28,0.7778213928032786,0.12353323884388827,-0.2108503436813105
272,272,272,09-29,0.4362863295557111,-1.2211295272762943,-0.3763223882074696
273,273,273,09-30,0.5662152416362398,-0.7095844792923106,-0.04269290475210465
274,274,274,10-01,0.25827788255787004,-1.9219692257156007,-0.18408411893614238
275,275,275,10-02,1.4306865643500133,2.6939383946952256,-0.3357070353063745
276,276,276,10-03,0.7288448296296779,-0.0692931148717658,0.2765054652111771
277,277,277,10-04,0.5467543462379711,-0.7862042593775048,0.48597424462403355
278,278,278,10-05,1.3692728315402185,2.4521454758290155,0.924741557360622
279,279,279,10-06,0.8854369883567846,0.547228197184828,0.22778572040740527
280,280,280,10-07,0.9269410999034556,0.7106346507039301,0.12881147890571265
281,281,281,10-08,0.36855472645556,-1.4877966270240746,0.3209647201073886
282,282,282,10-09,0.5780121836331157,-0.6631385638819215,-0.33324600119687825
283,283,283,10-10,0.8395879296786561,0.3667151878325505,-0.17122648193712572
284,284,284,10-11,0.372282780023081,-1.4731188519965854,-0.2890621087178774
285,285,285,10-12,1.1323480272519049,1.5193453127433432,0.09999461674506982
286,286,286,10-13,0.7473644837017523,0.0036208900194198475,0.17879683318875053
287,287,287,10-14,0.9614610670748094,0.8465437257536088,-0.018030858847525904
288,288,288,10-15,0.6981034986687646,-0.1903252652198371,-0.11558432062749768
289,289,289,10-16,0.5396306767127889,-0.8142509643851081,-0.23663387235284813
290,290,290,10-17,0.22361534349469905,-2.058439622676416,-0.23950134240890916
291,291,291,10-18,0.9478735225079599,0.7930480023912405,-0.304935349969541
292,292,292,10-19,0.7429945780645952,-0.01358393031694634,3.87064411514898e-05
293,293,293,10-20,0.8617423488630576,0.4539396803898178,0.09376742488836332
294,294,294,10-21,1.162871333115295,1.639519073244318,0.5784167345115443
295,295,295,10-22,0.6824693627664524,-0.2518786537018372,0.6097019231998311
296,296,296,10-23,0.9622008243404541,0.8494562350626698,0.5884163172128688
297,297,297,10-24,0.9955508546982281,0.9807591345209612,0.41767587094652964
298,298,298,10-25,0.7105561958760449,-0.14129756623871992,0.17491725000837086
299,299,299,10-26,0.6015409783019569,-0.5705029972082174,0.2705897995645781
300,300,300,10-27,0.7929172462839978,0.18296734761536507,-0.11029987318254557
301,301,301,10-28,0.8282703669454355,0.3221566436354065,-0.32247573967753945
302,302,302,10-29,0.3817407339013589,-1.4358818014200725,-0.2899492547587022
303,303,303,10-30,0.6722036193520906,-0.2922960644490019,0.1417539194372134
304,304,304,10-31,0.7601252121255061,0.05386134327430354,0.5001620222936879
305,305,305,11-01,1.259438741003894,2.019716047967276,0.32204289281804416
306,306,306,11-02,1.3391163550644938,2.333415964754212,0.6635370333886953
307,307,307,11-03,0.5568241886894885,-0.7465581332184561,1.2615366916053736
308,308,308,11-04,0.9021636644848926,0.6130830420038343,1.235605665626472
309,309,309,11-05,1.5835303381561838,3.295701884851068,0.9593048531412319
310,310,310,11-06,0.7206074022139602,-0.10172481259910596,0.5555015066071087
311,311,311,11-07,0.8383677430772665,0.361911173055836,0.5597541136504408
312,312,312,11-08,0.7237367745201263,-0.0894041144505269,0.7690015124272893
313,313,313,11-09,0.5633049857433202,-0.7210424909584634,0.24498840171901604
314,314,314,11-10,1.2210480362824792,1.868567434664925,0.3105475461158235
315,315,315,11-11,0.7849560543242975,0.15162322060142858,0.3475410964858459
316,316,316,11-12,0.8205168237827233,0.2916300537817389,0.32093769740325867
317,317,317,11-13,0.8947443821144261,0.5838724752759706,0.24729863659317194
318,318,318,11-14,0.6831942958383318,-0.2490245089460505,-0.12459821193737224
319,319,319,11-15,0.4510821061115812,-1.1628768558189837,-0.20842118014948333
320,320,320,11-16,0.6542926375994249,-0.3628136565183401,-0.1701599495522709
321,321,321,11-17,0.6572133214789821,-0.35131458867123805,-0.3758253392828974
322,322,322,11-18,0.8788253549975191,0.5211974373650134,-0.24098092571198718
323,323,323,11-19,0.581318843789345,-0.6501198631077886,-0.04943207050852531
324,324,324,11-20,0.8886915988553729,0.5600419724794107,-0.15259557558394307
325,325,325,11-21,0.742994630315734,-0.013583724598212528,-0.2568035113041565
326,326,326,11-22,0.4970757273739605,-0.9817946869708468,-0.3799659360626344
327,327,327,11-23,0.4984047421957485,-0.9765622029925188,-0.30490734851297746
328,328,328,11-24,0.6911309192350987,-0.21777711118585352,-0.3183990074009521
329,329,329,11-25,0.6957050233963467,-0.19976833780984707,-0.12989013688012124
330,330,330,11-26,0.8681308693354458,0.4790920191515632,0.18060480896375197
331,331,331,11-27,1.0302743437348465,1.1174694985267726,1.018659051831582
332,332,332,11-28,0.9702571687229176,0.8811749880923925,0.8538757699499976
333,333,333,11-29,1.7755647084910051,4.05176325421446,1.0184407580839079
334,334,334,11-30,0.4400080205385558,-1.2064768024753592,1.15094445300419
335,335,335,12-01,0.9464952514599386,0.7876215909936134,0.9301064131966607
336,336,336,12-02,1.0700610140469424,1.2741141886732563,0.7507414016246944
337,337,337,12-03,0.6937263149197515,-0.20755874031840388,0.13154806212003076
338,338,338,12-04,0.6969123177382197,-0.1950150813394052,0.2963637544974827
339,339,339,12-05,0.8319396969334388,0.3366032171864792,0.22447419894888085
340,340,340,12-06,0.6911803114888367,-0.2175826482106476,-0.024694020999171173
341,341,341,12-07,0.8369385454080208,0.3562842577020021,-0.09258909625394307
342,342,342,12-08,0.6903389637155402,-0.2208951310150558,-0.27877715145549936
343,343,343,12-09,0.5902570314432236,-0.6149291918470352,-0.13097041390083916
344,344,344,12-10,0.4131694307717714,-1.3121434125487428,0.2928704813607776
345,345,345,12-11,1.0571910449936064,1.2234436425144404,0.3650443225834166
346,346,346,12-12,1.3370962866344325,2.325462723359053,0.4942741040455503
347,347,347,12-13,0.9469284910562552,0.789327305037836,0.6002604769324178
348,348,348,12-14,0.8872797998739841,0.5544835577577462,0.8952651020738996
349,349,349,12-15,0.7517758753318241,0.020989045474170104,0.7007328286069584
350,350,350,12-16,0.8627442647506983,0.4578843383001484,0.6457241629649453
351,351,351,12-17,0.7607319148850541,0.05625000171279322,0.7652011916412821
352,352,352,12-18,1.2532653578428927,1.9954107295069743,0.7268680912037241
353,353,353,12-19,1.129006535784194,1.5061894770958564,0.8557505977716038
354,354,354,12-20,0.8288617419982895,0.3244849551323983,0.6837169970408338
355,355,355,12-21,0.9481874789304248,0.7942840848814485,0.5502170981145695
356,356,356,12-22,0.6005721803291734,-0.5743172660844714,0.030135301743985415
357,357,357,12-23,0.5572835965165047,-0.7447493918447918,-0.19397544710976677
358,358,358,12-24,0.4606822342846391,-1.1250800487165304,-0.4282869683836806
359,359,359,12-25,0.7874710338899524,0.16152498397334322,-0.6158816265153737
360,360,360,12-26,0.4717806853011306,-1.0813841725110849,-0.7587681553790321
361,361,361,12-27,0.6623009873391767,-0.3312838639087104,-0.6911519755373109
362,362,362,12-28,0.3828190265916813,-1.4316364392664211,-0.6422050462594374
363,363,363,12-29,0.6603278549312742,-0.33905231279446474,
364,364,364,12-30,0.5352753278448662,-0.8313984730492892,
365,365,365,12-31,,,
