,unnamed: 0,unnamed: 0,unnamed: 0.1,mth_day,creepy,creepy_norm,creepy_ravg
242,242,242,242,08-30,4.918663362108171,-0.043380458768396704,0.20236791205633212
243,243,243,243,08-31,5.282508998787615,0.494559653502609,0.21725784686046323
244,244,244,244,09-01,5.4817606310549545,0.789150091387966,0.04929536109558482
245,245,245,245,09-02,5.411050390657985,0.6846061012359885,-0.04185036081523067
246,246,246,246,09-03,3.6762550115512407,-1.8802618727781848,-0.12030778379705304
247,247,247,247,09-04,4.747951236953877,-0.2957756794713691,-0.0522602009270182
248,248,248,248,09-05,4.600266681520034,-0.5141249966593309,-0.0010250969193634403
249,249,249,249,09-06,5.558660364514794,0.902845150722818,0.2045185181409336
250,250,250,250,09-07,5.689683430780415,1.0965607154338946,0.6586683320743975
251,251,251,251,09-08,6.2451894977562015,1.9178677915977709,0.6900848545527537
252,252,252,252,09-09,5.519290224161232,0.8446370108225985,1.2233271365275815
253,253,253,253,09-10,4.87544607546073,-0.10727654460123162,1.0397784668474224
254,254,254,254,09-11,6.764275720784108,2.685328695189636,0.731510476989521
255,255,255,255,09-12,4.813781359680911,-0.1984468673581362,0.30384240240292143
256,256,256,256,09-13,4.43866726211179,-0.7530472237135141,0.06378711573759983
257,257,257,257,09-14,4.509622738528823,-0.6481406559218269,-0.04292904166436438
258,258,258,258,09-15,4.545095514126202,-0.5956947091693311,-0.5395992744787134
259,259,259,259,09-16,4.442369522719777,-0.7475734890130169,-0.3217115728391428
260,260,260,260,09-17,4.748683728785281,-0.294692701696458,0.017964525445250568
261,261,261,261,09-18,5.69801535955484,1.108879342479287,0.4723741908601348
262,262,262,262,09-19,5.817144123299775,1.285009365992846,0.420976608956455
263,263,263,263,09-20,6.35371248295984,2.0783173365674785,0.7669921544786374
264,264,264,264,09-21,4.336513345015447,-0.90408020059141,0.76083268141522
265,265,265,265,09-22,5.846573190633791,1.3285197841200778,0.8825046380251488
266,266,266,266,09-23,4.7236872950122955,-0.3316495400769625,0.739974884619622
267,267,267,267,09-24,6.191785682781497,1.8389110821388608,0.1794179764106031
268,268,268,268,09-25,5.238728485306162,0.4298308455596854,0.33523871585286935
269,269,269,269,09-26,4.0788549606084885,-1.2850241126866346,-0.10037650078710207
270,270,270,270,09-27,4.9688665924156465,0.03084423606218713,0.08317779874830136
271,271,271,271,09-28,4.078755261870265,-1.2851715157197507,-0.40902774536938474
272,272,272,272,09-29,5.468589146979745,0.7696762571354581,-0.717224687072929
273,273,273,273,09-30,4.194312334077981,-1.1143221825672558,-0.5918656684854823
274,274,274,274,10-01,3.988000644951793,-1.4193508046615797,-0.7747087275095955
275,275,275,275,10-02,4.587588154780279,-0.5328700011619547,-0.7096542754689876
276,276,276,276,10-03,4.226851103640971,-1.066214118082492,-0.9344391540553625
277,277,277,277,10-04,4.342759874818216,-0.8948448034761037,-0.7146301730433521
278,278,278,278,10-05,4.556364956224829,-0.5790330143827911,-0.3739398362442555
279,279,279,279,10-06,5.086343288674847,0.2045317035048065,-0.37865758476758415
280,280,280,280,10-07,5.3705934987907336,0.6247912161329994,-0.3934198494589851
281,281,281,281,10-08,4.568442541623629,-0.5611764923019263,-0.3617982631686907
282,282,282,282,10-09,4.166942736821499,-1.154787706230898,-0.06390566945430398
283,283,283,283,10-10,4.4710869052904485,-0.7051152857343373,-0.04410749398342786
284,284,284,284,10-11,5.765275590881113,1.208322547903529,-0.02678093266599028
285,285,285,285,10-12,5.166688437827768,0.3233207563300633,-0.10357566547455083
286,286,286,286,10-13,5.440908319234903,0.7287505840376248,0.38376443779271535
287,287,287,287,10-14,4.256793406543529,-1.0219448891532896,0.5597787496568749
288,288,288,288,10-15,6.144671105923398,1.769252913372699,0.3955298794895256
289,289,289,289,10-16,5.1853899056137935,0.3509705854506204,0.19381558405082708
290,290,290,290,10-17,5.098719221017263,0.2228293268994333,0.22203058266063813
291,291,291,291,10-18,4.348089513035954,-0.8869650163021279,0.5856017589248151
292,292,292,292,10-19,5.555410702294872,0.8980405756964912,0.5244386738551792
293,293,293,293,10-20,5.732241506678789,1.1594821684317722,0.60761160810023
294,294,294,294,10-21,5.896458476441369,1.402274402954884,0.747301980249237
295,295,295,295,10-22,5.5229231200877775,0.8500081909209247,0.8476349681383817
296,296,296,296,10-23,5.665612054250777,1.060971559793476,0.9730462791321441
297,297,297,297,10-24,4.75526182488712,-0.2849670889672592,0.958072930719923
298,298,298,298,10-25,6.0643561100209435,1.6505084416590659,0.8490023107579933
299,299,299,299,10-26,5.671476517840889,1.0696420779584457,0.7556410746587181
300,300,300,300,10-27,5.4538270207330335,0.7478506831833049,0.7384920987904598
301,301,301,301,10-28,5.1440436394744316,0.2898407743252743,1.0850509657905627
302,302,302,302,10-29,5.596017912811737,0.9580777045839262,1.529102875857532
303,303,303,303,10-30,6.161670405331874,1.7943861130333585,1.4576294412505673
304,304,304,304,10-31,7.8664119104886945,4.31481990206088,1.1824646375692016
305,305,305,305,11-01,5.3814223271193375,0.640801470316657,1.2048891937890058
306,306,306,306,11-02,4.3371505256723735,-0.9031381389048884,1.1850356099353745
307,307,307,307,11-03,5.235047192646219,0.4243881116441,1.0014372262719036
308,308,308,308,11-04,5.5154479048184974,0.8389562014621389,0.21244552078366233
309,309,309,309,11-05,5.4165896507251325,0.6927958110525326,-0.09700511692758186
310,310,310,310,11-06,4.6645180616780895,-0.4191303308685668,0.031511921425583754
311,311,311,311,11-07,4.125606725376084,-1.2159023559508082,-0.02332125578830575
312,312,312,312,11-08,4.858699626515855,-0.13203590878589466,-0.09969631548718061
313,313,313,313,11-09,5.0125226570768,0.09538904836076298,-0.3637170033350238
314,314,314,314,11-10,5.205501891252942,0.3807058432688897,-0.15968306803783913
315,315,315,315,11-11,4.345138315434318,-0.8913283160345268,0.020880359924902964
316,316,316,316,11-12,5.492530571609873,0.8050732809145413,0.3165758345675502
317,317,317,317,11-13,4.858370993102189,-0.1325217881743556,0.1854619335617763
318,318,318,318,11-14,6.058693891086151,1.6421369390699885,0.2716311538868968
319,319,319,319,11-15,4.480434942841372,-0.6912943576738804,0.33261060410297155
320,320,320,320,11-16,5.555194663175143,0.8977211652196129,0.18698518747803558
321,321,321,321,11-17,4.5926057161592455,-0.525451614738078,0.352455215670886
322,322,322,322,11-18,4.901552082890116,-0.06867921883507458,0.1810805414515636
323,323,323,323,11-19,5.529883078397616,0.8602983809827469,0.3991622058080477
324,324,324,324,11-20,5.363219513589097,0.6138888937540541,0.16456832276801767
325,325,325,325,11-21,5.365456084108379,0.617195628465024,0.2991005675976158
326,326,326,326,11-22,4.603163474698142,-0.5098421330205671,0.4337073610832467
327,327,327,327,11-23,5.138565786702714,0.2817418542395106,0.18078019602251194
328,328,328,328,11-24,5.447814687517947,0.7389615420787108,0.18415669838127138
329,329,329,329,11-25,4.50345158568132,-0.6572646093816616,0.2071541805133996
330,330,330,330,11-26,5.376922068454764,0.6341479079066108,0.26401965804443667
331,331,331,331,11-27,5.458784690815881,0.755180521257793,0.13568314536096007
332,332,332,332,11-28,4.833935511273143,-0.16864926783434467,0.21842541566369034
333,333,333,333,11-29,4.617749296895965,-0.488277221861349,0.2870014649152162
334,334,334,334,11-30,5.783600177372992,1.2354151638950923,0.24811608721589629
335,335,335,335,12-01,4.781747578841753,-0.24580831387250635,-0.003711910456159003
336,336,336,336,12-02,5.219117048708601,0.4008356417106909,-0.12438699656665324
337,337,337,337,12-03,4.43681384993679,-0.7557874647745387,-0.11398140679764453
338,338,338,338,12-04,4.344210697648166,-0.89269978449731,-0.6159476225115025
339,339,339,339,12-05,4.659977362974324,-0.4258436832472967,-0.5896846790874414
340,340,340,340,12-06,3.7465159758219104,-1.7763821303880556,-0.6673366280774857
341,341,341,341,12-07,4.88832811247249,-0.08823065332813998,-0.7116593360950122
342,342,342,342,12-08,4.903989150544553,-0.06507605222957534,-0.6378922371691474
343,343,343,343,12-09,4.256943003162647,-1.021723712879697,-0.5395055034997135
344,344,344,344,12-10,4.643573059321118,-0.4500971909421217,-0.5275904188907764
345,345,345,345,12-11,5.0592513669333234,0.16447671876930786,-0.628860714033446
346,346,346,346,12-12,3.794869888609631,-1.7048916227344335,-0.549191026106188
347,347,347,347,12-13,4.4773520111662135,-0.6958524241841575,-0.24520020898436046
348,348,348,348,12-14,5.227305456579852,0.41294207533397337,-0.42707566649002654
349,349,349,349,12-15,5.4906015076395285,0.8022211898512679,-0.2282077852574875
350,350,350,350,12-16,3.9054843004834803,-1.5413499359761182,0.06660606141031489
351,351,351,351,12-17,5.866298945780088,1.357684006164542,0.17228643199723714
352,352,352,352,12-18,4.991286321917621,0.06399145727238079,0.0072976234234743515
353,353,353,353,12-19,4.9062251237332175,-0.06177020066262396,-0.18592228557259027
354,354,354,354,12-20,4.557746261444821,-0.5769907761086034,0.06974161898147994
355,355,355,355,12-21,4.70647458491174,-0.3570982641251199,-0.334988801827538
356,356,356,356,12-22,4.943022056153562,-0.007366508651696971,-0.3587258968927696
