,unnamed: 0,unnamed: 0,unnamed: 0.1,mth_day,leonardo dicaprio,leonardo dicaprio_norm,leonardo dicaprio_ravg,leonardo dicaprio_ravg
89,89,89,89,03-30,0.620905336481138,1.299976398140091,0.5285823433064781,0.5285823433064781
90,90,90,90,03-31,0.5835457445368171,1.0955938594612418,0.2720633992190525,0.2720633992190525
91,91,91,91,04-01,0.17164766448839,-1.1577705617215863,-0.0016162340478793242,-0.0016162340478793242
92,92,92,92,04-02,0.13047859906822354,-1.3829935277044445,-0.16472563414155317,-0.16472563414155317
93,93,93,93,04-03,0.315779738601044,-0.3692694652402525,-0.33321684961503134,-0.33321684961503134
94,94,94,94,04-04,0.2966557983490871,-0.4738905077843674,-0.6654652226072914,-0.6654652226072914
95,95,95,95,04-05,0.4361117695654369,0.2890291052992217,-0.4862308601123609,-0.4862308601123609
96,96,96,96,04-06,0.2191507119848534,-0.8978963784923184,-0.3426008526729696,-0.3426008526729696
97,97,97,97,04-07,0.3682238305883581,-0.08236438675200325,-0.47093108789712074,-0.47093108789712074
98,98,98,98,04-08,0.2880055141436964,-0.5212134830680966,-0.5254258376056737,-0.5254258376056737
99,99,99,99,04-09,0.17503292373855225,-1.1392508765851594,-0.40669025300039663,-0.40669025300039663
100,100,100,100,04-10,0.23688841434320104,-0.8008590060356853,0.07396927468077936,0.07396927468077936
101,101,101,101,04-11,0.5663356043058536,1.0014426129308844,0.17238688198316302,0.17238688198316302
102,102,102,102,04-12,0.7463164063067752,1.9860607875947376,0.40440871787488053,0.40440871787488053
103,103,103,103,04-13,0.4761638240747187,0.5081412570622986,0.7124590619844059,0.7124590619844059
104,104,104,104,04-14,0.5424766005814873,0.8709175322822087,0.7067411788307897,0.7067411788307897
105,105,105,105,04-15,0.5128886494370166,0.7090511880719923,0.6022319940454869,0.6022319940454869
106,106,106,106,04-16,0.2306172979517933,-0.8351663049573828,0.22000553253600894,0.22000553253600894
107,107,107,107,04-17,0.4517146433396828,0.3743875042190675,0.10909378349295439,0.10909378349295439
108,108,108,108,04-18,0.3271076600619508,-0.3072979814621301,-0.08156899077550696,-0.08156899077550696
109,109,109,109,04-19,0.3545208193582424,-0.15732923719602873,-0.20313668382480643,-0.20313668382480643
110,110,110,110,04-20,0.33336626781961043,-0.27305911332855937,0.026812554020328522,0.026812554020328522
111,111,111,111,04-21,0.3795586858708788,-0.0203549702238045,0.0040319498835021395,0.0040319498835021395
112,112,112,112,04-22,0.4828152523171837,0.544529122113427,0.04126579117673292,0.04126579117673292
113,113,113,113,04-23,0.4267299040278498,0.2377038793981092,-0.03173900105388284,-0.03173900105388284
114,114,114,114,04-24,0.3679440581092561,-0.08389493370274541,-0.04234615505884879,-0.04234615505884879
115,115,115,115,04-25,0.2744524554359778,-0.5953579905797233,0.03158430912403972,0.03158430912403972
116,116,116,116,04-26,0.32173281964313644,-0.3367020373583551,0.16286046040282276,0.16286046040282276
117,117,117,117,04-27,0.4606422850466466,0.42322781487352656,0.27340499427793064,0.27340499427793064
118,118,118,118,04-28,0.6267930150604885,1.3321860297861252,0.5061864669286877,0.5061864669286877
119,119,119,119,04-29,0.5479701637079175,0.9009710826487566,0.5314045993753364,0.5314045993753364
120,120,120,120,04-30,0.623248279888072,1.3127939022017976,0.6344036064106032,0.6344036064106032
121,121,121,121,05-01,0.3021105658761765,-0.4440491958998317,0.523059971075181,0.523059971075181
122,122,122,122,05-02,0.4346974857554679,0.2812920048532461,0.15240022145769294,0.15240022145769294
123,123,123,123,05-03,0.33852560692088096,-0.244833997139007,-0.05818291826409618,-0.05818291826409618
124,124,124,124,05-04,0.2202701168107693,-0.8917724679188029,-0.5296216665894343,-0.5296216665894343
125,125,125,125,05-05,0.3170120724380359,-0.3625277556819781,-0.38886917712058483,-0.38886917712058483
126,126,126,126,05-06,0.10619552054688317,-1.5158385877502307,-0.48241916152644615,-0.48241916152644615
127,127,127,127,05-07,0.4564815490050122,0.4004657409132649,-0.4406667598525953,-0.4406667598525953
128,128,128,128,05-08,0.3320960815535468,-0.2800079015819213,-0.2845571161959659,-0.2845571161959659
129,129,129,129,05-09,0.3843177582263743,0.005680412904098144,-0.1286870233397267,-0.1286870233397267
130,130,130,130,05-10,0.3914841341123924,0.04488539402097367,0.0070325405066792674,0.0070325405066792674
131,131,131,131,05-11,0.4879633612244825,0.5726928014554571,-0.1127076628565935,-0.1127076628565935
132,132,132,132,05-12,0.2550466178159178,-0.7015212046717949,-0.12004676837723678,-0.12004676837723678
133,133,133,133,05-13,0.3251558937147304,-0.31797547926637165,-0.0327771104526034,-0.0327771104526034
134,134,134,134,05-14,0.32404688158000955,-0.3240425347057808,-0.003845881519443818,-0.003845881519443818
135,135,135,135,05-15,0.48003118355889296,0.5292983604518985,-0.18828112997145183,-0.18828112997145183
136,136,136,136,05-16,0.4232146013346129,0.21847276761993115,-0.12520944602603143,-0.12520944602603143
137,137,137,137,05-17,0.285683097943962,-0.5339186892565909,-0.05321949603623256,-0.05321949603623256
138,138,138,138,05-18,0.324220796510644,-0.3230911009992725,0.17746154594310912,0.17746154594310912
139,139,139,139,05-19,0.40411122443220576,0.11396422067242155,0.08910203444185814,0.08910203444185814
140,140,140,140,05-20,0.5770474457186376,1.0600437171702692,-0.053418297274055115,-0.053418297274055115
141,141,141,141,05-21,0.3831224559711615,-0.0008587085556072764,0.024307134939579506,0.024307134939579506
142,142,142,142,05-22,0.26690472855113745,-0.6366492226755484,0.08236955873430414,0.08236955873430414
143,143,143,143,05-23,0.3709288469194209,-0.0675660959747832,0.1872643042506107,0.1872643042506107
144,144,144,144,05-24,0.3879010445677729,0.025283441769075283,-0.13944436386330167,-0.13944436386330167
145,145,145,145,05-25,0.5191550510210418,0.7433326937702608,-0.2932368078258338,-0.2932368078258338
146,146,146,146,05-26,0.2187281116608267,-0.9002082915132049,-0.2263947621205804,-0.2263947621205804
147,147,147,147,05-27,0.2144498387984704,-0.9236133723308,-0.291844687368557,-0.291844687368557
148,148,148,148,05-28,0.3402140699972521,-0.235596948444028,-0.1770042690539467,-0.1770042690539467
149,149,149,149,05-29,0.29914632041231404,-0.4602656474626427,-0.2714999865963958,-0.2714999865963958
150,150,150,150,05-30,0.5138528365755201,0.7143259516567371,-0.1880318040264354,-0.1880318040264354
151,151,151,151,05-31,0.4155164093633321,0.17635838851556607,-0.022906770307995965,-0.022906770307995965
152,152,152,152,06-01,0.3102722502542233,-0.3993991960934424,0.05783370227248565,0.05783370227248565
153,153,153,153,06-02,0.3955515293652939,0.06713682997983664,0.20106250915825233,0.20106250915825233
154,154,154,154,06-03,0.428766579281958,0.24884588703886165,-0.019687535967405818,-0.019687535967405818
155,155,155,155,06-04,0.4562332168129586,0.3991071938519575,0.21128693343300284,0.21128693343300284
156,156,156,156,06-05,0.2717441419415645,-0.6101743190972119,0.18267881529369853,0.18267881529369853
157,157,157,157,06-06,0.6688387914650953,1.562205204918018,0.028505111550616705,0.028505111550616705
158,158,158,158,06-07,0.2788961563798221,-0.5710479049292683,-0.11397213265605306,-0.11397213265605306
159,159,159,159,06-08,0.22646076365844164,-0.8579053924786543,-0.09739485039484093,-0.09739485039484093
160,160,160,160,06-09,0.2725039629355629,-0.606017578201157,0.177383759360957,0.177383759360957
161,161,161,161,06-10,0.4744144324342559,0.4985708874192302,-0.029983398878293894,-0.029983398878293894
162,162,162,162,06-11,0.5731089298103071,1.0384973394375758,0.08562142104926046,0.08562142104926046
163,163,163,163,06-12,0.4414078436585869,0.3180022554825126,0.13860797979718587,0.13860797979718587
164,164,164,164,06-13,0.4056863096054826,0.1225810146360579,0.20315101013207962,0.20315101013207962
165,165,165,165,06-14,0.2845740318315159,-0.5399860399911018,0.04067270184665062,0.04067270184665062
166,166,166,166,06-15,0.34329184799898765,-0.21875939619179446,-0.2591532572252235,-0.2591532572252235
167,167,167,167,06-16,0.2962155509666373,-0.4762989622933438,-0.3572434861188354,-0.3572434861188354
168,168,168,168,06-17,0.24427333873740675,-0.7604584149936688,-0.3465286800092195,-0.3465286800092195
169,169,169,169,06-18,0.3338269040476352,-0.27053911787915874,-0.22401801280893088,-0.22401801280893088
170,170,170,170,06-19,0.4174378257556984,0.18686985129375333,-0.165763740447368,-0.165763740447368
171,171,171,171,06-20,0.4189382069224559,0.1950779632106297,0.11568005916392521,0.11568005916392521
172,172,172,172,06-21,0.4071825069126949,0.1307662379775829,0.06987285615100147,0.06987285615100147
173,173,173,173,06-22,0.6048904184980267,1.2123638353744155,0.1537384407831403,0.1537384407831403
174,174,174,174,06-23,0.19403406417699345,-1.0353016330712113,0.45264845564730155,0.45264845564730155
175,175,175,175,06-24,0.4258068953017372,0.2326543899136743,0.3932313454867782,0.3932313454867782
176,176,176,176,06-25,0.7452688505266502,1.980329940478721,0.36033365063401074,0.36033365063401074
177,177,177,177,06-26,0.3537721999497388,-0.16142469775251042,0.16880440034720634,0.16880440034720634
178,178,178,178,06-27,0.3711017987400833,-0.06661993113902183,0.17712777096504737,0.17712777096504737
179,179,179,179,06-28,0.3948297739135033,0.063188333653589,0.0949831260973925,0.0949831260973925
180,180,180,180,06-29,0.20316276172309364,-0.9853614093641652,-0.09855538169218803,-0.09855538169218803
181,181,181,181,06-30,0.3357143531744778,-0.2602134792922549,0.07595812418773419,0.07595812418773419
182,182,182,182,07-01,0.5330045429217921,0.8190988937412377,0.4871304120780709,0.4871304120780709
183,183,183,183,07-02,0.5451707434043157,0.8856563375270229,0.38742019896161023,0.38742019896161023
184,184,184,184,07-03,0.8220570220294837,2.4004137962029986,0.3644889189937488,0.3644889189937488
185,185,185,185,07-04,0.28547210866112194,-0.5350729450451751,0.30255954246849326,0.30255954246849326
186,186,186,186,07-05,0.17801276795460133,-1.1229490891713336,0.4768219667933142,0.4768219667933142
187,187,187,187,07-06,0.2677930057451285,-0.6317897384437884,0.44080806477042017,0.44080806477042017
188,188,188,188,07-07,0.7241277114494119,1.8646734396901632,-0.09927330468487776,-0.09927330468487776
189,189,189,189,07-08,0.5056723197347996,0.669572925389659,-0.019619704625571333,-0.019619704625571333
190,190,190,190,07-09,0.2297201313144249,-0.8400744205287889,-0.04901936657392195,-0.04901936657392195
191,191,191,191,07-10,0.3728325851777917,-0.05715134468933659,-0.13362132633149396,-0.13362132633149396
192,192,192,192,07-11,0.14576854452559596,-1.2993470608614373,-0.43685311661393245,-0.43685311661393245
193,193,193,193,07-12,0.17500539146074331,-1.1394014969892203,-0.7348803541671246,-0.7348803541671246
194,194,194,194,07-13,0.3915567582928303,0.045282697995532084,-0.3323959674857008,-0.3323959674857008
195,195,195,195,07-14,0.17880948530912985,-1.1185904999294942,-0.3414679950468879,-0.3414679950468879
196,196,196,196,07-15,0.6711468563441702,1.574831899559754,-0.10089163840573649,-0.10089163840573649
197,197,197,197,07-16,0.3628827944573775,-0.11158351005645914,-0.04012214891217051,-0.04012214891217051
198,198,198,198,07-17,0.4096218435499599,0.14411107898547112,-0.21283672034927045,-0.21283672034927045
199,199,199,199,07-18,0.2416546270995588,-0.7747845600278244,-0.06025989854646333,-0.06025989854646333
200,200,200,200,07-19,0.20213120501107912,-0.9910047306270674,-0.27793184246845626,-0.27793184246845626
201,201,201,201,07-20,0.3461488629162679,-0.2031295691126516,-0.233138883278704,-0.233138883278704
202,202,202,202,07-21,0.4324140843015163,0.26880023602779624,-0.4313128496245316,-0.4313128496245316
203,203,203,203,07-22,0.4120096921304891,0.15717424508205458,-0.24923815044769784,-0.24923815044769784
204,204,204,204,07-23,0.19227357403948173,-1.0449327190894944,-0.07150088899531498,-0.07150088899531498
205,205,205,205,07-24,0.4413459463854983,0.317663635033178,-0.009819461622666295,-0.009819461622666295
206,206,206,206,07-25,0.3970654182002787,0.07541883808722973,-0.1405746073692069,-0.1405746073692069
207,207,207,207,07-26,0.4137982708964584,0.1669589951232405,-0.21361918337729657,-0.21361918337729657
208,208,208,208,07-27,0.2890077369309081,-0.5157306384514474,-0.045581416358782136,-0.045581416358782136
209,209,209,209,07-28,0.3318976951551652,-0.2810932109664835,-0.02223306697113674,-0.02223306697113674
210,210,210,210,07-29,0.3765698191383172,-0.036706116978407775,0.017337823645563844,0.017337823645563844
211,211,211,211,07-30,0.4669533630856061,0.4577537313590504,0.12420482489046308,0.12420482489046308
212,212,212,212,07-31,0.4404649865548805,0.31284418178743323,0.23790212691870283,0.23790212691870283
213,213,213,213,08-01,0.5310051786283225,0.808161002592636,0.14499331848053176,0.14499331848053176
214,214,214,214,08-02,0.4137058105453003,0.16645317371799104,0.04199137553130842,0.04199137553130842
215,215,215,215,08-03,0.2299995038403798,-0.8385460615955098,0.06742119682024449,0.06742119682024449
216,216,216,216,08-04,0.2636019330479552,-0.6547177746737478,-0.06821577087769275,-0.06821577087769275
217,217,217,217,08-05,0.4948436443017864,0.6103326590926668,-0.3601877069570915,-0.3601877069570915
218,218,218,218,08-06,0.2917044770167619,-0.5009776244001901,-0.2055465327398123,-0.2055465327398123
219,219,219,219,08-07,0.2107835257915429,-0.9436706138837564,-0.23122313832487326,-0.23122313832487326
220,220,220,220,08-08,0.5833092767873821,1.0943002190216662,-0.21026735875211214,-0.21026735875211214
221,221,221,221,08-09,0.2018385607371003,-0.9926056951058756,-0.27057838358543734,-0.27057838358543734
222,222,222,222,08-10,0.2865852870695141,-0.5289830972371812,-0.28521043035600074,-0.28521043035600074
223,223,223,223,08-11,0.4286972320275755,0.24846651009271545,-0.26271218985687567,-0.26271218985687567
224,224,224,224,08-12,0.2756567079600102,-0.5887699050235703,-0.43011802008433603,-0.43011802008433603
225,225,225,225,08-13,0.235458581398908,-0.8086811708890059,-0.032274239649472604,-0.032274239649472604
226,226,226,226,08-14,0.3997061114633941,0.08986523765690406,0.01390965597447529,0.01390965597447529
227,227,227,227,08-15,0.6381756781066279,1.394456987503305,-0.09410678459165946,-0.09410678459165946
228,228,228,228,08-16,0.3372377010985123,-0.2518797234934938,-0.08534563422151858,-0.08534563422151858
229,229,229,229,08-17,0.3102296710828576,-0.3996321333040931,-0.09302440933269068,-0.09302440933269068
230,230,230,230,08-18,0.2852655425964841,-0.5362030028027251,-0.1542675163021057,-0.1542675163021057
231,231,231,231,08-19,0.22703684713608904,-0.8547538215560385,-0.40322434149795,-0.40322434149795
232,232,232,232,08-20,0.3325374335351405,-0.27759340415958617,-0.5196315081809125,-0.5196315081809125
233,233,233,233,08-21,0.3651310590938914,-0.09928396367176076,-0.3919332235391804,-0.3919332235391804
234,234,234,234,08-22,0.2095675701338435,-0.9503227235912688,-0.36118747787514205,-0.36118747787514205
235,235,235,235,08-23,0.45028339104475457,0.3665575745462993,-0.5197170013666963,-0.5197170013666963
236,236,236,236,08-24,0.3189860899423778,-0.3517285288184948,-0.5145465989205412,-0.5145465989205412
237,237,237,237,08-25,0.05316881475749872,-1.805930962505364,-0.45582063603698914,-0.45582063603698914
238,238,238,238,08-26,0.338208097775586,-0.24657098948265585,-0.27982351917473075,-0.27982351917473075
239,239,239,239,08-27,0.4295390469009405,0.2530718136295522,-0.04121072827151278,-0.04121072827151278
240,240,240,240,08-28,0.4025932712094915,0.1056599775822815,-0.13355864843453416,-0.13355864843453416
241,241,241,241,08-29,0.7119831397159649,1.798234319965607,0.05483599895687452,0.05483599895687452
242,242,242,242,08-30,0.21770305559417272,-0.9058160497966232,0.3830169430533011,0.3830169430533011
243,243,243,243,08-31,0.25979156824320915,-0.6755630781569117,0.08067229344250075,0.08067229344250075
244,244,244,244,09-01,0.6981421577378222,1.7225146750959035,0.23304497624809614,0.23304497624809614
245,245,245,245,09-02,0.097941069626854,-1.56099608403525,0.2169978374338857,0.2169978374338857
246,246,246,246,09-03,0.5697087583702621,1.0198960744158538,0.34197810135594625,0.34197810135594625
247,247,247,247,09-04,0.6943833615201924,1.7019514870803447,0.3662414665876539,0.3662414665876539
248,248,248,248,09-05,0.35477577300156,-0.15593446626426005,-0.03281364892282642,-0.03281364892282642
249,249,249,249,09-06,0.2864025330578788,-0.5299828867666664,0.01897596609215661,0.01897596609215661
250,250,250,250,09-07,0.2604765026832627,-0.6718160179669782,-0.18942855512727996,-0.18942855512727996
251,251,251,251,09-08,0.1547415838905553,-1.2502583939453518,-0.3388291997039003,-0.3388291997039003
252,252,252,252,09-09,0.3411400776276115,-0.2305310529007656,-0.2130384238245819,-0.2130384238245819
253,253,253,253,09-10,0.5305274718630588,0.8055476196206226,-0.23397666581048174,-0.23397666581048174
254,254,254,254,09-11,0.4927374233731295,0.5988101890116503,-0.11052829746885023,-0.11052829746885023
255,255,255,255,09-12,0.263438413470721,-0.6556123386820653,0.2795835885604672,0.2795835885604672
256,256,256,256,09-13,0.3958691060998145,0.06887419208281094,0.25942455616486776,0.25942455616486776
257,257,257,257,09-14,0.5825987081506422,1.0904129222305532,0.21122124888259522,0.21122124888259522
258,258,258,258,09-15,0.31903055998015656,-0.3514852472743626,0.0035413559247829407,0.0035413559247829407
259,259,259,259,09-16,0.4776602581938284,0.5163277759269876,-0.07172832258775073,-0.07172832258775073
260,260,260,260,09-17,0.2649634822302685,-0.6472691687352234,-0.14490489381792296,-0.14490489381792296
261,261,261,261,09-18,0.1808860244108972,-1.1072304097572672,-0.4893583987734673,-0.4893583987734673
262,262,262,262,09-19,0.31561234271731664,-0.3701852352982224,-0.45672624984784166,-0.45672624984784166
263,263,263,263,09-20,0.2048176372593256,-0.9763081075027134,-0.5810611611551747,-0.5810611611551747
264,264,264,264,09-21,0.35482002935483703,-0.15569235372060836,-0.33442294683303936,-0.33442294683303936
265,265,265,265,09-22,0.3412953344316987,-0.2296816919170109,0.012549981403385221,0.012549981403385221
266,266,266,266,09-23,0.5354651533959129,0.8325601171975889,0.6487001328615135,0.6487001328615135
267,267,267,267,09-24,0.5614302851417314,0.9746071596612804,1.6894301994392613,1.6894301994392613
268,268,268,268,09-25,1.0133131412519158,3.4467156734505475,1.757314683904914,1.757314683904914
269,269,269,269,09-26,1.3462434419155314,5.268072291963772,1.6226745433946084,1.6226745433946084
270,270,270,270,09-27,0.4292726706239369,0.2516145530733089,1.9206227796891115,1.9206227796891115
271,271,271,271,09-28,0.1936281000004357,-1.0375225349788444,1.6004104832310366,1.6004104832310366
272,272,272,272,09-29,0.8622413428036637,2.6202495349646098,1.0787443482349053,1.0787443482349053
273,273,273,273,09-30,0.21023587855814369,-0.9466666190871696,0.12833550836145888,0.12833550836145888
274,274,274,274,10-01,0.4411732492452796,0.3167188634737597,0.009534931153875437,0.009534931153875437
275,275,275,275,10-02,0.3038778856170018,-0.43438074727690623,0.08891162662226544,0.08891162662226544
276,276,276,276,10-03,0.29897755492819234,-0.4611889101721917,-0.5681991719652106,-0.5681991719652106
277,277,277,277,10-04,0.2806848800489722,-0.5612623621685043,-0.6231832587259203,-0.6231832587259203
278,278,278,278,10-05,0.14155185173094653,-1.3224152565602467,-0.677027397368156,-0.677027397368156
279,279,279,279,10-06,0.14993181174040932,-1.2765711396514274,-0.419109821688797,-0.419109821688797
280,280,280,280,10-07,0.38211942611722177,-0.006345968379654439,-0.28304246725661586,-0.28304246725661586
